id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/16/value
2530240719,6,1,1,0,9,87coxipr6ls77tnlba3eselx0,0,42.6,57.5,2023-04-08T14:01:15.214Z,2023-04-08T21:27:52Z,4174178509,140,44.2,4172257473,56,Back,4174178511,141,59.2,4174178515,213,0.6,4174178513,212,2.0,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240701,6,61,1,0,10,ez46dadmx0virt38cgeq2n6pf,1,54.9,49.1,2023-04-08T14:01:16.990Z,2023-04-08T21:27:54Z,4172257393,56,Center,,,,,,,,,,,,,,,,,,,,,,744enw7o0c1i9a1b0qjihgjqh,Z. Rudden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530606615,727,49,1,0,11,87coxipr6ls77tnlba3eselx0,1,46.2,61.7,2023-04-08T14:01:17.528Z,2023-04-08T21:28:17Z,,,,,,,,,,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530606627,728,1,1,0,12,87coxipr6ls77tnlba3eselx0,1,46.2,61.7,2023-04-08T14:01:18.528Z,2023-04-08T21:28:21Z,4174179105,140,48.8,4174179109,212,11.7,4174179103,56,Back,4174179107,141,45.0,4174179111,213,4.9,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530606665,729,1,1,0,13,87coxipr6ls77tnlba3eselx0,1,44.4,48.1,2023-04-08T14:01:19.310Z,2023-04-08T21:28:37Z,4174179317,213,0.4,4174179309,56,Center,4174179311,140,53.6,4174179315,212,10.6,4174179313,141,54.5,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240803,7,4,1,0,17,87coxipr6ls77tnlba3eselx0,1,53.8,48.9,2023-04-08T14:01:23.836Z,2023-04-08T14:01:27Z,4172257845,265,,4172257839,56,Center,4172257843,152,,4172257837,13,,4172258061,233,7,4172257847,286,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240847,7,4,1,0,17,ez46dadmx0virt38cgeq2n6pf,0,46.2,51.1,2023-04-08T14:01:23.837Z,2023-04-08T14:01:27Z,4172258017,152,,4172258019,265,,4172258021,285,,4172258015,56,Back,4172258013,13,,4172258105,233,7,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240829,8,43,1,0,19,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-08T14:01:25.573Z,2023-04-08T14:04:14Z,4172273589,144,49,,,,,,,,,,,,,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240873,9,1,1,0,19,87coxipr6ls77tnlba3eselx0,1,53.9,46.9,2023-04-08T14:01:25.941Z,2023-04-08T14:04:16Z,4172258147,212,30.5,4172258149,213,5.2,4172258141,56,Right,4172273859,152,,4172273857,5,,4172258145,141,7.6,4172258143,140,67.9,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240921,10,1,1,0,21,87coxipr6ls77tnlba3eselx0,1,70.3,5.9,2023-04-08T14:01:27.973Z,2023-04-08T14:01:51Z,4172258393,140,88.2,4172258395,141,14.4,4172258399,213,0.3,4172258391,56,Right,4172258397,212,19.7,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240975,11,1,1,0,25,87coxipr6ls77tnlba3eselx0,1,89.6,14.6,2023-04-08T14:01:31.269Z,2023-04-08T14:01:34Z,4172258661,213,3.8,4172258657,141,9.2,4172258655,140,85.5,4172258659,212,5.7,4172258653,56,Right,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241019,12,1,1,0,26,87coxipr6ls77tnlba3eselx0,1,85,9.1,2023-04-08T14:01:32.757Z,2023-04-08T21:29:05Z,4172261499,210,13,4172258841,56,Center,4174179547,20,,4174179545,224,,4172258847,212,25.0,4172258849,213,1.5,4172261501,154,,4172258837,2,,djn7515ev4uzfcvizndtrvzkl,J. Sims,1,4172258839,155,4172258843,140,86.6,4172258845,141,45.8,,,,,,,,,,,,,,,,,,,,
2530241765,18,44,1,0,27,87coxipr6ls77tnlba3eselx0,1,91.1,52.5,2023-04-08T14:01:33.381Z,2023-04-08T21:29:00Z,4172262305,286,,4172262861,233,8,4172262303,56,Center,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241007,8,44,1,0,27,ez46dadmx0virt38cgeq2n6pf,0,8.9,47.5,2023-04-08T14:01:33.382Z,2023-04-08T21:29:02Z,4172258791,285,,4172262877,233,18,4172258789,56,Back,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241025,13,13,1,0,28,87coxipr6ls77tnlba3eselx0,1,89.9,48.1,2023-04-08T14:01:34.565Z,2023-04-08T21:29:06Z,4172261521,230,98.6,4172261135,15,,4172261513,55,12,4172261139,328,,4172261517,102,57.8,4172261519,103,13.9,4172258881,22,,4172258883,17,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,4172258885,56,4172261509,29,,4172261523,231,50,Center,4172261511,154,4172261507,83,,,,,,,,,,,,,,,
2530241033,9,5,1,0,31,ez46dadmx0virt38cgeq2n6pf,1,-1.4,40,2023-04-08T14:01:37.662Z,2023-04-08T14:01:39Z,4172259001,233,14,4172258909,56,Back,4172258913,346,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241043,14,5,1,0,31,87coxipr6ls77tnlba3eselx0,0,101.4,60,2023-04-08T14:01:37.662Z,2023-04-08T14:12:38Z,4172259021,233,9,4172258951,56,Center,4172258955,346,,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241649,10,1,1,1,2,ez46dadmx0virt38cgeq2n6pf,1,1.5,47.6,2023-04-08T14:02:09.037Z,2023-04-08T21:29:16Z,4172261773,212,65.0,4172261769,140,59.9,4172261785,74,,4172261775,213,0.3,4172261767,56,Left,4174179865,189,,4172261765,124,,4172261779,1,,3vt38r8n9081i3a4dj89lx905,R. Matthews,,4172261771,141,,,,,,,79.3,,,,,,,,,,,,,,,,,,,
2530241659,11,44,1,1,3,ez46dadmx0virt38cgeq2n6pf,1,57.6,73,2023-04-08T14:02:09.909Z,2023-04-08T21:29:21Z,4172261817,286,,4172261875,233,15,4172261815,56,Center,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241663,15,44,1,1,3,87coxipr6ls77tnlba3eselx0,0,42.4,27,2023-04-08T14:02:09.910Z,2023-04-08T21:29:22Z,4172261883,233,11,4172261837,285,,4172261835,56,Back,,,,,,,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241669,12,1,1,1,4,ez46dadmx0virt38cgeq2n6pf,0,59.9,79.3,2023-04-08T14:02:10.997Z,2023-04-08T21:29:28Z,4172261865,141,70.6,4172261863,140,67.3,4172261861,56,Center,4172261869,213,5.6,4172261859,3,,4172261867,212,9.8,4174180005,168,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241699,16,1,1,1,5,87coxipr6ls77tnlba3eselx0,1,34.5,44,2023-04-08T14:02:11.518Z,2023-04-08T21:29:32Z,4172262019,56,Center,4172262023,141,32.5,4172262025,212,21.7,4172262017,3,,4172262027,213,5.9,4172262021,140,53.8,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241709,17,1,1,1,6,87coxipr6ls77tnlba3eselx0,0,54,32.5,2023-04-08T14:02:13.141Z,2023-04-08T21:29:37Z,4172262055,3,,4172262065,213,0.5,4172262063,212,9.1,4172262059,140,61.7,4172262061,141,38.8,4172262057,56,Center,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241737,13,1,1,1,7,ez46dadmx0virt38cgeq2n6pf,0,39.8,63.1,2023-04-08T14:02:13.894Z,2023-04-08T21:29:42Z,4172262183,56,Left,4172262191,213,0.3,4172262193,1,,4172262189,212,38.7,4172262185,140,74.7,4172262181,155,,4172262187,141,81.4,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241789,19,1,1,1,12,87coxipr6ls77tnlba3eselx0,0,21.3,25.9,2023-04-08T14:02:18.294Z,2023-04-08T21:30:02Z,4172262397,213,4.8,4172262387,3,,4172262391,140,23.0,4172262395,212,19.0,4172262389,56,Back,4172262393,141,0.0,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241815,14,5,1,1,14,ez46dadmx0virt38cgeq2n6pf,1,76.7,102,2023-04-08T14:02:20.790Z,2023-04-08T14:02:22Z,4172262461,56,Left,4172262471,233,20,4172262463,347,,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241799,20,5,1,1,14,87coxipr6ls77tnlba3eselx0,0,23.3,-2,2023-04-08T14:02:20.790Z,2023-04-08T14:12:39Z,4172262417,347,,4172262415,56,Back,4172262495,233,14,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241935,15,1,1,1,19,ez46dadmx0virt38cgeq2n6pf,1,76.4,100,2023-04-08T14:02:25.655Z,2023-04-08T14:02:28Z,4172263065,56,Left,4172263071,212,18.1,4172263063,107,,4172263067,140,91.8,4172263069,141,89.9,4172263073,213,5.8,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241967,16,1,1,1,21,ez46dadmx0virt38cgeq2n6pf,0,92,90.2,2023-04-08T14:02:27.446Z,2023-04-08T21:30:24Z,4172263187,212,18.3,4174180721,20,,4172263177,2,,4172263189,213,4.6,4172263181,56,Center,4172263185,141,63.4,4174180719,223,,4172263183,140,90.2,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242007,21,8,1,1,22,87coxipr6ls77tnlba3eselx0,1,10.8,33.6,2023-04-08T14:02:28.305Z,2023-04-08T21:30:32Z,4172263429,56,Back,4174180837,385,,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242025,22,49,1,1,25,87coxipr6ls77tnlba3eselx0,1,12,18,2023-04-08T14:02:31.677Z,2023-04-08T14:02:31Z,,,,,,,,,,,,,,,,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242127,23,1,1,1,27,87coxipr6ls77tnlba3eselx0,1,13,10.4,2023-04-08T14:02:33.261Z,2023-04-08T14:02:37Z,4172264123,1,,4172264117,141,6.5,4172264111,157,,4172264119,212,33.8,4172264121,213,6.2,4172264113,56,Back,4172264115,140,45.1,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242197,17,45,1,1,30,ez46dadmx0virt38cgeq2n6pf,0,53,94.2,2023-04-08T14:02:36.870Z,2023-04-08T14:02:41Z,4172264417,56,Left,4172264421,285,,4172264533,233,24,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242205,24,3,1,1,30,87coxipr6ls77tnlba3eselx0,1,47,5.8,2023-04-08T14:02:36.870Z,2023-04-08T21:30:46Z,4172264473,56,Back,4174181185,465,,4172264475,286,,4172264519,233,17,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242229,25,1,1,1,34,87coxipr6ls77tnlba3eselx0,0,63.9,0.7,2023-04-08T14:02:40.305Z,2023-04-08T23:02:31Z,4174181585,236,,4174299087,233,18,4172264601,140,66.5,4172264607,141,4.6,4172264611,212,3.8,4172264595,56,Right,4174181587,286,,4172264613,213,0.8,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242231,18,74,1,1,34,ez46dadmx0virt38cgeq2n6pf,1,44.8,96.6,2023-04-08T14:02:40.306Z,2023-04-08T23:02:31Z,4174299111,233,25,4174181485,285,,4172264615,56,Back,,,,,,,,,,,,,,,,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242253,19,5,1,1,36,ez46dadmx0virt38cgeq2n6pf,0,38.6,101.7,2023-04-08T14:02:43.125Z,2023-04-08T14:03:00Z,4172264709,347,,4172266569,233,26,4172264707,56,Back,,,,,,,,,,,,,,,,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242593,26,5,1,1,36,87coxipr6ls77tnlba3eselx0,1,61.4,-1.7,2023-04-08T14:02:43.125Z,2023-04-08T14:12:39Z,4172266535,347,,4172266549,233,19,4172266533,56,Right,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242607,27,1,1,1,53,87coxipr6ls77tnlba3eselx0,1,68.7,0,2023-04-08T14:02:59.949Z,2023-04-08T14:03:01Z,4172266615,56,Right,4172266613,107,,4172266621,212,6.0,4172266619,141,2.9,4172266617,140,73.5,4172266623,213,0.6,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242631,28,1,1,1,54,87coxipr6ls77tnlba3eselx0,1,73.5,2.9,2023-04-08T14:03:01.029Z,2023-04-08T14:03:02Z,4172266731,56,Right,4172266739,212,7.4,4172266737,141,2.2,4172266741,213,3.2,4172266735,140,66.5,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242697,29,1,1,1,55,87coxipr6ls77tnlba3eselx0,1,66.4,2.2,2023-04-08T14:03:01.877Z,2023-04-08T14:03:04Z,4172267067,141,2.3,4172267063,56,Right,4172267071,213,0.0,4172267065,140,71.7,4172267069,212,5.6,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242783,30,1,1,1,58,87coxipr6ls77tnlba3eselx0,1,68.8,3.7,2023-04-08T14:03:04.389Z,2023-04-08T14:03:08Z,4172267451,141,31.3,4172267455,213,2.1,4172267445,56,Center,4172267453,212,22.0,4172267447,140,57.9,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243003,31,1,1,2,1,87coxipr6ls77tnlba3eselx0,1,54.9,34.5,2023-04-08T14:03:07.997Z,2023-04-08T14:03:17Z,4172268519,140,19.2,4172268523,212,37.6,4172268525,213,3.1,4172268513,56,Back,4172268527,1,,4172268521,141,38.0,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243071,32,1,1,2,11,87coxipr6ls77tnlba3eselx0,1,22.7,36.1,2023-04-08T14:03:17.686Z,2023-04-08T14:03:52Z,4172268891,140,71.0,4172268889,56,Center,4172268905,1,,4172268897,213,6.2,4172268887,157,,4172268895,212,50.8,4172268893,141,32.4,,,,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243089,33,44,1,2,14,87coxipr6ls77tnlba3eselx0,1,74.4,23.4,2023-04-08T14:03:20.902Z,2023-04-08T21:31:34Z,4172268983,56,Center,4172268985,286,,4172269291,233,20,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243147,20,44,1,2,14,ez46dadmx0virt38cgeq2n6pf,0,25.6,76.6,2023-04-08T14:03:20.903Z,2023-04-08T21:31:34Z,4172269241,56,Back,4172269243,285,,4172269315,233,33,,,,,,,,,,,,,,,,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243113,34,1,1,2,15,87coxipr6ls77tnlba3eselx0,0,71,32.4,2023-04-08T14:03:21.405Z,2023-04-08T21:31:37Z,4172269061,3,,4172269069,212,9.6,4172269067,141,26.7,4172269063,56,Center,4172269071,213,5.9,4172269065,140,79.4,4174182197,168,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243189,22,61,1,2,17,ez46dadmx0virt38cgeq2n6pf,0,19.6,79,2023-04-08T14:03:24.125Z,2023-04-08T21:31:47Z,4172269437,56,Back,,,,,,,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243175,21,43,1,2,19,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-08T14:03:25.559Z,2023-04-08T14:03:27Z,4172269379,285,0,4172269629,144,45,4172269377,56,Back,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243347,35,1,1,2,20,87coxipr6ls77tnlba3eselx0,1,80.5,25.3,2023-04-08T14:03:26.853Z,2023-04-08T14:03:32Z,4172270155,212,7.6,4172270153,141,16.5,4172270149,56,Right,4172270157,213,5.4,4172270151,140,84.9,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
