id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/16/value
2530293295,339,1,1,41,22,87coxipr6ls77tnlba3eselx0,1,36.5,73.3,2023-04-08T14:42:28.954Z,2023-04-08T22:33:29Z,4172526657,213,6.2,4172526651,140,58.1,4172526647,3,,4172526655,212,22.7,4172526653,141,71.4,4172526649,56,Center,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530293331,340,1,1,41,23,87coxipr6ls77tnlba3eselx0,1,57.6,72,2023-04-08T14:42:30.203Z,2023-04-08T22:33:33Z,4172534195,157,,4172526845,56,Left,4172526851,141,91.4,4172526853,212,19.4,4172526849,140,71.2,4172526855,213,0.7,4172534197,1,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530293401,342,3,1,41,28,87coxipr6ls77tnlba3eselx0,0,75.5,90.8,2023-04-08T14:42:34.322Z,2023-04-08T22:33:53Z,4172527195,233,311,4172527147,286,,4172527143,56,Left,4174265261,464,,,,,,,,,,,,,,f48c8vds4wpfu9wl7is4y3sgl,S. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530293377,311,7,1,41,28,ez46dadmx0virt38cgeq2n6pf,1,24.5,9.2,2023-04-08T14:42:34.323Z,2023-04-08T22:33:51Z,4172527057,285,,4172527171,233,342,4172527049,167,,4172527053,56,Back,4174265177,385,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530293351,341,43,1,41,28,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-08T14:42:34.492Z,2023-04-08T22:33:49Z,4174265117,144,49,,,,,,,,,,,,,,,,,,,,,,f48c8vds4wpfu9wl7is4y3sgl,S. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530293389,312,5,1,41,30,ez46dadmx0virt38cgeq2n6pf,0,18.7,-1.4,2023-04-08T14:42:36.268Z,2023-04-08T14:42:42Z,4172527091,347,,4172527725,233,343,4172527089,56,Back,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530293513,343,5,1,41,30,87coxipr6ls77tnlba3eselx0,1,81.3,101.4,2023-04-08T14:42:36.268Z,2023-04-08T14:48:47Z,4172527701,233,312,4172527625,347,,4172527623,56,Left,,,,,,,,,,,,,,,,f48c8vds4wpfu9wl7is4y3sgl,S. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294093,344,1,1,41,55,87coxipr6ls77tnlba3eselx0,1,86.9,100,2023-04-08T14:43:02.010Z,2023-04-08T14:43:04Z,4172530537,141,82.1,4172530539,212,14.1,4172530531,107,,4172530535,140,90.7,4172530533,56,Left,4172530541,213,5.0,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294099,345,50,1,41,57,87coxipr6ls77tnlba3eselx0,1,90.4,82.2,2023-04-08T14:43:03.474Z,2023-04-08T14:43:05Z,4172530565,56,Left,4172530755,233,313,4172530567,286,,,,,,,,,,,,,,,,,atzpueujhh1u79b8ijhufob9w,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294129,313,7,1,41,57,ez46dadmx0virt38cgeq2n6pf,0,9.6,17.8,2023-04-08T14:43:03.475Z,2023-04-08T22:34:02Z,4172530683,56,Back,4172530685,285,,4174265463,383,,4172530727,233,345,,,,,,,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294817,314,4,1,42,2,ez46dadmx0virt38cgeq2n6pf,1,9,17.5,2023-04-08T14:43:08.210Z,2023-04-08T14:48:32Z,4172534163,285,,4172534155,13,,4172534161,152,,4172534157,295,,4172534159,56,Back,4172570851,233,346,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294453,346,4,1,42,2,87coxipr6ls77tnlba3eselx0,0,91,82.5,2023-04-08T14:43:08.211Z,2023-04-08T14:48:32Z,4172570861,233,314,4172532345,13,,4172532347,56,Left,4172536467,295,,4172532349,152,,4172532353,286,,,,,,,,atzpueujhh1u79b8ijhufob9w,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294889,315,1,1,42,26,ez46dadmx0virt38cgeq2n6pf,0,9.8,17.7,2023-04-08T14:43:32.804Z,2023-04-08T22:34:15Z,4172534597,213,6.2,4172534587,152,,4172534599,1,,4172534591,140,63.7,4172534589,56,Right,4172534595,212,56.6,4172534583,5,,4172534585,157,,3vt38r8n9081i3a4dj89lx905,R. Matthews,,4172534593,141,,,,,,,14.1,,,,,,,,,,,,,,,,,,,
2530294913,347,44,1,42,27,87coxipr6ls77tnlba3eselx0,1,33.6,89.6,2023-04-08T14:43:34.171Z,2023-04-08T22:34:16Z,4172534889,233,316,4172534725,285,,4172534723,56,Back,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294927,316,44,1,42,27,ez46dadmx0virt38cgeq2n6pf,0,66.4,10.4,2023-04-08T14:43:34.172Z,2023-04-08T22:34:16Z,4172534787,286,,4172534999,233,347,4172534785,56,Right,,,,,,,,,,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294949,348,1,1,42,28,87coxipr6ls77tnlba3eselx0,1,30.8,93.2,2023-04-08T14:43:34.811Z,2023-04-08T22:34:17Z,4172534939,213,4.7,4172534929,140,30.1,4172534919,3,,4172534935,212,19.1,4172534933,141,65.1,4172534925,56,Back,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530294961,349,1,1,42,29,87coxipr6ls77tnlba3eselx0,0,30,62.6,2023-04-08T14:43:35.996Z,2023-04-08T22:34:23Z,4172535027,141,49.7,4172535021,3,,4172535031,212,19.7,4172535033,213,5.8,4172535025,140,46.8,4172535023,56,Back,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295099,317,1,1,42,32,ez46dadmx0virt38cgeq2n6pf,1,54.5,58.5,2023-04-08T14:43:38.459Z,2023-04-08T22:34:28Z,4172535815,56,Left,4172535821,141,79.9,4172535823,212,19.8,4172535825,213,0.8,4172535817,140,67.3,,,,,,,,,,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295159,318,1,1,42,39,ez46dadmx0virt38cgeq2n6pf,1,69.6,67.9,2023-04-08T14:43:45.243Z,2023-04-08T14:43:48Z,4172536067,140,70.1,4172536073,213,4.7,4172536069,141,43.7,4172536065,56,Center,4172536071,212,16.5,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295295,319,1,1,42,41,ez46dadmx0virt38cgeq2n6pf,1,68.3,38.2,2023-04-08T14:43:48.003Z,2023-04-08T14:43:55Z,4172536799,140,78.3,4172536803,212,22.6,4172536797,56,Right,4172536805,213,5.2,4172536801,141,8.8,,,,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295325,320,1,1,42,48,ez46dadmx0virt38cgeq2n6pf,0,88.1,14.9,2023-04-08T14:43:55.171Z,2023-04-08T22:34:49Z,4172536949,141,27.7,4172536953,213,1.4,4172536941,2,,4174266569,223,,4172536947,140,89.5,4172536945,56,Center,4174266571,72,,4172536951,212,8.8,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295331,350,61,1,42,49,87coxipr6ls77tnlba3eselx0,1,9.5,66.7,2023-04-08T14:43:55.475Z,2023-04-08T22:34:55Z,4172536977,56,Back,,,,,,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295569,321,1,1,42,52,ez46dadmx0virt38cgeq2n6pf,0,96.4,27,2023-04-08T14:43:58.795Z,2023-04-08T22:35:09Z,4172538181,140,95.6,4172538179,56,Center,4172538187,213,1.6,4172538183,141,43.9,4172538185,212,11.5,,,,,,,,,,744enw7o0c1i9a1b0qjihgjqh,Z. Rudden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295497,351,12,1,42,53,87coxipr6ls77tnlba3eselx0,1,3.8,55.8,2023-04-08T14:43:59.858Z,2023-04-08T22:35:17Z,4172537897,167,,4172537809,140,2.8,4172537813,212,31.4,4172537815,213,1.6,4172537811,141,100.0,4172537807,56,Back,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295625,322,5,1,42,57,ez46dadmx0virt38cgeq2n6pf,1,94.9,-1.6,2023-04-08T14:44:03.851Z,2023-04-08T14:48:47Z,4172538541,347,,4172538539,56,Right,4172538621,233,352,,,,,,,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295505,352,5,1,42,57,87coxipr6ls77tnlba3eselx0,0,5.1,101.6,2023-04-08T14:44:03.851Z,2023-04-08T14:44:09Z,4172537843,347,,4172538659,233,322,4172537837,56,Back,,,,,,,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295911,323,1,1,43,13,ez46dadmx0virt38cgeq2n6pf,0,92.6,0,2023-04-08T14:44:19.331Z,2023-04-08T22:35:30Z,4172540203,107,,4172540345,189,,4172540215,213,1.6,4172540213,212,22.4,4172540209,140,92.4,4172540217,1,,4172540211,141,31.6,4172540207,56,Center,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295951,353,12,1,43,14,87coxipr6ls77tnlba3eselx0,1,8.4,65.8,2023-04-08T14:44:21.155Z,2023-04-08T22:35:31Z,4172540369,56,Back,4172540383,213,0.2,4172540373,140,23.3,4172540435,15,,4172540379,212,16.1,4172540377,141,71.1,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530295983,354,1,1,43,15,87coxipr6ls77tnlba3eselx0,0,23.2,71.4,2023-04-08T14:44:21.732Z,2023-04-08T22:35:35Z,4172540519,140,37.5,4172540525,213,6.1,4172540517,56,Back,4172540523,212,15.2,4172540515,3,,4172540521,141,67.9,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530296007,324,8,1,43,17,ez46dadmx0virt38cgeq2n6pf,1,59.3,35.1,2023-04-08T14:44:23.691Z,2023-04-08T22:35:43Z,4174267819,384,,4172540639,56,Center,,,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530623613,744,45,1,43,20,87coxipr6ls77tnlba3eselx0,0,28.7,64.3,2023-04-08T14:44:26.870Z,2023-04-08T23:02:35Z,4174299305,233,782,4174268115,56,Back,4174268117,285,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530623611,782,3,1,43,20,ez46dadmx0virt38cgeq2n6pf,1,71.3,35.7,2023-04-08T14:44:26.870Z,2023-04-08T23:02:35Z,4174268111,56,Center,4174268165,464,,4174268113,286,,4174299279,233,744,,,,,,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530296085,325,43,1,43,23,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-08T14:44:29.611Z,2023-04-08T22:36:09Z,4172541023,212,2.0,4172541025,213,1.5,4172541017,56,Center,4172541019,140,70.2,4174268493,144,1,4172541021,141,48.1,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530296179,326,4,1,43,25,ez46dadmx0virt38cgeq2n6pf,1,69.2,34.8,2023-04-08T14:44:31.979Z,2023-04-08T22:36:13Z,4172541437,286,,4172541431,56,Center,4174268557,295,,4172541429,13,,4172541549,233,355,4172541433,152,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530296191,355,4,1,43,25,87coxipr6ls77tnlba3eselx0,0,30.8,65.2,2023-04-08T14:44:31.980Z,2023-04-08T22:36:11Z,4172541557,233,326,4172541493,56,Back,4172541505,285,,4172541491,13,,4174268517,295,,4172541497,152,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530297111,327,1,1,43,58,ez46dadmx0virt38cgeq2n6pf,1,69.6,32.2,2023-04-08T14:45:05.051Z,2023-04-08T22:36:30Z,4172546107,56,Center,4172546111,141,59.0,4172546109,140,94.9,4172546117,1,,4172546101,5,,4172546115,213,0.6,4172549397,210,13,4172546113,212,32.2,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,1,4172546105,152,4172549399,154,,4172546103,155,,,,,,,,,,,,,,,,,,,,,
2530297115,328,13,1,44,0,ez46dadmx0virt38cgeq2n6pf,1,93.2,60,2023-04-08T14:45:06.994Z,2023-04-08T22:36:30Z,4172549451,103,69.4,4172549443,154,,4172549439,74,,4172548717,24,,4172549445,55,327,4172546137,56,Center,4172548719,15,,4172548721,17,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,4172549449,102,4172548725,328,,4172549457,231,52.0,51.8,4172549455,230,4172549453,214,4172549441,29,,,,,,,98.9,,,,,,
2530297147,329,5,1,44,3,ez46dadmx0virt38cgeq2n6pf,0,100.6,56.7,2023-04-08T14:45:09.941Z,2023-04-08T14:48:47Z,4172546275,56,Center,4172546373,233,356,4172546279,346,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530297081,356,5,1,44,3,87coxipr6ls77tnlba3eselx0,1,-0.6,43.3,2023-04-08T14:45:09.941Z,2023-04-08T14:47:05Z,4172545989,56,Back,4172546343,233,329,4172545991,346,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530298001,357,1,1,44,33,87coxipr6ls77tnlba3eselx0,1,3.5,41.9,2023-04-08T14:45:39.372Z,2023-04-08T22:36:43Z,4172550591,1,,4172550581,56,Center,4172550583,140,65.8,4172550595,74,,4172550585,141,41.6,4172550577,124,,4172550587,212,65.4,4174269243,189,,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,4172550579,155,4172550589,213,6.3,,,,,,,,,,,,,,,,,,,,,,,
2530299741,360,44,1,44,34,87coxipr6ls77tnlba3eselx0,1,69.4,40.8,2023-04-08T14:45:41.089Z,2023-04-08T22:36:40Z,4172559595,56,Center,4172559599,286,,4172559615,233,330,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530298647,330,44,1,44,34,ez46dadmx0virt38cgeq2n6pf,0,30.6,59.2,2023-04-08T14:45:41.090Z,2023-04-08T22:36:40Z,4172559663,233,360,4172553807,285,,4172553805,56,Back,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530298125,358,1,1,44,35,87coxipr6ls77tnlba3eselx0,1,65.8,41.6,2023-04-08T14:45:41.699Z,2023-04-08T22:36:57Z,4172551241,168,,4172551253,213,6.2,4172551249,212,23.1,4172558387,22,,4172551247,141,38.8,4172551245,140,87.7,4172551239,3,,4172551243,56,Center,6aonl21cpvfg8ma7i00q9ho0l,J. White,,4172558383,210,4172558385,154,,,,,16,,,,,,,,,,,,,,,,,1,,
2530298143,359,16,1,44,37,87coxipr6ls77tnlba3eselx0,1,86.7,38.1,2023-04-08T14:45:43.963Z,2023-04-08T22:36:58Z,4172551323,17,,4174269599,395,1.6,4172558501,55,358,4172556087,20,,4172558505,102,46.8,4172558511,215,,4172558507,103,15.8,4172558499,154,,f48c8vds4wpfu9wl7is4y3sgl,S. Murray,,4172558523,230,4172556093,374,2023-04-08 15:45:42.995,4172551325,56,Center,97.8,4172556097,375,4172558495,80,4174269601,396,54.3,4172551321,22,4172558525,231,47.5,44:36.786,,4172558497,29,,,
2530299719,331,1,1,45,40,ez46dadmx0virt38cgeq2n6pf,1,49.7,50,2023-04-08T14:46:46.939Z,2023-04-08T14:46:50Z,4172559479,141,52.7,4172559477,140,35.9,4172559487,279,G,4172559483,212,14.6,4172559473,56,Back,4172559485,213,3.0,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530299787,332,1,1,45,43,ez46dadmx0virt38cgeq2n6pf,0,36.9,46.9,2023-04-08T14:46:49.963Z,2023-04-08T14:46:53Z,4172559847,1,,4172559835,155,,4172559841,141,17.0,4172559837,56,Right,4172559839,140,74.1,4172559843,212,44.0,4172559845,213,5.8,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530299893,361,1,1,45,47,87coxipr6ls77tnlba3eselx0,0,26.1,84.7,2023-04-08T14:46:53.939Z,2023-04-08T14:46:58Z,4172560437,212,35.0,4172560427,56,Left,4172560439,213,0.3,4172560431,141,100.0,4172560429,140,57.7,4172560441,1,,4172560425,3,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530299923,333,5,1,45,51,ez46dadmx0virt38cgeq2n6pf,1,47.8,-1.3,2023-04-08T14:46:57.562Z,2023-04-08T14:47:00Z,4172560571,347,,4172560613,233,362,4172560567,56,Back,,,,,,,,,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530299897,362,5,1,45,51,87coxipr6ls77tnlba3eselx0,0,52.2,101.3,2023-04-08T14:46:57.562Z,2023-04-08T14:48:47Z,4172560469,347,,4172560651,233,333,4172560467,56,Left,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300185,334,1,1,46,3,ez46dadmx0virt38cgeq2n6pf,0,46,0,2023-04-08T14:47:09.978Z,2023-04-08T14:47:13Z,4172561983,107,,4172561993,213,0.2,4172561985,56,Right,4172561999,1,,4172561991,212,29.1,4172561989,141,6.4,4172561987,140,73.3,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300209,363,1,1,46,5,87coxipr6ls77tnlba3eselx0,0,26.4,92.6,2023-04-08T14:47:11.475Z,2023-04-08T22:37:43Z,4172562107,56,Back,4172562111,141,100.0,4172562109,140,33.5,4172562115,213,0.6,4172562113,212,9.3,4172562105,3,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300225,335,5,1,46,7,ez46dadmx0virt38cgeq2n6pf,1,68.8,-1,2023-04-08T14:47:14.002Z,2023-04-08T14:47:15Z,4172562177,56,Right,4172562179,347,,4172562221,233,364,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300219,364,5,1,46,7,87coxipr6ls77tnlba3eselx0,0,31.2,101,2023-04-08T14:47:14.002Z,2023-04-08T14:48:48Z,4172562231,233,335,4172562153,56,Back,4172562155,347,,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300485,336,1,1,46,14,ez46dadmx0virt38cgeq2n6pf,0,71.2,0,2023-04-08T14:47:20.468Z,2023-04-08T14:47:27Z,4172563499,56,Right,4172563507,213,0.5,4172563503,141,4.7,4172563497,107,,4172563501,140,77.8,4172563505,212,8.0,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300473,365,8,1,46,16,87coxipr6ls77tnlba3eselx0,1,19.9,94.1,2023-04-08T14:47:22.395Z,2023-04-08T22:37:57Z,4172563431,56,Back,4172568495,15,,4174270767,385,,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300613,337,5,1,46,19,ez46dadmx0virt38cgeq2n6pf,1,73.6,-1.5,2023-04-08T14:47:26.198Z,2023-04-08T14:48:48Z,4172564155,233,366,4172564139,347,,4172564137,56,Right,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300479,366,5,1,46,19,87coxipr6ls77tnlba3eselx0,0,26.4,101.5,2023-04-08T14:47:26.198Z,2023-04-08T14:47:33Z,4172563471,347,,4172563469,56,Back,4172564175,233,337,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300661,338,1,1,46,25,ez46dadmx0virt38cgeq2n6pf,0,75.1,0,2023-04-08T14:47:32.139Z,2023-04-08T14:47:35Z,4172564389,56,Center,4172564405,1,,4172564399,212,30.0,4172564403,213,0.9,4172564387,107,,4172564397,141,34.0,4172564393,140,92.0,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530624137,745,44,1,46,26,87coxipr6ls77tnlba3eselx0,1,16.3,66,2023-04-08T14:47:33.036Z,2023-04-08T23:02:36Z,4174299339,233,783,4174271163,285,,4174271161,56,Back,,,,,,,,,,,,,,,,atzpueujhh1u79b8ijhufob9w,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530624123,783,44,1,46,26,ez46dadmx0virt38cgeq2n6pf,0,83.7,34,2023-04-08T14:47:33.037Z,2023-04-08T23:02:36Z,4174299343,233,745,4174271067,56,Center,4174271069,286,,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300699,367,12,1,46,27,87coxipr6ls77tnlba3eselx0,1,14.8,67.8,2023-04-08T14:47:33.636Z,2023-04-08T22:38:18Z,4172564569,212,23.7,4172564567,141,41.5,4172564571,213,5.4,4172564579,15,,4172564565,140,29.6,4172564563,56,Back,,,,,,,atzpueujhh1u79b8ijhufob9w,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300869,339,1,1,46,31,ez46dadmx0virt38cgeq2n6pf,1,72.9,61.4,2023-04-08T14:47:37.578Z,2023-04-08T14:47:43Z,4172565421,56,Left,4172565429,213,0.8,4172565427,212,22.8,4172565423,140,87.9,4172565425,141,85.6,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300887,340,1,1,46,37,ez46dadmx0virt38cgeq2n6pf,0,83.4,95.1,2023-04-08T14:47:43.747Z,2023-04-08T14:47:44Z,4172565523,212,5.4,4172565521,141,92.6,4172565525,213,3.5,4172565517,56,Left,4172565519,140,78.5,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300909,368,49,1,46,38,87coxipr6ls77tnlba3eselx0,1,33.5,5.2,2023-04-08T14:47:44.427Z,2023-04-08T22:38:41Z,,,,,,,,,,,,,,,,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530300999,369,4,1,46,42,87coxipr6ls77tnlba3eselx0,1,35.2,3.6,2023-04-08T14:47:48.987Z,2023-04-08T22:38:58Z,4172566101,13,,4172566109,286,,4172566579,233,341,4174272195,294,,4172566105,152,,4172566103,56,Back,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530301045,341,4,1,46,42,ez46dadmx0virt38cgeq2n6pf,0,64.8,96.4,2023-04-08T14:47:48.988Z,2023-04-08T22:39:00Z,4172566427,152,,4174272241,294,,4172566433,285,,4172566425,56,Left,4172566423,13,,4172566599,233,369,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530301165,342,70,1,46,52,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-08T14:47:58.342Z,2023-04-08T14:47:58Z,4172567125,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530301677,370,1,1,47,12,87coxipr6ls77tnlba3eselx0,0,33.5,9.8,2023-04-08T14:48:18.372Z,2023-04-08T14:48:31Z,4172569755,56,Right,4172569749,5,,4172569753,152,,4172569765,1,,4172569763,213,6.3,4172569759,141,7.6,4172569751,155,,4172569761,212,45.7,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,4172569757,140,,,,,,,77.0,,,,,,,,,,,,,,,,,,,
2530301673,343,49,1,47,16,ez46dadmx0virt38cgeq2n6pf,1,22.2,90.6,2023-04-08T14:48:22.283Z,2023-04-08T14:48:22Z,,,,,,,,,,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
