id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/14/value,assist
2495544153,9,1,1,0,18,1hcbcuu846pa3iw6qskiws1cu,1,25.3,34.2,2023-01-07T15:03:20.766Z,2023-01-08T05:18:07Z,3968271197,140,31.8,3968271195,56,Back,3968271203,213,5.1,3968271199,141,11.6,3968271201,212,16.8,3969821727,178,,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544215,10,1,1,0,20,1hcbcuu846pa3iw6qskiws1cu,1,31.5,15.5,2023-01-07T15:03:23.373Z,2023-01-08T05:18:10Z,3968271493,141,26.8,3968271491,140,24.0,3969821765,178,,3968271497,213,2.4,3968271495,212,11.0,3968271489,56,Back,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544275,11,1,1,0,23,1hcbcuu846pa3iw6qskiws1cu,1,24.2,28.3,2023-01-07T15:03:25.918Z,2023-01-08T05:18:12Z,3968271799,141,32.8,3968271795,56,Back,3968271797,140,6.0,3969821819,178,,3968271801,212,19.4,3968271803,213,3.0,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544339,12,1,1,0,26,1hcbcuu846pa3iw6qskiws1cu,1,6,32.8,2023-01-07T15:03:28.495Z,2023-01-08T05:18:17Z,3968272205,56,Back,3969821863,178,,3968272207,140,8.6,3968272209,141,6.4,3968272213,213,4.9,3968272211,212,18.2,,,,,,,2dnrfdd702umzunv6rukg0jx1,Z. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544371,13,1,1,0,28,1hcbcuu846pa3iw6qskiws1cu,1,9.6,6.1,2023-01-07T15:03:31.037Z,2023-01-08T05:18:19Z,3969821881,178,,3968272403,140,28.4,3968272401,56,Back,3968272409,213,0.1,3968272407,212,19.8,3968272405,141,7.7,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544381,14,1,1,0,29,1hcbcuu846pa3iw6qskiws1cu,0,28.4,7.7,2023-01-07T15:03:32.413Z,2023-01-08T05:18:24Z,3968272465,213,1.8,3968272457,56,Back,3969821939,178,,3968272461,141,24.9,3968272459,140,26.1,3968272463,212,11.9,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544387,3,49,1,0,30,muo4d1nfi1vgyvz5n07tjmoo,1,63,71.8,2023-01-07T15:03:33.452Z,2023-01-08T05:18:28Z,,,,,,,,,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544397,4,1,1,0,31,muo4d1nfi1vgyvz5n07tjmoo,0,63,71.8,2023-01-07T15:03:33.500Z,2023-01-08T05:18:31Z,3969822001,178,,3968272559,213,1.5,3968272551,56,Left,3968272553,140,63.5,3968272555,141,82.9,3968272557,212,7.6,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544411,15,49,1,0,32,1hcbcuu846pa3iw6qskiws1cu,1,24.3,16.7,2023-01-07T15:03:34.741Z,2023-01-08T05:18:35Z,,,,,,,,,,,,,,,,,,,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544435,16,1,1,0,32,1hcbcuu846pa3iw6qskiws1cu,1,24.3,16.7,2023-01-07T15:03:34.773Z,2023-01-08T05:18:38Z,3968272765,212,8.9,3968272763,141,29.7,3968272769,213,1.4,3969822095,178,,3968272759,56,Back,3968272761,140,25.4,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544463,17,1,1,0,33,1hcbcuu846pa3iw6qskiws1cu,1,25.4,29.7,2023-01-07T15:03:35.809Z,2023-01-08T05:18:42Z,3969822139,178,,3968272889,141,22.7,3968272893,213,4.2,3968272885,56,Back,3968272891,212,5.5,3968272887,140,22.7,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544511,18,1,1,0,34,1hcbcuu846pa3iw6qskiws1cu,1,22.7,22.7,2023-01-07T15:03:36.534Z,2023-01-08T05:18:45Z,3968273167,141,42.8,3969822169,178,,3968273165,140,22.0,3968273171,212,13.7,3968273163,56,Back,3968273173,213,1.6,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544625,19,1,1,0,36,1hcbcuu846pa3iw6qskiws1cu,1,21.8,42.7,2023-01-07T15:03:38.627Z,2023-01-08T05:18:50Z,3968273745,213,1.2,3968273737,56,Back,3968273743,212,29.5,3968273741,141,82.9,3968273739,140,32.3,3969822229,178,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544697,20,1,1,0,42,1hcbcuu846pa3iw6qskiws1cu,1,40.4,93.9,2023-01-07T15:03:44.794Z,2023-01-08T05:18:55Z,3968274095,56,Left,3968274097,140,56.4,3969822275,178,,3968274101,212,17.0,3968274103,213,0.2,3968274099,141,97.8,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544723,21,1,1,0,43,1hcbcuu846pa3iw6qskiws1cu,1,56.2,97.7,2023-01-07T15:03:45.966Z,2023-01-08T05:18:58Z,3968274237,141,96.0,3968274235,140,40.1,3969822309,178,,3968274239,212,16.9,3968274241,213,3.2,3968274233,56,Back,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544763,22,1,1,0,45,1hcbcuu846pa3iw6qskiws1cu,1,39,97.3,2023-01-07T15:03:47.826Z,2023-01-08T05:20:35Z,3969823569,178,,3968274423,56,Back,3968274429,141,82.8,3968274433,212,10.1,3968274437,213,4.9,3968274425,140,40.9,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495547579,55,1,1,0,46,1hcbcuu846pa3iw6qskiws1cu,1,37.7,87.2,2023-01-07T15:03:48.622Z,2023-01-08T05:20:38Z,3969823595,178,,3968289433,140,49.5,3968289439,213,0.3,3968289431,56,Back,3968289435,141,93.6,3968289437,212,13.1,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544795,23,1,1,0,47,1hcbcuu846pa3iw6qskiws1cu,1,51.4,88.1,2023-01-07T15:03:49.778Z,2023-01-08T05:20:46Z,3968274579,140,48.0,3968274587,213,3.3,3968274583,212,3.6,3968274577,56,Back,3968274581,141,87.1,3969823681,178,,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544813,24,1,1,0,48,1hcbcuu846pa3iw6qskiws1cu,0,48,87.1,2023-01-07T15:03:51.274Z,2023-01-08T05:20:53Z,3968274681,213,0.2,3968274697,236,,3968274677,141,88.4,3968274703,286,,3968274679,212,3.9,3969823763,178,,3968274669,56,Left,3968274699,233,5,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,3968274673,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544749,5,74,1,0,48,muo4d1nfi1vgyvz5n07tjmoo,1,41.7,23.6,2023-01-07T15:03:51.376Z,2023-01-08T05:21:01Z,3968274761,233,24,3968274381,285,,3968274379,56,Back,3969823821,178,,,,,,,,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544781,6,5,1,0,50,muo4d1nfi1vgyvz5n07tjmoo,0,49.6,-2,2023-01-07T15:03:53.093Z,2023-01-08T05:21:07Z,3968274527,347,,3968275377,233,25,3968274525,56,Back,,,,,,,,,,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544921,25,5,1,0,50,1hcbcuu846pa3iw6qskiws1cu,1,50.4,102,2023-01-07T15:03:53.093Z,2023-01-08T05:21:07Z,3968275251,56,Left,3968275323,233,6,3968275253,347,,,,,,,,,,,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545105,26,1,1,1,3,1hcbcuu846pa3iw6qskiws1cu,0,48,100,2023-01-07T15:04:05.802Z,2023-01-08T05:21:15Z,3968276221,213,6.1,3968276211,56,Left,3968276223,1,,3968276219,212,22.4,3968276207,107,,3968276217,141,95.3,3968276215,140,68.9,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545133,7,1,1,1,4,muo4d1nfi1vgyvz5n07tjmoo,1,33.2,7.3,2023-01-07T15:04:07.233Z,2023-01-08T06:55:10Z,3968276337,141,3.2,3968276335,140,38.4,3969880387,388,,3969052039,3,,3968276341,213,5.8,3968276339,212,6.1,3968276333,56,Back,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545145,8,49,1,1,5,muo4d1nfi1vgyvz5n07tjmoo,1,38.4,3.2,2023-01-07T15:04:07.794Z,2023-01-08T05:21:29Z,,,,,,,,,,,,,,,,,,,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545209,9,1,1,1,6,muo4d1nfi1vgyvz5n07tjmoo,0,38.4,3.2,2023-01-07T15:04:08.694Z,2023-01-08T05:21:33Z,3968276751,157,,3968276761,213,0.1,3968276759,212,33.6,3968276753,56,Right,3968276763,1,,3968276757,141,6.5,3968276755,140,70.3,3969824275,178,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545219,27,44,1,1,8,1hcbcuu846pa3iw6qskiws1cu,1,36.3,93.6,2023-01-07T15:04:10.822Z,2023-01-08T06:12:06Z,3968276801,56,Back,3968276803,285,,3968276889,233,10,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545225,10,44,1,1,8,muo4d1nfi1vgyvz5n07tjmoo,0,63.7,6.4,2023-01-07T15:04:10.823Z,2023-01-08T05:21:36Z,3968276821,56,Right,3968276965,233,27,3968276823,286,,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545249,28,1,1,1,8,1hcbcuu846pa3iw6qskiws1cu,1,42.9,93.6,2023-01-07T15:04:10.965Z,2023-01-08T06:12:06Z,3969824361,388,,3968276945,140,46.7,3968276951,213,5.3,3968276947,141,85.1,3968276943,56,Back,3968276949,212,7.0,3968276941,3,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545255,29,49,1,1,10,1hcbcuu846pa3iw6qskiws1cu,1,46.7,85.1,2023-01-07T15:04:13.251Z,2023-01-08T05:21:55Z,,,,,,,,,,,,,,,,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545355,30,1,1,1,10,1hcbcuu846pa3iw6qskiws1cu,1,46.7,85.1,2023-01-07T15:04:13.262Z,2023-01-08T05:22:00Z,3968277531,213,4.1,3968277523,56,Back,3969824753,178,,3968277529,212,21.7,3968277527,141,58.4,3968277525,140,35.4,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545427,31,1,1,1,14,1hcbcuu846pa3iw6qskiws1cu,1,35.6,37.7,2023-01-07T15:04:17.159Z,2023-01-08T05:22:04Z,3968277907,213,5.1,3968277905,212,21.8,3968277899,56,Back,3968277901,140,43.0,3969824873,178,,3968277903,141,7.7,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545621,32,1,1,1,18,1hcbcuu846pa3iw6qskiws1cu,1,43.3,7.7,2023-01-07T15:04:21.212Z,2023-01-08T05:22:06Z,3969824963,178,,3968278959,212,55.6,3968278961,213,0.1,3968278951,155,,3968278963,1,,3968278953,56,Right,3968278955,140,95.8,3968278957,141,17.9,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545743,33,1,1,1,29,1hcbcuu846pa3iw6qskiws1cu,1,75.6,11.9,2023-01-07T15:04:32.350Z,2023-01-08T05:22:10Z,3968279619,212,19.4,3968279621,213,2.2,3968279613,56,Center,3968279615,140,64.7,3968279617,141,34.9,3969825039,178,,,,,,,,4ixfdbtira0k9hyhaj4fov651,J. Ginnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545785,34,1,1,1,33,1hcbcuu846pa3iw6qskiws1cu,1,62.3,33.9,2023-01-07T15:04:36.146Z,2023-01-08T05:22:13Z,3968279845,141,48.5,3968279847,212,17.7,3969825109,178,,3968279843,140,48.4,3968279849,213,2.5,3968279841,56,Back,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545815,35,1,1,1,36,1hcbcuu846pa3iw6qskiws1cu,1,48.4,48.7,2023-01-07T15:04:38.651Z,2023-01-08T05:22:16Z,3968280017,140,55.8,3969825183,178,,3968280015,56,Center,3968280021,212,8.7,3968280023,213,5.8,3968280019,141,43.0,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545849,36,1,1,1,37,1hcbcuu846pa3iw6qskiws1cu,1,55.8,43,2023-01-07T15:04:39.642Z,2023-01-08T05:22:19Z,3968280219,212,12.6,3968280213,56,Back,3969825249,178,,3968280221,213,2.9,3968280217,141,47.6,3968280215,140,44.2,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545931,37,1,1,1,39,1hcbcuu846pa3iw6qskiws1cu,1,42,36,2023-01-07T15:04:41.919Z,2023-01-08T05:22:22Z,3968280671,212,20.3,3968280669,141,12.6,3968280673,213,5.4,3969825289,178,,3968280665,56,Right,3968280667,140,54.0,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546029,38,1,1,1,42,1hcbcuu846pa3iw6qskiws1cu,1,58.9,9.5,2023-01-07T15:04:45.028Z,2023-01-08T05:22:26Z,3968281155,212,6.6,3968281149,56,Right,3968281157,213,5.8,3969825327,178,,3968281151,140,64.4,3968281153,141,4.7,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546067,39,1,1,1,47,1hcbcuu846pa3iw6qskiws1cu,1,57.9,18.9,2023-01-07T15:04:50.172Z,2023-01-08T05:22:29Z,3968281333,141,34.9,3969825363,178,,3968281329,56,Center,3968281331,140,51.6,3968281337,213,2.1,3968281335,212,12.7,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546107,40,1,1,1,50,1hcbcuu846pa3iw6qskiws1cu,1,43.3,32.1,2023-01-07T15:04:52.862Z,2023-01-08T05:22:32Z,3968281543,212,12.1,3968281539,140,33.8,3968281541,141,42.2,3969825415,178,,3968281537,56,Back,3968281545,213,2.5,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546155,41,1,1,1,52,1hcbcuu846pa3iw6qskiws1cu,1,33.3,43.4,2023-01-07T15:04:54.548Z,2023-01-08T05:22:35Z,3968281771,140,35.4,3969825463,178,,3968281769,56,Back,3968281773,141,72.0,3968281775,212,19.6,3968281777,213,1.5,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546359,42,1,1,1,54,1hcbcuu846pa3iw6qskiws1cu,1,39.7,77.3,2023-01-07T15:04:56.901Z,2023-01-08T05:22:38Z,3968282889,141,97.8,3969825509,178,,3968282893,213,0.7,3968282887,140,56.0,3968282891,212,22.1,3968282885,56,Left,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546363,43,50,1,2,1,1hcbcuu846pa3iw6qskiws1cu,1,71,94,2023-01-07T15:05:04.212Z,2023-01-08T05:22:53Z,3968282897,56,Left,3968282899,286,,3968283017,233,11,,,,,,,,,,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546347,11,7,1,2,2,muo4d1nfi1vgyvz5n07tjmoo,1,29,6,2023-01-07T15:05:04.734Z,2023-01-08T05:22:58Z,3969058463,384,,3969825845,178,,3968282817,56,Back,3968283013,233,43,3968282819,285,,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
