id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2501351419,7,5,1,0,8,87coxipr6ls77tnlba3eselx0,1,69.3,-1.6,2023-01-28T15:01:21.929Z,2023-01-29T04:46:29Z,3998758325,56,Right,3998758365,233,4,3998758327,347,,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351447,8,1,1,0,18,87coxipr6ls77tnlba3eselx0,1,69.9,0,2023-01-28T15:01:32.703Z,2023-01-29T04:46:33Z,3998758469,213,1.4,3998758467,212,9.9,3998758459,107,,3998758463,140,71.1,3998758461,56,Right,3998758465,141,12.8,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351481,9,1,1,0,20,87coxipr6ls77tnlba3eselx0,1,70.5,8.3,2023-01-28T15:01:34.714Z,2023-01-29T04:46:42Z,3998758629,56,Right,3998758643,213,5.7,4001316709,178,,3998758631,140,75.2,3998758641,212,5.9,3998758635,141,3.5,,,,,,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351641,10,1,1,0,21,87coxipr6ls77tnlba3eselx0,1,75.3,3.5,2023-01-28T15:01:35.306Z,2023-01-29T04:46:51Z,3998759259,141,13.8,3998759267,213,2.5,3998759257,140,65.4,4001316909,178,,3998759265,212,12.5,3998759255,56,Right,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351719,11,1,1,0,25,87coxipr6ls77tnlba3eselx0,1,66.7,10.1,2023-01-28T15:01:39.678Z,2023-01-29T04:46:56Z,3998759601,56,Center,4001317015,178,,3998759605,141,29.2,3998759609,213,2.4,3998759607,212,19.0,3998759603,140,53.5,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351763,12,1,1,0,29,87coxipr6ls77tnlba3eselx0,0,53.2,31.3,2023-01-28T15:01:42.966Z,2023-01-29T04:47:01Z,3998759775,56,Left,4001317113,178,,3998759785,1,,3998759781,212,39.1,3998759777,140,66.3,3998759783,213,1.2,3998759779,141,85.1,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351795,5,49,1,0,30,enzoyc121va61wtmjf4cm7p3d,1,34.5,11.3,2023-01-28T15:01:44.517Z,2023-01-29T04:47:09Z,,,,,,,,,,,,,,,,,,,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351933,6,61,1,0,35,enzoyc121va61wtmjf4cm7p3d,0,46,9.2,2023-01-28T15:01:49.279Z,2023-01-29T04:47:45Z,4001317783,178,,3998760481,56,Back,,,,,,,,,,,,,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501890723,917,67,1,0,35,87coxipr6ls77tnlba3eselx0,1,52.4,87.4,2023-01-28T15:01:49.308Z,2023-01-29T11:15:25Z,4001611869,233,1136,,,,,,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501890719,1136,67,1,0,35,enzoyc121va61wtmjf4cm7p3d,0,47.6,12.6,2023-01-28T15:01:49.309Z,2023-01-29T10:51:37Z,4001611873,233,917,,,,,,,,,,,,,,,,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351951,13,1,1,0,35,87coxipr6ls77tnlba3eselx0,0,52.8,84.7,2023-01-28T15:01:49.311Z,2023-01-29T11:15:26Z,3998760569,56,Left,4000853051,212,13.0,4000853047,140,65.1,4000853049,141,87.2,4001318579,178,,4000853053,213,0.1,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352001,7,1,1,0,36,enzoyc121va61wtmjf4cm7p3d,1,30.3,9.1,2023-01-28T15:01:50.661Z,2023-01-29T04:47:55Z,3998760777,141,7.9,3998760773,56,Back,3998760779,212,10.0,3998760781,213,6.2,4001318671,178,,3998760775,140,39.8,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352013,8,1,1,0,37,enzoyc121va61wtmjf4cm7p3d,0,39.8,7.9,2023-01-28T15:01:51.808Z,2023-01-29T04:48:01Z,3998760837,140,40.0,3998760843,213,1.5,3998760839,141,14.3,4001318805,178,,3998760841,212,4.4,3998760835,56,Back,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351997,14,8,1,0,38,87coxipr6ls77tnlba3eselx0,1,53.3,92.3,2023-01-28T15:01:52.514Z,2023-01-29T04:48:06Z,4000853319,383,,4001318991,178,,3998760757,56,Left,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352051,15,49,1,0,38,87coxipr6ls77tnlba3eselx0,1,56.7,94.7,2023-01-28T15:01:52.851Z,2023-01-29T04:48:11Z,,,,,,,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352125,16,1,1,0,40,87coxipr6ls77tnlba3eselx0,0,57.5,95.7,2023-01-28T15:01:54.686Z,2023-01-29T04:48:23Z,3998761375,140,77.9,3998761381,213,0.2,4001319279,178,,3998761379,212,21.8,3998761373,56,Left,3998761377,141,100.0,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352683,9,5,1,0,42,enzoyc121va61wtmjf4cm7p3d,1,24.4,-1.9,2023-01-28T15:01:56.074Z,2023-01-29T04:48:26Z,3998764131,347,,3998764129,56,Back,3998764159,233,17,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352129,17,5,1,0,42,87coxipr6ls77tnlba3eselx0,0,75.6,101.9,2023-01-28T15:01:56.074Z,2023-01-29T04:48:27Z,3998761403,347,,3998761401,56,Left,3998764203,233,9,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352731,10,1,1,1,2,enzoyc121va61wtmjf4cm7p3d,0,30.5,0,2023-01-28T15:02:16.842Z,2023-01-29T04:48:31Z,3998764465,213,0.3,3998764455,107,,3998764461,141,8.6,3998764467,1,,3998764459,140,55.1,3998764463,212,26.7,3998764457,56,Right,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352787,18,1,1,1,4,87coxipr6ls77tnlba3eselx0,1,39.6,95.7,2023-01-28T15:02:18.445Z,2023-01-29T04:48:34Z,4001319435,388,,3998764731,213,5.5,3998764721,140,43.2,3998764719,56,Back,3998764717,3,,3998764723,141,89.7,3998764727,212,5.6,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352847,19,1,1,1,6,87coxipr6ls77tnlba3eselx0,1,43.2,89.7,2023-01-28T15:02:20.492Z,2023-01-29T04:48:38Z,3998765037,56,Back,3998765043,212,4.4,3998765039,140,44.4,3998765045,213,1.3,3998765035,3,,4001319545,388,,3998765041,141,95.9,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352855,20,49,1,1,8,87coxipr6ls77tnlba3eselx0,1,44,96,2023-01-28T15:02:22.031Z,2023-01-29T04:48:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352929,21,1,1,1,8,87coxipr6ls77tnlba3eselx0,0,43.6,95.7,2023-01-28T15:02:22.109Z,2023-01-29T04:48:52Z,3998765437,1,,3998765433,212,44.2,3998765429,140,85.4,3998765427,56,Left,3998765435,213,6.2,3998765425,155,,4001319887,178,,3998765431,141,88.3,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353039,11,1,1,1,11,enzoyc121va61wtmjf4cm7p3d,1,16.8,13.8,2023-01-28T15:02:25.165Z,2023-01-29T04:49:04Z,3998765921,157,,3998765931,213,5.8,3998765925,140,30.8,4001320113,178,,3998765927,141,3.8,3998765923,56,Back,3998765933,1,,3998765929,212,16.2,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353047,12,44,1,1,15,enzoyc121va61wtmjf4cm7p3d,1,29.8,4.4,2023-01-28T15:02:29.015Z,2023-01-29T09:05:43Z,3998765977,285,,3998765999,233,22,3998765975,56,Back,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353045,22,44,1,1,15,87coxipr6ls77tnlba3eselx0,0,70.2,95.6,2023-01-28T15:02:29.016Z,2023-01-29T04:49:08Z,3998765957,56,Left,3998766041,233,12,3998765959,286,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353213,13,1,1,1,15,enzoyc121va61wtmjf4cm7p3d,1,30.8,3.8,2023-01-28T15:02:29.031Z,2023-01-29T09:05:43Z,3998766857,56,Right,3998766853,3,,3998766859,140,57.9,3998766863,212,28.6,3998766861,141,7.9,4001320311,388,,3998766855,168,,3998766865,213,0.1,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353219,14,4,1,1,19,enzoyc121va61wtmjf4cm7p3d,1,57.6,7.5,2023-01-28T15:02:33.077Z,2023-01-29T04:49:19Z,3998766901,286,,3998767261,233,23,3998766895,295,,3998766899,152,,3998766897,56,Right,3998766893,13,,,,,,,,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353265,23,4,1,1,19,87coxipr6ls77tnlba3eselx0,0,42.4,92.5,2023-01-28T15:02:33.078Z,2023-01-29T04:49:18Z,3998767159,295,,3998767163,152,,3998767157,13,,3998767349,233,14,3998767161,56,Back,4001320441,178,,3998767165,285,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354313,15,1,1,1,49,enzoyc121va61wtmjf4cm7p3d,0,48.4,8.9,2023-01-28T15:03:03.191Z,2023-01-29T04:49:22Z,3998771963,141,64.3,3998771953,5,,4001320569,178,,3998771967,213,0.7,3998771959,56,Center,3998771957,152,,3998771969,1,,3998771965,212,58.9,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,3998771955,155,3998771961,140,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354349,24,12,1,1,52,87coxipr6ls77tnlba3eselx0,1,6,35.4,2023-01-28T15:03:06.352Z,2023-01-29T04:49:27Z,3998772185,140,6.9,3998772191,213,4.8,4001320697,388,,3998772223,15,,3998772189,212,8.9,3998772183,56,Back,3998772187,141,22.4,,,,cgonvdrm0gwjzrsz5fho4cwr9,K. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354399,16,1,1,1,54,enzoyc121va61wtmjf4cm7p3d,0,93.9,76.5,2023-01-28T15:03:08.219Z,2023-01-29T04:49:35Z,3998772433,212,6.1,3998772429,141,67.6,4001320859,178,,3998772427,140,93.9,3998772441,213,4.7,3998772425,56,Center,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354815,25,12,1,1,55,87coxipr6ls77tnlba3eselx0,1,7.4,31.2,2023-01-28T15:03:09.170Z,2023-01-29T04:49:40Z,3998774379,213,6.2,3998774373,140,43.7,3998774377,212,38.3,4001320963,178,,3998774371,56,Back,3998774375,141,25.2,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354709,17,4,1,2,0,enzoyc121va61wtmjf4cm7p3d,1,59.4,74.6,2023-01-28T15:03:14.331Z,2023-01-29T04:49:48Z,3998774487,233,26,3998773957,294,,3998773963,286,,3998773959,56,Center,3998773955,13,,3998773961,152,,,,,,,,2kxzjuns50x1fb85ndoad0set,C. Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354829,26,4,1,2,0,87coxipr6ls77tnlba3eselx0,0,40.6,25.4,2023-01-28T15:03:14.332Z,2023-01-29T04:49:48Z,3998774511,233,17,3998774441,56,Back,3998774445,285,,3998774439,294,,3998774443,152,,4001321143,178,,3998774437,13,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355483,18,1,1,2,25,enzoyc121va61wtmjf4cm7p3d,0,57.5,76.7,2023-01-28T15:03:39.429Z,2023-01-29T04:49:53Z,3998777731,56,Center,3998777725,5,,3998777735,141,46.1,3998777727,155,,3998777739,213,5.7,4001321231,178,,3998777729,152,,3998777737,212,38.2,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,3998777741,1,3998777733,140,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355491,27,52,1,2,27,87coxipr6ls77tnlba3eselx0,1,8.5,56.1,2023-01-28T15:03:41.816Z,2023-01-29T04:49:58Z,4001321345,178,,4000858985,377,,,,,,,,,,,,,,,,,,,,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356019,29,4,1,2,28,87coxipr6ls77tnlba3eselx0,1,15.3,54.1,2023-01-28T15:03:42.633Z,2023-01-29T04:53:20Z,3998780683,233,19,3998780609,56,Back,3998780607,398,,3998780615,285,,3998780611,152,,,,,,,,,,,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355969,19,4,1,2,28,enzoyc121va61wtmjf4cm7p3d,0,84.7,45.9,2023-01-28T15:03:42.634Z,2023-01-29T04:53:19Z,3998780353,398,,3998780357,152,,3998780359,286,,3998780355,56,Center,4001324603,178,,3998780747,233,29,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355835,28,43,1,2,31,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-28T15:03:44.958Z,2023-01-28T15:04:03Z,3998779561,199,0,3998779571,141,53.9,3998779565,56,Center,3998779575,212,54.4,3998779579,1,0,3998779567,140,67.6,3998781399,144,1,3998779577,213,6.2,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357219,30,1,1,3,13,87coxipr6ls77tnlba3eselx0,1,15.7,48.8,2023-01-28T15:04:27.676Z,2023-01-29T04:53:23Z,3998786631,155,,4001324681,178,,3998786635,56,Center,3998786637,140,63.4,3998786629,5,,3998786639,141,32.7,3998786641,212,51.3,3998786645,213,6.1,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,3998786633,152,3998786649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357243,31,44,1,3,16,87coxipr6ls77tnlba3eselx0,1,66.9,30.6,2023-01-28T15:04:30.853Z,2023-01-29T09:05:44Z,3998786855,233,20,3998786771,286,,3998786767,56,Center,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357201,20,44,1,3,16,enzoyc121va61wtmjf4cm7p3d,0,33.1,69.4,2023-01-28T15:04:30.854Z,2023-01-29T04:53:27Z,3998786895,233,31,3998786569,285,,3998786567,56,Back,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357273,32,1,1,3,16,87coxipr6ls77tnlba3eselx0,0,63.6,32.2,2023-01-28T15:04:30.872Z,2023-01-29T09:05:44Z,3998786945,140,78.9,3998786951,213,0.2,3998786941,3,,3998786947,141,37.0,3998786943,56,Center,4001324783,388,,3998786949,212,16.4,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357343,21,1,1,3,19,enzoyc121va61wtmjf4cm7p3d,1,19.9,66.4,2023-01-28T15:04:32.968Z,2023-01-29T04:53:35Z,3998787271,213,4.8,3998787261,3,,4001324927,178,,3998787265,140,21.1,3998787269,212,14.5,3998787267,141,45.2,3998787263,56,Back,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501745677,738,49,1,3,20,enzoyc121va61wtmjf4cm7p3d,1,17.7,49.3,2023-01-28T15:04:34.889Z,2023-01-29T04:57:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
