id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/value,assist
2530242247,5,56,1,0,14,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-08T14:02:42.876Z,2023-04-08T14:02:43Z,4172264681,56,Back,,,,,,,,,,,,,,,,,,,,,,5d5ed49lj51ognhobfni5ngx6,T. Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242431,6,5,1,0,15,muo4d1nfi1vgyvz5n07tjmoo,1,2,101.2,2023-04-08T14:02:43.824Z,2023-04-08T14:02:52Z,4172265693,56,Back,4172265731,233,7,4172265695,347,,,,,,,,,,,,,,,,,5d5ed49lj51ognhobfni5ngx6,T. Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242241,7,5,1,0,15,1hcbcuu846pa3iw6qskiws1cu,0,98,-1.2,2023-04-08T14:02:43.824Z,2023-04-08T14:09:58Z,4172265815,233,6,4172264669,347,,4172264667,56,Right,,,,,,,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242795,7,1,1,0,37,muo4d1nfi1vgyvz5n07tjmoo,0,8.4,100,2023-04-08T14:03:05.900Z,2023-04-08T14:03:08Z,4172267523,141,90.9,4172267529,1,,4172267521,140,32.1,4172267517,107,,4172267527,213,6.0,4172267519,56,Back,4172267525,212,25.9,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242819,8,1,1,0,40,1hcbcuu846pa3iw6qskiws1cu,0,66.3,5.3,2023-04-08T14:03:08.871Z,2023-04-08T14:03:09Z,4172267615,140,73.9,4172267623,212,9.6,4172267627,213,0.6,4172267611,56,Right,4172267619,141,13.2,4172267607,3,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242857,8,1,1,0,42,muo4d1nfi1vgyvz5n07tjmoo,0,26.5,86.6,2023-04-08T14:03:10.628Z,2023-04-08T14:03:11Z,4172267789,140,25.1,4172267795,213,1.7,4172267791,141,100.0,4172267787,56,Back,4172267793,212,9.8,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243013,9,5,1,0,42,1hcbcuu846pa3iw6qskiws1cu,1,75.2,-0.8,2023-04-08T14:03:10.808Z,2023-04-08T14:03:19Z,4172268597,56,Right,4172268633,233,9,4172268599,347,,,,,,,,,,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242861,9,5,1,0,42,muo4d1nfi1vgyvz5n07tjmoo,0,24.8,100.8,2023-04-08T14:03:10.808Z,2023-04-08T14:09:58Z,4172268665,233,9,4172267813,56,Back,4172267819,347,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243035,10,1,1,0,50,1hcbcuu846pa3iw6qskiws1cu,1,85.2,0,2023-04-08T14:03:18.695Z,2023-04-08T14:03:20Z,4172268699,140,89.1,4172268701,141,10.6,4172268703,212,9.5,4172268705,213,1.1,4172268697,56,Right,4172268695,107,,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243075,11,1,1,0,51,1hcbcuu846pa3iw6qskiws1cu,1,89.1,10.6,2023-04-08T14:03:19.895Z,2023-04-08T14:03:22Z,4172268919,140,87.8,4172268925,213,4.4,4172268921,141,3.5,4172268917,56,Right,4172268923,212,5.0,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243129,12,1,1,0,53,1hcbcuu846pa3iw6qskiws1cu,0,87.8,3.1,2023-04-08T14:03:21.991Z,2023-04-08T17:10:58Z,4172269159,56,Center,4172269165,141,47.3,4172269147,2,,4173193935,20,,4172269153,155,,4173193931,224,,4172269169,212,31.2,4172269171,213,1.3,ey5m0gz111sobrykgcrpt45at,M. Smith,4172269161,140,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243145,10,52,1,0,55,muo4d1nfi1vgyvz5n07tjmoo,1,3.2,52.1,2023-04-08T14:03:23.915Z,2023-04-08T17:11:04Z,4173194511,376,,,,,,,,,,,,,,,,,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243383,11,80,1,1,6,muo4d1nfi1vgyvz5n07tjmoo,0,15.3,53.7,2023-04-08T14:03:34.796Z,2023-04-08T14:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243487,12,1,1,1,8,muo4d1nfi1vgyvz5n07tjmoo,0,16.4,51.3,2023-04-08T14:03:36.931Z,2023-04-08T14:03:40Z,4172270899,212,54.3,4172270891,155,,4172270901,213,5.9,4172270897,141,22.8,4172270895,140,64.7,4172270903,1,,4172270893,56,Center,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243543,13,1,1,1,13,1hcbcuu846pa3iw6qskiws1cu,1,30.3,75.4,2023-04-08T14:03:41.655Z,2023-04-08T14:03:43Z,4172271213,213,6.1,4172271209,141,72.1,4172271205,56,Back,4172271211,212,13.3,4172271207,140,42.8,4172271203,3,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243553,14,43,1,1,14,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-04-08T14:03:42.563Z,2023-04-08T14:03:59Z,4172271235,56,Back,4172271237,285,0,4172271261,233,13,4172272475,144,44,,,,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243535,13,4,1,1,14,muo4d1nfi1vgyvz5n07tjmoo,1,56.4,27.8,2023-04-08T14:03:42.564Z,2023-04-08T14:09:56Z,4172271841,152,,4172271837,13,,4172271141,56,Center,4172271839,294,,4172271145,286,,4172310785,233,16,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243675,16,4,1,1,14,1hcbcuu846pa3iw6qskiws1cu,0,43.6,72.2,2023-04-08T14:03:42.565Z,2023-04-08T14:09:56Z,4172271877,13,,4172271881,56,Back,4172271885,285,,4172310861,233,13,4172271879,294,,4172271883,152,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243671,15,43,1,1,16,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-04-08T14:03:44.647Z,2023-04-08T14:04:01Z,4172271851,3,0,4172271859,212,5.3,4172271853,56,Back,4172272767,144,1,4172271855,140,40.6,4172271861,213,4.3,4172271857,141,65.1,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244221,14,1,1,1,54,muo4d1nfi1vgyvz5n07tjmoo,0,58.7,13.1,2023-04-08T14:04:22.475Z,2023-04-08T21:26:04Z,4172274671,2,,4172274683,141,57.0,4172274679,56,Center,4172274675,155,,4172274677,152,,4172274693,1,,4174175739,20,,4172274685,212,43.8,3jyid2g273zr668fxeeplegnp,R. Strain,4172274689,213,0.8,4174175735,224,4172274673,5,4172274681,140,89.2,,,,,,,,,,,,,,,,,,,,,
2530244299,18,44,1,1,55,1hcbcuu846pa3iw6qskiws1cu,1,12.6,46,2023-04-08T14:04:23.923Z,2023-04-08T17:16:52Z,4172275107,56,Back,4172275109,285,,4172276409,233,15,,,,,,,,,,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244237,15,44,1,1,55,muo4d1nfi1vgyvz5n07tjmoo,0,87.4,54,2023-04-08T14:04:23.924Z,2023-04-08T17:16:53Z,4172274767,56,Center,4172276299,233,18,4172274769,286,,,,,,,,,,,,,,,,,dgrjf6wf81uuk32qxqunfoded,J. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530305171,472,61,1,1,56,1hcbcuu846pa3iw6qskiws1cu,1,13.4,44.2,2023-04-08T14:04:24.056Z,2023-04-08T17:16:54Z,4172587453,56,Back,,,,,,,,,,,,,,,,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530247365,44,61,1,1,57,1hcbcuu846pa3iw6qskiws1cu,1,13.2,40,2023-04-08T14:04:25.587Z,2023-04-08T17:16:55Z,4172290289,56,Back,,,,,,,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530305267,473,49,1,1,58,1hcbcuu846pa3iw6qskiws1cu,1,3.7,37.3,2023-04-08T14:04:26.656Z,2023-04-08T17:17:00Z,,,,,,,,,,,,,,,,,,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244239,16,43,1,1,59,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-08T14:04:27.355Z,2023-04-08T14:04:46Z,4172274787,253,0,4172274779,17,0,4172274777,22,0,4172276091,144,39,4172274781,56,Center,,,,,,,,,,dgrjf6wf81uuk32qxqunfoded,J. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530429155,943,3,1,1,59,1hcbcuu846pa3iw6qskiws1cu,0,4.6,39.2,2023-04-08T14:04:27.554Z,2023-04-08T17:16:59Z,4173225877,56,Back,4173225887,467,9d2p89e7bftxqhk80hy9ldeqd,4173225881,464,,4173225879,285,,,,,,,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244243,17,4,1,2,0,1hcbcuu846pa3iw6qskiws1cu,1,3.2,41.2,2023-04-08T14:04:28.183Z,2023-04-08T14:04:31Z,4172274807,13,,4172274827,152,,4172275067,233,17,4172274809,56,Back,4172274831,285,,4172274829,265,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244277,17,4,1,2,0,muo4d1nfi1vgyvz5n07tjmoo,0,96.8,58.8,2023-04-08T14:04:28.184Z,2023-04-08T14:04:31Z,4172275083,233,17,4172275021,56,Center,4172275027,286,,4172275025,265,,4172275019,13,,4172275023,152,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244309,19,43,1,2,3,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-04-08T14:04:32.055Z,2023-04-08T14:04:35Z,4172275199,211,0,4172275305,144,3,4172275161,56,Back,4172275163,285,0,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244721,20,1,1,2,24,1hcbcuu846pa3iw6qskiws1cu,0,16.6,45.4,2023-04-08T14:04:52.206Z,2023-04-08T17:17:24Z,4172277173,140,33.6,4172277175,141,11.1,4172277167,155,,4172277177,212,29.4,4172277165,5,,4172277169,152,,4172277171,56,Back,4172278437,189,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,4172277179,213,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244823,18,61,1,2,26,muo4d1nfi1vgyvz5n07tjmoo,1,55.8,89.9,2023-04-08T14:04:54.678Z,2023-04-08T17:17:22Z,4172277649,56,Left,4172278313,189,,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244847,19,5,1,2,31,muo4d1nfi1vgyvz5n07tjmoo,0,60.5,101.2,2023-04-08T14:05:00.035Z,2023-04-08T14:05:06Z,4172277777,56,Left,4172277779,347,,4172277829,233,21,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244815,21,5,1,2,31,1hcbcuu846pa3iw6qskiws1cu,1,39.5,-1.2,2023-04-08T14:05:00.035Z,2023-04-08T14:09:59Z,4172277621,56,Back,4172277623,347,,4172277801,233,19,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244867,22,1,1,2,33,1hcbcuu846pa3iw6qskiws1cu,1,37.2,0,2023-04-08T14:05:01.351Z,2023-04-08T14:05:04Z,4172277861,56,Back,4172277869,213,2.7,4172277863,140,20.3,4172277865,141,9.2,4172277859,107,,4172277867,212,19.2,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244957,23,1,1,2,36,1hcbcuu846pa3iw6qskiws1cu,1,20.9,9.2,2023-04-08T14:05:04.423Z,2023-04-08T14:05:09Z,4172278403,1,,4172278389,155,,4172278399,212,57.3,4172278391,196,,4172278397,141,90.8,4172278395,140,34.4,4172278401,213,1.3,4172278393,56,Back,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245021,24,1,1,2,43,1hcbcuu846pa3iw6qskiws1cu,1,44.8,92,2023-04-08T14:05:11.302Z,2023-04-08T14:05:12Z,4172278745,213,5.1,4172278739,140,49.6,4172278743,212,12.2,4172278737,56,Back,4172278741,141,75.7,,,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245053,25,1,1,2,44,1hcbcuu846pa3iw6qskiws1cu,1,49.6,75.7,2023-04-08T14:05:12.407Z,2023-04-08T14:05:13Z,4172278867,140,46.2,4172278865,56,Back,4172278869,141,94.2,4172278871,212,13.1,4172278873,213,1.8,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245087,26,1,1,2,45,1hcbcuu846pa3iw6qskiws1cu,1,46.2,94.4,2023-04-08T14:05:13.623Z,2023-04-08T14:05:14Z,4172279033,56,Left,4172279037,141,83.5,4172279035,140,63.5,4172279039,212,19.6,4172279041,213,5.9,,,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245131,27,1,1,2,45,1hcbcuu846pa3iw6qskiws1cu,1,63.5,83.5,2023-04-08T14:05:13.775Z,2023-04-08T17:18:57Z,4172279297,212,6.6,4172279295,141,77.5,4172279293,140,58.6,4172279319,156,,4172279299,213,3.8,4172279291,56,Center,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245137,28,1,1,2,46,1hcbcuu846pa3iw6qskiws1cu,0,58,84.3,2023-04-08T14:05:14.142Z,2023-04-08T17:18:58Z,4172279327,140,59.5,4172279325,56,Left,4172279329,141,84.3,4172279331,212,1.6,4172279333,213,0,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530430289,684,61,1,2,47,muo4d1nfi1vgyvz5n07tjmoo,1,41.8,17,2023-04-08T14:05:15.056Z,2023-04-08T17:18:59Z,4173231755,56,Back,,,,,,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245153,20,49,1,2,48,muo4d1nfi1vgyvz5n07tjmoo,1,37.5,16.5,2023-04-08T14:05:16.371Z,2023-04-08T17:19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245177,21,1,1,2,49,muo4d1nfi1vgyvz5n07tjmoo,1,37.5,16.5,2023-04-08T14:05:17.693Z,2023-04-08T17:19:01Z,4172279511,212,8.3,4172279505,56,Back,4172279507,140,41.4,4172279513,213,5.2,4172279509,141,5.8,,,,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245189,22,1,1,2,50,muo4d1nfi1vgyvz5n07tjmoo,1,41.4,5.8,2023-04-08T14:05:18.475Z,2023-04-08T17:19:01Z,4172279583,141,7.7,4172279581,140,32.9,4172279579,56,Back,4172279587,213,3.0,4172279585,212,9.0,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245195,23,1,1,2,51,muo4d1nfi1vgyvz5n07tjmoo,0,32.7,7.7,2023-04-08T14:05:19.467Z,2023-04-08T17:19:03Z,4172279633,213,0.2,4172279629,141,15.6,4172279631,212,28.2,4172279623,155,,4172279625,56,Right,4172279627,140,59.1,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530431811,944,49,1,2,52,1hcbcuu846pa3iw6qskiws1cu,1,40,88.2,2023-04-08T14:05:20.908Z,2023-04-08T17:19:48Z,,,,,,,,,,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245219,29,1,1,2,53,1hcbcuu846pa3iw6qskiws1cu,0,38.4,85.3,2023-04-08T14:05:21.182Z,2023-04-08T17:19:50Z,4172279773,212,12.9,4172279769,140,50.7,4172279771,141,84.7,4172279775,213,6.3,4172279767,56,Left,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530432039,685,49,1,2,54,muo4d1nfi1vgyvz5n07tjmoo,1,46,18.5,2023-04-08T14:05:22.908Z,2023-04-08T17:20:13Z,,,,,,,,,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
