id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2509781891,6,1,1,0,23,1hcbcuu846pa3iw6qskiws1cu,0,45.5,81.1,2023-02-19T12:02:18.827Z,2023-02-20T05:45:58Z,4045768085,388,,4043146485,212,35.5,4043146481,140,78.8,4043146483,141,72.3,4043146479,56,Center,4043146487,213,6.1,4043146489,1,,4043146477,3,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781905,6,12,1,0,27,759fhii7hsnldanli06j5jmf6,1,21.8,32.2,2023-02-19T12:02:22.317Z,2023-02-20T05:46:03Z,4043146597,212,23.4,4043146599,213,4.9,4045768143,178,,4043146591,56,Back,4043146593,140,26.8,4043146631,167,,4043146595,141,0.0,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781913,7,5,1,0,29,759fhii7hsnldanli06j5jmf6,0,22.6,-1.5,2023-02-19T12:02:24.918Z,2023-02-20T05:46:08Z,4043146617,56,Back,4043147763,233,7,4043146619,347,,,,,,,,,,,,,,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782105,7,5,1,0,29,1hcbcuu846pa3iw6qskiws1cu,1,77.4,101.5,2023-02-19T12:02:24.918Z,2023-02-20T05:46:08Z,4043147751,347,,4043147749,56,Left,4043147759,233,7,,,,,,,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782109,8,1,1,0,54,1hcbcuu846pa3iw6qskiws1cu,1,80.1,100,2023-02-19T12:02:49.305Z,2023-02-20T05:46:10Z,4043147791,107,,4043147793,56,Left,4043147801,213,4.1,4043147797,141,89.4,4043147799,212,10.3,4043147795,140,74.1,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782119,9,1,1,0,55,1hcbcuu846pa3iw6qskiws1cu,1,74.1,89.4,2023-02-19T12:02:50.149Z,2023-02-20T05:46:14Z,4043147851,56,Left,4043147853,140,77.5,4043147857,212,6.2,4043147859,213,1.0,4043147855,141,96.8,4045768257,178,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782125,10,1,1,0,56,1hcbcuu846pa3iw6qskiws1cu,1,77.5,96.8,2023-02-19T12:02:51.900Z,2023-02-20T05:46:26Z,4043147887,141,90.9,4043147889,212,7.5,4043147891,213,3.7,4043147883,56,Left,4045768277,178,,4043147885,140,71.5,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782135,11,1,1,0,58,1hcbcuu846pa3iw6qskiws1cu,0,71.5,90.9,2023-02-19T12:02:53.111Z,2023-02-20T05:46:29Z,4043147941,56,Left,4043147943,140,81.3,4043147947,212,10.3,4043147949,213,0.1,4043147945,141,91.8,4045768399,178,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782145,8,8,1,0,58,759fhii7hsnldanli06j5jmf6,1,26.5,7.6,2023-02-19T12:02:53.815Z,2023-02-20T05:46:34Z,4045768441,178,,4043148021,56,Back,4044661291,384,,,,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782161,12,1,1,1,0,1hcbcuu846pa3iw6qskiws1cu,1,77.8,94.1,2023-02-19T12:02:55.447Z,2023-02-20T05:46:44Z,4043148109,213,6.1,4045768527,178,,4043148107,212,18.4,4043148103,140,95.0,4043148101,56,Left,4043148105,141,89.3,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782171,13,1,1,1,2,1hcbcuu846pa3iw6qskiws1cu,0,91.6,89.4,2023-02-19T12:02:57.601Z,2023-02-20T05:46:47Z,4043148149,140,94.9,4045768571,178,,4043148147,56,Center,4043148151,141,59.0,4043148143,2,,4044661891,72,,4043148153,212,21.0,4044661889,224,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,4043148155,213,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782181,9,12,1,1,3,759fhii7hsnldanli06j5jmf6,1,7.8,37.4,2023-02-19T12:02:58.836Z,2023-02-20T05:46:51Z,4043148245,56,Back,4043148295,167,,4043148249,141,34.3,4043148247,140,0.0,4045768625,178,,4043148251,212,9.6,4043148253,213,3.4,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782189,10,6,1,1,4,759fhii7hsnldanli06j5jmf6,0,5.8,38.9,2023-02-19T12:02:59.672Z,2023-02-20T05:46:55Z,4043148285,73,,4043148283,56,Back,4043148325,233,14,,,,,,,,,,,,,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782185,14,6,1,1,4,1hcbcuu846pa3iw6qskiws1cu,1,94.2,61.1,2023-02-19T12:02:59.672Z,2023-02-20T05:46:55Z,4043148309,233,10,4043148267,56,Center,4043148269,73,,,,,,,,,,,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782421,15,1,1,1,38,1hcbcuu846pa3iw6qskiws1cu,0,99.5,99.5,2023-02-19T12:03:34.004Z,2023-02-20T05:47:06Z,4043149605,2,,4043149615,140,91.0,4043149611,224,,4044665085,72,,4043149613,56,Center,4043149627,1,,4043149623,213,4.5,4045768781,178,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,4043149621,212,39.8,4043149609,155,4043149619,141,42.5,4043149607,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782429,11,44,1,1,40,759fhii7hsnldanli06j5jmf6,1,9.7,54.5,2023-02-19T12:03:35.930Z,2023-02-20T10:21:00Z,4043149655,56,Back,4043149717,233,16,4043149657,285,,,,,,,,,,,,,,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782435,16,44,1,1,40,1hcbcuu846pa3iw6qskiws1cu,0,90.3,45.5,2023-02-19T12:03:35.931Z,2023-02-20T05:47:13Z,4043149725,233,11,4043149699,286,,4043149697,56,Center,,,,,,,,,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782437,12,12,1,1,40,759fhii7hsnldanli06j5jmf6,1,10.4,51.5,2023-02-19T12:03:35.937Z,2023-02-20T10:21:00Z,4043149705,56,Back,4043149715,15,,4045768857,388,,4043149711,212,14.9,4043149713,213,0.7,4043149709,141,65.8,4043149707,140,21.2,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782457,17,13,1,1,42,1hcbcuu846pa3iw6qskiws1cu,1,83.2,35.7,2023-02-19T12:03:37.223Z,2023-02-20T05:47:32Z,4043149831,56,Center,4043156513,146,86.0,4043156501,103,27.8,4043156503,215,,4043156511,458,,4045769001,178,,4043156189,20,,4043156187,25,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,4043156515,147,32.1,4043156505,108,4043156499,102,31.8,4043156497,75,4044666877,63,4043156519,231,47.1,4043156507,328,4043156517,230,98.4,4043156193,153,4043156509,391,,,,,,,,,,,,,,
2509782483,13,12,1,1,43,759fhii7hsnldanli06j5jmf6,1,11.8,63.7,2023-02-19T12:03:38.724Z,2023-02-20T05:47:44Z,4045769105,178,,4043149993,56,Back,4043149999,212,22.9,4043149997,141,33.4,4043149995,140,21.4,4043150001,213,5.2,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782477,18,1,1,1,46,1hcbcuu846pa3iw6qskiws1cu,1,81.1,71.1,2023-02-19T12:03:41.308Z,2023-02-20T05:48:03Z,4043149971,141,83.2,4043149973,212,9.2,4045769267,178,,4043149969,140,77.2,4043149967,56,Left,4043149965,3,,4043149975,213,2.0,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782501,19,1,1,1,47,1hcbcuu846pa3iw6qskiws1cu,1,77.2,83.2,2023-02-19T12:03:42.402Z,2023-02-20T05:48:10Z,4043150095,140,86.1,4043150101,213,0.6,4043150093,56,Left,4045769319,178,,4043150099,212,11.7,4043150097,141,93.5,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782505,20,1,1,1,49,1hcbcuu846pa3iw6qskiws1cu,1,86.1,93.5,2023-02-19T12:03:44.711Z,2023-02-20T05:48:27Z,4043150115,140,76.3,4045769503,178,,4043150121,213,3.3,4043150113,56,Left,4043150117,141,90.3,4043150119,212,10.5,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782545,21,1,1,1,51,1hcbcuu846pa3iw6qskiws1cu,1,76.3,90.3,2023-02-19T12:03:46.481Z,2023-02-20T05:49:17Z,4043150375,213,6.0,4045769667,178,,4043150371,141,83.6,4043150373,212,18.2,4043150369,140,93.1,4043150367,56,Left,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510291383,697,43,1,1,56,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-19T12:03:51.392Z,2023-02-20T06:24:21Z,4045796029,399,173930,4045796129,144,83,,,,,,,,,,,,,,,,,,,a7p8w57m9ehh3wryxgd1oldzo,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510291427,698,83,1,1,56,759fhii7hsnldanli06j5jmf6,1,7.5,6.6,2023-02-19T12:03:51.392Z,2023-02-20T06:24:25Z,4045796213,399,173930,,,,,,,,,,,,,,,,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782593,22,1,1,1,59,1hcbcuu846pa3iw6qskiws1cu,1,86.7,92.4,2023-02-19T12:03:54.139Z,2023-02-20T05:49:40Z,4043150585,56,Left,4045770253,178,,4043150593,213,2.1,4043150587,140,85.3,4043150589,141,95.9,4043150591,212,2.8,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782605,23,1,1,2,4,1hcbcuu846pa3iw6qskiws1cu,1,77.1,89.4,2023-02-19T12:03:59.267Z,2023-02-20T05:49:55Z,4043150669,141,47.3,4045770449,178,,4043150667,140,70.1,4043150671,212,29.6,4043150665,56,Center,4043150673,213,4.5,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782623,24,1,1,2,6,1hcbcuu846pa3iw6qskiws1cu,1,70.1,47.3,2023-02-19T12:04:01.902Z,2023-02-20T05:50:02Z,4043150733,56,Right,4043150737,141,16.8,4043150739,212,22.1,4043150741,213,5.1,4043150735,140,77.5,4045770543,178,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782631,25,1,1,2,9,1hcbcuu846pa3iw6qskiws1cu,0,77.5,16.8,2023-02-19T12:04:04.617Z,2023-02-20T05:50:05Z,4043150787,56,Center,4043150793,212,29.4,4043150791,141,52.8,4043150789,140,93.0,4044670011,224,,4044670013,20,,4043150783,2,,4043150795,213,1.0,ey5m0gz111sobrykgcrpt45at,M. Smith,4045770575,178,,4043150785,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782641,14,61,1,2,10,759fhii7hsnldanli06j5jmf6,1,7.4,50.9,2023-02-19T12:04:05.853Z,2023-02-20T05:50:12Z,4045770635,178,,4043150841,56,Back,,,,,,,,,,,,,,,,,,,3b3odntkdxlv2x7n9le3qbxlh,J. Obika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782665,15,12,1,2,11,759fhii7hsnldanli06j5jmf6,1,12,52.1,2023-02-19T12:04:06.706Z,2023-02-20T05:50:22Z,4043150953,56,Back,4043150961,213,2.3,4043150959,212,14.9,4043150957,141,69.1,4043150955,140,3.1,4045770759,178,,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782677,16,1,1,2,14,759fhii7hsnldanli06j5jmf6,1,3.1,69.1,2023-02-19T12:04:09.404Z,2023-02-20T05:50:33Z,4043151015,141,74.5,4043151017,212,10.9,4043151009,3,,4043151019,213,0.3,4043151011,56,Back,4043151013,140,12.9,4045770925,388,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782683,17,49,1,2,15,759fhii7hsnldanli06j5jmf6,1,14.3,74.1,2023-02-19T12:04:10.315Z,2023-02-20T05:50:41Z,,,,,,,,,,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782701,18,1,1,2,15,759fhii7hsnldanli06j5jmf6,0,18.4,73.6,2023-02-19T12:04:10.924Z,2023-02-20T05:50:46Z,4043151133,212,39.6,4043151125,157,,4043151131,141,72.6,4043151137,1,,4043151135,213,6.3,4045771075,178,,4043151127,56,Center,4043151129,140,56.1,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782707,26,49,1,2,20,1hcbcuu846pa3iw6qskiws1cu,1,43.9,25.6,2023-02-19T12:04:15.068Z,2023-02-20T05:50:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782769,27,1,1,2,21,1hcbcuu846pa3iw6qskiws1cu,1,43.9,25.6,2023-02-19T12:04:16.558Z,2023-02-20T05:50:58Z,4043151487,212,34.4,4043151491,1,,4043151489,213,1.5,4045771235,178,,4043151481,56,Back,4043151483,140,45.7,4043151485,141,76.1,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782793,28,1,1,2,25,1hcbcuu846pa3iw6qskiws1cu,1,45.1,77.2,2023-02-19T12:04:20.539Z,2023-02-20T05:51:08Z,4043151601,141,37.9,4043151603,212,28.7,4043151599,140,35.2,4043151597,56,Back,4043151605,213,4.3,4045771331,178,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782821,29,1,1,2,27,1hcbcuu846pa3iw6qskiws1cu,1,35.2,37.9,2023-02-19T12:04:23.053Z,2023-02-20T05:51:12Z,4043151775,212,15.7,4045771365,178,,4043151771,140,40.7,4043151773,141,16.4,4043151769,56,Back,4043151779,213,5.1,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782841,30,1,1,2,30,1hcbcuu846pa3iw6qskiws1cu,1,40.5,15.2,2023-02-19T12:04:25.642Z,2023-02-20T05:51:16Z,4043151891,141,53.1,4043151889,140,33.6,4043151895,213,1.8,4043151887,56,Back,4043151893,212,26.8,4045771405,178,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782851,31,1,1,2,34,1hcbcuu846pa3iw6qskiws1cu,1,31.6,55.2,2023-02-19T12:04:29.621Z,2023-02-20T05:51:21Z,4043151945,140,33.3,4043151943,56,Back,4043151951,213,1.3,4045771459,178,,4043151949,212,7.6,4043151947,141,66.1,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782863,32,1,1,2,36,1hcbcuu846pa3iw6qskiws1cu,1,33.3,66.1,2023-02-19T12:04:31.119Z,2023-02-20T05:51:24Z,4043152021,213,5.2,4043152013,56,Back,4043152017,141,50.1,4043152019,212,12.1,4043152015,140,38.4,4045771495,178,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782923,33,1,1,2,37,1hcbcuu846pa3iw6qskiws1cu,1,38.4,50.1,2023-02-19T12:04:33.009Z,2023-02-20T05:51:28Z,4043152303,56,Back,4043152311,213,0.9,4043152309,212,14.9,4043152307,141,66.6,4045771529,178,,4043152305,140,47.7,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782961,34,1,1,2,43,1hcbcuu846pa3iw6qskiws1cu,1,47,55.1,2023-02-19T12:04:38.304Z,2023-02-20T05:51:38Z,4043152523,212,29.7,4043152521,141,11.9,4043152517,56,Back,4043152519,140,42.6,4043152525,213,4.6,4045771625,178,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
