id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2443350519,7,44,1,0,18,besu5lkqmra07drq1czpr0tk4,0,66.6,45,2022-08-07T14:02:17.800Z,2022-08-08T03:29:22Z,3691619443,286,,3691619441,56,Center,3691619517,233,4,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350531,5,1,1,0,18,4qdzzur2cuuridyb0jso8mksi,1,32.2,54.8,2022-08-07T14:02:17.824Z,2022-08-08T08:00:52Z,3691619495,212,17.2,3691619493,141,34.5,3691619489,56,Back,3691619497,213,5.4,3691619487,3,,3691619491,140,42.0,3693850137,178,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350553,6,1,1,0,20,4qdzzur2cuuridyb0jso8mksi,0,42,34.5,2022-08-07T14:02:19.605Z,2022-08-08T03:29:36Z,3691619549,56,Back,3693740857,178,,3691619557,213,4.6,3691619553,141,21.5,3691619551,140,40.9,3691619555,212,8.9,,,,,,,en7kanawhbmhl0736htwdnt9l,G. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350571,7,45,1,0,22,4qdzzur2cuuridyb0jso8mksi,0,34.6,12,2022-08-07T14:02:21.728Z,2022-08-08T03:29:45Z,3691619749,233,8,3691619657,285,,3691619655,56,Back,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350585,8,3,1,0,22,besu5lkqmra07drq1czpr0tk4,1,65.4,88,2022-08-07T14:02:21.728Z,2022-08-08T03:29:44Z,3691619733,56,Left,3692091401,465,,3693740937,178,,3691619745,233,7,3691619735,286,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350587,9,50,1,0,25,besu5lkqmra07drq1czpr0tk4,1,82.8,96.6,2022-08-07T14:02:24.655Z,2022-08-08T03:29:59Z,3691619743,286,,3691619807,233,8,3691619741,56,Left,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350591,8,7,1,0,27,4qdzzur2cuuridyb0jso8mksi,1,17.2,3.4,2022-08-07T14:02:26.465Z,2022-08-08T03:30:07Z,3692093503,385,,3691619761,285,,3691619759,56,Back,3693741155,389,,3691619757,167,,3691619781,233,9,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350595,9,5,1,0,27,4qdzzur2cuuridyb0jso8mksi,0,19.8,-2,2022-08-07T14:02:26.806Z,2022-08-08T03:30:13Z,3691620141,233,10,3691619779,347,,3691619777,56,Back,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350661,10,5,1,0,27,besu5lkqmra07drq1czpr0tk4,1,80.2,102,2022-08-07T14:02:26.806Z,2022-08-08T03:30:13Z,3691620123,233,9,3691620109,347,,3691620107,56,Left,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350677,11,1,1,0,39,besu5lkqmra07drq1czpr0tk4,1,84.2,100,2022-08-07T14:02:38.181Z,2022-08-08T03:30:15Z,3691620215,212,12.5,3691620211,140,73.0,3691620207,107,,3691620209,56,Left,3691620217,213,3.5,3691620213,141,95.7,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350719,12,1,1,0,41,besu5lkqmra07drq1czpr0tk4,1,73.8,95.4,2022-08-07T14:02:40.556Z,2022-08-08T03:30:17Z,3691620411,141,97.8,3691620415,213,0.2,3691620407,56,Left,3691620409,140,83.7,3691620413,212,10.5,3693741267,178,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350725,13,1,1,0,47,besu5lkqmra07drq1czpr0tk4,0,83.5,97.2,2022-08-07T14:02:46.242Z,2022-08-08T03:30:20Z,3691620489,236,,3693741289,178,,3691620431,141,96.3,3691620435,213,6.1,3691620495,286,,3691620491,233,10,3691620433,212,2.8,3691620427,56,Left,db1hineo65ck1zyg8kjtl5iad,C. Montaño,3691620429,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350731,10,74,1,0,47,4qdzzur2cuuridyb0jso8mksi,1,11.5,2.3,2022-08-07T14:02:46.432Z,2022-08-08T03:30:25Z,3691620503,233,13,3693741381,178,,3691620465,56,Back,3691620467,285,,,,,,,,,,,,,,en7kanawhbmhl0736htwdnt9l,G. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350739,11,5,1,0,47,4qdzzur2cuuridyb0jso8mksi,0,13.4,-2,2022-08-07T14:02:46.914Z,2022-08-08T03:30:30Z,3691620509,347,,3691620507,56,Back,3691620833,233,14,,,,,,,,,,,,,,,,en7kanawhbmhl0736htwdnt9l,G. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350789,14,5,1,0,47,besu5lkqmra07drq1czpr0tk4,1,86.6,102,2022-08-07T14:02:46.914Z,2022-08-08T03:30:29Z,3691620793,233,11,3691620787,347,,3691620785,56,Left,,,,,,,,,,,,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350815,15,1,1,0,57,besu5lkqmra07drq1czpr0tk4,1,87.7,100,2022-08-07T14:02:56.612Z,2022-08-08T03:30:32Z,3691620923,212,12.9,3691620915,107,,3691620919,140,76.3,3691620921,141,95.0,3691620925,213,3.5,3691620917,56,Left,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350835,16,1,1,0,59,besu5lkqmra07drq1czpr0tk4,1,80.5,96,2022-08-07T14:02:58.492Z,2022-08-08T03:30:34Z,3691621031,141,97.7,3693741515,178,,3691621035,213,0.1,3691621033,212,10.9,3691621029,140,90.8,3691621027,56,Left,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350845,17,1,1,1,1,besu5lkqmra07drq1czpr0tk4,0,93,97.2,2022-08-07T14:03:00.712Z,2022-08-08T03:30:38Z,3692101575,386,,3692101573,225,,3691621079,2,,3692101577,72,,3691621091,213,4.5,3691621083,56,Center,3691621087,141,73.2,3691621089,212,16.6,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,3693741583,178,,3691621085,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350847,12,49,1,1,2,4qdzzur2cuuridyb0jso8mksi,1,8,24.6,2022-08-07T14:03:01.176Z,2022-08-08T06:15:57Z,,,,,,,,,,,,,,,,,,,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350859,13,1,1,1,3,4qdzzur2cuuridyb0jso8mksi,0,5.3,22.7,2022-08-07T14:03:02.583Z,2022-08-08T03:30:52Z,3691621151,157,,3691621155,140,32.1,3691621163,1,,3691621159,212,28.3,3691621161,213,6.2,3691621157,141,18.5,3693741743,178,,3691621153,56,Back,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350883,18,8,1,1,4,besu5lkqmra07drq1czpr0tk4,1,68.5,87.7,2022-08-07T14:03:03.626Z,2022-08-08T03:31:01Z,3692103065,385,,3691621291,56,Left,3692100417,15,,3693741847,178,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351035,14,5,1,1,6,4qdzzur2cuuridyb0jso8mksi,1,42.3,-1.5,2022-08-07T14:03:06.134Z,2022-08-08T03:31:05Z,3691622149,233,19,3691622141,347,,3691622137,56,Back,,,,,,,,,,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443350887,19,5,1,1,6,besu5lkqmra07drq1czpr0tk4,0,57.7,101.5,2022-08-07T14:03:06.134Z,2022-08-08T03:31:05Z,3691621313,347,,3691622157,233,14,3691621311,56,Left,,,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351037,15,1,1,1,23,4qdzzur2cuuridyb0jso8mksi,0,44.1,0,2022-08-07T14:03:22.919Z,2022-08-08T03:31:08Z,3691622173,212,6.2,3691622165,107,,3691622251,189,,3691622169,140,47.5,3691622167,56,Back,3691622175,213,1.0,3691622171,141,5.6,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351053,20,49,1,1,26,besu5lkqmra07drq1czpr0tk4,1,62.2,95.3,2022-08-07T14:03:25.593Z,2022-08-08T06:38:48Z,,,,,,,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351129,21,1,1,1,31,besu5lkqmra07drq1czpr0tk4,1,54.5,86.6,2022-08-07T14:03:30.662Z,2022-08-08T03:31:27Z,3691622693,56,Back,3691622703,212,20.7,3691622697,140,34.8,3691622707,213,3.2,3693742171,178,,3691622701,141,86.2,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351139,22,1,1,1,33,besu5lkqmra07drq1czpr0tk4,1,34.3,86.2,2022-08-07T14:03:32.738Z,2022-08-08T03:31:29Z,3691622771,140,31.9,3691622775,212,32.1,3691622769,56,Back,3691622777,213,4.6,3691622779,1,,3691622773,141,39.2,3693742221,178,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351175,23,1,1,1,36,besu5lkqmra07drq1czpr0tk4,1,32.1,37.7,2022-08-07T14:03:35.489Z,2022-08-08T03:31:32Z,3691622973,212,19.8,3691622969,140,33.5,3691622967,56,Back,3693742239,178,,3691622975,213,1.5,3691622971,141,66.7,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351213,24,1,1,1,37,besu5lkqmra07drq1czpr0tk4,1,33.5,66.7,2022-08-07T14:03:36.500Z,2022-08-08T03:31:36Z,3691623221,212,15.9,3691623219,141,43.6,3691623217,140,31.2,3693742271,178,,3691623215,56,Back,3691623223,213,4.6,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351243,25,1,1,1,42,besu5lkqmra07drq1czpr0tk4,0,38,35.7,2022-08-07T14:03:41.673Z,2022-08-08T03:31:40Z,3691623381,140,63.5,3691623385,212,52.4,3691623379,56,Left,3691623377,196,,3691623387,213,1.0,3691623389,1,,3691623375,155,,3691623383,141,100.0,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,3693742303,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351333,16,5,1,1,45,4qdzzur2cuuridyb0jso8mksi,1,35.8,-2,2022-08-07T14:03:44.332Z,2022-08-08T03:31:44Z,3691623871,233,26,3691623863,347,,3691623861,56,Back,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351251,26,5,1,1,45,besu5lkqmra07drq1czpr0tk4,0,64.2,102,2022-08-07T14:03:44.332Z,2022-08-08T03:31:45Z,3691623427,56,Left,3691623429,347,,3691623885,233,16,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351343,17,1,1,1,48,4qdzzur2cuuridyb0jso8mksi,1,34.6,0,2022-08-07T14:03:47.177Z,2022-08-08T03:31:56Z,3691623937,107,,3691623947,212,20.2,3691623939,56,Back,3691623953,213,2.7,3691623943,141,11.1,3691623941,140,17.3,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351353,18,1,1,1,51,4qdzzur2cuuridyb0jso8mksi,1,17.3,11.6,2022-08-07T14:03:50.326Z,2022-08-08T03:32:04Z,3691624019,212,10.3,3691624021,213,5.8,3691624015,140,26.0,3691624017,141,4.7,3693742623,178,,3691624013,56,Back,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351381,19,1,1,1,52,4qdzzur2cuuridyb0jso8mksi,1,26,4.7,2022-08-07T14:03:51.229Z,2022-08-08T03:32:08Z,3691624177,212,13.3,3691624179,213,2.8,3691624173,140,13.9,3691624175,141,10.4,3691624171,56,Back,3693742721,178,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351437,20,1,1,1,55,4qdzzur2cuuridyb0jso8mksi,1,13.6,18.3,2022-08-07T14:03:54.488Z,2022-08-08T03:32:13Z,3693742765,178,,3691624545,141,61.4,3691624541,56,Back,3691624549,213,1.7,3691624547,212,29.4,3691624543,140,11.2,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351471,21,1,1,1,59,4qdzzur2cuuridyb0jso8mksi,1,15.4,72.4,2022-08-07T14:03:58.488Z,2022-08-08T03:32:21Z,3691624689,56,Back,3691624691,140,24.2,3691624697,213,1.0,3691624695,212,17.8,3693742863,178,,3691624693,141,94.7,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351521,22,1,1,2,0,4qdzzur2cuuridyb0jso8mksi,1,24.1,94.7,2022-08-07T14:04:00.108Z,2022-08-08T03:32:26Z,3691624975,140,12.7,3693742899,178,,3691624977,141,82.9,3691624981,213,3.7,3691624979,212,14.4,3691624973,56,Back,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351593,23,1,1,2,5,4qdzzur2cuuridyb0jso8mksi,1,23.1,96.2,2022-08-07T14:04:04.694Z,2022-08-08T03:32:32Z,3691625377,141,97.5,3691625379,212,44.1,3691625381,213,0.0,3691625373,56,Left,3691625375,140,65.1,3693742935,178,,3691625369,155,,3691625383,1,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351615,24,61,1,2,8,4qdzzur2cuuridyb0jso8mksi,0,67.4,96.9,2022-08-07T14:04:07.467Z,2022-08-08T03:32:55Z,3691625457,56,Left,3693743193,388,,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443759717,891,43,1,2,8,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-08-07T14:04:08.093Z,2022-08-08T06:42:15Z,3693853353,144,67,3693840729,233,1327,,,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443759715,1327,43,1,2,8,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-08-07T14:04:08.094Z,2022-08-08T06:42:15Z,3693840735,233,891,3693853345,144,67,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443443053,718,1,1,2,8,besu5lkqmra07drq1czpr0tk4,0,20.7,2.9,2022-08-07T14:04:08.166Z,2022-08-08T03:33:01Z,3692111453,140,26.6,3692111459,212,9.7,3692111461,213,0.9,3693743289,178,,3692111451,56,Back,3692111455,141,13.9,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351655,25,1,1,2,13,4qdzzur2cuuridyb0jso8mksi,1,66,85,2022-08-07T14:04:12.504Z,2022-08-08T03:33:03Z,3691625725,56,Left,3691625731,212,16.2,3693743353,178,,3691625727,140,80.1,3691625729,141,94.7,3691625733,213,0.4,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351691,26,1,1,2,17,4qdzzur2cuuridyb0jso8mksi,1,90.6,86,2022-08-07T14:04:16.958Z,2022-08-08T03:33:05Z,3691625949,213,2.7,3691625939,140,83.3,3691625947,212,8.4,3691625943,141,90.9,3691625935,56,Left,3693743381,178,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351749,27,1,1,2,19,4qdzzur2cuuridyb0jso8mksi,1,85.3,91.2,2022-08-07T14:04:18.916Z,2022-08-08T03:33:12Z,3693743463,178,,3691626177,56,Left,3691626181,141,84.2,3691626185,213,5.4,3691626179,140,89.2,3691626183,212,6.3,,,,,,,7yq6f41dcfzqz40hblj3j9905,T. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351769,28,1,1,2,20,4qdzzur2cuuridyb0jso8mksi,1,87.1,84.5,2022-08-07T14:04:19.845Z,2022-08-08T03:33:17Z,3691626263,213,1.1,3691626255,56,Left,3693743531,178,,3691626261,212,9.1,3691626259,141,96.6,3691626257,140,90.7,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443351783,29,1,1,2,21,4qdzzur2cuuridyb0jso8mksi,1,90.3,96.5,2022-08-07T14:04:20.687Z,2022-08-08T03:33:23Z,3691626333,213,3.7,3691626329,141,89.1,3691626327,140,82.0,3693743601,178,,3691626325,56,Left,3691626331,212,10.1,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
