id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/19/value,assist,qualifier/16/value
2481381845,9,1,1,0,15,841zp0njrq63yv4fvw6lgf60q,1,20.5,71.8,2022-11-04T19:31:00.816Z,2022-11-05T05:26:24Z,3893675869,141,91.5,3893675867,140,27.4,3894308113,178,,3893675873,213,1.1,3893675865,56,Back,3893675871,212,15.2,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508757,742,43,1,0,16,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-11-04T19:31:02.058Z,2022-11-05T06:00:02Z,3894366857,144,82,3894366787,178,0,,,,,,,,,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381885,10,1,1,0,17,841zp0njrq63yv4fvw6lgf60q,1,28.1,91.7,2022-11-04T19:31:03.185Z,2022-11-05T05:26:28Z,3893676057,140,10.4,3893676055,56,Back,3893676063,213,3.4,3893676061,212,19.5,3894308285,178,,3893676059,141,83.0,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381951,11,1,1,0,20,841zp0njrq63yv4fvw6lgf60q,1,9.7,81.8,2022-11-04T19:31:05.710Z,2022-11-05T05:26:31Z,3893676391,141,61.1,3893676393,212,15.7,3893676389,140,3.1,3894308359,178,,3893676397,213,4.3,3893676387,56,Back,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382071,12,1,1,0,23,841zp0njrq63yv4fvw6lgf60q,1,5.6,49.9,2022-11-04T19:31:08.675Z,2022-11-05T05:26:36Z,3893677015,140,24.8,3893677011,155,,3893677021,213,5.4,3893677013,56,Back,3893677017,141,15.6,3894308565,178,,3893677019,212,30.8,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382075,13,4,1,0,30,841zp0njrq63yv4fvw6lgf60q,1,57.8,6.6,2022-11-04T19:31:15.527Z,2022-11-05T05:26:41Z,3893677051,286,,3893677049,152,,3893677233,233,3,3893677043,13,,3893677045,295,,3893677047,56,Right,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382105,3,4,1,0,30,c9ky1957qli8v2lylfga7io8b,0,42.2,93.4,2022-11-04T19:31:15.528Z,2022-11-05T05:26:41Z,3893677191,152,,3893677189,56,Back,3893677193,285,,3893677253,233,13,3893677187,295,,3893677185,13,,3894308729,178,,,,,3je3s65vdag4qctd9q0ku8z8q,M. Kukharevych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382115,14,1,1,0,34,841zp0njrq63yv4fvw6lgf60q,1,56.8,5.3,2022-11-04T19:31:20.009Z,2022-11-05T05:26:44Z,3893677265,5,,3893677267,152,,3893677275,212,8.5,3893677271,140,53.7,3893677273,141,16.8,3894308865,178,,3893677269,56,Right,3893677277,213,2.0,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382141,15,1,1,0,35,841zp0njrq63yv4fvw6lgf60q,1,52.7,22.4,2022-11-04T19:31:21.237Z,2022-11-05T05:26:47Z,3894308987,178,,3893677399,212,8.8,3893677401,213,1.5,3893677397,141,35.4,3893677395,140,52.9,3893677393,56,Center,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382167,16,1,1,0,38,841zp0njrq63yv4fvw6lgf60q,1,51.8,41.6,2022-11-04T19:31:23.715Z,2022-11-05T05:26:49Z,3893677545,212,17.8,3893677541,140,40.7,3893677543,141,61.4,3893677547,213,2.3,3894309077,178,,3893677539,56,Back,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382195,17,1,1,0,42,841zp0njrq63yv4fvw6lgf60q,1,39.9,64.6,2022-11-04T19:31:27.577Z,2022-11-05T05:26:52Z,3893677739,212,17.9,3893677737,141,39.5,3894309253,178,,3893677733,56,Back,3893677741,213,4.4,3893677735,140,34.8,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382237,18,1,1,0,46,841zp0njrq63yv4fvw6lgf60q,1,34.8,39.5,2022-11-04T19:31:32.042Z,2022-11-05T05:26:56Z,3893677963,56,Back,3893677965,140,45.7,3893677971,213,0.5,3893677967,141,48.4,3893677969,212,12.9,3894309391,178,,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382255,19,1,1,0,47,841zp0njrq63yv4fvw6lgf60q,1,47.3,48.7,2022-11-04T19:31:33.057Z,2022-11-05T05:27:25Z,3893678059,141,36.3,3893678057,140,38.3,3893678055,56,Back,3893678063,213,3.9,3893678061,212,12.7,3894310377,178,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382291,20,1,1,0,50,841zp0njrq63yv4fvw6lgf60q,1,38.3,34.2,2022-11-04T19:31:35.617Z,2022-11-05T05:27:31Z,3893678239,141,44.5,3894310565,178,,3893678235,56,Center,3893678243,213,0.4,3893678241,212,18.8,3893678237,140,54.9,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382303,21,1,1,0,52,841zp0njrq63yv4fvw6lgf60q,1,53.9,51.9,2022-11-04T19:31:37.869Z,2022-11-05T05:27:35Z,3893678365,140,54.4,3893678363,56,Left,3893678367,141,85.9,3893678371,213,1.5,3894310705,178,,3893678369,212,23.1,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382341,22,1,1,0,54,841zp0njrq63yv4fvw6lgf60q,1,54.7,87.2,2022-11-04T19:31:40.073Z,2022-11-05T05:27:40Z,3893678559,213,0.9,3893678555,141,96.3,3893678553,140,59.4,3893678551,56,Left,3894310945,178,,3893678557,212,7.9,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382363,23,1,1,0,57,841zp0njrq63yv4fvw6lgf60q,1,59.5,96.3,2022-11-04T19:31:43.074Z,2022-11-05T05:27:44Z,3893678657,140,52.2,3893678655,56,Left,3893678661,212,7.7,3893678663,213,3.2,3893678659,141,95.1,3894311125,178,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382417,24,1,1,1,0,841zp0njrq63yv4fvw6lgf60q,1,46.5,94.4,2022-11-04T19:31:45.448Z,2022-11-05T05:27:47Z,3894311253,178,,3893678939,212,17.2,3893678937,141,75.4,3893678935,140,35.7,3893678941,213,4.0,3893678933,56,Back,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382445,25,1,1,1,2,841zp0njrq63yv4fvw6lgf60q,1,34.6,64.6,2022-11-04T19:31:48.165Z,2022-11-05T05:27:50Z,3893679101,212,19.0,3893679099,141,37.0,3893679103,213,4.6,3893679097,140,31.9,3893679095,56,Back,3894311389,178,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382455,26,1,1,1,5,841zp0njrq63yv4fvw6lgf60q,1,32.9,38,2022-11-04T19:31:51.064Z,2022-11-05T05:27:55Z,3893679163,56,Back,3894311559,178,,3893679165,140,39.7,3893679167,141,15.5,3893679171,213,5.1,3893679169,212,16.9,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382513,27,1,1,1,8,841zp0njrq63yv4fvw6lgf60q,1,39.7,15.5,2022-11-04T19:31:53.293Z,2022-11-05T05:27:58Z,3893679485,140,32.7,3893679483,56,Back,3893679487,141,32.5,3894311685,178,,3893679491,213,2.1,3893679489,212,13.7,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382543,28,1,1,1,11,841zp0njrq63yv4fvw6lgf60q,0,33,35.2,2022-11-04T19:31:57.018Z,2022-11-05T05:28:02Z,3893679673,1,,3893679671,213,0.2,3894311805,178,,3893679669,212,49.9,3893679665,140,79.3,3893679661,155,,3893679663,56,Center,3893679667,141,51.9,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382557,4,49,1,1,14,c9ky1957qli8v2lylfga7io8b,1,22.3,47.9,2022-11-04T19:31:59.996Z,2022-11-05T05:28:10Z,,,,,,,,,,,,,,,,,,,,,,,,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382617,5,1,1,1,16,c9ky1957qli8v2lylfga7io8b,0,24.8,40.4,2022-11-04T19:32:01.912Z,2022-11-05T05:28:15Z,3893680069,56,Right,3893680077,213,5.7,3893680075,212,49.3,3894164349,155,,3894312333,178,,3893680073,141,0.0,3893680071,140,62.9,3893680079,1,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382621,6,5,1,1,21,c9ky1957qli8v2lylfga7io8b,0,62,-1.6,2022-11-04T19:32:06.364Z,2022-11-05T05:28:19Z,3893680087,347,,3893680563,233,29,3893680085,56,Right,,,,,,,,,,,,,,,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382695,29,5,1,1,21,841zp0njrq63yv4fvw6lgf60q,1,38,101.6,2022-11-04T19:32:06.364Z,2022-11-05T05:28:18Z,3893680537,56,Back,3893680539,347,,3893680555,233,6,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382857,30,1,1,1,38,841zp0njrq63yv4fvw6lgf60q,1,38.9,100,2022-11-04T19:32:23.954Z,2022-11-05T05:28:20Z,3893681519,189,,3893681497,141,88.9,3893681493,56,Back,3893681491,107,,3893681495,140,14.7,3893681501,213,3.5,3893681499,212,26.7,3893681503,1,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382937,31,1,1,1,39,841zp0njrq63yv4fvw6lgf60q,1,10.7,79,2022-11-04T19:32:24.606Z,2022-11-05T05:28:24Z,3893681867,140,7.2,3893681865,56,Back,3893681869,141,57.8,3894312731,178,,3893681873,213,4.5,3893681871,212,14.9,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382961,32,1,1,1,45,841zp0njrq63yv4fvw6lgf60q,1,14.4,48.2,2022-11-04T19:32:31.086Z,2022-11-05T05:28:29Z,3894312973,178,,3893682019,141,86.3,3893682015,56,Back,3893682023,213,1.1,3893682021,212,28.5,3893682017,140,25.7,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383003,33,1,1,1,48,841zp0njrq63yv4fvw6lgf60q,1,25.4,88.9,2022-11-04T19:32:34.197Z,2022-11-05T05:28:33Z,3893682273,140,19.9,3893682271,56,Back,3893682275,141,69.3,3893682277,212,14.5,3894313075,178,,3893682279,213,4.3,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383083,34,1,1,1,50,841zp0njrq63yv4fvw6lgf60q,1,21.3,67.9,2022-11-04T19:32:36.193Z,2022-11-05T05:28:36Z,3893682709,140,29.6,3893682707,56,Back,3893682713,212,8.8,3893682711,141,70.0,3894313223,178,,3893682715,213,0.2,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383167,35,1,1,1,56,841zp0njrq63yv4fvw6lgf60q,1,34.1,54.6,2022-11-04T19:32:41.288Z,2022-11-05T05:28:39Z,3893683145,141,83.9,3893683143,140,41.1,3893683141,56,Back,3893683147,212,21.2,3894313297,178,,3893683149,213,1.2,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481513451,794,43,1,1,59,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-11-04T19:32:45.048Z,2022-11-05T06:14:54Z,3894392495,178,0,3894392945,144,82,,,,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383189,36,1,1,2,1,841zp0njrq63yv4fvw6lgf60q,0,60.2,89.4,2022-11-04T19:32:47.214Z,2022-11-05T05:28:44Z,3893683269,213,5.9,3894313473,178,,3893683267,212,18.5,3893683263,140,76.3,3893683261,56,Center,3893683265,141,78.4,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383199,7,49,1,2,3,c9ky1957qli8v2lylfga7io8b,1,23.6,16.1,2022-11-04T19:32:48.655Z,2022-11-05T05:28:47Z,,,,,,,,,,,,,,,,,,,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383231,8,1,1,2,4,c9ky1957qli8v2lylfga7io8b,1,24,16.5,2022-11-04T19:32:49.595Z,2022-11-05T05:28:52Z,3893683493,56,Back,3893683497,140,28.1,3894313837,178,,3893683501,141,23.9,3893683503,212,6.6,3893683505,213,0.9,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383259,9,1,1,2,6,c9ky1957qli8v2lylfga7io8b,1,31.3,23.6,2022-11-04T19:32:51.690Z,2022-11-05T05:28:57Z,3893683689,213,0.7,3894313951,178,,3893683687,212,23.4,3893683683,140,48.0,3893683681,56,Back,3893683685,141,46.4,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383267,10,61,1,2,7,c9ky1957qli8v2lylfga7io8b,0,48.6,49,2022-11-04T19:32:53.153Z,2022-11-05T05:29:06Z,3893683717,56,Back,3894314267,178,,,,,,,,,,,,,,,,,,,,3je3s65vdag4qctd9q0ku8z8q,M. Kukharevych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383277,37,49,1,2,8,841zp0njrq63yv4fvw6lgf60q,1,54.9,57.8,2022-11-04T19:32:54.227Z,2022-11-05T05:29:15Z,,,,,,,,,,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383315,38,1,1,2,10,841zp0njrq63yv4fvw6lgf60q,1,54.9,57.8,2022-11-04T19:32:55.701Z,2022-11-05T05:29:18Z,3893683949,213,4.0,3893683947,212,13.8,3893683941,56,Back,3893683943,140,45.9,3894314731,178,,3893683945,141,43.1,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383347,39,1,1,2,12,841zp0njrq63yv4fvw6lgf60q,1,45.9,43.1,2022-11-04T19:32:57.950Z,2022-11-05T05:29:21Z,3893684131,140,48.8,3893684133,141,57.3,3893684135,212,10.1,3893684137,213,1.3,3894314839,178,,3893684129,56,Back,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383397,40,1,1,2,15,841zp0njrq63yv4fvw6lgf60q,1,48.8,57.3,2022-11-04T19:33:00.807Z,2022-11-05T05:29:24Z,3893684409,213,1.1,3893684407,212,20.5,3893684399,56,Left,3893684405,141,84.1,3894314925,178,,3893684403,140,57.7,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481383405,41,1,1,2,19,841zp0njrq63yv4fvw6lgf60q,0,55.1,75.4,2022-11-04T19:33:04.438Z,2022-11-05T05:29:29Z,3894315045,178,,3893684475,140,71.5,3893684477,141,72.9,3893684481,213,6.2,3893684469,56,Center,3893684479,212,17.3,3893684467,155,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
