id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2448403623,6,1,1,0,10,759fhii7hsnldanli06j5jmf6,0,56.9,8.3,2022-08-20T14:01:42.435Z,2022-08-21T08:57:31Z,3718518183,140,70.6,3718518181,56,Right,3718518185,141,18.0,3718518187,212,15.8,3718518189,213,0.4,3722357945,178,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403649,6,1,1,0,11,besu5lkqmra07drq1czpr0tk4,0,27.1,86.9,2022-08-20T14:01:43.870Z,2022-08-21T08:57:35Z,3718518321,212,2.7,3718518317,140,29.6,3718518319,141,88.1,3718518323,213,0.3,3722358045,178,,3718518315,56,Back,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403737,7,1,1,0,14,759fhii7hsnldanli06j5jmf6,0,61.4,17.9,2022-08-20T14:01:46.958Z,2022-08-21T08:57:54Z,3718518751,213,3.6,3722358293,178,,3718518747,141,15.8,3718518749,212,3.1,3718518799,233,7,3718518743,56,Right,3718518795,236,,3718518805,286,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,3718518745,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403731,7,74,1,0,14,besu5lkqmra07drq1czpr0tk4,1,37.7,91.2,2022-08-20T14:01:47.034Z,2022-08-21T08:57:58Z,3718518725,56,Back,3718518727,285,,3718518833,233,7,3722358733,178,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403813,8,1,1,0,16,besu5lkqmra07drq1czpr0tk4,0,35.9,90.9,2022-08-20T14:01:48.341Z,2022-08-21T08:58:02Z,3718519069,212,35.6,3718519071,213,5.8,3718519067,141,66.4,3718519073,1,,3722358837,178,,3718519063,56,Center,3718519065,140,65.9,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403969,8,1,1,0,20,759fhii7hsnldanli06j5jmf6,1,32.9,56.7,2022-08-20T14:01:52.248Z,2022-08-21T08:58:06Z,3722358957,178,,3718519785,141,84.2,3718519789,213,1.1,3718519787,212,21.0,3718519781,56,Back,3718519783,140,42.0,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404005,9,1,1,0,22,759fhii7hsnldanli06j5jmf6,1,50.1,90.6,2022-08-20T14:01:55.137Z,2022-08-21T08:58:13Z,3718519935,212,13.5,3718519929,56,Left,3718519937,213,0.2,3722359131,178,,3718519933,141,94.5,3718519931,140,62.7,,,,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404069,10,1,1,0,24,759fhii7hsnldanli06j5jmf6,0,62.7,94.5,2022-08-20T14:01:56.552Z,2022-08-21T08:58:16Z,3718520255,212,20.0,3718520253,141,90.9,3722359221,178,,3718520251,140,81.6,3718520249,56,Left,3718520259,213,6.2,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404101,9,12,1,0,26,besu5lkqmra07drq1czpr0tk4,1,20.9,7.7,2022-08-20T14:01:59.009Z,2022-08-21T08:58:26Z,3718520419,140,26.3,3718520423,212,8.7,3718520421,141,0.0,3718520417,56,Back,3722359477,178,,3718520541,167,,3718520425,213,5.4,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404113,10,5,1,0,27,besu5lkqmra07drq1czpr0tk4,0,25.2,-2,2022-08-20T14:01:59.650Z,2022-08-21T08:58:33Z,3718520637,233,11,3718520481,56,Back,3718520485,347,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404119,11,5,1,0,27,759fhii7hsnldanli06j5jmf6,1,74.8,102,2022-08-20T14:01:59.650Z,2022-08-21T08:58:32Z,3718520607,233,10,3718520513,347,,3718520511,56,Left,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404831,12,1,1,0,46,759fhii7hsnldanli06j5jmf6,1,74.5,100,2022-08-20T14:02:18.499Z,2022-08-21T08:58:37Z,3718524183,1,,3718524177,141,90.2,3718524181,213,5.9,3718524179,212,22.1,3718524169,107,,3718524171,56,Left,3718524175,140,94.1,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404881,13,1,1,0,52,759fhii7hsnldanli06j5jmf6,0,95.7,96.2,2022-08-20T14:02:25.206Z,2022-08-21T08:58:42Z,3718524421,212,19.9,3718524417,140,92.8,3718524419,141,67.3,3719743289,225,,3722359915,178,,3719743291,386,,3718524423,213,4.6,3718524405,2,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,3718524413,56,Center,3719743293,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404869,11,49,1,0,53,besu5lkqmra07drq1czpr0tk4,1,8.6,29.2,2022-08-20T14:02:26.128Z,2022-08-21T08:58:51Z,,,,,,,,,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405007,12,1,1,0,55,besu5lkqmra07drq1czpr0tk4,0,9.1,28.3,2022-08-20T14:02:27.361Z,2022-08-21T08:58:54Z,3718525055,1,,3722360259,178,,3718525035,157,,3718525039,56,Back,3718525053,213,0.0,3718525043,140,45.9,3718525051,212,38.7,3718525047,141,31.0,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405131,14,1,1,0,57,759fhii7hsnldanli06j5jmf6,1,51.7,66.7,2022-08-20T14:02:29.399Z,2022-08-21T08:59:03Z,3718525713,141,30.9,3718525721,212,28.5,3718525703,3,,3718525709,140,37.6,3718525725,213,4.2,3718525707,56,Back,3722360527,178,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405143,15,49,1,1,1,759fhii7hsnldanli06j5jmf6,1,37.6,30.9,2022-08-20T14:02:33.528Z,2022-08-21T08:59:07Z,,,,,,,,,,,,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405235,16,1,1,1,2,759fhii7hsnldanli06j5jmf6,1,37.6,30.9,2022-08-20T14:02:34.422Z,2022-08-21T08:59:09Z,3718526175,213,2.0,3722360691,178,,3718526173,212,15.6,3718526167,56,Back,3718526169,140,31.7,3718526171,141,51.9,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405301,17,1,1,1,4,759fhii7hsnldanli06j5jmf6,1,31.7,51.9,2022-08-20T14:02:36.920Z,2022-08-21T08:59:11Z,3718526455,56,Back,3722360757,178,,3718526457,140,32.5,3718526461,212,15.1,3718526459,141,74.1,3718526463,213,1.5,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405531,18,1,1,1,6,759fhii7hsnldanli06j5jmf6,1,32.5,74.1,2022-08-20T14:02:38.538Z,2022-08-21T08:59:14Z,3718527635,140,39.2,3722360793,178,,3718527637,141,67.9,3718527641,213,5.7,3718527639,212,8.2,3718527633,56,Back,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405551,19,1,1,1,11,759fhii7hsnldanli06j5jmf6,1,54.4,85.3,2022-08-20T14:02:43.695Z,2022-08-21T08:59:19Z,3718527767,140,57.7,3718527773,213,1.2,3718527771,212,8.9,3718527769,141,97.4,3718527765,56,Left,3722360917,178,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405741,20,1,1,1,12,759fhii7hsnldanli06j5jmf6,1,57.7,97.4,2022-08-20T14:02:44.320Z,2022-08-21T08:59:24Z,3718528755,212,24.2,3718528753,141,74.4,3718528751,140,40.1,3722361085,178,,3718528749,56,Back,3718528757,213,3.8,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405907,21,1,1,1,16,759fhii7hsnldanli06j5jmf6,1,46.1,67.8,2022-08-20T14:02:48.337Z,2022-08-21T08:59:30Z,3718529641,141,6.5,3718529639,140,57.2,3718529637,56,Right,3718529651,1,,3722361221,178,,3718529649,213,5.0,3718529631,155,,3718529647,212,43.3,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,3718529635,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406013,22,1,1,1,21,759fhii7hsnldanli06j5jmf6,1,55.7,11.1,2022-08-20T14:02:53.968Z,2022-08-21T08:59:38Z,3718530131,141,10.6,3718530133,212,16.1,3718530129,140,40.4,3718530135,213,3.2,3722361445,178,,3718530125,56,Back,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406123,23,1,1,1,23,759fhii7hsnldanli06j5jmf6,1,37.4,13.4,2022-08-20T14:02:56.120Z,2022-08-21T08:59:41Z,3722361557,178,,3718530705,212,26.6,3718530707,213,2.4,3718530701,140,18.5,3718530699,56,Back,3718530703,141,39.4,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406163,24,1,1,1,26,759fhii7hsnldanli06j5jmf6,1,18.5,39.4,2022-08-20T14:02:58.528Z,2022-08-21T08:59:46Z,3718530945,141,96.0,3718535143,1,,3718530947,212,40.6,3718530949,213,1.2,3718530943,140,30.8,3722361695,178,,3718530939,56,Back,,,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406309,25,1,1,1,30,759fhii7hsnldanli06j5jmf6,1,30.8,96,2022-08-20T14:03:02.639Z,2022-08-21T08:59:52Z,3722361849,178,,3718531695,141,97.7,3718531699,213,0.3,3718531697,212,4.3,3718531691,56,Back,3718531693,140,34.7,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406407,26,1,1,1,32,759fhii7hsnldanli06j5jmf6,1,34.7,97.7,2022-08-20T14:03:04.662Z,2022-08-21T08:59:55Z,3718532265,140,18.1,3718532267,141,52.5,3718532273,1,,3718532269,212,35.3,3718532271,213,4.2,3718532263,56,Back,3722361965,178,,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406477,27,1,1,1,37,759fhii7hsnldanli06j5jmf6,1,22.4,45.2,2022-08-20T14:03:09.472Z,2022-08-21T09:00:00Z,3722362069,178,,3718532665,56,Back,3718532669,141,34.9,3718532671,212,7.8,3718532673,213,5.2,3718532667,140,25.6,,,,,,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406609,28,1,1,1,39,759fhii7hsnldanli06j5jmf6,1,29.3,36.1,2022-08-20T14:03:11.567Z,2022-08-21T09:00:02Z,3718533345,56,Back,3718533347,140,27.4,3718533349,141,71.1,3718533351,212,23.9,3718533353,213,1.7,3722362161,178,,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406787,29,1,1,1,42,759fhii7hsnldanli06j5jmf6,1,28.8,72.1,2022-08-20T14:03:15.223Z,2022-08-21T09:00:10Z,3718534103,56,Back,3718534107,141,73.8,3718534109,212,9.2,3718534111,213,0.1,3718534105,140,37.5,3722362419,178,,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406831,30,1,1,1,45,759fhii7hsnldanli06j5jmf6,0,38.3,76.3,2022-08-20T14:03:17.769Z,2022-08-21T09:00:17Z,3718534325,141,83.9,3718534327,212,40.6,3718534329,213,0.1,3718534319,155,,3718534323,140,76.7,3718534321,56,Left,3722362609,178,,3718534333,1,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406873,13,12,1,1,47,besu5lkqmra07drq1czpr0tk4,1,29.9,15.3,2022-08-20T14:03:19.650Z,2022-08-21T09:01:14Z,3718534541,56,Back,3718534543,140,25.0,3718534549,213,4.3,3718534547,212,12.0,3718534583,167,,3718534545,141,0.0,3722364425,388,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406879,14,5,1,1,49,besu5lkqmra07drq1czpr0tk4,0,21,-1.4,2022-08-20T14:03:21.867Z,2022-08-21T09:01:19Z,3718535023,233,31,3718534565,347,,3718534563,56,Back,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406935,31,5,1,1,49,759fhii7hsnldanli06j5jmf6,1,79,101.4,2022-08-20T14:03:21.867Z,2022-08-21T09:01:18Z,3718534965,233,14,3718534837,56,Left,3718534841,347,,,,,,,,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407447,32,1,1,2,8,759fhii7hsnldanli06j5jmf6,1,82.4,100,2022-08-20T14:03:40.432Z,2022-08-21T09:02:06Z,3718537705,141,70.6,3718537711,1,,3718537701,56,Center,3718537699,107,,3718537703,140,86.6,3718537709,213,4.9,3718537707,212,21.8,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407505,33,1,1,2,9,759fhii7hsnldanli06j5jmf6,1,86.6,70.6,2022-08-20T14:03:41.979Z,2022-08-21T09:02:24Z,3718538017,56,Center,3718538021,141,73.0,3718538023,212,7.4,3718538019,140,79.7,3722366781,21,,3722366779,178,,3718538025,213,2.9,3718538055,156,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407577,34,1,1,2,10,759fhii7hsnldanli06j5jmf6,1,79.7,73,2022-08-20T14:03:42.899Z,2022-08-21T09:02:34Z,3718538365,212,8.9,3722367103,178,,3718538363,141,62.3,3718538361,140,74.8,3718538357,56,Center,3718538367,213,4.1,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407615,35,1,1,2,12,759fhii7hsnldanli06j5jmf6,1,74.8,62.3,2022-08-20T14:03:44.679Z,2022-08-21T09:02:38Z,3718538565,141,83.2,3718538561,56,Left,3718538563,140,70.3,3718538569,213,1.9,3718538567,212,15.0,3722367281,178,,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407649,36,1,1,2,14,759fhii7hsnldanli06j5jmf6,1,70.3,83.2,2022-08-20T14:03:46.662Z,2022-08-21T09:02:41Z,3718538725,56,Left,3718538733,213,0.9,3718538731,212,10.8,3718538729,141,95.4,3722367385,178,,3718538727,140,76.9,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407733,37,1,1,2,16,759fhii7hsnldanli06j5jmf6,0,76.9,95.6,2022-08-20T14:03:48.592Z,2022-08-21T09:02:45Z,3718539195,140,97.8,3718539201,213,5.3,3719749181,20,,3719749179,223,,3718539193,56,Center,3718539189,2,,3718539203,1,,3718539191,155,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,3722367507,178,,3718539199,212,37.0,3718539197,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407739,15,52,1,2,19,besu5lkqmra07drq1czpr0tk4,1,1.7,50.4,2022-08-20T14:03:51.365Z,2022-08-21T09:02:51Z,3722367749,388,,3719749469,377,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407945,16,1,1,2,24,besu5lkqmra07drq1czpr0tk4,1,10.7,53,2022-08-20T14:03:57.145Z,2022-08-21T09:02:56Z,3718540219,140,29.3,3718540223,212,19.5,3718540217,56,Back,3718540221,141,52.7,3718540225,213,6.3,3722367943,178,,3718540215,123,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407979,17,1,1,2,26,besu5lkqmra07drq1czpr0tk4,1,32.5,49.7,2022-08-20T14:03:59.098Z,2022-08-21T09:03:05Z,3718540367,141,28.8,3718540371,213,4.1,3718540369,212,17.2,3718540363,56,Back,3718540365,140,23.2,3722368317,178,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
