id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/9/value,qualifier/11/value,qualifier/15/value
2534434563,5,5,1,0,8,dvnjvad3p09dugr79gktlrtll,1,29.5,101.3,2023-04-16T11:01:08.007Z,2023-04-16T17:34:16Z,4194578201,347,,4194578199,56,Back,4194578203,233,7,,,,,,,,,,,,,,,,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534434339,7,5,1,0,8,enzoyc121va61wtmjf4cm7p3d,0,70.5,-1.3,2023-04-16T11:01:08.007Z,2023-04-16T17:34:17Z,4194577065,56,Right,4194578209,233,5,4194577067,347,,,,,,,,,,,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534434585,6,1,1,0,29,dvnjvad3p09dugr79gktlrtll,1,39.2,100,2023-04-16T11:01:28.605Z,2023-04-16T17:34:24Z,4194578319,213,6.0,4194578309,107,,4194578315,141,93.5,4194578311,56,Left,4194578317,212,22.3,4194578313,140,59.8,4194578321,1,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827717,1417,43,1,0,30,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-04-16T11:01:30.091Z,2023-04-16T18:18:37Z,4196651975,144,67,4196609883,233,709,,,,,,,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827709,709,43,1,0,30,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-04-16T11:01:30.092Z,2023-04-16T18:18:37Z,4196651933,144,67,4196609915,233,1417,,,,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534434597,7,1,1,0,30,dvnjvad3p09dugr79gktlrtll,0,59.8,93.5,2023-04-16T11:01:30.093Z,2023-04-16T18:13:12Z,4194578365,212,10.4,4194578357,56,Left,4196478729,178,,4194578363,141,79.0,4194578367,213,5.0,4194578359,140,63.0,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534434659,8,1,1,0,32,enzoyc121va61wtmjf4cm7p3d,0,26.3,29.7,2023-04-16T11:01:31.937Z,2023-04-16T17:34:47Z,4196480177,178,,4194578703,1,,4194578697,141,34.6,4194578693,56,Center,4194578695,140,62.3,4194578691,157,,4194578699,212,37.9,4194578701,213,0.1,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534434667,8,4,1,0,35,dvnjvad3p09dugr79gktlrtll,1,39.6,66.6,2023-04-16T11:01:34.695Z,2023-04-16T17:34:59Z,4194578737,56,Back,4194578733,13,,4194579021,233,9,4194578741,286,,4194578735,294,,4194578739,152,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534434713,9,4,1,0,35,enzoyc121va61wtmjf4cm7p3d,0,60.4,33.4,2023-04-16T11:01:34.696Z,2023-04-16T17:34:59Z,4194578973,152,,4194578969,294,,4194578975,285,,4194578971,56,Center,4196481319,388,,4194578967,13,,4194579029,233,8,,,,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534434929,9,1,1,0,57,dvnjvad3p09dugr79gktlrtll,1,47.4,66.7,2023-04-16T11:01:57.129Z,2023-04-16T17:35:02Z,4194580055,140,45.0,4194580051,152,,4194580049,5,,4194580059,212,8.4,4194580053,56,Back,4196481625,178,,4194581289,189,,4194580061,213,1.9,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,4194580057,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534434985,10,1,1,0,59,dvnjvad3p09dugr79gktlrtll,1,43.8,79.4,2023-04-16T11:01:58.805Z,2023-04-16T17:35:09Z,4194580279,155,,4194580285,140,88.4,4194580281,56,Left,4194580293,212,48.1,4194580297,213,0.2,4194580289,141,95.7,4194580299,1,,4196482131,178,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435019,11,1,1,1,3,dvnjvad3p09dugr79gktlrtll,0,92.1,91.4,2023-04-16T11:02:03.479Z,2023-04-16T17:35:13Z,4194580425,140,89.7,4195897603,224,,4194580429,212,23.8,4194580431,213,4.6,4195897605,72,,4196482391,178,,4194580427,141,56.6,4194580419,2,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,4194580423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435109,10,12,1,1,4,enzoyc121va61wtmjf4cm7p3d,1,5.5,37.3,2023-04-16T11:02:04.229Z,2023-04-16T17:35:17Z,4194580887,56,Back,4194580891,141,33.0,4194580895,213,6.1,4196482679,178,,4194580889,140,25.0,4194580893,212,20.7,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534471109,268,1,1,1,5,enzoyc121va61wtmjf4cm7p3d,1,21.5,34,2023-04-16T11:02:05.101Z,2023-04-16T17:35:23Z,4194764431,56,Back,4194764435,141,37.1,4194764439,213,0.2,4196483201,178,,4194764433,140,29.8,4194764437,212,9.0,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534695789,612,61,1,1,6,enzoyc121va61wtmjf4cm7p3d,1,27.9,33.4,2023-04-16T11:02:06.019Z,2023-04-16T17:35:47Z,4196485245,178,,4195901695,56,Back,,,,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435113,11,49,1,1,8,enzoyc121va61wtmjf4cm7p3d,1,36.2,45.2,2023-04-16T11:02:08.142Z,2023-04-16T17:35:54Z,,,,,,,,,,,,,,,,,,,,,,,,,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435177,12,4,1,1,8,enzoyc121va61wtmjf4cm7p3d,1,35.6,45.5,2023-04-16T11:02:08.217Z,2023-04-16T17:36:06Z,4194581185,152,,4194581181,13,,4194581233,233,12,4194581189,286,,4194581187,265,,4194581183,56,Back,,,,,,,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435163,12,4,1,1,8,dvnjvad3p09dugr79gktlrtll,0,64.4,54.5,2023-04-16T11:02:08.218Z,2023-04-16T17:36:05Z,4194581127,265,,4194581123,56,Center,4194581125,152,,4196486563,178,,4194581121,13,,4194581129,285,,4194581249,233,12,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435481,13,1,1,1,45,enzoyc121va61wtmjf4cm7p3d,0,28.9,44.1,2023-04-16T11:02:44.601Z,2023-04-16T17:36:11Z,4194582717,152,,4194582725,212,43.3,4194582721,140,68.0,4194582723,141,23.7,4194587533,1,,4196487015,178,,4194582713,5,,4194582719,56,Center,91m838lynz6db94q8ufcqk91x,S. Walker,4194582727,213,6.0,4194582715,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435507,13,44,1,1,48,dvnjvad3p09dugr79gktlrtll,1,24.9,91.8,2023-04-16T11:02:47.688Z,2023-04-16T18:08:27Z,4194582857,285,,4194582853,56,Back,4194582911,233,14,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435509,14,44,1,1,48,enzoyc121va61wtmjf4cm7p3d,0,75.1,8.2,2023-04-16T11:02:47.689Z,2023-04-16T17:36:17Z,4194582955,233,13,4194582861,286,,4194582859,56,Right,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435521,14,1,1,1,48,dvnjvad3p09dugr79gktlrtll,1,26.3,92.6,2023-04-16T11:02:47.697Z,2023-04-16T18:08:27Z,4194582931,213,5.6,4194582923,56,Back,4194582927,141,85.6,4194582921,3,,4194582925,140,31.7,4196487839,388,,4194582929,212,7.4,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435527,15,49,1,1,49,dvnjvad3p09dugr79gktlrtll,1,31.7,85.6,2023-04-16T11:02:48.964Z,2023-04-16T17:36:27Z,,,,,,,,,,,,,,,,,,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435541,16,1,1,1,50,dvnjvad3p09dugr79gktlrtll,0,31.7,85.6,2023-04-16T11:02:49.559Z,2023-04-16T17:36:32Z,4194583083,212,30.8,4194583087,1,,4194583077,56,Left,4194583075,157,,4194583081,141,81.2,4196488751,178,,4194583085,213,6.2,4194583079,140,60.9,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435567,15,1,1,1,52,enzoyc121va61wtmjf4cm7p3d,1,40.5,29.4,2023-04-16T11:02:52.214Z,2023-04-16T17:36:43Z,4194583263,56,Center,4194583267,141,41.2,4194583271,213,0.3,4194583269,212,24.2,4194583261,3,,4194583265,140,62.2,4196489467,178,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435571,16,61,1,1,54,enzoyc121va61wtmjf4cm7p3d,0,62.2,41.2,2023-04-16T11:02:53.893Z,2023-04-16T17:36:51Z,4196489869,388,,4196489867,21,,4194583279,56,Center,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435579,17,1,1,1,56,dvnjvad3p09dugr79gktlrtll,0,29,44.3,2023-04-16T11:02:55.794Z,2023-04-16T17:36:58Z,4194583329,213,5.9,4194583325,141,33.4,4194583321,56,Back,4194583323,140,47.7,4194583319,157,,4194583327,212,21.0,4196490349,178,,4194583331,1,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435629,18,1,1,1,57,enzoyc121va61wtmjf4cm7p3d,1,55.4,71.5,2023-04-16T11:02:57.376Z,2023-04-16T17:37:05Z,4194583595,56,Left,4196490807,388,,4194583599,141,83.9,4194583593,3,,4194583603,212,20.6,4194583597,140,73.3,4194583607,213,0.4,,,,bt4n55baiq4m30oyc0v833omi,L. Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435597,17,49,1,2,0,enzoyc121va61wtmjf4cm7p3d,1,64.2,85.5,2023-04-16T11:02:59.918Z,2023-04-16T17:37:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6uvj9qt3kex5sx729zbe1rlyh,F. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435679,19,1,1,2,2,enzoyc121va61wtmjf4cm7p3d,1,65.7,81.7,2023-04-16T11:03:02Z,2023-04-16T17:37:18Z,4196491647,178,,4194583851,56,Left,4194583853,140,59.2,4194583857,141,84.1,4194583865,213,2.9,4194583861,212,7.0,,,,,,,6uvj9qt3kex5sx729zbe1rlyh,F. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435683,20,50,1,2,6,enzoyc121va61wtmjf4cm7p3d,1,69.4,81,2023-04-16T11:03:06.276Z,2023-04-16T17:37:44Z,4194584085,233,18,4194583881,286,,4194583879,56,Left,,,,,,,,,,,,,,,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435715,18,7,1,2,6,dvnjvad3p09dugr79gktlrtll,1,30.6,19,2023-04-16T11:03:06.345Z,2023-04-16T17:37:59Z,4196494659,178,,4194584081,233,20,4194584053,56,Back,4194584055,285,,4195912571,384,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435719,19,61,1,2,7,dvnjvad3p09dugr79gktlrtll,1,22.5,25.8,2023-04-16T11:03:07.440Z,2023-04-16T17:38:07Z,4194584073,56,Back,4196495199,178,,,,,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435737,20,49,1,2,8,dvnjvad3p09dugr79gktlrtll,1,24.5,24.6,2023-04-16T11:03:08.011Z,2023-04-16T17:38:16Z,,,,,,,,,,,,,,,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435753,21,1,1,2,8,dvnjvad3p09dugr79gktlrtll,1,24.5,24.6,2023-04-16T11:03:08.113Z,2023-04-16T17:38:26Z,4194584213,212,6.5,4196496357,178,,4194584207,56,Back,4194584215,213,0.9,4194584211,141,32.1,4194584209,140,28.3,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435779,22,1,1,2,10,dvnjvad3p09dugr79gktlrtll,1,28.3,32.1,2023-04-16T11:03:10.373Z,2023-04-16T17:38:35Z,4194584317,56,Back,4194584321,141,34.3,4194584327,213,0.1,4194584319,140,45.1,4194584323,212,17.7,4196497065,178,,,,,,,,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435789,23,4,1,2,12,dvnjvad3p09dugr79gktlrtll,1,44.4,32.2,2023-04-16T11:03:11.713Z,2023-04-16T17:38:40Z,4194584359,152,,4194584363,286,,4194584355,13,,4194584369,233,21,4194584357,56,Back,4194584361,265,,,,,,,,96vt6e4xjci5gll0ogsnlfg89,K. Furuhashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435785,21,4,1,2,12,enzoyc121va61wtmjf4cm7p3d,0,55.6,67.8,2023-04-16T11:03:11.714Z,2023-04-16T17:38:40Z,4194584339,265,,4194584341,285,,4194584379,233,23,4194584335,56,Center,4194584333,13,,4194584337,152,,4196497563,178,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534435969,24,1,1,2,29,dvnjvad3p09dugr79gktlrtll,1,44.6,44.9,2023-04-16T11:03:28.871Z,2023-04-16T17:38:48Z,4194585289,212,13.2,4194585285,140,53.4,4194585279,5,,4194585281,152,,4194585287,141,31.0,4194585283,56,Center,4194585291,213,5.5,4196498199,178,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534436035,25,1,1,2,31,dvnjvad3p09dugr79gktlrtll,1,51.2,29.8,2023-04-16T11:03:30.676Z,2023-04-16T17:38:54Z,4194585571,212,16.6,4194585567,140,35.4,4194585565,56,Back,4196498781,178,,4194585569,141,28.0,4194585573,213,3.2,,,,,,,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534436073,26,1,1,2,37,dvnjvad3p09dugr79gktlrtll,1,47.1,17,2023-04-16T11:03:36.896Z,2023-04-16T17:39:00Z,4194585737,212,14.5,4196499345,178,,4194585731,140,57.9,4194585741,213,5.6,4194585735,141,3.8,4194585727,56,Right,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534436093,27,1,1,2,39,dvnjvad3p09dugr79gktlrtll,1,59.6,5.5,2023-04-16T11:03:39.307Z,2023-04-16T17:39:06Z,4194585791,56,Right,4194585795,141,17.0,4194585799,212,8.0,4196499815,178,,4194585805,213,1.8,4194585793,140,58.1,,,,,,,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534436147,28,1,1,2,41,dvnjvad3p09dugr79gktlrtll,1,57.7,29.2,2023-04-16T11:03:40.883Z,2023-04-16T17:39:10Z,4194586059,140,66.1,4196500039,178,,4194586063,212,19.9,4194586065,213,1.1,4194586061,141,55.5,4194586057,56,Center,,,,,,,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534436161,29,1,1,2,43,dvnjvad3p09dugr79gktlrtll,1,66.6,63.9,2023-04-16T11:03:42.955Z,2023-04-16T17:39:21Z,4194586143,56,Left,4196500925,178,,4194586147,141,85.4,4194586151,213,0.8,4194586149,212,19.7,4194586145,140,79.2,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534436173,30,1,1,2,46,dvnjvad3p09dugr79gktlrtll,1,84.8,87.1,2023-04-16T11:03:46.210Z,2023-04-16T17:39:27Z,4194586239,212,11.5,4194586235,140,87.0,4196501431,178,,4194586241,213,4.9,4194586233,56,Center,4194586237,141,70.5,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534436195,31,1,1,2,47,dvnjvad3p09dugr79gktlrtll,1,87,70.5,2023-04-16T11:03:46.929Z,2023-04-16T17:39:32Z,4194586331,140,97.8,4194586335,212,11.4,4196501883,178,,4194586337,213,0.1,4194586329,56,Center,4194586333,141,71.5,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
