id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/16/value,qualifier/15/value
2530240215,6,5,1,0,8,759fhii7hsnldanli06j5jmf6,1,60.5,101.8,2023-04-08T14:00:49.381Z,2023-04-08T14:17:43Z,4172255179,56,Left,4172255327,233,5,4172255181,347,,,,,,,,,,,,,,,,,6fu85g3j2uvd7hxdoxk0p7ys5,M. Mandron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240343,7,1,1,0,17,759fhii7hsnldanli06j5jmf6,1,63.3,100,2023-04-08T14:00:58.860Z,2023-04-08T14:02:12Z,4172255711,56,Left,4172255719,213,4.2,4172255717,212,9.8,4172255713,140,58.7,4172255715,141,89.3,4172255709,107,,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240357,8,1,1,0,18,759fhii7hsnldanli06j5jmf6,1,58.1,90.2,2023-04-08T14:00:59.853Z,2023-04-08T14:01:00Z,4172255801,56,Left,4172255803,140,62.8,4172255805,141,96.5,4172255809,213,0.7,4172255807,212,6.5,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240373,9,1,1,0,19,759fhii7hsnldanli06j5jmf6,1,62.8,96.5,2023-04-08T14:01:00.733Z,2023-04-08T14:02:15Z,4172255875,56,Left,4172255881,141,88.1,4172255885,212,8.6,4172255889,213,3.9,4172255877,140,56.7,,,,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240393,10,1,1,0,20,759fhii7hsnldanli06j5jmf6,1,56.5,88.4,2023-04-08T14:01:01.629Z,2023-04-08T14:01:02Z,4172255989,212,5.9,4172255985,140,58.6,4172255983,56,Left,4172255987,141,96.5,4172255991,213,1.2,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240441,11,1,1,0,21,759fhii7hsnldanli06j5jmf6,1,58.6,96.5,2023-04-08T14:01:02.453Z,2023-04-08T14:02:24Z,4172256207,212,6.2,4172256203,140,60.5,4172256201,56,Left,4172256205,141,87.8,4172256209,213,5.0,,,,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240451,12,1,1,0,22,759fhii7hsnldanli06j5jmf6,0,60.1,88.6,2023-04-08T14:01:03.605Z,2023-04-08T14:01:22Z,4172256257,56,Back,4172256261,141,83.3,4172256263,212,21.8,4172256259,140,39.6,4172256265,213,3.3,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530306961,409,49,1,0,23,besu5lkqmra07drq1czpr0tk4,1,53.9,20.6,2023-04-08T14:01:03.897Z,2023-04-08T14:53:03Z,,,,,,,,,,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530307263,410,43,1,0,24,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-04-08T14:01:04.897Z,2023-04-08T14:53:53Z,4172600315,144,1,4172598091,140,47.3,4172598089,56,Back,4172598097,213,2.8,4172598095,212,7.4,4172598093,141,24.6,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240487,6,1,1,0,24,besu5lkqmra07drq1czpr0tk4,0,58.8,8.3,2023-04-08T14:01:05.083Z,2023-04-08T14:54:01Z,4172256405,141,15.3,4172256409,213,2.6,4172256403,140,51.3,4172256401,56,Right,4172256407,212,9.2,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240573,13,61,1,0,25,759fhii7hsnldanli06j5jmf6,0,53.8,80.6,2023-04-08T14:01:05.988Z,2023-04-08T14:53:49Z,4172256821,56,Left,,,,,,,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240579,7,1,1,0,28,besu5lkqmra07drq1czpr0tk4,1,44.8,17.6,2023-04-08T14:01:09.123Z,2023-04-08T17:04:34Z,4172256853,141,42.2,4172256849,56,Center,4172256855,212,22.0,4172256857,213,0.9,4172256851,140,58.4,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530417095,853,49,1,0,28,besu5lkqmra07drq1czpr0tk4,1,57.2,34.9,2023-04-08T14:01:09.694Z,2023-04-08T17:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240587,8,43,1,0,31,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-04-08T14:01:12.397Z,2023-04-08T14:54:08Z,4172601241,144,49,,,,,,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240617,9,1,1,0,31,besu5lkqmra07drq1czpr0tk4,1,54.7,37.5,2023-04-08T14:01:12.579Z,2023-04-08T14:54:28Z,4172257047,213,2.3,4172257045,212,10.2,4172257043,141,49.1,4172257039,56,Back,4172257041,140,48.6,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530610477,861,3,1,0,32,besu5lkqmra07drq1czpr0tk4,0,55.8,46.1,2023-04-08T14:01:13.043Z,2023-04-08T21:44:04Z,4174198585,465,,4174198581,56,Center,4174198583,286,,4174198587,467,kmyde3h3kx3tyx5b4m2oglt6,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240689,14,43,1,0,33,759fhii7hsnldanli06j5jmf6,1,0,0,2023-04-08T14:01:14.541Z,2023-04-08T14:02:01Z,4172257339,56,Back,4172257341,285,0,4172260879,144,7,,,,,,,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240747,10,4,1,0,35,besu5lkqmra07drq1czpr0tk4,1,62,37.4,2023-04-08T14:01:16.875Z,2023-04-08T14:01:21Z,4172257603,152,,4172257599,295,,4172257625,233,15,4172257605,286,,4172257601,56,Center,4172257597,13,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530240693,15,4,1,0,35,759fhii7hsnldanli06j5jmf6,0,38,62.6,2023-04-08T14:01:16.876Z,2023-04-08T14:01:22Z,4172257371,152,,4172257369,56,Back,4172257367,295,,4172257373,285,,4172257637,233,10,4172257365,13,,,,,,,,kmyde3h3kx3tyx5b4m2oglt6,D. Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241143,11,1,1,0,58,besu5lkqmra07drq1czpr0tk4,1,58.8,32.4,2023-04-08T14:01:39.764Z,2023-04-08T14:01:43Z,4172259449,213,0.9,4172259439,152,,4172259441,56,Center,4172259445,141,66.9,4172259435,5,,4172259443,140,76.4,4172259447,212,29.9,4172259437,155,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241177,12,1,1,1,2,besu5lkqmra07drq1czpr0tk4,0,76.2,66.9,2023-04-08T14:01:43.763Z,2023-04-08T14:54:45Z,4172259593,3,,4172259595,56,Center,4172259601,212,26.1,4172259597,140,68.2,4172259603,213,4.4,4172259599,141,30.6,,,,,,,7jn2vr9iq2cg2ui6oaww1i6i2,L. de Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241179,16,49,1,1,5,759fhii7hsnldanli06j5jmf6,1,38.1,67.3,2023-04-08T14:01:46.188Z,2023-04-08T14:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241203,17,50,1,1,5,759fhii7hsnldanli06j5jmf6,1,46.9,93.1,2023-04-08T14:01:46.722Z,2023-04-08T14:02:02Z,4172260999,233,13,4172259693,56,Back,4172259695,286,,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241317,13,7,1,1,5,besu5lkqmra07drq1czpr0tk4,1,53.1,6.9,2023-04-08T14:01:46.723Z,2023-04-08T17:05:08Z,4172260219,285,,4173164683,385,,4172260943,233,17,4172260215,167,,4172260217,56,Right,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241335,14,5,1,1,6,besu5lkqmra07drq1czpr0tk4,0,48.8,-1.6,2023-04-08T14:01:47.783Z,2023-04-08T14:02:48Z,4172260303,347,,4172260299,56,Back,4172265303,233,18,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241239,18,5,1,1,6,759fhii7hsnldanli06j5jmf6,1,51.2,101.6,2023-04-08T14:01:47.783Z,2023-04-08T14:17:44Z,4172265265,233,14,4172259843,347,,4172259841,56,Left,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241277,19,1,1,1,8,759fhii7hsnldanli06j5jmf6,0,49.6,100,2023-04-08T14:01:49.471Z,2023-04-08T14:01:51Z,4172260029,213,6.1,4172260021,56,Left,4172260031,1,,4172260025,141,94.2,4172260019,107,,4172260023,140,73.4,4172260027,212,25.5,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241351,15,12,1,1,10,besu5lkqmra07drq1czpr0tk4,1,21.5,6.5,2023-04-08T14:01:51.667Z,2023-04-08T14:02:49Z,4172260357,212,6.4,4172260359,213,5.2,4172260355,141,0.0,4172260475,167,,4172260353,140,24.6,4172260351,56,Back,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241357,16,5,1,1,12,besu5lkqmra07drq1czpr0tk4,0,24.5,-1.8,2023-04-08T14:01:53.300Z,2023-04-08T14:17:44Z,4172260379,347,,4172260375,56,Back,4172261915,233,20,,,,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530241671,20,5,1,1,12,759fhii7hsnldanli06j5jmf6,1,75.5,101.8,2023-04-08T14:01:53.300Z,2023-04-08T14:02:12Z,4172261871,56,Left,4172261873,347,,4172261907,233,16,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242037,21,1,1,1,47,759fhii7hsnldanli06j5jmf6,1,83.6,100,2023-04-08T14:02:28.828Z,2023-04-08T14:02:32Z,4172263579,141,85.4,4172263583,213,5.6,4172263573,107,,4172263575,56,Left,4172263577,140,97.3,4172263581,212,18.3,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242071,22,1,1,1,51,759fhii7hsnldanli06j5jmf6,1,96.1,91.8,2023-04-08T14:02:32.340Z,2023-04-08T14:02:34Z,4172263777,140,89.9,4172263789,213,3.3,4172263775,56,Left,4172263785,212,6.6,4172263779,141,90.5,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242091,23,1,1,1,53,759fhii7hsnldanli06j5jmf6,0,87.6,89.9,2023-04-08T14:02:34.164Z,2023-04-08T17:05:55Z,4172263893,141,58.7,4172263889,56,Center,4172263897,212,25.6,4173169015,72,,4172263899,213,5.3,4172263891,140,100.0,4172263887,155,,4173169013,224,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,4172263885,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242113,17,5,1,1,54,besu5lkqmra07drq1czpr0tk4,1,-1.4,39.3,2023-04-08T14:02:35.018Z,2023-04-08T14:17:44Z,4172264025,346,,4172264023,56,Back,4172264053,233,24,,,,,,,,,,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242097,24,5,1,1,54,759fhii7hsnldanli06j5jmf6,0,101.4,60.7,2023-04-08T14:02:35.018Z,2023-04-08T14:02:36Z,4172263913,56,Center,4172263917,346,,4172264097,233,17,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242649,18,1,1,2,19,besu5lkqmra07drq1czpr0tk4,1,4.1,40.7,2023-04-08T14:03:00.747Z,2023-04-08T14:03:02Z,4172266823,140,60.9,4172266835,74,,4172266825,141,37.1,4172266819,124,,4172266827,212,59.7,4172266821,56,Center,4172266831,1,,4172266829,213,6.2,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242657,19,1,1,2,21,besu5lkqmra07drq1czpr0tk4,0,60.9,37.1,2023-04-08T14:03:02.524Z,2023-04-08T14:03:03Z,4172266891,213,6.3,4172266879,3,,4172266887,141,37.0,4172266883,56,Center,4172266885,140,67.6,4172266881,168,,4172266889,212,7.0,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242671,25,49,1,2,22,759fhii7hsnldanli06j5jmf6,1,36.1,67,2023-04-08T14:03:03.596Z,2023-04-08T14:03:03Z,,,,,,,,,,,,,,,,,,,,,,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242767,26,1,1,2,23,759fhii7hsnldanli06j5jmf6,0,35.8,67.6,2023-04-08T14:03:04.292Z,2023-04-08T14:03:07Z,4172267353,212,39.4,4172267355,213,0.0,4172267349,140,73.3,4172267357,1,,4172267351,141,69.1,4172267345,155,,4172267347,56,Center,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242815,20,49,1,2,28,besu5lkqmra07drq1czpr0tk4,1,20.7,32.8,2023-04-08T14:03:09.403Z,2023-04-08T14:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242913,21,1,1,2,28,besu5lkqmra07drq1czpr0tk4,1,20.7,32.8,2023-04-08T14:03:09.749Z,2023-04-08T14:03:14Z,4172268067,140,6.9,4172268071,212,15.6,4172268073,213,2.8,4172268069,141,41.2,4172268065,56,Back,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242941,22,1,1,2,33,besu5lkqmra07drq1czpr0tk4,0,8.8,43.6,2023-04-08T14:03:14.243Z,2023-04-08T14:03:15Z,4172268181,56,Center,4172268189,213,6.2,4172268179,155,,4172268191,1,,4172268187,212,46.3,4172268183,140,52.5,4172268185,141,34.8,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530242991,27,1,1,2,35,759fhii7hsnldanli06j5jmf6,0,44.7,74.8,2023-04-08T14:03:16.203Z,2023-04-08T14:03:17Z,4172268447,212,18.8,4172268443,140,60.5,4172268445,141,87.8,4172268441,56,Left,4172268439,3,,4172268449,213,0.5,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243055,23,1,1,2,38,besu5lkqmra07drq1czpr0tk4,1,37.6,7.7,2023-04-08T14:03:19.075Z,2023-04-08T14:03:20Z,4172268803,213,6.0,4172268801,212,10.2,4172268797,140,47.0,4172268795,56,Back,4172268799,141,3.8,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243039,28,43,1,2,38,759fhii7hsnldanli06j5jmf6,1,0,0,2023-04-08T14:03:19.364Z,2023-04-08T14:03:40Z,4172268725,56,Left,4172268727,285,0,4172270917,144,7,,,,,,,,,,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243117,24,1,1,2,39,besu5lkqmra07drq1czpr0tk4,1,47,3.8,2023-04-08T14:03:20.851Z,2023-04-08T14:55:39Z,4172269113,213,2.9,4172269085,56,Back,4172269111,212,14.1,4172269109,141,7.9,4172269087,140,33.8,,,,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243157,25,1,1,2,42,besu5lkqmra07drq1czpr0tk4,1,33.8,7.9,2023-04-08T14:03:23.260Z,2023-04-08T14:55:48Z,4172269285,213,0.2,4172269283,212,30.6,4172269279,140,62.2,4172269277,56,Right,4172269281,141,18.3,4172608979,155,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243283,26,1,1,2,43,besu5lkqmra07drq1czpr0tk4,1,63.3,17.1,2023-04-08T14:03:24.555Z,2023-04-08T14:03:30Z,4172269883,213,6.1,4172269869,56,Right,4172269873,140,85.9,4172269881,212,24.3,4172269865,155,,4172269877,141,9.1,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243293,27,1,1,2,49,besu5lkqmra07drq1czpr0tk4,0,95.2,6.5,2023-04-08T14:03:30.451Z,2023-04-08T17:07:06Z,4172269905,155,,4172269911,141,11.4,4173174973,20,,4172269915,213,1.1,4172270065,236,,4172269903,2,,4172270071,286,,4172269907,56,Right,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,4172269909,140,96.9,4172269913,212,3.8,4172270067,233,29,4173174971,224,,,,,,,,,,,,,,,,,,,,,
