id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2537057337,7,1,1,0,16,besu5lkqmra07drq1czpr0tk4,1,55.9,15.9,2023-04-22T14:01:47.088Z,2023-04-22T18:30:47Z,4208456063,213,3.8,4208456051,140,50.7,4208456047,56,Right,4210335033,178,,4208456059,212,6.8,4208456055,141,10.0,,,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057397,8,1,1,0,17,besu5lkqmra07drq1czpr0tk4,0,52.1,4,2023-04-22T14:01:47.883Z,2023-04-22T18:30:53Z,4208456341,155,,4208456351,213,0.4,4208456343,56,Right,4210335591,178,,4208456347,141,19.4,4208456349,212,27.7,4208456345,140,76.5,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057451,5,1,1,0,19,4qdzzur2cuuridyb0jso8mksi,0,22.5,80.4,2023-04-22T14:01:49.563Z,2023-04-22T18:31:04Z,4208456597,212,11.9,4208456605,213,0.1,4210336367,178,,4208456587,3,,4208456589,56,Back,4208456593,141,81.6,4208456591,140,33.8,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057511,9,1,1,0,21,besu5lkqmra07drq1czpr0tk4,1,58.2,27,2023-04-22T14:01:51.191Z,2023-04-22T18:31:08Z,4208456905,212,8.1,4210336757,388,,4208456901,141,25.9,4208456899,140,65.9,4208456895,3,,4208456897,56,Center,4208456911,213,6.2,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057525,10,1,1,0,22,besu5lkqmra07drq1czpr0tk4,0,68.9,25.5,2023-04-22T14:01:52.519Z,2023-04-22T18:31:14Z,4210337171,178,,4208456947,212,9.0,4208456945,141,38.0,4208456951,213,1.9,4208456937,56,Center,4208456939,140,66.1,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057561,6,49,1,0,24,4qdzzur2cuuridyb0jso8mksi,1,32,62.9,2023-04-22T14:01:54.321Z,2023-04-22T18:31:19Z,,,,,,,,,,,,,,,,,,,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057569,7,1,1,0,24,4qdzzur2cuuridyb0jso8mksi,0,31.1,64.3,2023-04-22T14:01:54.362Z,2023-04-22T18:31:25Z,4208457169,213,0.4,4208457165,212,12.6,4208457149,155,,4208457157,140,42.1,4210337993,178,,4208457161,141,71.8,4208457153,56,Back,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057723,8,81,1,0,24,4qdzzur2cuuridyb0jso8mksi,0,42.1,71.8,2023-04-22T14:01:54.565Z,2023-04-22T18:31:34Z,4208457905,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058111,11,68,1,0,40,besu5lkqmra07drq1czpr0tk4,0,0,0,2023-04-22T14:02:10.272Z,2023-04-22T18:32:06Z,4209768945,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058131,9,68,1,0,41,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-04-22T14:02:11.962Z,2023-04-22T18:32:31Z,4208459781,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058301,10,1,1,0,43,4qdzzur2cuuridyb0jso8mksi,1,34.3,60.8,2023-04-22T14:02:13.194Z,2023-04-22T18:32:25Z,4208460489,141,25.3,4208460479,56,Back,4209770389,189,,4210342991,178,,4208460497,213,4.5,4208460495,212,24.5,4208460483,140,30.1,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058341,11,1,1,0,45,4qdzzur2cuuridyb0jso8mksi,0,32.5,16.1,2023-04-22T14:02:15.877Z,2023-04-22T18:32:40Z,4208460659,1,,4208460657,213,6.2,4208460655,212,48.4,4210344809,178,,4208460649,56,Right,4208460647,155,,4208460653,141,11.0,4208460651,140,78.5,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058431,12,1,1,0,48,besu5lkqmra07drq1czpr0tk4,1,20.5,85.3,2023-04-22T14:02:18.742Z,2023-04-22T18:32:49Z,4208461095,212,7.4,4208461097,213,6.1,4210345527,388,,4208461087,3,,4208461089,56,Back,4208461091,140,27.4,4208461093,141,83.3,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058443,13,44,1,0,50,besu5lkqmra07drq1czpr0tk4,1,29.2,81.1,2023-04-22T14:02:20.669Z,2023-04-23T06:50:34Z,4208461137,56,Back,4208461139,285,,4208461247,233,12,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058429,12,44,1,0,50,4qdzzur2cuuridyb0jso8mksi,0,70.8,18.9,2023-04-22T14:02:20.670Z,2023-04-22T18:32:58Z,4208461077,286,,4208461073,56,Right,4208461329,233,13,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058471,14,1,1,0,50,besu5lkqmra07drq1czpr0tk4,0,27.3,82.7,2023-04-22T14:02:20.752Z,2023-04-23T06:50:34Z,4208461267,3,,4208461271,56,Back,4208461277,212,5.6,4210347047,388,,4208461269,168,,4208461273,140,32.2,4208461279,213,5.9,4208461275,141,79.3,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058567,13,1,1,0,52,4qdzzur2cuuridyb0jso8mksi,1,61.8,15.9,2023-04-22T14:02:22.584Z,2023-04-22T18:33:12Z,4208461783,141,7.7,4208461781,140,53.8,4210347799,178,,4208461779,56,Right,4208461785,212,10.1,4208461789,213,3.7,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058589,14,1,1,0,54,4qdzzur2cuuridyb0jso8mksi,0,53.5,4.9,2023-04-22T14:02:24.945Z,2023-04-22T18:33:19Z,4208461883,141,4.3,4208461895,233,15,4208461899,286,,4208461873,155,,4208461879,140,57.8,4208461893,236,,4208461885,212,4.5,4210348501,178,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,4208461877,56,Right,4208461887,213,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058573,15,74,1,0,54,besu5lkqmra07drq1czpr0tk4,1,44.3,92.6,2023-04-22T14:02:25.008Z,2023-04-22T18:33:25Z,4208461807,56,Back,4208461917,233,14,4210349029,178,,4208461811,285,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059201,15,5,1,0,56,4qdzzur2cuuridyb0jso8mksi,1,52.1,-2,2023-04-22T14:02:26.786Z,2023-04-22T18:33:32Z,4208465005,233,16,4208464999,56,Right,4208465001,347,,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058605,16,5,1,0,56,besu5lkqmra07drq1czpr0tk4,0,47.9,102,2023-04-22T14:02:26.786Z,2023-04-22T18:33:32Z,4208462005,347,,4208465095,233,15,4208462003,56,Back,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059277,16,1,1,1,14,4qdzzur2cuuridyb0jso8mksi,1,56.7,0,2023-04-22T14:02:44.720Z,2023-04-22T18:33:36Z,4208465407,140,68.7,4208465417,212,15.4,4208465415,141,11.1,4208465421,213,0.6,4208465399,107,,4208465401,56,Right,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059299,17,44,1,1,16,4qdzzur2cuuridyb0jso8mksi,1,73.5,11.1,2023-04-22T14:02:46.519Z,2023-04-23T06:50:35Z,4208465531,233,17,4208465497,286,,4208465495,56,Right,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059265,17,44,1,1,16,besu5lkqmra07drq1czpr0tk4,0,26.5,88.9,2023-04-22T14:02:46.520Z,2023-04-22T18:33:41Z,4208465343,285,,4208465341,56,Back,4208465571,233,17,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059339,18,1,1,1,16,4qdzzur2cuuridyb0jso8mksi,0,68.7,11.1,2023-04-22T14:02:46.548Z,2023-04-23T06:50:35Z,4210350751,388,,4208465703,140,71.2,4208465701,56,Right,4208465707,212,5.3,4208465709,213,1.1,4208465705,141,17.9,4208465697,3,,4208465699,168,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059367,18,1,1,1,17,besu5lkqmra07drq1czpr0tk4,1,24.5,73.3,2023-04-22T14:02:47.823Z,2023-04-22T18:33:50Z,4208465829,140,29.4,4208465833,141,76.9,4208465825,56,Back,4210351139,388,,4208465821,3,,4208465837,212,5.7,4208465841,213,0.4,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059423,19,1,1,1,18,besu5lkqmra07drq1czpr0tk4,1,29.6,77,2023-04-22T14:02:48.953Z,2023-04-22T18:34:16Z,4208466117,213,2.2,4208466109,141,90.3,4208466105,140,23.7,4208466097,3,,4208466099,56,Back,4210353325,178,,4208466111,212,11.0,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059431,20,49,1,1,20,besu5lkqmra07drq1czpr0tk4,1,23.7,90.5,2023-04-22T14:02:50.152Z,2023-04-22T18:34:21Z,,,,,,,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059541,21,1,1,1,20,besu5lkqmra07drq1czpr0tk4,0,23.7,90.5,2023-04-22T14:02:50.206Z,2023-04-22T18:34:26Z,4208466683,56,Center,4208466681,157,,4210354089,178,,4208466695,213,5.9,4208466697,1,,4208466693,212,37.1,4208466685,140,57.0,4208466689,141,72.3,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059563,19,8,1,1,23,4qdzzur2cuuridyb0jso8mksi,1,41.4,25.8,2023-04-22T14:02:53.794Z,2023-04-22T18:34:34Z,4208466843,56,Back,4210354707,178,,4209779603,384,,,,,,,,,,,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059619,20,49,1,1,24,4qdzzur2cuuridyb0jso8mksi,1,38.2,38.3,2023-04-22T14:02:55.093Z,2023-04-22T18:34:39Z,,,,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059801,21,1,1,1,25,4qdzzur2cuuridyb0jso8mksi,1,37.3,38.8,2023-04-22T14:02:55.149Z,2023-04-22T18:34:43Z,4208468039,141,71.1,4208468035,56,Back,4208468037,140,35.2,4208468041,212,22.1,4208468043,213,1.7,4210355375,178,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059907,22,1,1,1,31,4qdzzur2cuuridyb0jso8mksi,1,58.8,88.3,2023-04-22T14:03:01.521Z,2023-04-22T18:34:48Z,4208468553,213,0.3,4208468541,140,71.1,4208468549,212,13.6,4208468547,141,94.5,4210355749,178,,4208468535,56,Left,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059981,23,1,1,1,32,4qdzzur2cuuridyb0jso8mksi,1,71.1,94.5,2023-04-22T14:03:03.055Z,2023-04-22T18:34:52Z,4208468903,56,Left,4210356075,178,,4208468909,141,88.6,4208468907,140,62.2,4208468911,212,10.2,4208468913,213,3.5,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060187,24,1,1,1,35,4qdzzur2cuuridyb0jso8mksi,1,59.8,92.3,2023-04-22T14:03:05.920Z,2023-04-22T18:34:56Z,4208469889,141,86.5,4208469879,56,Back,4210356389,178,,4208469897,212,21.5,4208469903,213,3.3,4208469883,140,39.7,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060497,25,1,1,1,41,4qdzzur2cuuridyb0jso8mksi,1,24.5,88.1,2023-04-22T14:03:11.484Z,2023-04-22T18:35:01Z,4208471409,56,Back,4208471415,212,30.3,4208471417,213,4.5,4208471413,141,44.5,4210356755,178,,4208471411,140,18.7,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060655,26,1,1,1,49,4qdzzur2cuuridyb0jso8mksi,1,42.4,29.5,2023-04-22T14:03:19.544Z,2023-04-22T18:35:08Z,4210357119,178,,4208472207,141,3.4,4208472209,212,28.9,4208472205,140,64.1,4208472211,213,5.6,4208472203,56,Right,4208472201,155,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060675,27,3,1,1,52,4qdzzur2cuuridyb0jso8mksi,0,72.2,4.6,2023-04-22T14:03:22.414Z,2023-04-23T02:25:26Z,4208472295,286,,4210240745,465,,4208472403,233,22,4208472293,56,Right,4210357955,178,,4210357957,21,,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060637,22,7,1,1,52,besu5lkqmra07drq1czpr0tk4,1,27.8,95.4,2023-04-22T14:03:22.442Z,2023-04-23T02:25:30Z,4210358535,178,,4208472095,285,,4208472353,233,27,4208472093,56,Back,4209783231,385,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060727,23,5,1,1,54,besu5lkqmra07drq1czpr0tk4,0,31.6,101.7,2023-04-22T14:03:24.531Z,2023-04-22T18:35:37Z,4208510343,233,28,4208472601,56,Back,4208472603,347,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060919,28,5,1,1,54,4qdzzur2cuuridyb0jso8mksi,1,68.4,-1.7,2023-04-22T14:03:24.531Z,2023-04-22T18:35:36Z,4208473527,56,Right,4208473529,347,,4208510279,233,23,,,,,,,,,,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060995,29,1,1,2,1,4qdzzur2cuuridyb0jso8mksi,1,62.2,0,2023-04-22T14:03:31.855Z,2023-04-22T18:35:46Z,4208473881,56,Right,4208473883,140,72.4,4208473887,212,15.1,4208473885,141,13.8,4208473879,107,,4208473891,213,0.8,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061041,30,1,1,2,2,4qdzzur2cuuridyb0jso8mksi,1,72.3,13.4,2023-04-22T14:03:32.921Z,2023-04-22T18:35:54Z,4209785393,156,,4208474147,213,4.3,4208474145,212,8.2,4208474143,141,2.2,4208474141,140,69.5,4210360525,178,,4208474139,56,Right,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061075,31,1,1,2,4,4qdzzur2cuuridyb0jso8mksi,1,69.5,2.2,2023-04-22T14:03:34.846Z,2023-04-22T18:35:58Z,4210360839,178,,4208474339,213,2.4,4208474337,212,8.6,4208474335,141,10.7,4208474331,56,Right,4208474333,140,63.4,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061125,32,1,1,2,5,4qdzzur2cuuridyb0jso8mksi,1,63.4,10.7,2023-04-22T14:03:35.369Z,2023-04-22T18:36:01Z,4208474583,141,11.0,4208474581,140,72.1,4210361095,178,,4208474579,56,Right,4208474585,212,9.1,4208474587,213,0.0,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061151,33,1,1,2,7,4qdzzur2cuuridyb0jso8mksi,0,69.6,11.4,2023-04-22T14:03:37.607Z,2023-04-22T18:36:11Z,4210361775,178,,4208474747,212,0.2,4208475017,286,,4208474751,213,2.0,4208475013,233,24,4208474743,141,11.7,4208475011,236,,4208474739,140,69.5,7qd78ivuyspmb0fno5vdetat,I. Niskanen,4208474737,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061175,24,74,1,2,7,besu5lkqmra07drq1czpr0tk4,1,21.2,85.4,2023-04-22T14:03:37.664Z,2023-04-22T18:36:17Z,4208475055,233,33,4210362277,178,,4208474879,56,Back,4208474881,285,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061231,25,49,1,2,8,besu5lkqmra07drq1czpr0tk4,1,16.5,93.5,2023-04-22T14:03:38.973Z,2023-04-22T18:36:24Z,,,,,,,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
