id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2527333355,8,1,1,0,20,dvnjvad3p09dugr79gktlrtll,1,31.2,39.2,2023-04-02T11:01:52.326Z,2023-04-02T16:21:52Z,4158668959,178,,4156825919,140,35.8,4156825923,212,22.5,4156825925,213,1.4,4156825917,56,Back,4156825921,141,71.5,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333463,9,1,1,0,27,dvnjvad3p09dugr79gktlrtll,1,71.7,94.2,2023-04-02T11:01:59.620Z,2023-04-02T16:21:58Z,4156826587,56,Left,4156826591,141,97.1,4156826589,140,84.0,4156826593,212,13.1,4158669327,178,,4156826595,213,0.2,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333475,10,1,1,0,32,dvnjvad3p09dugr79gktlrtll,0,91.7,93.2,2023-04-02T11:02:04.477Z,2023-04-02T16:22:08Z,4156826671,56,Left,4156826669,155,,4156826679,213,5.0,4158083289,72,,4158670115,178,,4156826667,2,,4156826677,212,5.8,4156826673,140,93.2,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,4156826675,141,85.0,4158083287,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333547,3,12,1,0,33,87coxipr6ls77tnlba3eselx0,1,4.1,22.7,2023-04-02T11:02:05.205Z,2023-04-02T16:22:38Z,4158672499,178,,4156827047,141,13.4,4156827041,140,3.5,4156827049,212,6.4,4156827037,56,Back,4156827051,213,4.6,,,,,,,atzpueujhh1u79b8ijhufob9w,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333573,4,12,1,0,34,87coxipr6ls77tnlba3eselx0,1,3.5,13.4,2023-04-02T11:02:06.550Z,2023-04-02T16:22:43Z,4156827235,167,,4156827175,213,5.7,4156827173,212,19.1,4156827167,56,Back,4156827169,140,18.8,4158672871,178,,4156827171,141,0.0,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333579,5,5,1,0,35,87coxipr6ls77tnlba3eselx0,0,20.4,-1.6,2023-04-02T11:02:07.771Z,2023-04-02T16:22:49Z,4156827207,56,Back,4156827211,347,,4156827671,233,11,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333641,11,5,1,0,35,dvnjvad3p09dugr79gktlrtll,1,79.6,101.6,2023-04-02T11:02:07.771Z,2023-04-02T16:22:49Z,4156827603,56,Left,4156827657,233,5,4156827605,347,,,,,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333669,12,1,1,0,41,dvnjvad3p09dugr79gktlrtll,1,81.7,100,2023-04-02T11:02:13.948Z,2023-04-02T16:22:53Z,4156827783,140,79.3,4156827785,141,93.5,4156827779,107,,4156827781,56,Left,4156827789,213,4.3,4156827787,212,6.3,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333759,13,1,1,0,42,dvnjvad3p09dugr79gktlrtll,1,79.3,93.5,2023-04-02T11:02:14.916Z,2023-04-02T16:22:58Z,4158673711,178,,4156828325,212,3.8,4156828319,56,Left,4156828323,141,98.7,4156828321,140,80.5,4156828329,213,1.2,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333873,14,1,1,0,48,dvnjvad3p09dugr79gktlrtll,1,77.3,94.1,2023-04-02T11:02:20.761Z,2023-04-02T16:23:03Z,4156828903,140,85.5,4158674093,178,,4156828905,141,96.2,4156828909,213,0.2,4156828901,56,Left,4156828907,212,8.7,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333887,15,1,1,0,51,dvnjvad3p09dugr79gktlrtll,0,93.2,90.7,2023-04-02T11:02:23.708Z,2023-04-02T16:23:07Z,4156828973,141,16.9,4156828963,2,,4158099441,1,,4156828975,212,50.3,4158094817,224,,4156828969,140,90.6,4158094819,72,,4156828977,213,4.7,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,4156828967,56,Right,4158674425,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334685,19,60,1,0,52,dvnjvad3p09dugr79gktlrtll,0,0,0,2023-04-02T11:02:24.772Z,2023-04-02T16:23:30Z,4156833253,56,Center,,,,,,,,,,,,,,,,,,,,,,96vt6e4xjci5gll0ogsnlfg89,K. Furuhashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334015,7,49,1,0,57,87coxipr6ls77tnlba3eselx0,1,10.6,75.7,2023-04-02T11:02:29.800Z,2023-04-02T16:23:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527333961,6,43,1,0,57,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-02T11:02:29.912Z,2023-04-02T14:26:30Z,4158098831,144,61,4156829381,56,Back,,,,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334173,8,1,1,0,59,87coxipr6ls77tnlba3eselx0,1,14.4,87.5,2023-04-02T11:02:31.881Z,2023-04-02T16:23:49Z,4156830529,213,5.9,4156830521,56,Back,4158677165,178,,4156830527,212,17.1,4156830523,140,29.7,4156830525,141,79.1,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334183,9,61,1,1,0,87coxipr6ls77tnlba3eselx0,1,32.2,79.1,2023-04-02T11:02:32.844Z,2023-04-02T16:24:03Z,4156830593,56,Back,4158678445,178,,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334461,10,50,1,1,2,87coxipr6ls77tnlba3eselx0,1,36.8,95,2023-04-02T11:02:34.876Z,2023-04-02T16:24:09Z,4156834523,286,,4156832059,56,Back,4156834633,233,17,,,,,,,,,,,,,,,,156hlg4mne48ct15fm5qtpjo5,G. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334193,17,7,1,1,2,dvnjvad3p09dugr79gktlrtll,1,63.2,5,2023-04-02T11:02:34.987Z,2023-04-02T16:24:12Z,4156830641,167,,4158679157,178,,4156834611,233,10,4158109121,385,,4156834617,285,,4156830643,56,Right,,,,,,,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334633,11,5,1,1,3,87coxipr6ls77tnlba3eselx0,1,37.5,101.4,2023-04-02T11:02:35.817Z,2023-04-02T16:24:19Z,4156833831,233,18,4156832961,56,Back,4156832963,347,,,,,,,,,,,,,,,,,156hlg4mne48ct15fm5qtpjo5,G. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334211,18,5,1,1,3,dvnjvad3p09dugr79gktlrtll,0,62.5,-1.4,2023-04-02T11:02:35.817Z,2023-04-02T16:24:19Z,4156833917,233,11,4156830741,56,Right,4156830743,347,,,,,,,,,,,,,,,,,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334113,16,43,1,1,5,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-04-02T11:02:37.175Z,2023-04-02T11:03:51Z,4156830189,155,0,4156830197,212,0,4156830191,56,Right,4156830199,213,0,4156830187,2,0,4156830195,141,6.8,4156840013,144,1,4156830193,140,66.7,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334749,12,1,1,1,16,87coxipr6ls77tnlba3eselx0,1,40.9,100,2023-04-02T11:02:49.016Z,2023-04-02T16:24:35Z,4156833595,56,Left,4156837311,189,,4156833603,213,6.1,4156833597,140,54.9,4156833591,107,,4156833599,141,96.9,4156833601,212,15.1,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334773,13,61,1,1,19,87coxipr6ls77tnlba3eselx0,0,54.9,96.9,2023-04-02T11:02:51.756Z,2023-04-02T16:25:09Z,4158682167,178,,4156833689,56,Left,,,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334777,14,5,1,1,21,87coxipr6ls77tnlba3eselx0,0,55.5,101.4,2023-04-02T11:02:53.960Z,2023-04-02T16:25:03Z,4156833705,56,Left,4156834165,233,20,4156833707,347,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334847,20,5,1,1,21,dvnjvad3p09dugr79gktlrtll,1,44.5,-1.4,2023-04-02T11:02:53.960Z,2023-04-02T16:25:03Z,4156834093,233,14,4156834057,56,Back,4156834059,347,,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334901,21,1,1,1,32,dvnjvad3p09dugr79gktlrtll,1,44.5,0,2023-04-02T11:03:04.621Z,2023-04-02T16:25:12Z,4156834355,141,13.2,4156834353,140,38.4,4156834349,107,,4156834357,212,12.0,4156834359,213,2.1,4156834351,56,Back,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334935,22,1,1,1,33,dvnjvad3p09dugr79gktlrtll,1,38.4,13.2,2023-04-02T11:03:05.424Z,2023-04-02T16:25:21Z,4156834503,141,5.9,4156834499,56,Back,4158683865,178,,4156834505,212,6.5,4156834501,140,42.4,4156834507,213,5.4,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334955,23,1,1,1,34,dvnjvad3p09dugr79gktlrtll,1,42.4,5.9,2023-04-02T11:03:06.513Z,2023-04-02T16:25:24Z,4156834641,141,9.5,4158684089,178,,4156834645,213,2.9,4156834639,140,34.6,4156834637,56,Back,4156834643,212,8.5,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335025,24,1,1,1,35,dvnjvad3p09dugr79gktlrtll,1,34.6,9.5,2023-04-02T11:03:07.711Z,2023-04-02T16:25:30Z,4158684369,178,,4156835011,141,10.3,4156835017,213,3.1,4156835003,56,Back,4156835007,140,12.0,4156835015,212,23.7,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335071,25,1,1,1,38,dvnjvad3p09dugr79gktlrtll,1,11.6,11.3,2023-04-02T11:03:10.276Z,2023-04-02T16:25:36Z,4156835319,140,27.8,4156835323,212,20.5,4156835325,213,0.6,4156835317,56,Back,4156835321,141,28.2,4158685077,178,,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335119,26,1,1,1,39,dvnjvad3p09dugr79gktlrtll,1,27.9,28.3,2023-04-02T11:03:11.540Z,2023-04-02T16:25:40Z,4156835601,141,35.5,4156835609,213,2.9,4156835597,140,10.7,4156835593,56,Back,4156835605,212,18.7,4158685421,178,,,,,,,,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335167,27,1,1,1,42,dvnjvad3p09dugr79gktlrtll,1,9.5,35.2,2023-04-02T11:03:14.202Z,2023-04-02T16:25:42Z,4156835891,141,68.4,4156835887,56,Back,4158685627,178,,4156835889,140,20.4,4156835893,212,25.3,4156835895,213,1.1,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335267,28,1,1,1,45,dvnjvad3p09dugr79gktlrtll,1,22.3,73.3,2023-04-02T11:03:17.766Z,2023-04-02T16:25:44Z,4156836451,141,90.6,4156836449,140,27.8,4156836453,212,13.1,4156836447,56,Back,4156836455,213,1.1,4158685809,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335323,29,1,1,1,49,dvnjvad3p09dugr79gktlrtll,1,29.2,94.5,2023-04-02T11:03:21.294Z,2023-04-02T16:25:47Z,4156836765,212,15.2,4158686003,178,,4156836759,140,43.5,4156836763,141,98.3,4156836767,213,0.2,4156836755,56,Back,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335379,30,1,1,1,52,dvnjvad3p09dugr79gktlrtll,1,46.3,96.6,2023-04-02T11:03:24.366Z,2023-04-02T16:25:50Z,4156837081,213,5.3,4156837075,141,83.5,4156837073,140,51.9,4158686159,178,,4156837071,56,Left,4156837079,212,10.7,,,,,,,v6ddixs4xh5qjb67smsht23t,T. Iwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335527,31,1,1,1,54,dvnjvad3p09dugr79gktlrtll,1,52.3,77.3,2023-04-02T11:03:26.273Z,2023-04-02T16:25:57Z,4158686301,178,,4156837893,213,4.4,4156837885,56,Back,4156837889,141,38.6,4156837887,140,44.5,4156837891,212,27.6,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335727,32,2,1,1,58,dvnjvad3p09dugr79gktlrtll,1,59.2,38.5,2023-04-02T11:03:30.961Z,2023-04-02T16:26:01Z,4156838863,7,4x7o9h6ea8ldt9sxgz87vwycp,4156838865,1,,4158686721,178,,4156838871,141,88.1,4156838869,140,83.6,4156838867,56,Left,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335659,15,55,1,1,58,87coxipr6ls77tnlba3eselx0,1,18.4,22.2,2023-04-02T11:03:30.962Z,2023-04-02T16:26:01Z,,,,,,,,,,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336319,16,1,1,2,37,87coxipr6ls77tnlba3eselx0,1,21.5,17.6,2023-04-02T11:04:09.981Z,2023-04-02T16:26:04Z,4156842009,56,Center,4156842001,5,,4156842013,140,68.8,4156842003,155,,4156845157,1,,4156842017,141,21.3,4158686927,178,,4156842019,212,49.7,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,4156842005,241,,4156842023,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336441,17,44,1,2,41,87coxipr6ls77tnlba3eselx0,1,61,17.8,2023-04-02T11:04:13.161Z,2023-04-02T18:08:09Z,4156842649,233,33,4156842625,286,,4156842623,56,Right,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336371,33,44,1,2,41,dvnjvad3p09dugr79gktlrtll,0,39,82.2,2023-04-02T11:04:13.162Z,2023-04-02T16:26:09Z,4156842239,285,,4156842693,233,17,4156842237,56,Back,,,,,,,,,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336495,18,1,1,2,41,87coxipr6ls77tnlba3eselx0,0,56.8,8.9,2023-04-02T11:04:13.243Z,2023-04-02T18:08:10Z,4156842917,141,6.1,4156842915,140,77.6,4156842913,56,Right,4158687549,388,,4158117529,168,,4156842911,3,,4156842919,212,21.9,4156842921,213,6.2,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336453,34,61,1,2,42,dvnjvad3p09dugr79gktlrtll,0,14.4,88.6,2023-04-02T11:04:15.001Z,2023-04-02T16:26:24Z,4158688297,178,,4156842681,56,Back,4158688293,21,,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336501,19,61,1,2,43,87coxipr6ls77tnlba3eselx0,0,77.7,6.1,2023-04-02T11:04:15.611Z,2023-04-02T16:26:35Z,4156842949,56,Right,4158689115,178,,,,,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336557,35,61,1,2,45,dvnjvad3p09dugr79gktlrtll,0,5.8,93.2,2023-04-02T11:04:17.120Z,2023-04-02T16:26:45Z,4156843235,56,Back,4158689877,178,,,,,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
