id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/13/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2443567133,5,12,1,0,9,alyavx3ad35bp1xuwmqk7sgev,1,28.1,74.7,2022-08-07T19:33:16.165Z,2022-08-10T08:00:28Z,3692801931,213,1.1,3692801923,56,Back,3696659557,178,,3692801929,212,11.3,3692801925,140,33.2,3692801927,141,89.3,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567197,8,1,1,0,12,alyavx3ad35bp1xuwmqk7sgev,1,26.6,86.2,2022-08-07T19:33:18.912Z,2022-08-10T07:57:24Z,3692802205,212,11.9,3692802199,56,Back,3692802201,140,36.6,3692802207,213,5.8,3692802203,141,78.1,3696659721,178,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567139,6,49,1,0,14,alyavx3ad35bp1xuwmqk7sgev,1,33.2,89.3,2022-08-07T19:33:20.219Z,2022-08-10T07:55:06Z,,,,,,,,,,,,,,,,,,,,,,,,,duv5kjxwj07cwmfz8x200qyqy,Batxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567201,9,50,1,0,15,alyavx3ad35bp1xuwmqk7sgev,1,35.4,76.6,2022-08-07T19:33:21.212Z,2022-08-10T14:02:33Z,3692802241,56,Back,3692802243,286,,3692802331,233,8,,,,,,,,,,,,,,,,duv5kjxwj07cwmfz8x200qyqy,Batxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567213,8,7,1,0,15,8gvg1ranyf93hprfkwx3ofl2y,1,64.6,23.4,2022-08-07T19:33:21.385Z,2022-08-10T08:03:13Z,3692802299,285,,3696663843,178,,3692802297,56,Center,3692802315,233,9,3695343839,384,,,,,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567155,7,1,1,0,15,alyavx3ad35bp1xuwmqk7sgev,0,33.2,89.3,2022-08-07T19:33:21.566Z,2022-08-10T14:33:17Z,3692802035,212,7.2,3692802033,141,86.2,3696659787,178,,3692802031,140,26.6,3692802037,213,3.4,3692802029,56,Back,,,,,,,duv5kjxwj07cwmfz8x200qyqy,Batxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567215,9,49,1,0,16,8gvg1ranyf93hprfkwx3ofl2y,1,66,19.8,2022-08-07T19:33:22.649Z,2022-08-10T08:37:25Z,,,,,,,,,,,,,,,,,,,,,,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567229,10,1,1,0,16,8gvg1ranyf93hprfkwx3ofl2y,1,66,19.8,2022-08-07T19:33:23.065Z,2022-08-10T08:37:33Z,3692802389,213,5.5,3692802375,56,Right,3692802385,212,10.8,3692802381,141,8.6,3692802377,140,73.3,3696683383,178,,,,,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567271,11,1,1,0,19,8gvg1ranyf93hprfkwx3ofl2y,1,72.3,5.6,2022-08-07T19:33:25.982Z,2022-08-10T08:37:52Z,3692802571,141,6.2,3692802575,213,3.1,3692802567,56,Right,3696683565,178,,3692802569,140,59.8,3692802573,212,13.1,,,,,,,53sq02gs09i7chjvx2zfwdaz9,Rúben Lameiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567325,12,1,1,0,22,8gvg1ranyf93hprfkwx3ofl2y,1,56.1,6.7,2022-08-07T19:33:28.613Z,2022-08-10T08:38:03Z,3692802905,140,39.4,3692802909,141,21.9,3696683673,178,,3692802915,213,2.6,3692802903,56,Back,3692802913,212,20.4,,,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567367,13,1,1,0,26,8gvg1ranyf93hprfkwx3ofl2y,1,38.5,25.5,2022-08-07T19:33:32.373Z,2022-08-10T08:38:12Z,3692803125,213,1.9,3692803123,212,24.9,3692803111,56,Back,3696683715,178,,3692803115,140,30.5,3692803119,141,60.0,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567429,14,1,1,0,30,8gvg1ranyf93hprfkwx3ofl2y,1,33.2,67.6,2022-08-07T19:33:36.549Z,2022-08-10T08:38:24Z,3692803411,140,39.7,3692803417,213,1.2,3692803409,56,Back,3696683803,178,,3692803415,212,18.8,3692803413,141,93.3,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567451,15,1,1,0,33,8gvg1ranyf93hprfkwx3ofl2y,1,38.6,79.7,2022-08-07T19:33:39.270Z,2022-08-10T08:38:35Z,3692803505,141,84.5,3692803509,213,2.9,3692803501,56,Back,3692803507,212,11.9,3692803503,140,27.7,3696683941,178,,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567459,16,1,1,0,35,8gvg1ranyf93hprfkwx3ofl2y,0,28.4,93.5,2022-08-07T19:33:41.612Z,2022-08-10T08:38:44Z,3696684017,178,,3692803547,56,Back,3692803555,213,0.1,3692803553,212,8.8,3692803549,140,36.7,3692803551,141,94.7,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567471,10,8,1,0,35,alyavx3ad35bp1xuwmqk7sgev,1,68.7,3.8,2022-08-07T19:33:41.659Z,2022-08-10T08:38:56Z,3696684119,178,,3692803601,56,Right,3695344367,384,,,,,,,,,,,,,,,,,361pxz5e33ydl2c3t63a9kzc9,Bernardo Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567495,11,61,1,0,37,alyavx3ad35bp1xuwmqk7sgev,0,78.1,3.1,2022-08-07T19:33:43.558Z,2022-08-10T08:39:10Z,3692803711,56,Right,3696684201,178,,,,,,,,,,,,,,,,,,,,1bpopqr7cuikh6s6sk4ij31ed,Héctor Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567485,17,43,1,0,39,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-08-07T19:33:45.838Z,2022-08-09T13:24:38Z,3695344887,144,49,,,,,,,,,,,,,,,,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567559,18,1,1,0,40,8gvg1ranyf93hprfkwx3ofl2y,1,23.6,94.4,2022-08-07T19:33:46.201Z,2022-08-10T08:39:18Z,3692804135,140,8.1,3692804139,212,26.0,3692804137,141,64.5,3696684265,178,,3692804133,56,Back,3692804141,213,4.0,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567583,19,1,1,0,44,8gvg1ranyf93hprfkwx3ofl2y,1,10.2,60,2022-08-07T19:33:50.879Z,2022-08-10T08:39:41Z,3692804283,213,4.9,3692804281,212,22.7,3696684455,178,,3692804277,140,14.7,3692804275,56,Back,3692804279,141,27.3,,,,,,,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567643,20,1,1,0,48,8gvg1ranyf93hprfkwx3ofl2y,1,15.5,27.1,2022-08-07T19:33:55.008Z,2022-08-10T08:39:54Z,3692804633,212,11.4,3692804627,56,Back,3692804629,140,26.1,3692804635,213,0.2,3692804631,141,31.0,3696684565,178,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567667,21,1,1,0,56,8gvg1ranyf93hprfkwx3ofl2y,1,34.5,28.2,2022-08-07T19:34:03.080Z,2022-08-10T08:40:03Z,3692804781,140,32.1,3692804787,213,1.7,3692804785,212,18.5,3692804779,56,Back,3696684639,178,,3692804783,141,55.1,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567735,22,1,1,0,58,8gvg1ranyf93hprfkwx3ofl2y,1,31.6,58.7,2022-08-07T19:34:05.121Z,2022-08-10T08:41:13Z,3692805141,213,1.9,3692805133,56,Back,3696685231,178,,3692805137,141,78.2,3692805135,140,26.7,3692805139,212,14.2,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567767,23,1,1,1,5,8gvg1ranyf93hprfkwx3ofl2y,1,28.7,84.1,2022-08-07T19:34:11.740Z,2022-08-10T08:41:25Z,3692805319,141,75.7,3692805315,56,Back,3692805317,140,38.3,3696685323,178,,3692805323,213,5.8,3692805321,212,11.6,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567807,24,1,1,1,7,8gvg1ranyf93hprfkwx3ofl2y,1,40.1,77.9,2022-08-07T19:34:14.051Z,2022-08-10T08:41:34Z,3692805507,140,53.1,3692805505,56,Left,3692805509,141,96.8,3692805511,212,18.7,3692805513,213,0.8,3696685411,178,,,,,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567823,25,1,1,1,11,8gvg1ranyf93hprfkwx3ofl2y,1,68.5,89,2022-08-07T19:34:18.018Z,2022-08-10T08:41:53Z,3692805607,213,5.0,3692805601,140,73.9,3692805599,56,Center,3696685583,178,,3692805605,212,21.9,3692805603,141,57.9,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567855,26,1,1,1,13,8gvg1ranyf93hprfkwx3ofl2y,1,74.1,57.9,2022-08-07T19:34:19.659Z,2022-08-10T08:42:05Z,3696685685,178,,3692805761,212,4.5,3692805757,140,75.8,3692805755,56,Center,3692805765,213,1.2,3692805759,141,64.0,,,,,,,53sq02gs09i7chjvx2zfwdaz9,Rúben Lameiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567859,27,50,1,1,14,8gvg1ranyf93hprfkwx3ofl2y,1,80,62.7,2022-08-07T19:34:20.461Z,2022-08-10T08:44:27Z,3692810779,233,13,3692805777,56,Center,3692805779,286,,,,,,,,,,,,,,,,,7jqin4ptb8of32u4e646mxwtm,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568053,13,7,1,1,14,alyavx3ad35bp1xuwmqk7sgev,0,20,37.3,2022-08-07T19:34:21.094Z,2022-08-10T08:44:29Z,3695345351,384,,3696686817,178,,3692806723,56,Back,3692806725,285,,3692810759,233,27,,,,,,,,,,3r7hk2j6ubc60if92cm6jbsyy,Kevin Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568277,30,2,1,1,14,8gvg1ranyf93hprfkwx3ofl2y,1,79.2,68,2022-08-07T19:34:21.122Z,2022-08-10T08:44:53Z,3696687041,178,,3692807817,140,84.6,3692807815,56,Center,3692808201,7,1ziaf8ivlizetjhinr9ua6uax,3692807819,141,68.2,,,,,,,,,,7jqin4ptb8of32u4e646mxwtm,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567981,12,55,1,1,14,alyavx3ad35bp1xuwmqk7sgev,1,17.9,37.3,2022-08-07T19:34:21.123Z,2022-08-10T08:44:53Z,,,,,,,,,,,,,,,,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444320289,804,43,1,1,17,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-07T19:34:23.379Z,2022-08-10T11:01:32Z,3696842873,178,0,3696849923,144,82,,,,,,,,,,,,,,,,,,,duv5kjxwj07cwmfz8x200qyqy,Batxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443567901,28,43,1,1,17,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-08-07T19:34:23.576Z,2022-08-07T19:35:07Z,3692805999,213,2.4,3692805993,140,85.5,3692805995,141,69.3,3692805991,56,Center,3692805997,212,3.1,3692808903,144,1,,,,,,,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444320315,805,43,1,1,18,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-07T19:34:24.642Z,2022-08-10T11:01:31Z,3696849889,144,82,3696843007,178,0,,,,,,,,,,,,,,,,,,,duv5kjxwj07cwmfz8x200qyqy,Batxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568201,29,43,1,1,18,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-08-07T19:34:24.823Z,2022-08-07T19:35:08Z,3692807493,56,Center,3692807501,213,4.0,3692809021,144,1,3692807495,140,82.6,3692807499,212,3.6,3692807497,141,65.8,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568373,14,1,1,1,48,alyavx3ad35bp1xuwmqk7sgev,1,15.3,42.4,2022-08-07T19:34:54.529Z,2022-08-10T08:46:21Z,3692808363,1,,3692808353,56,Left,3696687787,178,,3692808347,5,,3692808349,155,,3692808355,140,56.1,3692808359,212,54.5,3692808361,213,0.7,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,3692808351,241,3692808357,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568409,15,1,1,1,52,alyavx3ad35bp1xuwmqk7sgev,1,56.1,92,2022-08-07T19:34:59.048Z,2022-08-10T08:46:29Z,3692808523,140,43.7,3692808521,56,Back,3692808527,212,13.0,3696687989,178,,3692808525,141,91.7,3692808529,213,3.2,,,,,,,duv5kjxwj07cwmfz8x200qyqy,Batxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568457,16,1,1,1,56,alyavx3ad35bp1xuwmqk7sgev,1,41.7,87.2,2022-08-07T19:35:02.910Z,2022-08-10T08:46:44Z,3696688277,178,,3692808777,56,Back,3692808781,141,73.9,3692808779,140,28.5,3692808785,213,3.7,3692808783,212,16.5,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444323617,835,43,1,1,57,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-07T19:35:04.060Z,2022-08-10T11:08:21Z,3696862419,144,82,3696861859,178,0,,,,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568505,17,1,1,1,59,alyavx3ad35bp1xuwmqk7sgev,1,28.5,73.9,2022-08-07T19:35:05.860Z,2022-08-10T08:46:57Z,3692809029,140,29.2,3692809027,56,Back,3692809033,212,22.0,3692809031,141,41.6,3696688407,178,,3692809035,213,4.7,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568559,18,1,1,2,2,alyavx3ad35bp1xuwmqk7sgev,1,29.2,41.6,2022-08-07T19:35:08.953Z,2022-08-10T08:47:19Z,3696688547,178,,3692809303,140,29.2,3692809307,212,18.5,3692809301,56,Back,3692809305,141,68.8,3692809309,213,1.6,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568647,19,1,1,2,6,alyavx3ad35bp1xuwmqk7sgev,1,29.2,68.8,2022-08-07T19:35:13.021Z,2022-08-10T08:47:46Z,3692809729,141,35.2,3692809727,140,33.0,3692809733,213,4.9,3696688731,178,,3692809731,212,23.2,3692809723,56,Back,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568697,20,1,1,2,12,alyavx3ad35bp1xuwmqk7sgev,1,38.8,36.3,2022-08-07T19:35:18.678Z,2022-08-10T08:48:05Z,3692809963,212,21.9,3692809959,140,36.6,3692809965,213,1.7,3692809961,141,68.4,3696688819,178,,3692809957,56,Back,,,,,,,3r7hk2j6ubc60if92cm6jbsyy,Kevin Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568761,21,1,1,2,17,alyavx3ad35bp1xuwmqk7sgev,1,39.8,67.6,2022-08-07T19:35:23.259Z,2022-08-10T08:48:25Z,3692810283,212,21.6,3692810279,140,46.3,3696688943,178,,3692810285,213,1.2,3692810281,141,97.7,3692810277,56,Back,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568793,22,1,1,2,21,alyavx3ad35bp1xuwmqk7sgev,1,46.6,86.3,2022-08-07T19:35:28.088Z,2022-08-10T08:48:35Z,3696689015,178,,3692810463,140,32.1,3692810467,212,15.4,3692810469,213,3.0,3692810459,56,Back,3692810465,141,89.3,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568831,23,1,1,2,25,alyavx3ad35bp1xuwmqk7sgev,1,32.1,89.3,2022-08-07T19:35:31.720Z,2022-08-10T08:48:45Z,3692810697,213,4.5,3692810691,140,25.9,3692810695,212,29.6,3692810689,56,Back,3692810693,141,46.9,3696689123,178,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443568873,24,1,1,2,29,alyavx3ad35bp1xuwmqk7sgev,1,26.8,44.6,2022-08-07T19:35:35.259Z,2022-08-10T08:48:57Z,3692811005,140,41.6,3692811011,212,30.6,3692811015,213,5.2,3692811007,141,5.8,3692811003,56,Back,3696689217,178,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
