id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2482549387,13,1,1,0,42,cgvbluoerzbzcr7aaxge3wkcv,1,30.6,67.8,2022-11-06T15:32:23.834Z,2022-11-08T18:29:33Z,3903803673,178,,3899779645,56,Back,3899779647,140,28.9,3899779653,213,4.6,3899779651,212,13.5,3899779649,141,48.1,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549447,14,1,1,0,44,cgvbluoerzbzcr7aaxge3wkcv,1,28.3,46.6,2022-11-06T15:32:26.015Z,2022-11-08T18:29:35Z,3903803707,178,,3899780005,141,28.6,3899780007,212,12.6,3899780009,213,5.0,3899779997,56,Back,3899780001,140,31.3,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549511,15,1,1,0,47,cgvbluoerzbzcr7aaxge3wkcv,1,32.5,24.6,2022-11-06T15:32:28.501Z,2022-11-08T18:29:38Z,3899780309,141,16.4,3899780315,1,,3903803743,178,,3899780307,140,65.6,3899780305,56,Right,3899780313,213,6.1,3899780311,212,35.2,3899780303,155,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549539,16,1,1,0,49,cgvbluoerzbzcr7aaxge3wkcv,1,65.6,16.4,2022-11-06T15:32:30.405Z,2022-11-08T18:29:48Z,3899780441,56,Center,3899780455,213,1.6,3899780447,141,33.3,3899780445,140,64.8,3903803989,21,,3903803987,178,,3899780451,212,11.5,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549581,17,1,1,0,51,cgvbluoerzbzcr7aaxge3wkcv,1,65.1,34.3,2022-11-06T15:32:32.375Z,2022-11-08T18:29:53Z,3899780621,141,60.0,3899780623,212,18.9,3899780617,140,72.0,3903804059,178,,3899780613,56,Center,3899780625,213,1.2,,,,,,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549723,18,1,1,0,53,cgvbluoerzbzcr7aaxge3wkcv,1,75.5,61.2,2022-11-06T15:32:34.741Z,2022-11-08T18:29:57Z,3899781387,56,Center,3899781389,140,86.9,3899781395,213,0.8,3903804131,178,,3899781391,141,77.7,3899781393,212,16.4,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549769,19,1,1,0,58,cgvbluoerzbzcr7aaxge3wkcv,1,80.2,68.5,2022-11-06T15:32:40.199Z,2022-11-08T18:30:02Z,3899781695,56,Center,3899781697,140,73.8,3903804175,178,,3899781703,213,4.0,3899781701,212,10.6,3899781699,141,56.4,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549819,20,1,1,1,0,cgvbluoerzbzcr7aaxge3wkcv,1,72,58.1,2022-11-06T15:32:42.081Z,2022-11-08T18:30:09Z,3899781921,212,12.3,3899781917,140,67.7,3899781923,213,1.9,3899781915,56,Center,3903804315,178,,3899781919,141,75.0,,,,,,,9sfjkb99h1b1obdmedrecag9h,Vitor Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549933,21,1,1,1,3,cgvbluoerzbzcr7aaxge3wkcv,1,65.7,74.8,2022-11-06T15:32:44.343Z,2022-11-08T18:30:12Z,3899782539,141,93.5,3903804393,178,,3899782535,56,Left,3899782537,140,72.2,3899782543,213,1.1,3899782541,212,14.4,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482549993,22,1,1,1,8,cgvbluoerzbzcr7aaxge3wkcv,1,68.7,84.1,2022-11-06T15:32:49.643Z,2022-11-08T18:30:16Z,3903804453,178,,3899782881,140,56.7,3899782883,141,91.4,3899782879,56,Left,3899782885,212,13.5,3899782887,213,2.8,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550081,23,1,1,1,11,cgvbluoerzbzcr7aaxge3wkcv,1,58.5,84.1,2022-11-06T15:32:52.733Z,2022-11-08T18:30:22Z,3899783305,213,4.4,3903804499,178,,3899783295,140,51.5,3899783299,141,48.7,3899783293,56,Center,3899783303,212,25.2,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550119,24,1,1,1,13,cgvbluoerzbzcr7aaxge3wkcv,1,51.5,48.7,2022-11-06T15:32:54.830Z,2022-11-08T18:30:25Z,3903804587,178,,3899783489,140,46.3,3899783495,213,4.3,3899783487,56,Back,3899783493,212,13.2,3899783491,141,31.0,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550153,25,1,1,1,16,cgvbluoerzbzcr7aaxge3wkcv,1,46.8,31.2,2022-11-06T15:32:57.495Z,2022-11-08T18:30:28Z,3899783689,56,Center,3899783697,213,0.4,3899783695,212,12.8,3903804643,178,,3899783691,140,57.8,3899783693,141,39.2,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550205,26,1,1,1,17,cgvbluoerzbzcr7aaxge3wkcv,1,57.8,39.2,2022-11-06T15:32:58.697Z,2022-11-08T18:30:30Z,3899783939,213,2.8,3899783935,141,47.0,3899783937,212,17.5,3903286399,156,,3899783933,140,41.9,3899783931,56,Back,3903804651,178,,,,,9sfjkb99h1b1obdmedrecag9h,Vitor Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550365,27,1,1,1,20,cgvbluoerzbzcr7aaxge3wkcv,1,40.8,43.3,2022-11-06T15:33:02.031Z,2022-11-08T18:30:33Z,3899784789,212,33.6,3899784795,1,,3899784777,56,Right,3899784785,141,5.8,3899784791,213,5.4,3903804695,178,,3899784781,140,61.7,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550419,28,1,1,1,24,cgvbluoerzbzcr7aaxge3wkcv,0,66.4,11.1,2022-11-06T15:33:05.387Z,2022-11-08T18:30:36Z,3903286587,224,,3899785021,140,88.2,3899785023,141,56.9,3899785017,155,,3899785015,2,,3903286589,20,,3899785019,56,Center,3899785027,213,0.9,degqtleco9n5tlt0yz3q5t9ii,Costinha,3899785025,212,38.7,3903804729,178,3899785029,1,,,,,,,,,,,,,,,,,,,,,,,,,
2482550407,3,52,1,1,26,3b4nxgvmwzstmoq6borytkwx1,1,12.6,46.3,2022-11-06T15:33:07.423Z,2022-11-08T18:30:48Z,3903804825,178,,3903286703,376,,,,,,,,,,,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550663,4,80,1,1,38,3b4nxgvmwzstmoq6borytkwx1,0,12.3,46,2022-11-06T15:33:19.766Z,2022-11-08T18:31:07Z,3903805079,178,,,,,,,,,,,,,,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550827,5,1,1,1,42,3b4nxgvmwzstmoq6borytkwx1,0,14.1,44.1,2022-11-06T15:33:23.759Z,2022-11-08T18:31:10Z,3903805135,178,,3899787263,56,Center,3899787277,1,,3899787261,155,,3899787269,212,51.2,3899787273,213,6.2,3899787265,140,62.8,3899787267,141,39.8,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550839,29,44,1,1,45,cgvbluoerzbzcr7aaxge3wkcv,1,36.8,59.8,2022-11-06T15:33:26.438Z,2022-11-08T19:21:27Z,3899787477,233,6,3899787315,285,,3899787313,56,Back,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550843,6,44,1,1,45,3b4nxgvmwzstmoq6borytkwx1,0,63.2,40.2,2022-11-06T15:33:26.439Z,2022-11-08T18:31:22Z,3899787327,286,,3899787325,56,Center,3899787497,233,29,,,,,,,,,,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550863,30,1,1,1,45,cgvbluoerzbzcr7aaxge3wkcv,0,35.9,60.2,2022-11-06T15:33:26.483Z,2022-11-08T19:21:27Z,3899787409,56,Back,3899787417,212,11.3,3899787421,213,0.0,3903805409,388,,3899787407,3,,3899787411,140,46.7,3899787413,141,60.8,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550915,7,1,1,1,46,3b4nxgvmwzstmoq6borytkwx1,0,52.9,41.4,2022-11-06T15:33:27.631Z,2022-11-08T18:31:31Z,3899787701,213,6.3,3899787699,212,10.0,3899787695,140,62.4,3899787697,141,41.1,3899787693,56,Center,3903805539,178,,3899787691,3,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550899,31,1,1,1,47,cgvbluoerzbzcr7aaxge3wkcv,0,35.2,60.2,2022-11-06T15:33:28.402Z,2022-11-08T18:31:48Z,3903805849,178,,3899787585,140,43.9,3899787587,141,60.0,3899787589,212,9.1,3899787579,157,,3899787583,56,Back,3899787591,213,6.3,3899787593,1,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482550951,8,1,1,1,48,3b4nxgvmwzstmoq6borytkwx1,0,55,39.4,2022-11-06T15:33:29.931Z,2022-11-08T18:31:51Z,3899787959,141,26.4,3903805909,388,,3899787957,140,64.0,3899787955,56,Center,3899787961,212,12.9,3899787963,213,5.5,3899787953,3,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483328669,938,67,1,1,49,cgvbluoerzbzcr7aaxge3wkcv,1,33.8,72.9,2022-11-06T15:33:30.912Z,2022-11-08T19:21:28Z,3903883879,233,1054,,,,,,,,,,,,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483328667,1054,67,1,1,49,3b4nxgvmwzstmoq6borytkwx1,0,66.2,27.1,2022-11-06T15:33:30.913Z,2022-11-08T19:03:09Z,3903883903,233,938,,,,,,,,,,,,,,,,,,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551023,32,1,1,1,49,cgvbluoerzbzcr7aaxge3wkcv,1,34.5,72.8,2022-11-06T15:33:30.945Z,2022-11-08T19:21:28Z,3899788305,1,,3899788285,157,,3903806073,178,,3899788301,213,0.2,3899788291,141,78.3,3899788297,212,16.6,3899788289,140,49.9,3899788287,56,Back,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551035,33,44,1,1,51,cgvbluoerzbzcr7aaxge3wkcv,1,50.6,79.7,2022-11-06T15:33:32.935Z,2022-11-08T19:21:29Z,3899788375,233,9,3899788379,286,,3899788353,56,Left,,,,,,,,,,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551007,9,44,1,1,51,3b4nxgvmwzstmoq6borytkwx1,0,49.4,20.3,2022-11-06T15:33:32.936Z,2022-11-08T18:32:05Z,3899788399,233,33,3899788225,56,Back,3899788227,285,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551079,34,1,1,1,51,cgvbluoerzbzcr7aaxge3wkcv,1,49.7,80.4,2022-11-06T15:33:32.968Z,2022-11-08T19:21:29Z,3903806233,388,,3899788635,140,32.0,3899788641,213,2.6,3899788639,212,22.0,3899788637,141,97.7,3899788633,56,Back,3899788631,3,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551085,35,49,1,1,54,cgvbluoerzbzcr7aaxge3wkcv,1,32.6,94.7,2022-11-06T15:33:36.298Z,2022-11-08T18:32:15Z,,,,,,,,,,,,,,,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551119,36,1,1,1,56,cgvbluoerzbzcr7aaxge3wkcv,1,35.8,91.7,2022-11-06T15:33:38.141Z,2022-11-08T18:32:20Z,3903806479,178,,3899788833,213,4.3,3899788825,56,Back,3899788831,212,12.4,3899788827,140,31.6,3899788829,141,74.7,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551169,37,1,1,1,59,cgvbluoerzbzcr7aaxge3wkcv,1,31.6,74.7,2022-11-06T15:33:41.189Z,2022-11-08T18:32:23Z,3899789095,212,13.6,3899789089,56,Back,3899789097,213,4.5,3903806499,178,,3899789093,141,55.1,3899789091,140,28.8,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551277,38,1,1,2,2,cgvbluoerzbzcr7aaxge3wkcv,1,26.6,48.2,2022-11-06T15:33:44.007Z,2022-11-08T18:32:26Z,3899789701,212,16.9,3899789699,141,23.5,3903806591,178,,3899789703,213,4.8,3899789697,140,28.1,3899789695,56,Back,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551363,39,1,1,2,7,cgvbluoerzbzcr7aaxge3wkcv,1,28,28.5,2022-11-06T15:33:48.415Z,2022-11-08T18:32:28Z,3899790179,141,53.7,3899790175,56,Back,3899790177,140,26.7,3903806643,178,,3899790183,213,1.7,3899790181,212,17.2,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551443,40,1,1,2,10,cgvbluoerzbzcr7aaxge3wkcv,1,26.7,53.7,2022-11-06T15:33:51.528Z,2022-11-08T18:32:32Z,3899790601,140,38.2,3899790603,141,76.1,3899790599,56,Back,3899790605,212,19.4,3899790607,213,0.9,3903806727,178,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551511,41,1,1,2,14,cgvbluoerzbzcr7aaxge3wkcv,0,41.3,76.4,2022-11-06T15:33:55.518Z,2022-11-08T18:32:35Z,3899790975,212,49.4,3899790979,213,5.9,3899791003,4,,3903806779,178,,3899790973,141,50.6,3899790981,1,,3899790971,140,85.3,3899790967,155,,8uxdtdynfnmlx0ro5iounze1,Patrick William,3899790969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551497,10,52,1,2,18,3b4nxgvmwzstmoq6borytkwx1,1,14.1,50.1,2022-11-06T15:33:59.411Z,2022-11-08T18:32:45Z,3903806927,178,,3903288873,377,,,,,,,,,,,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551551,11,61,1,2,21,3b4nxgvmwzstmoq6borytkwx1,1,14.1,50.1,2022-11-06T15:34:02.960Z,2022-11-08T18:33:13Z,3899791211,56,Back,3903807547,178,,3899792531,238,,,,,,,,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551673,12,5,1,2,26,3b4nxgvmwzstmoq6borytkwx1,0,21.1,101.6,2022-11-06T15:34:07.472Z,2022-11-08T18:33:23Z,3899791859,347,,3899792375,233,42,3899791857,56,Back,,,,,,,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482551685,42,5,1,2,26,cgvbluoerzbzcr7aaxge3wkcv,1,78.9,-1.6,2022-11-06T15:34:07.472Z,2022-11-08T18:33:22Z,3899792301,233,12,3899791941,56,Right,3899791943,347,,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
