id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2497772537,6,49,1,0,25,dich5v7sw466smbqap0d9rbyj,1,41.6,25,2023-01-15T15:33:25.712Z,2023-01-18T03:10:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497772649,7,1,1,0,25,dich5v7sw466smbqap0d9rbyj,1,41.6,25,2023-01-15T15:33:25.766Z,2023-01-18T03:10:34Z,3982622859,178,,3980039125,213,2.8,3980039123,212,31.3,3980039121,141,40.3,3980039119,140,13.5,3980039117,56,Back,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497772701,8,1,1,0,33,dich5v7sw466smbqap0d9rbyj,1,14,44.8,2023-01-15T15:33:34.520Z,2023-01-18T03:10:35Z,3980039385,140,24.3,3980039387,141,72.2,3980039391,213,1.0,3980039389,212,21.5,3980039383,56,Back,3982622879,178,,3982035605,189,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497772765,9,1,1,0,36,dich5v7sw466smbqap0d9rbyj,0,26.8,74.2,2023-01-15T15:33:37.279Z,2023-01-18T03:10:38Z,3980039709,213,0.2,3980039699,155,,3982622901,178,,3980039707,212,71.0,3980039705,141,93.4,3980039701,56,Left,3980039703,140,93.3,3980039711,1,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497772811,10,43,1,0,41,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-01-15T15:33:41.713Z,2023-01-17T10:10:12Z,3980039891,168,0,3980039889,3,0,3980039893,56,Left,3982035727,144,1,3980039899,212,20.4,3980039897,141,88.4,3980039901,213,0.1,3980039895,140,91.8,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497772801,6,49,1,0,44,alyavx3ad35bp1xuwmqk7sgev,1,6.7,10.1,2023-01-15T15:33:44.664Z,2023-01-18T03:11:33Z,,,,,,,,,,,,,,,,,,,,,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773045,7,2,1,0,45,alyavx3ad35bp1xuwmqk7sgev,1,6.8,2.9,2023-01-15T15:33:45.625Z,2023-01-18T03:11:36Z,3980041031,1,,3980041051,141,35.3,3982035809,189,,3980041045,140,62.3,3982623187,178,,3980041039,56,Center,3980041027,7,7r96u3b7t46s0kg5t5qew3tnt,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497772999,11,55,1,0,45,dich5v7sw466smbqap0d9rbyj,1,41.6,76.8,2023-01-15T15:33:45.626Z,2023-01-18T03:11:36Z,3980265251,189,,,,,,,,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773139,12,1,1,0,57,dich5v7sw466smbqap0d9rbyj,1,44,80.4,2023-01-15T15:33:57.949Z,2023-01-18T03:11:38Z,3980041483,212,20.9,3980041473,5,,3980265607,189,,3980041481,141,51.3,3980041475,241,,3980041485,213,4.4,3982623205,178,,3980041477,56,Back,7nrjutc015x9nupdcl4hj3l5h,David Simão,3980041479,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773175,13,1,1,1,0,dich5v7sw466smbqap0d9rbyj,1,36.8,45.2,2023-01-15T15:34:00.695Z,2023-01-18T03:11:40Z,3980041643,56,Back,3980041645,140,42.9,3980041651,213,1.2,3980041647,141,73.2,3980041649,212,20.1,3982623231,178,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773247,14,1,1,1,3,dich5v7sw466smbqap0d9rbyj,0,43.3,74.1,2023-01-15T15:34:04.169Z,2023-01-18T03:11:44Z,3980041995,212,46.1,3982623243,178,,3980041999,1,,3980041997,213,0.1,3980041993,141,79.4,3980041987,155,,3980041991,140,87.1,3980041989,56,Left,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773255,8,43,1,1,6,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-15T15:34:06.780Z,2023-01-15T15:35:18Z,3980042045,212,8.5,3980047927,144,12,3980042047,213,4.5,3980042081,15,0,3980042043,141,7.7,3980042041,140,14.4,3980042039,56,Back,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773305,9,1,1,1,9,alyavx3ad35bp1xuwmqk7sgev,1,13.1,8.7,2023-01-15T15:34:10.115Z,2023-01-18T03:11:49Z,3980048545,213,5.8,3980048535,3,,3980048543,212,9.4,3980048541,141,2.9,3980048537,56,Back,3982623295,178,,3980048539,140,21.2,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773363,10,1,1,1,10,alyavx3ad35bp1xuwmqk7sgev,1,19.5,3.2,2023-01-15T15:34:11.158Z,2023-01-18T03:11:54Z,3980042597,213,1.5,3980042595,212,24.6,3982623321,178,,3980042589,56,Back,3980042591,140,21.8,3980042587,155,,3980042593,141,39.2,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773371,11,49,1,1,13,alyavx3ad35bp1xuwmqk7sgev,1,21.8,39.2,2023-01-15T15:34:13.900Z,2023-01-18T03:11:57Z,,,,,,,,,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773539,12,1,1,1,17,alyavx3ad35bp1xuwmqk7sgev,1,21.2,31.1,2023-01-15T15:34:17.802Z,2023-01-18T03:12:03Z,3980043439,213,6.0,3980043441,1,,3980043425,140,93.5,3980043435,212,78.2,3980043417,155,,3980043421,56,Right,3982623381,178,,3980043431,141,3.4,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773563,13,1,1,1,25,alyavx3ad35bp1xuwmqk7sgev,1,95.8,14.6,2023-01-15T15:34:26.563Z,2023-01-18T03:12:20Z,3980043545,213,1.6,3980043523,2,,3980043535,140,95.8,3980043539,141,38.3,3980046041,210,15,3980046043,154,,3982036131,20,,3980043531,56,Center,bfy36wqp37utkkbl13k7s99m1,L. Singh,3980043543,212,16.1,1,3982623425,178,3982036127,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773609,14,15,1,1,26,alyavx3ad35bp1xuwmqk7sgev,1,93.9,41.9,2023-01-15T15:34:27.281Z,2023-01-18T03:12:21Z,3980043785,56,Center,3980046099,328,,3980046111,55,13,3980046103,146,94.7,3980046107,230,98.5,3980046091,154,,3980045591,82,,3980046089,29,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,3980046105,147,42.8,,3982036197,17,3982623513,178,3980046101,100,3980046097,103,19,3980046095,102,48.3,3980045587,20,3980046087,78,3980046109,231,46.0,3980043781,22,3980045611,233,15,,,,,,,,,,,,
2497773665,15,10,1,1,26,dich5v7sw466smbqap0d9rbyj,1,7.3,52.7,2023-01-15T15:34:27.382Z,2023-01-18T03:12:25Z,3980043995,56,Back,3982623533,178,,3980043993,94,,3980045647,233,14,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773981,17,61,1,1,27,dich5v7sw466smbqap0d9rbyj,1,9.4,64.2,2023-01-15T15:34:27.642Z,2023-01-18T04:39:44Z,3980045553,56,Back,3982623549,178,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773715,15,6,1,1,28,alyavx3ad35bp1xuwmqk7sgev,1,94.2,42.8,2023-01-15T15:34:29.450Z,2023-01-18T03:12:34Z,3980044403,233,16,3980044219,56,Center,3980044221,75,,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773733,16,6,1,1,28,dich5v7sw466smbqap0d9rbyj,0,5.8,57.2,2023-01-15T15:34:29.450Z,2023-01-18T03:12:34Z,3980044295,73,,3980044293,56,Back,3980044431,233,15,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497773779,16,43,1,1,30,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-15T15:34:31.500Z,2023-01-15T15:34:46Z,3980044537,56,Center,3980045379,144,61,,,,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774257,17,1,1,2,2,alyavx3ad35bp1xuwmqk7sgev,1,99.7,0.5,2023-01-15T15:35:02.737Z,2023-01-18T03:12:38Z,3980046977,56,Center,3982623599,178,,3980046979,140,94.3,3980046975,224,,3980046985,213,1.8,3980046971,6,,3980046981,141,38.4,3980046983,212,26.4,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,3982036531,20,,,3980046967,2,3980046973,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498268291,832,67,1,2,3,alyavx3ad35bp1xuwmqk7sgev,1,94.3,36.5,2023-01-15T15:35:03.872Z,2023-01-18T05:11:38Z,3982664811,233,870,,,,,,,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498268289,870,67,1,2,3,dich5v7sw466smbqap0d9rbyj,0,5.7,63.5,2023-01-15T15:35:03.873Z,2023-01-18T04:41:37Z,3982664815,233,832,,,,,,,,,,,,,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774281,18,1,1,2,6,alyavx3ad35bp1xuwmqk7sgev,1,83.5,34.4,2023-01-15T15:35:06.671Z,2023-01-18T03:12:45Z,3980047123,212,17.1,3980047117,56,Right,3982623637,178,,3980047121,141,10.7,3980047119,140,88.9,3980047125,213,5.1,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774289,19,1,1,2,9,alyavx3ad35bp1xuwmqk7sgev,0,89.7,16.3,2023-01-15T15:35:09.699Z,2023-01-18T03:12:48Z,3982623649,178,,3980047167,2,,3980047173,140,96.8,3980047171,56,Center,3980047175,141,48.4,3982036683,20,,3982036681,224,,3980047177,212,23.1,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,3980047179,213,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774317,18,52,1,2,10,dich5v7sw466smbqap0d9rbyj,1,3.3,54,2023-01-15T15:35:10.928Z,2023-01-18T03:12:54Z,3982623673,178,,3982036713,376,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774579,19,1,1,2,23,dich5v7sw466smbqap0d9rbyj,1,5.7,55.1,2023-01-15T15:35:23.979Z,2023-01-18T03:12:56Z,3980048675,56,Back,3980048677,140,10.6,3980048679,141,65.3,3980048683,213,0.9,3980048669,123,,3982623681,178,,3980048715,189,,3980048681,212,8.6,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774663,20,1,1,2,26,dich5v7sw466smbqap0d9rbyj,0,13.1,68.9,2023-01-15T15:35:26.741Z,2023-01-18T03:12:59Z,3980049115,140,60.5,3982623699,178,,3980049123,1,,3980049119,212,49.9,3980049121,213,6.2,3980049117,141,64.5,3980049113,56,Center,3980049111,155,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497816129,419,44,1,2,28,alyavx3ad35bp1xuwmqk7sgev,1,41.8,37.2,2023-01-15T15:35:29.388Z,2023-01-18T05:11:39Z,3980269379,233,415,3980269355,56,Back,3980269357,285,,,,,,,,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497816065,415,44,1,2,28,dich5v7sw466smbqap0d9rbyj,0,58.2,62.8,2023-01-15T15:35:29.389Z,2023-01-18T03:13:04Z,3980269403,233,419,3980268987,56,Center,3980268989,286,,,,,,,,,,,,,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774691,20,1,1,2,28,alyavx3ad35bp1xuwmqk7sgev,0,44.9,32,2023-01-15T15:35:29.443Z,2023-01-18T05:11:39Z,3980049263,3,,3980049269,141,36.4,3980049273,213,0.1,3982623805,178,,3980049267,140,64.6,3980049271,212,20.9,3980049265,56,Center,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774727,21,1,1,2,30,dich5v7sw466smbqap0d9rbyj,1,34.9,67.5,2023-01-15T15:35:31.293Z,2023-01-18T03:13:17Z,3980049449,141,74.9,3980049453,213,0.4,3980049447,140,46.4,3980049451,212,13.1,3980049445,56,Back,3980049443,3,,3982623817,388,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774731,22,61,1,2,32,dich5v7sw466smbqap0d9rbyj,1,46.4,75,2023-01-15T15:35:32.822Z,2023-01-18T03:13:37Z,3980049465,56,Back,3982623921,178,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774735,21,49,1,2,33,alyavx3ad35bp1xuwmqk7sgev,1,75,15.4,2023-01-15T15:35:34.139Z,2023-01-18T03:13:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498268625,873,83,1,2,34,dich5v7sw466smbqap0d9rbyj,1,30,91,2023-01-15T15:35:35.380Z,2023-01-18T04:43:26Z,3982665923,399,487540,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774813,22,1,1,2,35,alyavx3ad35bp1xuwmqk7sgev,1,76.6,3.1,2023-01-15T15:35:36.300Z,2023-01-18T03:13:43Z,3980049841,56,Right,3980049843,140,64.1,3980049847,212,13.1,3980049849,213,3.1,3980049845,141,3.8,3982623965,178,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774809,23,45,1,2,38,dich5v7sw466smbqap0d9rbyj,0,37.4,91.3,2023-01-15T15:35:38.951Z,2023-01-18T04:42:50Z,3980049823,56,Back,3980049931,233,23,3980049825,285,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774825,23,3,1,2,38,alyavx3ad35bp1xuwmqk7sgev,1,62.6,8.7,2023-01-15T15:35:38.951Z,2023-01-18T04:42:49Z,3980049897,56,Right,3980049899,286,,3982036969,465,,3982623999,178,,3980049921,233,23,,,,,,,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774829,24,3,1,2,39,alyavx3ad35bp1xuwmqk7sgev,0,66.8,8.6,2023-01-15T15:35:40.543Z,2023-01-18T03:13:51Z,3982036989,464,,3980049905,56,Right,3982624047,178,,3980050111,233,24,3980049907,286,,,,,,,,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774851,24,7,1,2,40,dich5v7sw466smbqap0d9rbyj,1,33.2,91.4,2023-01-15T15:35:40.650Z,2023-01-18T03:13:56Z,3980050063,233,24,3982624081,178,,3982037025,383,,3980049997,56,Back,3980049999,285,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774857,25,49,1,2,40,dich5v7sw466smbqap0d9rbyj,1,41.6,87,2023-01-15T15:35:41.490Z,2023-01-18T03:13:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774901,26,1,1,2,43,dich5v7sw466smbqap0d9rbyj,0,41.6,87,2023-01-15T15:35:43.741Z,2023-01-18T03:14:01Z,3980050311,140,67.1,3980050313,141,75.3,3982624133,178,,3980050317,213,6.0,3980050307,155,,3980050315,212,27.9,3980050309,56,Center,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
