id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2455984923,391,1,1,0,4,7kfx3xpj2c2wxinsyi16i9gaz,1,34.2,17.3,2022-09-04T17:00:39.488Z,2022-09-07T08:36:00Z,3758874235,141,38.3,3763694759,388,,3758874237,212,17.5,3758874233,140,43.9,3758874229,3,,3758874231,56,Back,3758874239,213,1.0,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455984931,392,1,1,0,6,7kfx3xpj2c2wxinsyi16i9gaz,1,40.9,44.3,2022-09-04T17:00:41.541Z,2022-09-07T08:46:53Z,3758874307,213,3.2,3758874299,56,Back,3758874305,212,9.7,3758874301,140,31.7,3758874303,141,44.0,3758874297,3,,3763703385,388,,,,,4rfcpo4l9f8x1m0rlnwloefl6,Pablo Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455943983,3,49,1,0,7,7kfx3xpj2c2wxinsyi16i9gaz,1,37.4,53.3,2022-09-04T17:00:41.976Z,2022-09-07T10:56:48Z,,,,,,,,,,,,,,,,,,,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456914539,1254,67,1,0,7,7kfx3xpj2c2wxinsyi16i9gaz,1,30.7,48.5,2022-09-04T17:00:42.039Z,2022-09-07T11:54:30Z,3763843467,233,1350,,,,,,,,,,,,,,,,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456914535,1350,67,1,0,7,cmbqc74mshg77ra7mywec2a6b,0,69.3,51.5,2022-09-04T17:00:42.040Z,2022-09-07T10:56:42Z,3763843475,233,1254,,,,,,,,,,,,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944011,4,1,1,0,7,7kfx3xpj2c2wxinsyi16i9gaz,0,29.6,46.6,2022-09-04T17:00:42.126Z,2022-09-07T11:54:31Z,3758642681,212,3.4,3758642683,213,1.2,3758642677,140,30.8,3762237681,233,788,3758642679,141,51.3,3758642675,56,Back,3762237347,236,,3762237349,286,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,3763703553,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456610103,788,74,1,0,7,cmbqc74mshg77ra7mywec2a6b,1,66.7,36.6,2022-09-04T17:00:42.199Z,2022-09-07T08:47:18Z,3762237583,56,Center,3763703675,178,,3762237585,285,,3762237689,233,4,,,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456610357,770,1,1,0,8,7kfx3xpj2c2wxinsyi16i9gaz,1,33.5,53.6,2022-09-04T17:00:43.453Z,2022-09-07T08:47:29Z,3762238643,56,Back,3763703837,178,,3762238651,212,10.3,3762238647,141,66.0,3762238653,213,2.2,3762238645,140,27.9,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944045,5,1,1,0,10,7kfx3xpj2c2wxinsyi16i9gaz,1,31.4,67.6,2022-09-04T17:00:45.263Z,2022-09-07T08:47:37Z,3758642809,140,47.0,3763703973,178,,3758642815,213,0.8,3758642811,141,94.1,3758642807,56,Back,3758642813,212,24.4,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944075,6,1,1,0,13,7kfx3xpj2c2wxinsyi16i9gaz,1,47.3,94.1,2022-09-04T17:00:48.342Z,2022-09-07T08:47:43Z,3758642953,56,Left,3763704059,178,,3758642959,141,90.9,3758642963,213,6.1,3758642961,212,15.8,3758642955,140,62.2,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944099,7,1,1,0,17,7kfx3xpj2c2wxinsyi16i9gaz,1,61.1,88.9,2022-09-04T17:00:52.343Z,2022-09-07T08:47:51Z,3758643081,213,3.5,3758643075,140,49.1,3758643077,141,82.3,3763704173,178,,3758643079,212,13.4,3758643073,56,Back,,,,,,,4rfcpo4l9f8x1m0rlnwloefl6,Pablo Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944101,8,1,1,0,18,7kfx3xpj2c2wxinsyi16i9gaz,0,49.1,82.3,2022-09-04T17:00:53.216Z,2022-09-07T08:47:57Z,3758643093,140,52.9,3758643089,56,Left,3763704247,178,,3758643191,286,,3758643187,233,7,3758643105,213,6.0,3758643101,212,4.1,3758643185,236,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,3758643097,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944109,7,74,1,0,18,cmbqc74mshg77ra7mywec2a6b,1,53.7,14.3,2022-09-04T17:00:53.382Z,2022-09-07T08:48:01Z,3758643139,285,,3763704285,178,,3758643227,233,8,3758643137,56,Right,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944165,9,1,1,0,21,7kfx3xpj2c2wxinsyi16i9gaz,1,56.7,66.9,2022-09-04T17:00:56.291Z,2022-09-07T08:48:18Z,3763704459,178,,3758643409,56,Back,3758643417,213,3.7,3758643415,212,18.2,3758643411,140,41.8,3758643413,141,53.3,,,,,,,8inrz9rna2z5lirsorindh0b9,J. Tagueu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944167,10,50,1,0,22,7kfx3xpj2c2wxinsyi16i9gaz,1,43.4,53.8,2022-09-04T17:00:57.519Z,2022-09-07T08:48:29Z,3758643427,286,,3758643451,233,8,3758643425,56,Back,,,,,,,,,,,,,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944171,8,7,1,0,22,cmbqc74mshg77ra7mywec2a6b,1,56.6,46.2,2022-09-04T17:00:57.659Z,2022-09-07T08:48:34Z,3763704741,178,,3758643433,56,Center,3762239779,384,,3758643441,233,10,3758643435,285,,,,,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944173,9,49,1,0,24,cmbqc74mshg77ra7mywec2a6b,1,58.3,48.8,2022-09-04T17:00:59.228Z,2022-09-07T08:48:47Z,,,,,,,,,,,,,,,,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944181,10,1,1,0,25,cmbqc74mshg77ra7mywec2a6b,0,58.3,48.8,2022-09-04T17:01:00.809Z,2022-09-07T08:48:54Z,3758643475,141,57.2,3758643477,212,17.9,3758643471,56,Center,3758643479,213,0.3,3758643473,140,74.5,3763704977,178,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944183,11,12,1,0,26,7kfx3xpj2c2wxinsyi16i9gaz,1,24.9,35.9,2022-09-04T17:01:01.633Z,2022-09-07T08:49:52Z,3762240435,141,66.8,3762240437,212,21.4,3762240433,140,21.2,3763705765,178,,3762240439,213,1.8,3758643485,56,Back,,,,,,,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456892513,998,43,1,0,28,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-09-04T17:01:03.516Z,2022-09-07T10:57:09Z,3763735405,233,901,3763844023,144,67,,,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456892511,901,43,1,0,28,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-09-04T17:01:03.517Z,2022-09-07T10:57:09Z,3763735421,233,998,3763844021,144,67,,,,,,,,,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944237,11,4,1,0,28,cmbqc74mshg77ra7mywec2a6b,1,77.9,45.6,2022-09-04T17:01:03.590Z,2022-09-07T08:49:57Z,3758643763,13,,3758643769,265,,3758643765,56,Center,3758643771,286,,3758643861,233,12,3758643767,152,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944247,12,4,1,0,28,7kfx3xpj2c2wxinsyi16i9gaz,0,22.1,54.4,2022-09-04T17:01:03.591Z,2022-09-07T08:49:56Z,3758643865,233,11,3758643821,285,,3758643817,152,,3758643815,56,Back,3758643813,13,,3758643819,265,,3763705821,178,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944969,12,14,1,1,29,cmbqc74mshg77ra7mywec2a6b,1,76.1,48.7,2022-09-04T17:02:04.939Z,2022-09-07T08:50:01Z,3762242245,120,,3758647541,26,,3758648589,458,,3758647543,18,,3758648593,231,50,3758647545,56,Center,3758648591,230,99.5,3758648587,103,39.9,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,3763705899,178,,3758648583,74,3758648585,102,47.4,3758648303,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945173,13,5,1,1,31,7kfx3xpj2c2wxinsyi16i9gaz,1,-1,58,2022-09-04T17:02:06.174Z,2022-09-07T08:50:09Z,3758648623,56,Back,3758710761,233,13,3758648625,346,,,,,,,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455944991,13,5,1,1,31,cmbqc74mshg77ra7mywec2a6b,0,101,42,2022-09-04T17:02:06.174Z,2022-09-07T08:50:09Z,3758647655,346,,3758710765,233,13,3758647651,56,Center,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945387,14,1,1,2,2,7kfx3xpj2c2wxinsyi16i9gaz,0,4.7,55.5,2022-09-04T17:02:37.040Z,2022-09-07T08:50:19Z,3758649737,124,,3758649743,141,75.9,3758649741,140,63.3,3758649749,1,,3758649745,212,63.1,3758649739,56,Center,3758649747,213,0.2,3758649751,74,,3y7h2e79gvzrqor9gg854dl91,Miguel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945421,14,1,1,2,5,cmbqc74mshg77ra7mywec2a6b,0,40.7,17,2022-09-04T17:02:40.577Z,2022-09-07T08:51:40Z,3758649881,3,,3758649889,141,29.0,3758649883,56,Center,3758649897,213,0.3,3758649893,212,24.8,3763706975,388,,3758649885,140,63.0,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945465,15,1,1,2,8,7kfx3xpj2c2wxinsyi16i9gaz,0,30.5,63.3,2022-09-04T17:02:43.319Z,2022-09-07T08:51:43Z,3758650119,213,0.2,3758650111,56,Center,3758650113,140,63.2,3763707013,178,,3758650109,157,,3758650121,1,,3758650117,212,35.4,3758650115,141,76.1,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945463,15,44,1,2,10,cmbqc74mshg77ra7mywec2a6b,1,34.7,21.8,2022-09-04T17:02:45.569Z,2022-09-07T09:37:27Z,3758650219,233,16,3758650101,56,Back,3758650103,285,,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945469,16,44,1,2,10,7kfx3xpj2c2wxinsyi16i9gaz,0,65.3,78.2,2022-09-04T17:02:45.570Z,2022-09-07T08:51:52Z,3758650143,56,Center,3758650247,233,15,3758650145,286,,,,,,,,,,,,,,,,,8inrz9rna2z5lirsorindh0b9,J. Tagueu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945471,16,1,1,2,10,cmbqc74mshg77ra7mywec2a6b,0,32.5,19.7,2022-09-04T17:02:45.645Z,2022-09-07T09:37:28Z,3758650157,212,12.8,3758650149,3,,3758650155,141,21.8,3758650151,56,Back,3758650159,213,0.1,3763707141,388,,3758650153,140,44.6,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456892995,1034,43,1,2,12,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-09-04T17:02:47.845Z,2022-09-07T09:28:41Z,3763737797,144,83,3763737565,399,437140,,,,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456893053,1036,43,1,2,12,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-09-04T17:02:47.845Z,2022-09-07T09:35:18Z,3763737979,399,437140,3763745805,144,83,,,,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456894757,1149,83,1,2,12,cmbqc74mshg77ra7mywec2a6b,1,53.9,32.4,2022-09-04T17:02:47.846Z,2022-09-07T09:35:27Z,3763745993,399,437140,,,,,,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456892717,911,43,1,2,12,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-09-04T17:02:47.926Z,2022-09-07T09:28:35Z,3763737651,144,82,3763736303,178,0,,,,,,,,,,,,,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945505,17,1,1,2,15,7kfx3xpj2c2wxinsyi16i9gaz,1,49.1,60,2022-09-04T17:02:50.531Z,2022-09-07T08:52:06Z,3763707281,178,,3758650369,141,46.4,3758650373,213,4.2,3758650371,212,10.8,3758650365,56,Back,3758650367,140,43.7,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945533,18,1,1,2,17,7kfx3xpj2c2wxinsyi16i9gaz,1,44.2,48.1,2022-09-04T17:02:52.758Z,2022-09-07T08:52:12Z,3758650497,212,9.7,3758650495,141,60.2,3758650499,213,1.0,3758650491,56,Back,3758650493,140,49.1,3763707357,178,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945539,19,61,1,2,18,7kfx3xpj2c2wxinsyi16i9gaz,1,49.1,60.2,2022-09-04T17:02:53.181Z,2022-09-07T08:52:16Z,3758650519,56,Back,3763707393,178,,,,,,,,,,,,,,,,,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945607,20,1,1,2,20,7kfx3xpj2c2wxinsyi16i9gaz,1,45.5,88.3,2022-09-04T17:02:55.628Z,2022-09-07T08:52:21Z,3758650927,212,17.9,3758650925,141,96.2,3763707459,178,,3758650921,56,Left,3758650929,213,0.3,3758650923,140,61.8,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945617,21,1,1,2,26,7kfx3xpj2c2wxinsyi16i9gaz,1,63.6,81.2,2022-09-04T17:03:01.208Z,2022-09-07T08:53:50Z,3763708205,178,,3758650973,212,8.9,3758650971,141,76.0,3758650967,56,Center,3758650975,213,3.5,3758650969,140,55.8,,,,,,,4rfcpo4l9f8x1m0rlnwloefl6,Pablo Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945691,22,1,1,2,26,7kfx3xpj2c2wxinsyi16i9gaz,1,55.8,76,2022-09-04T17:03:01.926Z,2022-09-07T08:53:58Z,3758651301,212,15.0,3758651297,141,94.4,3763708285,178,,3758651291,56,Back,3758651305,213,2.2,3758651293,140,48.0,,,,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945729,23,1,1,2,30,7kfx3xpj2c2wxinsyi16i9gaz,1,47.2,93.9,2022-09-04T17:03:05.839Z,2022-09-07T08:54:04Z,3758651507,141,61.1,3758651511,213,4.2,3763708357,178,,3758651505,140,34.2,3758651509,212,26.1,3758651503,56,Back,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455945737,24,1,1,2,34,7kfx3xpj2c2wxinsyi16i9gaz,1,34.2,61.1,2022-09-04T17:03:09.105Z,2022-09-07T08:54:08Z,3758651569,212,13.6,3758651563,56,Back,3758651567,141,47.8,3763708393,178,,3758651571,213,5.6,3758651565,140,43.9,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
