id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/17/value
2442730877,10,1,1,0,25,5c0sf1eaipcxvdw9o22of2jdp,1,25.3,67.6,2022-08-06T17:00:59.713Z,2022-08-09T04:18:51Z,3688321149,155,,3688321165,213,4.8,3694849863,178,,3688321153,56,Back,3688321159,141,6.7,3688321163,212,41.6,3688321155,140,28.9,3688321167,1,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,3688321151,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442730957,11,1,1,0,30,5c0sf1eaipcxvdw9o22of2jdp,1,26,4.4,2022-08-06T17:01:04.896Z,2022-08-09T04:18:58Z,3688321583,212,19.7,3688321581,141,2.9,3688321577,56,Back,3694849901,178,,3688321585,213,6.2,3688321579,140,44.7,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442730983,12,1,1,0,33,5c0sf1eaipcxvdw9o22of2jdp,1,36.3,2.8,2022-08-06T17:01:07.909Z,2022-08-09T04:19:06Z,3688321717,141,2.9,3688321721,213,3.1,3688321713,56,Back,3688321715,140,28.7,3688321719,212,8.0,3694849951,178,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731021,13,1,1,0,35,5c0sf1eaipcxvdw9o22of2jdp,0,29.1,1.7,2022-08-06T17:01:09.710Z,2022-08-09T04:19:11Z,3688321885,155,,3688321889,56,Center,3688321899,212,37.3,3694849979,178,,3688321893,140,60.5,3688321903,1,,3688321901,213,0.5,3688321897,141,27.3,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731039,3,1,1,0,38,22mo7qbsnyi8wtucpvhgvhw2q,0,34.6,71.3,2022-08-06T17:01:12.213Z,2022-08-09T04:19:18Z,3688322005,141,71.7,3688322011,213,0.0,3688321999,3,,3688322007,212,7.9,3694850027,388,,3688322003,140,42.1,3688322001,56,Back,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731099,14,1,1,0,39,5c0sf1eaipcxvdw9o22of2jdp,1,56.3,31.6,2022-08-06T17:01:13.775Z,2022-08-09T04:19:32Z,3688322343,140,63.2,3688322341,56,Center,3688322347,212,10.4,3688322339,3,,3688322345,141,42.5,3688322349,213,0.8,3694850105,178,,,,,dkijqjb6nubobtobl4s2v8xxx,Rui Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731113,15,1,1,0,41,5c0sf1eaipcxvdw9o22of2jdp,1,63.2,43.9,2022-08-06T17:01:15.166Z,2022-08-09T04:19:44Z,3688322413,56,Center,3688322421,213,2.5,3688322417,141,53.9,3688322419,212,11.2,3688322415,140,54.7,3694850181,178,,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731121,16,1,1,0,43,5c0sf1eaipcxvdw9o22of2jdp,0,59.1,58.2,2022-08-06T17:01:17.720Z,2022-08-09T04:19:50Z,3688322467,141,70.3,3688322463,56,Center,3688322471,213,0.9,3694850215,178,,3688322469,212,10.8,3688322465,140,65.8,,,,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731137,4,8,1,0,44,22mo7qbsnyi8wtucpvhgvhw2q,1,32.3,25,2022-08-06T17:01:18.216Z,2022-08-09T04:19:57Z,3688322519,56,Back,3694195245,383,,3694850269,178,,,,,,,,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731155,5,49,1,0,45,22mo7qbsnyi8wtucpvhgvhw2q,1,27.7,31.1,2022-08-06T17:01:19.738Z,2022-08-09T04:20:04Z,,,,,,,,,,,,,,,,,,,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731243,6,1,1,0,45,22mo7qbsnyi8wtucpvhgvhw2q,1,27.7,31.1,2022-08-06T17:01:19.833Z,2022-08-09T04:20:10Z,3694850349,178,,3688323099,213,5.8,3688323095,141,26.5,3688323093,140,34.1,3688323091,56,Back,3688323097,212,7.4,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731251,7,4,1,0,48,22mo7qbsnyi8wtucpvhgvhw2q,1,35.4,28.8,2022-08-06T17:01:22.712Z,2022-08-09T04:20:22Z,3688323135,13,,3688323139,56,Back,3688323279,233,17,3688323141,152,,3688323137,295,,3688323143,286,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731273,17,4,1,0,48,5c0sf1eaipcxvdw9o22of2jdp,0,64.6,71.2,2022-08-06T17:01:22.713Z,2022-08-09T04:20:21Z,3688323245,285,,3688323309,233,7,3688323239,295,,3694850433,178,,3688323237,13,,3688323241,56,Center,3688323243,152,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731559,8,1,1,0,58,22mo7qbsnyi8wtucpvhgvhw2q,1,36.6,30.5,2022-08-06T17:01:32.404Z,2022-08-09T04:20:39Z,3694850571,178,,3688324577,1,,3688324565,152,,3688324573,212,41.2,3688324569,140,22.9,3688324575,213,1.9,3688327447,189,,3688324563,5,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,3688324567,56,Back,3688324571,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731567,9,1,1,1,7,22mo7qbsnyi8wtucpvhgvhw2q,0,23.1,86.1,2022-08-06T17:01:41.246Z,2022-08-09T04:20:52Z,3688324623,213,6.2,3694850635,178,,3688324621,212,36.5,3688324617,140,57.8,3688324613,155,,3688324619,141,82.5,3688324615,56,Left,3688324625,1,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731547,18,8,1,1,8,5c0sf1eaipcxvdw9o22of2jdp,1,39.3,11.4,2022-08-06T17:01:42.420Z,2022-08-09T04:21:02Z,3688324505,56,Back,3694850681,178,,3694195941,385,,3688324603,15,,,,,,,,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731597,10,1,1,1,9,22mo7qbsnyi8wtucpvhgvhw2q,0,68.9,69.9,2022-08-06T17:01:43.570Z,2022-08-09T04:21:14Z,3688324787,212,11.3,3688324781,56,Left,3688324783,140,67.2,3694850761,388,,3688324789,213,1.7,3688324785,141,86.3,,,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731593,19,49,1,1,10,5c0sf1eaipcxvdw9o22of2jdp,1,31.6,16.5,2022-08-06T17:01:44.719Z,2022-08-09T04:21:21Z,,,,,,,,,,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731607,20,1,1,1,10,5c0sf1eaipcxvdw9o22of2jdp,0,33.3,16.8,2022-08-06T17:01:44.813Z,2022-08-09T04:21:49Z,3688324845,213,2.3,3694850831,178,,3688324839,140,28.9,3688324843,212,6.9,3688324841,141,24.4,3688324837,56,Back,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731623,11,3,1,1,12,22mo7qbsnyi8wtucpvhgvhw2q,0,65.4,75.7,2022-08-06T17:01:46.104Z,2022-08-09T04:22:06Z,3688324919,56,Center,3688324921,286,,3688522301,233,221,3694196801,464,,3694850929,178,,,,,,,,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442759053,221,7,1,1,12,5c0sf1eaipcxvdw9o22of2jdp,0,34.6,24.3,2022-08-06T17:01:46.174Z,2022-08-09T04:22:15Z,3694196881,383,,3688522237,285,,3688522273,233,11,3694851175,178,,3688473021,56,Back,,,,,,,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731653,12,49,1,1,13,22mo7qbsnyi8wtucpvhgvhw2q,1,61.9,71.9,2022-08-06T17:01:47.306Z,2022-08-09T04:22:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1xxhkr7nex5mjc9hrxm100lih,Arthur Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731691,13,1,1,1,14,22mo7qbsnyi8wtucpvhgvhw2q,1,61.9,71.9,2022-08-06T17:01:48.189Z,2022-08-09T04:22:34Z,3688325325,140,59.0,3694851269,178,,3688325329,212,11.8,3688325327,141,55.2,3688325331,213,4.5,3688325323,56,Center,,,,,,,1xxhkr7nex5mjc9hrxm100lih,Arthur Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731615,21,43,1,1,15,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-06T17:01:49.640Z,2022-08-06T17:42:36Z,3688324887,56,Back,3688324893,212,8.6,3688324891,141,25.2,3688548737,144,1,3688324889,140,37.1,3688324895,213,0.1,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731727,14,1,1,1,16,22mo7qbsnyi8wtucpvhgvhw2q,1,58.4,53.9,2022-08-06T17:01:49.934Z,2022-08-09T04:22:38Z,3688325489,56,Center,3688325495,212,20.0,3688325491,140,57.5,3688325493,141,24.5,3694851293,178,,3688325497,213,4.7,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731771,15,1,1,1,18,22mo7qbsnyi8wtucpvhgvhw2q,1,58.2,19.6,2022-08-06T17:01:52.264Z,2022-08-09T04:22:42Z,3688325741,56,Right,3688325743,140,68.3,3694851315,178,,3688325747,212,15.0,3688325745,141,4.1,3688325749,213,5.5,,,,,,,89mr3li2k2f01r75sz0sn1zsa,Gonçalo Esteves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731781,16,1,1,1,20,22mo7qbsnyi8wtucpvhgvhw2q,0,70.3,3.5,2022-08-06T17:01:54.559Z,2022-08-09T04:22:56Z,3688325807,212,16.3,3688325803,140,85.5,3688325801,56,Right,3688325805,141,8.5,3688325809,213,0.2,3694851399,178,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731805,22,49,1,1,22,5c0sf1eaipcxvdw9o22of2jdp,1,17.8,89.9,2022-08-06T17:01:56.467Z,2022-08-09T04:23:01Z,,,,,,,,,,,,,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731839,23,1,1,1,22,5c0sf1eaipcxvdw9o22of2jdp,1,16.9,90,2022-08-06T17:01:56.537Z,2022-08-09T04:23:08Z,3688326093,157,,3688326101,212,30.8,3688326103,213,0.1,3688326097,140,46.2,3694851473,178,,3688326105,1,,3688326099,141,92.4,3688326095,56,Back,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443951253,1198,43,1,1,30,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-06T17:02:04.426Z,2022-08-09T05:10:11Z,3694873885,144,82,3694873819,178,0,,,,,,,,,,,,,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731913,24,4,1,1,31,5c0sf1eaipcxvdw9o22of2jdp,1,60.4,90.8,2022-08-06T17:02:05.323Z,2022-08-09T04:23:27Z,3688326815,152,,3688326463,56,Left,3688326465,286,,3688326817,265,,3688326941,233,17,3688326813,13,,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442731967,17,4,1,1,31,22mo7qbsnyi8wtucpvhgvhw2q,0,39.6,9.2,2022-08-06T17:02:05.324Z,2022-08-09T04:23:26Z,3688326755,152,,3694851563,178,,3688326751,13,,3688326753,56,Back,3688327167,233,24,3688326757,265,,3688326909,285,,,,,89mr3li2k2f01r75sz0sn1zsa,Gonçalo Esteves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442732049,25,1,1,1,40,5c0sf1eaipcxvdw9o22of2jdp,1,53.8,88,2022-08-06T17:02:14.113Z,2022-08-09T04:23:44Z,3688327255,5,,3688327263,141,86.2,3688327261,140,44.3,3688327259,56,Back,3694851683,178,,3688327267,213,3.3,3688327257,152,,3688327265,212,10.0,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442732127,26,1,1,1,43,5c0sf1eaipcxvdw9o22of2jdp,1,44.1,78.4,2022-08-06T17:02:17.164Z,2022-08-09T04:23:49Z,3694851723,178,,3688327505,213,4.4,3688327499,140,35.2,3688327501,141,39.1,3688327503,212,28.3,3688327495,56,Back,,,,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442732173,27,1,1,1,46,5c0sf1eaipcxvdw9o22of2jdp,1,36.5,34.9,2022-08-06T17:02:20.414Z,2022-08-09T04:23:54Z,3694851755,178,,3688327713,56,Back,3688327717,141,5.3,3688327721,213,5.0,3688327715,140,41.3,3688327719,212,20.7,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442732271,28,1,1,1,49,5c0sf1eaipcxvdw9o22of2jdp,1,41.7,4.4,2022-08-06T17:02:22.967Z,2022-08-09T04:23:59Z,3688328225,213,0.6,3694851791,178,,3688328219,140,63.3,3688328217,56,Center,3688328223,212,27.3,3688328221,141,26.8,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442732323,29,1,1,1,56,5c0sf1eaipcxvdw9o22of2jdp,1,66.5,6.4,2022-08-06T17:02:29.955Z,2022-08-09T04:24:08Z,3688328545,212,30.1,3694851861,178,,3688328539,56,Back,3688328547,213,2.8,3688328543,141,22.8,3688328541,140,39.9,,,,,,,dkijqjb6nubobtobl4s2v8xxx,Rui Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442732403,30,1,1,1,59,5c0sf1eaipcxvdw9o22of2jdp,1,41,26.5,2022-08-06T17:02:33.153Z,2022-08-09T04:24:13Z,3688328989,140,40.8,3688328995,213,1.6,3694851885,178,,3688328991,141,61.8,3688328987,56,Back,3688328993,212,24.0,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442732433,31,1,1,2,3,5c0sf1eaipcxvdw9o22of2jdp,1,46.1,67,2022-08-06T17:02:37.418Z,2022-08-09T04:24:19Z,3688329175,56,Back,3694851923,178,,3688329179,141,92.9,3688329177,140,46.3,3688329183,213,1.6,3688329181,212,17.6,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
