id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2495970449,9,1,1,0,16,alyavx3ad35bp1xuwmqk7sgev,1,41.3,34.9,2023-01-08T15:32:07.472Z,2023-01-10T21:10:31Z,3970526809,140,35.9,3970526813,141,66.7,3973067237,178,,3970526803,56,Back,3970526819,212,22.4,3970526821,213,1.8,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970491,10,1,1,0,20,alyavx3ad35bp1xuwmqk7sgev,1,38.8,67.2,2023-01-08T15:32:10.911Z,2023-01-10T21:10:33Z,3970527003,141,95.7,3970526999,56,Left,3970527005,212,25.5,3973067367,178,,3970527001,140,54.6,3970527007,213,0.9,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970511,11,1,1,0,22,alyavx3ad35bp1xuwmqk7sgev,1,46.8,95.6,2023-01-08T15:32:13.568Z,2023-01-10T21:10:35Z,3970527101,212,28.0,3970527095,140,25.5,3970527093,56,Back,3970527097,141,70.9,3970527105,213,3.8,3973067469,178,,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970581,12,1,1,0,24,alyavx3ad35bp1xuwmqk7sgev,1,25.7,70.9,2023-01-08T15:32:15.634Z,2023-01-10T21:10:39Z,3970527415,56,Back,3970527455,141,45.4,3973067687,178,,3970527463,213,4.0,3970527451,140,11.4,3970527459,212,22.9,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970599,13,1,1,0,29,alyavx3ad35bp1xuwmqk7sgev,0,11.5,44.5,2023-01-08T15:32:20.118Z,2023-01-10T21:10:44Z,3970527559,141,42.7,3970527565,1,,3970527563,213,6.3,3973068051,178,,3970527557,140,85.9,3970527553,155,,3970527555,56,Center,3970527561,212,78.1,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970601,3,52,1,0,34,491xixnlsp75o7cr3w2gc1o0z,1,13.4,57.3,2023-01-08T15:32:24.895Z,2023-01-10T21:10:47Z,3972525697,377,,3973068345,178,,,,,,,,,,,,,,,,,,,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970631,4,1,1,0,35,491xixnlsp75o7cr3w2gc1o0z,1,14.2,58.2,2023-01-08T15:32:25.670Z,2023-01-10T21:10:50Z,3970527717,56,Back,3973068451,178,,3970527729,287,,3970527719,140,27.7,3970527721,141,92.6,3970527725,213,1.0,3970527715,123,,3970527723,212,27.4,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970655,5,1,1,0,38,491xixnlsp75o7cr3w2gc1o0z,1,26.9,92.6,2023-01-08T15:32:28.829Z,2023-01-10T21:10:52Z,3970527865,140,40.0,3970527871,213,6.1,3973068571,178,,3970527863,56,Back,3970527867,141,89.3,3970527869,212,13.9,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970657,6,1,1,0,39,491xixnlsp75o7cr3w2gc1o0z,1,40,89.3,2023-01-08T15:32:30.237Z,2023-01-10T21:10:58Z,3970527877,140,33.7,3970527881,212,8.9,3970527879,141,80.6,3973068823,178,,3970527875,56,Back,3970527883,213,3.9,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970681,7,1,1,0,40,491xixnlsp75o7cr3w2gc1o0z,1,33.7,80.6,2023-01-08T15:32:31.318Z,2023-01-10T21:11:00Z,3970528019,56,Center,3970528021,140,53.5,3970528027,213,6.0,3970528023,141,71.2,3973069129,178,,3970528025,212,21.8,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970707,8,1,1,0,44,491xixnlsp75o7cr3w2gc1o0z,1,47.4,58.5,2023-01-08T15:32:35.422Z,2023-01-10T21:11:07Z,3973069573,178,,3970528169,212,35.8,3970528173,1,,3970528167,141,5.9,3970528163,56,Back,3970528171,213,4.8,3970528165,140,48.8,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970715,9,1,1,0,48,491xixnlsp75o7cr3w2gc1o0z,1,58.4,6.8,2023-01-08T15:32:39.449Z,2023-01-10T21:11:09Z,3970528217,212,10.1,3970528219,213,0.4,3970528211,56,Right,3970528215,141,12.9,3973069717,178,,3970528213,140,67.2,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970731,10,1,1,0,49,491xixnlsp75o7cr3w2gc1o0z,1,67.2,12.9,2023-01-08T15:32:40.296Z,2023-01-10T21:11:14Z,3970528297,56,Right,3970528303,212,6.1,3970528305,213,4.9,3970528299,140,68.1,3970528301,141,4.0,3973070013,178,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970739,11,1,1,0,51,491xixnlsp75o7cr3w2gc1o0z,0,67.3,5.5,2023-01-08T15:32:42.454Z,2023-01-10T21:11:18Z,3970528355,140,79.9,3970528361,212,22.7,3973070189,178,,3970528363,213,0.9,3970528359,141,32.7,3970528351,56,Center,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970745,14,49,1,0,53,alyavx3ad35bp1xuwmqk7sgev,1,22.5,69.7,2023-01-08T15:32:43.721Z,2023-01-10T21:11:21Z,,,,,,,,,,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970755,15,1,1,0,53,alyavx3ad35bp1xuwmqk7sgev,0,22.7,69.7,2023-01-08T15:32:43.809Z,2023-01-10T21:11:23Z,3970528441,141,80.8,3973070607,178,,3970528437,56,Back,3970528439,140,32.5,3970528443,212,12.8,3970528445,213,0.6,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495976119,77,43,1,0,53,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-08T15:32:44.559Z,2023-01-08T15:42:42Z,3970559105,144,49,,,,,,,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495976239,126,49,1,0,54,491xixnlsp75o7cr3w2gc1o0z,1,67.3,18.8,2023-01-08T15:32:45.030Z,2023-01-10T21:11:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970811,12,1,1,0,55,491xixnlsp75o7cr3w2gc1o0z,1,67.7,15.5,2023-01-08T15:32:46.499Z,2023-01-10T21:11:43Z,3970528761,56,Right,3970528769,213,3.7,3970528767,212,11.5,3970528763,140,58.5,3970528765,141,6.4,3973072119,178,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970827,13,1,1,0,58,491xixnlsp75o7cr3w2gc1o0z,1,58.4,6.4,2023-01-08T15:32:49.453Z,2023-01-10T21:11:48Z,3970528853,56,Back,3970528855,140,36.3,3970528861,213,2.2,3973072381,178,,3970528859,212,38.9,3970528857,141,52.4,3970528863,1,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970863,14,1,1,1,3,491xixnlsp75o7cr3w2gc1o0z,1,35.9,52.5,2023-01-08T15:32:54.020Z,2023-01-10T21:11:51Z,3970529079,141,25.2,3973072637,178,,3970529077,140,39.0,3970529075,56,Back,3970529081,212,18.8,3970529083,213,4.9,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970877,15,1,1,1,5,491xixnlsp75o7cr3w2gc1o0z,1,39,25.2,2023-01-08T15:32:56.277Z,2023-01-10T21:11:54Z,3970529155,56,Back,3970529161,212,18.7,3970529157,140,49.6,3970529163,213,5.3,3973072801,178,,3970529159,141,3.1,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970899,16,1,1,1,8,491xixnlsp75o7cr3w2gc1o0z,1,54.2,3.1,2023-01-08T15:32:58.965Z,2023-01-10T21:11:56Z,3970529289,140,79.8,3970529295,213,0.4,3970529291,141,20.7,3970529287,56,Right,3970529293,212,29.4,3973072937,178,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970919,17,1,1,1,10,491xixnlsp75o7cr3w2gc1o0z,1,79.8,20.7,2023-01-08T15:33:01.259Z,2023-01-10T21:12:00Z,3970529397,213,1.8,3970529389,56,Center,3973073245,178,,3970529391,140,77.3,3970529395,212,9.6,3970529393,141,34.3,,,,,,,7d8acg1r083veuigl34kojnbp,Alexandre Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496512827,1214,83,1,1,13,alyavx3ad35bp1xuwmqk7sgev,1,15,66.6,2023-01-08T15:33:03.839Z,2023-01-11T09:04:45Z,3973386449,399,103841,,,,,,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970923,18,61,1,1,13,491xixnlsp75o7cr3w2gc1o0z,0,79.7,33,2023-01-08T15:33:03.893Z,2023-01-11T09:04:34Z,3970529415,56,Center,3973073657,178,,,,,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970917,16,49,1,1,13,alyavx3ad35bp1xuwmqk7sgev,1,13.5,64.2,2023-01-08T15:33:04.120Z,2023-01-10T21:12:09Z,,,,,,,,,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970931,17,1,1,1,13,alyavx3ad35bp1xuwmqk7sgev,0,14.6,59.7,2023-01-08T15:33:04.367Z,2023-01-10T21:12:12Z,3970529475,212,14.7,3970529469,56,Back,3970529473,141,40.9,3970529477,213,5.2,3973074023,178,,3970529471,140,21.5,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496512871,1509,67,1,1,16,491xixnlsp75o7cr3w2gc1o0z,1,76.2,62.5,2023-01-08T15:33:06.779Z,2023-01-11T10:13:11Z,3973386663,233,1215,,,,,,,,,,,,,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496512869,1215,67,1,1,16,alyavx3ad35bp1xuwmqk7sgev,0,23.8,37.5,2023-01-08T15:33:06.780Z,2023-01-11T09:05:05Z,3973386675,233,1509,,,,,,,,,,,,,,,,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970955,19,1,1,1,16,491xixnlsp75o7cr3w2gc1o0z,0,76.2,62.9,2023-01-08T15:33:06.835Z,2023-01-11T10:13:11Z,3970529559,56,Center,3970566041,236,,3970565871,213,4.7,3970566047,286,,3970565865,140,76.2,3970566043,233,18,3970565869,212,0.9,3970565867,141,61.6,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,3973074331,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970951,18,74,1,1,16,alyavx3ad35bp1xuwmqk7sgev,1,21.7,39.8,2023-01-08T15:33:06.932Z,2023-01-10T21:12:20Z,3970529547,56,Back,3970565937,233,19,3973074569,178,,3970529549,285,,,,,,,,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970961,20,50,1,1,17,491xixnlsp75o7cr3w2gc1o0z,1,76.8,60.1,2023-01-08T15:33:08.025Z,2023-01-10T21:12:27Z,3970529583,56,Center,3970529655,233,19,3970529585,286,,,,,,,,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970969,19,7,1,1,17,alyavx3ad35bp1xuwmqk7sgev,1,23.2,39.9,2023-01-08T15:33:08.245Z,2023-01-10T21:12:30Z,3970529625,56,Back,3973075239,178,,3972526299,383,,3970529639,233,20,3970529627,285,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970975,20,3,1,1,19,alyavx3ad35bp1xuwmqk7sgev,0,28.5,43.7,2023-01-08T15:33:09.806Z,2023-01-10T21:12:35Z,3970529633,56,Back,3973075475,178,,3970529635,285,,3972526351,465,,3970529745,233,21,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970987,21,7,1,1,19,491xixnlsp75o7cr3w2gc1o0z,1,71.5,56.3,2023-01-08T15:33:09.875Z,2023-01-10T21:12:37Z,3970529687,286,,3973075597,178,,3970529685,56,Center,3972526355,384,,3970529729,233,20,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495970991,22,49,1,1,19,491xixnlsp75o7cr3w2gc1o0z,1,74,57.9,2023-01-08T15:33:10.366Z,2023-01-10T21:12:39Z,,,,,,,,,,,,,,,,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971011,23,1,1,1,20,491xixnlsp75o7cr3w2gc1o0z,1,74,57.9,2023-01-08T15:33:11.451Z,2023-01-10T21:12:42Z,3973076023,178,,3970529835,140,77.0,3970529833,56,Center,3970529841,213,1.2,3970529837,141,68.7,3970529839,212,8.0,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971013,24,1,1,1,22,491xixnlsp75o7cr3w2gc1o0z,0,77,68.7,2023-01-08T15:33:13.014Z,2023-01-10T21:12:44Z,3970529847,155,,3970529851,140,87.4,3970529849,56,Center,3970529857,213,5.4,3973076159,178,,3970529853,141,49.1,3970529855,212,17.2,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971015,21,1,1,1,23,alyavx3ad35bp1xuwmqk7sgev,0,13.2,53.6,2023-01-08T15:33:14.143Z,2023-01-10T21:12:48Z,3970529867,213,5.5,3970529861,140,23.8,3970529859,56,Back,3970529865,212,16.4,3970529863,141,35.9,3970650637,3,,3973076325,178,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971039,22,43,1,1,24,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-08T15:33:15.017Z,2023-01-10T14:08:26Z,3972526593,144,61,3970529971,56,Back,,,,,,,,,,,,,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971031,25,61,1,1,25,491xixnlsp75o7cr3w2gc1o0z,0,73.2,62,2023-01-08T15:33:15.705Z,2023-01-10T21:13:49Z,3970529937,56,Center,3973076681,178,,,,,,,,,,,,,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971055,23,49,1,1,25,alyavx3ad35bp1xuwmqk7sgev,1,24.5,40.7,2023-01-08T15:33:16.237Z,2023-01-10T21:13:54Z,,,,,,,,,,,,,,,,,,,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971061,24,1,1,1,25,alyavx3ad35bp1xuwmqk7sgev,0,24.4,40.7,2023-01-08T15:33:16.593Z,2023-01-10T21:14:12Z,3970530079,213,3.9,3970530071,56,Back,3970530077,212,3.4,3973077761,178,,3970530103,233,26,3970530107,286,,3970530073,140,22.0,3970530075,141,37.3,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,3970530101,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971053,26,74,1,1,26,491xixnlsp75o7cr3w2gc1o0z,1,78.3,67.6,2023-01-08T15:33:16.677Z,2023-01-10T21:14:15Z,3970530037,285,,3970530111,233,24,3970530035,56,Center,3973079161,178,,,,,,,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495971095,25,1,1,1,27,alyavx3ad35bp1xuwmqk7sgev,0,15,39.7,2023-01-08T15:33:18.126Z,2023-01-10T21:14:21Z,3970530255,212,28.6,3970530253,141,0.0,3970530249,56,Back,3970530257,213,4.9,3973079469,178,,3970530251,140,19.7,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
