id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value
2534640707,6,5,1,0,20,ewsf6evtguu9j7k6js4tlgl89,1,63.4,-1.2,2023-04-16T14:29:57.624Z,2023-04-16T15:16:03Z,4195624917,233,6,4195624885,347,,4195624883,56,Right,,,,,,,,,,,,,,,,2htuct5gfuihhhvx9trpkmj56,Y. Soma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534640659,6,5,1,0,20,cgvbluoerzbzcr7aaxge3wkcv,0,36.6,101.2,2023-04-16T14:29:57.624Z,2023-04-16T14:30:02Z,4195624611,56,Back,4195624927,233,6,4195624613,347,,,,,,,,,,,,,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534640773,7,1,1,0,25,ewsf6evtguu9j7k6js4tlgl89,1,60.9,0,2023-04-16T14:30:02.734Z,2023-04-16T14:30:06Z,4195625243,1,,4195625235,140,29.3,4195625231,107,,4195625237,141,6.8,4195625239,212,33.7,4195625233,56,Back,4195625241,213,3.0,,,,6uubxxvwp558g19wxmprfqtw5,Derick Poloni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534640905,8,1,1,0,30,ewsf6evtguu9j7k6js4tlgl89,1,29.1,16.9,2023-04-16T14:30:07.790Z,2023-04-16T14:30:13Z,4195625995,212,9.0,4195625993,141,30.2,4195625989,56,Back,4195625991,140,29.3,4195625997,213,1.5,,,,,,,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534640911,9,1,1,0,35,ewsf6evtguu9j7k6js4tlgl89,1,30.9,47.2,2023-04-16T14:30:13.230Z,2023-04-16T14:30:13Z,4195626015,140,31.6,4195626017,141,76.1,4195626013,56,Back,4195626019,212,19.7,4195626021,213,1.5,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534640941,10,1,1,0,37,ewsf6evtguu9j7k6js4tlgl89,1,31.7,75.6,2023-04-16T14:30:15.134Z,2023-04-16T14:30:16Z,4195626189,140,27.3,4195626191,141,45.7,4195626195,213,4.5,4195626193,212,20.9,4195626187,56,Back,,,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641033,11,1,1,0,39,ewsf6evtguu9j7k6js4tlgl89,1,27.3,45.2,2023-04-16T14:30:17.551Z,2023-04-16T14:30:20Z,4195626717,213,5.7,4195626711,140,59.3,4195626707,155,,4195626715,212,40.7,4195626709,56,Right,4195626713,141,11.3,4195626719,1,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641041,12,61,1,0,40,ewsf6evtguu9j7k6js4tlgl89,1,59.3,11.3,2023-04-16T14:30:18.337Z,2023-04-16T15:26:06Z,4195626757,56,Right,,,,,,,,,,,,,,,,,,,,,,6uubxxvwp558g19wxmprfqtw5,Derick Poloni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534687549,425,61,1,0,44,cgvbluoerzbzcr7aaxge3wkcv,1,37.9,87.6,2023-04-16T14:30:21.610Z,2023-04-16T15:18:37Z,4195861723,56,Back,,,,,,,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641085,7,49,1,0,45,cgvbluoerzbzcr7aaxge3wkcv,1,31.7,86.3,2023-04-16T14:30:22.872Z,2023-04-16T15:18:41Z,,,,,,,,,,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641107,8,1,1,0,45,cgvbluoerzbzcr7aaxge3wkcv,1,31.7,86.3,2023-04-16T14:30:23.095Z,2023-04-16T15:18:43Z,4195627083,141,74.9,4195627085,212,11.7,4195627081,140,40.1,4195627077,56,Back,4195627087,213,5.6,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641111,9,50,1,0,46,cgvbluoerzbzcr7aaxge3wkcv,1,41,71,2023-04-16T14:30:24.280Z,2023-04-16T15:18:47Z,4195627107,286,,4195627131,233,13,4195627105,56,Back,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641113,13,7,1,0,46,ewsf6evtguu9j7k6js4tlgl89,1,59,29,2023-04-16T14:30:24.281Z,2023-04-16T14:31:39Z,4195627109,56,Center,4195627111,285,,4195627123,233,9,,,,,,,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641115,14,49,1,0,48,ewsf6evtguu9j7k6js4tlgl89,1,64.4,34.6,2023-04-16T14:30:26.206Z,2023-04-16T14:47:45Z,,,,,,,,,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641171,15,1,1,0,51,ewsf6evtguu9j7k6js4tlgl89,1,69.4,55.1,2023-04-16T14:30:29.550Z,2023-04-16T14:30:30Z,4195627473,56,Left,4195627475,140,70.4,4195627479,212,19.9,4195627481,213,1.5,4195627477,141,84.3,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641193,16,1,1,0,54,ewsf6evtguu9j7k6js4tlgl89,0,70.4,84.3,2023-04-16T14:30:32.349Z,2023-04-16T14:30:32Z,4195627587,140,92.6,4195627581,56,Center,4195627595,213,6.1,4195627593,212,23.8,4195627591,141,77.0,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641235,10,12,1,0,56,cgvbluoerzbzcr7aaxge3wkcv,1,9.8,20.6,2023-04-16T14:30:33.640Z,2023-04-16T14:30:35Z,4195627819,212,14.1,4195627871,167,,4195627815,140,10.0,4195627813,56,Back,4195627821,213,4.7,4195627817,141,0.0,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641241,11,5,1,0,56,cgvbluoerzbzcr7aaxge3wkcv,0,9.8,-0.6,2023-04-16T14:30:34.589Z,2023-04-16T15:16:04Z,4195627991,233,17,4195627845,56,Back,4195627847,347,,,,,,,,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641261,17,5,1,0,56,ewsf6evtguu9j7k6js4tlgl89,1,90.2,100.6,2023-04-16T14:30:34.589Z,2023-04-16T14:30:36Z,4195627913,347,,4195627911,56,Left,4195627959,233,11,,,,,,,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641341,18,1,1,1,3,ewsf6evtguu9j7k6js4tlgl89,1,85.4,100,2023-04-16T14:30:41.277Z,2023-04-16T14:48:39Z,4195628317,140,66.7,4195730441,189,,4195628321,141,95.7,4195628309,107,,4195628327,213,3.3,4195628325,212,20.0,4195628313,56,Left,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641355,19,1,1,1,4,ewsf6evtguu9j7k6js4tlgl89,1,66.7,95.7,2023-04-16T14:30:42.238Z,2023-04-16T14:48:38Z,4195628407,141,98.1,4195628403,56,Left,4195628411,213,0.2,4195628405,140,73.4,4195628409,212,7.2,,,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641499,20,2,1,1,5,ewsf6evtguu9j7k6js4tlgl89,1,73.4,98.1,2023-04-16T14:30:43.133Z,2023-04-16T14:30:54Z,4195629663,7,53unfq55ouhqni5jbl07fyqc5,4195629233,140,81.9,4195629235,141,88.8,4195629231,56,Left,,,,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641633,12,55,1,1,5,cgvbluoerzbzcr7aaxge3wkcv,1,18.7,44.2,2023-04-16T14:30:43.134Z,2023-04-16T15:19:22Z,,,,,,,,,,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641871,13,1,1,1,30,cgvbluoerzbzcr7aaxge3wkcv,1,8.2,44,2023-04-16T14:31:08.055Z,2023-04-16T14:31:09Z,4195631169,241,,4195631179,213,5.1,4195631173,140,16.8,4195631171,56,Back,4195631177,212,21.9,4195631167,5,,4195631175,141,14.6,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641907,14,1,1,1,31,cgvbluoerzbzcr7aaxge3wkcv,1,16.8,14.6,2023-04-16T14:31:09.191Z,2023-04-16T14:31:11Z,4195631369,212,18.9,4195631371,213,2.0,4195631365,140,9.0,4195631361,56,Back,4195631367,141,39.7,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641973,15,1,1,1,33,cgvbluoerzbzcr7aaxge3wkcv,1,9,39.7,2023-04-16T14:31:11.383Z,2023-04-16T14:31:17Z,4195631699,140,17.5,4195631703,212,10.9,4195631697,56,Back,4195631707,213,0.6,4195631701,141,49.0,,,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534641991,16,1,1,1,39,cgvbluoerzbzcr7aaxge3wkcv,1,24.8,51.2,2023-04-16T14:31:17.559Z,2023-04-16T14:31:19Z,4195631801,141,76.1,4195631793,56,Back,4195631807,213,1.4,4195631805,212,17.1,4195631797,140,27.2,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642019,17,1,1,1,41,cgvbluoerzbzcr7aaxge3wkcv,1,27.2,76.1,2023-04-16T14:31:19.143Z,2023-04-16T14:31:21Z,4195631979,140,35.2,4195631983,212,13.9,4195631985,213,0.9,4195631977,56,Back,4195631981,141,92.4,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642035,18,1,1,1,43,cgvbluoerzbzcr7aaxge3wkcv,0,35.2,92.4,2023-04-16T14:31:20.950Z,2023-04-16T14:31:24Z,4195632047,140,52.5,4195632051,212,20.7,4195632045,56,Center,4195632053,213,5.8,4195632049,141,77.9,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642097,21,1,1,1,46,ewsf6evtguu9j7k6js4tlgl89,1,47.3,25.9,2023-04-16T14:31:24.174Z,2023-04-16T14:31:25Z,4195632355,157,,4195632357,56,Center,4195632363,212,28.6,4195632367,1,,4195632361,141,56.9,4195632359,140,65.7,4195632365,213,0.8,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642105,22,61,1,1,49,ewsf6evtguu9j7k6js4tlgl89,1,65.7,57.2,2023-04-16T14:31:27.288Z,2023-04-16T14:53:16Z,4195632409,56,Center,,,,,,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642119,23,49,1,1,50,ewsf6evtguu9j7k6js4tlgl89,1,61.1,69.9,2023-04-16T14:31:28.302Z,2023-04-16T15:26:16Z,,,,,,,,,,,,,,,,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642143,24,1,1,1,50,ewsf6evtguu9j7k6js4tlgl89,1,61.1,69.9,2023-04-16T14:31:28.397Z,2023-04-16T15:26:17Z,4195632597,140,69.0,4195632611,213,6.3,4195632593,56,Center,4195632607,212,8.3,4195632601,141,69.5,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642147,25,61,1,1,51,ewsf6evtguu9j7k6js4tlgl89,0,71.3,75.8,2023-04-16T14:31:29.126Z,2023-04-16T15:26:18Z,4195632619,56,Center,,,,,,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642151,19,49,1,1,53,cgvbluoerzbzcr7aaxge3wkcv,1,30.9,14.8,2023-04-16T14:31:30.837Z,2023-04-16T15:26:22Z,,,,,,,,,,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642227,20,1,1,1,54,cgvbluoerzbzcr7aaxge3wkcv,1,31.7,10,2023-04-16T14:31:32.477Z,2023-04-16T15:26:21Z,4195633119,56,Back,4195633125,212,6.8,4195633123,141,14.5,4195633121,140,37.5,4195633127,213,0.5,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642269,21,1,1,1,56,cgvbluoerzbzcr7aaxge3wkcv,1,37.4,14.5,2023-04-16T14:31:34.407Z,2023-04-16T14:31:36Z,4195633363,141,7.9,4195633365,212,15.2,4195633361,140,23.6,4195633367,213,3.4,4195633359,56,Back,,,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642309,22,1,1,1,58,cgvbluoerzbzcr7aaxge3wkcv,1,24.2,8.9,2023-04-16T14:31:36.438Z,2023-04-16T14:31:38Z,4195633535,56,Back,4195633543,213,1.8,4195633537,140,20.2,4195633539,141,31.7,4195633541,212,16.1,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642345,23,1,1,2,1,cgvbluoerzbzcr7aaxge3wkcv,1,20.7,34.1,2023-04-16T14:31:38.758Z,2023-04-16T14:31:41Z,4195633757,212,10.9,4195633751,56,Back,4195633759,213,5.8,4195633755,141,26.9,4195633753,140,30.0,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642413,24,1,1,2,3,cgvbluoerzbzcr7aaxge3wkcv,1,29.9,26.8,2023-04-16T14:31:40.870Z,2023-04-16T14:31:45Z,4195634149,213,5.6,4195634145,141,21.8,4195634143,140,33.6,4195634141,56,Back,4195634147,212,5.2,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642471,25,1,1,2,7,cgvbluoerzbzcr7aaxge3wkcv,1,30.5,24.4,2023-04-16T14:31:44.919Z,2023-04-16T14:31:48Z,4195634461,56,Back,4195634467,212,19.0,4195634465,141,51.8,4195634469,213,1.8,4195634463,140,26.8,,,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642537,26,1,1,2,11,cgvbluoerzbzcr7aaxge3wkcv,0,29.7,56.3,2023-04-16T14:31:48.647Z,2023-04-16T14:31:54Z,4195634809,141,49.1,4195634813,213,6.2,4195634795,155,,4195634811,212,58.7,4195634805,140,85.4,4195634799,56,Center,4195634815,1,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642545,26,52,1,2,16,ewsf6evtguu9j7k6js4tlgl89,1,9.9,61.5,2023-04-16T14:31:54.206Z,2023-04-16T14:31:52Z,,,,,,,,,,,,,,,,,,,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642681,27,1,1,2,18,ewsf6evtguu9j7k6js4tlgl89,1,12.6,61.4,2023-04-16T14:31:56.078Z,2023-04-16T14:31:59Z,4195635465,141,75.6,4195635467,212,14.0,4195635461,56,Back,4195635459,123,,4195635463,140,22.2,4195635469,213,0.8,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642701,28,1,1,2,23,ewsf6evtguu9j7k6js4tlgl89,1,20.2,76.2,2023-04-16T14:32:00.765Z,2023-04-16T14:32:00Z,4195635543,56,Back,4195635555,213,5.3,4195635553,212,16.1,4195635547,140,28.6,4195635551,141,56.4,,,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642731,29,1,1,2,24,ewsf6evtguu9j7k6js4tlgl89,1,28.6,56.3,2023-04-16T14:32:02.029Z,2023-04-16T14:32:02Z,4195635697,213,1.8,4195635691,140,25.3,4195635689,56,Back,4195635695,212,14.1,4195635693,141,76.4,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642817,30,1,1,2,26,ewsf6evtguu9j7k6js4tlgl89,1,25.3,76.2,2023-04-16T14:32:04.205Z,2023-04-16T14:32:07Z,4195636069,141,59.9,4195636073,213,3.7,4195636071,212,21.5,4195636065,140,7.7,4195636061,56,Back,,,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642883,31,1,1,2,31,ewsf6evtguu9j7k6js4tlgl89,1,8.7,62,2023-04-16T14:32:08.781Z,2023-04-16T14:32:10Z,4195636399,213,6.3,4195636401,1,,4195636393,140,62.6,4195636395,141,59.4,4195636397,212,56.6,4195636391,56,Center,4195636389,155,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642901,32,44,1,2,34,ewsf6evtguu9j7k6js4tlgl89,1,62.9,60.2,2023-04-16T14:32:12.053Z,2023-04-16T14:32:12Z,4195636629,233,27,4195636477,56,Center,4195636479,286,,,,,,,,,,,,,,,,,cwd95dwww2bs1d9wzjpw3ydx,Rafael Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534642919,27,44,1,2,34,cgvbluoerzbzcr7aaxge3wkcv,0,37.1,39.8,2023-04-16T14:32:12.054Z,2023-04-16T14:32:13Z,4195636595,56,Back,4195636643,233,32,4195636597,285,,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
