id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value,assist,qualifier/18/value
2449537701,6,1,1,0,14,co1i764h6b02husae71w6scs8,0,33,71.8,2022-08-21T19:32:45.461Z,2022-08-24T06:09:01Z,3724539071,213,5.8,3724539061,155,,3729086309,178,,3724539065,140,72.2,3724539063,56,Center,3724539067,141,42.1,3724539069,212,45.8,3724539073,1,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537675,6,49,1,0,19,8gvg1ranyf93hprfkwx3ofl2y,1,17.6,63.4,2022-08-21T19:32:50.636Z,2022-08-24T06:09:11Z,,,,,,,,,,,,,,,,,,,,,,,,,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537745,7,1,1,0,21,8gvg1ranyf93hprfkwx3ofl2y,1,15.3,58.8,2022-08-21T19:32:52.037Z,2022-08-24T06:09:25Z,3729086477,178,,3724539329,212,23.5,3724539327,141,25.8,3724539325,140,21.9,3724539331,213,5.0,3724539323,56,Back,,,,,,,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537797,8,1,1,0,25,8gvg1ranyf93hprfkwx3ofl2y,1,28.8,31,2022-08-21T19:32:56.546Z,2022-08-24T06:09:32Z,3724539601,213,2.0,3724539587,140,18.5,3724539581,56,Back,3724539597,212,27.8,3724539593,141,68.7,3729086643,178,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537823,9,1,1,0,27,8gvg1ranyf93hprfkwx3ofl2y,1,18.5,68.7,2022-08-21T19:32:58.821Z,2022-08-24T06:09:36Z,3724539743,212,18.1,3724539737,56,Back,3724539745,213,4.3,3724539739,140,11.2,3729086665,178,,3724539741,141,44.6,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537859,10,1,1,0,30,8gvg1ranyf93hprfkwx3ofl2y,0,11,44.5,2022-08-21T19:33:01.166Z,2022-08-24T06:09:39Z,3724539971,141,44.5,3729086701,178,,3724539965,157,,3724539977,1,,3724539973,212,47.8,3724539969,140,56.5,3724539967,56,Center,3724539975,213,0.0,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537879,7,1,1,0,33,co1i764h6b02husae71w6scs8,1,44.4,61.5,2022-08-21T19:33:04.778Z,2022-08-24T06:09:45Z,3724616113,189,,3724540093,213,5.8,3729086779,388,,3724540085,56,Center,3724540083,3,,3724540087,140,55.5,3724540089,141,52.4,3724540091,212,13.2,3vwbsaoy8f2vc4kkad4ipv3kl,Pedro Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537885,8,49,1,0,35,co1i764h6b02husae71w6scs8,1,55.5,52.4,2022-08-21T19:33:06.087Z,2022-08-24T06:09:50Z,,,,,,,,,,,,,,,,,,,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537921,9,3,1,0,37,co1i764h6b02husae71w6scs8,1,59.8,45.9,2022-08-21T19:33:08.395Z,2022-08-24T06:10:30Z,3729087111,178,,3724540541,233,11,3728058639,465,,3724540395,56,Center,3724540397,286,,,,,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537941,11,45,1,0,37,8gvg1ranyf93hprfkwx3ofl2y,0,40.2,54.1,2022-08-21T19:33:08.395Z,2022-08-24T06:10:30Z,3724540497,56,Back,3724540561,233,9,3724540501,285,,,,,,,,,,,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537927,10,61,1,0,38,co1i764h6b02husae71w6scs8,1,60.7,43.4,2022-08-21T19:33:09.584Z,2022-08-24T06:10:37Z,3724540419,56,Center,3729087429,178,,,,,,,,,,,,,,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450401375,843,83,1,0,41,8gvg1ranyf93hprfkwx3ofl2y,1,27.8,71.6,2022-08-21T19:33:12.372Z,2022-08-24T07:15:00Z,3729139537,399,158048,,,,,,,,,,,,,,,,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537971,11,1,1,0,41,co1i764h6b02husae71w6scs8,1,70.5,26.8,2022-08-21T19:33:12.373Z,2022-08-24T06:10:45Z,3729087519,178,,3724540719,140,85.7,3724540717,56,Right,3724540725,213,5.8,3724540723,212,18.3,3724540721,141,13.5,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449537983,12,1,1,0,44,co1i764h6b02husae71w6scs8,0,88.9,14.5,2022-08-21T19:33:15.582Z,2022-08-24T06:10:52Z,3724540765,2,,3724540777,213,1.5,3724540769,56,Center,3724540773,141,48.7,3724540775,212,23.4,3728059041,20,,3724540771,140,91.5,3728059039,386,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,3728059037,225,3729087603,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538039,12,12,1,0,45,8gvg1ranyf93hprfkwx3ofl2y,1,7.6,47.3,2022-08-21T19:33:16.755Z,2022-08-24T06:10:59Z,3724541153,56,Back,3724541161,213,1.6,3724541155,140,5.7,3724541157,141,100.0,3724541159,212,36.6,3724541205,167,,3729087685,178,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538047,13,5,1,0,47,8gvg1ranyf93hprfkwx3ofl2y,0,5.1,101.4,2022-08-21T19:33:18.794Z,2022-08-24T06:11:06Z,3724541185,56,Back,3724541187,347,,3724541727,233,13,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538119,13,5,1,0,47,co1i764h6b02husae71w6scs8,1,94.9,-1.4,2022-08-21T19:33:18.794Z,2022-08-24T06:11:06Z,3724541697,233,13,3724541687,347,,3724541685,56,Right,,,,,,,,,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538141,14,43,1,1,1,co1i764h6b02husae71w6scs8,1,0,0,2022-08-21T19:33:32.102Z,2022-08-21T19:35:55Z,3724541835,140,92.6,3724541839,212,3.2,3724541837,141,0.0,3724541827,155,0,3724550299,144,1,3724541841,213,3.0,3724541825,107,0,3724541831,56,Right,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538189,16,1,1,1,3,co1i764h6b02husae71w6scs8,1,92.6,0,2022-08-21T19:33:33.995Z,2022-08-24T06:11:08Z,3724542133,212,23.4,3728061411,189,,3724542137,213,2.6,3724550051,107,,3724550055,1,,3724542127,56,Right,3724542129,140,73.0,3724542131,141,15.0,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538209,17,1,1,1,4,co1i764h6b02husae71w6scs8,1,68.5,18.8,2022-08-21T19:33:35.188Z,2022-08-24T06:11:19Z,3724542219,56,Center,3724542225,212,19.3,3729087919,178,,3724542223,141,33.7,3724542227,213,2.6,3724542221,140,52.9,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538161,15,43,1,1,5,co1i764h6b02husae71w6scs8,1,0,0,2022-08-21T19:33:36.243Z,2022-08-21T19:35:46Z,3724549781,144,5,3724541985,56,Right,3724541987,347,0,,,,,,,,,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538243,18,1,1,1,9,co1i764h6b02husae71w6scs8,0,55.6,31.6,2022-08-21T19:33:40.034Z,2022-08-24T06:11:23Z,3724542401,141,0.0,3724542403,212,44.6,3724542395,155,,3724542405,213,5.8,3724542397,56,Right,3724542399,140,92.4,3729087967,178,,3724542407,1,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538313,14,5,1,1,12,8gvg1ranyf93hprfkwx3ofl2y,1,8.5,101.6,2022-08-21T19:33:43.002Z,2022-08-24T06:11:32Z,3724542799,56,Back,3724542801,347,,3724542823,233,19,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538247,19,5,1,1,12,co1i764h6b02husae71w6scs8,0,91.5,-1.6,2022-08-21T19:33:43.002Z,2022-08-24T06:11:32Z,3724542427,347,,3724542837,233,14,3724542425,56,Right,,,,,,,,,,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538373,15,1,1,1,21,8gvg1ranyf93hprfkwx3ofl2y,0,15.3,100,2022-08-21T19:33:52.237Z,2022-08-24T06:12:22Z,3724543175,140,33.0,3724543173,56,Back,3724543177,141,93.6,3724543179,212,19.4,3724543181,213,6.0,3724543171,107,,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538387,20,44,1,1,22,co1i764h6b02husae71w6scs8,1,63.8,8,2022-08-21T19:33:53.758Z,2022-08-24T11:50:06Z,3724543223,56,Right,3724543225,286,,3724543267,233,16,,,,,,,,,,,,,,,,7sedwtw16nm2tr4496xu6qvop,Willyan Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538383,16,44,1,1,22,8gvg1ranyf93hprfkwx3ofl2y,0,36.2,92,2022-08-21T19:33:53.759Z,2022-08-24T06:12:28Z,3724543387,233,20,3724543217,56,Back,3724543219,285,,,,,,,,,,,,,,,,,evwzikhqpwulci3y20ckeoc15,Anderson Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538399,21,1,1,1,23,co1i764h6b02husae71w6scs8,0,60.3,9.2,2022-08-21T19:33:53.849Z,2022-08-24T11:50:07Z,3724543297,213,0.2,3724543295,212,2.6,3724543293,141,10.1,3724543287,3,,3724543289,56,Right,3729088671,388,,3724543291,140,62.7,,,,7sedwtw16nm2tr4496xu6qvop,Willyan Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538405,17,61,1,1,23,8gvg1ranyf93hprfkwx3ofl2y,1,33.6,91.3,2022-08-21T19:33:53.872Z,2022-08-24T06:13:26Z,3724543317,56,Back,3729089335,388,,3729089333,15,,,,,,,,,,,,,,,,,evwzikhqpwulci3y20ckeoc15,Anderson Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538435,22,49,1,1,24,co1i764h6b02husae71w6scs8,1,60.6,21.2,2022-08-21T19:33:55.393Z,2022-08-24T06:13:41Z,,,,,,,,,,,,,,,,,,,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538449,23,1,1,1,24,co1i764h6b02husae71w6scs8,0,61.5,22.7,2022-08-21T19:33:55.486Z,2022-08-24T06:13:54Z,3729089749,388,,3724543549,140,66.1,3724543547,56,Right,3724543557,213,5.9,3724543553,141,20.0,3724543555,212,5.2,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538699,23,61,1,1,24,8gvg1ranyf93hprfkwx3ofl2y,1,27,88.6,2022-08-21T19:33:55.722Z,2022-08-24T06:14:16Z,3729090111,178,,3724544885,56,Back,,,,,,,,,,,,,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538471,24,1,1,1,26,co1i764h6b02husae71w6scs8,0,76.2,20.2,2022-08-21T19:33:57.200Z,2022-08-24T06:14:23Z,3724543685,56,Center,3724543687,140,79.2,3724543689,141,33.2,3724543691,212,9.4,3729090193,178,,3724543693,213,1.2,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449539615,40,61,1,1,26,8gvg1ranyf93hprfkwx3ofl2y,0,23.9,73.6,2022-08-21T19:33:57.812Z,2022-08-24T06:14:33Z,3729090343,178,,3724561085,56,Back,,,,,,,,,,,,,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538481,25,50,1,1,27,co1i764h6b02husae71w6scs8,1,75.5,31.2,2022-08-21T19:33:58.197Z,2022-08-24T06:15:10Z,3724561537,233,41,3724543701,56,Center,3724547103,286,,,,,,,,,,,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449539623,41,7,1,1,27,8gvg1ranyf93hprfkwx3ofl2y,1,24.5,68.8,2022-08-21T19:33:58.566Z,2022-08-24T06:15:17Z,3729090905,178,,3724561525,233,25,3724561509,56,Back,3728065749,383,,3724561511,285,,,,,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538445,18,49,1,1,28,8gvg1ranyf93hprfkwx3ofl2y,1,20.6,68.1,2022-08-21T19:33:59.354Z,2022-08-24T06:16:28Z,,,,,,,,,,,,,,,,,,,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538465,19,1,1,1,29,8gvg1ranyf93hprfkwx3ofl2y,1,21.1,68.4,2022-08-21T19:33:59.926Z,2022-08-24T06:16:34Z,3729091985,178,,3724543651,212,4.4,3724543645,56,Back,3724543647,140,23.9,3724543649,141,73.3,3724543653,213,0.8,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538505,20,1,1,1,29,8gvg1ranyf93hprfkwx3ofl2y,1,27.5,77.5,2022-08-21T19:34:00.806Z,2022-08-24T06:16:41Z,3724543825,212,10.1,3724543817,56,Back,3724543819,140,21.9,3724543827,213,2.2,3729092101,178,,3724543821,141,89.6,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538527,21,1,1,1,32,8gvg1ranyf93hprfkwx3ofl2y,0,20.7,86.9,2022-08-21T19:34:02.969Z,2022-08-24T06:16:46Z,3724543931,155,,3724543943,1,,3724543939,212,37.6,3724543937,141,100.0,3724543941,213,0.3,3724543933,56,Left,3729092177,178,,3724543935,140,55.2,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538531,22,5,1,1,34,8gvg1ranyf93hprfkwx3ofl2y,0,58.4,101.6,2022-08-21T19:34:05.770Z,2022-08-24T06:16:50Z,3724544469,233,26,3724543959,347,,3724543957,56,Left,,,,,,,,,,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538625,26,5,1,1,34,co1i764h6b02husae71w6scs8,1,41.6,-1.6,2022-08-21T19:34:05.770Z,2022-08-24T06:16:50Z,3724544455,56,Back,3724544457,347,,3724544459,233,22,,,,,,,,,,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538669,27,1,1,1,38,co1i764h6b02husae71w6scs8,1,36.5,0,2022-08-21T19:34:09.765Z,2022-08-24T06:16:58Z,3724544663,213,1.9,3724544657,140,30.6,3724544659,141,26.8,3724544653,107,,3724544661,212,19.9,3724544655,56,Back,,,,,,,7sedwtw16nm2tr4496xu6qvop,Willyan Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538707,28,1,1,1,46,co1i764h6b02husae71w6scs8,1,28.7,37,2022-08-21T19:34:17.268Z,2022-08-24T06:17:12Z,3724544913,212,24.7,3724544915,213,1.8,3724544909,140,23.8,3724544907,56,Back,3729092521,178,,3724544911,141,72.6,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449538715,29,1,1,1,49,co1i764h6b02husae71w6scs8,1,23.8,74.8,2022-08-21T19:34:20.693Z,2022-08-24T06:17:18Z,3729092597,178,,3724544981,212,16.6,3724544975,56,Back,3724544983,213,1.0,3724544979,141,95.7,3724544977,140,32.0,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
