id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value
2506539715,4,49,1,0,17,cmbqc74mshg77ra7mywec2a6b,1,20.2,95,2023-02-11T18:02:46.152Z,2023-02-13T23:12:44Z,,,,,,,,,,,,,,,,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539781,5,1,1,0,19,cmbqc74mshg77ra7mywec2a6b,0,19.6,96.5,2023-02-11T18:02:48.376Z,2023-02-13T23:12:48Z,4025995443,140,45.4,4031575809,178,,4025995449,213,0.1,4025995445,141,100.0,4025995439,155,,4025995441,56,Back,4025995447,212,27.2,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539785,6,5,1,0,22,cmbqc74mshg77ra7mywec2a6b,0,44,101.2,2023-02-11T18:02:50.735Z,2023-02-13T23:12:59Z,4025995463,56,Back,4025995465,347,,4025995775,233,8,,,,,,,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539843,8,5,1,0,22,dich5v7sw466smbqap0d9rbyj,1,56,-1.2,2023-02-11T18:02:50.735Z,2023-02-13T23:12:59Z,4025995711,347,,4025995739,233,6,4025995709,56,Right,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539923,9,1,1,0,27,dich5v7sw466smbqap0d9rbyj,1,57.5,0,2023-02-11T18:02:56.098Z,2023-02-13T23:13:06Z,4025996211,212,26.0,4025996207,140,81.2,4025996215,1,,4025996213,213,0.3,4025996203,107,,4025996205,56,Right,4025996209,141,9.7,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539935,10,1,1,0,29,dich5v7sw466smbqap0d9rbyj,0,81.2,9.7,2023-02-11T18:02:58.136Z,2023-02-13T23:13:17Z,4025996259,155,,4025996261,56,Center,4031576425,388,,4025996267,212,10.5,4025996263,140,76.8,4025996265,141,23.5,4025996269,213,2.0,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539963,8,1,1,0,31,cmbqc74mshg77ra7mywec2a6b,1,24.9,72.6,2023-02-11T18:03:00.322Z,2023-02-13T23:13:39Z,4025996379,56,Back,4025996383,141,56.9,4025996385,212,12.6,4031576847,178,,4025996377,3,,4025996387,213,4.2,4025996381,140,18.5,,,,5u3nf7qbreypvi8rut8n8smhh,K. Misao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539943,7,43,1,0,33,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-02-11T18:03:01.615Z,2023-02-11T18:08:00Z,4025996293,285,0,4026018593,144,44,4025996291,56,Back,,,,,,,,,,,,,,,,5u3nf7qbreypvi8rut8n8smhh,K. Misao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539975,11,43,1,0,33,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-02-11T18:03:01.616Z,2023-02-11T18:05:24Z,4025996443,286,0,4025996441,56,Center,4025996509,233,7,4026006707,144,44,,,,,,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506539967,9,49,1,0,33,cmbqc74mshg77ra7mywec2a6b,1,18.5,56.9,2023-02-11T18:03:01.898Z,2023-02-13T23:13:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540001,10,1,1,0,33,cmbqc74mshg77ra7mywec2a6b,0,18.5,56.9,2023-02-11T18:03:01.956Z,2023-02-13T23:13:49Z,4025996651,1,,4025996643,140,46.8,4031577089,178,,4025996649,213,0.8,4025996645,141,100.0,4025996639,157,,4025996641,56,Back,4025996647,212,42.3,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540005,11,5,1,0,37,cmbqc74mshg77ra7mywec2a6b,0,46.2,101,2023-02-11T18:03:06.305Z,2023-02-13T23:13:54Z,4025997619,233,12,4025996659,347,,4025996657,56,Back,,,,,,,,,,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540177,12,5,1,0,37,dich5v7sw466smbqap0d9rbyj,1,53.8,-1,2023-02-11T18:03:06.305Z,2023-02-13T23:13:53Z,4025997601,233,11,4025997595,347,,4025997593,56,Right,,,,,,,,,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540199,13,1,1,0,53,dich5v7sw466smbqap0d9rbyj,1,54.3,0,2023-02-11T18:03:22.365Z,2023-02-13T23:13:59Z,4025997735,213,2.7,4025997721,107,,4025997727,141,3.5,4025997729,212,7.3,4025997725,140,48.0,4025997723,56,Back,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540311,14,1,1,0,55,dich5v7sw466smbqap0d9rbyj,1,51.8,3.5,2023-02-11T18:03:24.347Z,2023-02-13T23:14:04Z,4025998277,140,86.2,4025998281,212,36.6,4025998283,213,0.2,4025998279,141,12.4,4025998275,56,Right,4031577465,178,,4025998285,1,,4025998273,155,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540319,15,50,1,1,1,dich5v7sw466smbqap0d9rbyj,1,89.7,9.7,2023-02-11T18:03:29.715Z,2023-02-13T23:14:38Z,4025998311,56,Right,4025998313,286,,4025998329,233,12,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540317,12,7,1,1,1,cmbqc74mshg77ra7mywec2a6b,1,10.3,90.3,2023-02-11T18:03:29.913Z,2023-02-13T23:14:44Z,4031578149,178,,4025998309,285,,4029542173,383,,4025998325,233,15,4025998307,56,Back,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507219979,809,49,1,1,2,cmbqc74mshg77ra7mywec2a6b,1,14.1,91.6,2023-02-11T18:03:31.243Z,2023-02-13T23:14:57Z,,,,,,,,,,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540325,13,1,1,1,2,cmbqc74mshg77ra7mywec2a6b,0,6.4,96,2023-02-11T18:03:31.468Z,2023-02-13T23:15:05Z,4025998337,56,Back,4031578611,178,,4025998345,213,6.3,4025998343,212,21.9,4025998335,157,,4025998339,140,27.3,4025998347,1,,4025998341,141,95.7,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507220027,998,49,1,1,5,dich5v7sw466smbqap0d9rbyj,1,73.7,8.7,2023-02-11T18:03:33.504Z,2023-02-13T23:16:08Z,,,,,,,,,,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540365,16,1,1,1,6,dich5v7sw466smbqap0d9rbyj,1,74.3,6.5,2023-02-11T18:03:34.843Z,2023-02-13T23:16:14Z,4025998517,140,67.6,4025998523,213,2.8,4025998515,56,Right,4025998519,141,9.8,4031579799,178,,4025998521,212,7.4,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540387,17,1,1,1,7,dich5v7sw466smbqap0d9rbyj,1,67.1,11,2023-02-11T18:03:36.277Z,2023-02-13T23:16:20Z,4025998657,140,53.8,4031579845,178,,4025998663,213,2.1,4025998659,141,44.3,4025998655,56,Center,4025998661,212,26.6,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540425,18,1,1,1,10,dich5v7sw466smbqap0d9rbyj,1,53.6,47.8,2023-02-11T18:03:38.752Z,2023-02-13T23:16:42Z,4025998849,140,59.9,4025998851,141,81.6,4025998847,56,Left,4031580229,178,,4025998855,213,1.3,4025998853,212,23.9,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540433,19,1,1,1,14,dich5v7sw466smbqap0d9rbyj,1,60.5,83.1,2023-02-11T18:03:43.076Z,2023-02-13T23:16:47Z,4031580349,178,,4025998891,141,72.9,4025998889,140,56.3,4025998893,212,8.2,4025998895,213,4.1,4025998887,56,Center,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540531,20,1,1,1,15,dich5v7sw466smbqap0d9rbyj,1,56.3,72.9,2023-02-11T18:03:44.136Z,2023-02-13T23:16:52Z,4025999407,212,12.4,4025999401,56,Center,4031580399,178,,4025999405,141,75.2,4025999409,213,0.1,4025999403,140,68.0,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540557,21,1,1,1,19,dich5v7sw466smbqap0d9rbyj,0,72.8,78.9,2023-02-11T18:03:47.766Z,2023-02-13T23:16:59Z,4029548697,224,,4025999551,155,,4031580561,178,,4029548699,72,,4025999555,140,100.0,4025999553,56,Right,4025999563,1,,4025999549,2,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,4025999557,141,5.9,4025999561,213,5.2,4025999559,212,57.6,,,,,,,,,,,,,,,,,,,,,,,,
2506540581,14,5,1,1,24,cmbqc74mshg77ra7mywec2a6b,1,-0.6,81.6,2023-02-11T18:03:53.113Z,2023-02-13T23:17:08Z,4025999669,346,,4025999689,233,22,4025999667,56,Back,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540565,22,5,1,1,24,dich5v7sw466smbqap0d9rbyj,0,100.6,18.4,2023-02-11T18:03:53.113Z,2023-02-13T23:17:09Z,4025999731,233,14,4025999593,346,,4025999591,56,Right,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540911,15,1,1,1,42,cmbqc74mshg77ra7mywec2a6b,1,3.9,52.7,2023-02-11T18:04:11.021Z,2023-02-13T23:17:39Z,4026001241,56,Back,4026001247,212,36.4,4026001255,74,,4026001239,124,,4026001243,140,37.7,4026001249,213,0.2,4026001245,141,64.8,4026001251,1,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540915,16,44,1,1,47,cmbqc74mshg77ra7mywec2a6b,1,38.4,63,2023-02-11T18:04:15.855Z,2023-02-14T06:06:02Z,4026001301,233,23,4026001275,285,,4026001273,56,Back,,,,,,,,,,,,,,,,5u3nf7qbreypvi8rut8n8smhh,K. Misao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540917,23,44,1,1,47,dich5v7sw466smbqap0d9rbyj,0,61.6,37,2023-02-11T18:04:15.856Z,2023-02-13T23:17:54Z,4026001291,286,,4026001331,233,16,4026001289,56,Center,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540951,17,1,1,1,47,cmbqc74mshg77ra7mywec2a6b,0,40.7,62.7,2023-02-11T18:04:15.904Z,2023-02-14T06:06:03Z,4026001433,141,62.7,4026001435,212,1.1,4026001427,3,,4031581983,178,,4026001429,56,Back,4026001431,140,41.7,4026001437,213,0,4026013321,168,,5u3nf7qbreypvi8rut8n8smhh,K. Misao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540919,24,61,1,1,47,dich5v7sw466smbqap0d9rbyj,1,61,38.9,2023-02-11T18:04:15.977Z,2023-02-13T23:18:18Z,4031582171,21,,4026001295,56,Center,4031582173,388,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506540967,18,1,1,1,48,cmbqc74mshg77ra7mywec2a6b,0,46.2,54.8,2023-02-11T18:04:17.437Z,2023-02-13T23:18:25Z,4026001535,212,31.2,4026001527,155,,4026001533,141,84.5,4026001529,56,Left,4026001537,213,0.7,4026001531,140,68.8,4031582319,178,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541029,25,1,1,1,52,dich5v7sw466smbqap0d9rbyj,0,26,12.5,2023-02-11T18:04:21.447Z,2023-02-13T23:18:30Z,4026001849,3,,4031582387,388,,4026001863,213,5.2,4026001853,56,Back,4026001859,141,0.0,4026001855,140,31.1,4026001861,212,10.6,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541067,19,5,1,1,54,cmbqc74mshg77ra7mywec2a6b,1,67,101,2023-02-11T18:04:23.307Z,2023-02-13T23:18:32Z,4026002061,56,Left,4026002081,233,26,4026002063,347,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541033,26,5,1,1,54,dich5v7sw466smbqap0d9rbyj,0,33,-1,2023-02-11T18:04:23.307Z,2023-02-13T23:18:32Z,4026002103,233,19,4026001879,347,,4026001877,56,Back,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541147,20,1,1,2,3,cmbqc74mshg77ra7mywec2a6b,1,67.4,100,2023-02-11T18:04:32.164Z,2023-02-13T23:18:37Z,4026002541,56,Left,4026002547,212,5.2,4026002539,107,,4026002549,213,4.9,4026002545,141,93.6,4026002543,140,68.2,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541161,21,1,1,2,5,cmbqc74mshg77ra7mywec2a6b,1,68.2,93.6,2023-02-11T18:04:33.576Z,2023-02-13T23:18:43Z,4026002623,140,68.7,4026002637,141,97.8,4026002639,212,2.9,4026002621,56,Left,4031582635,178,,4026002641,213,1.4,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541167,22,1,1,2,6,cmbqc74mshg77ra7mywec2a6b,0,68.7,97.8,2023-02-11T18:04:34.567Z,2023-02-13T23:18:47Z,4026002771,286,,4026002671,212,1.5,4026002665,56,Left,4026002669,141,97.2,4026002765,236,,4031582763,178,,4026002673,213,6.0,4026002767,233,27,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,4026002667,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541177,27,74,1,2,6,dich5v7sw466smbqap0d9rbyj,1,28.7,3.8,2023-02-11T18:04:34.665Z,2023-02-13T23:18:51Z,4026002729,56,Back,4026002825,233,22,4026002733,285,,4031582829,178,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541225,23,5,1,2,6,cmbqc74mshg77ra7mywec2a6b,1,69.8,101.4,2023-02-11T18:04:35.347Z,2023-02-13T23:18:53Z,4026003021,233,28,4026002993,347,,4026002991,56,Left,,,,,,,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541195,28,5,1,2,6,dich5v7sw466smbqap0d9rbyj,0,30.2,-1.4,2023-02-11T18:04:35.347Z,2023-02-13T23:18:53Z,4026002849,56,Back,4026003075,233,23,4026002851,347,,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541337,24,1,1,2,10,cmbqc74mshg77ra7mywec2a6b,1,67.9,100,2023-02-11T18:04:38.904Z,2023-02-13T23:19:05Z,4026003611,213,6.1,4026003607,141,96.8,4026003601,107,,4026003613,1,,4026003605,140,88.5,4026003609,212,21.9,4026003603,56,Left,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541345,25,1,1,2,14,cmbqc74mshg77ra7mywec2a6b,0,97.1,98,2023-02-11T18:04:42.758Z,2023-02-13T23:20:02Z,4026003653,213,4.5,4026003791,286,,4026003785,236,,4026003641,2,,4026003651,212,1.7,4026003643,155,,4026003645,56,Left,4031584131,178,,36zf6j90b94qls6y50c1xgi51,Allano,4029550757,224,,4026003647,140,96.7,4029550761,72,,4026003787,233,29,4026003649,141,95.6,,,,,,,,,,,,,,,,,,
2506541323,29,12,1,2,14,dich5v7sw466smbqap0d9rbyj,1,2,5.5,2023-02-11T18:04:42.909Z,2023-02-13T23:20:06Z,4026003549,56,Back,4026003795,233,25,4026003547,185,,4031584209,178,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541369,26,6,1,2,14,cmbqc74mshg77ra7mywec2a6b,1,97.4,95,2023-02-11T18:04:43.222Z,2023-02-13T23:20:11Z,4026003819,233,30,4026003799,56,Left,4026003801,73,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506541331,30,6,1,2,14,dich5v7sw466smbqap0d9rbyj,0,2.6,5,2023-02-11T18:04:43.222Z,2023-02-13T23:20:11Z,4026003587,56,Back,4026003839,233,26,4026003589,73,,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
