id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2479795957,7,1,1,0,34,bwt8yfk8rkcwiwyr0mopd7wqd,1,25.9,25.7,2022-10-30T20:30:32.091Z,2022-11-01T21:20:35Z,3885410201,1,,3885410191,56,Back,3885410195,141,72.9,3885410199,213,1.4,3888546207,178,,3885410193,140,30.3,3885410197,212,32.4,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479795999,8,1,1,0,40,bwt8yfk8rkcwiwyr0mopd7wqd,1,31.8,70.7,2022-10-30T20:30:37.728Z,2022-11-01T21:20:39Z,3885410421,212,24.1,3885410415,56,Back,3885410419,141,36.4,3888546427,178,,3885410417,140,26.2,3885410423,213,4.5,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796053,9,1,1,0,44,bwt8yfk8rkcwiwyr0mopd7wqd,1,27.4,34.7,2022-10-30T20:30:42.071Z,2022-11-01T21:20:43Z,3885410667,213,5.8,3885410663,141,20.0,3885410661,140,44.1,3885410665,212,20.2,3888546683,178,,3885410659,56,Back,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796067,10,1,1,0,49,bwt8yfk8rkcwiwyr0mopd7wqd,1,58.1,8.6,2022-10-30T20:30:46.372Z,2022-11-01T21:20:49Z,3885410739,140,68.4,3885410741,141,5.9,3885410745,213,6.1,3885410737,56,Right,3888546963,178,,3885410743,212,11.0,,,,,,,1f57m5jalwzn2xwr3xqtjiy8l,B. Aouacheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796069,11,61,1,0,50,bwt8yfk8rkcwiwyr0mopd7wqd,0,68.4,5.9,2022-10-30T20:30:47.719Z,2022-11-01T21:20:54Z,3885410749,56,Right,3888547373,178,,,,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796093,12,49,1,0,50,26t6lvlpql4w5wu1ih73qpy36,1,26.8,94.7,2022-10-30T20:30:48.114Z,2022-11-01T21:21:01Z,,,,,,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480418867,902,67,1,0,50,26t6lvlpql4w5wu1ih73qpy36,1,28.1,94.7,2022-10-30T20:30:48.186Z,2022-11-02T01:02:05Z,3888650419,233,825,,,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480418865,825,67,1,0,50,bwt8yfk8rkcwiwyr0mopd7wqd,0,71.9,5.3,2022-10-30T20:30:48.187Z,2022-11-01T21:49:59Z,3888650425,233,902,,,,,,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796113,13,1,1,0,50,26t6lvlpql4w5wu1ih73qpy36,0,28.6,94.2,2022-10-30T20:30:48.197Z,2022-11-02T01:02:06Z,3885410957,141,95.2,3885410953,56,Back,3885410955,140,31.1,3885410959,212,2.7,3888548053,178,,3885410961,213,0.3,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479797525,24,61,1,0,50,bwt8yfk8rkcwiwyr0mopd7wqd,1,62.4,4.9,2022-10-30T20:30:48.210Z,2022-11-01T21:21:09Z,3888548309,178,,3885419029,56,Right,,,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796121,14,1,1,0,53,26t6lvlpql4w5wu1ih73qpy36,1,38.6,88.1,2022-10-30T20:30:50.679Z,2022-11-01T21:21:50Z,3885410995,140,33.5,3885410999,212,18.9,3885410997,141,61.4,3888550677,178,,3885411001,213,4.4,3885410993,56,Back,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796129,15,1,1,0,55,26t6lvlpql4w5wu1ih73qpy36,1,33.5,61.4,2022-10-30T20:30:53.122Z,2022-11-01T21:21:59Z,3885411045,213,4.8,3885411041,141,28.4,3885411039,140,35.7,3888551293,178,,3885411037,56,Back,3885411043,212,22.6,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796155,16,1,1,0,59,26t6lvlpql4w5wu1ih73qpy36,1,36,28.3,2022-10-30T20:30:56.257Z,2022-11-01T21:22:04Z,3888551605,178,,3885411173,56,Back,3885411177,141,28.4,3885411175,140,26.0,3885411181,213,3.1,3885411179,212,10.5,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796185,17,1,1,1,1,26t6lvlpql4w5wu1ih73qpy36,1,25.8,32.3,2022-10-30T20:30:58.973Z,2022-11-01T21:22:11Z,3885411373,213,1.7,3888552009,178,,3885411367,140,23.5,3885411365,56,Back,3885411371,212,26.1,3885411369,141,70.5,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796211,18,1,1,1,5,26t6lvlpql4w5wu1ih73qpy36,1,26.3,71.1,2022-10-30T20:31:02.258Z,2022-11-01T21:22:16Z,3885411527,213,0.8,3885411523,141,93.0,3888552333,178,,3885411521,140,41.5,3885411525,212,21.8,3885411519,56,Back,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796263,19,1,1,1,9,26t6lvlpql4w5wu1ih73qpy36,1,36.3,78.2,2022-10-30T20:31:06.282Z,2022-11-01T21:22:20Z,3888552717,178,,3885411789,1,,3885411785,212,32.7,3885411781,140,30.1,3885411779,56,Back,3885411787,213,4.5,3885411783,141,31.0,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796269,20,1,1,1,13,26t6lvlpql4w5wu1ih73qpy36,1,35.3,19.4,2022-10-30T20:31:11.189Z,2022-11-01T21:22:24Z,3885411809,140,58.9,3885411813,212,27.3,3885411807,56,Right,3888552973,178,,3885411815,213,5.8,3885411811,141,2.5,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796321,21,1,1,1,15,26t6lvlpql4w5wu1ih73qpy36,1,58.9,2.5,2022-10-30T20:31:12.573Z,2022-11-01T21:22:28Z,3888553271,178,,3885412089,213,2.9,3885412081,56,Back,3885412085,141,9.2,3885412083,140,38.1,3885412087,212,22.3,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796335,22,1,1,1,21,26t6lvlpql4w5wu1ih73qpy36,1,40.2,25.7,2022-10-30T20:31:18.459Z,2022-11-01T21:22:32Z,3888553519,178,,3885412207,56,Back,3885412213,212,15.7,3885412209,140,36.4,3885412215,213,1.8,3885412211,141,48.1,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796365,23,1,1,1,24,26t6lvlpql4w5wu1ih73qpy36,1,36.4,48.1,2022-10-30T20:31:21.374Z,2022-11-01T21:22:36Z,3885412357,141,24.4,3885412353,56,Back,3888553779,178,,3885412359,212,17.3,3885412355,140,42.4,3885412361,213,5.1,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796407,24,1,1,1,26,26t6lvlpql4w5wu1ih73qpy36,1,43.2,22.9,2022-10-30T20:31:23.946Z,2022-11-01T21:22:41Z,3885412565,56,Right,3888554121,178,,3885412569,140,69.5,3885412581,213,5.8,3885412577,212,31.2,3885412573,141,1.7,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796423,25,2,1,1,31,26t6lvlpql4w5wu1ih73qpy36,1,73.5,4.9,2022-10-30T20:31:28.496Z,2022-11-01T21:22:47Z,3885412661,140,80.3,3885412659,56,Right,3888554471,178,,3885412663,141,4.6,3885412657,7,cnriqwh17pqgz7p2gt74uar6c,,,,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796427,12,55,1,1,31,bwt8yfk8rkcwiwyr0mopd7wqd,1,18.1,51.8,2022-10-30T20:31:28.497Z,2022-11-01T21:22:48Z,,,,,,,,,,,,,,,,,,,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796583,13,1,1,1,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,19.7,81.8,2022-10-30T20:31:43.867Z,2022-11-01T21:22:51Z,3888554671,178,,3885413609,213,0.7,3885413605,141,95.7,3885413601,56,Back,3885413597,5,,3885413603,140,30.4,3885413607,212,14.7,3885413953,189,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,3885413599,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796589,14,61,1,1,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,30.4,95.7,2022-10-30T20:31:44.187Z,2022-11-01T21:22:56Z,3888554951,178,,3885413831,189,,3885413627,56,Back,,,,,,,,,,,,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796599,15,5,1,1,48,bwt8yfk8rkcwiwyr0mopd7wqd,0,31.4,101.1,2022-10-30T20:31:45.574Z,2022-11-01T21:23:00Z,3885413663,347,,3885414075,233,26,3885413661,56,Back,,,,,,,,,,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796665,26,5,1,1,48,26t6lvlpql4w5wu1ih73qpy36,1,68.6,-1.1,2022-10-30T20:31:45.574Z,2022-11-01T21:22:59Z,3885414015,347,,3885414049,233,15,3885414013,56,Right,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796687,27,1,1,1,56,26t6lvlpql4w5wu1ih73qpy36,1,69.4,0,2022-10-30T20:31:53.767Z,2022-11-01T21:23:18Z,3885414119,56,Back,3885414129,1,,3885414125,212,33.3,3885414121,140,39.1,3885414123,141,13.1,3885414117,107,,3885414127,213,2.8,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796713,28,1,1,2,0,26t6lvlpql4w5wu1ih73qpy36,1,39.3,25.7,2022-10-30T20:31:57.789Z,2022-11-01T21:23:23Z,3885414279,140,36.7,3885414285,213,1.7,3885414281,141,55.4,3885414277,56,Back,3888556773,178,,3885414283,212,20.4,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796731,29,1,1,2,4,26t6lvlpql4w5wu1ih73qpy36,1,36.7,55.4,2022-10-30T20:32:01.275Z,2022-11-01T21:23:26Z,3885414371,212,15.9,3885414365,56,Back,3885414369,141,38.3,3885414367,140,47.0,3885414373,213,5.5,3888557035,178,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796747,30,1,1,2,6,26t6lvlpql4w5wu1ih73qpy36,1,46.7,42.1,2022-10-30T20:32:03.471Z,2022-11-01T21:23:32Z,3885414439,212,13.6,3885414435,140,45.9,3885414441,213,1.6,3888557405,178,,3885414437,141,62.1,3885414433,56,Back,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796763,31,1,1,2,9,26t6lvlpql4w5wu1ih73qpy36,1,45.7,68,2022-10-30T20:32:06.596Z,2022-11-01T21:23:38Z,3885414553,212,29.4,3885414547,56,Left,3885414549,140,66.0,3885414551,141,97.8,3885414555,213,0.8,3888557791,178,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796771,32,1,1,2,10,26t6lvlpql4w5wu1ih73qpy36,1,66,97.8,2022-10-30T20:32:07.899Z,2022-11-01T21:23:44Z,3885414637,213,3.5,3885414631,140,49.3,3885414635,212,18.9,3885414629,56,Back,3885414633,141,87.3,3888558199,178,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796805,33,1,1,2,14,26t6lvlpql4w5wu1ih73qpy36,1,44.9,84.3,2022-10-30T20:32:11.757Z,2022-11-01T21:23:51Z,3885414823,141,28.7,3885414827,213,4.5,3888558709,178,,3885414819,56,Back,3885414829,1,,3885414821,140,39.0,3885414825,212,38.3,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796833,34,1,1,2,18,26t6lvlpql4w5wu1ih73qpy36,1,40.3,30.1,2022-10-30T20:32:15.906Z,2022-11-01T21:23:55Z,3888559017,178,,3885415035,213,5.2,3885415031,141,19.4,3885415027,56,Back,3885415033,212,8.5,3885415029,140,44.4,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796851,35,1,1,2,21,26t6lvlpql4w5wu1ih73qpy36,1,43.6,24.1,2022-10-30T20:32:18.279Z,2022-11-01T21:24:01Z,3885415125,141,20.8,3885415121,56,Right,3885415129,213,6.2,3885415131,1,,3885415119,155,,3885415127,212,49.4,3888559365,178,,3885415123,140,90.6,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479796865,36,1,1,2,26,26t6lvlpql4w5wu1ih73qpy36,1,89.9,18.7,2022-10-30T20:32:23.484Z,2022-11-01T21:24:08Z,3885415241,212,9.6,3885415235,56,Right,3885415239,141,17.5,3885415243,213,3.2,3888559893,178,,3885415237,140,80.8,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
