id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value
2451893529,9,1,1,0,18,7catg5lpivcmpf4xhggh6d8rk,1,47.8,82.7,2022-08-27T19:31:28.751Z,2022-08-28T20:18:01Z,3737042033,212,14.5,3737042037,213,4.3,3737042027,140,42.6,3737042031,141,62.9,3741607937,178,,3737042025,56,Back,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893617,10,1,1,0,22,7catg5lpivcmpf4xhggh6d8rk,1,46,58.5,2022-08-27T19:31:33.163Z,2022-08-28T20:18:07Z,3737042587,141,84.8,3737042583,56,Back,3737042589,212,17.9,3737042591,213,1.6,3737042585,140,45.8,3741608527,178,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893663,11,1,1,0,28,7catg5lpivcmpf4xhggh6d8rk,1,60.4,90.6,2022-08-27T19:31:39.372Z,2022-08-28T20:18:15Z,3737042879,56,Back,3737042885,212,19.4,3737042881,140,47.8,3741609035,178,,3737042887,213,4.0,3737042883,141,69.7,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893695,12,1,1,0,31,7catg5lpivcmpf4xhggh6d8rk,0,48.3,68.5,2022-08-27T19:31:42.122Z,2022-08-28T20:18:21Z,3741609527,178,,3737043061,212,30.8,3737043055,56,Left,3737043053,155,,3737043059,141,83.0,3737043063,213,0.3,3737043057,140,76.1,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893719,3,49,1,0,33,alyavx3ad35bp1xuwmqk7sgev,1,25.7,21.3,2022-08-27T19:31:43.641Z,2022-08-28T20:20:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893741,4,1,1,0,34,alyavx3ad35bp1xuwmqk7sgev,0,23.1,14.6,2022-08-27T19:31:45.190Z,2022-08-28T20:20:41Z,3737043329,195,,3737043317,141,18.7,3737043313,56,Back,3737043319,212,3.1,3737043321,213,1.1,3741624737,178,,3737043315,140,24.4,3737043311,155,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893751,13,8,1,0,35,7catg5lpivcmpf4xhggh6d8rk,1,68.2,75.3,2022-08-27T19:31:45.578Z,2022-08-28T20:20:51Z,3741625735,388,,3741625733,21,,3737043403,56,Center,3740186303,383,,,,,,,,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893831,5,1,1,0,36,alyavx3ad35bp1xuwmqk7sgev,1,22.5,18,2022-08-27T19:31:47.412Z,2022-08-28T20:21:07Z,3737043909,212,20.0,3737043903,56,Back,3737043907,141,2.2,3737043913,1,,3737043901,157,,3737043905,140,38.6,3741627497,178,,3737043911,213,5.7,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893847,6,1,1,0,39,alyavx3ad35bp1xuwmqk7sgev,1,45.3,2.1,2022-08-27T19:31:50.442Z,2022-08-28T20:21:24Z,3737043983,140,50.6,3737043989,213,0.6,3737043987,212,6.9,3741629243,388,,3740187609,155,,3737043981,56,Right,3737043985,141,8.1,,,,361pxz5e33ydl2c3t63a9kzc9,Bernardo Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893889,7,1,1,0,43,alyavx3ad35bp1xuwmqk7sgev,1,50.6,8.1,2022-08-27T19:31:54.462Z,2022-08-28T20:21:56Z,3741632769,178,,3737044205,212,16.0,3737044199,140,35.5,3737044197,56,Back,3737044209,213,3.3,3737044203,141,5.1,,,,,,,1bpopqr7cuikh6s6sk4ij31ed,Héctor Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451893975,8,1,1,0,46,alyavx3ad35bp1xuwmqk7sgev,1,35.5,5.1,2022-08-27T19:31:56.883Z,2022-08-28T20:22:02Z,3737044667,213,1.5,3737044663,141,14.4,3737044659,56,Back,3741633191,178,,3737044665,212,6.3,3737044661,140,35.8,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894099,9,1,1,0,50,alyavx3ad35bp1xuwmqk7sgev,1,30.6,42.4,2022-08-27T19:32:01.343Z,2022-08-28T20:22:55Z,3741633975,178,,3737045325,213,1.4,3737045321,141,86.3,3737045319,140,36.3,3737046503,210,13,3737045317,56,Back,3737045323,212,30.4,,,,3r7hk2j6ubc60if92cm6jbsyy,Kevin Pina,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894103,10,13,1,0,57,alyavx3ad35bp1xuwmqk7sgev,1,72.2,76.5,2022-08-27T19:32:08.503Z,2022-08-28T20:22:56Z,3741638237,178,,3737046547,147,61.4,3737045755,72,,3737046541,146,81.0,3737046529,103,11.1,3737046531,215,,3737045759,153,,3737046553,230,99.1,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,3737046521,29,3737046519,75,3737045351,56,Center,3737046527,102,31.9,3737045349,18,3737046557,231,50.5,3737046523,55,9,3737045347,22,3737060329,314,,,,,,,,,,,,
2451894127,11,2,1,0,58,alyavx3ad35bp1xuwmqk7sgev,1,77.6,70.7,2022-08-27T19:32:08.559Z,2022-08-28T20:23:10Z,3737061217,7,1bpopqr7cuikh6s6sk4ij31ed,3737060571,141,61.6,3737045457,56,Center,3741639885,178,,3737060569,140,83.6,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894137,14,55,1,0,58,7catg5lpivcmpf4xhggh6d8rk,1,21.4,35.3,2022-08-27T19:32:08.560Z,2022-08-28T20:23:10Z,,,,,,,,,,,,,,,,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894151,12,43,1,1,3,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-27T19:32:14.061Z,2022-08-27T19:35:41Z,3737045637,233,14,3737045573,346,0,3737045571,56,Center,3737061369,144,5,,,,,,,,,,,,,1bpopqr7cuikh6s6sk4ij31ed,Héctor Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894447,15,1,1,1,16,7catg5lpivcmpf4xhggh6d8rk,1,14.7,40,2022-08-27T19:32:26.963Z,2022-08-28T20:23:28Z,3737047265,56,Back,3737047271,141,74.0,3740194517,189,,3737047275,212,24.6,3737062979,5,,3737047267,140,22.8,3737047279,213,1.2,3741641883,178,,342kh2ue733edf9q7s0a2edat,Adán,,3737062981,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894507,16,1,1,1,21,7catg5lpivcmpf4xhggh6d8rk,1,26.2,73.6,2022-08-27T19:32:31.793Z,2022-08-28T20:23:35Z,3737047681,212,11.9,3737047677,140,36.4,3737047679,141,66.1,3737047683,213,5.8,3737047675,56,Back,3741642403,178,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894547,17,1,1,1,23,7catg5lpivcmpf4xhggh6d8rk,1,36.4,66.1,2022-08-27T19:32:33.805Z,2022-08-28T20:23:45Z,3737047911,213,3.8,3737047901,140,28.7,3741643439,178,,3737047897,56,Back,3737047907,212,10.1,3737047903,141,57.2,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894611,18,1,1,1,27,7catg5lpivcmpf4xhggh6d8rk,1,28.9,51,2022-08-27T19:32:37.523Z,2022-08-28T20:23:51Z,3741644069,178,,3737048275,213,4.9,3737048271,141,35.8,3737048269,140,30.4,3737048267,56,Back,3737048273,212,10.5,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894687,19,1,1,1,30,7catg5lpivcmpf4xhggh6d8rk,1,30.4,35.8,2022-08-27T19:32:41.402Z,2022-08-28T20:24:00Z,3741644843,178,,3737048667,212,35.6,3737048669,213,1.5,3737048659,155,,3737048663,140,33.0,3737048671,1,,3737048665,141,88.0,3737048661,56,Back,1kn0x4n8grpc1cx46ctnmajth,Luís Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894721,20,1,1,1,36,7catg5lpivcmpf4xhggh6d8rk,1,40.8,79.7,2022-08-27T19:32:46.632Z,2022-08-28T20:24:07Z,3737048883,213,6.2,3737048875,56,Center,3737048881,212,22.1,3737048877,140,61.8,3741645545,178,,3737048879,141,77.0,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894777,21,1,1,1,38,7catg5lpivcmpf4xhggh6d8rk,1,61.8,77,2022-08-27T19:32:48.522Z,2022-08-28T20:24:11Z,3737049221,140,72.8,3737049225,212,16.7,3741646051,178,,3737049219,56,Left,3737049223,141,94.8,3737049227,213,0.8,,,,,,,a7twqgp3fp43y1aoybfe2i8d1,Rochinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894813,22,1,1,1,40,7catg5lpivcmpf4xhggh6d8rk,0,72.8,94.7,2022-08-27T19:32:51.402Z,2022-08-28T20:24:17Z,3737049469,213,6.0,3737049461,56,Left,3737049463,140,89.8,3737049467,212,18.8,3737049465,141,86.2,3741646537,178,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452916415,694,67,1,1,43,alyavx3ad35bp1xuwmqk7sgev,1,3.1,12.8,2022-08-27T19:32:54.190Z,2022-08-29T21:59:40Z,3742548501,233,1057,,,,,,,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452916413,1057,67,1,1,43,7catg5lpivcmpf4xhggh6d8rk,0,96.9,87.2,2022-08-27T19:32:54.191Z,2022-08-29T06:05:27Z,3742548509,233,694,,,,,,,,,,,,,,,,,,,,,,a7twqgp3fp43y1aoybfe2i8d1,Rochinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452916341,692,43,1,1,43,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-27T19:32:54.222Z,2022-08-29T06:05:07Z,3742548235,144,82,3742548217,178,0,,,,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452916157,691,43,1,1,43,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-27T19:32:54.231Z,2022-08-29T06:05:21Z,3742547551,233,1056,3742548417,144,67,,,,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452916153,1056,43,1,1,43,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-08-27T19:32:54.232Z,2022-08-29T06:05:21Z,3742547555,233,691,3742548431,144,67,,,,,,,,,,,,,,,,,,,a7twqgp3fp43y1aoybfe2i8d1,Rochinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894839,13,12,1,1,43,alyavx3ad35bp1xuwmqk7sgev,1,1.7,12.5,2022-08-27T19:32:54.241Z,2022-08-28T20:24:24Z,3737049599,213,3.5,3737049593,140,0.0,3741647261,178,,3737049597,212,3.1,3737049613,167,,3737049591,56,Back,3737049595,141,10.9,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894841,14,6,1,1,44,alyavx3ad35bp1xuwmqk7sgev,0,4.5,12.4,2022-08-27T19:32:54.569Z,2022-08-28T20:24:31Z,3737049607,56,Back,3737049609,73,,3737049661,233,23,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451894833,23,6,1,1,44,7catg5lpivcmpf4xhggh6d8rk,1,95.5,87.6,2022-08-27T19:32:54.569Z,2022-08-28T20:24:31Z,3737049585,73,,3737049653,233,14,3737049583,56,Left,,,,,,,,,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895191,24,1,1,2,6,7catg5lpivcmpf4xhggh6d8rk,0,99.5,99.5,2022-08-27T19:33:17.422Z,2022-08-28T20:24:40Z,3737051561,212,35.1,3737051551,155,,3737051565,1,,3737051555,56,Center,3740208669,20,,3741648909,178,,3737051547,2,,3737051557,140,94.5,a7twqgp3fp43y1aoybfe2i8d1,Rochinha,,3737051563,213,3737051559,141,3737051553,223,,3737051549,6,,,,,,,,,,,,,,4.6,48.4,,,,,,,,,,
2452485227,677,4,1,2,8,alyavx3ad35bp1xuwmqk7sgev,1,9.2,46.1,2022-08-27T19:33:19.420Z,2022-08-28T20:25:06Z,3740212757,285,,3740212753,56,Back,3740212749,13,,3740212755,152,,3740212751,294,,3740461793,233,1018,,,,,,,duv5kjxwj07cwmfz8x200qyqy,Batxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452485135,1018,4,1,2,8,7catg5lpivcmpf4xhggh6d8rk,0,90.8,53.9,2022-08-27T19:33:19.421Z,2022-08-28T20:25:06Z,3741651697,178,,3740212255,13,,3740461815,233,677,3740213923,294,,3740212257,56,Center,3740212263,286,,3740212259,152,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895157,15,43,1,2,11,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-27T19:33:22.397Z,2022-08-28T15:04:17Z,3737051615,233,24,3737051371,56,Back,3737051373,88,0,3740210119,144,11,,,,,,,,,,,,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895361,16,1,1,2,26,alyavx3ad35bp1xuwmqk7sgev,1,13.2,46.6,2022-08-27T19:33:37.212Z,2022-08-28T20:25:11Z,3741652181,178,,3737052641,56,Back,3740211243,152,,3737052645,141,88.9,3737319525,189,,3737052649,213,1.3,3737052643,140,22.2,3740211241,5,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,3737052647,212,,,,,,,,,,,,,,,,,,,,,30.3,,,,,,,,,,,
2451895401,17,1,1,2,28,alyavx3ad35bp1xuwmqk7sgev,1,29.9,93.1,2022-08-27T19:33:39.001Z,2022-08-28T20:25:17Z,3737052849,140,41.9,3737052853,212,12.6,3741652587,178,,3737052845,56,Back,3737052855,213,6.2,3737052851,141,92.1,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895403,18,50,1,2,30,alyavx3ad35bp1xuwmqk7sgev,1,36.6,89.3,2022-08-27T19:33:40.533Z,2022-08-28T20:25:37Z,3737052861,286,,3737052859,56,Back,3737152713,233,236,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451913015,236,7,1,2,30,7catg5lpivcmpf4xhggh6d8rk,1,63.4,10.7,2022-08-27T19:33:40.842Z,2022-08-28T20:25:31Z,3740214331,383,,3737152695,233,18,3741653905,178,,3737152589,285,,3737152587,56,Right,,,,,,,,,,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895377,25,49,1,2,30,7catg5lpivcmpf4xhggh6d8rk,1,61.8,5.8,2022-08-27T19:33:41.210Z,2022-08-28T20:25:45Z,,,,,,,,,,,,,,,,,,,,,,,,,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895439,26,1,1,2,31,7catg5lpivcmpf4xhggh6d8rk,1,61.8,5.8,2022-08-27T19:33:41.842Z,2022-08-28T20:25:51Z,3737053075,141,17.1,3737053071,56,Right,3741656181,178,,3737053077,212,9.9,3737053073,140,67.7,3737053079,213,0.9,,,,,,,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895445,27,50,1,2,35,7catg5lpivcmpf4xhggh6d8rk,1,83.2,22.6,2022-08-27T19:33:46.122Z,2022-08-28T20:26:21Z,3737053107,286,,3737053103,56,Center,3737053511,233,19,,,,,,,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895501,19,7,1,2,35,alyavx3ad35bp1xuwmqk7sgev,1,16.8,77.4,2022-08-27T19:33:46.355Z,2022-08-28T20:26:15Z,3737053445,167,,3741658615,178,,3737053449,285,,3737053447,56,Back,3737053491,233,27,3740214857,385,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895521,20,6,1,2,37,alyavx3ad35bp1xuwmqk7sgev,0,16.4,77.3,2022-08-27T19:33:48.361Z,2022-08-28T20:26:32Z,3737053593,233,28,3737053549,73,,3737053547,56,Back,,,,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451895475,28,6,1,2,37,7catg5lpivcmpf4xhggh6d8rk,1,83.6,22.7,2022-08-27T19:33:48.361Z,2022-08-28T20:26:32Z,3737053571,233,20,3737053291,75,,3737053289,56,Center,,,,,,,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
