id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2495402707,9,1,1,0,12,5c0sf1eaipcxvdw9o22of2jdp,1,23.6,35.4,2023-01-06T21:17:42.519Z,2023-01-09T06:43:25Z,3967537527,213,1.8,3971472937,178,,3967537521,140,22.0,3967537525,212,8.3,3967537523,141,47.4,3967537519,56,Back,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402709,10,1,1,0,17,5c0sf1eaipcxvdw9o22of2jdp,1,27,53.2,2023-01-06T21:17:46.690Z,2023-01-09T06:43:28Z,3967537565,140,24.6,3967537567,141,31.2,3967537563,56,Back,3971472979,178,,3967537571,213,4.5,3967537569,212,15.2,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402715,11,1,1,0,20,5c0sf1eaipcxvdw9o22of2jdp,1,26.5,25.9,2023-01-06T21:17:49.890Z,2023-01-09T06:43:33Z,3967537635,141,43.0,3967537631,56,Back,3967537633,140,20.5,3967537637,212,13.2,3971473061,178,,3967537639,213,2.1,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402721,12,1,1,0,22,5c0sf1eaipcxvdw9o22of2jdp,1,20.5,43,2023-01-06T21:17:52.249Z,2023-01-09T06:43:36Z,3967537675,56,Back,3971473105,178,,3967537681,212,29.1,3967537679,141,83.7,3967537677,140,29.2,3967537683,213,1.3,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402733,13,1,1,0,26,5c0sf1eaipcxvdw9o22of2jdp,1,31.3,87.3,2023-01-06T21:17:55.784Z,2023-01-09T06:43:39Z,3967537767,212,12.9,3971473145,178,,3967537769,213,0.5,3967537761,56,Back,3967537765,141,97.2,3967537763,140,41.8,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402747,14,1,1,0,30,5c0sf1eaipcxvdw9o22of2jdp,1,41.9,93.3,2023-01-06T21:17:59.623Z,2023-01-09T06:43:42Z,3971473203,178,,3967537865,56,Back,3967537873,212,23.5,3967537867,140,28.1,3967537869,141,66.0,3967537877,213,4.0,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402771,15,1,1,0,33,5c0sf1eaipcxvdw9o22of2jdp,1,28.3,58.9,2023-01-06T21:18:02.958Z,2023-01-09T06:43:47Z,3967538013,213,5.0,3967538005,56,Back,3967538011,212,14.6,3967538007,140,32.6,3971473281,178,,3967538009,141,38.5,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411591,431,1,1,0,37,5c0sf1eaipcxvdw9o22of2jdp,1,34.8,27.6,2023-01-06T21:18:07.035Z,2023-01-09T06:43:50Z,3967585799,140,48.6,3967585797,56,Back,3971473339,178,,3967585805,213,0.3,3967585801,141,35.1,3967585803,212,15.4,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411595,432,1,1,0,38,5c0sf1eaipcxvdw9o22of2jdp,1,48,34.5,2023-01-06T21:18:07.992Z,2023-01-09T06:43:55Z,3967585819,141,36.7,3967585823,213,3.0,3967585821,212,9.9,3967585817,140,38.7,3971473401,178,,3967585815,56,Back,,,,,,,5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411599,433,1,1,0,39,5c0sf1eaipcxvdw9o22of2jdp,1,41.7,36.9,2023-01-06T21:18:08.828Z,2023-01-09T06:43:58Z,3967585839,212,31.1,3967585837,141,4.6,3967585841,213,5.5,3967585833,56,Right,3971473449,178,,3967585835,140,62.7,3967585831,155,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411603,434,1,1,0,42,5c0sf1eaipcxvdw9o22of2jdp,1,61.4,3,2023-01-06T21:18:11.716Z,2023-01-09T06:44:00Z,3967585865,140,65.8,3967585863,56,Right,3971473493,178,,3967585867,141,10.0,3967585869,212,6.6,3967585871,213,0.8,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411605,435,1,1,0,44,5c0sf1eaipcxvdw9o22of2jdp,1,72.2,5.5,2023-01-06T21:18:13.941Z,2023-01-09T06:44:05Z,3967585881,141,19.9,3971473577,178,,3967585885,213,1.4,3967585879,140,74.1,3967585877,56,Right,3967585883,212,10.0,,,,,,,76w964mdux2s3max2nlih6az8,Gustavo Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411607,436,3,1,0,46,5c0sf1eaipcxvdw9o22of2jdp,0,70.8,25.2,2023-01-06T21:18:15.784Z,2023-01-09T06:44:08Z,3967603473,286,,3971473601,178,,3967585889,56,Center,3967603479,233,439,3970375699,464,,,,,,,,,,,bvlwv6fwawqnv446zj516y4no,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411401,439,7,1,0,46,7fn0aazbc8nx0u040aulozds1,1,29.2,74.8,2023-01-06T21:18:15.882Z,2023-01-09T06:44:15Z,3967603475,233,436,3971473651,178,,3967585235,285,,3967585231,56,Back,3970375779,385,,,,,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402805,3,49,1,0,47,7fn0aazbc8nx0u040aulozds1,1,32.8,80.3,2023-01-06T21:18:16.636Z,2023-01-09T06:44:27Z,,,,,,,,,,,,,,,,,,,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495943953,885,3,1,0,47,7fn0aazbc8nx0u040aulozds1,0,30.1,79,2023-01-06T21:18:16.741Z,2023-01-09T06:44:23Z,3970377437,464,,3970377439,467,bvlwv6fwawqnv446zj516y4no,3971473703,178,,3970377431,56,Back,3970377435,285,,,,,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402809,4,4,1,0,47,7fn0aazbc8nx0u040aulozds1,1,32.2,81,2023-01-06T21:18:17.043Z,2023-01-09T06:44:30Z,3967538237,152,,3967538241,285,,3967538239,265,,3967538235,56,Back,3967538383,233,16,3967538233,13,,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402831,16,4,1,0,47,5c0sf1eaipcxvdw9o22of2jdp,0,67.8,19,2023-01-06T21:18:17.044Z,2023-01-09T06:44:30Z,3967538357,56,Right,3967538387,233,4,3967538359,152,,3967538355,13,,3971473743,178,,3967538361,265,,3967538363,286,,,,,bvlwv6fwawqnv446zj516y4no,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402885,5,1,1,1,4,7fn0aazbc8nx0u040aulozds1,1,32.4,74.6,2023-01-06T21:18:33.893Z,2023-01-09T06:44:32Z,3967538665,5,,3971473751,178,,3967538677,213,4.5,3967538673,141,28.6,3967538667,152,,3967538669,56,Back,3967538671,140,26.7,3967538695,189,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,3967538675,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402901,6,1,1,1,9,7fn0aazbc8nx0u040aulozds1,1,25.8,28,2023-01-06T21:18:39.445Z,2023-01-09T06:44:36Z,3967538809,141,68.6,3971473783,178,,3967538807,140,27.8,3967538811,212,27.7,3967538805,56,Back,3967538813,213,1.5,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402917,7,1,1,1,15,7fn0aazbc8nx0u040aulozds1,1,32.4,65.9,2023-01-06T21:18:45.360Z,2023-01-09T06:44:41Z,3967538921,140,42.4,3967538925,212,12.3,3971473825,178,,3967538919,56,Back,3967538923,141,75.3,3967538927,213,0.5,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402921,8,1,1,1,20,7fn0aazbc8nx0u040aulozds1,1,46.3,94.5,2023-01-06T21:18:49.858Z,2023-01-09T06:44:50Z,3967538939,212,14.9,3967538941,213,6.0,3967538937,141,89.0,3971473861,178,,3967538933,56,Left,3967538935,140,60.0,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402925,9,1,1,1,20,7fn0aazbc8nx0u040aulozds1,1,60,89,2023-01-06T21:18:50.445Z,2023-01-09T06:44:54Z,3967538963,141,98.0,3967538961,140,60.5,3971473883,178,,3967538965,212,6.1,3967538959,56,Left,3967538967,213,1.5,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402929,10,1,1,1,21,7fn0aazbc8nx0u040aulozds1,0,60.5,98,2023-01-06T21:18:51.324Z,2023-01-09T06:44:57Z,3967538993,56,Left,3967538999,212,14.9,3967539001,213,5.5,3967538995,140,70.7,3967538997,141,82.8,3971473915,178,,,,,,,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411615,437,49,1,1,23,5c0sf1eaipcxvdw9o22of2jdp,1,32.7,19.2,2023-01-06T21:18:53.026Z,2023-01-09T06:45:01Z,,,,,,,,,,,,,,,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402945,17,1,1,1,23,5c0sf1eaipcxvdw9o22of2jdp,0,29.5,18.4,2023-01-06T21:18:53.062Z,2023-01-09T06:45:05Z,3967539077,56,Center,3971473967,178,,3967539083,212,42.0,3967539081,141,26.5,3967539085,213,0.1,3967539079,140,69.2,3967539075,157,,3967539087,1,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402949,11,49,1,1,27,7fn0aazbc8nx0u040aulozds1,1,24.3,76.1,2023-01-06T21:18:56.606Z,2023-01-09T06:45:10Z,,,,,,,,,,,,,,,,,,,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402957,12,1,1,1,28,7fn0aazbc8nx0u040aulozds1,1,24.3,76.1,2023-01-06T21:18:58.221Z,2023-01-09T06:45:12Z,3967539159,141,57.3,3971474017,178,,3967539157,140,10.1,3967539163,213,3.9,3967539161,212,19.6,3967539155,56,Back,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402961,13,1,1,1,30,7fn0aazbc8nx0u040aulozds1,0,10.1,57.3,2023-01-06T21:19:00.089Z,2023-01-09T06:45:17Z,3967539203,212,38.2,3967539197,56,Back,3971474057,178,,3967539199,140,43.9,3967539205,213,0.4,3967539201,141,78.0,3967539195,157,,3967539207,1,,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402971,18,1,1,1,33,5c0sf1eaipcxvdw9o22of2jdp,0,57.9,18.4,2023-01-06T21:19:03.176Z,2023-01-09T12:14:04Z,3967539281,140,78.5,3967539279,56,Center,3967539285,212,21.7,3967539277,3,,3971689553,178,,3967539283,141,21.3,3967539287,213,0.1,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402985,14,1,1,1,38,7fn0aazbc8nx0u040aulozds1,1,20.2,71.6,2023-01-06T21:19:07.677Z,2023-01-09T06:45:43Z,3967539363,140,19.6,3967539361,56,Back,3967539365,141,32.8,3967539369,213,4.7,3971474291,178,,3967539367,212,26.4,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495402993,15,1,1,1,39,7fn0aazbc8nx0u040aulozds1,0,19.6,32.8,2023-01-06T21:19:09.477Z,2023-01-09T06:45:46Z,3967539447,212,44.7,3971474305,178,,3967539451,1,,3967539449,213,0.5,3967539445,141,62.9,3967539441,56,Center,3967539443,140,57.4,3967539439,157,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403003,19,49,1,1,42,5c0sf1eaipcxvdw9o22of2jdp,1,44.9,44.5,2023-01-06T21:19:11.655Z,2023-01-09T06:45:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403023,20,1,1,1,43,5c0sf1eaipcxvdw9o22of2jdp,1,44.9,44.5,2023-01-06T21:19:12.929Z,2023-01-09T06:45:57Z,3967539589,212,26.1,3967539591,213,1.8,3971474381,178,,3967539587,141,82.0,3967539583,56,Back,3967539585,140,39.7,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403035,21,1,1,1,47,5c0sf1eaipcxvdw9o22of2jdp,1,39.1,80.2,2023-01-06T21:19:17.303Z,2023-01-09T06:46:00Z,3967539691,140,30.2,3971474427,178,,3967539695,212,19.8,3967539689,56,Back,3967539693,141,54.6,3967539697,213,4.2,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403045,22,1,1,1,50,5c0sf1eaipcxvdw9o22of2jdp,1,29.8,52.8,2023-01-06T21:19:20.125Z,2023-01-09T06:46:03Z,3967539745,56,Back,3967539751,212,7.6,3971474453,178,,3967539747,140,37.0,3967539749,141,53.8,3967539753,213,0.1,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403047,23,1,1,1,53,5c0sf1eaipcxvdw9o22of2jdp,1,35.8,42.4,2023-01-06T21:19:23.095Z,2023-01-09T06:46:05Z,3967539767,140,33.0,3967539773,213,4.6,3967539771,212,24.7,3967539769,141,6.4,3967539765,56,Back,3971474477,178,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403055,24,1,1,1,56,5c0sf1eaipcxvdw9o22of2jdp,1,33,6.4,2023-01-06T21:19:25.687Z,2023-01-09T06:46:07Z,3967539853,140,31.4,3967539861,1,,3967539851,56,Back,3967539855,141,53.7,3967539859,213,1.6,3971474515,178,,3967539857,212,32.2,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403059,25,1,1,1,59,5c0sf1eaipcxvdw9o22of2jdp,1,32.2,56.2,2023-01-06T21:19:28.572Z,2023-01-09T06:46:12Z,3967539901,212,19.2,3967539895,56,Back,3967539903,213,1.4,3971474565,178,,3967539897,140,35.2,3967539899,141,84.0,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403065,26,1,1,2,2,5c0sf1eaipcxvdw9o22of2jdp,1,36.9,83.4,2023-01-06T21:19:31.906Z,2023-01-09T06:46:16Z,3967539945,140,44.1,3971474601,178,,3967539943,56,Back,3967539947,141,61.6,3967539951,213,5.2,3967539949,212,16.6,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403067,27,1,1,2,3,5c0sf1eaipcxvdw9o22of2jdp,1,44.1,61.6,2023-01-06T21:19:33.117Z,2023-01-09T06:46:19Z,3967539965,213,3.0,3967539961,141,65.4,3967539963,212,15.2,3967539957,56,Back,3971474627,178,,3967539969,156,,3967539959,140,29.8,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495411705,438,1,1,2,5,5c0sf1eaipcxvdw9o22of2jdp,1,30.8,65.5,2023-01-06T21:19:34.934Z,2023-01-09T06:46:22Z,3967586135,56,Back,3971474657,178,,3967586137,140,28.5,3967586141,212,13.7,3967586143,213,4.5,3967586139,141,45.7,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495403089,28,1,1,2,7,5c0sf1eaipcxvdw9o22of2jdp,1,27.2,40.8,2023-01-06T21:19:36.766Z,2023-01-09T06:46:47Z,3967540065,140,33.2,3971474709,178,,3967540063,56,Back,3967540067,141,57.0,3967540069,212,12.7,3967540071,213,1.1,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
