id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/11/value,qualifier/16/value,assist,qualifier/18/value
2510458919,9,1,1,0,16,7catg5lpivcmpf4xhggh6d8rk,1,38,34.9,2023-02-20T19:01:32.052Z,2023-02-23T02:56:44Z,4046684965,141,69.8,4050283397,178,,4046684969,213,1.5,4046684967,212,23.9,4046684963,140,40.5,4046684961,56,Back,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458925,10,1,1,0,22,7catg5lpivcmpf4xhggh6d8rk,1,53.8,78.1,2023-02-20T19:01:37.216Z,2023-02-23T02:56:48Z,4046685005,213,4.9,4050283453,178,,4046684997,56,Center,4046684999,140,55.3,4046685003,212,8.9,4046685001,141,65.2,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458933,11,1,1,0,24,7catg5lpivcmpf4xhggh6d8rk,1,55.2,65.6,2023-02-20T19:01:39.148Z,2023-02-23T02:56:52Z,4046685041,56,Back,4046685043,140,40.9,4046685047,212,15.6,4050283509,178,,4046685049,213,3.4,4046685045,141,59.6,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458939,12,1,1,0,25,7catg5lpivcmpf4xhggh6d8rk,1,40.9,59.6,2023-02-20T19:01:40.725Z,2023-02-23T02:56:54Z,4046685065,56,Back,4046685073,213,4.9,4050283529,178,,4046685071,212,19.6,4046685067,140,44.8,4046685069,141,31.4,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458941,13,1,1,0,28,7catg5lpivcmpf4xhggh6d8rk,0,46.4,29,2023-02-20T19:01:43.421Z,2023-02-23T02:56:56Z,4046685083,56,Right,4046685085,140,62.5,4050283581,178,,4046685089,212,26.6,4046685091,213,5.4,4046685087,141,0.0,,,,,,,38339rg6eqprxc0w976gozjmc,O. Diomande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458967,3,5,1,0,30,alyavx3ad35bp1xuwmqk7sgev,1,34.4,101.4,2023-02-20T19:01:45.151Z,2023-02-23T02:57:45Z,4046685197,233,14,4046685195,347,,4046685193,56,Back,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458945,14,5,1,0,30,7catg5lpivcmpf4xhggh6d8rk,0,65.6,-1.4,2023-02-20T19:01:45.151Z,2023-02-23T02:57:46Z,4046685201,233,3,4046685099,347,,4046685097,56,Right,,,,,,,,,,,,,,,,38339rg6eqprxc0w976gozjmc,O. Diomande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458977,4,1,1,0,37,alyavx3ad35bp1xuwmqk7sgev,1,27.3,100,2023-02-20T19:01:52.702Z,2023-02-23T02:57:49Z,4046685253,107,,4046685263,213,4.9,4046685257,140,29.1,4046685261,212,8.6,4046685259,141,89.3,4046685255,56,Back,,,,,,,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458987,5,1,1,0,42,alyavx3ad35bp1xuwmqk7sgev,1,25.6,86.6,2023-02-20T19:01:57.081Z,2023-02-23T02:57:54Z,4046685287,141,89.4,4046685291,213,3.0,4046685289,212,16.5,4050283697,178,,4046685283,56,Back,4046685285,140,10.0,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458999,6,1,1,0,45,alyavx3ad35bp1xuwmqk7sgev,1,8.8,96.5,2023-02-20T19:02:00.249Z,2023-02-23T02:57:57Z,4050283703,178,,4046685345,140,31.4,4046685347,141,92.7,4046685349,212,23.9,4046685341,155,,4046685351,213,6.2,4046685343,56,Back,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459003,7,1,1,0,46,alyavx3ad35bp1xuwmqk7sgev,1,32.8,89,2023-02-20T19:02:01.742Z,2023-02-23T02:58:05Z,4046685365,140,33.9,4050283719,178,,4046685363,56,Back,4046685371,213,1.4,4046685361,3,,4046685369,212,6.2,4046685367,141,97.9,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510477483,349,61,1,0,46,alyavx3ad35bp1xuwmqk7sgev,0,33.7,97.2,2023-02-20T19:02:01.955Z,2023-02-23T02:58:12Z,4050283745,21,,4046786067,56,Back,4050283747,178,,,,,,,,,,,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511142225,964,43,1,0,47,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-20T19:02:02.196Z,2023-02-23T03:54:49Z,4050296353,233,824,4050296371,144,67,,,,,,,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511142223,824,43,1,0,47,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-02-20T19:02:02.197Z,2023-02-23T03:54:49Z,4050296377,144,67,4050296357,233,964,,,,,,,,,,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459005,8,5,1,0,47,alyavx3ad35bp1xuwmqk7sgev,0,32.8,101.5,2023-02-20T19:02:02.900Z,2023-02-23T02:58:18Z,4046685395,233,15,4046685373,56,Back,4046685375,347,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459001,15,5,1,0,47,7catg5lpivcmpf4xhggh6d8rk,1,67.2,-1.5,2023-02-20T19:02:02.900Z,2023-02-23T02:58:19Z,4046685355,56,Right,4046685385,233,8,4046685357,347,,,,,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459007,16,1,1,0,51,7catg5lpivcmpf4xhggh6d8rk,1,71.6,0,2023-02-20T19:02:06.120Z,2023-02-23T02:58:20Z,4046685409,140,87.1,4046685407,56,Right,4046685411,141,5.2,4046685413,212,17.0,4048534611,189,,4046685405,107,,4046685415,213,0.3,,,,3e8mxxfs5q7gt4lg2beqpkwyd,Héctor Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459009,17,1,1,0,52,7catg5lpivcmpf4xhggh6d8rk,1,87.1,5.2,2023-02-20T19:02:07.415Z,2023-02-23T02:58:27Z,4046685425,212,8.5,4050283795,178,,4046696469,155,,4046685423,141,14.9,4046685421,140,82.0,4046685429,213,2.3,4046685419,56,Right,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459011,18,50,1,0,53,7catg5lpivcmpf4xhggh6d8rk,1,84.3,22.8,2023-02-20T19:02:08.353Z,2023-02-23T02:58:39Z,4046685433,56,Center,4046685435,286,,4046685475,233,9,,,,,,,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459013,9,7,1,0,54,alyavx3ad35bp1xuwmqk7sgev,0,15.7,77.2,2023-02-20T19:02:09.278Z,2023-02-23T02:58:43Z,4046685457,56,Back,4050283831,178,,4046685461,233,18,4048534699,384,,4046685459,285,,,,,,,,,,,7137owa2iq6cpmdiwi6uldh3p,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459015,19,1,1,0,54,7catg5lpivcmpf4xhggh6d8rk,0,88.4,14.5,2023-02-20T19:02:09.993Z,2023-02-23T02:58:48Z,4046685467,140,89.4,4046685469,141,20.6,4046685473,213,1.3,4050283843,178,,4046685471,212,4.3,4046685465,56,Right,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459017,10,49,1,0,55,alyavx3ad35bp1xuwmqk7sgev,1,4.6,78,2023-02-20T19:02:10.922Z,2023-02-23T03:55:52Z,,,,,,,,,,,,,,,,,,,,,,,,,7137owa2iq6cpmdiwi6uldh3p,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459021,11,1,1,0,57,alyavx3ad35bp1xuwmqk7sgev,0,4.4,81.9,2023-02-20T19:02:12.492Z,2023-02-23T02:58:57Z,4046685489,155,,4046685491,56,Back,4046685493,140,15.8,4050283857,178,,4046685497,212,18.2,4046685499,213,0.9,4046685495,141,100.0,,,,7137owa2iq6cpmdiwi6uldh3p,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459023,12,5,1,0,59,alyavx3ad35bp1xuwmqk7sgev,0,16,101.8,2023-02-20T19:02:14.212Z,2023-02-23T02:59:03Z,4046685517,233,20,4046685503,347,,4046685501,56,Back,,,,,,,,,,,,,,,,7137owa2iq6cpmdiwi6uldh3p,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459025,20,5,1,0,59,7catg5lpivcmpf4xhggh6d8rk,1,84,-1.8,2023-02-20T19:02:14.212Z,2023-02-23T02:59:03Z,4046685509,347,,4046685507,56,Right,4046685511,233,12,,,,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459035,21,1,1,1,6,7catg5lpivcmpf4xhggh6d8rk,1,84,0,2023-02-20T19:02:21.423Z,2023-02-23T02:59:11Z,4046685573,213,2.4,4046685571,212,7.2,4046685563,107,,4046685567,140,78.8,4046685569,141,5.0,4048534821,189,,4046685565,56,Right,,,,3e8mxxfs5q7gt4lg2beqpkwyd,Héctor Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459047,22,1,1,1,8,7catg5lpivcmpf4xhggh6d8rk,1,78.8,5,2023-02-20T19:02:23.342Z,2023-02-23T02:59:26Z,4046685635,140,84.5,4046685641,213,6.0,4046685637,141,2.9,4050283915,178,,4046685639,212,6.2,4046685633,56,Right,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459049,23,3,1,1,9,7catg5lpivcmpf4xhggh6d8rk,0,90.8,6.1,2023-02-20T19:02:25.039Z,2023-02-23T02:59:54Z,4046699675,286,,4048534939,465,,4046685645,56,Right,4048534913,211,,4050283995,178,,,,,,,,,,,3e8mxxfs5q7gt4lg2beqpkwyd,Héctor Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459051,13,49,1,1,10,alyavx3ad35bp1xuwmqk7sgev,1,11.1,92.7,2023-02-20T19:02:25.182Z,2023-02-23T03:57:55Z,,,,,,,,,,,,,,,,,,,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510464557,116,43,1,1,10,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-02-20T19:02:25.678Z,2023-02-21T22:04:15Z,4046716425,56,Back,4046716427,285,0,4046716509,233,23,4048534915,144,7,,,,,,,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459055,14,3,1,1,12,alyavx3ad35bp1xuwmqk7sgev,1,14.6,93.2,2023-02-20T19:02:27.232Z,2023-02-23T03:00:10Z,4046685659,233,24,4050284021,178,,4046685657,285,,4046685655,56,Back,4048534989,465,,,,,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459053,24,45,1,1,12,7catg5lpivcmpf4xhggh6d8rk,0,85.4,6.8,2023-02-20T19:02:27.232Z,2023-02-23T03:00:11Z,4046685651,56,Right,4046685653,286,,4046685665,233,14,,,,,,,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459063,15,1,1,1,14,alyavx3ad35bp1xuwmqk7sgev,1,20.1,95.6,2023-02-20T19:02:29.703Z,2023-02-23T03:00:14Z,4046685715,213,5.0,4050284033,178,,4046685713,212,6.1,4046685711,141,86.9,4046685707,56,Back,4046685709,140,21.6,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459065,16,50,1,1,16,alyavx3ad35bp1xuwmqk7sgev,1,21.4,85.7,2023-02-20T19:02:31.091Z,2023-02-23T03:00:23Z,4046685747,233,25,4046685719,56,Back,4046685721,285,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459067,25,7,1,1,16,7catg5lpivcmpf4xhggh6d8rk,1,78.6,14.3,2023-02-20T19:02:31.259Z,2023-02-23T03:00:27Z,4046685729,286,,4046685727,56,Right,4048535115,384,,4050284063,178,,4046685743,233,16,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459069,26,49,1,1,16,7catg5lpivcmpf4xhggh6d8rk,1,83.7,22.1,2023-02-20T19:02:31.833Z,2023-02-23T03:00:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459077,27,1,1,1,18,7catg5lpivcmpf4xhggh6d8rk,0,80.4,26.1,2023-02-20T19:02:33.795Z,2023-02-23T03:00:38Z,4046685775,56,Center,4046685777,140,80.2,4046685779,141,33.1,4046685783,213,1.6,4050284087,178,,4046685781,212,4.8,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459087,17,61,1,1,18,alyavx3ad35bp1xuwmqk7sgev,1,17.2,60.8,2023-02-20T19:02:34.034Z,2023-02-23T03:00:43Z,4050284095,178,,4046685805,56,Back,,,,,,,,,,,,,,,,,,,7137owa2iq6cpmdiwi6uldh3p,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511142517,834,67,1,1,20,alyavx3ad35bp1xuwmqk7sgev,1,17.7,56.8,2023-02-20T19:02:35.273Z,2023-02-23T04:25:04Z,4050298051,233,989,,,,,,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511142515,989,67,1,1,20,7catg5lpivcmpf4xhggh6d8rk,0,82.3,43.2,2023-02-20T19:02:35.274Z,2023-02-23T07:49:20Z,4050298055,233,834,,,,,,,,,,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510803707,797,12,1,1,20,alyavx3ad35bp1xuwmqk7sgev,1,15.9,49.3,2023-02-20T19:02:35.292Z,2023-02-23T04:25:04Z,4048535635,213,4.6,4048535627,56,Back,4048535629,140,14.9,4048535633,212,14.2,4050284105,178,,4048535631,141,28.5,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459101,28,1,1,1,23,7catg5lpivcmpf4xhggh6d8rk,1,94.2,82.8,2023-02-20T19:02:38.549Z,2023-02-23T03:00:52Z,4046685855,212,18.8,4046685853,141,87.4,4046685851,140,76.5,4046685849,56,Left,4046685857,213,3.0,4050284113,178,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459105,29,1,1,1,25,7catg5lpivcmpf4xhggh6d8rk,1,76.5,87.4,2023-02-20T19:02:40.876Z,2023-02-23T03:00:56Z,4046685875,212,9.1,4046685871,140,83.6,4046685873,141,95.0,4050284125,178,,4046685869,56,Left,4046685877,213,0.6,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459099,18,43,1,1,26,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-02-20T19:02:41.476Z,2023-02-20T19:02:43Z,4046685861,144,56,4046685847,56,Back,,,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459109,30,1,1,1,29,7catg5lpivcmpf4xhggh6d8rk,1,81.9,95,2023-02-20T19:02:44.212Z,2023-02-23T03:00:58Z,4046685891,56,Left,4046685893,140,67.3,4050284133,178,,4046685897,212,15.4,4046685899,213,3.2,4046685895,141,93.3,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510459133,31,1,1,1,33,7catg5lpivcmpf4xhggh6d8rk,1,61.4,85.4,2023-02-20T19:02:48.293Z,2023-02-23T03:01:01Z,4046686011,141,75.8,4046686013,212,16.5,4046686009,140,47.0,4046686007,56,Back,4046686015,213,3.5,4050284149,178,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
