id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2500126571,473,1,2,54,52,alyavx3ad35bp1xuwmqk7sgev,1,54.5,72.2,2023-01-23T21:30:13.377Z,2023-01-25T06:44:08Z,3992460431,140,69.0,3994112105,178,,3992460437,213,0.8,3992460433,141,96.5,3992460435,212,22.5,3992460429,56,Left,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126573,474,1,2,54,56,alyavx3ad35bp1xuwmqk7sgev,1,68.9,96.5,2023-01-23T21:30:17.066Z,2023-01-25T06:44:13Z,3992460443,140,68.3,3992460447,212,7.0,3992460441,56,Left,3992460445,141,86.3,3994112133,178,,3992460449,213,4.6,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126599,475,1,2,54,56,alyavx3ad35bp1xuwmqk7sgev,1,68.3,86.3,2023-01-23T21:30:17.912Z,2023-01-25T06:44:18Z,3992460579,212,27.2,3992460575,140,93.2,3994112141,178,,3992460573,56,Left,3992460577,141,97.2,3992460581,213,0.3,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126591,530,43,2,54,59,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-01-23T21:30:20.364Z,2023-01-23T21:30:36Z,3992460917,144,7,3992460539,285,0,3992460537,56,Back,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126601,476,3,2,55,0,alyavx3ad35bp1xuwmqk7sgev,0,93.2,95.9,2023-01-23T21:30:21.559Z,2023-01-25T06:44:23Z,3994112169,178,,3993100959,211,,3993100917,286,,3993101043,465,,3992460589,56,Left,,,,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126613,531,4,2,55,3,3b4nxgvmwzstmoq6borytkwx1,1,5.7,13.5,2023-01-23T21:30:24.489Z,2023-01-25T06:44:30Z,3992460639,152,,3992460641,265,,3992460643,285,,3992460635,13,,3992460637,56,Back,3992460663,233,477,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126615,477,4,2,55,3,alyavx3ad35bp1xuwmqk7sgev,0,94.3,86.5,2023-01-23T21:30:24.490Z,2023-01-25T06:44:30Z,3992460655,265,,3992460687,233,531,3992460653,152,,3992460657,286,,3994112185,178,,3992460651,56,Left,3992460649,13,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126717,532,1,2,55,32,3b4nxgvmwzstmoq6borytkwx1,0,10.4,17.3,2023-01-23T21:30:53.359Z,2023-01-25T06:44:34Z,3994112201,178,,3992461295,155,,3992461309,1,,3992461299,56,Center,3992461305,212,49.8,3992461293,5,,3992461297,152,,3992461303,141,26.9,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,3992461307,213,0.1,3992461301,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126723,478,44,2,55,35,alyavx3ad35bp1xuwmqk7sgev,1,40.5,73.6,2023-01-23T21:30:56.759Z,2023-01-27T07:03:35Z,3992461333,56,Back,3992461367,233,533,3992461335,285,,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126721,533,44,2,55,35,3b4nxgvmwzstmoq6borytkwx1,0,59.5,26.4,2023-01-23T21:30:56.760Z,2023-01-25T06:44:40Z,3992461331,286,,3992461329,56,Center,3992461375,233,478,,,,,,,,,,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126733,479,1,2,55,35,alyavx3ad35bp1xuwmqk7sgev,0,38.4,74.1,2023-01-23T21:30:56.792Z,2023-01-27T07:03:35Z,3994112233,388,,3992461385,140,62.1,3992461389,212,26.6,3992461383,56,Left,3992461387,141,87.8,3992461391,213,0.4,3992461381,3,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126739,534,44,2,55,37,3b4nxgvmwzstmoq6borytkwx1,1,37.4,10.6,2023-01-23T21:30:58.807Z,2023-01-27T07:03:36Z,3992461403,56,Back,3992461405,285,,3992461419,233,480,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126735,480,44,2,55,37,alyavx3ad35bp1xuwmqk7sgev,0,62.6,89.4,2023-01-23T21:30:58.808Z,2023-01-25T06:44:49Z,3992461395,56,Left,3992461453,233,534,3992461397,286,,,,,,,,,,,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126743,535,1,2,55,37,3b4nxgvmwzstmoq6borytkwx1,0,36.5,8.7,2023-01-23T21:30:58.852Z,2023-01-27T07:03:36Z,3992461427,140,41.0,3992461423,3,,3992461433,213,5.3,3992461431,212,8.1,3992461429,141,0.0,3992461425,56,Back,3994112271,388,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500257733,877,61,2,55,37,alyavx3ad35bp1xuwmqk7sgev,1,66.3,96.2,2023-01-23T21:30:58.884Z,2023-01-25T06:45:04Z,3994112333,388,,3994112331,15,,3993102603,56,Left,,,,,,,,,,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500257759,833,61,2,55,38,3b4nxgvmwzstmoq6borytkwx1,1,33.7,3.8,2023-01-23T21:30:58.965Z,2023-01-25T06:45:12Z,3993102689,56,Back,3994112365,15,,3994112367,388,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126783,481,5,2,55,40,alyavx3ad35bp1xuwmqk7sgev,1,57.9,101,2023-01-23T21:31:01.376Z,2023-01-25T06:45:15Z,3992461689,233,536,3992461673,56,Left,3992461675,347,,,,,,,,,,,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126753,536,5,2,55,40,3b4nxgvmwzstmoq6borytkwx1,0,42.1,-1,2023-01-23T21:31:01.376Z,2023-01-25T06:45:15Z,3992461463,56,Back,3992461711,233,481,3992461465,347,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126791,482,1,2,55,48,alyavx3ad35bp1xuwmqk7sgev,1,54,100,2023-01-23T21:31:09.700Z,2023-01-25T06:45:20Z,3992461755,212,11.0,3992461747,107,,3992461751,140,44.9,3992461757,213,3.7,3992461753,141,93.9,3992461749,56,Back,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126801,483,1,2,55,52,alyavx3ad35bp1xuwmqk7sgev,1,44.9,93.9,2023-01-23T21:31:12.990Z,2023-01-25T06:45:25Z,3992461819,56,Back,3994112437,178,,3992461825,212,23.4,3992461821,140,41.1,3992461823,141,60.0,3992461827,213,4.5,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126833,484,1,2,55,54,alyavx3ad35bp1xuwmqk7sgev,1,43.9,54.4,2023-01-23T21:31:15.813Z,2023-01-25T06:45:30Z,3992462067,213,5.2,3992462063,141,8.4,3992462061,140,61.4,3994112447,178,,3992462059,56,Right,3992462065,212,36.3,3992462069,1,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126841,485,1,2,56,2,alyavx3ad35bp1xuwmqk7sgev,1,56.3,20,2023-01-23T21:31:23.065Z,2023-01-25T06:45:34Z,3992462127,140,38.7,3992462133,213,2.7,3992462131,212,20.8,3992462125,56,Back,3994112467,178,,3992462129,141,33.9,,,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126855,486,1,2,56,4,alyavx3ad35bp1xuwmqk7sgev,1,38.7,33.9,2023-01-23T21:31:25.357Z,2023-01-25T06:45:38Z,3992462221,140,40.2,3992462227,213,1.5,3992462223,141,66.9,3994112497,178,,3992462225,212,22.5,3992462219,56,Back,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126867,487,1,2,56,9,alyavx3ad35bp1xuwmqk7sgev,1,52.8,75.9,2023-01-23T21:31:30.034Z,2023-01-25T06:45:44Z,3994112523,178,,3992462319,212,15.7,3992462315,140,59.7,3992462313,56,Left,3992462317,141,96.4,3992462321,213,1.1,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126877,488,1,2,56,13,alyavx3ad35bp1xuwmqk7sgev,1,54.4,75.4,2023-01-23T21:31:34.254Z,2023-01-25T06:45:50Z,3992462375,56,Back,3994112571,178,,3992462379,141,53.4,3992462383,213,4.2,3992462377,140,47.1,3992462381,212,16.8,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126881,489,1,2,56,17,alyavx3ad35bp1xuwmqk7sgev,1,47.2,51.6,2023-01-23T21:31:38.111Z,2023-01-25T06:45:54Z,3992462417,213,5.2,3992462413,141,10.1,3992462411,140,62.6,3994112587,178,,3992462415,212,32.5,3992462419,1,,3992462409,56,Right,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126891,490,1,2,56,19,alyavx3ad35bp1xuwmqk7sgev,1,62.6,10.1,2023-01-23T21:31:40.550Z,2023-01-25T06:45:59Z,3994112623,178,,3992462467,140,72.5,3992462465,56,Center,3992462469,141,21.8,3992462473,213,0.7,3992462471,212,13.1,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126901,491,1,2,56,20,alyavx3ad35bp1xuwmqk7sgev,1,72.5,21.8,2023-01-23T21:31:41.439Z,2023-01-25T06:46:09Z,3992462517,141,7.9,3992462513,56,Right,3994112673,178,,3992462521,213,5.8,3992462515,140,90.8,3992462519,212,21.4,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126903,492,3,2,56,22,alyavx3ad35bp1xuwmqk7sgev,0,93.6,9.7,2023-01-23T21:31:43.587Z,2023-01-25T06:46:14Z,3992462529,286,,3992462525,56,Right,3992462601,233,537,3993103965,464,,3994112687,178,,,,,,,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126907,537,7,2,56,22,3b4nxgvmwzstmoq6borytkwx1,1,6.4,90.3,2023-01-23T21:31:43.715Z,2023-01-25T06:46:20Z,3993104035,385,,3994112719,178,,3992462555,56,Back,3992462575,233,492,3992462553,167,,3992462557,285,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126915,493,6,2,56,23,alyavx3ad35bp1xuwmqk7sgev,1,93.3,9.8,2023-01-23T21:31:44.861Z,2023-01-25T06:46:23Z,3992462605,56,Right,3992462649,233,538,3992462607,73,,,,,,,,,,,,,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126921,538,6,2,56,23,3b4nxgvmwzstmoq6borytkwx1,0,6.7,90.2,2023-01-23T21:31:44.861Z,2023-01-25T06:46:22Z,3992462625,75,,3992462653,233,493,3992462623,56,Back,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126981,494,18,2,56,35,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T21:31:56.512Z,2023-01-25T06:46:41Z,3992463009,55,495,3992462977,59,17,3992462973,42,,3992462975,44,Forward,,,,,,,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500126983,495,19,2,56,35,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T21:31:56.513Z,2023-01-25T06:46:42Z,3992462997,293,1,3992462993,59,7,3992462991,145,11,3992462987,42,,3992462999,44,Midfielder,3992463001,55,494,3992462995,292,6,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127033,496,18,2,56,40,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T21:32:01.461Z,2023-01-25T06:46:56Z,3992463389,55,497,3992463349,42,,3992463353,59,28,3992463351,44,Midfielder,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127037,497,19,2,56,40,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T21:32:01.462Z,2023-01-25T06:46:57Z,3992463383,44,Midfielder,3992463381,293,2,3992463371,145,7,3992463375,59,16,3992463385,55,496,3992463367,42,,3992463379,292,6,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127055,498,18,2,56,59,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T21:32:20.131Z,2023-01-25T06:46:59Z,3992463485,55,499,3992463461,42,,3992463465,59,40,3992463463,44,Midfielder,,,,,,,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127057,499,19,2,56,59,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T21:32:20.132Z,2023-01-25T06:47:00Z,3992463479,44,Midfielder,3992463467,42,,3992463475,292,7,3992463477,293,5,3992463473,59,8,3992463471,145,8,3992463481,55,498,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127081,500,1,2,57,17,alyavx3ad35bp1xuwmqk7sgev,0,99.3,0.6,2023-01-23T21:32:38.797Z,2023-01-25T06:47:04Z,3992463607,2,,3992463623,213,1.7,3992463613,224,,3992463617,140,94.7,3992463611,155,,3993106273,20,,3992463621,212,30.1,3994112979,178,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,3992463609,6,,3992463619,141,44.3,3992463615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127087,539,12,2,57,19,3b4nxgvmwzstmoq6borytkwx1,1,6.2,56.3,2023-01-23T21:32:40.118Z,2023-01-25T06:48:53Z,3992463657,212,10.5,3992463653,140,14.9,3994113269,388,,3992463651,56,Back,3992463655,141,48.7,3992463805,15,,3992463659,213,5.8,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127109,540,12,2,57,20,3b4nxgvmwzstmoq6borytkwx1,1,14.3,48.8,2023-01-23T21:32:41.084Z,2023-01-25T06:48:58Z,3994113825,178,,3992463799,213,0.4,3992463793,140,28.1,3992463797,212,15.5,3992463791,56,Back,3992463795,141,56.7,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127121,501,1,2,57,22,alyavx3ad35bp1xuwmqk7sgev,1,67.1,36.4,2023-01-23T21:32:43.303Z,2023-01-25T06:49:03Z,3992463845,141,89.3,3992463851,1,,3992463839,155,,3992463849,213,1.5,3994113897,178,,3992463841,56,Left,3992463843,140,70.5,3992463847,212,36.1,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127137,502,1,2,57,27,alyavx3ad35bp1xuwmqk7sgev,1,71.3,94.4,2023-01-23T21:32:48.087Z,2023-01-25T06:49:08Z,3992463885,56,Left,3994113953,178,,3992463899,213,3.9,3992463889,140,62.1,3992463897,212,13.0,3992463893,141,81.5,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127163,503,1,2,57,29,alyavx3ad35bp1xuwmqk7sgev,1,63.5,84.8,2023-01-23T21:32:50.369Z,2023-01-25T06:49:13Z,3992464019,155,,3994113981,178,,3992464029,213,6.2,3992464025,141,83.2,3992464021,56,Left,3992464027,212,26.1,3992464023,140,88.3,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127167,504,4,2,57,35,alyavx3ad35bp1xuwmqk7sgev,1,80.2,87.2,2023-01-23T21:32:56.896Z,2023-01-25T06:49:19Z,3992464047,152,,3992464043,13,,3992464049,265,,3992464105,233,541,3992464045,56,Left,3992464051,286,,,,,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127177,541,4,2,57,35,3b4nxgvmwzstmoq6borytkwx1,0,19.8,12.8,2023-01-23T21:32:56.897Z,2023-01-25T06:49:18Z,3992464095,13,,3992464099,152,,3992464097,56,Back,3992464103,285,,3994114001,178,,3992464101,265,,3992464111,233,504,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127339,505,1,2,58,17,alyavx3ad35bp1xuwmqk7sgev,0,76.5,89.8,2023-01-23T21:33:38.370Z,2023-01-25T06:49:22Z,3992465019,212,44.6,3992465009,155,,3992465015,140,100.0,3992465005,2,,3993111981,223,,3993111983,20,,3992465013,56,Center,3992465017,141,36.2,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,3992465023,1,,3992465007,5,,3992465021,213,5.3,3992465011,152,3994114035,178,,,,,,,,,,,,,,,,,,,,,,,,,
2500127343,506,5,2,58,19,alyavx3ad35bp1xuwmqk7sgev,0,101.2,39.6,2023-01-23T21:33:40.656Z,2023-01-25T06:49:27Z,3992465033,346,,3992465031,56,Center,3992465043,233,542,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127341,542,5,2,58,19,3b4nxgvmwzstmoq6borytkwx1,1,-1.2,60.4,2023-01-23T21:33:40.656Z,2023-01-25T06:49:27Z,3992465039,233,506,3992465025,56,Back,3992465027,346,,,,,,,,,,,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127483,543,1,2,58,47,3b4nxgvmwzstmoq6borytkwx1,1,5.3,59.9,2023-01-23T21:34:08.502Z,2023-01-25T06:49:32Z,3992465829,1,,3992465819,56,Center,3992465825,212,49.7,3992465815,124,,3992465823,141,76.5,3992465827,213,0.2,3992465817,155,,3992465833,74,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,3992465821,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127487,544,44,2,58,50,3b4nxgvmwzstmoq6borytkwx1,1,54.2,82.4,2023-01-23T21:34:11.585Z,2023-01-27T07:03:36Z,3992465909,233,507,3992465839,56,Left,3992465841,286,,,,,,,,,,,,,,,,,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127491,507,44,2,58,50,alyavx3ad35bp1xuwmqk7sgev,0,45.8,17.6,2023-01-23T21:34:11.586Z,2023-01-25T06:49:38Z,3992465851,56,Back,3992465853,285,,3992465913,233,544,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127497,545,1,2,58,50,3b4nxgvmwzstmoq6borytkwx1,1,51.4,76.5,2023-01-23T21:34:11.643Z,2023-01-27T07:03:37Z,3992465875,141,81.3,3992465867,3,,3992465879,213,0.4,3994114117,388,,3992465871,56,Left,3992465869,168,,3992465873,140,59.0,3992465877,212,8.6,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500460529,1150,43,2,58,51,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T21:34:12.218Z,2023-01-25T07:16:18Z,3994130337,399,228492,3994130823,144,83,,,,,,,,,,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127503,508,43,2,58,52,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T21:34:13.024Z,2023-01-23T21:34:17Z,3992465969,144,50,3992465919,286,0,3992465917,56,Back,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500460653,1161,83,2,58,52,alyavx3ad35bp1xuwmqk7sgev,1,40.7,17.2,2023-01-23T21:34:13.688Z,2023-01-25T07:16:37Z,3994131065,399,228492,,,,,,,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127499,546,61,2,58,52,3b4nxgvmwzstmoq6borytkwx1,0,56.2,83.6,2023-01-23T21:34:13.771Z,2023-01-25T06:49:50Z,3994114149,389,,3992465889,56,Left,,,,,,,,,,,,,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127507,509,4,2,58,53,alyavx3ad35bp1xuwmqk7sgev,1,41.8,9.4,2023-01-23T21:34:14.646Z,2023-01-25T06:50:00Z,3992466011,233,547,3992465945,265,,3992465939,13,,3992465947,286,,3992465943,152,,3992465941,56,Back,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127517,547,4,2,58,53,3b4nxgvmwzstmoq6borytkwx1,0,58.2,90.6,2023-01-23T21:34:14.647Z,2023-01-25T06:50:00Z,3992466001,13,,3994114193,178,,3992466003,56,Left,3992466007,265,,3992466029,233,509,3992466009,285,,3992466005,152,,,,,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127665,510,1,2,59,29,alyavx3ad35bp1xuwmqk7sgev,1,38.9,8.3,2023-01-23T21:34:50.273Z,2023-01-25T06:50:02Z,3994114207,178,,3992466851,56,Back,3992466845,5,,3992504105,189,,3992466857,212,58.9,3992466853,140,42.5,3992466849,152,,3992466855,141,94.7,59ly8uun0sl324s7rtlmp6ac,H. Sylla,3992466847,196,,3992466859,213,1.5,3992466861,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127671,511,1,2,59,30,alyavx3ad35bp1xuwmqk7sgev,0,53.1,95.6,2023-01-23T21:34:51.329Z,2023-01-25T06:50:08Z,3994114233,178,,3992466897,140,72.7,3992466903,213,0.0,3992466933,189,,3992466901,212,20.6,3992466895,56,Left,3992466899,141,95.8,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127657,548,49,2,59,32,3b4nxgvmwzstmoq6borytkwx1,1,24,3.1,2023-01-23T21:34:53.296Z,2023-01-25T06:50:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127675,549,1,2,59,34,3b4nxgvmwzstmoq6borytkwx1,1,26.3,3.4,2023-01-23T21:34:55.926Z,2023-01-25T06:50:30Z,3992466911,56,Back,3992466913,140,30.9,3992466917,212,6.2,3994114327,178,,3992466915,141,9.1,3992466919,213,0.7,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500127685,550,1,2,59,35,3b4nxgvmwzstmoq6borytkwx1,1,30.9,9.1,2023-01-23T21:34:56.505Z,2023-01-25T06:50:40Z,3992466967,141,3.1,3992466963,56,Back,3994114365,178,,3992466971,213,4.7,3992466969,212,4.1,3992466965,140,30.9,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
