id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2500108417,7,1,1,0,16,3b4nxgvmwzstmoq6borytkwx1,1,75.5,0,2023-01-23T20:17:42.218Z,2023-01-25T06:09:17Z,3992350715,107,,3992350725,213,2.9,3992350719,140,52.7,3992351469,189,,3992350721,141,7.4,3992350717,56,Right,3992350727,1,,3992350723,212,24.7,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108439,8,1,1,0,20,3b4nxgvmwzstmoq6borytkwx1,1,48.9,9.8,2023-01-23T20:17:45.680Z,2023-01-25T06:09:20Z,3994102037,178,,3992350871,141,38.0,3992350873,212,20.3,3992350869,140,42.6,3992350867,56,Back,3992350875,213,1.9,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108453,9,1,1,0,22,3b4nxgvmwzstmoq6borytkwx1,1,42.6,38,2023-01-23T20:17:48.076Z,2023-01-25T06:09:36Z,3992350969,212,15.5,3992350971,213,4.7,3992350965,140,42.4,3994102143,178,,3992350963,56,Back,3992350967,141,15.2,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108461,10,1,1,0,23,3b4nxgvmwzstmoq6borytkwx1,1,42.5,14.8,2023-01-23T20:17:49.419Z,2023-01-25T06:09:39Z,3992351011,213,5.3,3994102165,178,,3992351003,56,Back,3992351007,141,5.9,3992351009,212,7.1,3992351005,140,46.0,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108475,11,1,1,0,25,3b4nxgvmwzstmoq6borytkwx1,1,46,5.9,2023-01-23T20:17:50.839Z,2023-01-25T06:09:41Z,3994102183,178,,3992351077,212,10.6,3992351073,140,46.7,3992351071,56,Back,3992351079,213,1.5,3992351075,141,21.4,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108501,12,1,1,0,26,3b4nxgvmwzstmoq6borytkwx1,0,46.7,21.4,2023-01-23T20:17:51.538Z,2023-01-25T06:09:43Z,3992351225,212,39.1,3992351229,1,,3992351219,56,Right,3992351221,140,81.0,3994102217,178,,3992351227,213,5.9,3992351223,141,0.0,3992351217,155,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108603,5,5,1,0,30,alyavx3ad35bp1xuwmqk7sgev,1,18,101.4,2023-01-23T20:17:55.658Z,2023-01-25T06:09:45Z,3992351821,56,Back,3992351823,347,,3992351837,233,13,,,,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108505,13,5,1,0,30,3b4nxgvmwzstmoq6borytkwx1,0,82,-1.4,2023-01-23T20:17:55.658Z,2023-01-25T06:09:46Z,3992351233,56,Right,3992351235,347,,3992351841,233,5,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108611,6,1,1,0,47,alyavx3ad35bp1xuwmqk7sgev,1,17.7,100,2023-01-23T20:18:13.319Z,2023-01-25T06:10:03Z,3992351879,213,5.9,3992351875,141,96.2,3992351871,56,Back,3992351869,107,,3992351873,140,26.8,3992351877,212,10.2,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108619,7,1,1,0,48,alyavx3ad35bp1xuwmqk7sgev,1,26.8,96.2,2023-01-23T20:18:14.307Z,2023-01-25T06:10:07Z,3992351923,140,20.9,3992351927,212,6.5,3992351921,56,Back,3992352059,156,,3992351925,141,93.2,3994102395,178,,3992351929,213,3.5,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108627,8,1,1,0,49,alyavx3ad35bp1xuwmqk7sgev,0,20.9,93.2,2023-01-23T20:18:15.322Z,2023-01-25T06:10:11Z,3992351973,56,Back,3992351977,141,85.8,3992351981,213,5.8,3992351975,140,29.8,3994102427,178,,3992351979,212,10.6,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108629,14,8,1,0,50,3b4nxgvmwzstmoq6borytkwx1,1,70.6,14.9,2023-01-23T20:18:15.781Z,2023-01-25T06:10:21Z,3992939615,385,,3992351983,56,Right,3994102523,178,,,,,,,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108649,9,5,1,0,51,alyavx3ad35bp1xuwmqk7sgev,1,27.2,101.3,2023-01-23T20:18:16.696Z,2023-01-25T06:10:25Z,3992352053,347,,3992352051,56,Back,3992352067,233,15,,,,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108641,15,5,1,0,51,3b4nxgvmwzstmoq6borytkwx1,0,72.8,-1.3,2023-01-23T20:18:16.696Z,2023-01-25T06:10:25Z,3992352017,56,Right,3992352071,233,9,3992352019,347,,,,,,,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108691,10,1,1,1,4,alyavx3ad35bp1xuwmqk7sgev,0,27.1,100,2023-01-23T20:18:30.028Z,2023-01-25T06:10:28Z,3992352265,141,96.7,3992352259,107,,3992352261,56,Back,3992352263,140,41.7,3992352267,212,15.6,3992352269,213,6.1,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500458303,931,67,1,1,5,3b4nxgvmwzstmoq6borytkwx1,1,55.8,7.4,2023-01-23T20:18:31.492Z,2023-01-27T07:03:11Z,3994119869,233,998,,,,,,,,,,,,,,,,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500458301,998,67,1,1,5,alyavx3ad35bp1xuwmqk7sgev,0,44.2,92.6,2023-01-23T20:18:31.493Z,2023-01-25T07:02:13Z,3994119873,233,931,,,,,,,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108697,16,8,1,1,5,3b4nxgvmwzstmoq6borytkwx1,1,57.7,5,2023-01-23T20:18:31.514Z,2023-01-27T07:03:12Z,3994102671,178,,3992939941,384,,3992352283,56,Right,,,,,,,,,,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108713,11,1,1,1,6,alyavx3ad35bp1xuwmqk7sgev,1,42.3,97.2,2023-01-23T20:18:32.488Z,2023-01-25T06:11:19Z,3992352391,141,96.0,3992352387,56,Back,3992352393,212,3.1,3992352397,213,3.4,3994102971,178,,3992352389,140,39.5,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108717,12,50,1,1,8,alyavx3ad35bp1xuwmqk7sgev,1,37.6,91.4,2023-01-23T20:18:34.460Z,2023-01-25T06:11:23Z,3992352421,286,,3992352451,233,17,3992352419,56,Back,,,,,,,,,,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108719,17,7,1,1,8,3b4nxgvmwzstmoq6borytkwx1,0,62.4,8.6,2023-01-23T20:18:34.516Z,2023-01-25T06:11:31Z,3992940307,384,,3992352425,285,,3992352423,56,Right,3992352445,233,12,3994103047,178,,,,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108739,13,1,1,1,9,alyavx3ad35bp1xuwmqk7sgev,1,45.7,79.2,2023-01-23T20:18:35.277Z,2023-01-25T06:11:42Z,3994103119,178,,3992352559,140,37.7,3992352565,213,2.8,3992352563,212,8.8,3992352561,141,83.2,3992352557,56,Back,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108755,14,1,1,1,11,alyavx3ad35bp1xuwmqk7sgev,1,37.7,83.2,2023-01-23T20:18:36.622Z,2023-01-25T06:11:47Z,3992352647,140,32.5,3992352649,141,51.2,3994103159,178,,3992352651,212,22.4,3992352645,56,Back,3992352653,213,4.5,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108763,15,1,1,1,13,alyavx3ad35bp1xuwmqk7sgev,1,32.5,51.2,2023-01-23T20:18:38.973Z,2023-01-25T06:11:51Z,3992352709,212,10.1,3992352705,140,24.2,3994103197,178,,3992352703,56,Back,3992352707,141,43.6,3992352711,213,3.7,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108769,16,1,1,1,15,alyavx3ad35bp1xuwmqk7sgev,1,24.2,43.6,2023-01-23T20:18:40.880Z,2023-01-25T06:11:54Z,3992352735,212,9.4,3992352729,56,Back,3992352731,140,32.9,3992352737,213,6.0,3992352733,141,40.3,3994103205,178,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108779,17,1,1,1,17,alyavx3ad35bp1xuwmqk7sgev,0,32.5,39.3,2023-01-23T20:18:43.319Z,2023-01-25T06:12:14Z,3992352789,140,60.6,3992352785,155,,3994103307,178,,3992352795,213,5.7,3992352793,212,34.8,3992352797,1,,3992352791,141,12.2,3992352787,56,Right,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108801,18,1,1,1,19,3b4nxgvmwzstmoq6borytkwx1,0,39.9,85.5,2023-01-23T20:18:44.529Z,2023-01-25T06:12:19Z,3992352889,212,18.1,3992352885,140,57.0,3992352881,3,,3992352891,213,6.2,3994103361,388,,3992352883,56,Left,3992352887,141,82.7,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500459227,1057,67,1,1,20,alyavx3ad35bp1xuwmqk7sgev,1,44.4,15.9,2023-01-23T20:18:46.451Z,2023-01-27T07:03:12Z,3994124145,233,1010,,,,,,,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500459221,1010,67,1,1,20,3b4nxgvmwzstmoq6borytkwx1,0,55.6,84.1,2023-01-23T20:18:46.452Z,2023-01-25T07:07:57Z,3994124161,233,1057,,,,,,,,,,,,,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108837,18,1,1,1,24,alyavx3ad35bp1xuwmqk7sgev,1,30.1,2.6,2023-01-23T20:18:50.118Z,2023-01-25T06:12:23Z,3992353075,56,Back,3992353079,141,2.0,3992353081,212,13.6,3994103397,178,,3992353083,213,6.3,3992353077,140,43.0,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108855,19,1,1,1,27,alyavx3ad35bp1xuwmqk7sgev,1,44.6,1.3,2023-01-23T20:18:53.245Z,2023-01-25T06:12:26Z,3992353181,141,11.9,3992353183,212,8.2,3992353177,56,Back,3994103429,178,,3992353185,213,1.1,3992353179,140,48.4,,,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108857,20,50,1,1,29,alyavx3ad35bp1xuwmqk7sgev,1,44.7,16.4,2023-01-23T20:18:54.608Z,2023-01-25T06:12:34Z,3992353301,233,19,3992353191,286,,3992353189,56,Back,,,,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108869,19,7,1,1,29,3b4nxgvmwzstmoq6borytkwx1,1,55.3,83.6,2023-01-23T20:18:55.108Z,2023-01-25T06:12:37Z,3992353237,56,Left,3992941633,383,,3992353239,285,,3994103505,178,,3992353261,233,20,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108879,20,50,1,1,30,3b4nxgvmwzstmoq6borytkwx1,1,56.4,83.4,2023-01-23T20:18:55.699Z,2023-01-25T06:12:57Z,3992353253,56,Left,3992353255,286,,3992353347,233,21,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108891,21,7,1,1,30,alyavx3ad35bp1xuwmqk7sgev,0,43.6,16.6,2023-01-23T20:18:55.921Z,2023-01-25T06:13:03Z,3992941929,383,,3992353341,233,20,3994103705,178,,3992353333,56,Back,3992353335,285,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500110409,59,61,1,1,30,alyavx3ad35bp1xuwmqk7sgev,0,42.7,15.9,2023-01-23T20:18:56.184Z,2023-01-25T06:13:23Z,3994103763,178,,3992361875,56,Back,,,,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108885,21,49,1,1,31,3b4nxgvmwzstmoq6borytkwx1,1,58.7,78.6,2023-01-23T20:18:56.910Z,2023-01-25T06:13:42Z,,,,,,,,,,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108901,22,1,1,1,31,3b4nxgvmwzstmoq6borytkwx1,1,58.7,78.6,2023-01-23T20:18:56.937Z,2023-01-25T06:13:46Z,3992353379,140,68.2,3994104119,178,,3992353385,213,5.5,3992353381,141,64.2,3992353383,212,14.0,3992353377,56,Center,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108903,23,61,1,1,33,3b4nxgvmwzstmoq6borytkwx1,0,68.2,64.2,2023-01-23T20:18:59.008Z,2023-01-25T06:13:54Z,3992353389,56,Center,3994104173,178,,,,,,,,,,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108915,22,12,1,1,34,alyavx3ad35bp1xuwmqk7sgev,1,27.3,52.6,2023-01-23T20:19:00.472Z,2023-01-25T06:13:58Z,3992353457,213,0.9,3992353453,212,42.5,3992353449,141,100.0,3994104237,178,,3992942395,167,,3992353447,140,52.9,3992353443,56,Left,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108919,23,5,1,1,38,alyavx3ad35bp1xuwmqk7sgev,0,54.3,100.8,2023-01-23T20:19:04.395Z,2023-01-25T06:14:06Z,3992353469,347,,3992353797,233,24,3992353467,56,Left,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108967,24,5,1,1,38,3b4nxgvmwzstmoq6borytkwx1,1,45.7,-0.8,2023-01-23T20:19:04.395Z,2023-01-25T06:14:06Z,3992353755,347,,3992353753,56,Back,3992353771,233,23,,,,,,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500109003,25,1,1,1,46,3b4nxgvmwzstmoq6borytkwx1,1,46.1,0,2023-01-23T20:19:11.953Z,2023-01-25T06:14:16Z,3992353941,107,,3992353947,141,14.6,3992353943,56,Right,3992353949,212,12.6,3992353951,213,1.0,3992353945,140,52.2,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500109015,26,1,1,1,50,3b4nxgvmwzstmoq6borytkwx1,1,45.6,15.4,2023-01-23T20:19:16.045Z,2023-01-25T06:14:19Z,3992354029,212,25.4,3992354025,140,31.2,3994104425,178,,3992354031,213,2.2,3992354023,56,Back,3992354027,141,45.4,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500109023,27,1,1,1,54,3b4nxgvmwzstmoq6borytkwx1,1,32.2,49.9,2023-01-23T20:19:19.929Z,2023-01-25T06:14:21Z,3992354109,212,23.0,3992354105,140,38.3,3994104443,178,,3992354111,213,1.3,3992354107,141,82.4,3992354103,56,Back,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500109049,28,1,1,1,57,3b4nxgvmwzstmoq6borytkwx1,1,39.1,85.4,2023-01-23T20:19:22.687Z,2023-01-25T06:14:23Z,3992354239,140,76.7,3992354245,213,0.2,3992354235,155,,3994104461,178,,3992354247,1,,3992354243,212,40.4,3992354241,141,98.0,3992354237,56,Left,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
