id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2455301217,12,1,1,0,37,66bsnl0zjb7l5akwo00h0y5me,1,23.6,31.8,2022-09-03T19:30:22.191Z,2022-09-06T11:23:54Z,3755250529,213,5.5,3755250523,140,34.5,3755250527,212,16.4,3755250525,141,14.6,3762124403,178,,3755250521,56,Back,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301219,13,1,1,0,40,66bsnl0zjb7l5akwo00h0y5me,0,35.1,12.5,2022-09-03T19:30:25.089Z,2022-09-06T11:23:57Z,3755250563,212,1.0,3762124507,178,,3755250825,286,,3755250557,56,Back,3755250821,233,7,3755250819,236,,3755250559,140,36.0,3755250561,141,12.0,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,3755250565,213,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301259,7,74,1,0,40,bwt8yfk8rkcwiwyr0mopd7wqd,1,59.7,94,2022-09-03T19:30:25.171Z,2022-09-06T11:24:00Z,3762124589,178,,3755250775,56,Left,3755250777,285,,3755250853,233,13,,,,,,,,,,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301275,8,5,1,0,41,bwt8yfk8rkcwiwyr0mopd7wqd,0,59.4,101.4,2022-09-03T19:30:26.396Z,2022-09-06T11:24:04Z,3755251205,233,14,3755250905,56,Left,3755250907,347,,,,,,,,,,,,,,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301325,14,5,1,0,41,66bsnl0zjb7l5akwo00h0y5me,1,40.6,-1.4,2022-09-03T19:30:26.396Z,2022-09-06T11:24:03Z,3755251183,56,Back,3755251191,233,8,3755251185,347,,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301341,15,1,1,0,45,66bsnl0zjb7l5akwo00h0y5me,1,38.3,0,2022-09-03T19:30:30.627Z,2022-09-06T11:24:07Z,3755251281,140,43.2,3755251279,56,Back,3755251285,212,9.4,3755251287,213,1.0,3755251283,141,9.8,3755251277,107,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301371,16,1,1,0,46,66bsnl0zjb7l5akwo00h0y5me,1,43.2,9.8,2022-09-03T19:30:31.304Z,2022-09-06T11:24:10Z,3755251443,213,4.0,3755251439,141,4.4,3755251435,56,Back,3755251437,140,39.9,3755251441,212,5.0,3762124813,178,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301409,17,1,1,0,47,66bsnl0zjb7l5akwo00h0y5me,1,39.4,4.4,2022-09-03T19:30:32.786Z,2022-09-06T11:24:13Z,3755251663,212,16.2,3755251659,140,24.3,3762124843,178,,3755251661,141,9.4,3755251657,56,Back,3755251665,213,2.9,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301503,18,1,1,0,52,66bsnl0zjb7l5akwo00h0y5me,1,25.1,11.1,2022-09-03T19:30:36.889Z,2022-09-06T11:24:17Z,3755252125,141,20.4,3755252115,56,Back,3762124965,178,,3755252133,213,0.9,3755252119,140,29.8,3755252129,212,8.0,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301519,19,1,1,0,55,66bsnl0zjb7l5akwo00h0y5me,0,30.6,19.4,2022-09-03T19:30:40.652Z,2022-09-06T11:24:19Z,3755252213,155,,3755252219,141,50.1,3755252223,213,0.5,3755252225,1,,3762125027,178,,3755252217,140,68.6,3755252221,212,45.0,3755252215,56,Center,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301529,9,49,1,0,57,bwt8yfk8rkcwiwyr0mopd7wqd,1,31.4,44.6,2022-09-03T19:30:42.376Z,2022-09-06T11:24:22Z,,,,,,,,,,,,,,,,,,,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301585,10,1,1,0,58,bwt8yfk8rkcwiwyr0mopd7wqd,1,30.8,45.2,2022-09-03T19:30:43.609Z,2022-09-06T11:24:27Z,3755252553,56,Back,3755252559,212,18.8,3762125259,178,,3755252561,213,3.0,3755252555,140,13.0,3755252557,141,48.4,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301609,11,1,1,1,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,13.4,48.8,2022-09-03T19:30:45.645Z,2022-09-06T11:24:30Z,3755252685,213,0.5,3755252687,1,,3762125319,178,,3755252681,141,87.4,3755252679,140,55.6,3755252675,157,,3755252677,56,Left,3755252683,212,51.5,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301617,12,44,1,1,3,bwt8yfk8rkcwiwyr0mopd7wqd,1,56.2,84,2022-09-03T19:30:48.826Z,2022-09-06T12:35:28Z,3755252725,286,,3755478419,233,20,3755252723,56,Left,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301601,20,44,1,1,3,66bsnl0zjb7l5akwo00h0y5me,0,43.8,16,2022-09-03T19:30:48.827Z,2022-09-06T11:24:33Z,3755252651,56,Back,3755252653,285,,3755478457,233,12,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301629,13,1,1,1,4,bwt8yfk8rkcwiwyr0mopd7wqd,0,55.5,87.5,2022-09-03T19:30:48.950Z,2022-09-06T12:35:29Z,3762125491,388,,3755252799,140,58.1,3755252803,212,3.4,3755252797,56,Left,3755252805,213,5.6,3755252795,3,,3755252801,141,84.5,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301621,21,61,1,1,4,66bsnl0zjb7l5akwo00h0y5me,1,43.2,19.4,2022-09-03T19:30:48.961Z,2022-09-06T11:24:45Z,3755252743,56,Back,3762125609,388,,3762125607,15,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301705,14,1,1,1,5,bwt8yfk8rkcwiwyr0mopd7wqd,0,38.6,84.8,2022-09-03T19:30:50.153Z,2022-09-06T11:24:48Z,3755253225,1,,3755253217,140,95.0,3755253221,212,59.2,3755253215,56,Left,3755253213,155,,3762125701,178,,3755253219,141,83.9,3755253223,213,6.3,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301725,22,49,1,1,11,66bsnl0zjb7l5akwo00h0y5me,1,3.8,15.8,2022-09-03T19:30:56.593Z,2022-09-06T11:24:53Z,,,,,,,,,,,,,,,,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301787,23,1,1,1,14,66bsnl0zjb7l5akwo00h0y5me,0,5.6,9.8,2022-09-03T19:30:59.608Z,2022-09-06T11:24:56Z,3755253675,212,25.8,3755253667,155,,3755253677,213,0.0,3762125893,178,,3755253669,56,Back,3755253671,140,30.2,3755253673,141,10.7,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301797,15,1,1,1,16,bwt8yfk8rkcwiwyr0mopd7wqd,0,64.8,85.1,2022-09-03T19:31:01.263Z,2022-09-06T11:24:59Z,3755253719,140,74.1,3755253723,212,12.2,3762125931,388,,3755253725,213,5.6,3755253721,141,74.4,3755253715,3,,3755253717,56,Center,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301847,24,1,1,1,18,66bsnl0zjb7l5akwo00h0y5me,1,28.7,23.7,2022-09-03T19:31:03.160Z,2022-09-06T11:25:03Z,3755254053,141,36.3,3755254051,140,31.6,3762126005,178,,3755254055,212,9.1,3755254049,56,Back,3755254057,213,1.2,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301875,25,1,1,1,20,66bsnl0zjb7l5akwo00h0y5me,1,31.9,53.3,2022-09-03T19:31:05.844Z,2022-09-06T11:25:06Z,3755254263,213,1.4,3755254259,141,74.5,3762126107,178,,3755254261,212,14.6,3755254255,56,Back,3755254257,140,33.9,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301935,26,1,1,1,24,66bsnl0zjb7l5akwo00h0y5me,1,38.5,87.8,2022-09-03T19:31:09.183Z,2022-09-06T11:25:10Z,3755254563,56,Back,3755254569,212,8.3,3755254571,213,4.4,3762126181,178,,3755254567,141,76.1,3755254565,140,36.3,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301951,27,1,1,1,26,66bsnl0zjb7l5akwo00h0y5me,1,34.5,65.1,2022-09-03T19:31:11.282Z,2022-09-06T11:25:16Z,3755254665,140,27.1,3755254667,141,26.2,3755254671,213,4.4,3762126333,178,,3755254663,56,Back,3755254669,212,27.6,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301963,28,1,1,1,29,66bsnl0zjb7l5akwo00h0y5me,1,26.5,25.6,2022-09-03T19:31:14.235Z,2022-09-06T11:25:19Z,3755254723,212,14.2,3755254719,140,36.8,3755254721,141,12.0,3762126461,178,,3755254717,56,Back,3755254725,213,5.6,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301977,29,1,1,1,31,66bsnl0zjb7l5akwo00h0y5me,1,36.8,12,2022-09-03T19:31:16.010Z,2022-09-06T11:25:24Z,3762126591,178,,3755254819,56,Back,3755254823,141,20.1,3755254827,213,1.3,3755254825,212,5.8,3755254821,140,38.4,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455301981,30,50,1,1,31,66bsnl0zjb7l5akwo00h0y5me,1,41,16.4,2022-09-03T19:31:16.584Z,2022-09-06T11:25:28Z,3755255091,233,16,3755254851,286,,3755254849,56,Back,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455302009,16,7,1,1,32,bwt8yfk8rkcwiwyr0mopd7wqd,1,59,83.6,2022-09-03T19:31:17.145Z,2022-09-06T11:25:31Z,3760588659,385,,3755255049,233,30,3762126723,178,,3755255001,56,Left,3755254999,167,,3755255003,285,,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455302015,17,5,1,1,34,bwt8yfk8rkcwiwyr0mopd7wqd,0,58.1,101.4,2022-09-03T19:31:19.030Z,2022-09-06T11:25:33Z,3755255037,56,Left,3755255039,347,,3755472831,233,31,,,,,,,,,,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455302005,31,5,1,1,34,66bsnl0zjb7l5akwo00h0y5me,1,41.9,-1.4,2022-09-03T19:31:19.030Z,2022-09-06T11:25:33Z,3755254991,347,,3755254989,56,Back,3755255065,233,17,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455302175,32,1,1,1,44,66bsnl0zjb7l5akwo00h0y5me,1,42.9,0,2022-09-03T19:31:29.651Z,2022-09-06T11:25:38Z,3755255913,56,Back,3755255919,141,12.5,3755255923,212,10.4,3755255911,107,,3755255925,213,2.0,3755255915,140,39.2,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455302269,33,1,1,1,46,66bsnl0zjb7l5akwo00h0y5me,1,39.2,12.5,2022-09-03T19:31:31.168Z,2022-09-06T11:25:42Z,3755256447,140,28.7,3755256445,56,Back,3755256453,213,2.0,3755256451,212,27.6,3755256449,141,49.7,3762126917,178,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455302313,34,1,1,1,50,66bsnl0zjb7l5akwo00h0y5me,1,27.2,54.8,2022-09-03T19:31:34.942Z,2022-09-06T11:25:45Z,3755256699,213,1.0,3755256693,140,41.7,3755256691,56,Back,3755256695,141,93.0,3762126943,178,,3755256697,212,30.1,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455302327,35,1,1,1,53,66bsnl0zjb7l5akwo00h0y5me,1,38.1,89.4,2022-09-03T19:31:38.720Z,2022-09-06T11:25:49Z,3762126987,178,,3755256773,213,4.0,3755256769,141,73.8,3755256765,56,Back,3755256767,140,29.4,3755256771,212,14.0,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455302373,36,1,1,1,56,66bsnl0zjb7l5akwo00h0y5me,1,28.8,72.3,2022-09-03T19:31:41.099Z,2022-09-06T11:25:52Z,3755257007,56,Back,3755257015,212,23.8,3755257017,213,4.5,3755257011,140,24.8,3762127065,178,,3755257013,141,37.9,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
