id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2521879009,390,1,1,49,38,dich5v7sw466smbqap0d9rbyj,1,66.8,74.3,2023-03-18T18:51:06.516Z,2023-03-18T18:51:09Z,4107075945,213,5.1,4107075931,56,Center,4107075937,140,69.3,4107075941,141,64.2,4107075943,212,7.4,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879039,391,1,1,49,40,dich5v7sw466smbqap0d9rbyj,1,71.2,69.9,2023-03-18T18:51:09.204Z,2023-03-18T18:51:10Z,4107076083,213,1.2,4107076075,141,87.9,4107076073,140,75.7,4107076079,212,13.1,4107076071,56,Left,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879071,392,1,1,49,42,dich5v7sw466smbqap0d9rbyj,0,75.7,87.9,2023-03-18T18:51:10.596Z,2023-03-18T18:51:35Z,4107076221,213,5.8,4107076215,212,14.9,4107076209,141,77.3,4107076197,56,Center,4107076201,140,88.1,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879091,361,12,1,49,44,491xixnlsp75o7cr3w2gc1o0z,1,12.5,25.9,2023-03-18T18:51:12.849Z,2023-03-18T18:51:14Z,4107076307,212,19.1,4107076333,167,,4107076305,141,0.0,4107076299,56,Back,4107076303,140,8.4,4107076309,213,4.5,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879095,362,5,1,49,45,491xixnlsp75o7cr3w2gc1o0z,0,9.9,-1,2023-03-18T18:51:14.154Z,2023-03-18T18:51:45Z,4107076649,233,393,4107076327,56,Back,4107076329,347,,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879155,393,5,1,49,45,dich5v7sw466smbqap0d9rbyj,1,90.1,101,2023-03-18T18:51:14.154Z,2023-03-18T18:58:58Z,4107076603,56,Left,4107076619,233,362,4107076605,347,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879251,394,1,1,49,52,dich5v7sw466smbqap0d9rbyj,1,77.6,100,2023-03-18T18:51:20.484Z,2023-03-18T18:53:16Z,4107078747,189,,4107077059,212,7.6,4107077043,107,,4107077053,141,91.9,4107077049,140,74.1,4107077047,56,Left,4107077061,213,4.2,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521880457,406,61,1,49,53,dich5v7sw466smbqap0d9rbyj,1,70.6,91.2,2023-03-18T18:51:21.360Z,2023-03-18T18:53:03Z,4107083143,56,Left,4107083241,189,,,,,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879293,395,43,1,49,56,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T18:51:25.164Z,2023-03-18T18:53:15Z,4107077267,56,Left,4107079081,189,0,4107084003,144,61,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879353,363,5,1,49,58,491xixnlsp75o7cr3w2gc1o0z,1,9.1,-1.4,2023-03-18T18:51:27.028Z,2023-03-18T18:58:58Z,4107077563,233,396,4107077545,347,,4107077543,56,Back,4107078925,189,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879299,396,5,1,49,58,dich5v7sw466smbqap0d9rbyj,0,90.9,101.4,2023-03-18T18:51:27.028Z,2023-03-18T18:51:31Z,4107077289,347,,4107077287,56,Left,4107077567,233,363,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879745,364,1,1,50,23,491xixnlsp75o7cr3w2gc1o0z,1,17.5,0,2023-03-18T18:51:52.105Z,2023-03-18T18:51:55Z,4107079429,212,22.7,4107079423,56,Back,4107079433,1,,4107079431,213,0.3,4107079421,107,,4107079427,141,8.9,4107079425,140,38.0,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879751,365,44,1,50,25,491xixnlsp75o7cr3w2gc1o0z,1,39.3,6.5,2023-03-18T18:51:53.468Z,2023-03-18T18:51:56Z,4107079479,56,Back,4107079483,233,397,4107079481,285,,,,,,,,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879725,397,44,1,50,25,dich5v7sw466smbqap0d9rbyj,0,60.7,93.5,2023-03-18T18:51:53.469Z,2023-03-18T18:51:57Z,4107079327,56,Left,4107079329,286,,4107079541,233,365,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879755,366,1,1,50,26,491xixnlsp75o7cr3w2gc1o0z,0,39.4,8.9,2023-03-18T18:51:54.529Z,2023-03-18T18:52:09Z,4107079501,168,,4107079509,212,11.8,4107079513,213,5.6,4107079507,141,0.0,4107079499,3,,4107079503,56,Back,4107079505,140,48.1,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879761,367,5,1,50,27,491xixnlsp75o7cr3w2gc1o0z,0,45.4,-1.4,2023-03-18T18:51:55.819Z,2023-03-20T16:26:23Z,4107079691,233,398,4107079535,56,Back,4107079537,347,,,,,,,,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879787,398,5,1,50,27,dich5v7sw466smbqap0d9rbyj,1,54.6,101.4,2023-03-18T18:51:55.819Z,2023-03-20T16:26:22Z,4107079657,347,,4107079655,56,Left,4107079683,233,367,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879803,399,1,1,50,31,dich5v7sw466smbqap0d9rbyj,1,55,100,2023-03-18T18:51:59.588Z,2023-03-18T18:52:01Z,4107079751,107,,4107079759,212,15.5,4107079757,141,94.5,4107079753,56,Back,4107079761,213,3.5,4107079755,140,41.0,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879861,400,1,1,50,33,dich5v7sw466smbqap0d9rbyj,1,41.6,89.9,2023-03-18T18:52:01.740Z,2023-03-18T18:52:07Z,4107080065,140,35.6,4107080067,141,56.6,4107080071,213,4.4,4107080063,56,Back,4107080069,212,23.5,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879905,401,1,1,50,39,dich5v7sw466smbqap0d9rbyj,1,45,39.2,2023-03-18T18:52:07.749Z,2023-03-18T18:52:11Z,4107080317,1,,4107080311,141,74.1,4107080305,155,,4107080315,213,0.7,4107080309,140,73.7,4107080307,56,Center,4107080313,212,38.4,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879927,402,1,1,50,43,dich5v7sw466smbqap0d9rbyj,1,73.7,74.1,2023-03-18T18:52:11.644Z,2023-03-20T16:29:00Z,4107081261,210,13,4107080435,141,70.5,4107080429,3,,4107080433,140,67.7,4107080437,212,6.8,4107080439,213,3.5,4107080431,56,Center,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879931,403,13,1,50,44,dich5v7sw466smbqap0d9rbyj,1,73.8,57.5,2023-03-18T18:52:12.508Z,2023-03-20T16:29:00Z,4107081283,215,,4107081285,230,97.8,4107080453,56,Center,4107080449,22,,4107081275,55,402,4107081287,231,51.8,4107081273,29,,4107081271,74,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,4107081279,102,,4107081281,103,81.9,4107080667,20,4107080451,18,,,,,,,,,,,,,44.5,,,,,,,,,,,,
2521879919,368,5,1,50,45,491xixnlsp75o7cr3w2gc1o0z,1,-0.7,53.4,2023-03-18T18:52:13.659Z,2023-03-18T18:52:15Z,4107080399,346,,4107080513,233,404,4107080397,56,Back,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521879939,404,5,1,50,45,dich5v7sw466smbqap0d9rbyj,0,100.7,46.6,2023-03-18T18:52:13.659Z,2023-03-18T18:58:59Z,4107080485,56,Center,4107080537,233,368,4107080487,346,,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521880275,369,1,1,51,14,491xixnlsp75o7cr3w2gc1o0z,0,2.5,46.9,2023-03-18T18:52:42.377Z,2023-03-18T18:52:49Z,4107082199,213,0.1,4107082191,56,Center,4107082189,124,,4107082197,212,63.5,4107082201,1,,4107082193,140,62.5,4107082203,74,,4107082195,141,58.5,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521880287,370,30,1,51,15,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T18:52:44.234Z,2023-03-18T18:52:52Z,4107082259,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521880291,405,30,1,51,15,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T18:52:44.234Z,2023-03-18T19:44:01Z,4107082281,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894077,377,18,2,45,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T19:08:30.382Z,2023-03-18T19:09:00Z,4107153483,59,25,4107153481,44,Defender,4107153479,42,,4107153567,55,378,,,,,,,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894089,378,19,2,45,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T19:08:30.383Z,2023-03-18T19:09:03Z,4107153823,292,4,4107153543,44,Defender,4107153825,293,4,4107153545,55,377,4107153539,145,6,4107153535,42,,4107153541,59,23,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893781,371,32,2,45,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T19:08:40.382Z,2023-03-18T19:08:40Z,4107151775,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893783,408,32,2,45,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T19:08:40.382Z,2023-03-20T12:43:18Z,4107151795,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893821,372,1,2,45,1,491xixnlsp75o7cr3w2gc1o0z,1,50.1,50.3,2023-03-18T19:08:41.482Z,2023-03-18T19:11:09Z,4107152017,213,3.1,4107152023,279,S,4107152005,140,28.8,4107152011,212,22.4,4107152001,56,Back,4107152009,141,52.4,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893879,373,1,2,45,2,491xixnlsp75o7cr3w2gc1o0z,0,28.8,52.8,2023-03-18T19:08:43.269Z,2023-03-18T19:08:48Z,4107152357,213,0.3,4107152351,140,65.1,4107152359,1,,4107152347,155,,4107152355,212,40.4,4107152349,56,Center,4107152353,141,72.7,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522967607,882,49,2,45,6,dich5v7sw466smbqap0d9rbyj,1,23.3,30.8,2023-03-18T19:08:46.717Z,2023-03-20T12:47:53Z,,,,,,,,,,,,,,,,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893895,374,43,2,45,6,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T19:08:47.146Z,2023-03-20T12:47:46Z,4107152445,56,Center,4107152447,286,0,4112862111,144,44,,,,,,,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893887,409,43,2,45,6,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T19:08:47.147Z,2023-03-20T12:47:45Z,4112862097,144,44,4107152393,56,Back,4107152395,285,0,4107152481,233,374,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893907,410,43,2,45,7,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T19:08:47.458Z,2023-03-18T19:11:32Z,4107152521,141,26.8,4107152515,3,0,4107152519,140,24.0,4107152523,212,6.0,4107169201,144,1,4107152517,56,Back,4107152525,213,3.6,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521899673,420,43,2,45,7,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T19:08:47.475Z,2023-03-20T12:47:44Z,4112862091,144,61,4107182439,56,Center,,,,,,,,,,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893953,411,1,2,45,8,dich5v7sw466smbqap0d9rbyj,0,23.8,25.9,2023-03-18T19:08:48.405Z,2023-03-18T19:08:58Z,4107152791,213,6.0,4107152787,141,15.4,4107152781,157,,4107152789,212,30.5,4107152785,140,52.0,4107152793,1,,4107152783,56,Right,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522967625,760,49,2,45,10,491xixnlsp75o7cr3w2gc1o0z,1,49,86.7,2023-03-18T19:08:50.724Z,2023-03-20T12:48:03Z,,,,,,,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893979,375,1,2,45,12,491xixnlsp75o7cr3w2gc1o0z,0,43.2,84.2,2023-03-18T19:08:53.101Z,2023-03-18T19:08:54Z,4107152941,157,,4107152953,1,,4107152951,213,0.4,4107152949,212,35.1,4107152943,56,Left,4107152945,140,74.6,4107152947,141,100.0,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521893987,376,5,2,45,13,491xixnlsp75o7cr3w2gc1o0z,0,70.9,101.7,2023-03-18T19:08:53.903Z,2023-03-18T19:08:59Z,4107152981,347,,4107152977,56,Left,4107153477,233,412,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894057,412,5,2,45,13,dich5v7sw466smbqap0d9rbyj,1,29.1,-1.7,2023-03-18T19:08:53.903Z,2023-03-18T19:11:09Z,4107153455,233,376,4107153379,347,,4107153377,56,Back,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894365,413,1,2,45,33,dich5v7sw466smbqap0d9rbyj,0,39.6,0,2023-03-18T19:09:13.939Z,2023-03-18T19:09:16Z,4107154915,140,65.4,4107154917,141,3.2,4107154927,1,,4107154911,107,,4107154919,212,27.3,4107154913,56,Right,4107154923,213,0.1,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894383,379,8,2,45,35,491xixnlsp75o7cr3w2gc1o0z,1,31.8,93.2,2023-03-18T19:09:16.317Z,2023-03-20T12:48:22Z,4112862511,385,,4107154983,56,Back,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894413,380,49,2,45,37,491xixnlsp75o7cr3w2gc1o0z,1,42.1,85.6,2023-03-18T19:09:18.021Z,2023-03-18T19:09:18Z,,,,,,,,,,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894455,381,1,2,45,38,491xixnlsp75o7cr3w2gc1o0z,1,41.4,85.4,2023-03-18T19:09:18.757Z,2023-03-18T19:09:20Z,4107155319,140,41.6,4107155323,141,94.8,4107155331,213,1.5,4107155327,212,6.4,4107155315,56,Back,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894479,382,1,2,45,39,491xixnlsp75o7cr3w2gc1o0z,0,41.8,95,2023-03-18T19:09:19.982Z,2023-03-18T19:09:21Z,4107155491,56,Center,4107155499,213,5.6,4107155489,155,,4107155497,212,40.1,4107155501,1,,4107155493,140,72.4,4107155495,141,59.6,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894533,414,1,2,45,41,dich5v7sw466smbqap0d9rbyj,1,30.9,34,2023-03-18T19:09:21.476Z,2023-03-18T19:09:23Z,4107155751,141,21.7,4107155745,3,,4107155749,140,40.6,4107155753,212,13.2,4107155755,213,5.6,4107155747,56,Back,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894541,415,49,2,45,42,dich5v7sw466smbqap0d9rbyj,1,40.2,21.5,2023-03-18T19:09:22.605Z,2023-03-20T12:48:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894623,416,1,2,45,43,dich5v7sw466smbqap0d9rbyj,0,40.2,21.5,2023-03-18T19:09:23.781Z,2023-03-18T19:09:29Z,4107156251,213,2.4,4107156243,56,Back,4107156249,212,19.5,4107156241,157,,4107156253,1,,4107156247,141,41.8,4107156245,140,27.1,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894605,383,44,2,45,46,491xixnlsp75o7cr3w2gc1o0z,1,72,61.2,2023-03-18T19:09:27.173Z,2023-03-18T19:09:29Z,4107156173,56,Center,4107156175,286,,4107156381,233,417,,,,,,,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894635,417,44,2,45,46,dich5v7sw466smbqap0d9rbyj,0,28,38.8,2023-03-18T19:09:27.174Z,2023-03-18T19:09:29Z,4107156311,56,Back,4107156469,233,383,4107156313,285,,,,,,,,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894615,384,1,2,45,46,491xixnlsp75o7cr3w2gc1o0z,0,71,64.3,2023-03-18T19:09:27.253Z,2023-03-18T19:09:27Z,4107156231,213,5.7,4107156221,140,80.1,4107156229,212,11.6,4107156213,168,,4107156225,141,54.5,4107156209,3,,4107156217,56,Center,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894739,418,1,2,45,49,dich5v7sw466smbqap0d9rbyj,1,18.2,61.2,2023-03-18T19:09:29.829Z,2023-03-18T19:09:33Z,4107156793,212,12.0,4107156785,157,,4107156795,213,0.9,4107156787,56,Back,4107156791,141,75.0,4107156789,140,25.3,4107156797,1,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894755,419,44,2,45,52,dich5v7sw466smbqap0d9rbyj,1,27,71.8,2023-03-18T19:09:32.931Z,2023-03-18T19:09:34Z,4107156843,285,,4107156841,56,Back,4107156931,233,385,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894759,385,44,2,45,52,491xixnlsp75o7cr3w2gc1o0z,0,73,28.2,2023-03-18T19:09:32.932Z,2023-03-18T19:09:34Z,4107156867,286,,4107156949,233,419,4107156865,56,Center,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894781,420,1,2,45,52,dich5v7sw466smbqap0d9rbyj,1,25.9,76.1,2023-03-18T19:09:33.148Z,2023-03-20T12:48:56Z,4107157017,141,72.1,4107157019,212,4.8,4107157023,213,3.7,4107157011,3,,4107157015,140,22.1,4107157013,56,Back,4112862727,156,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894801,421,1,2,45,53,dich5v7sw466smbqap0d9rbyj,1,23.7,73.8,2023-03-18T19:09:34.092Z,2023-03-18T19:09:35Z,4107157115,141,62.7,4107157117,212,7.7,4107157111,56,Back,4107157113,140,25.1,4107157119,213,4.9,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894897,422,1,2,45,55,dich5v7sw466smbqap0d9rbyj,1,24.3,61.4,2023-03-18T19:09:35.388Z,2023-03-18T19:09:39Z,4107157595,140,21.2,4107157597,141,26.0,4107157593,56,Back,4107157601,213,4.6,4107157599,212,24.3,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894955,423,1,2,45,58,dich5v7sw466smbqap0d9rbyj,0,25,19.9,2023-03-18T19:09:39.348Z,2023-03-18T19:09:42Z,4107157857,212,35.3,4107157851,56,Center,4107157859,213,0.2,4107157855,141,29.2,4107157861,1,,4107157853,140,58.1,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894959,386,8,2,46,1,491xixnlsp75o7cr3w2gc1o0z,1,39,73.9,2023-03-18T19:09:42.029Z,2023-03-20T12:49:05Z,4107157887,56,Back,4112862825,384,,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521894975,387,49,2,46,2,491xixnlsp75o7cr3w2gc1o0z,1,51.5,74.2,2023-03-18T19:09:43.381Z,2023-03-18T19:09:43Z,,,,,,,,,,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521895081,388,50,2,46,8,491xixnlsp75o7cr3w2gc1o0z,1,45.4,96.3,2023-03-18T19:09:48.403Z,2023-03-18T19:09:50Z,4107158657,233,424,4107158509,286,,4107158507,56,Back,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521895089,424,7,2,46,8,dich5v7sw466smbqap0d9rbyj,1,54.6,3.7,2023-03-18T19:09:48.404Z,2023-03-20T12:49:14Z,4112862875,385,,4107158617,233,388,4107158551,56,Right,4107158549,167,,4107158553,285,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521895169,389,5,2,46,8,491xixnlsp75o7cr3w2gc1o0z,1,46.8,101.3,2023-03-18T19:09:49.300Z,2023-03-18T19:11:09Z,4107158977,347,,4107158975,56,Back,4107158999,233,425,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521895099,425,5,2,46,8,dich5v7sw466smbqap0d9rbyj,0,53.2,-1.3,2023-03-18T19:09:49.300Z,2023-03-18T19:09:53Z,4107158603,56,Right,4107159065,233,389,4107158605,347,,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521895493,390,1,2,46,25,491xixnlsp75o7cr3w2gc1o0z,1,49.8,100,2023-03-18T19:10:05.404Z,2023-03-18T19:10:08Z,4107160641,140,61.2,4107160647,213,5.8,4107160637,107,,4107160643,141,92.4,4107160639,56,Left,4107160645,212,13.5,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521895499,391,44,2,46,27,491xixnlsp75o7cr3w2gc1o0z,1,62.4,95.2,2023-03-18T19:10:07.997Z,2023-03-18T19:10:09Z,4107160679,286,,4107160677,56,Left,4107160825,233,426,,,,,,,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
