id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2521830405,6,43,1,0,13,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T18:01:41.689Z,2023-03-18T18:04:38Z,4106809463,56,Back,4106809501,233,5,4106809467,285,0,4106826099,144,7,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830419,6,1,1,0,14,491xixnlsp75o7cr3w2gc1o0z,1,53.6,74.2,2023-03-18T18:01:42.691Z,2023-03-18T18:01:43Z,4106809549,140,44.6,4106809551,141,89.6,4106809553,212,14.1,4106809547,56,Back,4106809555,213,2.3,,,,,,,,,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830431,7,1,1,0,15,491xixnlsp75o7cr3w2gc1o0z,0,44.6,89.6,2023-03-18T18:01:43.384Z,2023-03-18T18:01:45Z,4106809633,212,6.4,4106809629,140,50.6,4106809627,56,Left,4106809635,213,6.1,4106809743,233,7,4106809631,141,88.3,4106809747,286,,4106809741,236,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830449,7,74,1,0,15,dich5v7sw466smbqap0d9rbyj,1,51.5,8.6,2023-03-18T18:01:43.385Z,2023-03-18T18:06:57Z,4106809749,233,7,4106809711,56,Right,4106809713,285,,,,,,,,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830483,8,1,1,0,17,491xixnlsp75o7cr3w2gc1o0z,1,50.2,82.3,2023-03-18T18:01:45.527Z,2023-03-18T18:01:47Z,4106809863,141,94.1,4106809859,56,Back,4106809865,212,9.1,4106809861,140,46.2,4106809867,213,2.1,,,,,,,,,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830505,9,1,1,0,18,491xixnlsp75o7cr3w2gc1o0z,0,47.8,93.3,2023-03-18T18:01:47.055Z,2023-03-18T18:01:49Z,4106810011,213,5.8,4106810005,141,61.7,4106809997,56,Center,4106810015,1,,4106810001,140,85.2,4106809993,155,,4106810007,212,44.8,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830539,8,52,1,0,21,dich5v7sw466smbqap0d9rbyj,1,14.9,37,2023-03-18T18:01:49.451Z,2023-03-20T14:19:55Z,4112994285,377,,,,,,,,,,,,,,,,,,,,,,,12uvfzb3xe7bk4h6xl6c8cet,Thiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830651,9,1,1,0,25,dich5v7sw466smbqap0d9rbyj,1,15.1,37,2023-03-18T18:01:54.035Z,2023-03-18T18:12:16Z,4106810741,141,27.4,4106810735,123,,4106810745,213,5.0,4106810739,140,16.9,4106810737,56,Back,4106810743,212,6.8,,,,,,,12uvfzb3xe7bk4h6xl6c8cet,Thiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830675,10,1,1,0,28,dich5v7sw466smbqap0d9rbyj,1,16.9,27.4,2023-03-18T18:01:57.154Z,2023-03-18T18:01:58Z,4106810867,141,28.3,4106810859,56,Back,4106810871,213,0.1,4106810869,212,7.7,4106810863,140,24.2,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830709,11,1,1,0,29,dich5v7sw466smbqap0d9rbyj,1,24.2,28.3,2023-03-18T18:01:58.026Z,2023-03-18T18:01:59Z,4106810983,141,30.1,4106810985,212,8.8,4106810979,56,Back,4106810981,140,15.9,4106810987,213,3.0,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830781,12,1,1,0,30,dich5v7sw466smbqap0d9rbyj,1,15.9,32,2023-03-18T18:01:59.026Z,2023-03-18T18:02:02Z,4106811375,140,15.5,4106811381,213,1.6,4106811377,141,72.5,4106811379,212,27.5,4106811373,56,Back,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830921,13,1,1,0,34,dich5v7sw466smbqap0d9rbyj,1,15.1,72.5,2023-03-18T18:02:02.818Z,2023-03-18T18:02:10Z,4106812013,140,14.0,4106812015,141,32.8,4106812009,56,Back,4106812019,212,27.0,4106812023,213,4.7,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521830975,14,1,1,0,42,dich5v7sw466smbqap0d9rbyj,1,22.6,37.9,2023-03-18T18:02:10.810Z,2023-03-18T18:02:13Z,4106812321,212,18.8,4106812323,213,2.6,4106812319,141,53.1,4106812315,56,Back,4106812317,140,7.7,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831069,15,1,1,0,45,dich5v7sw466smbqap0d9rbyj,1,7.7,52.4,2023-03-18T18:02:13.474Z,2023-03-18T18:02:17Z,4106812789,140,23.2,4106812787,56,Back,4106812791,141,53.7,4106812795,213,0.1,4106812793,212,16.3,,,,,,,,,,12uvfzb3xe7bk4h6xl6c8cet,Thiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831081,16,1,1,0,48,dich5v7sw466smbqap0d9rbyj,0,14.6,42.8,2023-03-18T18:02:17.074Z,2023-03-18T18:02:18Z,4106812857,141,25.3,4106812865,213,5.2,4106812851,155,,4106812855,140,20.8,4106812861,212,13.6,4106812853,56,Back,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831077,10,8,1,0,49,491xixnlsp75o7cr3w2gc1o0z,1,78.7,70.3,2023-03-18T18:02:17.399Z,2023-03-20T14:20:17Z,4106812883,15,,4112994667,384,,4106812833,56,Center,,,,,,,,,,,,,,,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831161,17,1,1,0,51,dich5v7sw466smbqap0d9rbyj,1,32.7,50,2023-03-18T18:02:19.978Z,2023-03-18T18:02:22Z,4106813299,140,48.1,4106813305,213,5.8,4106813301,141,36.4,4106813297,56,Back,4106813303,212,18.6,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831189,18,1,1,0,54,dich5v7sw466smbqap0d9rbyj,1,49.5,37.3,2023-03-18T18:02:22.378Z,2023-03-18T18:02:24Z,4106813453,212,20.2,4106813451,141,45.1,4106813449,140,68.1,4106813447,56,Center,4106813455,213,0.3,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831227,19,1,1,0,55,dich5v7sw466smbqap0d9rbyj,0,68.1,45.1,2023-03-18T18:02:24.002Z,2023-03-18T18:02:26Z,4106813621,141,58.7,4106813629,213,1.8,4106813613,56,Center,4106813625,212,9.6,4106813617,140,65.7,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831257,11,49,1,0,58,491xixnlsp75o7cr3w2gc1o0z,1,33.5,27,2023-03-18T18:02:27.094Z,2023-03-18T18:02:27Z,,,,,,,,,,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831271,12,4,1,0,59,491xixnlsp75o7cr3w2gc1o0z,1,33.8,35.4,2023-03-18T18:02:27.854Z,2023-03-20T14:21:39Z,4106813927,233,20,4106813805,13,,4106813809,152,,4112995921,294,,4106813815,286,,4106813807,56,Back,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831279,20,4,1,0,59,dich5v7sw466smbqap0d9rbyj,0,66.2,64.6,2023-03-18T18:02:27.855Z,2023-03-20T14:21:36Z,4112995883,294,,4106813857,13,,4106813861,152,,4106813859,56,Center,4106813865,285,,4106813965,233,12,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831355,13,1,1,1,3,491xixnlsp75o7cr3w2gc1o0z,1,34,32,2023-03-18T18:02:31.558Z,2023-03-18T18:09:29Z,4106814271,213,1.6,4106814285,189,,4106814261,152,,4106814269,212,33.3,4106814267,141,81.0,4106854943,1,,4106814263,56,Back,4106814265,140,34.3,3zndvhinobvclra6m0y47drrp,J. Delgado,4106814259,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831419,14,43,1,1,5,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T18:02:34.343Z,2023-03-18T18:09:26Z,4106854689,144,1,4106814603,212,21.4,4106814681,189,0,4106814605,213,1.9,4106814599,140,31.2,4106814601,141,92.3,4106814597,56,Back,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831575,15,1,1,1,12,491xixnlsp75o7cr3w2gc1o0z,1,35.1,85.4,2023-03-18T18:02:40.982Z,2023-03-18T18:02:43Z,4106815481,213,4.6,4106815475,140,29.7,4106815483,1,,4106815477,141,33.0,4106815473,56,Back,4106815479,212,36.1,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831687,16,1,1,1,15,491xixnlsp75o7cr3w2gc1o0z,1,29.2,31,2023-03-18T18:02:43.470Z,2023-03-18T18:02:48Z,4106815881,56,Back,4106815889,213,5.4,4106815883,140,43.5,4106815885,141,4.0,4106815887,212,23.7,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831697,17,50,1,1,19,491xixnlsp75o7cr3w2gc1o0z,1,40.4,4.1,2023-03-18T18:02:47.910Z,2023-03-18T18:02:51Z,4106815927,286,,4106815925,56,Back,4106816225,233,21,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831743,21,7,1,1,19,dich5v7sw466smbqap0d9rbyj,1,59.6,95.9,2023-03-18T18:02:47.911Z,2023-03-20T14:22:13Z,4106816167,56,Left,4112996327,383,,4106816205,233,17,4106816169,285,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831747,22,49,1,1,20,dich5v7sw466smbqap0d9rbyj,1,61.3,95.9,2023-03-18T18:02:48.417Z,2023-03-20T14:22:29Z,,,,,,,,,,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831763,23,1,1,1,21,dich5v7sw466smbqap0d9rbyj,1,61.3,95.9,2023-03-18T18:02:49.437Z,2023-03-20T14:22:30Z,4106816279,141,85.2,4106816281,212,8.6,4106816275,56,Left,4106816277,140,57.0,4106816283,213,4.2,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831769,24,61,1,1,22,dich5v7sw466smbqap0d9rbyj,0,57,85.2,2023-03-18T18:02:51.282Z,2023-03-18T19:02:41Z,4106816303,56,Left,,,,,,,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831759,18,49,1,1,23,491xixnlsp75o7cr3w2gc1o0z,1,40.8,24.4,2023-03-18T18:02:52.351Z,2023-03-20T14:22:45Z,,,,,,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831827,19,1,1,1,24,491xixnlsp75o7cr3w2gc1o0z,1,41.6,27.7,2023-03-18T18:02:52.870Z,2023-03-20T14:22:43Z,4106816647,56,Center,4106816655,213,0.0,4106816653,212,14.3,4106816651,141,27.9,4106816649,140,55.2,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831889,20,1,1,1,26,491xixnlsp75o7cr3w2gc1o0z,1,55.4,33.1,2023-03-18T18:02:55.055Z,2023-03-18T18:12:09Z,4106816985,140,69.8,4106816983,56,Center,4106816991,213,0.8,4106816987,141,54.9,4106816989,212,21.2,,,,,,,,,,ey0bk9dlqjwsc1aserql73aei,Paulo Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831913,21,1,1,1,30,491xixnlsp75o7cr3w2gc1o0z,1,73.2,56,2023-03-18T18:02:58.806Z,2023-03-20T14:24:55Z,4106817137,140,68.7,4106817143,213,2.8,4106817139,141,58.4,4106817141,212,5.0,4106819349,210,15,4106817135,56,Center,,,,,,,7d8acg1r083veuigl34kojnbp,Alexandre Guedes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831915,22,15,1,1,31,491xixnlsp75o7cr3w2gc1o0z,1,76.5,65.5,2023-03-18T18:02:59.950Z,2023-03-20T14:24:55Z,4106819393,230,97.7,4106819395,231,49.8,4106819367,55,21,4106819383,215,,4106817163,18,,4106819205,72,,4106819375,102,50.4,4106817165,56,Center,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,4106817161,22,,4106819391,147,62.5,4112998565,78,4106819365,29,4106819379,103,19,4106819209,82,4106819227,233,25,4106819389,146,81.2,,,,,,,,,,,,,,
2521831909,25,10,1,1,31,dich5v7sw466smbqap0d9rbyj,1,19,35.5,2023-03-18T18:03:00.050Z,2023-03-18T18:03:23Z,4106817115,94,,4106817117,56,Back,4106819243,233,22,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521831957,26,49,1,1,33,dich5v7sw466smbqap0d9rbyj,1,14,74.7,2023-03-18T18:03:02.146Z,2023-03-18T18:03:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832143,27,1,1,1,41,dich5v7sw466smbqap0d9rbyj,0,30.4,96.9,2023-03-18T18:03:09.770Z,2023-03-20T14:25:01Z,4106818321,141,95.4,4106818319,140,47.6,4106818323,212,18.1,4106818325,213,6.2,4106818317,56,Back,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832157,24,49,1,1,43,491xixnlsp75o7cr3w2gc1o0z,1,57,11.3,2023-03-18T18:03:11.822Z,2023-03-20T14:25:01Z,,,,,,,,,,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832191,25,1,1,1,44,491xixnlsp75o7cr3w2gc1o0z,1,56.7,11.3,2023-03-18T18:03:13.086Z,2023-03-18T18:03:14Z,4106818531,141,21.6,4106818529,140,61.7,4106818533,212,8.8,4106818535,213,0.9,4106818527,56,Center,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832209,26,1,1,1,45,491xixnlsp75o7cr3w2gc1o0z,1,58.6,20,2023-03-18T18:03:14.239Z,2023-03-18T18:11:20Z,4106818643,141,17.6,4106818641,140,67.1,4106818647,213,6.1,4106818645,212,9.1,4106818639,56,Right,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832247,27,3,1,1,47,491xixnlsp75o7cr3w2gc1o0z,1,66.8,19.2,2023-03-18T18:03:15.487Z,2023-03-20T14:28:30Z,4113002473,464,,4106818817,286,,4106818815,56,Right,4106818829,233,28,,,,,,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832217,28,45,1,1,47,dich5v7sw466smbqap0d9rbyj,0,33.2,80.8,2023-03-18T18:03:15.487Z,2023-03-18T18:03:18Z,4106818907,233,27,4106818675,56,Back,4106818677,285,,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832273,28,1,1,1,48,491xixnlsp75o7cr3w2gc1o0z,0,69.8,27,2023-03-18T18:03:16.559Z,2023-03-20T14:25:27Z,4106818945,213,2.1,4106818939,140,63.5,4106818937,56,Center,4106818941,141,44.5,4106818943,212,13.6,,,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832269,29,49,1,1,49,dich5v7sw466smbqap0d9rbyj,1,32.7,58.1,2023-03-18T18:03:18.210Z,2023-03-18T18:03:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832297,30,1,1,1,50,dich5v7sw466smbqap0d9rbyj,1,31.8,54.6,2023-03-18T18:03:18.761Z,2023-03-18T18:03:20Z,4106819057,212,8.9,4106819059,213,5.0,4106819051,56,Back,4106819055,141,42.2,4106819053,140,34.4,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521832321,31,1,1,1,51,dich5v7sw466smbqap0d9rbyj,1,34.4,42.2,2023-03-18T18:03:20.001Z,2023-03-18T18:03:22Z,4106819191,56,Back,4106819199,213,2.0,4106819193,140,33.0,4106819195,141,47.0,4106819197,212,3.6,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
