id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/13/value,qualifier/17/value,assist,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2516028213,19,1,1,0,44,7kfx3xpj2c2wxinsyi16i9gaz,1,96.6,27.4,2023-03-05T15:31:17.252Z,2023-03-08T03:21:16Z,4081686915,178,,4076070175,140,90.7,4076070173,56,Center,4076070181,212,16.9,4076070179,141,50.5,4076074913,210,15,4076074915,154,,4080474455,195,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,4076070183,213,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028217,20,15,1,0,46,7kfx3xpj2c2wxinsyi16i9gaz,1,92.2,51.3,2023-03-05T15:31:19.299Z,2023-03-08T03:21:16Z,4076074929,29,,4076074967,231,49.5,4080897441,82,,4076074941,55,19,4080897445,147,51.3,4076074153,20,,4081687515,389,,4076074961,230,98.9,57xeumfhz5h30yn1168rgljah,André Vidigal,4076070193,56,Center,,4080907639,233,836,4076074949,102,51.1,4080897439,78,4076070191,17,4076070189,22,4076074953,103,19,4080475457,214,4080897443,146,93.6,4076074933,154,,,,,,,,,,,,,
2516931433,836,10,1,0,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,7.2,50.1,2023-03-05T15:31:19.305Z,2023-03-08T03:20:48Z,4080897679,94,,4080907645,233,20,4081687229,178,,4080897681,56,Back,,,,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516931523,937,61,1,0,46,7kfx3xpj2c2wxinsyi16i9gaz,1,92.4,49.9,2023-03-05T15:31:19.336Z,2023-03-08T03:21:00Z,4081687307,389,,4080898117,56,Center,,,,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028483,8,5,1,0,47,bwt8yfk8rkcwiwyr0mopd7wqd,1,-1.3,33.6,2023-03-05T15:31:20.725Z,2023-03-08T03:21:07Z,4076144579,233,21,4076071637,346,,4076071635,56,Back,,,,,,,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028239,21,5,1,0,47,7kfx3xpj2c2wxinsyi16i9gaz,0,101.3,66.4,2023-03-05T15:31:20.725Z,2023-03-08T03:21:08Z,4076073289,346,,4076070287,56,Center,4076144593,233,8,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028211,6,43,1,0,48,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-03-05T15:31:21.495Z,2023-03-05T15:31:47Z,4076070163,94,0,4076072797,144,10,4076070165,56,Back,,,,,,,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028227,7,43,1,0,49,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-03-05T15:31:21.942Z,2023-03-05T15:31:46Z,4076070413,233,21,4076070241,73,0,4076072653,144,6,4076070239,56,Back,,,,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028769,9,1,1,1,14,bwt8yfk8rkcwiwyr0mopd7wqd,1,4.8,48.5,2023-03-05T15:31:46.890Z,2023-03-08T03:21:22Z,4076073215,141,13.8,4076073223,237,,4076073217,212,24.1,4076073213,140,9.4,4076073219,213,4.9,4076073209,124,,4076073211,56,Back,4080478061,189,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028793,10,1,1,1,16,bwt8yfk8rkcwiwyr0mopd7wqd,1,10.3,12.9,2023-03-05T15:31:49.488Z,2023-03-08T03:21:39Z,4081687697,178,,4076073347,140,14.7,4076073351,212,7.7,4076073349,141,3.8,4076073345,56,Back,4076073353,213,5.4,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028857,11,1,1,1,18,bwt8yfk8rkcwiwyr0mopd7wqd,1,15.6,3.7,2023-03-05T15:31:51.214Z,2023-03-08T03:21:43Z,4076073661,56,Back,4081687743,178,,4076073669,213,0.0,4076073667,212,10.9,4076073663,140,26.0,4076073665,141,3.8,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028863,12,50,1,1,22,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.3,4,2023-03-05T15:31:55.314Z,2023-03-08T03:22:01Z,4076073681,56,Back,4076073683,285,,4076073817,233,22,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028871,22,7,1,1,22,7kfx3xpj2c2wxinsyi16i9gaz,1,73.7,96,2023-03-05T15:31:55.374Z,2023-03-08T03:22:06Z,4076073715,286,,4076073713,56,Left,4080479297,385,,4081687981,178,,4076073769,233,12,4076073711,167,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028915,13,5,1,1,23,bwt8yfk8rkcwiwyr0mopd7wqd,1,22.6,-1.6,2023-03-05T15:31:56.391Z,2023-03-08T03:22:09Z,4076073939,347,,4076074045,233,23,4076073937,56,Back,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516028881,23,5,1,1,23,7kfx3xpj2c2wxinsyi16i9gaz,0,77.4,101.6,2023-03-05T15:31:56.391Z,2023-03-08T03:22:09Z,4076073755,347,,4076074059,233,13,4076073753,56,Left,,,,,,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029205,14,1,1,1,38,bwt8yfk8rkcwiwyr0mopd7wqd,1,25.6,0,2023-03-05T15:32:11.623Z,2023-03-08T03:22:26Z,4076075559,140,28.1,4076075565,213,1.2,4076075563,212,6.8,4076075555,107,,4076075557,56,Back,4076075561,141,7.6,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029231,15,1,1,1,39,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.2,6.2,2023-03-05T15:32:12.706Z,2023-03-08T03:22:38Z,4081688385,21,,4076075693,213,5.1,4076075689,141,2.0,4081688383,178,,4076075687,140,27.4,4076075691,212,3.1,4076075683,56,Back,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029243,16,1,1,1,40,bwt8yfk8rkcwiwyr0mopd7wqd,1,28.1,2.2,2023-03-05T15:32:13.547Z,2023-03-08T03:22:45Z,4076075751,213,1.2,4081688449,178,,4076075749,212,3.1,4076075745,140,29.1,4076075743,56,Back,4076075747,141,6.5,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029261,17,1,1,1,42,bwt8yfk8rkcwiwyr0mopd7wqd,0,29.1,6.5,2023-03-05T15:32:15.174Z,2023-03-08T03:23:01Z,4081688649,178,,4076075863,140,42.3,4076075867,212,14.0,4076075861,56,Back,4076075865,141,8.9,4076075869,213,0.1,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029269,24,49,1,1,43,7kfx3xpj2c2wxinsyi16i9gaz,1,60.6,86.2,2023-03-05T15:32:16.031Z,2023-03-08T03:23:09Z,,,,,,,,,,,,,,,,,,,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029307,25,1,1,1,43,7kfx3xpj2c2wxinsyi16i9gaz,1,60.6,86.2,2023-03-05T15:32:16.079Z,2023-03-08T03:23:31Z,4076076131,213,0.8,4076076127,212,8.4,4076076123,141,95.3,4076076117,140,66.0,4081688917,178,,4076076111,56,Left,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029331,26,1,1,1,44,7kfx3xpj2c2wxinsyi16i9gaz,1,66,95.3,2023-03-05T15:32:17.033Z,2023-03-08T03:23:35Z,4076076291,140,58.8,4076076299,212,7.6,4081688959,178,,4076076281,56,Left,4076076295,141,94.7,4076076303,213,3.2,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029371,27,1,1,1,45,7kfx3xpj2c2wxinsyi16i9gaz,1,58.8,94.7,2023-03-05T15:32:18.629Z,2023-03-08T03:23:39Z,4076076483,56,Center,4076076491,213,4.5,4076076487,141,77.9,4076076485,140,56.7,4081689017,178,,4076076489,212,11.6,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029459,28,1,1,1,46,7kfx3xpj2c2wxinsyi16i9gaz,1,56.7,77.9,2023-03-05T15:32:19.354Z,2023-03-08T03:23:43Z,4076076851,212,27.0,4081689037,178,,4076076877,213,3.1,4076076837,56,Back,4076076843,140,31.0,4076076847,141,80.5,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029509,29,1,1,1,50,7kfx3xpj2c2wxinsyi16i9gaz,1,36,80.2,2023-03-05T15:32:22.856Z,2023-03-08T03:23:49Z,4076077175,212,29.6,4076077169,56,Back,4081689073,178,,4076077177,213,4.7,4076077173,141,36.7,4076077171,140,37.0,,,,,,,5n3pl3j98lkmzzus1b095bkd1,Renê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029591,30,1,1,1,53,7kfx3xpj2c2wxinsyi16i9gaz,1,36.1,22.5,2023-03-05T15:32:26.350Z,2023-03-08T03:23:54Z,4076077601,140,55.9,4081689155,178,,4076077607,213,5.7,4076077599,56,Right,4076077603,141,4.0,4076077605,212,24.3,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029731,31,1,1,1,55,7kfx3xpj2c2wxinsyi16i9gaz,1,60.8,3.2,2023-03-05T15:32:28.803Z,2023-03-08T03:23:56Z,4076078359,56,Center,4076078365,212,29.2,4076078363,141,26.2,4081689163,178,,4076078367,213,0.6,4076078357,155,,4076078361,140,84.3,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029743,32,61,1,1,58,7kfx3xpj2c2wxinsyi16i9gaz,0,84.3,26.2,2023-03-05T15:32:31.128Z,2023-03-08T03:24:04Z,4081689195,178,,4076078423,56,Center,,,,,,,,,,,,,,,,,,,90moydtk6dv07bfaqki5s6ymt,B. Riascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029639,18,49,1,1,58,bwt8yfk8rkcwiwyr0mopd7wqd,1,11.5,76.4,2023-03-05T15:32:31.596Z,2023-03-08T03:24:10Z,,,,,,,,,,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029799,19,1,1,2,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,12.3,73.3,2023-03-05T15:32:33.147Z,2023-03-08T03:24:16Z,4081689265,178,,4076078745,141,75.6,4076078749,213,0.1,4076078743,140,27.9,4076078747,212,16.5,4076078741,56,Back,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516029823,20,1,1,2,3,bwt8yfk8rkcwiwyr0mopd7wqd,0,34.9,79.3,2023-03-05T15:32:36.624Z,2023-03-08T03:24:22Z,4076078891,140,63.5,4076078889,56,Left,4076078895,212,31.3,4081689309,178,,4076078897,213,0.3,4076078893,141,92.5,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
