id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/14/value,qualifier/17/value
2481991667,5,56,1,0,26,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-11-05T18:03:50.212Z,2022-11-07T20:33:20Z,3896848835,56,Back,,,,,,,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481991681,6,5,1,0,26,66bsnl0zjb7l5akwo00h0y5me,1,-1.2,91,2022-11-05T18:03:50.700Z,2022-11-07T20:33:21Z,3896848895,56,Back,3896848897,346,,3896848931,233,11,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481991659,11,5,1,0,26,491xixnlsp75o7cr3w2gc1o0z,0,101.2,9,2022-11-05T18:03:50.700Z,2022-11-07T20:33:22Z,3896848955,233,6,3896848809,346,,3896848807,56,Right,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481991885,7,1,1,0,37,66bsnl0zjb7l5akwo00h0y5me,1,5,60.3,2022-11-05T18:04:01.873Z,2022-11-07T20:33:26Z,3896849887,124,,3896849935,213,4.5,3896849939,237,,3896849931,141,46.8,3896849929,140,3.4,3896849927,56,Back,3896849933,212,9.3,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481991991,8,1,1,0,41,66bsnl0zjb7l5akwo00h0y5me,1,7.1,50.6,2022-11-05T18:04:05.501Z,2022-11-07T20:33:30Z,3896850391,56,Back,3902825285,178,,3896850393,140,17.6,3896850395,141,89.3,3896850399,213,1.2,3896850397,212,28.5,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992049,9,1,1,0,47,66bsnl0zjb7l5akwo00h0y5me,1,23.3,75.7,2022-11-05T18:04:11.442Z,2022-11-07T20:33:35Z,3896850757,141,29.8,3902825405,178,,3896850755,140,23.2,3896850759,212,31.2,3896850761,213,4.7,3896850753,56,Back,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992073,10,1,1,0,51,66bsnl0zjb7l5akwo00h0y5me,1,24.1,26.9,2022-11-05T18:04:15.547Z,2022-11-07T20:56:59Z,3902825525,178,,3896850867,140,30.9,3896850871,212,13.1,3896850865,56,Back,3896850869,141,10.7,3896850873,213,5.3,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992103,11,1,1,0,53,66bsnl0zjb7l5akwo00h0y5me,1,30.9,10.7,2022-11-05T18:04:17.810Z,2022-11-07T20:56:53Z,3902825651,178,,3896851015,141,19.4,3896851019,213,2.2,3896851017,212,7.6,3896851011,56,Back,3896851013,140,26.4,,,,,,,5m1fht9uevn186asz8awhxjah,Rodrigo Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992169,12,1,1,0,56,66bsnl0zjb7l5akwo00h0y5me,1,26.6,21.6,2022-11-05T18:04:20.460Z,2022-11-07T20:33:46Z,3896851259,212,22.9,3896851263,213,1.5,3902825805,178,,3896851249,140,28.1,3896851245,56,Back,3896851253,141,55.2,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992201,13,1,1,1,0,66bsnl0zjb7l5akwo00h0y5me,0,32.3,56.1,2022-11-05T18:04:24.127Z,2022-11-07T20:33:51Z,3896851447,212,41.8,3896851449,213,5.8,3896851445,141,28.7,3902825953,178,,3896851451,1,,3896851439,155,,3896851441,56,Center,3896851443,140,67.9,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992233,12,1,1,1,2,491xixnlsp75o7cr3w2gc1o0z,1,33,73.2,2022-11-05T18:04:27.074Z,2022-11-07T20:34:01Z,3896851601,56,Back,3896851603,140,38.2,3902826203,21,,3896851605,141,67.5,3896851609,213,5.7,3902826201,178,,3896851607,212,6.7,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992237,13,49,1,1,3,491xixnlsp75o7cr3w2gc1o0z,1,38.2,67.5,2022-11-05T18:04:28.008Z,2022-11-07T20:34:05Z,,,,,,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992259,14,1,1,1,4,491xixnlsp75o7cr3w2gc1o0z,1,38.2,67.5,2022-11-05T18:04:28.220Z,2022-11-07T20:34:10Z,3896851731,155,,3902826551,178,,3896851733,56,Back,3896851735,140,43.1,3896851739,212,20.2,3896851737,141,96.2,3896851741,213,1.3,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992281,15,1,1,1,7,491xixnlsp75o7cr3w2gc1o0z,1,42.1,96.6,2022-11-05T18:04:31.555Z,2022-11-07T20:34:16Z,3896851841,56,Back,3896851843,140,32.5,3902826793,178,,3896851847,212,10.2,3896851845,141,94.5,3896851849,213,3.3,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992337,16,1,1,1,8,491xixnlsp75o7cr3w2gc1o0z,1,33.7,95,2022-11-05T18:04:32.964Z,2022-11-07T20:34:21Z,3896852117,212,31.1,3896852115,141,92.3,3896852119,213,6.2,3896852111,56,Left,3896852113,140,63.3,3902826927,178,,3896852109,155,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992341,17,1,1,1,12,491xixnlsp75o7cr3w2gc1o0z,0,56.8,97.5,2022-11-05T18:04:36.267Z,2022-11-07T20:34:30Z,3896852163,56,Left,3896854517,236,,3896854523,286,,3902827255,178,,3896854519,233,14,3896854503,141,97.1,3896854497,140,58.1,3896854505,212,1.4,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,3896854507,213,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992363,14,74,1,1,12,66bsnl0zjb7l5akwo00h0y5me,1,43.6,2.8,2022-11-05T18:04:36.354Z,2022-11-07T20:34:38Z,3896852277,285,,3896852275,56,Back,3896854529,233,17,3902827523,389,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992369,15,5,1,1,13,66bsnl0zjb7l5akwo00h0y5me,0,48.5,-2,2022-11-05T18:04:37.448Z,2022-11-07T20:34:41Z,3896852303,347,,3896852299,56,Back,3896852403,233,18,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992375,18,5,1,1,13,491xixnlsp75o7cr3w2gc1o0z,1,51.5,102,2022-11-05T18:04:37.448Z,2022-11-07T20:34:41Z,3896852375,233,15,3896852335,347,,3896852333,56,Left,,,,,,,,,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992623,19,1,1,1,22,491xixnlsp75o7cr3w2gc1o0z,1,55.3,100,2022-11-05T18:04:46.734Z,2022-11-07T20:34:54Z,3896853581,141,93.5,3896853591,1,,3896853587,213,6.1,3896853585,212,36.8,3896853577,56,Left,3896853575,107,,3896853579,140,89.9,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992625,20,1,1,1,29,491xixnlsp75o7cr3w2gc1o0z,0,97.4,95.4,2022-11-05T18:04:53.398Z,2022-11-07T20:34:58Z,3896853795,233,16,3902828227,178,,3896853793,236,,3896853611,213,4.7,3896853609,212,0.3,3896853601,155,,3896853603,56,Left,3896853599,2,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,3896853799,286,,3902541851,224,3902541853,72,3896853605,140,97.4,3896853607,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992653,16,12,1,1,29,66bsnl0zjb7l5akwo00h0y5me,1,2.7,11.8,2022-11-05T18:04:53.514Z,2022-11-07T20:35:04Z,3896853841,233,20,3896853727,56,Back,3896853725,185,,3902828353,178,,,,,,,,,,,,,,5m1fht9uevn186asz8awhxjah,Rodrigo Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992693,17,6,1,1,30,66bsnl0zjb7l5akwo00h0y5me,0,2.6,8.4,2022-11-05T18:04:54.588Z,2022-11-07T20:35:08Z,3896853917,73,,3896853915,56,Back,3896853965,233,21,,,,,,,,,,,,,,,,5m1fht9uevn186asz8awhxjah,Rodrigo Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992649,21,6,1,1,30,491xixnlsp75o7cr3w2gc1o0z,1,97.4,91.6,2022-11-05T18:04:54.588Z,2022-11-07T20:35:08Z,3896853937,233,17,3896853713,56,Left,3896853715,73,,,,,,,,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481992983,22,1,1,1,57,491xixnlsp75o7cr3w2gc1o0z,0,99.5,99.5,2022-11-05T18:05:21.501Z,2022-11-07T20:35:13Z,3896855277,2,,3896855279,6,,3896855287,140,95.3,3902541913,20,,3896855285,56,Center,3896855289,141,61.2,3902828631,178,,3896855291,212,26.4,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,3896855293,213,4.5,3896855281,155,3896855283,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993023,18,12,1,1,58,66bsnl0zjb7l5akwo00h0y5me,1,5.7,37.4,2022-11-05T18:05:22.549Z,2022-11-07T20:35:19Z,3902828791,178,,3896855505,141,48.1,3896855509,213,0.4,3896855513,15,,3896855507,212,19.4,3896855501,56,Back,3896855503,140,22.8,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993029,23,13,1,2,0,491xixnlsp75o7cr3w2gc1o0z,1,76.6,58.1,2022-11-05T18:05:24.256Z,2022-11-07T20:35:23Z,3896857067,328,,3896855539,56,Center,3896856339,215,,3896858791,108,,3896857895,73,,3902828931,178,,3896856345,231,49.8,3896856327,25,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,3896856335,102,65.2,3896856337,103,3896855537,18,3896856117,20,,3896856341,458,,34.7,3896856343,230,98.0,,,,,,,,,,,,,,,,,,,,,,,,
2481993037,19,5,1,2,1,66bsnl0zjb7l5akwo00h0y5me,1,-1.1,43.4,2022-11-05T18:05:25.424Z,2022-11-07T20:35:27Z,3896855575,346,,3896855587,233,24,3896855573,56,Back,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993033,24,5,1,2,1,491xixnlsp75o7cr3w2gc1o0z,0,101.1,56.6,2022-11-05T18:05:25.424Z,2022-11-07T20:35:27Z,3896855569,56,Center,3896855595,233,19,3896855571,346,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993249,20,1,1,2,15,66bsnl0zjb7l5akwo00h0y5me,1,4.5,41.7,2022-11-05T18:05:39.400Z,2022-11-07T20:36:04Z,3896856683,124,,3896856693,213,1.5,3896856691,212,7.1,3896856697,237,,3896856689,141,52.1,3896856685,56,Back,3896856687,140,5.0,3896856703,189,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993349,21,1,1,2,25,66bsnl0zjb7l5akwo00h0y5me,0,14.1,44.8,2022-11-05T18:05:49.770Z,2022-11-07T20:36:08Z,3896857343,56,Center,3896857341,155,,3896857347,141,63.5,3896857345,140,72.0,3896857349,212,62.1,3902829987,178,,3896857351,213,0.2,3896857353,1,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993369,25,44,1,2,30,491xixnlsp75o7cr3w2gc1o0z,1,28.8,34.4,2022-11-05T18:05:54.324Z,2022-11-08T01:46:43Z,3896857463,233,22,3896857449,56,Back,3896857451,285,,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993357,22,44,1,2,30,66bsnl0zjb7l5akwo00h0y5me,0,71.2,65.6,2022-11-05T18:05:54.325Z,2022-11-07T20:36:12Z,3896857405,286,,3896857543,233,25,3896857401,56,Center,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993387,26,1,1,2,30,491xixnlsp75o7cr3w2gc1o0z,1,29.7,32.2,2022-11-05T18:05:54.421Z,2022-11-08T01:46:43Z,3896857561,213,0.4,3902830327,388,,3896857557,141,36.7,3896857555,140,36.9,3896857559,212,8.2,3896857551,3,,3896857553,56,Back,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993391,27,49,1,2,31,491xixnlsp75o7cr3w2gc1o0z,1,35,38.2,2022-11-05T18:05:55.720Z,2022-11-07T20:36:30Z,,,,,,,,,,,,,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993433,28,1,1,2,33,491xixnlsp75o7cr3w2gc1o0z,1,34.8,38.5,2022-11-05T18:05:57.512Z,2022-11-07T20:36:36Z,3896857835,1,,3896857823,155,,3902830821,178,,3896857831,212,36.8,3896857825,56,Back,3896857829,141,92.3,3896857833,213,1.5,3896857827,140,38.6,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993487,29,1,1,2,37,491xixnlsp75o7cr3w2gc1o0z,1,40.5,93.3,2022-11-05T18:06:01.410Z,2022-11-07T20:36:40Z,3896858149,140,64.0,3896858145,196,,3896858147,56,Center,3896858153,212,53.8,3896858151,141,23.0,3896858157,1,,3896858155,213,5.2,3902830935,178,,3zkqv88qpc3tm22pex5qfillh,Antunes,3896858143,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993491,30,61,1,2,39,491xixnlsp75o7cr3w2gc1o0z,0,64,23,2022-11-05T18:06:03.770Z,2022-11-07T20:36:48Z,3902831181,388,,3896858161,56,Center,,,,,,,,,,,,,,,,,,,3yenbonc310rzql4ey73v7bsa,N. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993511,23,5,1,2,42,66bsnl0zjb7l5akwo00h0y5me,1,32.2,101.4,2022-11-05T18:06:06.161Z,2022-11-07T20:36:51Z,3896858289,233,31,3896858255,347,,3896858247,56,Back,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481993497,31,5,1,2,42,491xixnlsp75o7cr3w2gc1o0z,0,67.8,-1.4,2022-11-05T18:06:06.161Z,2022-11-07T20:36:51Z,3896858171,56,Right,3896858173,347,,3896858305,233,23,,,,,,,,,,,,,,,,3yenbonc310rzql4ey73v7bsa,N. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
