id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2468884535,3,43,1,0,35,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-08T14:30:15.911Z,2022-10-08T14:30:33Z,3827471975,144,61,3827468447,56,Back,,,,,,,,,,,,,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468884795,14,13,1,0,36,7catg5lpivcmpf4xhggh6d8rk,1,76.7,44.5,2022-10-08T14:30:16.642Z,2022-10-10T18:29:16Z,3827469813,22,,3827472717,458,,3827469817,56,Center,3827472713,215,,3827470451,20,,3827472721,231,49.3,3827472719,230,98.1,3835444581,178,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,3827472707,102,3827469815,18,3827472715,328,,8.9,3827472703,75,3827472711,103,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468884905,5,5,1,0,40,cmbqc74mshg77ra7mywec2a6b,1,-0.8,83.6,2022-10-08T14:30:20.379Z,2022-10-10T18:29:21Z,3827470489,233,15,3827470385,56,Back,3827470387,346,,,,,,,,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468884827,15,5,1,0,40,7catg5lpivcmpf4xhggh6d8rk,0,100.8,16.4,2022-10-08T14:30:20.379Z,2022-10-10T18:29:21Z,3827470553,233,5,3827469941,346,,3827469939,56,Right,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885863,6,1,1,1,6,cmbqc74mshg77ra7mywec2a6b,1,4.7,50.3,2022-10-08T14:30:46.587Z,2022-10-10T18:29:31Z,3827475679,1,,3827475669,56,Center,3827475675,212,49.8,3827475671,140,52.1,3827475667,155,,3827475681,74,,3827475677,213,6.3,3827475673,141,48.2,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,3827475663,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468969709,277,1,1,1,8,cmbqc74mshg77ra7mywec2a6b,0,52,50.6,2022-10-08T14:30:48.419Z,2022-10-10T18:29:36Z,3827914887,212,17.3,3827914889,213,5.1,3835445209,178,,3827914881,56,Center,3827914885,141,26.8,3827914879,3,,3827914883,140,57.9,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885775,16,43,1,1,8,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-10-08T14:30:49.210Z,2022-10-08T14:32:21Z,3827492129,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885925,17,1,1,1,10,7catg5lpivcmpf4xhggh6d8rk,1,37.8,80.4,2022-10-08T14:30:51.071Z,2022-10-10T18:29:45Z,3827476073,213,3.8,3835445435,178,,3827476071,212,7.3,3827476065,56,Back,3827476067,140,32.4,3827476069,141,73.6,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885929,18,49,1,1,11,7catg5lpivcmpf4xhggh6d8rk,1,32.4,73.5,2022-10-08T14:30:52.211Z,2022-10-10T18:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,d9i8y5vlymc2yggwxrax8wcbu,H. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885963,19,1,1,1,12,7catg5lpivcmpf4xhggh6d8rk,1,32.4,73.5,2022-10-08T14:30:52.416Z,2022-10-10T18:30:07Z,3827476249,140,21.3,3827476247,56,Back,3827476251,141,85.0,3835446119,178,,3827476253,212,14.0,3827476255,213,2.6,,,,,,,d9i8y5vlymc2yggwxrax8wcbu,H. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886055,20,1,1,1,13,7catg5lpivcmpf4xhggh6d8rk,0,20.9,86.2,2022-10-08T14:30:53.320Z,2022-10-10T18:30:10Z,3827476737,155,,3827476749,213,6.0,3827476739,56,Center,3835446261,178,,3827476753,1,,3827476741,140,67.1,3827476743,141,66.6,3827476745,212,50.3,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886227,7,1,1,1,17,cmbqc74mshg77ra7mywec2a6b,1,32.3,44.1,2022-10-08T14:30:58.193Z,2022-10-10T18:30:45Z,3827477677,140,45.3,3827477681,212,13.7,3835447057,388,,3827477679,141,43.3,3827477683,213,6.2,3827477673,3,,3827477675,56,Back,,,,7tih9jkxsbmeycu610gshs0h6,Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886233,8,61,1,1,19,cmbqc74mshg77ra7mywec2a6b,1,45.3,43.9,2022-10-08T14:31:00.023Z,2022-10-10T18:30:52Z,3835447243,21,,3835447245,178,,3827477713,56,Back,,,,,,,,,,,,,,,,649anpduq5pwrqbek73wr8n6y,Pedro Bicalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886259,9,49,1,1,21,cmbqc74mshg77ra7mywec2a6b,1,39.6,40.6,2022-10-08T14:31:02.014Z,2022-10-10T18:30:58Z,,,,,,,,,,,,,,,,,,,,,,,,,61g2iu3hmixel62zp2yp29tqt,Anderson Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470482845,1941,43,1,1,22,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-10-08T14:31:02.739Z,2022-10-11T06:36:14Z,3836078189,399,102025,3836107925,144,83,,,,,,,,,,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886343,10,43,1,1,22,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-08T14:31:02.934Z,2022-10-08T14:31:07Z,3827478229,212,5.1,3827478735,144,1,3827478227,141,34.3,3827478223,56,Back,3827478225,140,42.3,3827478231,213,5.3,,,,,,,61g2iu3hmixel62zp2yp29tqt,Anderson Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886355,11,4,1,1,23,cmbqc74mshg77ra7mywec2a6b,1,39.6,38.4,2022-10-08T14:31:03.907Z,2022-10-10T18:31:04Z,3827478299,56,Back,3827478297,13,,3827478513,233,21,3827478301,152,,3827478303,265,,3827478305,286,,,,,,,,61g2iu3hmixel62zp2yp29tqt,Anderson Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886367,21,4,1,1,23,7catg5lpivcmpf4xhggh6d8rk,0,60.4,61.6,2022-10-08T14:31:03.908Z,2022-10-10T18:31:04Z,3827478351,152,,3827478353,265,,3827478355,285,,3827478349,56,Center,3835447597,178,,3827478347,13,,3827478591,233,11,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886699,12,1,1,1,31,cmbqc74mshg77ra7mywec2a6b,1,37.6,39.5,2022-10-08T14:31:11.488Z,2022-10-10T18:31:17Z,3827480131,140,26.7,3827480125,152,,3827926425,189,,3835447885,178,,3827480121,5,,3827480135,141,65.3,3827480137,212,20.9,3827480139,213,2.1,5k74ofoqel095frhszvdmxbhm,Adriano,3827480127,56,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886777,13,1,1,1,33,cmbqc74mshg77ra7mywec2a6b,1,26.7,65.3,2022-10-08T14:31:13.458Z,2022-10-10T18:31:25Z,3827480603,140,34.0,3827480613,213,1.1,3827480599,56,Back,3835448431,178,,3827480609,212,16.8,3827480607,141,87.3,,,,,,,7tih9jkxsbmeycu610gshs0h6,Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886831,14,1,1,1,35,cmbqc74mshg77ra7mywec2a6b,0,33.9,87.3,2022-10-08T14:31:15.919Z,2022-10-10T18:31:31Z,3827480827,140,79.0,3827480829,141,87.8,3827480835,1,,3827480833,213,0.0,3835448537,178,,3827480825,56,Left,3827480831,212,47.4,3827480823,155,,649anpduq5pwrqbek73wr8n6y,Pedro Bicalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886809,22,49,1,1,40,7catg5lpivcmpf4xhggh6d8rk,1,21.7,17,2022-10-08T14:31:20.710Z,2022-10-10T18:31:40Z,,,,,,,,,,,,,,,,,,,,,,,,,6hnzgiw8h1itz9l2j3sb6oeeh,J. St. Juste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886893,23,1,1,1,40,7catg5lpivcmpf4xhggh6d8rk,1,20.1,13.8,2022-10-08T14:31:20.848Z,2022-10-10T18:31:49Z,3827481185,213,2.4,3827481179,140,1.3,3827481183,212,26.1,3827481177,56,Back,3835449025,178,,3827481181,141,39.0,,,,,,,6hnzgiw8h1itz9l2j3sb6oeeh,J. St. Juste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887015,24,1,1,1,42,7catg5lpivcmpf4xhggh6d8rk,1,1.3,39,2022-10-08T14:31:22.721Z,2022-10-10T18:31:55Z,3835449219,178,,3827481849,212,13.9,3827481839,56,Back,3827481847,141,18.6,3827481851,213,4.8,3827481845,140,2.5,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887201,25,1,1,1,45,7catg5lpivcmpf4xhggh6d8rk,1,7.2,13.3,2022-10-08T14:31:25.880Z,2022-10-10T18:32:00Z,3827482887,212,35.7,3827482889,213,0.3,3827482881,56,Back,3835449395,178,,3827482885,141,27.6,3827482879,155,,3827482883,140,39.9,3827482891,1,,6hnzgiw8h1itz9l2j3sb6oeeh,J. St. Juste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887289,15,4,1,1,47,cmbqc74mshg77ra7mywec2a6b,1,58.4,73.8,2022-10-08T14:31:28.123Z,2022-10-10T18:32:09Z,3827483365,294,,3827483363,13,,3827483421,233,26,3827483373,286,,3827483369,152,,3827483367,56,Center,,,,,,,61g2iu3hmixel62zp2yp29tqt,Anderson Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887229,26,4,1,1,47,7catg5lpivcmpf4xhggh6d8rk,0,41.6,26.2,2022-10-08T14:31:28.124Z,2022-10-10T18:32:08Z,3827483033,56,Back,3827483035,152,,3827483471,233,15,3827483031,294,,3835449689,178,,3827483029,13,,3827483037,285,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888007,16,1,1,2,12,cmbqc74mshg77ra7mywec2a6b,1,54.2,71.6,2022-10-08T14:31:53.034Z,2022-10-10T18:32:14Z,3827487387,56,Back,3827487389,140,48.0,3835449953,178,,3827487395,213,2.0,3827487393,212,15.4,3827487383,5,,3827487391,141,92.1,3827487385,152,,7tih9jkxsbmeycu610gshs0h6,Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888105,17,1,1,2,14,cmbqc74mshg77ra7mywec2a6b,1,50.8,92.1,2022-10-08T14:31:55.067Z,2022-10-10T18:32:25Z,3827487993,212,16.0,3827487985,141,96.2,3827487979,140,65.8,3835450167,178,,3827487999,213,0.2,3827487973,56,Left,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888131,18,1,1,2,15,cmbqc74mshg77ra7mywec2a6b,1,65.8,96.2,2022-10-08T14:31:56.074Z,2022-10-10T18:32:32Z,3827488191,56,Left,3827488193,140,60.6,3827488195,141,87.8,3835450519,178,,3827488197,212,7.9,3827488199,213,3.9,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470427747,730,43,1,2,15,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-08T14:31:56.111Z,2022-10-10T21:50:14Z,3835774707,178,0,3835774857,144,82,,,,,,,,,,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470483051,1077,67,1,2,17,cmbqc74mshg77ra7mywec2a6b,1,68.7,85.9,2022-10-08T14:31:57.797Z,2022-10-11T06:35:03Z,3836079017,233,1942,,,,,,,,,,,,,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470483047,1942,67,1,2,17,7catg5lpivcmpf4xhggh6d8rk,0,31.3,14.1,2022-10-08T14:31:57.798Z,2022-10-11T05:52:51Z,3836079025,233,1077,,,,,,,,,,,,,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888147,19,50,1,2,17,cmbqc74mshg77ra7mywec2a6b,1,67.7,84,2022-10-08T14:31:57.877Z,2022-10-11T06:35:03Z,3827488293,286,,3827488291,56,Left,3835307619,233,27,,,,,,,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888139,27,7,1,2,17,7catg5lpivcmpf4xhggh6d8rk,0,32.3,16,2022-10-08T14:31:57.989Z,2022-10-11T05:52:41Z,3827488239,285,,3827488327,233,19,3835232291,385,,3835451441,178,,3827488237,56,Back,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888197,28,1,1,2,18,7catg5lpivcmpf4xhggh6d8rk,0,38.4,9,2022-10-08T14:31:58.349Z,2022-10-10T18:33:05Z,3835451655,178,,3827488573,56,Right,3827488575,140,56.3,3827488577,141,10.7,3827488581,213,0.1,3827488579,212,18.8,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888243,20,61,1,2,18,cmbqc74mshg77ra7mywec2a6b,1,43.6,88.7,2022-10-08T14:31:58.366Z,2022-10-10T18:33:27Z,3835451853,178,,3827488803,56,Back,,,,,,,,,,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470483155,1943,67,1,2,18,7catg5lpivcmpf4xhggh6d8rk,1,36.9,17.2,2022-10-08T14:31:58.585Z,2022-10-11T06:35:04Z,3836079321,233,1078,,,,,,,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470483153,1078,67,1,2,18,cmbqc74mshg77ra7mywec2a6b,0,63.1,82.8,2022-10-08T14:31:58.586Z,2022-10-11T05:53:23Z,3836079325,233,1943,,,,,,,,,,,,,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
