id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2458757319,3,55,1,0,15,491xixnlsp75o7cr3w2gc1o0z,1,42.7,73,2022-09-11T14:32:49.558Z,2022-09-13T11:06:24Z,,,,,,,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757673,4,1,1,0,36,491xixnlsp75o7cr3w2gc1o0z,1,32,74.6,2022-09-11T14:33:11.459Z,2022-09-13T11:06:47Z,3773597753,56,Back,3777306687,178,,3773599569,189,,3773597751,241,,3773599527,196,,3773597765,213,4.6,3773597749,5,,3773597761,212,45.2,3zkqv88qpc3tm22pex5qfillh,Antunes,3773599529,1,3773597755,140,27.2,3773597757,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758157,10,1,1,0,37,491xixnlsp75o7cr3w2gc1o0z,1,31.3,7.9,2022-09-11T14:33:12.008Z,2022-09-13T11:06:58Z,3773600493,213,2.3,3773600485,56,Back,3773600487,140,22.8,3773600489,141,21.3,3773600491,212,12.8,3773785829,189,,3777307067,178,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757687,5,1,1,0,41,491xixnlsp75o7cr3w2gc1o0z,1,18.7,21.9,2022-09-11T14:33:15.584Z,2022-09-13T11:07:03Z,3773597889,212,20.8,3777307237,178,,3773597891,213,2.1,3773597887,141,48.9,3773597885,140,9.4,3773597883,56,Back,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757717,6,1,1,0,43,491xixnlsp75o7cr3w2gc1o0z,1,10.8,52.8,2022-09-11T14:33:18.152Z,2022-09-13T11:07:07Z,3777307441,178,,3773598021,140,19.7,3773598017,56,Back,3773598029,213,0.9,3773598025,141,72.0,3773598027,212,16.1,,,,,,,53y263xxfdf1itytiqhg3v6c5,I. Vekič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757761,7,1,1,0,47,491xixnlsp75o7cr3w2gc1o0z,1,25.5,70.8,2022-09-11T14:33:22.215Z,2022-09-13T11:07:13Z,3773598271,141,39.2,3773598273,212,22.7,3773598277,213,5.0,3777307671,178,,3773598263,56,Back,3773598267,140,32.5,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757823,8,1,1,0,50,491xixnlsp75o7cr3w2gc1o0z,1,30.9,35.4,2022-09-11T14:33:24.648Z,2022-09-13T11:07:18Z,3773598641,141,2.0,3777307811,178,,3773598643,212,24.1,3773598637,140,38.6,3773598633,56,Back,3773598645,213,5.1,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757839,9,1,1,0,54,491xixnlsp75o7cr3w2gc1o0z,0,52.7,3.4,2022-09-11T14:33:29.368Z,2022-09-13T11:07:24Z,3773598705,56,Right,3773598725,213,0.8,3777308059,178,,3773598713,141,15.8,3773598709,140,60.0,3773598717,212,11.4,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459463603,823,67,1,0,55,ewsf6evtguu9j7k6js4tlgl89,1,39.2,84.4,2022-09-11T14:33:30.121Z,2022-09-13T21:08:04Z,3777363749,233,1040,,,,,,,,,,,,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459463599,1040,67,1,0,55,491xixnlsp75o7cr3w2gc1o0z,0,60.8,15.6,2022-09-11T14:33:30.122Z,2022-09-13T11:49:21Z,3777363761,233,823,,,,,,,,,,,,,,,,,,,,,,1arszie3v8bks90bcetskhwfe,Adrián Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757855,9,8,1,0,55,ewsf6evtguu9j7k6js4tlgl89,1,34.7,73.5,2022-09-11T14:33:30.226Z,2022-09-13T21:08:04Z,3777308161,178,,3776212095,384,,3773598825,56,Back,,,,,,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757881,11,49,1,0,56,ewsf6evtguu9j7k6js4tlgl89,1,36.8,70.5,2022-09-11T14:33:31.196Z,2022-09-13T11:07:35Z,,,,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757867,10,1,1,0,56,ewsf6evtguu9j7k6js4tlgl89,1,37.2,68.4,2022-09-11T14:33:31.274Z,2022-09-13T11:07:39Z,3773785459,213,4.2,3773598901,56,Back,3777308665,178,,3773785453,140,34.0,3773785455,141,59.4,3773785457,212,7.0,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757891,12,1,1,0,57,ewsf6evtguu9j7k6js4tlgl89,1,34.8,62.1,2022-09-11T14:33:32.139Z,2022-09-13T11:07:45Z,3777308813,178,,3773599053,141,71.8,3773599057,213,2.4,3773599055,212,9.7,3773599051,140,28.0,3773599049,56,Back,,,,,,,613xzggyqa0ugkmu2u6oxkmp5,Y. Eteki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757913,13,1,1,1,0,ewsf6evtguu9j7k6js4tlgl89,1,26.8,68.2,2022-09-11T14:33:34.842Z,2022-09-13T11:07:50Z,3773599225,213,4.7,3773599219,140,26.4,3777308983,178,,3773599223,212,23.5,3773599217,56,Back,3773599221,141,33.7,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757961,14,1,1,1,4,ewsf6evtguu9j7k6js4tlgl89,1,26.3,37.4,2022-09-11T14:33:39.289Z,2022-09-13T11:07:56Z,3773599475,141,57.5,3773599477,212,13.7,3773599473,140,25.7,3777309169,178,,3773599479,213,1.6,3773599471,56,Back,,,,,,,3uvek737jr8909is4vi1d9nxm,Léo Bolgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458757989,15,1,1,1,6,ewsf6evtguu9j7k6js4tlgl89,1,25.9,57.5,2022-09-11T14:33:41.079Z,2022-09-13T11:08:01Z,3773599635,212,17.0,3773599637,213,1.3,3773599633,141,81.8,3777309323,178,,3773599631,140,29.7,3773599629,56,Back,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758017,16,1,1,1,9,ewsf6evtguu9j7k6js4tlgl89,1,29.7,81.8,2022-09-11T14:33:43.583Z,2022-09-13T11:08:09Z,3773599817,56,Back,3773599821,141,96.5,3777309493,178,,3773599819,140,35.0,3773599825,213,1.1,3773599823,212,11.4,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758035,17,1,1,1,11,ewsf6evtguu9j7k6js4tlgl89,1,35,96.5,2022-09-11T14:33:45.758Z,2022-09-13T11:08:19Z,3773599913,212,9.5,3773599915,213,4.3,3773599907,56,Back,3777309721,178,,3773599909,140,31.5,3773599911,141,83.6,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758081,18,1,1,1,12,ewsf6evtguu9j7k6js4tlgl89,1,31.5,83.6,2022-09-11T14:33:47.215Z,2022-09-13T11:08:25Z,3773600163,212,10.3,3773600159,140,23.0,3773600165,213,2.6,3773600161,141,91.2,3773600157,56,Back,3777309845,178,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758133,19,1,1,1,15,ewsf6evtguu9j7k6js4tlgl89,1,22.6,90.5,2022-09-11T14:33:49.648Z,2022-09-13T11:08:33Z,3773600399,56,Back,3773600403,141,68.7,3773600405,212,25.4,3773600407,213,3.8,3773600401,140,3.0,3777310041,178,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758199,20,1,1,1,18,ewsf6evtguu9j7k6js4tlgl89,1,2.7,65.2,2022-09-11T14:33:53.257Z,2022-09-13T11:08:40Z,3773600707,56,Back,3773600715,213,4.8,3773600713,212,24.7,3777310219,178,,3773600711,141,29.1,3773600709,140,4.9,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758205,21,1,1,1,21,ewsf6evtguu9j7k6js4tlgl89,0,4.9,28.5,2022-09-11T14:33:55.977Z,2022-09-13T11:08:45Z,3773600759,213,5.9,3773600751,56,Back,3773600749,155,,3773601109,233,11,3773600755,141,27.1,3773600757,212,2.7,3773601113,286,,3773601103,236,,3uvek737jr8909is4vi1d9nxm,Léo Bolgado,3777310387,178,3773600753,140,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758251,11,74,1,1,21,491xixnlsp75o7cr3w2gc1o0z,1,99.3,74.7,2022-09-11T14:33:56.017Z,2022-09-13T11:08:58Z,3773601045,285,,3773601043,56,Center,3777310685,178,,3773601143,233,21,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758435,12,5,1,1,23,491xixnlsp75o7cr3w2gc1o0z,0,96,101.2,2022-09-11T14:33:58.189Z,2022-09-13T11:09:04Z,3773602013,347,,3773636227,233,22,3773602011,56,Left,,,,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758277,22,5,1,1,23,ewsf6evtguu9j7k6js4tlgl89,1,4,-1.2,2022-09-11T14:33:58.189Z,2022-09-13T11:09:04Z,3773636201,233,12,3773601227,347,,3773601225,56,Back,,,,,,,,,,,,,,,,3uvek737jr8909is4vi1d9nxm,Léo Bolgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758279,23,43,1,1,25,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-09-11T14:33:59.793Z,2022-09-11T14:34:09Z,3773601229,56,Back,3773601231,346,0,3773601975,144,5,,,,,,,,,,,,,,,,3uvek737jr8909is4vi1d9nxm,Léo Bolgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758527,24,1,1,1,39,ewsf6evtguu9j7k6js4tlgl89,0,5.8,0,2022-09-11T14:34:13.857Z,2022-09-13T11:09:08Z,3773602501,141,6.8,3773602499,140,30.5,3773602503,212,26.4,3773602505,213,0.2,3773602507,1,,3773602495,107,,3773602497,56,Back,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758535,13,44,1,1,40,491xixnlsp75o7cr3w2gc1o0z,1,70,92.2,2022-09-11T14:34:15.486Z,2022-09-13T21:08:05Z,3773602539,286,,3773602537,56,Left,3773602589,233,25,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758529,25,44,1,1,40,ewsf6evtguu9j7k6js4tlgl89,0,30,7.8,2022-09-11T14:34:15.487Z,2022-09-13T11:09:13Z,3773602513,56,Back,3773602515,285,,3773602635,233,13,,,,,,,,,,,,,,,,cwd95dwww2bs1d9wzjpw3ydx,Rafael Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758537,14,8,1,1,41,491xixnlsp75o7cr3w2gc1o0z,1,70.5,91.2,2022-09-11T14:34:15.612Z,2022-09-13T21:08:05Z,3773602549,56,Left,3773602649,15,,3776213555,385,,3777311103,388,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758579,15,5,1,1,43,491xixnlsp75o7cr3w2gc1o0z,0,71.4,100.8,2022-09-11T14:34:17.768Z,2022-09-13T11:09:24Z,3773602795,56,Left,3773602797,347,,3773603225,233,26,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758649,26,5,1,1,43,ewsf6evtguu9j7k6js4tlgl89,1,28.6,-0.8,2022-09-11T14:34:17.768Z,2022-09-13T11:09:23Z,3773603185,56,Back,3773603187,347,,3773603197,233,15,,,,,,,,,,,,,,,,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758777,27,1,1,1,58,ewsf6evtguu9j7k6js4tlgl89,1,24.1,0,2022-09-11T14:34:33.208Z,2022-09-13T11:09:34Z,3773603951,212,16.8,3773603949,141,19.2,3773603943,107,,3773603945,56,Back,3773603947,140,33.0,3773603953,213,1.0,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758781,28,50,1,2,0,ewsf6evtguu9j7k6js4tlgl89,1,32.2,24.4,2022-09-11T14:34:34.597Z,2022-09-13T11:09:41Z,3773603971,56,Back,3773604689,233,16,3773603973,285,,,,,,,,,,,,,,,,,613xzggyqa0ugkmu2u6oxkmp5,Y. Eteki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758899,16,7,1,2,0,491xixnlsp75o7cr3w2gc1o0z,1,67.8,75.6,2022-09-11T14:34:35.332Z,2022-09-13T11:09:47Z,3777311901,178,,3776213907,384,,3773604579,56,Center,3773604581,286,,3773604627,233,28,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758903,17,49,1,2,2,491xixnlsp75o7cr3w2gc1o0z,1,73.6,81.7,2022-09-11T14:34:36.983Z,2022-09-13T11:09:52Z,,,,,,,,,,,,,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758929,18,4,1,2,3,491xixnlsp75o7cr3w2gc1o0z,1,73.8,83.4,2022-09-11T14:34:38.017Z,2022-09-13T11:09:57Z,3773604723,286,,3773604719,152,,3773782459,233,29,3773604721,265,,3773604717,56,Left,3773604715,13,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458758863,29,4,1,2,3,ewsf6evtguu9j7k6js4tlgl89,0,26.2,16.6,2022-09-11T14:34:38.018Z,2022-09-13T11:09:56Z,3773604383,152,,3773604377,13,,3773604385,285,,3773782465,233,18,3777312119,178,,3773605021,265,,3773604381,56,Back,,,,613xzggyqa0ugkmu2u6oxkmp5,Y. Eteki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458759357,19,1,1,2,40,491xixnlsp75o7cr3w2gc1o0z,0,72.2,80.8,2022-09-11T14:35:15.031Z,2022-09-13T11:10:02Z,3773607117,155,,3773607115,5,,3776214421,224,,3773607123,140,88.9,3773607119,152,,3773607121,56,Center,3773607113,2,,3777312191,178,,3zkqv88qpc3tm22pex5qfillh,Antunes,3773607129,213,3776214423,72,,3773607127,212,25.1,5.5,3773607125,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,
2458759417,30,12,1,2,41,ewsf6evtguu9j7k6js4tlgl89,1,9,41.5,2022-09-11T14:35:16.234Z,2022-09-13T11:10:07Z,3773607523,167,,3773607347,140,13.2,3773607345,56,Back,3777312345,388,,3773607355,213,4.9,3773607351,212,29.4,3773607571,15,,3773607349,141,0.0,cwd95dwww2bs1d9wzjpw3ydx,Rafael Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458759455,20,5,1,2,45,491xixnlsp75o7cr3w2gc1o0z,1,85.2,101.5,2022-09-11T14:35:20.452Z,2022-09-13T11:10:12Z,3773607581,56,Left,3773607583,347,,3773607631,233,31,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458759437,31,5,1,2,45,ewsf6evtguu9j7k6js4tlgl89,0,14.8,-1.5,2022-09-11T14:35:20.452Z,2022-09-13T11:10:13Z,3773607483,56,Back,3773607489,347,,3773607825,233,20,,,,,,,,,,,,,,,,cwd95dwww2bs1d9wzjpw3ydx,Rafael Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458759577,21,1,1,2,51,491xixnlsp75o7cr3w2gc1o0z,1,83.6,100,2022-09-11T14:35:26.350Z,2022-09-13T11:10:21Z,3776214691,189,,3773608289,107,,3773608299,213,5.5,3773608291,56,Left,3773608295,141,92.6,3773608297,212,8.4,3773608293,140,89.1,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458759629,22,3,1,2,53,491xixnlsp75o7cr3w2gc1o0z,1,89.1,92.4,2022-09-11T14:35:28.112Z,2022-09-13T11:10:26Z,3773608609,233,32,3773608583,286,,3776214837,464,,3777312767,178,,3773608581,56,Left,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
