id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/14/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2497892789,3,61,1,0,12,66bsnl0zjb7l5akwo00h0y5me,0,65.8,3.1,2023-01-15T20:31:40.414Z,2023-01-18T00:47:04Z,3980697547,56,Right,3982597747,178,,,,,,,,,,,,,,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892799,9,1,1,0,13,5c0sf1eaipcxvdw9o22of2jdp,0,33.3,95.2,2023-01-15T20:31:41.378Z,2023-01-18T00:47:07Z,3980757431,212,27.6,3980757429,141,65.1,3980757433,213,5.4,3980700243,56,Center,3980757427,140,51.0,3980757425,157,,3980757435,1,,3982597765,178,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892801,4,49,1,0,14,66bsnl0zjb7l5akwo00h0y5me,1,53.4,34.6,2023-01-15T20:31:42.572Z,2023-01-18T00:47:12Z,,,,,,,,,,,,,,,,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892817,5,1,1,0,14,66bsnl0zjb7l5akwo00h0y5me,1,53.4,34.6,2023-01-15T20:31:42.665Z,2023-01-18T00:47:15Z,3980697683,56,Center,3980697691,213,5.3,3980697685,140,57.0,3982597783,178,,3980697687,141,26.0,3980697689,212,7.0,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892821,6,1,1,0,17,66bsnl0zjb7l5akwo00h0y5me,1,57,26,2023-01-15T20:31:45.436Z,2023-01-18T00:47:20Z,3980697723,140,76.1,3980697719,155,,3980697721,56,Right,3982597799,178,,3980697729,213,5.7,3980697725,141,4.6,3980697727,212,24.8,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892827,7,1,1,0,18,66bsnl0zjb7l5akwo00h0y5me,1,76.1,4.6,2023-01-15T20:31:46.956Z,2023-01-18T00:47:23Z,3980697777,141,7.1,3982597807,178,,3980697775,140,70.0,3980697781,213,2.9,3980697779,212,6.6,3980697773,56,Right,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892853,8,1,1,0,21,66bsnl0zjb7l5akwo00h0y5me,1,78.7,23,2023-01-15T20:31:50.236Z,2023-01-18T00:47:37Z,3980698221,210,15,3980697979,141,51.9,3980698223,154,,3982597863,178,,3980697975,56,Center,3980697981,212,19.8,3980697983,213,1.5,3980697977,140,80.9,dowh6oc93ggduous7ligguqne,João Mário,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892859,9,15,1,0,23,66bsnl0zjb7l5akwo00h0y5me,1,80.5,50.3,2023-01-15T20:31:51.530Z,2023-01-18T00:47:38Z,3980698243,29,,3980699197,391,,3980698255,215,,3980698013,18,,3980698261,147,48.9,3980698251,102,52.0,3980698247,55,8,3982597929,178,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,3982025817,76,3980698259,146,97.8,3980698245,154,3980698015,56,Center,3980698253,103,5.7,3980698011,22,3980698257,328,3980698799,233,10,3980698105,20,,,,,,,,,,,,,,
2497892857,10,10,1,0,24,5c0sf1eaipcxvdw9o22of2jdp,1,3.3,50,2023-01-15T20:31:52.419Z,2023-01-18T00:47:39Z,3980698805,233,9,3980698005,182,,3980698753,174,,3980698007,56,Back,3982025915,376,,3980698757,179,,3980698755,381,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892867,11,52,1,0,25,5c0sf1eaipcxvdw9o22of2jdp,1,3.7,39.7,2023-01-15T20:31:54.341Z,2023-01-18T10:16:44Z,3983077133,389,,3982025957,376,,,,,,,,,,,,,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892891,12,1,1,0,32,5c0sf1eaipcxvdw9o22of2jdp,1,11.5,50.3,2023-01-15T20:32:00.895Z,2023-01-18T00:47:46Z,3980698283,140,20.7,3980698291,1,,3980698277,123,,3980698289,213,1.3,3980698285,141,95.4,3980698279,56,Back,3982597999,178,,3980698287,212,32.2,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,3980698295,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892911,13,1,1,0,35,5c0sf1eaipcxvdw9o22of2jdp,1,20.7,95.4,2023-01-15T20:32:04.319Z,2023-01-18T00:47:49Z,3980698417,56,Back,3980698425,213,0.1,3980698421,141,97.5,3980698419,140,30.8,3980698423,212,10.7,3982598013,178,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892921,10,45,1,0,39,66bsnl0zjb7l5akwo00h0y5me,0,68.6,6.4,2023-01-15T20:32:07.833Z,2023-01-18T00:47:54Z,3980698497,286,,3980698495,56,Right,3980698535,233,14,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892923,14,3,1,0,39,5c0sf1eaipcxvdw9o22of2jdp,1,31.4,93.6,2023-01-15T20:32:07.833Z,2023-01-18T00:47:54Z,3980698501,285,,3980698531,233,10,3982026145,464,,3980698499,56,Back,3982598047,178,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892941,15,4,1,0,40,5c0sf1eaipcxvdw9o22of2jdp,1,32.3,88,2023-01-15T20:32:09.190Z,2023-01-18T00:47:59Z,3980698681,233,11,3980698645,56,Back,3980698651,285,,3980698643,13,,3980698649,265,,3980698647,152,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497892929,11,4,1,0,40,66bsnl0zjb7l5akwo00h0y5me,0,67.7,12,2023-01-15T20:32:09.191Z,2023-01-18T00:47:59Z,3980698687,233,15,3982598089,178,,3980698577,13,,3980698583,265,,3980698581,152,,3980698585,286,,3980698579,56,Right,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893061,16,1,1,1,8,5c0sf1eaipcxvdw9o22of2jdp,1,28.5,81.2,2023-01-15T20:32:36.883Z,2023-01-18T00:48:00Z,3980699367,140,25.1,3980699371,212,39.8,3980699361,5,,3980699417,189,,3980699373,213,4.6,3980699365,56,Back,3980699369,141,22.9,3980699375,1,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,3982598095,178,3980699363,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497903613,409,61,1,1,8,5c0sf1eaipcxvdw9o22of2jdp,1,25.4,19.3,2023-01-15T20:32:37.135Z,2023-01-18T00:48:03Z,3980758117,56,Back,3982598101,178,,3980758147,189,,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893089,12,1,1,1,10,66bsnl0zjb7l5akwo00h0y5me,0,56.4,92,2023-01-15T20:32:38.527Z,2023-01-18T00:48:12Z,3980699477,141,75.9,3980699475,140,62.2,3982598125,178,,3980699481,213,5.2,3980699471,3,,3980699479,212,12.5,3980699473,56,Center,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893117,17,1,1,1,12,5c0sf1eaipcxvdw9o22of2jdp,1,39.8,27.4,2023-01-15T20:32:40.941Z,2023-01-18T00:48:26Z,3980699681,140,43.8,3980699683,141,12.5,3980699687,213,5.1,3980699685,212,11.0,3980699679,56,Back,3982598157,178,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498352079,1541,83,1,1,16,66bsnl0zjb7l5akwo00h0y5me,1,44.4,91.9,2023-01-15T20:32:45.093Z,2023-01-18T10:18:13Z,3983079023,399,204220,,,,,,,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893143,18,1,1,1,18,5c0sf1eaipcxvdw9o22of2jdp,1,56.8,8.6,2023-01-15T20:32:47.098Z,2023-01-18T00:48:31Z,3980699849,212,14.0,3982598199,178,,3980699843,56,Center,3980699847,141,25.1,3980699845,140,64.7,3980699851,213,0.9,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893145,19,4,1,1,21,5c0sf1eaipcxvdw9o22of2jdp,1,69.2,27.2,2023-01-15T20:32:49.830Z,2023-01-18T00:48:36Z,3980699861,265,,3980699855,13,,3980699865,233,13,3980699863,286,,3980699857,56,Center,3980699859,152,,,,,,,,bvlwv6fwawqnv446zj516y4no,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893135,13,4,1,1,21,66bsnl0zjb7l5akwo00h0y5me,0,30.8,72.8,2023-01-15T20:32:49.831Z,2023-01-18T00:48:35Z,3980699811,152,,3982598231,178,,3980699877,233,19,3980699809,56,Back,3980699813,265,,3980699815,285,,3980699807,13,,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893283,20,1,1,2,1,5c0sf1eaipcxvdw9o22of2jdp,1,63.1,21.2,2023-01-15T20:33:30.322Z,2023-01-18T00:48:42Z,3980700873,152,,3982598289,178,,3980700879,141,55.1,3980700871,155,,3980700881,212,30.1,3980700875,56,Center,3980700869,5,,3980700877,140,81.6,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,3980700883,213,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
2497893287,21,61,1,2,3,5c0sf1eaipcxvdw9o22of2jdp,0,81.1,54.8,2023-01-15T20:33:31.673Z,2023-01-18T00:48:47Z,3982598309,178,,3980700897,56,Center,,,,,,,,,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893295,14,49,1,2,4,66bsnl0zjb7l5akwo00h0y5me,1,29.3,37.3,2023-01-15T20:33:33.260Z,2023-01-18T00:48:55Z,,,,,,,,,,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893305,15,1,1,2,6,66bsnl0zjb7l5akwo00h0y5me,1,29.5,35,2023-01-15T20:33:34.978Z,2023-01-18T00:48:59Z,3980700983,212,15.4,3980700977,56,Back,3980700981,141,20.8,3980700979,140,40.9,3980700985,213,5.6,3982598379,178,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893321,16,1,1,2,8,66bsnl0zjb7l5akwo00h0y5me,1,40.9,20.8,2023-01-15T20:33:37.097Z,2023-01-18T00:49:02Z,3982598387,178,,3980701095,140,68.1,3980701097,141,20.2,3980701101,213,6.3,3980701093,56,Right,3980701099,212,28.6,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893343,17,1,1,2,13,66bsnl0zjb7l5akwo00h0y5me,1,70.2,20,2023-01-15T20:33:41.480Z,2023-01-18T00:49:06Z,3980701239,56,Center,3980701247,213,0.0,3980701245,212,24.1,3982598427,178,,3980701241,140,93.1,3980701243,141,21.7,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893345,18,3,1,2,18,66bsnl0zjb7l5akwo00h0y5me,0,95.3,7.3,2023-01-15T20:33:47.169Z,2023-01-18T00:49:10Z,3980701253,56,Right,3982598459,178,,3980701255,286,,3980701257,211,,3982028337,464,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893351,19,5,1,2,19,66bsnl0zjb7l5akwo00h0y5me,0,101.3,26.7,2023-01-15T20:33:48.300Z,2023-01-18T00:49:12Z,3980701269,56,Center,3980701271,346,,3980701307,233,22,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893355,22,5,1,2,19,5c0sf1eaipcxvdw9o22of2jdp,1,-1.3,73.3,2023-01-15T20:33:48.300Z,2023-01-18T00:49:11Z,3980701301,233,19,3980701279,56,Back,3980701281,346,,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893381,23,1,1,2,29,5c0sf1eaipcxvdw9o22of2jdp,1,4.4,42.7,2023-01-15T20:33:57.696Z,2023-01-18T00:49:37Z,3980701471,189,,3980701455,124,,3980701465,213,5.2,3980701457,56,Back,3980701461,141,14.3,3980701469,237,,3980701463,212,21.9,3980701459,140,14.3,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893415,24,1,1,2,32,5c0sf1eaipcxvdw9o22of2jdp,1,20.5,8.6,2023-01-15T20:34:01.275Z,2023-01-18T00:49:42Z,3980701677,212,18.9,3980701675,141,24.4,3982598619,178,,3980701679,213,2.5,3980701671,56,Back,3980701673,140,5.7,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893421,25,1,1,2,35,5c0sf1eaipcxvdw9o22of2jdp,1,5.9,24.8,2023-01-15T20:34:03.695Z,2023-01-18T00:49:45Z,3980701705,56,Back,3980701707,140,10.3,3982598623,178,,3980701711,212,27.0,3980701709,141,63.9,3980701713,213,1.4,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893437,26,1,1,2,37,5c0sf1eaipcxvdw9o22of2jdp,1,10.3,64.1,2023-01-15T20:34:06.271Z,2023-01-18T00:49:49Z,3982598633,178,,3980701789,212,16.0,3980701793,213,6.0,3980701781,140,25.0,3980701779,56,Back,3980701785,141,57.8,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893447,27,1,1,2,40,5c0sf1eaipcxvdw9o22of2jdp,1,26,66.8,2023-01-15T20:34:09.256Z,2023-01-18T00:49:53Z,3982598641,178,,3980701853,140,18.4,3980701851,56,Back,3980701859,213,2.0,3980701855,141,96.2,3980701857,212,21.5,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893449,28,1,1,2,43,5c0sf1eaipcxvdw9o22of2jdp,0,18.4,96.2,2023-01-15T20:34:11.375Z,2023-01-18T00:49:58Z,3980759655,286,,3980701863,155,,3980701869,141,95.7,3980701865,56,Back,3980759653,236,,3980701873,213,6.0,3982598659,178,,3980701963,233,20,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,3980701871,212,3980701867,140,19.4,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,
2497893461,20,74,1,2,43,66bsnl0zjb7l5akwo00h0y5me,1,73.6,2,2023-01-15T20:34:11.408Z,2023-01-18T00:50:01Z,3982598671,178,,3980701931,56,Right,3980701933,285,,3980701973,233,28,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893469,21,49,1,2,45,66bsnl0zjb7l5akwo00h0y5me,1,63.1,16.3,2023-01-15T20:34:13.400Z,2023-01-18T00:50:04Z,,,,,,,,,,,,,,,,,,,,,,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893473,22,1,1,2,46,66bsnl0zjb7l5akwo00h0y5me,0,63.1,16.3,2023-01-15T20:34:14.646Z,2023-01-18T00:50:09Z,3980701997,141,2.3,3980701995,140,70.2,3980702001,213,5.4,3982598697,178,,3980701999,212,12.1,3980701993,56,Right,,,,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893475,29,8,1,2,47,5c0sf1eaipcxvdw9o22of2jdp,1,25.6,93.5,2023-01-15T20:34:15.570Z,2023-01-18T00:50:13Z,3980702013,56,Back,3982028645,384,,3982598721,178,,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893481,30,49,1,2,48,5c0sf1eaipcxvdw9o22of2jdp,1,28.7,93.9,2023-01-15T20:34:16.734Z,2023-01-18T00:50:16Z,,,,,,,,,,,,,,,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497893487,31,1,1,2,48,5c0sf1eaipcxvdw9o22of2jdp,0,28.7,93.9,2023-01-15T20:34:17.148Z,2023-01-18T00:50:21Z,3980702087,213,0.0,3982598749,178,,3980702085,212,13.1,3980702079,56,Back,3980702081,140,41.2,3980702083,141,94.7,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
