id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/13/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2456367873,6,44,1,0,11,3b4nxgvmwzstmoq6borytkwx1,0,85.3,14.3,2022-09-05T17:59:56.481Z,2022-09-08T08:13:34Z,3760920209,286,,3760920231,233,5,3760920207,56,Right,,,,,,,,,,,,,,,,3batawbh7y4sjkeo4hn34svzd,R. Boženík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367871,6,61,1,0,11,491xixnlsp75o7cr3w2gc1o0z,1,14.1,90.3,2022-09-05T17:59:56.563Z,2022-09-08T09:33:12Z,3765143291,388,,3765143289,21,,3760920201,56,Back,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367881,7,1,1,0,12,491xixnlsp75o7cr3w2gc1o0z,0,15.8,94,2022-09-05T17:59:57.963Z,2022-09-08T08:14:06Z,3761082163,140,21.9,3761082165,141,100.0,3765143329,178,,3760920287,56,Back,3761082167,212,8.2,3761082169,213,0.7,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367899,7,5,1,0,14,3b4nxgvmwzstmoq6borytkwx1,1,79.5,-1.5,2022-09-05T17:59:59.494Z,2022-09-08T08:14:09Z,3760920361,347,,3760920367,233,8,3760920359,56,Right,,,,,,,,,,,,,,,,3batawbh7y4sjkeo4hn34svzd,R. Boženík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367885,8,5,1,0,14,491xixnlsp75o7cr3w2gc1o0z,0,20.5,101.5,2022-09-05T17:59:59.494Z,2022-09-08T08:14:10Z,3760920301,347,,3760920299,56,Back,3760920371,233,7,,,,,,,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367903,8,1,1,0,20,3b4nxgvmwzstmoq6borytkwx1,1,78.1,0,2022-09-05T18:00:06.099Z,2022-09-08T08:14:12Z,3760920387,141,5.2,3760920383,56,Right,3760920391,213,2.9,3760920389,212,18.0,3760920381,107,,3760920385,140,61.6,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367907,9,1,1,0,23,3b4nxgvmwzstmoq6borytkwx1,1,61.6,5.2,2022-09-05T18:00:08.478Z,2022-09-08T08:14:16Z,3760920443,213,2.5,3760920437,140,46.4,3760920435,56,Back,3760920441,212,20.2,3760920439,141,23.3,3765143419,178,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367911,10,1,1,0,25,3b4nxgvmwzstmoq6borytkwx1,1,46.7,28.2,2022-09-05T18:00:10.736Z,2022-09-08T08:14:18Z,3760920497,213,1.4,3760920493,141,45.7,3765143439,178,,3760920489,56,Back,3760920491,140,48.4,3760920495,212,12.0,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367915,11,1,1,0,29,3b4nxgvmwzstmoq6borytkwx1,1,47.5,41,2022-09-05T18:00:14.790Z,2022-09-08T08:14:25Z,3760920529,140,53.6,3760920531,141,5.2,3760920535,213,5.0,3765143509,178,,3760920533,212,25.2,3760920527,56,Right,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367931,12,1,1,0,32,3b4nxgvmwzstmoq6borytkwx1,1,54.4,6.4,2022-09-05T18:00:18.338Z,2022-09-08T08:14:39Z,3760920607,141,20.6,3760920603,56,Back,3760920605,140,45.7,3760920611,213,2.3,3765143639,178,,3760920609,212,13.3,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367933,13,1,1,0,35,3b4nxgvmwzstmoq6borytkwx1,1,43.7,33.4,2022-09-05T18:00:21.387Z,2022-09-08T08:14:45Z,3760920627,140,41.4,3760920633,213,1.7,3760920625,56,Back,3765143695,178,,3760920629,141,72.3,3760920631,212,26.6,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367939,14,1,1,0,39,3b4nxgvmwzstmoq6borytkwx1,1,41.7,72.6,2022-09-05T18:00:24.440Z,2022-09-08T08:14:48Z,3760920669,140,55.2,3760920675,213,0.8,3760920671,141,93.8,3765143719,178,,3760920673,212,20.2,3760920667,56,Left,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367943,15,1,1,0,41,3b4nxgvmwzstmoq6borytkwx1,1,54,91.5,2022-09-05T18:00:26.649Z,2022-09-08T08:14:51Z,3765143755,178,,3760920747,213,4.0,3760920743,141,76.0,3760920739,56,Back,3760920745,212,13.6,3760920741,140,45.8,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367951,16,1,1,0,43,3b4nxgvmwzstmoq6borytkwx1,1,43.5,69.9,2022-09-05T18:00:29.378Z,2022-09-08T08:14:55Z,3760920777,212,32.2,3760920781,213,4.6,3760920773,140,39.5,3765143809,178,,3760920783,1,,3760920771,56,Back,3760920775,141,23.0,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367965,17,1,1,0,47,3b4nxgvmwzstmoq6borytkwx1,1,38.7,19.2,2022-09-05T18:00:32.817Z,2022-09-08T08:14:59Z,3760920855,212,14.7,3760920851,140,49.4,3765143843,178,,3760920853,141,5.2,3760920857,213,5.6,3760920849,56,Back,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367971,18,1,1,0,49,3b4nxgvmwzstmoq6borytkwx1,1,49.4,5.2,2022-09-05T18:00:34.458Z,2022-09-08T08:15:03Z,3760920925,212,12.3,3760920921,140,38.4,3760920919,56,Back,3765143883,178,,3760920923,141,11.4,3760920927,213,2.8,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367975,19,1,1,0,52,3b4nxgvmwzstmoq6borytkwx1,1,38.1,18.2,2022-09-05T18:00:37.418Z,2022-09-08T08:15:07Z,3760920973,213,2.0,3760920967,140,30.9,3765143941,178,,3760920971,212,17.0,3760920965,56,Back,3760920969,141,40.6,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367987,20,1,1,0,55,3b4nxgvmwzstmoq6borytkwx1,1,31.1,38.3,2022-09-05T18:00:40.880Z,2022-09-08T08:15:11Z,3765144003,178,,3760921049,140,36.7,3760921053,212,15.4,3760921047,56,Back,3760921051,141,17.4,3760921055,213,5.1,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456367995,21,1,1,0,59,3b4nxgvmwzstmoq6borytkwx1,1,36.7,18.3,2022-09-05T18:00:44.619Z,2022-09-08T08:15:15Z,3760921105,141,37.3,3760921101,56,Back,3760921109,213,2.1,3760921103,140,29.3,3765144029,178,,3760921107,212,15.1,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368001,22,1,1,1,1,3b4nxgvmwzstmoq6borytkwx1,1,28.8,46,2022-09-05T18:00:47.299Z,2022-09-08T08:15:18Z,3760921151,212,19.2,3760921147,140,29.1,3760921149,141,74.2,3765144065,178,,3760921145,56,Back,3760921153,213,1.6,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368013,23,1,1,1,3,3b4nxgvmwzstmoq6borytkwx1,1,29.1,74.2,2022-09-05T18:00:48.906Z,2022-09-08T08:15:22Z,3765144117,178,,3760921223,56,Back,3760921227,141,95.7,3760921229,212,16.6,3760921231,213,1.1,3760921225,140,36.6,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368015,24,1,1,1,6,3b4nxgvmwzstmoq6borytkwx1,0,36.6,95.7,2022-09-05T18:00:51.600Z,2022-09-08T08:15:26Z,3760921239,141,100.0,3765144141,178,,3760921235,56,Back,3760921241,212,10.2,3760921243,213,0.4,3760921237,140,45.7,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368037,9,5,1,1,7,491xixnlsp75o7cr3w2gc1o0z,1,55.4,-1.2,2022-09-05T18:00:52.413Z,2022-09-08T08:15:33Z,3760921393,347,,3760921395,233,25,3760921391,56,Right,,,,,,,,,,,,,,,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368017,25,5,1,1,7,3b4nxgvmwzstmoq6borytkwx1,0,44.6,101.2,2022-09-05T18:00:52.413Z,2022-09-08T08:15:33Z,3760921247,347,,3760921245,56,Back,3760921399,233,9,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368055,10,1,1,1,18,491xixnlsp75o7cr3w2gc1o0z,1,58.9,0,2022-09-05T18:01:04.018Z,2022-09-08T08:18:46Z,3760921491,212,19.5,3760921489,141,11.9,3760921485,56,Right,3760921493,213,0.5,3760921487,140,75.3,3760921483,107,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368059,11,1,1,1,21,491xixnlsp75o7cr3w2gc1o0z,0,75.5,11,2022-09-05T18:01:07.168Z,2022-09-08T08:18:56Z,3760921513,212,3.5,3760921551,233,26,3760921507,56,Right,3760921517,213,4.4,3760921511,141,6.2,3765145719,178,,3760921509,140,74.4,,,,3yenbonc310rzql4ey73v7bsa,N. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368077,12,1,1,1,22,491xixnlsp75o7cr3w2gc1o0z,0,74.4,6.2,2022-09-05T18:01:07.862Z,2022-09-08T08:19:00Z,3764113451,233,26,3760921603,141,6.5,3760921607,213,3.0,3760921605,212,1.4,3760921601,140,73.1,3764113409,236,,3765145761,178,,3764113411,286,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,3760921599,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368065,26,74,1,1,22,3b4nxgvmwzstmoq6borytkwx1,1,36.6,95.7,2022-09-05T18:01:07.955Z,2022-09-08T08:19:04Z,3760921537,56,Back,3760921579,233,12,3765145791,178,,3760921539,285,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368083,13,5,1,1,23,491xixnlsp75o7cr3w2gc1o0z,1,73.4,-1,2022-09-05T18:01:08.483Z,2022-09-08T08:19:07Z,3760921639,347,,3760921645,233,27,3760921637,56,Right,,,,,,,,,,,,,,,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368069,27,5,1,1,23,3b4nxgvmwzstmoq6borytkwx1,0,26.6,101,2022-09-05T18:01:08.483Z,2022-09-08T08:19:07Z,3760921561,56,Back,3760921563,347,,3760921649,233,13,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368111,14,1,1,1,37,491xixnlsp75o7cr3w2gc1o0z,0,80.6,0,2022-09-05T18:01:23.341Z,2022-09-08T08:19:12Z,3760921889,212,14.9,3760921891,213,0.9,3760921881,107,,3760921885,140,89.5,3760921883,56,Right,3760921887,141,16.1,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368115,28,8,1,1,39,3b4nxgvmwzstmoq6borytkwx1,1,13.6,85,2022-09-05T18:01:24.553Z,2022-09-08T08:19:17Z,3760921903,56,Back,3764113783,384,,3765145899,178,,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368121,29,49,1,1,40,3b4nxgvmwzstmoq6borytkwx1,1,7.8,95,2022-09-05T18:01:25.838Z,2022-09-08T08:19:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368123,30,1,1,1,41,3b4nxgvmwzstmoq6borytkwx1,1,3.6,94.2,2022-09-05T18:01:26.789Z,2022-09-08T08:19:27Z,3760921953,212,19.2,3760921949,140,21.9,3760921955,213,6.3,3760921951,141,93.9,3760921947,56,Back,3765145979,178,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368127,31,1,1,1,42,3b4nxgvmwzstmoq6borytkwx1,0,26.2,84.5,2022-09-05T18:01:28.143Z,2022-09-08T08:19:31Z,3760921969,56,Back,3765146011,178,,3760936205,212,3.8,3760936203,141,82.4,3760936201,140,22.8,3760936207,213,3.5,,,,,,,5za437wrlqizff74n6uqodpzp,K. Gorré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368133,15,49,1,1,43,491xixnlsp75o7cr3w2gc1o0z,1,79.3,15.3,2022-09-05T18:01:28.985Z,2022-09-08T08:19:37Z,,,,,,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368147,16,1,1,1,44,491xixnlsp75o7cr3w2gc1o0z,0,79.3,16.7,2022-09-05T18:01:29.949Z,2022-09-08T08:19:42Z,3765146141,178,,3760922075,213,1.4,3760922071,212,4.9,3760922061,56,Center,3760922065,140,79.9,3760922067,141,23.9,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456964979,874,61,1,1,45,3b4nxgvmwzstmoq6borytkwx1,1,20.9,74.9,2022-09-05T18:01:30.781Z,2022-09-08T08:19:47Z,3765146165,178,,3764114039,56,Back,,,,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368153,17,61,1,1,45,491xixnlsp75o7cr3w2gc1o0z,1,80.5,45.8,2022-09-05T18:01:30.793Z,2022-09-08T08:20:02Z,3765146287,178,,3760922091,56,Center,3765146285,21,,,,,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368167,18,1,1,1,49,491xixnlsp75o7cr3w2gc1o0z,1,75,64.5,2022-09-05T18:01:34.950Z,2022-09-08T08:20:08Z,3760922169,140,69.0,3765146349,178,,3760922173,212,9.8,3760922175,213,2.3,3760922167,56,Center,3760922171,141,75.6,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368187,19,1,1,1,52,491xixnlsp75o7cr3w2gc1o0z,1,68.8,76.1,2022-09-05T18:01:37.675Z,2022-09-08T08:20:12Z,3760922283,140,88.2,3765146375,178,,3760922287,212,22.3,3760922289,213,0.4,3760922281,56,Left,3760922285,141,89.6,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368191,20,1,1,1,55,491xixnlsp75o7cr3w2gc1o0z,0,86,79.9,2022-09-05T18:01:41.380Z,2022-09-08T08:20:15Z,3760922307,212,15.4,3760922303,140,90.7,3765146389,178,,3764114569,223,,3760922301,56,Center,3760922305,141,58.4,3760922297,2,,3764114571,20,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,3760922309,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368205,32,12,1,1,56,3b4nxgvmwzstmoq6borytkwx1,1,12.6,41.2,2022-09-05T18:01:41.863Z,2022-09-08T08:20:23Z,3760922403,213,0.6,3765146453,178,,3760922397,140,36.4,3760922401,212,30.2,3760922399,141,66.1,3760922395,56,Back,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457162081,905,43,1,1,59,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-09-05T18:01:44.972Z,2022-09-08T09:00:52Z,3765168409,178,0,3765168625,144,82,,,,,,,,,,,,,,,,,,,3batawbh7y4sjkeo4hn34svzd,R. Boženík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368211,33,49,1,1,59,3b4nxgvmwzstmoq6borytkwx1,1,36.4,66.1,2022-09-05T18:01:44.982Z,2022-09-08T08:20:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3batawbh7y4sjkeo4hn34svzd,R. Boženík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368231,34,1,1,2,1,3b4nxgvmwzstmoq6borytkwx1,1,36.3,72.7,2022-09-05T18:01:46.439Z,2022-09-08T08:20:40Z,3760922529,213,0.6,3765146551,178,,3760922521,56,Left,3760922525,141,87.4,3760922527,212,18.6,3760922523,140,51.2,,,,,,,3batawbh7y4sjkeo4hn34svzd,R. Boženík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
