id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/11/value,qualifier/15/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2459008721,462,1,2,48,49,cgvbluoerzbzcr7aaxge3wkcv,1,27.9,75.2,2022-09-11T20:36:37.165Z,2022-09-14T04:12:17Z,3774987589,212,33.9,3774987591,213,0.4,3774987593,1,,3774987587,141,94.8,3774987583,56,Left,3774987585,140,57.6,3778748143,178,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008727,463,3,2,48,53,cgvbluoerzbzcr7aaxge3wkcv,0,64,88.4,2022-09-11T20:36:41.792Z,2022-09-14T04:12:37Z,3774987645,233,486,3774987619,286,,3778748189,178,,3774987617,56,Left,3776068905,464,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008723,486,7,2,48,53,26t6lvlpql4w5wu1ih73qpy36,0,36,11.6,2022-09-11T20:36:41.836Z,2022-09-14T04:12:26Z,3778748203,178,,3774987625,233,463,3776068969,385,,3774987599,285,,3774987597,56,Back,,,,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008743,464,1,2,48,57,cgvbluoerzbzcr7aaxge3wkcv,1,58.3,87.3,2022-09-11T20:36:45.465Z,2022-09-14T04:12:30Z,3774987751,141,80.3,3774987753,212,10.2,3774987755,213,3.6,3774987749,140,49.7,3778748219,178,,3774987747,56,Back,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008751,465,1,2,48,58,cgvbluoerzbzcr7aaxge3wkcv,1,49.7,80.3,2022-09-11T20:36:47.036Z,2022-09-14T04:12:47Z,3774987821,213,5.1,3778748291,178,,3774987813,56,Center,3774987815,140,54.5,3774987819,212,15.0,3774987817,141,59.6,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008773,466,1,2,49,1,cgvbluoerzbzcr7aaxge3wkcv,1,54.3,57.6,2022-09-11T20:36:49.217Z,2022-09-14T04:12:52Z,3778748295,178,,3774988043,212,29.3,3774988041,141,68.0,3774988045,213,0.2,3774988037,56,Center,3774988039,140,81.4,3774988035,155,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008787,467,1,2,49,6,cgvbluoerzbzcr7aaxge3wkcv,1,90,80.6,2022-09-11T20:36:54.807Z,2022-09-14T04:12:58Z,3774988135,140,78.5,3774988133,56,Center,3774988139,212,13.4,3774988137,141,72.2,3774988141,213,3.6,3778748317,178,,,,,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008801,468,1,2,49,8,cgvbluoerzbzcr7aaxge3wkcv,1,75.7,72.5,2022-09-11T20:36:57.005Z,2022-09-14T04:13:00Z,3774988225,56,Center,3778748325,178,,3774988233,213,4.4,3774988231,212,14.0,3774988229,141,53.0,3774988227,140,71.3,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008833,469,1,2,49,10,cgvbluoerzbzcr7aaxge3wkcv,1,71.7,51.8,2022-09-11T20:36:58.852Z,2022-09-14T04:13:03Z,3778748341,178,,3774988407,56,Right,3774988409,140,80.3,3774988415,213,5.1,3774988413,212,27.1,3774988411,141,14.2,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008835,470,1,2,49,13,cgvbluoerzbzcr7aaxge3wkcv,0,89.6,14.3,2022-09-11T20:37:02.015Z,2022-09-14T04:13:08Z,3774988431,141,49.6,3774988433,212,24.1,3778748357,178,,3774988429,140,91.9,3774988435,213,1.5,3774988427,56,Center,3776071179,224,,3776071181,20,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,3774988423,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008861,487,12,2,49,14,26t6lvlpql4w5wu1ih73qpy36,1,7.6,54.2,2022-09-11T20:37:03.006Z,2022-09-14T04:13:16Z,3774988589,212,15.8,3774988591,213,2.2,3774988587,141,73.4,3774988627,167,,3778748377,178,,3774988583,56,Back,3774988585,140,0.0,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008845,471,6,2,49,16,cgvbluoerzbzcr7aaxge3wkcv,1,96.4,38.1,2022-09-11T20:37:05.133Z,2022-09-14T04:13:19Z,3774988507,56,Center,3774988509,75,,3774988651,233,488,,,,,,,,,,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008863,488,6,2,49,16,26t6lvlpql4w5wu1ih73qpy36,0,3.6,61.9,2022-09-11T20:37:05.133Z,2022-09-14T04:13:19Z,3774988659,233,471,3774988601,73,,3774988599,56,Back,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008985,472,1,2,49,40,cgvbluoerzbzcr7aaxge3wkcv,0,99.5,0.5,2022-09-11T20:37:28.235Z,2022-09-14T04:13:30Z,3774989447,212,28.7,3774989435,6,,3774989449,213,1.9,3776071293,20,,3774989443,140,90.4,3778748449,178,,3774989433,2,,3774989441,56,Center,e6ztipndwfp33c6j7yebsyx91,Guga,3774989437,155,,3774989445,141,3774989439,224,,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008993,489,12,2,49,41,26t6lvlpql4w5wu1ih73qpy36,1,7.7,53.6,2022-09-11T20:37:29.574Z,2022-09-14T04:13:33Z,3774989519,140,21.8,3774989517,56,Back,3774989525,213,0.5,3774989569,15,,3774989521,141,65.6,3774989523,212,16.9,3778748483,388,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459008999,473,13,2,49,43,cgvbluoerzbzcr7aaxge3wkcv,1,77.9,39.4,2022-09-11T20:37:31.569Z,2022-09-14T04:13:38Z,3774989761,20,,3774989561,56,Center,3774990185,147,48.4,3774990181,153,,3774990171,73,,3774990175,103,11.1,3778748523,178,,3774990177,215,,1u12u8adgqxh2aaobf9xdo91x,Joca,3774990179,458,,3774990183,146,3774989559,18,,87.9,3774991939,25,3774990173,102,3774990189,231,48.7,62.0,3774990187,230,98.4,,,,,,,,,,,,,,,,,,
2459009015,490,12,2,49,43,26t6lvlpql4w5wu1ih73qpy36,1,12.4,55.7,2022-09-11T20:37:31.940Z,2022-09-14T04:13:42Z,3776072025,140,32.0,3776072027,141,54.4,3774989641,56,Back,3776072031,213,6.2,3776072029,212,20.6,3778748535,178,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009029,475,13,2,49,45,cgvbluoerzbzcr7aaxge3wkcv,1,69.4,46,2022-09-11T20:37:34.046Z,2022-09-14T04:13:45Z,3774992963,77,,3774989703,56,Center,3774990461,230,99.4,3774990451,102,56.6,3774990455,215,,3774989701,18,,3774990279,20,,3774990459,458,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,3774990457,328,,3774990277,25,3778748565,178,,,3774990463,231,3774990453,103,,,,91.7,,,,,,,,,,,,50.2,,,,,,,,,
2459009023,474,5,2,49,48,cgvbluoerzbzcr7aaxge3wkcv,0,100.8,56.2,2022-09-11T20:37:36.174Z,2022-09-14T04:13:48Z,3774989685,56,Center,3774989687,346,,3774989749,233,491,,,,,,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009027,491,5,2,49,48,26t6lvlpql4w5wu1ih73qpy36,1,-0.8,43.8,2022-09-11T20:37:36.174Z,2022-09-14T04:13:47Z,3774989693,56,Back,3774989695,346,,3774989711,233,474,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009107,492,1,2,50,2,26t6lvlpql4w5wu1ih73qpy36,1,4.9,48.7,2022-09-11T20:37:51.146Z,2022-09-14T04:13:49Z,3774990369,213,5.0,3774990377,237,,3774990359,140,7.8,3774990365,212,12.2,3774990361,141,31.4,3774990351,124,,3774990355,56,Back,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009161,493,1,2,50,3,26t6lvlpql4w5wu1ih73qpy36,1,7.8,31.4,2022-09-11T20:37:51.661Z,2022-09-14T04:13:54Z,3774990717,213,5.6,3774990715,212,21.7,3774990709,56,Back,3774990711,140,23.6,3774990713,141,10.9,3778748619,178,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009187,494,1,2,50,12,26t6lvlpql4w5wu1ih73qpy36,1,32.4,6.5,2022-09-11T20:38:00.227Z,2022-09-14T04:13:56Z,3774990889,213,2.5,3774990887,212,21.4,3778748627,178,,3774990885,141,25.0,3774990883,140,15.9,3774990881,56,Back,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009211,495,1,2,50,15,26t6lvlpql4w5wu1ih73qpy36,1,15.9,25,2022-09-11T20:38:03.556Z,2022-09-14T04:14:01Z,3774991025,140,14.4,3774991023,56,Back,3774991027,141,69.0,3778748701,178,,3774991029,212,30.0,3774991031,213,1.6,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009235,496,1,2,50,18,26t6lvlpql4w5wu1ih73qpy36,1,14.4,69.2,2022-09-11T20:38:06.830Z,2022-09-14T04:14:04Z,3774991227,56,Back,3774991233,212,14.9,3774991231,141,52.1,3774991229,140,5.5,3774991235,213,4.0,3778748713,178,,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009249,497,1,2,50,21,26t6lvlpql4w5wu1ih73qpy36,1,5,48.5,2022-09-11T20:38:09.933Z,2022-09-14T04:14:07Z,3774991337,141,3.4,3774991341,213,5.3,3774991343,1,,3774991339,212,37.8,3778748717,178,,3774991335,140,26.1,3774991331,155,,3774991333,56,Back,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009259,498,1,2,50,24,26t6lvlpql4w5wu1ih73qpy36,0,26.1,3.4,2022-09-11T20:38:12.212Z,2022-09-14T04:14:09Z,3774991407,56,Back,3774991409,140,23.3,3774991415,213,2.0,3774991413,212,7.0,3774991411,141,12.8,3778748749,388,,3774991405,3,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459723487,1454,43,2,50,25,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-11T20:38:13.514Z,2022-09-14T06:21:41Z,3778795349,144,82,3778766225,178,0,,,,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009287,476,49,2,50,25,cgvbluoerzbzcr7aaxge3wkcv,1,77.2,78.9,2022-09-11T20:38:13.542Z,2022-09-14T04:14:13Z,,,,,,,,,,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009341,477,1,2,50,26,cgvbluoerzbzcr7aaxge3wkcv,1,76.7,80.1,2022-09-11T20:38:14.960Z,2022-09-14T04:14:17Z,3774991803,56,Left,3774991805,140,69.3,3774991807,141,87.3,3778748769,178,,3774991811,213,2.6,3774991809,212,9.2,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009359,478,1,2,50,31,cgvbluoerzbzcr7aaxge3wkcv,1,72.7,91.1,2022-09-11T20:38:19.266Z,2022-09-14T04:14:21Z,3774991897,56,Left,3774991899,140,71.1,3774991903,212,3.6,3774991901,141,86.4,3774991905,213,4.2,3778748777,178,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459728825,1537,67,2,50,31,cgvbluoerzbzcr7aaxge3wkcv,1,70.5,81.2,2022-09-11T20:38:19.969Z,2022-09-14T06:28:23Z,3778795543,233,1546,,,,,,,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459728819,1546,67,2,50,31,26t6lvlpql4w5wu1ih73qpy36,0,29.5,18.8,2022-09-11T20:38:19.970Z,2022-09-14T06:22:01Z,3778795551,233,1537,,,,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459723549,1462,43,2,50,31,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-11T20:38:19.985Z,2022-09-14T05:07:24Z,3778766465,178,0,3778766481,144,82,,,,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009367,479,1,2,50,31,cgvbluoerzbzcr7aaxge3wkcv,0,71,86.4,2022-09-11T20:38:19.993Z,2022-09-14T06:28:23Z,3774991957,141,86.7,3774991959,212,1.8,3774992017,286,,3778748805,178,,3774991953,56,Left,3774992013,233,499,3774991961,213,0.1,3774991955,140,72.7,e6ztipndwfp33c6j7yebsyx91,Guga,3774992011,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459723557,1471,43,2,50,31,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-09-11T20:38:20.048Z,2022-09-14T06:21:55Z,3778766527,233,1463,3778795471,144,67,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459723555,1463,43,2,50,31,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-11T20:38:20.049Z,2022-09-14T06:21:54Z,3778795469,144,67,3778766531,233,1471,,,,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009371,499,74,2,50,31,26t6lvlpql4w5wu1ih73qpy36,1,31.1,13.3,2022-09-11T20:38:20.063Z,2022-09-14T05:44:31Z,3774992027,233,479,3778749717,178,,3774991981,56,Back,3774991983,285,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009379,500,61,2,50,33,26t6lvlpql4w5wu1ih73qpy36,0,29.5,2.6,2022-09-11T20:38:22.124Z,2022-09-14T04:16:47Z,3774992055,56,Back,3778749901,178,,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009483,480,5,2,50,34,cgvbluoerzbzcr7aaxge3wkcv,1,71.1,101.2,2022-09-11T20:38:22.764Z,2022-09-14T04:16:49Z,3774992695,347,,3774992713,233,501,3774992693,56,Left,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009389,501,5,2,50,34,26t6lvlpql4w5wu1ih73qpy36,0,28.9,-1.2,2022-09-11T20:38:22.764Z,2022-09-14T04:16:49Z,3774992097,56,Back,3774992733,233,480,3774992099,347,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009527,481,1,2,50,48,cgvbluoerzbzcr7aaxge3wkcv,1,72.4,100,2022-09-11T20:38:36.418Z,2022-09-14T04:16:54Z,3774992993,213,5.5,3774992991,212,30.1,3774992995,1,,3774992987,140,92.4,3774992989,141,70.2,3774992983,107,,3774992985,56,Center,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009531,482,1,2,50,52,cgvbluoerzbzcr7aaxge3wkcv,0,98.8,68.3,2022-09-11T20:38:40.425Z,2022-09-14T04:17:00Z,3778750013,178,,3774993015,212,8.6,3774993009,56,Center,3774993011,140,99.1,3774993013,141,55.7,3774993017,213,4.7,,,,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009523,502,52,2,50,53,26t6lvlpql4w5wu1ih73qpy36,1,1.2,44.3,2022-09-11T20:38:41.838Z,2022-09-14T04:17:02Z,3778750029,178,,3776073697,376,,,,,,,,,,,,,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009571,503,1,2,51,2,26t6lvlpql4w5wu1ih73qpy36,1,14.4,47.8,2022-09-11T20:38:50.635Z,2022-09-14T04:17:04Z,3774993365,213,0.7,3774993745,189,,3774993363,212,16.0,3774993361,141,62.4,3774993355,123,,3774993357,56,Back,3778750045,178,,3774993359,140,26.4,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009577,504,1,2,51,5,26t6lvlpql4w5wu1ih73qpy36,1,27,63,2022-09-11T20:38:53.985Z,2022-09-14T04:17:13Z,3774993395,141,95.3,3774993391,56,Back,3774993393,140,39.6,3774993397,212,25.6,3774993399,213,1.0,3778750083,178,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009635,505,1,2,51,8,26t6lvlpql4w5wu1ih73qpy36,1,40.6,96.5,2022-09-11T20:38:56.366Z,2022-09-14T04:17:16Z,3774993689,141,84.2,3774993687,140,37.5,3774993691,212,9.0,3774993693,213,4.3,3774993685,56,Back,3778750107,178,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009671,506,1,2,51,11,26t6lvlpql4w5wu1ih73qpy36,1,38.5,78.3,2022-09-11T20:38:59.752Z,2022-09-14T04:17:21Z,3778750131,178,,3774993925,212,20.5,3774993921,140,33.0,3774993923,141,49.4,3774993919,56,Back,3774993927,213,4.4,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009707,507,1,2,51,15,26t6lvlpql4w5wu1ih73qpy36,1,32.9,47.5,2022-09-11T20:39:03.446Z,2022-09-14T04:17:24Z,3774994115,141,8.2,3774994113,140,45.5,3774994111,56,Back,3778750185,178,,3774994119,213,5.2,3774994117,212,29.8,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009737,508,1,2,51,19,26t6lvlpql4w5wu1ih73qpy36,0,47,5,2022-09-11T20:39:07.161Z,2022-09-14T04:17:27Z,3774994289,213,0.3,3778750197,178,,3774994291,1,,3774994287,212,43.3,3774994281,56,Center,3774994283,140,85.9,3774994285,141,26.0,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009749,483,52,2,51,23,cgvbluoerzbzcr7aaxge3wkcv,1,14.2,73.8,2022-09-11T20:39:11.264Z,2022-09-14T04:17:35Z,3776074023,376,,3778750259,178,,,,,,,,,,,,,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009765,484,1,2,51,23,cgvbluoerzbzcr7aaxge3wkcv,1,13.8,71.3,2022-09-11T20:39:11.528Z,2022-09-14T04:17:39Z,3774994439,140,18.3,3774994443,212,5.8,3774994441,141,66.3,3774994445,213,5.7,3778750287,178,,3774994437,56,Back,3774994435,123,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009797,485,1,2,51,25,cgvbluoerzbzcr7aaxge3wkcv,1,19.3,65.7,2022-09-11T20:39:13.865Z,2022-09-14T04:17:42Z,3774994627,56,Back,3774994631,141,62.9,3774994633,212,10.1,3774994635,213,6.1,3774994629,140,28.7,3778750301,178,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009869,486,1,2,51,29,cgvbluoerzbzcr7aaxge3wkcv,1,32.9,66.9,2022-09-11T20:39:17.855Z,2022-09-14T04:17:46Z,3774995007,140,47.3,3774995011,212,24.9,3774995013,213,0.9,3774995009,141,96.0,3774995005,56,Back,3778750309,178,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009929,487,1,2,51,34,cgvbluoerzbzcr7aaxge3wkcv,1,54.4,88.7,2022-09-11T20:39:22.956Z,2022-09-14T04:17:50Z,3778750349,178,,3774995367,141,60.0,3774995369,212,26.1,3774995371,213,4.0,3774995363,56,Back,3774995365,140,37.9,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459723691,1474,43,2,51,38,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-11T20:39:27.103Z,2022-09-14T05:09:45Z,3778767137,144,82,3778767105,178,0,,,,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009977,488,1,2,51,41,cgvbluoerzbzcr7aaxge3wkcv,1,44.3,54.3,2022-09-11T20:39:30.065Z,2022-09-14T04:17:55Z,3778750379,178,,3774995619,212,13.7,3774995617,141,74.1,3774995621,213,1.4,3774995615,140,46.9,3774995613,56,Back,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459009989,489,1,2,51,46,cgvbluoerzbzcr7aaxge3wkcv,0,53.3,78.3,2022-09-11T20:39:34.944Z,2022-09-14T04:17:58Z,3774995703,56,Left,3774995705,140,70.0,3774995707,141,79.7,3774995711,213,0.1,3774995709,212,17.6,3778750399,178,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459010005,509,1,2,51,47,26t6lvlpql4w5wu1ih73qpy36,1,33.4,17,2022-09-11T20:39:35.882Z,2022-09-14T04:18:01Z,3774995835,213,6.1,3774995829,140,44.5,3774995833,212,12.0,3774995831,141,13.1,3774995827,56,Back,3778750417,178,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459010009,510,49,2,51,50,26t6lvlpql4w5wu1ih73qpy36,1,44.5,13.1,2022-09-11T20:39:38.183Z,2022-09-14T04:18:05Z,,,,,,,,,,,,,,,,,,,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459010097,511,1,2,51,52,26t6lvlpql4w5wu1ih73qpy36,1,61.8,25.4,2022-09-11T20:39:40.809Z,2022-09-14T04:18:08Z,3778750507,178,,3774996437,213,5.9,3774996433,141,11.5,3774996431,140,81.4,3774996435,212,22.6,3774996429,56,Right,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459723947,1482,83,2,51,57,cgvbluoerzbzcr7aaxge3wkcv,1,9.2,70.8,2022-09-11T20:39:45.373Z,2022-09-14T05:14:20Z,3778768371,399,219969,,,,,,,,,,,,,,,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459010099,512,50,2,51,59,26t6lvlpql4w5wu1ih73qpy36,1,98,30.9,2022-09-11T20:39:48.129Z,2022-09-14T04:18:23Z,3776085893,233,490,3774996447,56,Center,3774996449,286,,,,,,,,,,,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459010127,490,7,2,52,0,cgvbluoerzbzcr7aaxge3wkcv,1,2,69.1,2022-09-11T20:39:48.326Z,2022-09-14T04:18:26Z,3776074787,385,,3774996579,167,,3774996583,285,,3774996581,56,Back,3778750647,178,,3774996591,233,512,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
