id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/11/value,qualifier/15/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2513110843,388,61,1,49,21,bwt8yfk8rkcwiwyr0mopd7wqd,1,67.3,12.7,2023-02-26T21:22:31.262Z,2023-03-01T05:02:25Z,4060695861,56,Right,4064576231,21,,4064576233,178,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513110863,419,61,1,49,21,66bsnl0zjb7l5akwo00h0y5me,1,31.4,92.1,2023-02-26T21:22:31.663Z,2023-03-01T05:02:41Z,4064576299,178,,4060695971,56,Back,,,,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513110877,389,5,1,49,23,bwt8yfk8rkcwiwyr0mopd7wqd,1,67.8,-1.4,2023-02-26T21:22:33.713Z,2023-03-01T05:02:51Z,4060696067,233,420,4060696045,347,,4060696043,56,Right,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513110871,420,5,1,49,23,66bsnl0zjb7l5akwo00h0y5me,0,32.2,101.4,2023-02-26T21:22:33.713Z,2023-03-01T05:02:51Z,4060696077,233,389,4060695993,56,Back,4060695995,347,,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513110961,390,1,1,49,37,bwt8yfk8rkcwiwyr0mopd7wqd,1,69.2,0,2023-02-26T21:22:47.801Z,2023-03-01T05:02:54Z,4060696543,140,81.2,4060696545,141,8.8,4060696549,213,0.5,4060696547,212,14.4,4060696541,56,Right,4060696539,107,,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513110973,391,1,1,49,40,bwt8yfk8rkcwiwyr0mopd7wqd,1,80.8,11.9,2023-02-26T21:22:50.815Z,2023-03-01T05:03:02Z,4060696607,212,7.0,4060696609,213,5.4,4060696601,56,Right,4060696605,141,4.0,4060696603,140,85.0,4064576431,388,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513110981,392,3,1,49,42,bwt8yfk8rkcwiwyr0mopd7wqd,0,87,10.4,2023-02-26T21:22:53.031Z,2023-03-01T05:03:08Z,4060696773,233,421,4060696643,286,,4063793165,464,,4060696641,56,Right,4064576463,178,,,,,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111001,421,7,1,49,43,66bsnl0zjb7l5akwo00h0y5me,0,13,89.6,2023-02-26T21:22:53.218Z,2023-03-01T05:03:12Z,4063793007,385,,4060696755,56,Back,4060696757,285,,4060696767,233,392,4064576501,178,,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111025,393,1,1,49,48,bwt8yfk8rkcwiwyr0mopd7wqd,1,83.9,5.2,2023-02-26T21:22:58.158Z,2023-03-01T05:03:20Z,4060696901,212,4.3,4064576525,178,,4060696903,213,2.9,4060696897,140,79.9,4060696899,141,6.7,4060696895,56,Right,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111051,394,1,1,49,49,bwt8yfk8rkcwiwyr0mopd7wqd,1,80.5,7,2023-02-26T21:22:59.627Z,2023-03-01T05:03:25Z,4060697035,140,81.9,4064576563,178,,4060697037,141,4.3,4060697039,212,2.4,4060697041,213,5.4,4060697033,56,Right,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111085,395,1,1,49,51,bwt8yfk8rkcwiwyr0mopd7wqd,1,80.9,2.9,2023-02-26T21:23:01.299Z,2023-03-01T05:03:28Z,4060697229,141,13.6,4060697221,56,Right,4060697235,213,2.8,4060697225,140,61.5,4060697231,212,21.6,4064576571,178,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111099,396,1,1,49,54,bwt8yfk8rkcwiwyr0mopd7wqd,1,62.8,13.1,2023-02-26T21:23:04.395Z,2023-03-01T05:03:31Z,4064576599,178,,4060697333,140,74.3,4060697329,155,,4060697335,141,27.1,4060697331,56,Center,4060697339,213,0.7,4060697337,212,15.4,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111103,397,61,1,49,55,bwt8yfk8rkcwiwyr0mopd7wqd,0,74.5,27.1,2023-02-26T21:23:05.332Z,2023-03-01T05:03:36Z,4064576629,178,,4060697343,56,Center,,,,,,,,,,,,,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111107,423,49,1,49,56,66bsnl0zjb7l5akwo00h0y5me,1,26.7,73.4,2023-02-26T21:23:06.179Z,2023-03-01T05:03:39Z,,,,,,,,,,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111113,424,1,1,49,56,66bsnl0zjb7l5akwo00h0y5me,0,26.7,73.4,2023-02-26T21:23:06.208Z,2023-03-01T05:03:43Z,4060697389,56,Back,4060697395,212,9.7,4060697391,140,34.7,4060697397,213,0.5,4064576669,178,,4060697393,141,80.4,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111101,422,43,1,49,56,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:23:06.836Z,2023-02-26T22:35:20Z,4060843895,144,49,,,,,,,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111115,398,49,1,49,58,bwt8yfk8rkcwiwyr0mopd7wqd,1,71.6,23.3,2023-02-26T21:23:08.142Z,2023-03-01T05:03:47Z,,,,,,,,,,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111131,399,1,1,49,58,bwt8yfk8rkcwiwyr0mopd7wqd,1,71.6,23.3,2023-02-26T21:23:08.192Z,2023-03-01T05:03:49Z,4060697503,212,11.5,4060697499,140,80.7,4060697497,56,Right,4060697505,213,5.7,4064576723,178,,4060697501,141,13.9,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111133,400,1,1,50,0,bwt8yfk8rkcwiwyr0mopd7wqd,0,79.5,17.3,2023-02-26T21:23:10.971Z,2023-03-01T05:03:53Z,4060697517,56,Center,4060697519,140,79.0,4060697525,212,4.9,4060697527,213,1.7,4064576737,178,,4060697523,141,24.5,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111145,425,1,1,50,1,66bsnl0zjb7l5akwo00h0y5me,1,20.8,69.7,2023-02-26T21:23:11.474Z,2023-03-01T05:03:57Z,4060701351,212,5.9,4064576757,178,,4060697597,56,Back,4060701347,140,17.1,4060701349,141,76.3,4060701353,213,2.3,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111155,426,1,1,50,1,66bsnl0zjb7l5akwo00h0y5me,0,13.8,76.5,2023-02-26T21:23:11.722Z,2023-03-01T05:03:59Z,4064576777,178,,4060697685,1,,4060697681,213,0.7,4060697673,141,95.2,4060697677,212,20.6,4060697663,56,Back,4060697657,157,,4060697667,140,29.2,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111165,401,61,1,50,4,bwt8yfk8rkcwiwyr0mopd7wqd,0,74.6,2.5,2023-02-26T21:23:14.951Z,2023-03-01T05:04:09Z,4064576833,178,,4060697783,56,Right,,,,,,,,,,,,,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111237,402,5,1,50,5,bwt8yfk8rkcwiwyr0mopd7wqd,0,70.6,-1.4,2023-02-26T21:23:16.021Z,2023-03-01T05:04:14Z,4060700887,233,427,4060698155,56,Right,4060698159,347,,,,,,,,,,,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111169,427,5,1,50,5,66bsnl0zjb7l5akwo00h0y5me,1,29.4,101.4,2023-02-26T21:23:16.021Z,2023-03-01T05:04:14Z,4060700879,233,402,4060697809,347,,4060697807,56,Back,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111215,428,1,1,50,10,66bsnl0zjb7l5akwo00h0y5me,1,25.4,100,2023-02-26T21:23:21.034Z,2023-03-01T05:04:22Z,4060698033,140,13.2,4060698039,213,3.9,4060698031,56,Back,4060698037,212,18.1,4060698029,107,,4060698035,141,83.1,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111241,403,30,1,50,12,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-26T21:23:22.639Z,2023-03-01T05:04:26Z,4060698179,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111239,430,30,1,50,12,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:23:22.639Z,2023-03-01T05:04:26Z,4060698177,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513111233,429,43,1,50,14,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:23:24.163Z,2023-02-28T17:11:36Z,4060698141,212,30.2,4060698137,140,20.3,4060698139,141,32.9,4060698135,56,Back,4063798873,144,1,4060698143,213,5.0,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513118903,432,18,2,45,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:40:03.707Z,2023-02-26T21:40:04Z,4060740633,55,433,4060740595,42,,4060740599,59,22,4060740597,44,Defender,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513118909,433,19,2,45,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:40:03.708Z,2023-02-26T21:40:04Z,4060740611,42,,4060740619,292,3,4060740617,59,12,4060740615,145,3,4060740621,293,1,4060740625,55,432,4060740623,44,Defender,,,,19s3ei718jouszy30uxli8xd5,Z. Sanusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119473,435,18,2,45,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:40:47.376Z,2023-02-26T21:41:13Z,4060743713,42,,4060743715,44,Forward,4060743717,59,19,4060743767,55,436,,,,,,,,,,,,,f3zl8ymo5ttze20sffzk044q1,D. Namaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119481,436,19,2,45,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:40:47.377Z,2023-02-26T21:41:22Z,4060743763,55,435,4060743753,42,,4060744167,293,1,4060744165,292,8,4060743757,145,9,4060743761,44,Forward,4060743759,59,70,,,,cdir3jevzi4o8edgtfwu6jfca,Gonçalo Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119333,405,32,2,45,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-26T21:40:57.376Z,2023-02-26T21:40:57Z,4060743039,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119349,434,32,2,45,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:40:57.376Z,2023-02-28T23:23:37Z,4060743119,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119359,406,1,2,45,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,49.9,49.9,2023-02-26T21:40:57.394Z,2023-03-01T04:35:33Z,4060743177,141,45.8,4060743185,279,S,4064566251,178,,4060743181,212,15.6,4060743173,140,35.3,4060743169,56,Back,4060743183,213,3.3,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119513,437,40,2,45,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T21:40:58.375Z,2023-03-01T05:33:31Z,4060743975,130,8,4060743977,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 0, 0, 0, 0, 0, 0",4060743971,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 5, 5, 5, 5, 5, 5, 5",4060743979,194,58i5y98ceb55anpucpru7skb9,4060743973,59,"99, 11, 12, 46, 3, 5, 25, 8, 9, 70, 2, 14, 16, 17, 20, 29, 87",4060743969,30,"d79vlrccz170hzdh35nhsf1ed, a6r2hqalh9ydoy2a8uv9rztux, 19s3ei718jouszy30uxli8xd5, cpmfjroqtibaahb1dr66pl2i1, 58i5y98ceb55anpucpru7skb9, 37usxvspofewb3djlg67lp1hx, 8y0e1y90ih393h7zv7srfot79, el6dn7kq3815p2zd4rppzzw7p, 97vuoqg0x9nx56dmd9u5e12hh, cdir3jevzi4o8edgtfwu6jfca, 3enoici51osego5k1w41fuaqd, xbk4zraauvq1cj1w5yz08kb9, 5966ij9cde66bhi1g39kxia51, 5m1fht9uevn186asz8awhxjah, 4j6h9mgau5uaxlm589qlc6rjd, 1nd8l0ofw9x779c0ufwbbo4ph, 6mujhf0gz4dviowpil1bsyk4q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119371,407,1,2,45,1,bwt8yfk8rkcwiwyr0mopd7wqd,1,35.3,45.8,2023-02-26T21:40:59.326Z,2023-03-01T04:35:37Z,4060743219,56,Back,4064566267,178,,4060743221,140,30.8,4060743227,213,4.5,4060743225,212,20.3,4060743223,141,16.7,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119403,408,1,2,45,3,bwt8yfk8rkcwiwyr0mopd7wqd,1,30.8,16.7,2023-02-26T21:41:00.499Z,2023-03-01T04:35:40Z,4060743383,141,38.9,4060743387,213,2.3,4060743381,140,17.0,4060743385,212,20.9,4064566283,178,,4060743379,56,Back,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119449,409,1,2,45,5,bwt8yfk8rkcwiwyr0mopd7wqd,1,17,38.9,2023-02-26T21:41:03.244Z,2023-03-01T04:35:43Z,4064566293,178,,4060743591,141,80.3,4060743595,213,1.4,4060743587,56,Back,4060743589,140,21.7,4060743593,212,28.6,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119467,410,1,2,45,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,23.5,79.1,2023-02-26T21:41:08.161Z,2023-03-01T04:36:24Z,4064566489,178,,4060743683,56,Back,4060743691,213,4.5,4060743685,140,19.0,4060743687,141,37.3,4060743689,212,28.8,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119495,411,1,2,45,14,bwt8yfk8rkcwiwyr0mopd7wqd,1,20.5,37,2023-02-26T21:41:11.685Z,2023-03-01T04:36:27Z,4064566509,178,,4060743823,56,Back,4060743833,212,19.3,4060743831,141,56.9,4060743825,140,7.4,4060743835,213,2.4,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119521,412,1,2,45,16,bwt8yfk8rkcwiwyr0mopd7wqd,1,7.4,56.9,2023-02-26T21:41:13.791Z,2023-03-01T04:36:33Z,4064566537,178,,4060744015,213,1.4,4060744009,140,12.7,4060744011,141,94.7,4060744007,56,Back,4060744013,212,26.3,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119553,413,1,2,45,19,bwt8yfk8rkcwiwyr0mopd7wqd,0,11.5,93.6,2023-02-26T21:41:16.620Z,2023-03-01T04:36:36Z,4060744183,212,48.4,4060744169,155,,4060744187,1,,4060744181,141,100.0,4060744185,213,0.1,4060744177,56,Left,4060744179,140,57.4,4064566557,178,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119559,414,5,2,45,23,bwt8yfk8rkcwiwyr0mopd7wqd,0,56.2,101,2023-02-26T21:41:20.730Z,2023-03-01T04:36:40Z,4060744205,347,,4060744201,56,Left,4060744383,233,438,,,,,,,,,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119589,438,5,2,45,23,66bsnl0zjb7l5akwo00h0y5me,1,43.8,-1,2023-02-26T21:41:20.730Z,2023-03-01T04:36:39Z,4060744365,56,Back,4060744367,347,,4060744375,233,414,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119591,439,1,2,45,28,66bsnl0zjb7l5akwo00h0y5me,1,51,0,2023-02-26T21:41:25.535Z,2023-03-01T04:36:43Z,4060744401,213,2.5,4060744397,141,7.9,4060744399,212,11.2,4060744391,107,,4060744395,140,42.4,4060744393,56,Back,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119607,440,1,2,45,29,66bsnl0zjb7l5akwo00h0y5me,1,42.4,7.9,2023-02-26T21:41:27.241Z,2023-03-01T04:36:46Z,4064566619,178,,4060744503,213,3.3,4060744501,212,10.4,4060744497,140,32.7,4060744499,141,4.8,4060744495,56,Back,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119655,441,1,2,45,33,66bsnl0zjb7l5akwo00h0y5me,1,28.7,8.8,2023-02-26T21:41:30.593Z,2023-03-01T04:36:49Z,4060744799,56,Back,4060744803,141,37.8,4064566627,178,,4060744801,140,11.3,4060744807,213,2.3,4060744805,212,26.9,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119695,442,1,2,45,38,66bsnl0zjb7l5akwo00h0y5me,1,12.1,38.9,2023-02-26T21:41:36.298Z,2023-03-01T04:36:52Z,4060745093,141,6.4,4060745087,155,,4060745095,212,38.8,4060745089,56,Back,4060745099,1,,4064566645,178,,4060745097,213,5.7,4060745091,140,42.5,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119705,443,3,2,45,42,66bsnl0zjb7l5akwo00h0y5me,0,56.2,7,2023-02-26T21:41:39.744Z,2023-03-01T04:37:03Z,4064566709,178,,4063802035,465,,4060745131,286,,4060745129,56,Right,4060745161,233,415,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119703,415,7,2,45,43,bwt8yfk8rkcwiwyr0mopd7wqd,0,43.8,93,2023-02-26T21:41:40.750Z,2023-03-01T04:37:08Z,4064566739,178,,4060745113,56,Back,4063801991,383,,4060745147,233,443,4060745115,285,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119715,444,1,2,45,45,66bsnl0zjb7l5akwo00h0y5me,0,61.3,6.6,2023-02-26T21:41:42.770Z,2023-03-01T04:37:16Z,4060745193,140,62.2,4060745213,233,416,4064566783,178,,4060745195,141,7.5,4060745191,56,Right,4060745199,213,0.6,4060745197,212,1.1,4060745211,236,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,4060745217,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119717,416,74,2,45,45,bwt8yfk8rkcwiwyr0mopd7wqd,1,37.8,94.5,2023-02-26T21:41:42.863Z,2023-03-01T04:37:20Z,4060745207,56,Back,4060745209,285,,4060745225,233,444,4064566807,178,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119725,417,5,2,45,48,bwt8yfk8rkcwiwyr0mopd7wqd,0,42.8,101.8,2023-02-26T21:41:45.525Z,2023-03-01T04:37:24Z,4060745347,233,445,4060745243,56,Back,4060745245,347,,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119737,445,5,2,45,48,66bsnl0zjb7l5akwo00h0y5me,1,57.2,-1.8,2023-02-26T21:41:45.525Z,2023-03-01T04:37:23Z,4060745343,233,417,4060745325,56,Right,4060745327,347,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119793,446,1,2,45,55,66bsnl0zjb7l5akwo00h0y5me,1,54.7,0,2023-02-26T21:41:52.401Z,2023-03-01T04:37:27Z,4060745657,141,3.7,4060745651,107,,4060745659,212,13.6,4060745661,213,0.3,4060745655,140,67.1,4060745653,56,Right,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513847997,1043,83,2,45,57,bwt8yfk8rkcwiwyr0mopd7wqd,1,31.4,95.8,2023-02-26T21:41:54.487Z,2023-03-01T05:02:23Z,4064576227,399,120188,,,,,,,,,,,,,,,,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119799,447,61,2,45,57,66bsnl0zjb7l5akwo00h0y5me,0,67.1,4.1,2023-02-26T21:41:54.742Z,2023-03-01T04:37:35Z,4064566885,389,,4060745699,56,Right,,,,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119861,418,5,2,45,59,bwt8yfk8rkcwiwyr0mopd7wqd,1,33.4,102,2023-02-26T21:41:56.867Z,2023-03-01T04:37:37Z,4060746085,347,,4060746083,56,Back,4060746107,233,448,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119805,448,5,2,45,59,66bsnl0zjb7l5akwo00h0y5me,0,66.6,-2,2023-02-26T21:41:56.867Z,2023-03-01T04:37:37Z,4060746119,233,418,4060745711,56,Right,4060745715,347,,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513119873,419,1,2,46,7,bwt8yfk8rkcwiwyr0mopd7wqd,1,28.1,100,2023-02-26T21:42:05.119Z,2023-03-01T04:37:39Z,4060746139,107,,4060746151,1,,4060746145,141,74.0,4060746147,212,24.4,4060746141,56,Back,4060746149,213,5.4,4063802931,189,,4060746143,140,42.6,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
