id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/15/value,qualifier/14/value,qualifier/16/value
2502724271,13,49,1,1,24,dich5v7sw466smbqap0d9rbyj,1,21.6,4,2023-01-31T21:18:26.863Z,2023-02-03T05:23:08Z,,,,,,,,,,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724319,14,1,1,1,26,dich5v7sw466smbqap0d9rbyj,0,20.5,1.1,2023-01-31T21:18:28.913Z,2023-02-03T05:23:13Z,4005986585,213,0.6,4008655139,178,,4005986575,155,,4005986579,140,54.7,4005986583,212,44.8,4005986577,56,Center,4005986587,1,,4005986581,141,40.4,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724327,25,49,1,1,29,9ldqu49smv1xg2va0n2cy28zl,1,47.5,55.5,2023-01-31T21:18:32.036Z,2023-02-03T05:23:16Z,,,,,,,,,,,,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724371,26,1,1,1,31,9ldqu49smv1xg2va0n2cy28zl,1,45.7,48.5,2023-01-31T21:18:33.958Z,2023-02-03T05:23:20Z,4005986949,141,76.7,4005986957,213,1.4,4005986945,140,48.1,4008655171,178,,4005986953,212,19.3,4005986941,56,Back,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724391,27,1,1,1,34,9ldqu49smv1xg2va0n2cy28zl,1,48.1,77.3,2023-01-31T21:18:36.615Z,2023-02-03T05:23:22Z,4005987089,141,61.8,4005987085,56,Center,4008655183,178,,4005987091,212,13.7,4005987093,213,5.4,4005987087,140,56.5,,,,,,,yzee990gbkpl00qdgr6h3r2t,Chiquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724421,28,1,1,1,36,9ldqu49smv1xg2va0n2cy28zl,1,54.1,64.5,2023-01-31T21:18:38.758Z,2023-02-03T05:23:26Z,4005987257,212,20.3,4005987251,56,Center,4008655225,178,,4005987253,140,61.4,4005987255,141,36.9,4005987259,213,5.1,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724461,29,1,1,1,39,9ldqu49smv1xg2va0n2cy28zl,1,61,32.8,2023-01-31T21:18:41.885Z,2023-02-03T05:23:28Z,4005987501,212,40.9,4007947417,1,,4005987503,213,5.9,4005987499,141,10.4,4005987495,56,Right,4005987497,140,97.2,4008655247,178,,4005987493,155,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724489,30,1,1,1,45,9ldqu49smv1xg2va0n2cy28zl,1,89.5,2.9,2023-01-31T21:18:47.729Z,2023-02-03T05:23:33Z,4005987693,212,19.3,4005987687,56,Right,4005987691,141,17.0,4008655301,178,,4005987695,213,2.6,4005987689,140,73.6,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724507,31,1,1,1,49,9ldqu49smv1xg2va0n2cy28zl,1,72.6,15.3,2023-01-31T21:18:51.578Z,2023-02-03T05:23:38Z,4005987781,212,12.5,4005987783,213,5.5,4005987777,140,80.8,4005987771,56,Right,4005987779,141,2.0,4008655339,178,,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724537,32,1,1,1,51,9ldqu49smv1xg2va0n2cy28zl,1,81.5,2,2023-01-31T21:18:53.657Z,2023-02-03T05:23:42Z,4005987947,213,0.4,4005987941,140,96.2,4005987943,141,11.3,4005987939,56,Right,4008655375,178,,4005987945,212,16.7,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724565,33,3,1,1,53,9ldqu49smv1xg2va0n2cy28zl,0,94.3,17.4,2023-01-31T21:18:55.508Z,2023-02-03T05:24:21Z,4008655791,178,,4005988173,211,,4005988133,56,Right,4007948221,465,,4005988135,286,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724545,15,43,1,1,53,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-01-31T21:18:56.107Z,2023-01-31T21:19:02Z,4005987987,56,Back,4005987991,285,0,4005988583,144,45,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724583,16,49,1,1,55,dich5v7sw466smbqap0d9rbyj,1,3.1,71.3,2023-01-31T21:18:57.472Z,2023-02-03T05:24:37Z,,,,,,,,,,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724605,17,12,1,1,56,dich5v7sw466smbqap0d9rbyj,1,4.7,72.8,2023-01-31T21:18:58.848Z,2023-02-03T05:24:41Z,4005988385,56,Back,4005988389,141,100.0,4008655967,178,,4005988391,212,22.2,4005988387,140,15.2,4005988477,167,,4005988393,213,1.1,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724611,18,5,1,1,58,dich5v7sw466smbqap0d9rbyj,0,16.6,101.1,2023-01-31T21:19:00.531Z,2023-02-03T05:24:45Z,4005988425,56,Back,4005988973,233,34,4005988427,347,,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
