id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2516610023,3,55,1,0,12,491xixnlsp75o7cr3w2gc1o0z,1,42.4,50.1,2023-03-06T20:20:41.398Z,2023-03-08T08:03:52Z,,,,,,,,,,,,,,,,,,,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516609957,9,43,1,0,16,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-03-06T20:20:44.758Z,2023-03-06T20:21:01Z,4079201071,212,19.7,4079202145,144,1,4079201073,213,5.3,4079201059,168,0,4079201061,56,Center,4079201069,141,40.3,4079201065,140,71.0,4079201055,3,0,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610227,4,1,1,0,33,491xixnlsp75o7cr3w2gc1o0z,1,27.4,57.9,2023-03-06T20:21:02.064Z,2023-03-08T08:04:06Z,4079202459,212,31.2,4079202447,155,,4079202463,213,4.8,4079202471,189,,4079202449,241,,4079202453,140,31.2,4079202451,56,Back,4079202455,141,12.4,19mq6gsvnfvnzugpbfwniqj1l,Maracás,4081879033,178,4079202445,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610241,5,1,1,0,33,491xixnlsp75o7cr3w2gc1o0z,1,30.9,12.4,2023-03-06T20:21:02.547Z,2023-03-08T08:04:13Z,4081879227,178,,4079202537,140,21.7,4079387533,189,,4079202539,141,31.3,4079202543,213,2.2,4079202535,56,Back,4079202541,212,16.1,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610259,6,1,1,0,34,491xixnlsp75o7cr3w2gc1o0z,1,21.8,31.3,2023-03-06T20:21:03.518Z,2023-03-08T08:04:19Z,4079202629,212,29.4,4079202627,141,74.4,4081879379,178,,4079202623,56,Back,4079202625,140,24.0,4079202631,213,1.5,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610297,7,1,1,0,40,491xixnlsp75o7cr3w2gc1o0z,1,23.8,73.2,2023-03-06T20:21:09.362Z,2023-03-08T08:04:23Z,4079202855,56,Back,4079202857,140,19.9,4079202863,213,4.5,4081879501,178,,4079202861,212,20.5,4079202859,141,43.6,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610347,8,1,1,0,43,491xixnlsp75o7cr3w2gc1o0z,1,20.9,40.3,2023-03-06T20:21:11.889Z,2023-03-08T08:04:27Z,4079203149,141,10.9,4079203147,140,30.4,4081879639,178,,4079203151,212,22.3,4079203153,213,5.2,4079203145,56,Back,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610359,9,1,1,0,47,491xixnlsp75o7cr3w2gc1o0z,1,33.9,11.3,2023-03-06T20:21:15.756Z,2023-03-08T08:04:35Z,4079203279,56,Right,4081879777,178,,4079203287,213,6.1,4079203283,141,6.5,4079203281,140,51.8,4079203285,212,19.1,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610383,10,1,1,0,47,491xixnlsp75o7cr3w2gc1o0z,1,51.9,6.5,2023-03-06T20:21:16.655Z,2023-03-08T08:04:43Z,4079203381,141,18.5,4081879953,178,,4079203383,212,11.1,4079203379,140,44.7,4079203377,56,Back,4079203385,213,2.3,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610373,10,45,1,0,50,ewsf6evtguu9j7k6js4tlgl89,0,45.9,72.2,2023-03-06T20:21:18.954Z,2023-03-08T08:04:58Z,4079203507,233,11,4079203355,285,,4079203353,56,Back,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610407,11,3,1,0,50,491xixnlsp75o7cr3w2gc1o0z,1,54.1,27.8,2023-03-06T20:21:18.954Z,2023-03-08T08:04:58Z,4079203483,56,Center,4079203487,233,10,4080896633,465,,4079203485,286,,4081880323,178,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610421,12,1,1,0,51,491xixnlsp75o7cr3w2gc1o0z,0,56.4,29.8,2023-03-06T20:21:19.754Z,2023-03-08T08:05:02Z,4079203539,140,59.8,4079203537,56,Center,4081880471,178,,4079203545,213,0.6,4079203541,141,33.7,4079203543,212,4.4,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610427,11,61,1,0,51,ewsf6evtguu9j7k6js4tlgl89,1,40.2,65.4,2023-03-06T20:21:19.976Z,2023-03-08T08:05:11Z,4081880717,178,,4079203559,56,Back,,,,,,,,,,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610461,12,49,1,0,53,ewsf6evtguu9j7k6js4tlgl89,1,26.2,58.8,2023-03-06T20:21:21.811Z,2023-03-08T08:05:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610477,13,1,1,0,53,ewsf6evtguu9j7k6js4tlgl89,1,26.2,58.8,2023-03-06T20:21:21.865Z,2023-03-08T08:05:19Z,4081880941,178,,4079203785,140,37.1,4079203789,141,67.7,4079203801,213,0.5,4079203779,56,Back,4079203799,212,12.9,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610515,14,1,1,0,55,ewsf6evtguu9j7k6js4tlgl89,1,37.5,68.3,2023-03-06T20:21:24.229Z,2023-03-08T08:05:32Z,4079204023,213,0.8,4079204021,212,25.5,4079204015,56,Left,4079204017,140,54.0,4079204019,141,95.9,4081881213,178,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610525,13,45,1,0,57,491xixnlsp75o7cr3w2gc1o0z,0,44.7,8.7,2023-03-06T20:21:26.535Z,2023-03-08T08:05:52Z,4079204065,56,Back,4079204269,233,15,4079204069,285,,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610559,15,3,1,0,57,ewsf6evtguu9j7k6js4tlgl89,1,55.3,91.3,2023-03-06T20:21:26.535Z,2023-03-08T08:05:51Z,4080897035,464,,4081881587,178,,4079204265,233,13,4079204237,56,Left,4079204239,286,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610563,16,4,1,0,59,ewsf6evtguu9j7k6js4tlgl89,1,62.9,89.2,2023-03-06T20:21:28.562Z,2023-03-08T08:06:01Z,4079205789,294,,4079204839,152,,4079204241,56,Left,4079204837,13,,4079229929,233,15,4079204307,286,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610663,15,4,1,0,59,491xixnlsp75o7cr3w2gc1o0z,0,37.1,10.8,2023-03-06T20:21:28.563Z,2023-03-08T08:06:01Z,4081881713,178,,4079204765,285,,4079205803,294,,4079229975,233,16,4079204757,13,,4079204761,152,,4079204759,56,Back,,,,ey0bk9dlqjwsc1aserql73aei,Paulo Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610571,14,43,1,1,1,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-06T20:21:29.860Z,2023-03-06T20:21:42Z,4079204275,285,0,4079204273,56,Back,4079204317,233,16,4079205297,144,74,,,,,,,,,,,,,ey0bk9dlqjwsc1aserql73aei,Paulo Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516610989,16,43,1,1,5,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-06T20:21:34.581Z,2023-03-06T20:22:08Z,4079206501,56,Back,4079206503,285,0,4079207473,144,74,,,,,,,,,,,,,,,,ey0bk9dlqjwsc1aserql73aei,Paulo Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611247,18,1,1,1,38,ewsf6evtguu9j7k6js4tlgl89,1,64.5,88.7,2023-03-06T20:22:07.512Z,2023-03-08T08:06:15Z,4079207809,140,53.9,4079207807,56,Left,4079207811,141,81.3,4079207803,5,,4081881969,178,,4079207813,212,12.2,4079207805,152,,4079207815,213,3.6,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611291,19,1,1,1,44,ewsf6evtguu9j7k6js4tlgl89,1,58.6,80.3,2023-03-06T20:22:12.836Z,2023-03-08T08:06:22Z,4081882121,178,,4079208041,213,5.1,4079208035,140,64.4,4079208037,141,56.6,4079208039,212,17.2,4079208033,56,Center,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611299,20,1,1,1,46,ewsf6evtguu9j7k6js4tlgl89,0,66.6,52.1,2023-03-06T20:22:15.619Z,2023-03-08T08:06:26Z,4079208097,213,0.0,4081882231,178,,4079208091,140,80.2,4079208089,56,Center,4079208087,155,,4079208093,141,53.0,4079208095,212,14.3,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611321,17,12,1,1,47,491xixnlsp75o7cr3w2gc1o0z,1,20.6,45.5,2023-03-06T20:22:16.401Z,2023-03-08T08:06:40Z,4079208185,140,28.7,4079208203,15,,4079208195,213,0.4,4081882601,388,,4079208181,56,Back,4079208191,212,9.3,4079208187,141,50.9,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611331,18,49,1,1,48,491xixnlsp75o7cr3w2gc1o0z,1,28.7,50.9,2023-03-06T20:22:16.908Z,2023-03-08T08:06:47Z,,,,,,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611347,19,1,1,1,49,491xixnlsp75o7cr3w2gc1o0z,1,28.7,50.9,2023-03-06T20:22:17.917Z,2023-03-08T08:06:53Z,4079208355,213,5.6,4081882863,178,,4079208345,140,33.3,4079208341,56,Back,4079208353,212,6.1,4079208349,141,45.5,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611353,20,61,1,1,49,491xixnlsp75o7cr3w2gc1o0z,1,33.3,45.5,2023-03-06T20:22:17.941Z,2023-03-08T08:07:05Z,4081883117,178,,4079208375,56,Back,,,,,,,,,,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611341,21,49,1,1,50,ewsf6evtguu9j7k6js4tlgl89,1,67.2,48.4,2023-03-06T20:22:19.156Z,2023-03-08T08:07:09Z,,,,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517124941,790,67,1,1,50,ewsf6evtguu9j7k6js4tlgl89,1,68.4,52,2023-03-06T20:22:19.202Z,2023-03-08T11:53:18Z,4081908581,233,955,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517124937,955,67,1,1,50,491xixnlsp75o7cr3w2gc1o0z,0,31.6,48,2023-03-06T20:22:19.203Z,2023-03-08T08:24:35Z,4081908589,233,790,,,,,,,,,,,,,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611393,22,1,1,1,51,ewsf6evtguu9j7k6js4tlgl89,1,67.6,48.2,2023-03-06T20:22:20.440Z,2023-03-08T08:07:13Z,4079208625,212,19.4,4081883341,178,,4079208619,56,Right,4079208627,213,4.9,4079208621,140,70.2,4079208623,141,19.9,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611435,23,1,1,1,55,ewsf6evtguu9j7k6js4tlgl89,1,69.1,19.9,2023-03-06T20:22:24.172Z,2023-03-08T08:07:17Z,4081883447,178,,4079208855,140,59.7,4079208857,141,20.8,4079208861,213,3.1,4079208859,212,9.9,4079208853,56,Right,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611465,24,1,1,1,57,ewsf6evtguu9j7k6js4tlgl89,1,57.9,22,2023-03-06T20:22:26.571Z,2023-03-08T08:07:20Z,4079209067,141,39.8,4079209069,212,17.7,4079209071,213,2.4,4079209063,56,Back,4081883557,178,,4079209065,140,45.6,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611509,25,1,1,1,59,ewsf6evtguu9j7k6js4tlgl89,1,45.2,41.5,2023-03-06T20:22:28.643Z,2023-03-08T08:07:24Z,4079209311,56,Back,4081883663,178,,4079209313,140,45.3,4079209317,212,21.1,4079209319,213,1.6,4079209315,141,72.6,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611549,26,1,1,2,4,ewsf6evtguu9j7k6js4tlgl89,1,57.1,71.1,2023-03-06T20:22:33.514Z,2023-03-08T08:07:28Z,4079209549,141,51.2,4079209547,140,46.5,4079209551,212,17.5,4081883827,178,,4079209553,213,4.0,4079209545,56,Back,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611599,27,1,1,2,8,ewsf6evtguu9j7k6js4tlgl89,1,48.9,48.1,2023-03-06T20:22:36.846Z,2023-03-08T08:07:35Z,4079209855,56,Back,4079209861,212,16.0,4079209859,141,25.1,4081884031,178,,4079209857,140,45.8,4079209863,213,4.5,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611639,28,1,1,2,11,ewsf6evtguu9j7k6js4tlgl89,1,46.9,32.3,2023-03-06T20:22:40.266Z,2023-03-08T08:07:39Z,4079210079,213,1.0,4079210067,155,,4079210077,212,50.9,4079210069,196,,4079210073,140,72.3,4079210081,1,,4079210071,56,Left,4079210075,141,96.0,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,4081884127,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611659,29,1,1,2,14,ewsf6evtguu9j7k6js4tlgl89,0,72.3,96,2023-03-06T20:22:42.787Z,2023-03-08T08:07:49Z,4079210179,141,85.2,4079210187,213,4.6,4081884359,388,,4079210173,56,Left,4079210183,212,7.4,4079210171,3,,4079210175,140,71.3,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611673,21,49,1,2,16,491xixnlsp75o7cr3w2gc1o0z,1,32.5,14.2,2023-03-06T20:22:44.801Z,2023-03-08T08:07:52Z,,,,,,,,,,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611695,22,1,1,2,16,491xixnlsp75o7cr3w2gc1o0z,1,32.5,14.2,2023-03-06T20:22:44.827Z,2023-03-08T08:07:55Z,4079210355,56,Back,4081884483,178,,4079210357,140,41.9,4079210363,213,0.0,4079210359,141,14.8,4079210361,212,9.9,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611707,23,1,1,2,17,491xixnlsp75o7cr3w2gc1o0z,0,42,14.6,2023-03-06T20:22:46.299Z,2023-03-08T08:08:00Z,4081884547,178,,4079210429,141,19.3,4079210421,56,Back,4079210433,213,2.8,4079210425,140,34.1,4079210431,212,8.9,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516932459,769,3,1,2,18,ewsf6evtguu9j7k6js4tlgl89,0,67.1,84.7,2023-03-06T20:22:47.456Z,2023-03-08T08:08:06Z,4080904005,56,Left,4081884737,178,,4080904007,286,,4080904009,465,,4080904011,467,3zndvhinobvclra6m0y47drrp,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516611739,30,4,1,2,18,ewsf6evtguu9j7k6js4tlgl89,1,65.8,85.5,2023-03-06T20:22:47.623Z,2023-03-08T08:08:14Z,4079210585,13,,4079210589,152,,4079210591,265,,4079210593,286,,4079210587,56,Left,4079210703,233,24,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
