id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/11/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2475691951,4,49,1,0,8,22mo7qbsnyi8wtucpvhgvhw2q,1,34.4,33.9,2022-10-22T17:03:51.816Z,2022-10-25T11:16:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692045,5,1,1,0,8,22mo7qbsnyi8wtucpvhgvhw2q,1,34.6,33.2,2022-10-22T17:03:51.886Z,2022-10-25T11:16:53Z,3863589715,56,Back,3863589727,213,5.4,3863589721,140,45.9,3863589725,212,18.5,3871345243,178,,3863589723,141,12.4,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477181737,1241,83,1,0,10,26t6lvlpql4w5wu1ih73qpy36,1,58,82.8,2022-10-22T17:03:54.266Z,2022-10-25T13:02:02Z,3871525293,399,244842,,,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705049,96,1,1,0,12,22mo7qbsnyi8wtucpvhgvhw2q,0,53.3,27.4,2022-10-22T17:03:56.379Z,2022-10-25T11:16:54Z,3863662647,141,40.8,3863662649,212,28.8,3863662645,140,79.3,3863662643,56,Center,3863662651,213,0.3,3871345247,178,,,,,,,,5bl0qe7l7juksox3s4u76hxat,J. Léa Siliki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692079,6,43,1,0,14,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-22T17:03:57.741Z,2022-10-22T17:44:09Z,3863589917,212,21.7,3863589919,213,0.2,3863589909,56,Center,3863589915,141,37.1,3863589913,140,75.8,3863819131,144,1,,,,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692125,6,49,1,0,18,26t6lvlpql4w5wu1ih73qpy36,1,11.6,89.7,2022-10-22T17:04:02.220Z,2022-10-25T11:16:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692155,7,61,1,0,18,26t6lvlpql4w5wu1ih73qpy36,0,10.9,93,2022-10-22T17:04:02.325Z,2022-10-25T11:16:56Z,3871345309,178,,3863590333,56,Back,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692329,7,5,1,0,19,22mo7qbsnyi8wtucpvhgvhw2q,1,86.1,-1.6,2022-10-22T17:04:03.206Z,2022-10-25T11:16:55Z,3863591339,347,,3863591337,56,Right,3863591375,233,8,,,,,,,,,,,,,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692179,8,5,1,0,19,26t6lvlpql4w5wu1ih73qpy36,0,13.9,101.6,2022-10-22T17:04:03.206Z,2022-10-25T11:16:56Z,3863591429,233,7,3863590443,347,,3863590441,56,Back,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692539,8,1,1,0,38,22mo7qbsnyi8wtucpvhgvhw2q,0,90.6,0,2022-10-22T17:04:22.436Z,2022-10-25T11:16:57Z,3863592523,141,26.8,3863592517,140,92.1,3863592509,107,,3863592527,212,19.6,3863592529,213,1.5,3863592513,56,Center,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692615,9,12,1,0,40,26t6lvlpql4w5wu1ih73qpy36,1,12.2,71.2,2022-10-22T17:04:23.939Z,2022-10-25T11:16:57Z,3863592911,141,70.2,3863592919,213,6.2,3863592907,140,27.0,3863593377,15,,3871345473,178,,3863592903,56,Back,3863592915,212,15.6,,,,5bo84b7398nyv87ztwd8wxh3p,Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692623,10,1,1,0,41,26t6lvlpql4w5wu1ih73qpy36,0,25.4,72.1,2022-10-22T17:04:25.259Z,2022-10-25T11:16:57Z,3863592947,140,29.6,3871345491,388,,3863592949,141,71.7,3863592953,213,6.2,3863592945,56,Back,3863592951,212,4.4,3863592943,3,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692693,9,1,1,0,43,22mo7qbsnyi8wtucpvhgvhw2q,1,71.2,30.7,2022-10-22T17:04:27.127Z,2022-10-25T11:16:58Z,3863593429,141,11.3,3863593427,140,68.3,3863593431,212,13.5,3871345499,178,,3863593433,213,4.5,3863593423,155,,3863593425,56,Right,,,,2zu7x3ge1bkly3l57je95laeh,Lucas Áfrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477181911,1242,83,1,0,46,26t6lvlpql4w5wu1ih73qpy36,1,38.1,82.8,2022-10-22T17:04:30.067Z,2022-10-25T13:02:59Z,3871526359,399,247626,,,,,,,,,,,,,,,,,,,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477151357,1221,43,1,0,46,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-22T17:04:30.126Z,2022-10-25T13:02:52Z,3871361889,178,0,3871526411,144,82,,,,,,,,,,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692775,10,1,1,0,47,22mo7qbsnyi8wtucpvhgvhw2q,1,55.3,25.9,2022-10-22T17:04:31.173Z,2022-10-25T11:16:58Z,3871345507,178,,3863593893,140,45.8,3863593903,213,2.2,3863593897,141,45.1,3863593857,56,Back,3863593899,212,16.4,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692873,11,1,1,0,50,22mo7qbsnyi8wtucpvhgvhw2q,1,42.8,48.1,2022-10-22T17:04:34.454Z,2022-10-25T11:16:58Z,3863594381,141,46.0,3871345515,178,,3863594385,213,3.2,3863594383,212,25.7,3863594377,56,Back,3863594379,140,18.4,,,,,,,2zu7x3ge1bkly3l57je95laeh,Lucas Áfrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475692957,12,1,1,0,55,22mo7qbsnyi8wtucpvhgvhw2q,1,15.7,33.1,2022-10-22T17:04:39.140Z,2022-10-25T11:16:59Z,3871345549,178,,3863594847,140,24.9,3863594849,141,14.3,3863594853,213,5.4,3863594845,56,Back,3863594851,212,16.0,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693025,13,1,1,1,0,22mo7qbsnyi8wtucpvhgvhw2q,1,24.5,15.2,2022-10-22T17:04:43.732Z,2022-10-25T11:16:59Z,3863595275,56,Back,3871345575,178,,3863595289,213,2.6,3863595281,141,34.3,3863595277,140,5.3,3863595285,212,24.0,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693099,14,1,1,1,3,22mo7qbsnyi8wtucpvhgvhw2q,1,9.6,42.7,2022-10-22T17:04:47.138Z,2022-10-25T11:17:00Z,3863595687,140,15.4,3863595693,213,1.1,3863595689,141,60.8,3871345591,178,,3863595685,56,Back,3863595691,212,13.7,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693247,15,1,1,1,8,22mo7qbsnyi8wtucpvhgvhw2q,1,21.3,60.5,2022-10-22T17:04:51.995Z,2022-10-25T11:17:00Z,3871345595,178,,3863596503,1,,3863596495,141,6.5,3863596493,140,28.1,3863596501,213,4.9,3863596497,212,37.4,3863596491,56,Back,,,,2zu7x3ge1bkly3l57je95laeh,Lucas Áfrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693285,16,1,1,1,17,22mo7qbsnyi8wtucpvhgvhw2q,1,48.5,36.4,2022-10-22T17:05:01.020Z,2022-10-25T11:17:00Z,3871345601,178,,3863596707,140,38.2,3863596709,141,57.5,3863596711,212,18.0,3863596713,213,2.2,3863596705,56,Back,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693319,17,1,1,1,20,22mo7qbsnyi8wtucpvhgvhw2q,1,41.4,63.1,2022-10-22T17:05:03.866Z,2022-10-25T11:17:01Z,3871345615,178,,3863596917,212,17.6,3863596911,56,Back,3863596919,213,1.3,3863596915,141,88.1,3863596913,140,45.6,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693393,18,1,1,1,22,22mo7qbsnyi8wtucpvhgvhw2q,1,49.1,89.6,2022-10-22T17:05:06.353Z,2022-10-25T11:17:01Z,3871345635,178,,3863597185,56,Back,3863597191,212,15.2,3863597187,140,41.3,3863597193,213,4.1,3863597189,141,70.8,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693471,19,1,1,1,26,22mo7qbsnyi8wtucpvhgvhw2q,1,39.2,69.6,2022-10-22T17:05:10.368Z,2022-10-25T11:17:02Z,3863597605,56,Back,3863597613,213,4.3,3863597611,212,25.7,3863597609,141,34.3,3863597607,140,30.5,3871345651,178,,,,,,,,2zu7x3ge1bkly3l57je95laeh,Lucas Áfrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693581,20,1,1,1,31,22mo7qbsnyi8wtucpvhgvhw2q,1,30.3,35.2,2022-10-22T17:05:15.218Z,2022-10-25T11:17:02Z,3863598117,140,30.6,3863598119,141,65.4,3863598123,213,1.6,3871345659,178,,3863598113,56,Back,3863598121,212,20.5,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693667,21,1,1,1,36,22mo7qbsnyi8wtucpvhgvhw2q,1,33.3,65.4,2022-10-22T17:05:19.693Z,2022-10-25T11:17:02Z,3863598515,56,Back,3863598521,212,22.6,3863598519,141,32.1,3863598517,140,33.3,3863598523,213,4.7,3871345667,178,,,,,,,,2zu7x3ge1bkly3l57je95laeh,Lucas Áfrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693719,22,1,1,1,40,22mo7qbsnyi8wtucpvhgvhw2q,1,35.3,33.7,2022-10-22T17:05:23.680Z,2022-10-25T11:17:03Z,3863598841,141,61.8,3863598839,140,34.3,3863598837,56,Back,3863598843,212,19.1,3863598845,213,1.6,3871345681,178,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693771,23,1,1,1,43,22mo7qbsnyi8wtucpvhgvhw2q,1,33.8,62.7,2022-10-22T17:05:27.150Z,2022-10-25T11:17:03Z,3863599195,212,11.2,3863599181,56,Back,3863599201,213,1.2,3871345689,178,,3863599185,140,37.6,3863599191,141,78.1,,,,,,,2zu7x3ge1bkly3l57je95laeh,Lucas Áfrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693841,24,1,1,1,45,22mo7qbsnyi8wtucpvhgvhw2q,1,34.9,78.1,2022-10-22T17:05:29.150Z,2022-10-25T13:41:29Z,3863599585,213,5.3,3871345693,178,,3863599583,212,9.2,3863599577,56,Back,3863599579,140,40.1,3863599581,141,67.2,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477153289,1327,43,1,1,45,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-22T17:05:29.447Z,2022-10-25T13:41:50Z,3871372021,178,0,3871593215,144,82,,,,,,,,,,,,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693871,25,1,1,1,47,22mo7qbsnyi8wtucpvhgvhw2q,1,40.7,67.5,2022-10-22T17:05:30.806Z,2022-10-25T11:17:04Z,3863599779,213,1.5,3871345703,178,,3863599771,56,Back,3863599777,212,15.8,3863599773,140,42.4,3863599775,141,90.6,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693877,26,1,1,1,50,22mo7qbsnyi8wtucpvhgvhw2q,0,40.7,90.8,2022-10-22T17:05:33.605Z,2022-10-25T11:17:04Z,3863599821,56,Left,3863599829,213,6.1,3863599827,212,40.6,3863599831,1,,3871345707,178,,3863599823,140,78.7,3863599825,141,79.6,3863599819,155,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693895,11,1,1,1,52,26t6lvlpql4w5wu1ih73qpy36,1,23.9,11.3,2022-10-22T17:05:35.827Z,2022-10-25T11:17:05Z,3863599881,3,,3863599893,141,5.0,3863599889,140,30.5,3871345715,388,,3863599885,56,Back,3863599899,212,8.1,3863599903,213,5.7,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693915,12,49,1,1,53,26t6lvlpql4w5wu1ih73qpy36,1,29.5,7.6,2022-10-22T17:05:37.095Z,2022-10-25T11:17:06Z,,,,,,,,,,,,,,,,,,,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693929,13,1,1,1,53,26t6lvlpql4w5wu1ih73qpy36,0,29.5,7.6,2022-10-22T17:05:37.243Z,2022-10-25T11:17:06Z,3863600033,213,6.1,3863600035,1,,3863600025,56,Back,3863600023,157,,3871345731,178,,3863600027,140,31.2,3863600031,212,1.8,3863862689,286,,dq41kziilg4jki9erxel9d3ze,Fabiano,3863862683,236,3863862685,233,392,3863600029,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475741995,392,74,1,1,53,22mo7qbsnyi8wtucpvhgvhw2q,1,66.5,93,2022-10-22T17:05:37.323Z,2022-10-25T11:17:06Z,3863862691,233,13,3863862667,56,Left,3863862669,285,,3871345735,178,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475693969,14,1,1,1,55,26t6lvlpql4w5wu1ih73qpy36,0,25.3,20.4,2022-10-22T17:05:38.739Z,2022-10-25T11:17:07Z,3863600275,56,Back,3863600281,141,19.8,3863600289,213,6.2,3863600271,3,,3863600279,140,28.4,3871345743,178,,3863600285,212,3.3,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475694005,27,49,1,1,55,22mo7qbsnyi8wtucpvhgvhw2q,1,71.2,72.7,2022-10-22T17:05:39.450Z,2022-10-25T11:17:07Z,,,,,,,,,,,,,,,,,,,,,,,,,195o7hchielt14ic49r3k06sq,Serginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475694077,28,1,1,1,56,22mo7qbsnyi8wtucpvhgvhw2q,1,71.2,72.7,2022-10-22T17:05:40.256Z,2022-10-25T11:17:07Z,3863600811,213,0.3,3863600809,212,25.2,3863600807,141,85.3,3863600803,56,Left,3863600805,140,93.8,3871345765,178,,,,,,,,195o7hchielt14ic49r3k06sq,Serginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475694107,29,1,1,2,0,22mo7qbsnyi8wtucpvhgvhw2q,1,90.6,88.4,2022-10-22T17:05:44.383Z,2022-10-25T11:17:08Z,3863600987,212,13.5,3863600981,56,Left,3871345777,178,,3863600985,141,93.9,3863600983,140,78.2,3863600991,213,2.9,,,,,,,dqpofsnyszazhkp0t7gtlfi3u,Rodrigo Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475694157,30,1,1,2,2,22mo7qbsnyi8wtucpvhgvhw2q,0,78.2,93.9,2022-10-22T17:05:46.451Z,2022-10-25T11:17:08Z,3863601305,2,,3863601307,155,,3863601319,1,,3863601313,141,50.6,3863601315,212,32.5,3870028405,72,,3870028403,224,,3863601309,56,Center,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,3871345809,178,3863601311,140,91.3,3863601317,213,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475694143,15,44,1,2,4,26t6lvlpql4w5wu1ih73qpy36,1,8.3,51.6,2022-10-22T17:05:47.913Z,2022-10-25T13:40:53Z,3863601217,285,,3863601399,233,31,3863601215,56,Back,,,,,,,,,,,,,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475694167,31,44,1,2,4,22mo7qbsnyi8wtucpvhgvhw2q,0,91.7,48.4,2022-10-22T17:05:47.914Z,2022-10-25T11:17:09Z,3863601361,286,,3863601359,56,Center,3863601437,233,15,,,,,,,,,,,,,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
