id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/13/value,keyPass,qualifier/18/value
2443476787,9,1,1,0,13,7catg5lpivcmpf4xhggh6d8rk,1,33.3,88.6,2022-08-07T17:01:49.848Z,2022-08-10T10:52:49Z,3692295807,212,9.6,3696835561,178,,3692295809,213,3.1,3692295799,140,24.2,3692295803,141,88.6,3692295797,56,Back,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443476915,10,1,1,0,15,7catg5lpivcmpf4xhggh6d8rk,1,24.4,86,2022-08-07T17:01:51.685Z,2022-08-10T10:52:58Z,3696835857,178,,3692296411,213,4.1,3692296395,56,Back,3692296405,212,29.4,3692296397,140,8.4,3692296401,141,50.6,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443476995,11,1,1,0,25,7catg5lpivcmpf4xhggh6d8rk,1,13.1,53.4,2022-08-07T17:02:01.775Z,2022-08-10T10:53:02Z,3692296753,141,19.7,3696835989,178,,3692296757,213,5.1,3692296755,212,25.1,3692296749,56,Back,3692296751,140,22.8,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443476999,12,1,1,0,30,7catg5lpivcmpf4xhggh6d8rk,0,36.3,25.3,2022-08-07T17:02:07.023Z,2022-08-10T10:53:17Z,3692296773,56,Back,3696836351,178,,3692296781,213,1.3,3692296777,141,27.9,3692296775,140,36.7,3692296779,212,1.8,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477023,4,61,1,0,32,26t6lvlpql4w5wu1ih73qpy36,0,64.7,62.1,2022-08-07T17:02:08.562Z,2022-08-10T10:54:11Z,3696837883,178,,3692296875,56,Center,,,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477013,3,43,1,0,32,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-08-07T17:02:09.021Z,2022-08-07T17:02:29Z,3692297769,144,49,,,,,,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477045,13,43,1,0,34,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-08-07T17:02:11.344Z,2022-08-07T17:02:29Z,3692297783,144,49,,,,,,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477135,14,4,1,0,40,7catg5lpivcmpf4xhggh6d8rk,1,73.8,71.4,2022-08-07T17:02:17.238Z,2022-08-10T10:54:26Z,3692297343,152,,3692297345,265,,3692297341,56,Center,3692297411,233,5,3692297347,286,,3692297339,13,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477141,5,4,1,0,40,26t6lvlpql4w5wu1ih73qpy36,0,26.2,28.6,2022-08-07T17:02:17.239Z,2022-08-10T10:54:26Z,3692297377,265,,3696838413,178,,3692297433,233,14,3692297363,13,,3692297379,285,,3692297373,152,,3692297367,56,Back,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477683,15,13,1,1,35,7catg5lpivcmpf4xhggh6d8rk,1,72.2,69.9,2022-08-07T17:03:11.584Z,2022-08-10T10:54:32Z,3692300809,231,50.7,3692300595,20,,3692300799,103,58.3,3692300253,26,,3692300807,230,98.1,3696838547,178,,3692300805,458,,3692300791,86,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,3692300255,18,3692300257,56,Center,3692300797,102,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477719,6,5,1,1,36,26t6lvlpql4w5wu1ih73qpy36,1,-0.6,45,2022-08-07T17:03:12.681Z,2022-08-10T10:54:37Z,3692300419,56,Back,3692300421,346,,3692300425,233,16,,,,,,,,,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477691,16,5,1,1,36,7catg5lpivcmpf4xhggh6d8rk,0,100.6,55,2022-08-07T17:03:12.681Z,2022-08-10T10:54:38Z,3692300435,233,6,3692300283,346,,3692300281,56,Center,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477815,7,1,1,1,42,26t6lvlpql4w5wu1ih73qpy36,1,4.3,46.7,2022-08-07T17:03:18.508Z,2022-08-10T10:54:49Z,3692300943,56,Back,3692300955,237,,3692300949,212,8.5,3692300951,213,5.9,3692346509,189,,3692300941,124,,3692300945,140,11.8,3692300947,141,42.1,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477877,8,1,1,1,44,26t6lvlpql4w5wu1ih73qpy36,1,11.9,41.9,2022-08-07T17:03:21.387Z,2022-08-10T10:54:54Z,3692301253,212,41.9,3692346627,189,,3692301247,56,Back,3696839169,178,,3692301259,1,,3692301245,155,,3692301251,141,95.7,3692301249,140,31.4,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,3692301255,213,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477893,9,1,1,1,47,26t6lvlpql4w5wu1ih73qpy36,1,31.4,95.7,2022-08-07T17:03:24.428Z,2022-08-10T10:55:11Z,3696839623,178,,3692301353,212,7.4,3692301347,56,Back,3692301355,213,3.5,3692301349,140,24.8,3692301351,141,91.7,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477913,10,1,1,1,50,26t6lvlpql4w5wu1ih73qpy36,1,24.8,91.7,2022-08-07T17:03:26.507Z,2022-08-10T10:55:18Z,3692301459,141,81.8,3692301461,212,13.6,3692301457,140,13.5,3696839799,178,,3692301455,56,Back,3692301463,213,3.7,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477975,11,1,1,1,52,26t6lvlpql4w5wu1ih73qpy36,0,13.5,81.8,2022-08-07T17:03:28.782Z,2022-08-10T10:55:25Z,3692301803,213,6.3,3692301787,56,Left,3692301799,212,49.6,3696839987,178,,3692301795,141,81.1,3692301791,140,60.7,3692301773,155,,3692301805,1,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443477969,17,49,1,1,57,7catg5lpivcmpf4xhggh6d8rk,1,34,22.1,2022-08-07T17:03:33.555Z,2022-08-10T10:55:35Z,,,,,,,,,,,,,,,,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478017,18,1,1,1,59,7catg5lpivcmpf4xhggh6d8rk,1,24.7,28.5,2022-08-07T17:03:35.939Z,2022-08-10T10:55:40Z,3692301975,212,6.2,3692301971,140,29.4,3692301969,56,Back,3692301977,213,0.6,3692301973,141,33.9,3696840433,178,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478043,19,1,1,2,1,7catg5lpivcmpf4xhggh6d8rk,1,29.4,33.9,2022-08-07T17:03:37.642Z,2022-08-10T10:55:44Z,3692302127,141,37.7,3692302135,213,0.3,3692302131,212,9.2,3692302125,140,37.8,3692302121,56,Back,3696840583,178,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478087,20,1,1,2,2,7catg5lpivcmpf4xhggh6d8rk,1,37.1,43.6,2022-08-07T17:03:39.475Z,2022-08-10T10:55:48Z,3692302383,212,22.3,3692302379,140,29.4,3692302377,56,Back,3692302385,213,1.9,3696840711,178,,3692302381,141,74.1,,,,,,,d9i8y5vlymc2yggwxrax8wcbu,H. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478151,21,1,1,2,6,7catg5lpivcmpf4xhggh6d8rk,1,39.7,84.1,2022-08-07T17:03:43.322Z,2022-08-10T10:55:53Z,3692302733,213,0.4,3696840821,178,,3692302725,56,Left,3692302731,212,19.3,3692302727,140,56.9,3692302729,141,94.1,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478217,22,1,1,2,10,7catg5lpivcmpf4xhggh6d8rk,1,58.4,84.2,2022-08-07T17:03:46.499Z,2022-08-10T10:55:57Z,3696840953,178,,3692303065,56,Right,3692303073,212,52.7,3692303059,155,,3692303069,140,72.6,3692303063,196,,3692303077,1,,3692303071,141,9.8,a9ozu4hjaylfr4299ceryskid,Nuno Santos,3692303075,213,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478245,23,1,1,2,14,7catg5lpivcmpf4xhggh6d8rk,0,75.8,14.9,2022-08-07T17:03:51.338Z,2022-08-10T10:56:01Z,3696841005,178,,3692303163,140,90.0,3692303169,213,0.9,3695362807,20,,3692303159,155,,3695362805,224,,3692303157,2,,3692303161,56,Center,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,3692303165,141,3692303167,212,24.4,,,,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478305,12,12,1,2,15,26t6lvlpql4w5wu1ih73qpy36,1,10.1,63,2022-08-07T17:03:52.445Z,2022-08-10T10:56:09Z,3692303535,56,Back,3692303541,212,18.7,3692303537,140,12.3,3692303543,213,1.4,3692303539,141,90.3,3696841287,178,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478321,13,50,1,2,18,26t6lvlpql4w5wu1ih73qpy36,1,12.8,90.4,2022-08-07T17:03:55.074Z,2022-08-10T10:56:35Z,3695415247,233,24,3695363699,285,,3692303629,56,Back,,,,,,,,,,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478329,24,7,1,2,18,7catg5lpivcmpf4xhggh6d8rk,1,87.2,9.6,2022-08-07T17:03:55.114Z,2022-08-10T10:56:30Z,3696841719,178,,3695415231,233,13,3692303675,56,Right,3695363795,383,,3695363725,286,,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478473,14,5,1,2,20,26t6lvlpql4w5wu1ih73qpy36,1,11.4,101.6,2022-08-07T17:03:57.459Z,2022-08-10T10:56:46Z,3692304449,233,25,3692304439,56,Back,3692304441,347,,,,,,,,,,,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478349,25,5,1,2,20,7catg5lpivcmpf4xhggh6d8rk,0,88.6,-1.6,2022-08-07T17:03:57.459Z,2022-08-10T10:56:46Z,3692303753,56,Right,3692303755,347,,3692304479,233,14,,,,,,,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478547,15,1,1,2,28,26t6lvlpql4w5wu1ih73qpy36,1,25.3,100,2022-08-07T17:04:04.847Z,2022-08-10T10:57:00Z,3695363975,189,,3692304813,213,5.3,3692304803,107,,3692304809,141,81.4,3692304805,56,Back,3692304807,140,33.3,3692304811,212,15.9,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478689,16,1,1,2,29,26t6lvlpql4w5wu1ih73qpy36,1,33.3,81.4,2022-08-07T17:04:05.526Z,2022-08-10T10:57:11Z,3692305563,140,42.8,3692305567,212,14.6,3692305565,141,65.7,3696842955,178,,3692305561,56,Back,3695364077,189,,3692305569,213,5.5,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478701,17,4,1,2,31,26t6lvlpql4w5wu1ih73qpy36,1,44.8,65.2,2022-08-07T17:04:07.852Z,2022-08-10T10:57:21Z,3692305625,294,,3692305627,56,Back,3692305631,286,,3692305629,152,,3692305623,13,,3692305653,233,26,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478589,26,4,1,2,31,7catg5lpivcmpf4xhggh6d8rk,0,55.2,34.8,2022-08-07T17:04:07.853Z,2022-08-10T10:57:20Z,3692305045,294,,3692305057,152,,3696843237,178,,3692305039,13,,3692305051,56,Center,3692305701,233,17,3692305063,285,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443484153,72,1,1,2,45,26t6lvlpql4w5wu1ih73qpy36,1,44.4,68.2,2022-08-07T17:04:22.241Z,2022-08-10T10:57:57Z,3692334789,141,92.7,3692336349,189,,3696844213,178,,3692334787,140,46.6,3692334785,56,Back,3692334781,5,,3692334791,212,16.8,3692334783,152,,33qmom9yrc1ft1cte9qju1djp,André Horta,3692334793,213,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478791,18,1,1,2,48,26t6lvlpql4w5wu1ih73qpy36,1,70.1,88.4,2022-08-07T17:04:25.228Z,2022-08-10T10:57:47Z,3692306121,213,5.2,3692306113,56,Left,3692306117,141,82.7,3692306115,140,72.1,3692306119,212,4.4,3696843873,178,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478799,19,1,1,2,49,26t6lvlpql4w5wu1ih73qpy36,0,72.1,82.7,2022-08-07T17:04:26.439Z,2022-08-10T10:58:10Z,3696844721,178,,3692306173,140,76.8,3692306179,213,0.8,3692306175,141,90.2,3692306171,56,Left,3692306177,212,7.1,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478835,27,12,1,2,51,7catg5lpivcmpf4xhggh6d8rk,1,15.2,12.8,2022-08-07T17:04:27.577Z,2022-08-10T10:58:17Z,3692306323,212,10.1,3692306319,140,18.7,3696844973,178,,3692306359,167,,3692306325,213,5.1,3692306317,56,Back,3692306321,141,0.0,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478891,20,5,1,2,51,26t6lvlpql4w5wu1ih73qpy36,1,78.8,101,2022-08-07T17:04:28.183Z,2022-08-10T10:58:24Z,3692306641,233,28,3692306623,56,Left,3692306625,347,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478839,28,5,1,2,51,7catg5lpivcmpf4xhggh6d8rk,0,21.2,-1,2022-08-07T17:04:28.183Z,2022-08-10T10:58:24Z,3692306347,56,Back,3692306349,347,,3692306721,233,20,,,,,,,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478915,21,1,1,2,54,26t6lvlpql4w5wu1ih73qpy36,1,74.5,100,2022-08-07T17:04:30.485Z,2022-08-10T10:58:34Z,3692306771,107,,3692306775,140,64.4,3692306777,141,89.4,3692306773,56,Left,3692306781,212,13.2,3692306785,213,3.8,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478929,22,1,1,2,58,26t6lvlpql4w5wu1ih73qpy36,1,63.5,90.1,2022-08-07T17:04:34.550Z,2022-08-10T10:58:39Z,3696845727,178,,3692306843,56,Center,3692306845,140,55.8,3692306847,141,72.8,3692306851,213,4.1,3692306849,212,14.3,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443478961,23,1,1,3,0,26t6lvlpql4w5wu1ih73qpy36,1,54.2,65.1,2022-08-07T17:04:37.314Z,2022-08-10T10:58:42Z,3696845835,178,,3692307023,140,48.5,3692307029,213,4.5,3692307025,141,21.8,3692307021,56,Back,3692307027,212,30.0,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443479007,24,1,1,3,3,26t6lvlpql4w5wu1ih73qpy36,1,48.5,21.8,2022-08-07T17:04:40.310Z,2022-08-10T10:58:46Z,3692307279,141,4.9,3692307283,213,5.3,3692307275,56,Right,3692307277,140,55.5,3696845887,178,,3692307281,212,13.6,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
