id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value
2481813631,4,1,1,0,16,7fn0aazbc8nx0u040aulozds1,1,7.3,7.8,2022-11-05T15:33:58.080Z,2022-11-07T08:10:18Z,3895922437,141,0.0,3895922445,213,6.1,3901872687,178,,3895922435,140,30.4,3895922431,56,Back,3895922441,212,24.9,,,,,,,19op8n866vmntrkobatq2u5ex,Carlos Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481813867,6,61,1,0,18,7fn0aazbc8nx0u040aulozds1,0,29.7,6.1,2022-11-05T15:33:59.428Z,2022-11-07T08:10:21Z,3895923653,56,Back,3901872749,178,,,,,,,,,,,,,,,,,,,,eblsjvbkd7vws1qpx7td1eacp,A. Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481813645,5,5,1,0,18,7fn0aazbc8nx0u040aulozds1,0,29.9,-0.4,2022-11-05T15:34:00.048Z,2022-11-07T08:10:23Z,3895923309,233,8,3895922505,347,,3895922503,56,Back,,,,,,,,,,,,,,,,19op8n866vmntrkobatq2u5ex,Carlos Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481813769,8,5,1,0,18,dich5v7sw466smbqap0d9rbyj,1,70.1,100.4,2022-11-05T15:34:00.048Z,2022-11-07T08:10:23Z,3895923127,347,,3895923265,233,5,3895923123,56,Left,,,,,,,,,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814089,7,57,1,0,27,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-11-05T15:34:09.263Z,2022-11-07T08:10:38Z,3895928549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814039,9,57,1,0,27,dich5v7sw466smbqap0d9rbyj,0,0,0,2022-11-05T15:34:09.263Z,2022-11-07T08:10:38Z,3895924585,56,Left,,,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814353,8,1,1,0,41,7fn0aazbc8nx0u040aulozds1,0,21.5,0,2022-11-05T15:34:23.161Z,2022-11-07T08:10:41Z,3895926233,213,0.6,3895926225,56,Back,3895927503,107,,3895926229,141,16.5,3895927801,189,,3895927505,1,,3895926231,212,22.2,3895926227,140,39.3,19op8n866vmntrkobatq2u5ex,Carlos Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814395,10,1,1,0,43,dich5v7sw466smbqap0d9rbyj,1,52.6,64.5,2022-11-05T15:34:24.422Z,2022-11-07T08:10:43Z,3895926471,140,63.7,3895926479,213,0.2,3901872825,388,,3895926467,3,,3895926475,212,11.9,3895926469,56,Center,3895926473,141,67.8,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814403,11,1,1,0,44,dich5v7sw466smbqap0d9rbyj,0,67.5,67.8,2022-11-05T15:34:25.996Z,2022-11-07T08:10:49Z,3895926545,212,9.8,3895926539,56,Left,3895926541,140,72.9,3901872845,388,,3895926543,141,79.6,3895926547,213,1.0,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814529,9,1,1,0,45,7fn0aazbc8nx0u040aulozds1,0,34.1,9.8,2022-11-05T15:34:26.982Z,2022-11-07T08:10:52Z,3895927223,56,Right,3895927217,155,,3895927235,212,52.4,3901872861,178,,3895927239,1,,3895927227,140,83.5,3895927233,141,0.0,3895927237,213,6.1,19op8n866vmntrkobatq2u5ex,Carlos Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814543,10,5,1,0,50,7fn0aazbc8nx0u040aulozds1,0,76.4,-1,2022-11-05T15:34:31.435Z,2022-11-07T08:10:55Z,3895928783,233,12,3895927291,347,,3895927289,56,Right,,,,,,,,,,,,,,,,19op8n866vmntrkobatq2u5ex,Carlos Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814825,12,5,1,0,50,dich5v7sw466smbqap0d9rbyj,1,23.6,101,2022-11-05T15:34:31.435Z,2022-11-07T08:10:54Z,3895928733,233,10,3895928653,347,,3895928651,56,Back,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814901,13,1,1,1,2,dich5v7sw466smbqap0d9rbyj,0,32.4,100,2022-11-05T15:34:43.397Z,2022-11-07T08:11:00Z,3895929111,56,Left,3895929109,107,,3895929125,1,,3895929115,140,56.3,3895929121,212,25.8,3895929117,141,91.8,3895929123,213,6.1,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814943,11,1,1,1,4,7fn0aazbc8nx0u040aulozds1,0,42.8,5.3,2022-11-05T15:34:45.988Z,2022-11-07T08:11:03Z,3895929307,3,,3895929317,213,6.0,3901872945,388,,3895929313,141,0.0,3895929311,140,59.0,3895929309,56,Right,3895929315,212,17.6,,,,19op8n866vmntrkobatq2u5ex,Carlos Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481814955,12,5,1,1,6,7fn0aazbc8nx0u040aulozds1,0,57.2,-1,2022-11-05T15:34:47.973Z,2022-11-07T08:11:07Z,3895929385,347,,3895930915,233,14,3895929381,56,Right,,,,,,,,,,,,,,,,19op8n866vmntrkobatq2u5ex,Carlos Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815219,14,5,1,1,6,dich5v7sw466smbqap0d9rbyj,1,42.8,101,2022-11-05T15:34:47.973Z,2022-11-07T08:11:07Z,3895930823,56,Back,3895930825,347,,3895930861,233,12,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815291,15,1,1,1,13,dich5v7sw466smbqap0d9rbyj,0,44.4,100,2022-11-05T15:34:54.379Z,2022-11-07T08:11:11Z,3895931163,212,30.9,3895931151,56,Left,3895931159,141,84.3,3895931171,1,,3895931155,140,71.7,3895931147,107,,3895931167,213,5.9,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815343,13,44,1,1,15,7fn0aazbc8nx0u040aulozds1,1,28.4,14,2022-11-05T15:34:56.863Z,2022-11-07T23:15:36Z,3895931421,233,16,3895931361,285,,3895931359,56,Back,,,,,,,,,,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815315,16,44,1,1,15,dich5v7sw466smbqap0d9rbyj,0,71.6,86,2022-11-05T15:34:56.864Z,2022-11-07T08:11:16Z,3895931487,233,13,3895931253,56,Left,3895931255,286,,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815379,14,1,1,1,15,7fn0aazbc8nx0u040aulozds1,0,23.9,14.3,2022-11-05T15:34:56.973Z,2022-11-07T23:15:36Z,3895931545,212,9.4,3895931549,213,5.8,3895931539,140,31.6,3895931541,141,7.3,3901873025,388,,3895931533,3,,3895931537,56,Back,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815357,17,61,1,1,16,dich5v7sw466smbqap0d9rbyj,0,68.8,95.3,2022-11-05T15:34:57.516Z,2022-11-07T08:11:25Z,3901873069,178,,3895931427,56,Left,,,,,,,,,,,,,,,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815391,15,43,1,1,17,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-11-05T15:34:58.975Z,2022-11-05T16:17:55Z,3895931623,347,0,3896270265,144,5,3895931621,56,Back,,,,,,,,,,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815537,16,5,1,1,17,7fn0aazbc8nx0u040aulozds1,1,34.8,-1.2,2022-11-05T15:34:59.210Z,2022-11-07T08:11:27Z,3895932615,233,18,3895932469,56,Back,3895932473,347,,,,,,,,,,,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815435,18,5,1,1,17,dich5v7sw466smbqap0d9rbyj,0,65.2,101.2,2022-11-05T15:34:59.210Z,2022-11-07T08:11:27Z,3895932659,233,16,3895931877,56,Left,3895931879,347,,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815871,17,1,1,1,28,7fn0aazbc8nx0u040aulozds1,0,35.2,0,2022-11-05T15:35:09.883Z,2022-11-07T08:11:31Z,3895934137,140,59.8,3895934143,213,0.3,3895934133,107,,3895934139,141,12.5,3895934141,212,27.4,3895934135,56,Right,3895934145,1,,,,,19op8n866vmntrkobatq2u5ex,Carlos Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815855,19,44,1,1,30,dich5v7sw466smbqap0d9rbyj,1,40.3,83.8,2022-11-05T15:35:11.432Z,2022-11-07T23:15:37Z,3895934289,233,18,3895934051,285,,3895934047,56,Back,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815875,18,44,1,1,30,7fn0aazbc8nx0u040aulozds1,0,59.7,16.2,2022-11-05T15:35:11.433Z,2022-11-07T08:11:55Z,3895934167,286,,3895934363,233,19,3895934163,56,Right,,,,,,,,,,,,,,,,dn4o1wa7ia54rpytm5fikbsh5,A. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815865,20,1,1,1,30,dich5v7sw466smbqap0d9rbyj,0,40.5,80,2022-11-05T15:35:11.572Z,2022-11-07T23:15:37Z,3895934083,3,,3895934091,212,2.4,3895934087,140,42.8,3895934085,56,Back,3895934089,141,80.0,3895934093,213,0.0,3901873135,388,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482702891,920,61,1,1,30,dich5v7sw466smbqap0d9rbyj,1,39.2,74.1,2022-11-05T15:35:11.584Z,2022-11-07T08:11:48Z,3901873241,15,,3901873243,178,,3900622103,56,Back,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481815901,19,61,1,1,31,7fn0aazbc8nx0u040aulozds1,1,59.8,12.5,2022-11-05T15:35:12.611Z,2022-11-07T08:12:05Z,3895934305,56,Right,3901873337,178,,,,,,,,,,,,,,,,,,,,dn4o1wa7ia54rpytm5fikbsh5,A. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481816131,20,1,1,1,31,7fn0aazbc8nx0u040aulozds1,0,57.2,16.3,2022-11-05T15:35:12.969Z,2022-11-07T08:12:14Z,3900622719,155,,3895935553,1,,3895935547,141,0.0,3895935543,140,95.5,3901873409,178,,3895935549,212,41.8,3895935539,56,Right,3895935551,213,6.0,eblsjvbkd7vws1qpx7td1eacp,A. Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481816143,21,5,1,1,37,7fn0aazbc8nx0u040aulozds1,0,96.8,-0.8,2022-11-05T15:35:18.929Z,2022-11-07T08:12:17Z,3895935609,56,Right,3895938307,233,21,3895935613,347,,,,,,,,,,,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481816629,21,5,1,1,37,dich5v7sw466smbqap0d9rbyj,1,3.2,100.8,2022-11-05T15:35:18.929Z,2022-11-07T08:12:17Z,3895938253,233,21,3895938215,56,Back,3895938217,347,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481816671,22,1,1,1,57,dich5v7sw466smbqap0d9rbyj,0,3.3,100,2022-11-05T15:35:38.471Z,2022-11-07T08:12:28Z,3895938483,212,32.6,3895938475,56,Back,3895938487,1,,3895938479,140,30.7,3895938485,213,5.8,3895938473,107,,3895938481,141,78.4,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481816879,22,1,1,1,59,7fn0aazbc8nx0u040aulozds1,1,63,8.4,2022-11-05T15:35:40.442Z,2022-11-07T08:12:34Z,3895939497,3,,3895939501,140,81.7,3901873551,388,,3895939505,212,19.7,3895939507,213,0.1,3895939499,56,Right,3895939503,141,10.0,,,,9pi6sf9sdni4dn6db7rej0r85,Osama Rashid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481817803,24,61,1,2,0,7fn0aazbc8nx0u040aulozds1,0,86.5,18.1,2022-11-05T15:35:41.843Z,2022-11-07T08:12:50Z,3895944437,56,Right,3901873731,15,,3901873733,178,,,,,,,,,,,,,,,,,9xk50bv3qlja26r1ecary1y3t,K. Zohi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481816861,23,1,1,2,3,dich5v7sw466smbqap0d9rbyj,1,9.5,75.6,2022-11-05T15:35:45.212Z,2022-11-07T08:12:55Z,3895939429,140,12.0,3895939437,212,4.5,3895939433,141,80.9,3901873759,178,,3895939441,213,0.9,3895939423,56,Back,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481816951,24,1,1,2,5,dich5v7sw466smbqap0d9rbyj,1,12.3,80.8,2022-11-05T15:35:46.456Z,2022-11-07T08:12:59Z,3895939873,140,36.4,3895939875,141,67.5,3895939877,212,26.9,3895939881,213,5.9,3901873773,178,,3895939871,56,Back,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481817071,25,1,1,2,7,dich5v7sw466smbqap0d9rbyj,1,36.4,67.5,2022-11-05T15:35:48.448Z,2022-11-07T08:13:04Z,3895940575,56,Back,3895940591,213,4.5,3895940583,141,56.6,3895940579,140,34.6,3895940587,212,7.6,3901873803,178,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481817191,26,1,1,2,8,dich5v7sw466smbqap0d9rbyj,1,35.4,56.7,2022-11-05T15:35:49.889Z,2022-11-07T08:13:28Z,3895951161,22,,3895941185,1,,3895951159,154,,3895941177,140,78.7,3895941181,212,49.4,3895941175,56,Center,3901873817,178,,3895941183,213,5.9,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,1,3895941179,141,28.3,3895951157,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481893993,397,59,1,2,10,7fn0aazbc8nx0u040aulozds1,0,0,0,2022-11-05T15:35:51.781Z,2022-11-07T08:13:09Z,3896329719,56,Back,,,,,,,,,,,,,,,,,,,,,,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481817287,23,51,1,2,11,7fn0aazbc8nx0u040aulozds1,1,32.5,64.8,2022-11-05T15:35:52.804Z,2022-11-07T08:13:17Z,3895941631,170,,,,,,,,,,,,,,,,,,,,,,,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481817199,27,16,1,2,14,dich5v7sw466smbqap0d9rbyj,1,80.9,27.5,2022-11-05T15:35:56.262Z,2022-11-07T08:13:29Z,3900628283,395,19.7,3895946379,375,02:13.591,3895951227,29,,3895951241,230,79.8,3895941213,22,,3895951237,103,1.9,3895946371,374,2022-11-05 15:35:54.911,3895941217,56,Center,dh3ddfghtgeb2iu2608y96i5m,Antony,,3895941215,18,,3900628285,396,71.3,3895951239,214,3895951235,102,46.5,3895951229,154,3901874005,178,3895951243,231,29.2,3895951225,80,3895951231,55,26,3895946341,20,,,,,,,,,,,,
2481820005,25,1,1,3,14,7fn0aazbc8nx0u040aulozds1,0,49.9,50.1,2022-11-05T15:36:55.685Z,2022-11-07T08:13:50Z,3895961489,189,,3895955845,56,Back,3895955859,279,G,3895955851,141,66.9,3895955849,140,42.3,3901874041,178,,3895955857,213,2.2,3895955853,212,13.9,dn4o1wa7ia54rpytm5fikbsh5,A. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481820025,26,4,1,3,18,7fn0aazbc8nx0u040aulozds1,1,62.8,76.8,2022-11-05T15:37:00.141Z,2022-11-07T08:13:45Z,3896332307,189,,3895955933,13,,3895956087,233,28,3895955937,152,,3895955935,56,Center,3895955939,265,,3895955941,286,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481820013,28,4,1,3,18,dich5v7sw466smbqap0d9rbyj,0,37.2,23.2,2022-11-05T15:37:00.142Z,2022-11-07T08:13:45Z,3895955873,13,,3901874113,178,,3895956135,233,26,3895955877,152,,3895955881,285,,3895955875,56,Back,3900629809,189,,3895955879,265,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
