id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2497852929,9,1,1,0,10,7catg5lpivcmpf4xhggh6d8rk,1,21.3,63.4,2023-01-15T18:02:44.411Z,2023-01-17T23:11:46Z,3980480869,56,Back,3980480871,140,5.6,3980480875,212,18.4,3982567983,178,,3980480873,141,51.3,3980480877,213,3.6,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497852939,10,1,1,0,12,7catg5lpivcmpf4xhggh6d8rk,0,5.6,51.3,2023-01-15T18:02:46.294Z,2023-01-17T23:11:50Z,3980480929,1,,3982568007,178,,3980480911,56,Back,3980480907,157,,3980480915,140,37.7,3980480927,213,6.0,3980480923,212,35.1,3980480919,141,36.7,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497852945,3,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,0,63.2,63.5,2023-01-15T18:02:48.312Z,2023-01-17T23:11:54Z,3980480949,213,1.0,3980480945,141,80.1,3980480941,56,Left,3982568047,178,,3980480939,3,,3980480947,212,13.5,3980480943,140,70.3,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497852961,11,1,1,0,18,7catg5lpivcmpf4xhggh6d8rk,1,32.9,33.3,2023-01-15T18:02:51.807Z,2023-01-17T23:11:57Z,3980481039,56,Back,3980481041,140,33.8,3980481045,212,39.2,3980481043,141,90.9,3982568067,178,,3980481047,213,1.5,3980481037,155,,3980481049,1,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497852957,4,43,1,0,19,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-01-15T18:02:53.358Z,2023-01-15T18:02:59Z,3980481159,144,61,3980481007,56,Center,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497852981,12,1,1,0,20,7catg5lpivcmpf4xhggh6d8rk,1,32.8,91.4,2023-01-15T18:02:53.935Z,2023-01-17T23:12:01Z,3980481143,212,8.4,3980481139,140,26.7,3980481141,141,83.5,3980481145,213,3.8,3982568087,178,,3980481137,56,Back,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497852997,13,1,1,0,25,7catg5lpivcmpf4xhggh6d8rk,0,36.2,69.4,2023-01-15T18:02:59.092Z,2023-01-17T23:12:08Z,3980481263,140,43.2,3980481267,212,7.4,3982568133,178,,3980481261,56,Back,3980481265,141,67.8,3980481269,213,6.1,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498252565,939,67,1,0,26,9ldqu49smv1xg2va0n2cy28zl,1,58.9,30.8,2023-01-15T18:02:59.901Z,2023-01-18T00:42:13Z,3982578339,233,843,,,,,,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498252563,843,67,1,0,26,7catg5lpivcmpf4xhggh6d8rk,0,41.1,69.2,2023-01-15T18:02:59.902Z,2023-01-17T23:52:15Z,3982578343,233,939,,,,,,,,,,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497852999,5,8,1,0,26,9ldqu49smv1xg2va0n2cy28zl,1,62.4,28.6,2023-01-15T18:02:59.926Z,2023-01-18T00:42:14Z,3982568151,178,,3980481271,56,Center,3982017071,384,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853007,6,61,1,0,27,9ldqu49smv1xg2va0n2cy28zl,0,64,31.4,2023-01-15T18:03:01.135Z,2023-01-17T23:51:17Z,3982568183,178,,3980484779,56,Center,,,,,,,,,,,,,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498285259,1427,67,1,0,28,7catg5lpivcmpf4xhggh6d8rk,1,38.8,70.6,2023-01-15T18:03:02.232Z,2023-01-18T09:14:22Z,3982739373,233,1737,,,,,,,,,,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498285255,1737,67,1,0,28,9ldqu49smv1xg2va0n2cy28zl,0,61.2,29.4,2023-01-15T18:03:02.233Z,2023-01-18T06:58:26Z,3982739389,233,1427,,,,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853015,14,1,1,0,28,7catg5lpivcmpf4xhggh6d8rk,0,38.2,72.8,2023-01-15T18:03:02.254Z,2023-01-18T09:14:23Z,3980487999,236,,3980488001,233,51,3980481315,56,Back,3980488005,286,,3980482497,140,35.6,3982568205,178,,3980482501,212,3.0,3980482503,213,2.7,c270jephiphzfpig96q3jyz11,Paulinho,3980482499,141,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853799,51,74,1,0,28,9ldqu49smv1xg2va0n2cy28zl,1,63.3,35.9,2023-01-15T18:03:02.287Z,2023-01-17T23:12:31Z,3980485559,56,Center,3982568239,178,,3980487723,285,,3980488011,233,14,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853017,7,3,1,0,30,9ldqu49smv1xg2va0n2cy28zl,0,66.8,29.6,2023-01-15T18:03:03.945Z,2023-01-17T23:12:38Z,3980481329,56,Center,3980487949,233,29,3980481331,286,,3982568259,178,,3982017465,464,,,,,,,,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853425,29,7,1,0,30,7catg5lpivcmpf4xhggh6d8rk,0,33.2,70.4,2023-01-15T18:03:03.992Z,2023-01-17T23:51:43Z,3982568279,178,,3980487941,285,,3982017495,383,,3980487943,233,7,3980483535,56,Back,,,,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497854299,59,61,1,0,30,9ldqu49smv1xg2va0n2cy28zl,1,70,33.7,2023-01-15T18:03:04.017Z,2023-01-17T23:12:49Z,3980487953,56,Center,3982568309,178,,,,,,,,,,,,,,,,,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497868947,449,49,1,0,31,9ldqu49smv1xg2va0n2cy28zl,1,65.3,17.2,2023-01-15T18:03:04.660Z,2023-01-18T07:03:33Z,,,,,,,,,,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498285435,1738,43,1,0,31,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-01-15T18:03:05.027Z,2023-01-18T07:03:46Z,3982746227,144,67,3982740327,233,1428,,,,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498285431,1428,43,1,0,31,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-15T18:03:05.028Z,2023-01-18T07:03:45Z,3982740345,233,1738,3982746211,144,67,,,,,,,,,,,,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498286475,1429,83,1,0,31,7catg5lpivcmpf4xhggh6d8rk,1,32.7,82.3,2023-01-15T18:03:05.029Z,2023-01-18T07:03:49Z,3982746275,399,109788,,,,,,,,,,,,,,,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853027,8,1,1,0,32,9ldqu49smv1xg2va0n2cy28zl,1,65.5,14.9,2023-01-15T18:03:06.588Z,2023-01-17T23:13:05Z,3980481385,56,Right,3980481387,140,60.9,3980481393,213,4.0,3980481389,141,6.2,3982568391,178,,3980481391,212,7.6,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853039,9,1,1,0,35,9ldqu49smv1xg2va0n2cy28zl,1,60.9,6.2,2023-01-15T18:03:09.435Z,2023-01-17T23:14:06Z,3980481497,56,Right,3982568409,178,,3980481503,212,9.3,3980481499,140,69.8,3980481501,141,6.1,3980481505,213,6.3,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853043,10,3,1,0,38,9ldqu49smv1xg2va0n2cy28zl,0,72,18.4,2023-01-15T18:03:12.556Z,2023-01-17T23:15:23Z,3980481529,286,,3982569001,178,,3980481527,56,Right,3980481537,211,,3982017811,465,,,,,,,,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853057,15,12,1,0,40,7catg5lpivcmpf4xhggh6d8rk,1,22.5,71.1,2023-01-15T18:03:14.073Z,2023-01-17T23:15:33Z,3980481613,56,Back,3980481617,141,68.5,3980481615,140,31.7,3980481619,212,9.8,3982569065,178,,3980481621,213,6.1,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853065,11,1,1,0,42,9ldqu49smv1xg2va0n2cy28zl,0,65.8,34.1,2023-01-15T18:03:15.941Z,2023-01-17T23:15:40Z,3980481647,212,2.2,3980481643,140,67.7,3980481645,141,32.8,3980481641,56,Center,3980481639,157,,3980481649,213,5.9,3982569093,178,,3980481651,1,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853061,16,61,1,0,42,7catg5lpivcmpf4xhggh6d8rk,1,29.7,69.1,2023-01-15T18:03:15.967Z,2023-01-17T23:15:45Z,3980481633,56,Back,3982569153,178,,,,,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853071,17,61,1,0,42,7catg5lpivcmpf4xhggh6d8rk,0,23.9,68.1,2023-01-15T18:03:16.565Z,2023-01-17T23:16:24Z,3982569257,178,,3980481681,56,Back,,,,,,,,,,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853073,12,61,1,0,44,9ldqu49smv1xg2va0n2cy28zl,0,71.5,34.7,2023-01-15T18:03:18.102Z,2023-01-17T23:16:29Z,3980481687,56,Center,3982569269,178,,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853083,18,12,1,0,45,7catg5lpivcmpf4xhggh6d8rk,1,22.5,64.8,2023-01-15T18:03:18.710Z,2023-01-17T23:16:33Z,3980481755,212,51.7,3982569297,178,,3980481751,140,70.9,3980481757,213,0.2,3980481749,56,Center,3980481753,141,78.7,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853101,13,1,1,0,52,9ldqu49smv1xg2va0n2cy28zl,1,26.2,27.4,2023-01-15T18:03:25.745Z,2023-01-17T23:16:37Z,3980481825,56,Back,3980481831,212,26.9,3982569311,178,,3980481827,140,27.8,3980481833,213,1.5,3980481829,141,66.9,,,,,,,7jtc6yk5xu4cm1an97wrgozbp,O. Vlachodimos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853111,14,1,1,0,55,9ldqu49smv1xg2va0n2cy28zl,1,28.6,69.5,2023-01-15T18:03:29.427Z,2023-01-17T23:16:40Z,3982569315,178,,3980481903,141,45.2,3980481907,213,4.6,3980481901,140,27.0,3980481899,56,Back,3980481905,212,16.6,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853113,15,1,1,0,57,9ldqu49smv1xg2va0n2cy28zl,1,27,45.2,2023-01-15T18:03:30.795Z,2023-01-17T23:16:43Z,3980481915,56,Back,3980481917,140,29.9,3982569319,178,,3980481921,212,15.3,3980481919,141,67.2,3980481923,213,1.4,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853117,16,1,1,0,58,9ldqu49smv1xg2va0n2cy28zl,1,29.9,67.2,2023-01-15T18:03:32.331Z,2023-01-17T23:16:46Z,3980481951,140,42.9,3982569329,178,,3980481955,212,14.3,3980481953,141,73.4,3980481949,56,Back,3980481957,213,0.3,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853123,17,1,1,1,0,9ldqu49smv1xg2va0n2cy28zl,1,43.7,74,2023-01-15T18:03:34.578Z,2023-01-17T23:16:51Z,3980481981,140,35.9,3980481985,212,15.1,3980481983,141,92.7,3982569341,178,,3980481987,213,2.1,3980481979,56,Back,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853135,18,1,1,1,2,9ldqu49smv1xg2va0n2cy28zl,0,35.9,92.7,2023-01-15T18:03:35.952Z,2023-01-17T23:16:55Z,3980482043,140,64.3,3980482047,212,30.0,3980482039,155,,3980482041,56,Left,3982569353,178,,3980482045,141,87.6,3980482049,213,6.2,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853141,19,12,1,1,4,7catg5lpivcmpf4xhggh6d8rk,1,33.3,14.3,2023-01-15T18:03:38.095Z,2023-01-17T23:17:25Z,3980482063,140,46.8,3980482067,212,17.9,3982569497,178,,3980482061,56,Back,3980482065,141,0.0,3980482085,167,,3980482069,213,5.6,3980482079,15,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853147,19,5,1,1,5,9ldqu49smv1xg2va0n2cy28zl,1,56.2,101.5,2023-01-15T18:03:39.040Z,2023-01-17T23:17:28Z,3980482093,233,20,3980482091,347,,3980482089,56,Left,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853145,20,5,1,1,5,7catg5lpivcmpf4xhggh6d8rk,0,43.8,-1.5,2023-01-15T18:03:39.040Z,2023-01-17T23:17:29Z,3980482081,56,Back,3980482097,233,19,3980482083,347,,,,,,,,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853157,20,1,1,1,8,9ldqu49smv1xg2va0n2cy28zl,1,56.7,100,2023-01-15T18:03:42.455Z,2023-01-17T23:17:36Z,3980482133,140,56.6,3980482137,212,7.0,3980482131,56,Left,3980482135,141,91.1,3980482129,107,,3980482139,213,4.7,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853163,21,1,1,1,10,9ldqu49smv1xg2va0n2cy28zl,1,54.8,89.6,2023-01-15T18:03:44.196Z,2023-01-17T23:17:50Z,3980482191,212,4.9,3980482189,141,96.3,3982569675,178,,3980482193,213,2.0,3980482187,140,53.0,3980482185,56,Left,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853185,22,1,1,1,11,9ldqu49smv1xg2va0n2cy28zl,1,52.6,96.3,2023-01-15T18:03:45.281Z,2023-01-17T23:17:53Z,3982569693,178,,3980482329,213,3.3,3980482321,56,Back,3980482325,141,88.7,3980482323,140,28.8,3980482327,212,25.5,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853227,23,1,1,1,15,9ldqu49smv1xg2va0n2cy28zl,1,27.2,74.9,2023-01-15T18:03:49.483Z,2023-01-17T23:17:57Z,3980482549,213,3.9,3982569709,178,,3980482547,212,18.6,3980482543,140,14.3,3980482545,141,56.1,3980482541,56,Back,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853243,24,1,1,1,21,9ldqu49smv1xg2va0n2cy28zl,1,14.5,54.5,2023-01-15T18:03:55.327Z,2023-01-17T23:18:02Z,3982569725,178,,3980482641,213,5.0,3980482639,212,34.4,3980482643,1,,3980482633,56,Back,3980482637,141,6.7,3980482635,140,25.1,,,,7jtc6yk5xu4cm1an97wrgozbp,O. Vlachodimos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
