id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2534057827,462,44,1,0,8,66bsnl0zjb7l5akwo00h0y5me,0,75.1,63.2,2023-04-15T19:32:03.930Z,2023-04-15T20:20:47Z,4192567701,233,6,4192567667,56,Center,4192567669,286,,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534022947,6,43,1,0,8,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-04-15T19:32:04.151Z,2023-04-15T20:27:33Z,4192598299,144,61,4192377643,56,Center,,,,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534022965,7,43,1,0,9,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-04-15T19:32:05.467Z,2023-04-15T19:32:53Z,4192377769,286,0,4192377767,56,Center,4192380849,144,44,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534022967,7,61,1,0,9,cmbqc74mshg77ra7mywec2a6b,1,29.9,23.7,2023-04-15T19:32:05.728Z,2023-04-15T20:20:58Z,4192568385,56,Back,,,,,,,,,,,,,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534022975,8,49,1,0,12,cmbqc74mshg77ra7mywec2a6b,1,25.6,26.4,2023-04-15T19:32:08.419Z,2023-04-15T20:21:37Z,,,,,,,,,,,,,,,,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534022983,8,8,1,0,12,66bsnl0zjb7l5akwo00h0y5me,1,69,86.9,2023-04-15T19:32:08.430Z,2023-04-15T20:27:53Z,4192377859,56,Left,,,,,,,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534058457,330,1,1,0,13,cmbqc74mshg77ra7mywec2a6b,0,25.7,24.1,2023-04-15T19:32:08.930Z,2023-04-15T20:21:32Z,4192571011,213,5.4,4192571005,140,32.1,4192571009,212,10.5,4192571007,141,12.2,4192571003,56,Back,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534022993,9,1,1,0,13,66bsnl0zjb7l5akwo00h0y5me,0,73.3,86.6,2023-04-15T19:32:09.023Z,2023-04-15T19:32:11Z,4192377927,213,0.5,4192377923,141,87.8,4192377921,140,74.7,4192378007,236,,4192378013,286,,4192378009,233,9,4192377919,56,Left,4192377925,212,1.7,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534022999,9,74,1,0,13,cmbqc74mshg77ra7mywec2a6b,1,28.9,10.6,2023-04-15T19:32:09.024Z,2023-04-15T20:33:53Z,4192377939,285,,4192378029,233,9,4192377937,56,Back,,,,,,,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023023,10,5,1,0,13,66bsnl0zjb7l5akwo00h0y5me,1,71,101.5,2023-04-15T19:32:09.918Z,2023-04-15T19:32:12Z,4192378071,347,,4192378069,56,Left,4192378115,233,10,,,,,,,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023013,10,5,1,0,13,cmbqc74mshg77ra7mywec2a6b,0,29,-1.5,2023-04-15T19:32:09.918Z,2023-04-15T20:34:22Z,4192378039,347,,4192378037,56,Back,4192378139,233,10,,,,,,,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023063,11,1,1,0,16,66bsnl0zjb7l5akwo00h0y5me,1,80.4,100,2023-04-15T19:32:12.158Z,2023-04-15T19:32:16Z,4192378321,56,Center,4192378327,212,22.0,4192378331,1,,4192378323,140,92.1,4192378329,213,5.3,4192378325,141,75.0,4192378319,107,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023065,12,44,1,0,18,66bsnl0zjb7l5akwo00h0y5me,1,90.5,72.7,2023-04-15T19:32:14.478Z,2023-04-15T20:28:17Z,4192378359,233,11,4192378339,56,Center,4192378341,286,,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023047,11,44,1,0,18,cmbqc74mshg77ra7mywec2a6b,0,9.5,27.3,2023-04-15T19:32:14.479Z,2023-04-15T20:21:49Z,4192378227,285,,4192378369,233,12,4192378225,56,Back,,,,,,,,,,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023075,13,1,1,0,19,66bsnl0zjb7l5akwo00h0y5me,0,89,73,2023-04-15T19:32:15.287Z,2023-04-15T20:28:32Z,4192378385,141,71.9,4192378389,213,3.7,4192378379,3,,4192378381,56,Center,4192378387,212,1.4,4192378383,140,87.9,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534064297,333,61,1,0,20,cmbqc74mshg77ra7mywec2a6b,1,8.3,26.2,2023-04-15T19:32:15.930Z,2023-04-15T20:28:33Z,4192603197,56,Back,,,,,,,,,,,,,,,,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023067,12,49,1,0,20,cmbqc74mshg77ra7mywec2a6b,1,11.4,35.1,2023-04-15T19:32:16.815Z,2023-04-15T20:22:00Z,,,,,,,,,,,,,,,,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023089,13,1,1,0,20,cmbqc74mshg77ra7mywec2a6b,0,11.4,35.1,2023-04-15T19:32:16.927Z,2023-04-15T20:22:04Z,4192378477,56,Back,4192378485,213,6.1,4192378479,140,46.7,4192378475,157,,4192378481,141,23.6,4192378483,212,37.9,4192378487,1,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023107,14,1,1,0,24,66bsnl0zjb7l5akwo00h0y5me,0,53.4,84.1,2023-04-15T19:32:20.030Z,2023-04-15T19:32:21Z,4192378603,3,,4192378607,140,61.5,4192378613,213,0.5,4192378605,56,Left,4192378611,212,9.5,4192378609,141,90.3,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023133,14,1,1,0,26,cmbqc74mshg77ra7mywec2a6b,0,42.4,10.4,2023-04-15T19:32:22.847Z,2023-04-15T20:22:42Z,4192378751,212,1.8,4192378753,213,3.1,4192378749,141,10.4,4192378745,56,Back,4192378747,140,40.7,,,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023147,15,61,1,0,28,66bsnl0zjb7l5akwo00h0y5me,1,65.1,88.7,2023-04-15T19:32:24.398Z,2023-04-15T19:32:24Z,4192378821,56,Left,,,,,,,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023163,15,49,1,0,29,cmbqc74mshg77ra7mywec2a6b,1,42.9,19.5,2023-04-15T19:32:25.808Z,2023-04-15T19:32:25Z,,,,,,,,,,,,,,,,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023193,16,1,1,0,30,cmbqc74mshg77ra7mywec2a6b,1,42.9,19.5,2023-04-15T19:32:26.143Z,2023-04-15T19:32:29Z,4192379117,140,27.0,4192379133,1,,4192379121,141,64.2,4192379115,56,Back,4192379125,212,34.7,4192379129,213,2.1,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023235,17,1,1,0,33,cmbqc74mshg77ra7mywec2a6b,1,27.1,68.4,2023-04-15T19:32:29.343Z,2023-04-15T19:32:33Z,4192379395,56,Back,4192379399,141,87.8,4192379397,140,44.2,4192379403,213,0.6,4192379401,212,22.3,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023239,18,4,1,0,36,cmbqc74mshg77ra7mywec2a6b,1,43,89.8,2023-04-15T19:32:32.495Z,2023-04-15T19:32:35Z,4192379425,152,,4192379429,286,,4192379423,56,Back,4192379427,265,,4192379421,13,,4192379497,233,16,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023245,16,4,1,0,36,66bsnl0zjb7l5akwo00h0y5me,0,57,10.2,2023-04-15T19:32:32.496Z,2023-04-15T19:32:35Z,4192379523,233,18,4192379459,285,,4192379455,152,,4192379457,265,,4192379453,56,Right,4192379451,13,,,,,,,,aavcrjkupdm4kglaae4fiqzmd,Wilson Manafá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023373,19,1,1,0,48,cmbqc74mshg77ra7mywec2a6b,1,41.7,89.8,2023-04-15T19:32:44.639Z,2023-04-15T20:23:33Z,4192380249,152,,4192380251,56,Back,4192380257,212,20.2,4192380253,140,29.1,4192580071,189,,4192380247,5,,4192380259,213,4.0,4192380255,141,67.4,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023415,20,43,1,0,49,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-04-15T19:32:45.839Z,2023-04-15T20:23:31Z,4192580725,144,1,4192380505,213,4.6,4192380497,56,Back,4192380499,140,25.3,4192380503,212,12.2,4192380501,141,55.5,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023441,21,1,1,0,53,cmbqc74mshg77ra7mywec2a6b,1,25.4,55.1,2023-04-15T19:32:49.023Z,2023-04-15T19:32:51Z,4192380701,212,25.3,4192380697,140,3.6,4192380703,213,3.6,4192380699,141,39.4,4192380695,56,Back,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023455,22,1,1,0,55,cmbqc74mshg77ra7mywec2a6b,0,2.6,39.6,2023-04-15T19:32:51.744Z,2023-04-15T19:33:20Z,4192380789,140,3.7,4192382727,236,,4192380785,157,,4192380791,141,36.7,4192380793,212,2.3,4192380797,1,,4192380795,213,5.2,4192382729,233,21,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,4192380787,56,Back,4192382735,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023775,21,74,1,0,55,66bsnl0zjb7l5akwo00h0y5me,1,87.2,66.3,2023-04-15T19:32:51.745Z,2023-04-15T20:33:53Z,4192382567,56,Center,4192382759,233,22,4192382569,285,,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023493,17,5,1,0,56,66bsnl0zjb7l5akwo00h0y5me,0,76.8,101.1,2023-04-15T19:32:52.674Z,2023-04-15T20:34:23Z,4192380991,56,Left,4192381003,233,23,4192380993,347,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023459,23,5,1,0,56,cmbqc74mshg77ra7mywec2a6b,1,23.2,-1.1,2023-04-15T19:32:52.674Z,2023-04-15T19:33:08Z,4192380813,56,Back,4192380815,347,,4192381039,233,17,,,,,,,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023635,24,1,1,1,9,cmbqc74mshg77ra7mywec2a6b,0,27.4,0,2023-04-15T19:33:05.871Z,2023-04-15T20:23:53Z,4192382677,1,,4192381779,213,0.4,4192381775,141,15.8,4192381777,212,31.5,4192381773,140,55.2,4192381771,56,Right,4192582427,189,,4192382675,107,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023639,18,49,1,1,10,66bsnl0zjb7l5akwo00h0y5me,1,32.1,77,2023-04-15T19:33:06.717Z,2023-04-15T19:33:06Z,,,,,,,,,,,,,,,,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023641,19,1,1,1,10,66bsnl0zjb7l5akwo00h0y5me,1,32.1,77,2023-04-15T19:33:06.799Z,2023-04-15T19:33:08Z,4192381835,141,59.7,4192381839,213,3.6,4192381833,140,11.7,4192381837,212,24.4,4192381831,56,Back,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023757,20,1,1,1,15,66bsnl0zjb7l5akwo00h0y5me,0,7.4,46,2023-04-15T19:33:11.438Z,2023-04-15T19:33:16Z,4192382475,1,,4192382459,157,,4192382461,56,Center,4192382463,140,86.6,4192382467,141,37.7,4192382471,212,83.4,4192382473,213,6.2,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023761,25,52,1,1,21,cmbqc74mshg77ra7mywec2a6b,1,13.2,64.8,2023-04-15T19:33:16.991Z,2023-04-15T19:33:23Z,,,,,,,,,,,,,,,,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023951,26,1,1,1,30,cmbqc74mshg77ra7mywec2a6b,1,11.7,49.7,2023-04-15T19:33:25.967Z,2023-04-15T19:33:31Z,4192383625,212,55.3,4192383629,1,,4192383607,199,,4192383627,213,5.7,4192383621,141,6.1,4192383617,140,56.2,4192383611,56,Right,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023953,27,44,1,1,33,cmbqc74mshg77ra7mywec2a6b,1,55.4,6.1,2023-04-15T19:33:29.861Z,2023-04-15T20:35:12Z,4192383633,56,Right,4192383635,286,,4192383691,233,22,,,,,,,,,,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023947,22,44,1,1,33,66bsnl0zjb7l5akwo00h0y5me,0,44.6,93.9,2023-04-15T19:33:29.862Z,2023-04-15T20:35:13Z,4192383599,285,,4192383713,233,27,4192383597,56,Back,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023957,28,1,1,1,34,cmbqc74mshg77ra7mywec2a6b,0,56.2,6.1,2023-04-15T19:33:30.486Z,2023-04-15T20:35:11Z,4192383663,213,5.8,4192383661,212,9.9,4192383659,141,0.0,4192383655,56,Right,4192383653,3,,4192383657,140,64.4,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023961,23,5,1,1,35,66bsnl0zjb7l5akwo00h0y5me,1,38.4,101,2023-04-15T19:33:31.437Z,2023-04-15T20:29:26Z,4192383671,347,,4192383695,233,29,4192383669,56,Back,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534023963,29,5,1,1,35,cmbqc74mshg77ra7mywec2a6b,0,61.6,-1,2023-04-15T19:33:31.437Z,2023-04-15T20:34:23Z,4192383675,347,,4192383673,56,Right,4192383731,233,23,,,,,,,,,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534024033,24,1,1,1,38,66bsnl0zjb7l5akwo00h0y5me,1,41.9,100,2023-04-15T19:33:34.046Z,2023-04-15T19:33:36Z,4192384055,213,3.9,4192384047,56,Back,4192384053,212,14.8,4192384051,141,86.9,4192384045,107,,4192384049,140,31.5,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534024085,25,1,1,1,40,66bsnl0zjb7l5akwo00h0y5me,1,31.3,80.9,2023-04-15T19:33:36.814Z,2023-04-15T19:33:41Z,4192384349,140,32.0,4192384353,212,13.6,4192384351,141,60.9,4192384347,56,Back,4192384355,213,4.8,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534024107,26,1,1,1,45,66bsnl0zjb7l5akwo00h0y5me,1,32.3,46.7,2023-04-15T19:33:41.294Z,2023-04-15T19:33:44Z,4192384507,140,37.1,4192384513,213,5.0,4192384505,56,Back,4192384511,212,16.0,4192384509,141,24.3,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534024149,27,1,1,1,48,66bsnl0zjb7l5akwo00h0y5me,1,36,27.7,2023-04-15T19:33:44.222Z,2023-04-15T19:33:48Z,4192384849,212,15.7,4192384845,140,29.9,4192384851,213,2.0,4192384847,141,48.8,4192384843,56,Back,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534024193,28,1,1,1,53,66bsnl0zjb7l5akwo00h0y5me,1,30.1,55.5,2023-04-15T19:33:49.470Z,2023-04-15T19:33:52Z,4192385095,141,76.3,4192385099,213,1.1,4192385091,56,Back,4192385097,212,16.0,4192385093,140,37.2,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
