id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2476990933,3,4,1,0,7,co1i764h6b02husae71w6scs8,0,60.5,42.4,2022-10-24T19:16:21.885Z,2022-10-27T04:27:50Z,3870507585,233,7,3870507545,295,,3870507543,13,,3870507549,152,,3870507551,285,,3874596239,178,,3870507547,56,Center,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991037,8,1,1,0,16,cgvbluoerzbzcr7aaxge3wkcv,1,40,56.7,2022-10-24T19:16:31.564Z,2022-10-27T04:27:54Z,3870508179,5,,3870508185,140,29.8,3870508181,152,,3870508183,56,Back,3870508189,212,12.5,3874596281,178,,3870508191,213,3.7,3870508187,141,47.2,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991073,9,1,1,0,18,cgvbluoerzbzcr7aaxge3wkcv,1,29.8,47.2,2022-10-24T19:16:33.525Z,2022-10-27T04:28:05Z,3870508455,141,81.7,3870508451,56,Back,3874596399,178,,3870508453,140,34.0,3870508459,213,1.4,3870508457,212,23.9,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991081,10,1,1,0,23,cgvbluoerzbzcr7aaxge3wkcv,0,54.2,72.3,2022-10-24T19:16:38.671Z,2022-10-27T04:28:09Z,3870508517,141,74.5,3870508513,56,Center,3870508519,212,7.6,3870508515,140,61.3,3874596437,178,,3870508521,213,0.2,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991097,4,61,1,0,24,co1i764h6b02husae71w6scs8,1,38.9,22.8,2022-10-24T19:16:38.932Z,2022-10-27T04:28:15Z,3874596501,178,,3870508593,56,Back,,,,,,,,,,,,,,,,,,,9lwpckbeu2ymqlmq6288bdjvt,Henrique Jocú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991145,11,1,1,0,29,cgvbluoerzbzcr7aaxge3wkcv,1,52.2,93.8,2022-10-24T19:16:44.645Z,2022-10-27T04:28:20Z,3870508887,212,16.8,3870508879,155,,3870508885,141,86.0,3874596551,178,,3870508881,56,Left,3870508889,213,6.0,3870508883,140,67.4,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991153,12,61,1,0,31,cgvbluoerzbzcr7aaxge3wkcv,1,67.4,86,2022-10-24T19:16:45.932Z,2022-10-27T04:28:45Z,3874596693,21,,3870508925,56,Left,3874596695,178,,,,,,,,,,,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991161,5,61,1,0,31,co1i764h6b02husae71w6scs8,1,24.2,17.3,2022-10-24T19:16:46.089Z,2022-10-27T04:28:51Z,3874596739,178,,3870508967,56,Back,,,,,,,,,,,,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477770157,1171,67,1,0,31,cgvbluoerzbzcr7aaxge3wkcv,1,76.4,84,2022-10-24T19:16:46.670Z,2022-10-27T07:00:31Z,3874628563,233,824,,,,,,,,,,,,,,,,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477770155,824,67,1,0,31,co1i764h6b02husae71w6scs8,0,23.6,16,2022-10-24T19:16:46.671Z,2022-10-27T05:34:45Z,3874628567,233,1171,,,,,,,,,,,,,,,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477015241,355,43,1,0,34,co1i764h6b02husae71w6scs8,1,0,0,2022-10-24T19:16:48.805Z,2022-10-24T20:07:30Z,3870639323,56,Back,3870641377,144,61,,,,,,,,,,,,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991193,13,1,1,0,34,cgvbluoerzbzcr7aaxge3wkcv,1,68.8,84.4,2022-10-24T19:16:49.083Z,2022-10-27T04:28:54Z,3870509177,212,13.4,3874596759,178,,3870509179,213,4.1,3870509173,140,61.3,3870509175,141,68.5,3870509171,56,Center,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991217,14,1,1,0,35,cgvbluoerzbzcr7aaxge3wkcv,1,61.7,68.5,2022-10-24T19:16:50.780Z,2022-10-27T04:28:57Z,3870509317,140,68.1,3874596779,178,,3870509315,56,Center,3870509321,212,22.5,3870509323,213,5.0,3870509319,141,36.9,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991273,15,1,1,0,39,cgvbluoerzbzcr7aaxge3wkcv,1,67.3,35.4,2022-10-24T19:16:54.236Z,2022-10-27T04:29:01Z,3870509655,140,71.5,3870509663,213,4.9,3870509659,212,21.6,3870509653,56,Right,3870509657,141,4.3,3874596805,178,,,,,,,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991297,16,1,1,0,43,cgvbluoerzbzcr7aaxge3wkcv,1,70,8.9,2022-10-24T19:16:58.272Z,2022-10-27T04:29:15Z,3870509789,213,1.2,3870509773,56,Right,3870509785,212,7.5,3874596871,178,,3870509781,141,19.2,3870509777,140,72.6,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991315,17,1,1,0,44,cgvbluoerzbzcr7aaxge3wkcv,1,72.6,19.2,2022-10-24T19:16:59.143Z,2022-10-27T04:29:21Z,3870509863,56,Right,3870509869,212,9.7,3870509865,140,75.5,3870509871,213,5.0,3874596911,178,,3870509867,141,5.6,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991325,18,1,1,0,46,cgvbluoerzbzcr7aaxge3wkcv,0,75.5,5.6,2022-10-24T19:17:01.693Z,2022-10-27T04:29:28Z,3870509913,140,88.0,3870509919,213,1.1,3874596953,178,,3870509907,2,,3870509911,56,Center,3870509915,141,44.5,3873910503,223,,3870509917,212,29.5,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,3870509909,155,3873910505,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991337,6,49,1,0,48,co1i764h6b02husae71w6scs8,1,14.4,52.8,2022-10-24T19:17:03.037Z,2022-10-27T04:29:36Z,,,,,,,,,,,,,,,,,,,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991397,7,1,1,0,49,co1i764h6b02husae71w6scs8,1,14.4,52.8,2022-10-24T19:17:04.657Z,2022-10-27T04:29:40Z,3874597013,178,,3870510333,157,,3870510339,141,46.1,3870510335,56,Back,3870510341,212,21.3,3870510337,140,34.2,3870510345,1,,3870510343,213,6.1,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991401,8,61,1,0,53,co1i764h6b02husae71w6scs8,0,34.1,41.6,2022-10-24T19:17:08.349Z,2022-10-27T04:29:51Z,3874597079,178,,3870510353,56,Back,,,,,,,,,,,,,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991387,19,49,1,0,54,cgvbluoerzbzcr7aaxge3wkcv,1,58.7,66.6,2022-10-24T19:17:09.550Z,2022-10-27T04:29:55Z,,,,,,,,,,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991415,20,1,1,0,54,cgvbluoerzbzcr7aaxge3wkcv,1,58.6,66.6,2022-10-24T19:17:09.620Z,2022-10-27T04:30:01Z,3870510405,56,Left,3870510409,141,82.0,3874597169,178,,3870510413,213,1.1,3870510407,140,63.2,3870510411,212,11.5,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991427,21,1,1,0,56,cgvbluoerzbzcr7aaxge3wkcv,0,63.9,82,2022-10-24T19:17:11.798Z,2022-10-27T04:30:10Z,3870510475,213,5.4,3870510471,141,43.9,3870510473,212,34.0,3874597229,178,,3870510463,2,,3870510465,155,,3870510467,56,Center,3873914323,224,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,3870510469,140,3873914325,72,84.8,3870510477,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991439,9,12,1,0,58,co1i764h6b02husae71w6scs8,1,18.4,53.3,2022-10-24T19:17:13.226Z,2022-10-27T04:30:16Z,3870510549,140,27.2,3870510555,213,5.5,3870510551,141,41.0,3870510561,15,,3874597275,178,,3870510553,212,12.5,3870510547,56,Back,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991459,10,44,1,1,0,co1i764h6b02husae71w6scs8,1,24.6,44.4,2022-10-24T19:17:15.100Z,2022-10-27T07:00:32Z,3870510667,233,22,3870510661,285,,3870510659,56,Back,,,,,,,,,,,,,,,,9lwpckbeu2ymqlmq6288bdjvt,Henrique Jocú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991445,22,44,1,1,0,cgvbluoerzbzcr7aaxge3wkcv,0,75.4,55.6,2022-10-24T19:17:15.101Z,2022-10-27T04:30:20Z,3870510599,286,,3870510679,233,10,3870510597,56,Center,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991495,11,1,1,1,0,co1i764h6b02husae71w6scs8,1,28.8,38.8,2022-10-24T19:17:15.135Z,2022-10-27T07:00:32Z,3874597357,388,,3870510873,56,Back,3870510875,140,35.1,3870510871,168,,3870510877,141,31.9,3870510869,3,,3870510879,212,8.1,3870510881,213,5.7,9lwpckbeu2ymqlmq6288bdjvt,Henrique Jocú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991499,12,50,1,1,1,co1i764h6b02husae71w6scs8,1,33.8,31.8,2022-10-24T19:17:16.565Z,2022-10-27T04:30:42Z,3870510893,56,Back,3870645727,233,23,3870645699,286,,,,,,,,,,,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991473,23,7,1,1,1,cgvbluoerzbzcr7aaxge3wkcv,0,66.2,68.2,2022-10-24T19:17:16.622Z,2022-10-27T04:30:46Z,3873914663,383,,3874597523,178,,3870510737,56,Center,3870644357,285,,3870645705,233,12,,,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991517,13,49,1,1,3,co1i764h6b02husae71w6scs8,1,29.8,40.4,2022-10-24T19:17:18.797Z,2022-10-27T04:30:56Z,,,,,,,,,,,,,,,,,,,,,,,,,9lwpckbeu2ymqlmq6288bdjvt,Henrique Jocú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991551,14,1,1,1,4,co1i764h6b02husae71w6scs8,1,34.8,41.2,2022-10-24T19:17:18.839Z,2022-10-27T04:31:01Z,3870511165,212,13.2,3870511161,140,22.6,3870511159,56,Back,3870511163,141,45.8,3874597625,178,,3870511167,213,2.9,,,,,,,9lwpckbeu2ymqlmq6288bdjvt,Henrique Jocú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477016265,356,1,1,1,5,co1i764h6b02husae71w6scs8,1,23.6,49.3,2022-10-24T19:17:20.600Z,2022-10-27T04:31:12Z,3870645067,56,Back,3870645075,213,3.1,3870645071,141,50.1,3870645073,212,20.3,3874597681,178,,3870645069,140,4.3,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991565,15,1,1,1,9,co1i764h6b02husae71w6scs8,1,7.5,46.3,2022-10-24T19:17:24.728Z,2022-10-27T04:31:25Z,3874597751,178,,3870511271,141,21.9,3870511267,56,Back,3870511281,213,5.0,3870511269,140,11.9,3870511277,212,17.2,,,,,,,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991595,16,1,1,1,12,co1i764h6b02husae71w6scs8,1,11.9,21.9,2022-10-24T19:17:27.058Z,2022-10-27T04:31:27Z,3870511449,212,18.8,3874597775,178,,3870511443,56,Back,3870511445,140,4.3,3870511447,141,47.0,3870511451,213,2.0,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991623,17,1,1,1,15,co1i764h6b02husae71w6scs8,1,6.7,49.7,2022-10-24T19:17:30.454Z,2022-10-27T04:31:38Z,3870511601,213,0.8,3870511591,155,,3870511595,140,36.9,3870511593,56,Back,3870511599,212,45.4,3870511603,1,,3874597843,178,,3870511597,141,97.5,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991627,18,44,1,1,18,co1i764h6b02husae71w6scs8,1,39.3,96.6,2022-10-24T19:17:33.789Z,2022-10-27T07:00:32Z,3870511623,285,,3870511725,233,24,3870511621,56,Back,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991649,24,44,1,1,18,cgvbluoerzbzcr7aaxge3wkcv,0,60.7,3.4,2022-10-24T19:17:33.790Z,2022-10-27T04:31:42Z,3870511711,286,,3870511709,56,Right,3870511745,233,18,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991635,19,1,1,1,19,co1i764h6b02husae71w6scs8,0,36.9,97.2,2022-10-24T19:17:33.807Z,2022-10-27T07:00:33Z,3870511643,141,88.6,3874597905,388,,3870511637,3,,3870511645,212,7.1,3870511641,140,40.8,3870511647,213,5.3,3870511639,56,Back,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477017119,424,1,1,1,20,cgvbluoerzbzcr7aaxge3wkcv,1,55.1,15.8,2022-10-24T19:17:35.530Z,2022-10-27T04:31:56Z,3870650245,140,32.5,3874597973,178,,3870650249,212,23.7,3870650243,56,Back,3870650251,213,3.2,3870650247,141,15.0,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991675,25,49,1,1,24,cgvbluoerzbzcr7aaxge3wkcv,1,22,23.1,2022-10-24T19:17:39.663Z,2022-10-27T04:32:01Z,,,,,,,,,,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991699,26,1,1,1,24,cgvbluoerzbzcr7aaxge3wkcv,1,22,21.8,2022-10-24T19:17:39.680Z,2022-10-27T04:32:05Z,3870511977,213,2.6,3870511969,56,Back,3870511973,141,34.6,3874598045,178,,3870511975,212,16.8,3870511971,140,8.3,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991707,27,1,1,1,26,cgvbluoerzbzcr7aaxge3wkcv,0,8.3,34.5,2022-10-24T19:17:41.022Z,2022-10-27T04:32:09Z,3870512037,213,6.2,3870512027,157,,3874598081,178,,3870512033,141,25.8,3870512039,1,,3870512035,212,54.4,3870512031,140,59.8,3870512029,56,Center,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991719,20,1,1,1,29,co1i764h6b02husae71w6scs8,0,43.7,85,2022-10-24T19:17:44.201Z,2022-10-27T04:32:16Z,3874598129,388,,3870512107,141,90.3,3870512111,213,0.3,3870512103,56,Left,3870512109,212,13.3,3870512105,140,55.9,3870512101,3,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991741,28,1,1,1,30,cgvbluoerzbzcr7aaxge3wkcv,1,44.9,12.2,2022-10-24T19:17:45.554Z,2022-10-27T04:32:27Z,3870512217,213,0.2,3870512209,56,Right,3870512213,141,15.2,3874598207,178,,3870512211,140,54.4,3870512215,212,10.2,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991747,29,1,1,1,33,cgvbluoerzbzcr7aaxge3wkcv,1,45.8,22.8,2022-10-24T19:17:47.844Z,2022-10-27T04:32:33Z,3870512255,141,28.6,3870512251,56,Back,3870512253,140,43.4,3870512259,213,2.1,3874598313,178,,3870512257,212,4.7,,,,,,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991773,30,1,1,1,33,cgvbluoerzbzcr7aaxge3wkcv,1,43.4,28.6,2022-10-24T19:17:48.708Z,2022-10-27T04:32:37Z,3870512413,56,Back,3870512419,212,10.1,3870512423,213,5.2,3870512415,140,47.9,3870512417,141,15.5,3874598389,178,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476991809,31,1,1,1,37,cgvbluoerzbzcr7aaxge3wkcv,1,53,17.3,2022-10-24T19:17:51.963Z,2022-10-27T04:32:42Z,3874598469,178,,3870512617,140,54.7,3870512625,1,,3870512621,212,41.7,3870512615,56,Center,3870512611,155,,3870512619,141,78.5,3870512613,196,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,3870512623,213,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
