id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2444987383,13,1,1,1,27,26t6lvlpql4w5wu1ih73qpy36,1,13.9,27.9,2022-08-12T19:18:28.357Z,2022-08-14T22:11:31Z,3700412105,141,58.8,3700412109,213,1.3,3700412099,123,,3708368281,178,,3700412107,212,21.8,3700412101,56,Back,3700412103,140,19.6,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987445,14,1,1,1,30,26t6lvlpql4w5wu1ih73qpy36,1,19.3,58.7,2022-08-12T19:18:31.469Z,2022-08-14T22:11:36Z,3700412435,213,5.2,3700412427,56,Back,3700412433,212,16.8,3708368493,178,,3700412431,141,37.4,3700412429,140,27.5,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987485,15,1,1,1,31,26t6lvlpql4w5wu1ih73qpy36,1,27.5,37.4,2022-08-12T19:18:32.717Z,2022-08-14T22:11:38Z,3700412685,213,2.0,3700412677,56,Back,3700412679,140,20.8,3700412681,141,61.5,3708368617,178,,3700412683,212,17.8,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987529,16,1,1,1,35,26t6lvlpql4w5wu1ih73qpy36,1,20.8,61.5,2022-08-12T19:18:36.271Z,2022-08-14T22:11:45Z,3700412933,213,4.1,3700412925,56,Back,3700412929,141,42.8,3700412931,212,15.4,3708368875,178,,3700412927,140,12.6,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987603,17,1,1,1,36,26t6lvlpql4w5wu1ih73qpy36,1,12.6,42.8,2022-08-12T19:18:38.123Z,2022-08-14T22:11:50Z,3708369075,178,,3700413319,213,5.3,3700413315,141,21.8,3700413313,140,20.8,3700413317,212,16.7,3700413311,56,Back,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987663,18,1,1,1,40,26t6lvlpql4w5wu1ih73qpy36,1,22,28,2022-08-12T19:18:41.806Z,2022-08-14T22:11:53Z,3708369207,178,,3700413659,141,69.3,3700413655,56,Back,3700413661,212,28.1,3700413663,213,1.6,3700413657,140,21.8,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987697,19,1,1,1,43,26t6lvlpql4w5wu1ih73qpy36,1,23.2,74.5,2022-08-12T19:18:44.823Z,2022-08-14T22:11:55Z,3700413837,140,28.1,3708369365,178,,3700413835,56,Back,3700413839,141,95.1,3700413841,212,14.9,3700413843,213,1.2,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987735,20,1,1,1,45,26t6lvlpql4w5wu1ih73qpy36,1,28.6,92.3,2022-08-12T19:18:46.712Z,2022-08-14T22:11:59Z,3700414025,212,21.9,3700414019,56,Back,3700414023,141,62.0,3708369561,178,,3700414027,213,5.1,3700414021,140,35.6,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987767,21,1,1,1,47,26t6lvlpql4w5wu1ih73qpy36,1,34.4,61.2,2022-08-12T19:18:48.788Z,2022-08-14T22:12:02Z,3700414187,140,37.0,3708369747,178,,3700414185,56,Back,3700414189,141,18.6,3700414191,212,29.1,3700414193,213,4.8,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987821,22,1,1,1,51,26t6lvlpql4w5wu1ih73qpy36,1,43.2,17.9,2022-08-12T19:18:52.894Z,2022-08-14T22:12:07Z,3708370105,178,,3700414459,140,72.5,3700414465,213,6.0,3700414463,212,32.3,3700414457,56,Right,3700414461,141,3.4,3700414467,1,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987871,23,1,1,1,55,26t6lvlpql4w5wu1ih73qpy36,1,72.5,4.3,2022-08-12T19:18:56.447Z,2022-08-14T22:12:11Z,3700414763,56,Back,3700414767,141,3.7,3700414771,213,3.2,3708370309,178,,3700414769,212,25.3,3700414765,140,48.4,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987921,24,1,1,1,57,26t6lvlpql4w5wu1ih73qpy36,1,47.9,3.7,2022-08-12T19:18:58.674Z,2022-08-14T22:12:16Z,3700415043,140,48.3,3708370607,178,,3700415041,56,Back,3700415047,212,3.6,3700415049,213,1.5,3700415045,141,8.9,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987957,25,1,1,2,0,26t6lvlpql4w5wu1ih73qpy36,1,44.3,19.8,2022-08-12T19:19:01.560Z,2022-08-14T22:12:19Z,3700415219,213,1.7,3700415215,212,29.0,3700415209,140,39.4,3700415205,56,Back,3708370721,178,,3700415213,141,61.7,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444987995,26,1,1,2,3,26t6lvlpql4w5wu1ih73qpy36,1,39.9,64.2,2022-08-12T19:19:04.216Z,2022-08-14T22:12:21Z,3700415421,212,19.4,3700415417,140,46.6,3700415419,141,90.8,3700415415,56,Back,3708370861,178,,3700415423,213,1.2,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988027,27,1,1,2,6,26t6lvlpql4w5wu1ih73qpy36,1,45.7,72.1,2022-08-12T19:19:07.472Z,2022-08-14T22:12:24Z,3700415665,140,46.0,3700415669,212,9.9,3708371085,178,,3700415671,213,4.7,3700415667,141,57.6,3700415663,56,Back,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988131,28,1,1,2,9,26t6lvlpql4w5wu1ih73qpy36,1,46.4,56,2022-08-12T19:19:10.524Z,2022-08-14T22:12:27Z,3708371259,178,,3700416205,213,5.3,3700416197,56,Right,3700416201,141,3.5,3700416207,1,,3700416203,212,43.6,3700416199,140,70.2,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988157,29,1,1,2,16,26t6lvlpql4w5wu1ih73qpy36,1,77.2,2,2022-08-12T19:19:17.527Z,2022-08-14T22:12:30Z,3700416367,212,3.9,3700416361,56,Right,3708371463,178,,3700416363,140,73.9,3700416369,213,2.7,3700416365,141,4.6,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445787941,938,1,1,2,17,26t6lvlpql4w5wu1ih73qpy36,1,76.1,12.4,2022-08-12T19:19:18.925Z,2022-08-14T22:12:36Z,3704657523,140,68.5,3704657527,212,10.1,3708371815,178,,3704657521,56,Center,3704657525,141,21.6,3704657529,213,2.5,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988189,30,1,1,2,20,26t6lvlpql4w5wu1ih73qpy36,1,68.4,21.5,2022-08-12T19:19:21.265Z,2022-08-14T22:12:40Z,3708372015,178,,3700419493,213,5.8,3700419489,141,16.3,3700419485,56,Right,3700419491,212,8.2,3700419487,140,75.4,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988219,31,1,1,2,22,26t6lvlpql4w5wu1ih73qpy36,0,77.7,14.7,2022-08-12T19:19:23.345Z,2022-08-14T22:12:46Z,3700416661,155,,3700416767,286,,3704657949,72,,3700416657,2,,3708372401,178,,3700416665,56,Right,3704657947,223,,3700416761,236,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,3700416763,233,16,3700416675,213,1.1,3700416669,140,78.4,3700416673,212,1.6,3700416671,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988211,16,12,1,2,22,5c0sf1eaipcxvdw9o22of2jdp,1,24.9,79.3,2022-08-12T19:19:23.426Z,2022-08-14T22:12:54Z,3708372887,178,,3700416795,233,31,3700416619,56,Back,3700416617,185,,,,,,,,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988245,17,5,1,2,26,5c0sf1eaipcxvdw9o22of2jdp,0,36,101.7,2022-08-12T19:19:27.516Z,2022-08-14T22:13:25Z,3700416851,347,,3700417391,233,32,3700416849,56,Back,,,,,,,,,,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988321,32,5,1,2,26,26t6lvlpql4w5wu1ih73qpy36,1,64,-1.7,2022-08-12T19:19:27.516Z,2022-08-14T22:13:25Z,3700417321,56,Right,3700417323,347,,3700417369,233,17,,,,,,,,,,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988473,33,1,1,2,33,26t6lvlpql4w5wu1ih73qpy36,1,67.3,0,2022-08-12T19:19:34.905Z,2022-08-14T22:13:30Z,3700418177,56,Back,3700418189,1,,3700418185,212,22.1,3700418173,107,,3700418187,213,2.9,3700418181,140,46.9,3700418183,141,6.2,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988503,34,1,1,2,34,26t6lvlpql4w5wu1ih73qpy36,1,47.1,13.4,2022-08-12T19:19:36.053Z,2022-08-14T22:13:35Z,3700418359,1,,3700418355,212,34.8,3700418349,56,Back,3700418351,140,43.2,3700418357,213,1.7,3700418353,141,64.2,3708374831,178,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444988579,35,1,1,2,39,26t6lvlpql4w5wu1ih73qpy36,1,54.3,77.2,2022-08-12T19:19:40.864Z,2022-08-14T22:13:40Z,3700418735,141,96.3,3700418739,213,0.5,3700418733,140,75.2,3700418731,56,Left,3700418737,212,25.5,3708375131,178,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
