id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2468500775,8,1,1,0,12,22mo7qbsnyi8wtucpvhgvhw2q,1,19.4,74.4,2022-10-07T19:16:32.077Z,2022-10-09T18:45:28Z,3825442039,213,3.7,3833139265,178,,3825442031,56,Back,3825442033,140,3.9,3825442035,141,58.0,3825442037,212,19.7,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468500827,9,1,1,0,15,22mo7qbsnyi8wtucpvhgvhw2q,1,4.4,50.3,2022-10-07T19:16:35.238Z,2022-10-09T18:45:40Z,3825442293,141,7.8,3825442287,140,13.7,3825442283,56,Back,3825442297,213,5.0,3833139789,178,,3825442295,212,30.5,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468500849,10,1,1,0,18,22mo7qbsnyi8wtucpvhgvhw2q,1,13.7,7.8,2022-10-07T19:16:38.387Z,2022-10-09T18:46:09Z,3825442423,212,9.7,3825442411,56,Back,3833141521,178,,3825442419,141,3.2,3825442415,140,22.4,3825442425,213,6.0,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468500863,11,1,1,0,20,22mo7qbsnyi8wtucpvhgvhw2q,0,21.6,4.7,2022-10-07T19:16:40.067Z,2022-10-09T18:46:31Z,3825442503,56,Back,3825442507,141,5.1,3825442511,213,2.9,3825442505,140,20.7,3833142019,178,,3825442867,286,,3825442509,212,1.0,3825442861,236,,3gelookco8f9ft0guaec03t3o,Tiago Santos,3825442863,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468500901,3,74,1,0,20,bwt8yfk8rkcwiwyr0mopd7wqd,1,82.1,96.8,2022-10-07T19:16:40.128Z,2022-10-09T18:46:42Z,3833143337,178,,3825442823,233,11,3825442693,56,Left,3825442695,285,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468500927,4,5,1,0,21,bwt8yfk8rkcwiwyr0mopd7wqd,0,92,102,2022-10-07T19:16:41.489Z,2022-10-09T18:46:51Z,3825442831,347,,3825442829,56,Left,3825442955,233,12,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468500903,12,5,1,0,21,22mo7qbsnyi8wtucpvhgvhw2q,1,8,-2,2022-10-07T19:16:41.489Z,2022-10-09T18:46:52Z,3825442699,347,,3825442889,233,4,3825442697,56,Back,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501113,13,1,1,0,34,22mo7qbsnyi8wtucpvhgvhw2q,0,21.3,0,2022-10-07T19:16:54.052Z,2022-10-09T18:47:00Z,3825443877,107,,3825443887,213,0.3,3825443883,141,6.9,3825443881,140,41.2,3825443885,212,21.8,3825443879,56,Back,3825443889,1,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501145,5,1,1,0,35,bwt8yfk8rkcwiwyr0mopd7wqd,1,55.4,95.6,2022-10-07T19:16:55.422Z,2022-10-09T18:47:35Z,3825444057,213,6.2,3825444047,3,,3825444055,212,12.5,3825444053,141,93.8,3825444051,140,67.2,3833146789,178,,3825444049,56,Left,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501149,6,49,1,0,36,bwt8yfk8rkcwiwyr0mopd7wqd,1,75.3,81.1,2022-10-07T19:16:56.461Z,2022-10-09T18:49:02Z,,,,,,,,,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501179,7,1,1,0,36,bwt8yfk8rkcwiwyr0mopd7wqd,1,75.3,81.1,2022-10-07T19:16:56.524Z,2022-10-09T18:49:09Z,3825444211,56,Left,3825444213,140,70.7,3825444219,213,2.7,3833151231,178,,3825444217,212,5.3,3825461547,156,,3825444215,141,84.4,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501193,8,1,1,0,38,bwt8yfk8rkcwiwyr0mopd7wqd,1,70.1,83.5,2022-10-07T19:16:58.409Z,2022-10-09T18:49:22Z,3825444321,141,94.8,3825444323,212,7.8,3825444317,56,Left,3833151901,178,,3825444319,140,71.4,3825444325,213,1.4,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501195,9,50,1,0,39,bwt8yfk8rkcwiwyr0mopd7wqd,1,66.2,94.9,2022-10-07T19:16:59.083Z,2022-10-09T18:50:04Z,3825444333,56,Left,3825444443,233,14,3825444335,286,,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501199,14,7,1,0,40,22mo7qbsnyi8wtucpvhgvhw2q,0,33.8,5.1,2022-10-07T19:16:59.962Z,2022-10-09T18:50:17Z,3832927769,383,,3833154677,178,,3825444437,233,9,3825444343,285,,3825444341,56,Back,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501247,10,1,1,0,41,bwt8yfk8rkcwiwyr0mopd7wqd,1,68.2,95.3,2022-10-07T19:17:01.037Z,2022-10-09T18:50:25Z,3825444593,141,94.8,3825444591,140,58.2,3833155079,178,,3825444597,213,3.2,3825444595,212,10.5,3825444589,56,Left,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501257,11,1,1,0,43,bwt8yfk8rkcwiwyr0mopd7wqd,0,58.2,94.7,2022-10-07T19:17:02.937Z,2022-10-09T18:50:34Z,3833155697,178,,3825444653,56,Left,3825444659,212,8.9,3825444661,213,6.2,3825444657,141,93.3,3825444655,140,66.6,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470204291,884,43,1,0,43,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-07T19:17:03.525Z,2022-10-10T07:16:57Z,3834601155,178,0,3834601391,144,82,,,,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501251,15,61,1,0,43,22mo7qbsnyi8wtucpvhgvhw2q,0,36.7,2.1,2022-10-07T19:17:03.527Z,2022-10-09T18:50:44Z,3833156303,178,,3825444617,56,Back,,,,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470204457,831,67,1,0,44,bwt8yfk8rkcwiwyr0mopd7wqd,1,64.7,93.4,2022-10-07T19:17:04.484Z,2022-10-10T13:20:25Z,3834602043,233,885,,,,,,,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470204455,885,67,1,0,44,22mo7qbsnyi8wtucpvhgvhw2q,0,35.3,6.6,2022-10-07T19:17:04.485Z,2022-10-10T07:17:14Z,3834602061,233,831,,,,,,,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501301,12,1,1,0,45,bwt8yfk8rkcwiwyr0mopd7wqd,1,64,93.3,2022-10-07T19:17:05.296Z,2022-10-09T18:50:55Z,3825444911,213,4.4,3825444905,140,62.9,3825444907,141,88.3,3825444909,212,3.6,3833157059,178,,3825444903,56,Left,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470205435,886,43,1,0,47,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-07T19:17:06.742Z,2022-10-10T08:18:30Z,3834674887,144,83,3834607053,399,178873,,,,,,,,,,,,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470219495,1224,83,1,0,47,22mo7qbsnyi8wtucpvhgvhw2q,1,38.7,11.5,2022-10-07T19:17:06.743Z,2022-10-10T08:18:27Z,3834674801,399,178873,,,,,,,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501309,13,3,1,0,47,bwt8yfk8rkcwiwyr0mopd7wqd,0,63.4,88.6,2022-10-07T19:17:07.013Z,2022-10-10T07:18:52Z,3825445025,233,16,3833158467,178,,3825444945,56,Left,3832929973,465,,3825444947,286,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501311,16,7,1,0,47,22mo7qbsnyi8wtucpvhgvhw2q,0,36.6,11.4,2022-10-07T19:17:07.133Z,2022-10-09T18:51:34Z,3832930181,384,,3833158945,178,,3825444987,233,13,3825444951,285,,3825444949,56,Back,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501393,14,1,1,0,49,bwt8yfk8rkcwiwyr0mopd7wqd,1,56,65.7,2022-10-07T19:17:08.897Z,2022-10-09T18:51:49Z,3833159391,178,,3825445399,140,52.3,3825445405,213,4.5,3825445403,212,16.2,3825445401,141,42.5,3825445397,56,Center,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501453,15,1,1,0,52,bwt8yfk8rkcwiwyr0mopd7wqd,1,53.3,40.9,2022-10-07T19:17:12.360Z,2022-10-09T18:51:57Z,3825445697,141,4.4,3825445695,140,65.8,3825445701,213,5.2,3825445693,56,Right,3833159957,178,,3825445699,212,28.1,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501521,16,1,1,0,55,bwt8yfk8rkcwiwyr0mopd7wqd,1,67.1,5.2,2022-10-07T19:17:15.294Z,2022-10-09T18:52:05Z,3825446119,212,17.0,3825446121,213,0.2,3825446113,56,Right,3833160221,178,,3825446115,140,83.0,3825446117,141,9.7,,,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501579,17,1,1,0,59,bwt8yfk8rkcwiwyr0mopd7wqd,1,77.5,6.5,2022-10-07T19:17:19.177Z,2022-10-09T18:52:14Z,3825446397,212,22.6,3825446395,141,6.7,3825446393,140,56.0,3825446391,56,Right,3833160465,178,,3825446399,213,3.1,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501641,18,1,1,1,2,bwt8yfk8rkcwiwyr0mopd7wqd,1,54.4,18.5,2022-10-07T19:17:22.437Z,2022-10-09T18:52:22Z,3825446757,213,1.9,3825446755,212,26.3,3825446751,140,46.9,3825446753,141,55.4,3833160819,178,,3825446749,56,Back,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501735,19,1,1,1,6,bwt8yfk8rkcwiwyr0mopd7wqd,1,47.1,60.2,2022-10-07T19:17:25.579Z,2022-10-09T18:52:35Z,3825447183,56,Left,3825447189,212,24.3,3825447187,141,94.8,3825447191,213,1.3,3825447185,140,52.7,3833161509,178,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470206011,844,43,1,1,9,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2022-10-07T19:17:28.885Z,2022-10-10T07:21:36Z,3834609913,144,82,3834609835,178,0,,,,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501759,20,1,1,1,9,bwt8yfk8rkcwiwyr0mopd7wqd,1,47.2,82.4,2022-10-07T19:17:28.941Z,2022-10-09T18:52:50Z,3825447307,213,5.0,3825447305,212,10.7,3825447301,140,49.7,3825447303,141,67.2,3825447299,56,Back,3833162271,178,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501773,21,1,1,1,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,50.1,67.2,2022-10-07T19:17:29.906Z,2022-10-09T18:53:00Z,3825447409,212,10.2,3825447403,56,Back,3825447405,140,42.0,3825447411,213,2.6,3825447407,141,75.6,3833162939,178,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501815,22,1,1,1,11,bwt8yfk8rkcwiwyr0mopd7wqd,1,42,75.6,2022-10-07T19:17:30.730Z,2022-10-09T18:53:09Z,3825447605,212,17.3,3825447607,213,3.3,3825447599,56,Back,3833163381,178,,3825447601,140,25.7,3825447603,141,72.0,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468501915,23,1,1,1,13,bwt8yfk8rkcwiwyr0mopd7wqd,1,23.3,70.8,2022-10-07T19:17:33.376Z,2022-10-09T18:53:26Z,3825448055,56,Back,3825448057,140,13.8,3825448063,213,4.2,3825448061,212,20.4,3833164173,178,,3825448059,141,44.6,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502017,24,1,1,1,17,bwt8yfk8rkcwiwyr0mopd7wqd,1,13.9,43.7,2022-10-07T19:17:36.597Z,2022-10-09T18:53:39Z,3825448645,212,31.2,3833164613,178,,3825448635,56,Back,3825448631,155,,3825448649,213,5.3,3825448639,140,30.4,3825448643,141,5.6,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502059,25,1,1,1,21,bwt8yfk8rkcwiwyr0mopd7wqd,0,26.6,6.1,2022-10-07T19:17:41.371Z,2022-10-09T18:54:37Z,3833167255,178,,3825448855,56,Back,3825448857,140,27.6,3825448863,213,5.7,3825448861,212,1.3,3825448859,141,5.0,,,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502039,17,61,1,1,21,22mo7qbsnyi8wtucpvhgvhw2q,1,63.8,93.6,2022-10-07T19:17:41.457Z,2022-10-09T18:54:47Z,3833167719,178,,3825448753,56,Left,3833167717,21,,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502069,18,5,1,1,23,22mo7qbsnyi8wtucpvhgvhw2q,0,44.8,102,2022-10-07T19:17:43.385Z,2022-10-09T18:54:59Z,3825449207,233,26,3825448927,56,Back,3825448931,347,,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502101,26,5,1,1,23,bwt8yfk8rkcwiwyr0mopd7wqd,1,55.2,-2,2022-10-07T19:17:43.385Z,2022-10-09T18:54:59Z,3825449081,347,,3825449117,233,18,3825449079,56,Right,,,,,,,,,,,,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502299,27,1,1,1,31,bwt8yfk8rkcwiwyr0mopd7wqd,1,41.8,0,2022-10-07T19:17:51.480Z,2022-10-09T18:55:09Z,3825450247,107,,3825450257,213,2.9,3825450255,212,30.1,3825450251,140,14.3,3825450253,141,11.0,3825450249,56,Back,3825450259,1,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502353,28,1,1,1,37,bwt8yfk8rkcwiwyr0mopd7wqd,1,25.5,20.3,2022-10-07T19:17:57.443Z,2022-10-09T18:55:31Z,3825450589,141,48.8,3825450585,56,Back,3825450593,213,1.8,3825450591,212,19.9,3825450587,140,21.4,3833169989,178,,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502381,29,1,1,1,40,bwt8yfk8rkcwiwyr0mopd7wqd,1,21.5,48.8,2022-10-07T19:18:00.106Z,2022-10-09T18:55:52Z,3825450757,141,36.1,3825450763,212,24.8,3825450747,56,Back,3833171227,178,,3825450753,140,43.6,3825450767,213,5.9,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468502415,30,1,1,1,42,bwt8yfk8rkcwiwyr0mopd7wqd,1,43.7,36.7,2022-10-07T19:18:02.200Z,2022-10-09T18:55:58Z,3833171841,178,,3825450929,56,Center,3825450931,140,55.5,3825450933,141,47.5,3825450935,212,14.4,3825450937,213,0.5,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
