id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value
2527720997,9,1,1,0,12,cgvbluoerzbzcr7aaxge3wkcv,1,41.2,84.4,2023-04-02T17:01:33.931Z,2023-04-02T17:01:39Z,4158841105,213,5.1,4158841095,56,Back,4158841099,141,60.9,4158841097,140,48.1,4158841101,212,17.5,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721035,10,1,1,0,18,cgvbluoerzbzcr7aaxge3wkcv,1,45,53.1,2023-04-02T17:01:39.435Z,2023-04-02T17:52:17Z,4158841283,212,25.1,4158841285,213,4.4,4158841281,141,18.0,4158841279,140,37.6,4158841277,56,Back,,,,,,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721061,11,1,1,0,20,cgvbluoerzbzcr7aaxge3wkcv,1,39.7,25.5,2023-04-02T17:01:41.787Z,2023-04-02T17:01:44Z,4158841431,56,Back,4158841435,140,27.8,4158841441,212,20.0,4158841439,141,48.5,4158841443,213,2.2,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721071,12,1,1,0,23,cgvbluoerzbzcr7aaxge3wkcv,1,27.5,48.8,2023-04-02T17:01:44.107Z,2023-04-02T17:01:45Z,4158841509,212,10.5,4158841505,140,37.5,4158841511,213,0.1,4158841507,141,49.6,4158841503,56,Back,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721139,13,1,1,0,24,cgvbluoerzbzcr7aaxge3wkcv,1,37.6,49.6,2023-04-02T17:01:45.579Z,2023-04-02T17:01:50Z,4158841801,56,Back,4158841807,212,20.0,4158841803,140,26.0,4158841805,141,26.2,4158841809,213,4.1,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721177,14,1,1,0,29,cgvbluoerzbzcr7aaxge3wkcv,1,25.7,26.2,2023-04-02T17:01:50.683Z,2023-04-02T17:01:54Z,4158842011,213,1.8,4158842005,140,20.1,4158842009,212,24.7,4158842007,141,61.5,4158842003,56,Back,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721205,15,1,1,0,33,cgvbluoerzbzcr7aaxge3wkcv,1,20.1,62.7,2023-04-02T17:01:54.284Z,2023-04-02T17:01:55Z,4158842125,140,24.7,4158842129,212,20.0,4158842127,141,91.2,4158842123,56,Back,4158842131,213,1.3,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721227,16,1,1,0,34,cgvbluoerzbzcr7aaxge3wkcv,1,24.6,91.2,2023-04-02T17:01:55.764Z,2023-04-02T17:01:57Z,4158842245,212,9.2,4158842241,140,32.5,4158842239,56,Back,4158842247,213,5.8,4158842243,141,85.4,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721255,17,1,1,0,36,cgvbluoerzbzcr7aaxge3wkcv,1,32.5,85.4,2023-04-02T17:01:57.532Z,2023-04-02T17:01:59Z,4158842359,56,Back,4158842365,212,10.5,4158842363,141,89.4,4158842367,213,2.9,4158842361,140,22.8,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721277,18,1,1,0,38,cgvbluoerzbzcr7aaxge3wkcv,1,22.5,89.1,2023-04-02T17:01:59.484Z,2023-04-02T17:02:01Z,4158842467,212,9.9,4158842463,140,26.1,4158842461,56,Back,4158842465,141,75.6,4158842469,213,5.1,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721285,19,61,1,0,39,cgvbluoerzbzcr7aaxge3wkcv,0,26.2,75.6,2023-04-02T17:02:01.004Z,2023-04-02T17:02:01Z,4158842489,56,Back,,,,,,,,,,,,,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721283,3,49,1,0,40,9ldqu49smv1xg2va0n2cy28zl,1,69.5,10.7,2023-04-02T17:02:01.045Z,2023-04-02T17:02:01Z,,,,,,,,,,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721299,4,1,1,0,40,9ldqu49smv1xg2va0n2cy28zl,1,69.7,12.5,2023-04-02T17:02:01.413Z,2023-04-02T17:02:02Z,4158842551,212,9.7,4158842547,140,63.0,4158842553,213,2.4,4158842545,56,Center,4158842549,141,22.3,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721321,5,1,1,0,41,9ldqu49smv1xg2va0n2cy28zl,1,63,22.3,2023-04-02T17:02:02.261Z,2023-04-02T17:02:04Z,4158842691,56,Right,4158842697,212,11.5,4158842693,140,66.8,4158842695,141,6.5,4158842699,213,5.1,,,,,,,,,,yzee990gbkpl00qdgr6h3r2t,Chiquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721331,6,1,1,0,43,9ldqu49smv1xg2va0n2cy28zl,0,66.1,6.2,2023-04-02T17:02:04.342Z,2023-04-02T17:02:04Z,4158842737,140,67.8,4158842741,212,1.8,4158842735,56,Right,4158842739,141,5.9,4158842743,213,6.2,,,,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721353,20,49,1,0,44,cgvbluoerzbzcr7aaxge3wkcv,1,26.4,91.1,2023-04-02T17:02:05.500Z,2023-04-02T17:52:38Z,,,,,,,,,,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721349,7,45,1,0,45,9ldqu49smv1xg2va0n2cy28zl,0,70.6,7.2,2023-04-02T17:02:06.309Z,2023-04-02T17:02:11Z,4158842847,56,Right,4158843119,233,21,4158842849,286,,,,,,,,,,,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721403,21,3,1,0,45,cgvbluoerzbzcr7aaxge3wkcv,1,29.4,92.8,2023-04-02T17:02:06.309Z,2023-04-02T17:02:10Z,4158843061,285,,4158843095,233,7,4158843059,56,Back,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721491,22,1,1,0,49,cgvbluoerzbzcr7aaxge3wkcv,1,53.2,95.3,2023-04-02T17:02:10.572Z,2023-04-02T17:02:16Z,4158843517,140,68.0,4158843521,212,15.6,4158843515,56,Left,4158843523,213,0.1,4158843519,141,96.5,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721519,23,1,1,0,55,cgvbluoerzbzcr7aaxge3wkcv,1,77.3,87.8,2023-04-02T17:02:16.557Z,2023-04-02T17:02:19Z,4158843705,155,,4158843711,140,73.5,4158843709,56,Right,4158843707,196,,4158843713,141,18.3,4158843717,213,4.6,4158843719,1,,4158843715,212,47.4,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721539,24,1,1,0,58,cgvbluoerzbzcr7aaxge3wkcv,0,74.4,18.2,2023-04-02T17:02:19.484Z,2023-04-02T17:02:21Z,4158843853,212,19.0,4158843849,140,86.2,4158843855,213,0.9,4158843843,2,,4158843847,56,Center,4158843851,141,39.4,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721581,8,12,1,1,1,9ldqu49smv1xg2va0n2cy28zl,1,10.6,59.7,2023-04-02T17:02:22.407Z,2023-04-02T17:02:23Z,4158844017,141,77.6,4158844013,56,Back,4158844019,212,16.1,4158844015,140,20.6,4158844021,213,0.9,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721585,9,49,1,1,2,9ldqu49smv1xg2va0n2cy28zl,1,20.6,77.4,2023-04-02T17:02:23.527Z,2023-04-02T17:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721607,10,1,1,1,2,9ldqu49smv1xg2va0n2cy28zl,1,20.6,77.4,2023-04-02T17:02:23.976Z,2023-04-02T17:02:25Z,4158844121,56,Back,4158844123,140,30.3,4158844127,212,10.9,4158844119,155,,4158844129,213,5.9,4158844125,141,71.7,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721645,11,1,1,1,4,9ldqu49smv1xg2va0n2cy28zl,1,30.4,71.7,2023-04-02T17:02:25.127Z,2023-04-02T17:57:39Z,4158844315,212,15.6,4158844313,141,89.0,4158844317,213,2.3,4158844307,155,,4159081441,156,,4158844309,56,Back,4158844311,140,20.6,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721677,12,1,1,1,7,9ldqu49smv1xg2va0n2cy28zl,0,14.5,97.1,2023-04-02T17:02:28.743Z,2023-04-02T17:02:30Z,4158844533,213,0.0,4158844523,155,,4158844527,140,16.5,4158844641,236,,4158844525,56,Back,4158844529,141,97.2,4158844647,286,,4158844643,233,25,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,4158844531,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721683,25,74,1,1,7,cgvbluoerzbzcr7aaxge3wkcv,1,86.6,2.3,2023-04-02T17:02:28.744Z,2023-04-02T17:22:23Z,4158844585,56,Right,4158844665,233,12,4158844587,285,,,,,,,,,,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721827,13,5,1,1,8,9ldqu49smv1xg2va0n2cy28zl,1,12,101.1,2023-04-02T17:02:29.703Z,2023-04-02T17:02:38Z,4158845323,233,26,4158845315,56,Back,4158845317,347,,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721713,26,5,1,1,8,cgvbluoerzbzcr7aaxge3wkcv,0,88,-1.1,2023-04-02T17:02:29.703Z,2023-04-02T17:10:18Z,4158844729,56,Right,4158844731,347,,4158845329,233,13,,,,,,,,,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721845,14,1,1,1,17,9ldqu49smv1xg2va0n2cy28zl,1,12.3,100,2023-04-02T17:02:38.488Z,2023-04-02T17:02:39Z,4158845419,212,9.7,4158845415,140,19.1,4158845413,56,Back,4158845417,141,91.5,4158845421,213,5.5,4158845411,107,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721863,15,1,1,1,18,9ldqu49smv1xg2va0n2cy28zl,1,19.1,91.5,2023-04-02T17:02:39.160Z,2023-04-02T17:58:06Z,4158845517,141,96.8,4158845513,56,Back,4158845519,212,5.6,4158845515,140,15.0,4158845521,213,2.4,,,,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721873,16,1,1,1,19,9ldqu49smv1xg2va0n2cy28zl,1,15,96.8,2023-04-02T17:02:40.121Z,2023-04-02T17:02:41Z,4158845583,140,12.0,4158845587,212,4.6,4158845589,213,4.0,4158845585,141,91.8,4158845581,56,Back,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721885,17,1,1,1,19,9ldqu49smv1xg2va0n2cy28zl,1,12,91.8,2023-04-02T17:02:40.841Z,2023-04-02T17:02:41Z,4158845663,213,0.3,4158845661,212,9.7,4158845657,140,20.9,4158845659,141,95.7,4158845655,56,Back,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721895,18,1,1,1,20,9ldqu49smv1xg2va0n2cy28zl,1,20.9,95.7,2023-04-02T17:02:41.561Z,2023-04-02T17:02:42Z,4158845689,212,5.0,4158845685,141,98.6,4158845693,213,2.7,4158845735,156,,4158845679,56,Back,4158845681,140,16.5,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721935,19,1,1,1,21,9ldqu49smv1xg2va0n2cy28zl,1,16.5,98.6,2023-04-02T17:02:42.938Z,2023-04-02T17:02:43Z,4158845889,212,6.2,4158845885,140,19.8,4158845883,56,Back,4158845887,141,91.1,4158845891,213,5.3,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721941,20,1,1,1,22,9ldqu49smv1xg2va0n2cy28zl,1,19.8,90.5,2023-04-02T17:02:43.673Z,2023-04-02T17:02:44Z,4158845913,140,25.6,4158845917,212,7.4,4158845919,213,0.6,4158845915,141,96.8,4158845911,56,Back,,,,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721951,21,1,1,1,23,9ldqu49smv1xg2va0n2cy28zl,0,25.6,96.8,2023-04-02T17:02:44.361Z,2023-04-02T17:02:45Z,4158845979,213,5.6,4158845975,212,5.7,4158845971,140,29.7,4158845969,56,Back,4158845973,141,91.2,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527721955,27,49,1,1,24,cgvbluoerzbzcr7aaxge3wkcv,1,62.2,7.1,2023-04-02T17:02:45.541Z,2023-04-02T17:53:19Z,,,,,,,,,,,,,,,,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722081,28,1,1,1,24,cgvbluoerzbzcr7aaxge3wkcv,1,63.2,8.1,2023-04-02T17:02:45.925Z,2023-04-02T17:53:22Z,4158846613,213,6.3,4158846603,56,Right,4158846607,141,7.9,4158846605,140,74.6,4158846609,212,12.0,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722127,30,1,1,1,26,cgvbluoerzbzcr7aaxge3wkcv,1,71.9,12.4,2023-04-02T17:02:47.301Z,2023-04-02T17:53:40Z,4158846869,56,Center,4159068027,212,9.1,4159068023,141,23.3,4159068021,140,76.9,4159068031,213,1.0,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722055,22,45,1,1,29,9ldqu49smv1xg2va0n2cy28zl,0,30.8,76.6,2023-04-02T17:02:50.490Z,2023-04-02T17:20:04Z,4158846507,56,Back,4158929833,233,29,4158859255,285,,,,,,,,,,,,,,,,,yzee990gbkpl00qdgr6h3r2t,Chiquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722117,29,3,1,1,29,cgvbluoerzbzcr7aaxge3wkcv,1,69.2,23.4,2023-04-02T17:02:50.490Z,2023-04-02T17:53:55Z,4158929829,233,22,4158929793,286,,4158846831,56,Center,,,,,,,,,,,,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722135,31,1,1,1,30,cgvbluoerzbzcr7aaxge3wkcv,1,73.6,22.5,2023-04-02T17:02:51.429Z,2023-04-02T17:53:54Z,4158846895,56,Center,4159069401,213,2.8,4159069389,140,66.0,4159069393,141,26.4,4159069397,212,8.4,,,,,,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527765861,483,1,1,1,31,cgvbluoerzbzcr7aaxge3wkcv,1,61.9,25.8,2023-04-02T17:02:52.035Z,2023-04-02T17:54:07Z,4159070313,141,11.6,4159070317,213,4.2,4159070309,56,Right,4159070311,140,56.6,4159070315,212,11.1,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722163,32,1,1,1,34,cgvbluoerzbzcr7aaxge3wkcv,1,59.5,12.2,2023-04-02T17:02:55.805Z,2023-04-02T17:02:57Z,4158847031,141,4.7,4158847027,56,Right,4158847033,212,14.0,4158847029,140,71.9,4158847035,213,5.9,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722185,33,1,1,1,35,cgvbluoerzbzcr7aaxge3wkcv,0,72.5,5.2,2023-04-02T17:02:56.965Z,2023-04-02T17:54:07Z,4158847129,212,30.8,4158847117,2,,4158847125,140,84.6,4158847131,213,1.1,4158847121,56,Center,4158847127,141,46.4,4158847119,155,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722213,23,1,1,1,37,9ldqu49smv1xg2va0n2cy28zl,1,15.2,55.2,2023-04-02T17:02:58.331Z,2023-04-02T17:02:59Z,4158847231,212,18.6,4158847227,141,82.5,4158847223,140,14.0,4158847219,56,Back,4158847233,213,1.6,4158847215,3,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527722219,24,49,1,1,38,9ldqu49smv1xg2va0n2cy28zl,1,12.7,79.4,2023-04-02T17:02:59.611Z,2023-04-02T17:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
