id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2497754263,6,1,1,0,11,cobffe32r7g4skka9m19qib63,0,30.6,5.8,2023-01-15T15:15:23.186Z,2023-01-16T07:12:58Z,3979943235,157,,3981053499,178,,3979943247,213,0.3,3979943241,140,62.4,3979943249,1,,3979943239,56,Right,3979943245,212,34.5,3979943243,141,18.6,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754291,6,1,1,0,13,4ku8o6uf87yd8iecdalipo6wd,0,36.2,81.8,2023-01-15T15:15:24.645Z,2023-01-16T07:13:09Z,3979943413,141,25.7,3979943415,212,54.7,3979943407,157,,3979943411,140,73.6,3979943417,213,5.5,3981053611,178,,3979943419,1,,3979943409,56,Center,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754417,7,1,1,0,22,cobffe32r7g4skka9m19qib63,0,17.3,96.6,2023-01-15T15:15:34.156Z,2023-01-16T07:13:14Z,3979944103,141,81.9,3979944105,212,32.6,3979944109,1,,3981053675,178,,3979944097,155,,3979944099,56,Back,3979944107,213,6.0,3979944101,140,46.9,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754433,7,49,1,0,25,4ku8o6uf87yd8iecdalipo6wd,1,50.7,19.7,2023-01-15T15:15:36.367Z,2023-01-16T07:13:24Z,,,,,,,,,,,,,,,,,,,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754443,8,1,1,0,25,4ku8o6uf87yd8iecdalipo6wd,1,50.7,19.7,2023-01-15T15:15:36.416Z,2023-01-16T07:13:29Z,3981053825,178,,3979944237,141,22.6,3979944239,212,7.0,3979944235,140,57.1,3979944233,56,Center,3979944241,213,0.3,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754453,9,1,1,0,25,4ku8o6uf87yd8iecdalipo6wd,1,57.1,22.9,2023-01-15T15:15:37.027Z,2023-01-16T07:13:47Z,3979944317,141,25.4,3979944311,155,,3979944319,212,13.4,3981054051,178,,3979944321,213,3.0,3979944313,56,Back,3979944315,140,44.4,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754501,10,1,1,0,27,4ku8o6uf87yd8iecdalipo6wd,1,42.7,26.5,2023-01-15T15:15:39.326Z,2023-01-16T07:13:53Z,3979944569,141,46.3,3979944567,140,32.0,3979944571,212,17.5,3979944565,56,Back,3979944573,213,2.3,3981054133,388,,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754597,11,1,1,0,31,4ku8o6uf87yd8iecdalipo6wd,1,31,57.8,2023-01-15T15:15:42.716Z,2023-01-16T07:13:58Z,3979945061,213,0.6,3979945059,212,49.3,3981054203,178,,3979945051,155,,3979945057,141,98.6,3979945055,140,69.8,3979945053,56,Left,3979945063,1,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754601,12,1,1,0,36,4ku8o6uf87yd8iecdalipo6wd,0,64.6,95.6,2023-01-15T15:15:48.056Z,2023-01-16T07:46:43Z,3979945087,141,93.9,3979945083,56,Left,3979945091,213,5.6,3979945141,236,,3979945147,286,,3979945089,212,1.8,3981054303,178,,3979945143,233,8,ejcyvgclry4g5pc2rtptifphx,T. Lemar,3979945085,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754607,8,74,1,0,36,cobffe32r7g4skka9m19qib63,1,32.2,11,2023-01-15T15:15:48.127Z,2023-01-16T07:46:49Z,3979945199,233,12,3979945121,56,Back,3981054357,178,,3981054355,21,,3979945123,285,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754647,9,49,1,0,38,cobffe32r7g4skka9m19qib63,1,34.9,9.4,2023-01-15T15:15:49.548Z,2023-01-16T07:46:56Z,,,,,,,,,,,,,,,,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754651,10,1,1,0,38,cobffe32r7g4skka9m19qib63,0,34.9,9.4,2023-01-15T15:15:49.857Z,2023-01-16T07:47:04Z,3979945463,233,13,3979945325,140,39.2,3979945323,56,Back,3979945331,213,0.0,3979945327,141,9.5,3981054529,178,,3979945467,286,,3979945461,236,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,3979945329,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754667,13,74,1,0,38,4ku8o6uf87yd8iecdalipo6wd,1,64.4,85.8,2023-01-15T15:15:49.937Z,2023-01-16T07:47:11Z,3979945485,233,10,3979945409,56,Left,3979945413,285,,3981054609,178,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754727,11,1,1,0,41,cobffe32r7g4skka9m19qib63,1,27.3,6,2023-01-15T15:15:52.627Z,2023-01-16T07:47:15Z,3979945681,141,14.7,3979945677,56,Back,3979945679,140,22.3,3981054751,388,,3979945683,212,7.9,3979945685,213,2.3,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754745,12,1,1,0,42,cobffe32r7g4skka9m19qib63,0,22.3,14.7,2023-01-15T15:15:53.657Z,2023-01-16T07:15:20Z,3979945779,141,22.8,3979945777,140,55.5,3979945781,212,35.3,3981055007,178,,3979945783,213,0.2,3979945773,157,,3979945775,56,Center,3979945785,1,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754777,14,1,1,0,46,4ku8o6uf87yd8iecdalipo6wd,0,44.7,81.6,2023-01-15T15:15:58.298Z,2023-01-16T07:15:26Z,3979945985,212,26.6,3979945983,141,64.8,3981055075,178,,3979945979,56,Center,3979945977,3,,3979945987,213,5.8,3979945981,140,67.6,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754785,13,8,1,0,48,cobffe32r7g4skka9m19qib63,1,31.2,29.8,2023-01-15T15:15:59.589Z,2023-01-16T07:15:32Z,3981055125,388,,3979946059,15,,3979946001,56,Back,3980605981,384,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754885,14,1,1,0,54,cobffe32r7g4skka9m19qib63,1,7.3,47.2,2023-01-15T15:16:05.359Z,2023-01-16T07:15:35Z,3979946583,56,Back,3979946585,140,15.4,3979946589,212,17.6,3981055153,178,,3979946587,141,69.8,3979946591,213,1.1,,,,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754925,15,1,1,0,56,cobffe32r7g4skka9m19qib63,1,18.3,73,2023-01-15T15:16:08.329Z,2023-01-16T07:15:39Z,3979946815,213,1.0,3979946813,212,12.6,3979946809,140,25.2,3981055187,178,,3979946811,141,88.2,3979946807,56,Back,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497754949,16,1,1,0,59,cobffe32r7g4skka9m19qib63,1,27.1,89.1,2023-01-15T15:16:10.809Z,2023-01-16T07:15:44Z,3979946953,141,61.2,3979946955,212,19.0,3979946949,56,Back,3981055245,178,,3979946957,213,4.8,3979946951,140,28.3,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755013,17,1,1,1,1,cobffe32r7g4skka9m19qib63,1,27.7,55.5,2023-01-15T15:16:12.829Z,2023-01-16T07:15:46Z,3979947329,56,Back,3979947337,213,4.7,3979947331,140,27.0,3981055279,178,,3979947333,141,25.5,3979947335,212,20.4,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755053,18,1,1,1,5,cobffe32r7g4skka9m19qib63,1,30.8,23.9,2023-01-15T15:16:17.298Z,2023-01-16T07:15:49Z,3979947585,213,4.8,3981055313,178,,3979947583,212,13.0,3979947579,140,32.1,3979947581,141,4.9,3979947577,56,Back,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755091,19,1,1,1,8,cobffe32r7g4skka9m19qib63,1,33.7,6,2023-01-15T15:16:19.819Z,2023-01-16T07:15:52Z,3979947779,1,,3979947769,56,Center,3979947771,140,63.5,3979947767,155,,3979947777,213,0.6,3981055347,178,,3979947773,141,38.0,3979947775,212,38.1,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755097,20,61,1,1,10,cobffe32r7g4skka9m19qib63,0,63.5,38,2023-01-15T15:16:21.680Z,2023-01-16T07:16:03Z,3979947803,56,Center,3981055473,388,,3981055471,21,,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755107,15,49,1,1,11,4ku8o6uf87yd8iecdalipo6wd,1,39.2,65.1,2023-01-15T15:16:22.561Z,2023-01-16T07:16:08Z,,,,,,,,,,,,,,,,,,,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755157,16,1,1,1,11,4ku8o6uf87yd8iecdalipo6wd,1,39.2,65.1,2023-01-15T15:16:22.629Z,2023-01-16T07:16:11Z,3979948095,141,66.8,3979948093,140,28.4,3981055581,178,,3979948103,213,3.0,3979948091,56,Back,3979948097,212,11.4,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755267,17,1,1,1,14,4ku8o6uf87yd8iecdalipo6wd,1,27.5,65.3,2023-01-15T15:16:25.830Z,2023-01-16T07:16:16Z,3979948655,56,Back,3981055677,178,,3979948663,212,24.9,3979948659,141,46.0,3979948667,213,3.7,3979948657,140,7.4,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755325,18,1,1,1,19,4ku8o6uf87yd8iecdalipo6wd,0,7.2,45.1,2023-01-15T15:16:30.789Z,2023-01-16T07:16:22Z,3979948917,155,,3979948923,141,63.0,3979948925,212,47.5,3979948919,56,Center,3979948927,213,0.3,3979948921,140,50.9,3981055785,178,,3979948929,1,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755401,21,1,1,1,22,cobffe32r7g4skka9m19qib63,0,52.5,37.7,2023-01-15T15:16:33.430Z,2023-01-16T07:16:26Z,3979949293,3,,3979949295,56,Center,3979949303,213,0.3,3981055875,388,,3979949301,212,30.6,3979949299,141,50.2,3979949297,140,80.5,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755439,19,1,1,1,25,4ku8o6uf87yd8iecdalipo6wd,1,20.5,51.9,2023-01-15T15:16:36.992Z,2023-01-16T07:16:31Z,3979949455,56,Back,3979949453,3,,3979949463,213,2.0,3979949461,212,12.8,3979949459,141,69.3,3981055975,388,,3979949457,140,15.8,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755505,20,1,1,1,27,4ku8o6uf87yd8iecdalipo6wd,0,15.8,69.3,2023-01-15T15:16:39.052Z,2023-01-16T07:16:35Z,3979949885,212,66.5,3979949883,141,14.9,3979949879,56,Right,3979949889,1,,3981056047,178,,3979949881,140,68.4,3979949887,213,5.7,3979949877,157,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755581,22,49,1,1,34,cobffe32r7g4skka9m19qib63,1,32,89,2023-01-15T15:16:46.151Z,2023-01-16T07:16:48Z,,,,,,,,,,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755619,23,4,1,1,35,cobffe32r7g4skka9m19qib63,1,33.2,88.2,2023-01-15T15:16:46.790Z,2023-01-16T07:16:55Z,3979950511,13,,3979950517,152,,3979950515,56,Back,3979950513,295,,3979950519,285,,3979950571,233,21,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755597,21,4,1,1,35,4ku8o6uf87yd8iecdalipo6wd,0,66.8,11.8,2023-01-15T15:16:46.791Z,2023-01-16T07:16:54Z,3979950387,56,Right,3979950643,286,,3981056407,178,,3979950389,152,,3979950385,295,,3979950647,233,23,3979950383,13,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755943,24,1,1,1,49,cobffe32r7g4skka9m19qib63,1,35.3,95.4,2023-01-15T15:17:01.228Z,2023-01-16T07:16:58Z,3979952273,212,11.2,3979952269,140,30.1,3979952271,141,81.0,3979952275,213,4.2,3979952263,152,,3979952839,189,,3979952267,56,Back,3979952261,5,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,3981056481,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755999,25,1,1,1,52,cobffe32r7g4skka9m19qib63,1,29.6,80.5,2023-01-15T15:17:03.394Z,2023-01-16T07:17:03Z,3979952555,141,46.5,3979952553,140,25.2,3979952559,213,4.5,3979952549,56,Back,3979952557,212,23.6,3981056563,178,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756043,26,1,1,1,57,cobffe32r7g4skka9m19qib63,1,28,35.9,2023-01-15T15:17:08.924Z,2023-01-16T07:17:07Z,3979952809,213,4.9,3981056639,178,,3979952795,56,Back,3979952803,141,7.1,3979952799,140,30.8,3979952805,212,19.8,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756215,27,1,1,2,0,cobffe32r7g4skka9m19qib63,1,33.5,8.3,2023-01-15T15:17:11.744Z,2023-01-16T07:17:11Z,3979953869,56,Back,3979953879,1,,3981056677,178,,3979953867,196,,3979953871,140,12.8,3979953877,213,2.0,3979953873,141,87.6,3979953875,212,58.1,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756257,28,1,1,2,9,cobffe32r7g4skka9m19qib63,1,24.6,82.7,2023-01-15T15:17:20.914Z,2023-01-16T07:17:15Z,3981056725,178,,3979954097,212,14.3,3979954091,56,Back,3979954095,141,62.0,3979954093,140,22.0,3979954099,213,4.5,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756301,29,1,1,2,11,cobffe32r7g4skka9m19qib63,1,22.3,64.3,2023-01-15T15:17:23.156Z,2023-01-16T07:17:18Z,3979954347,141,87.6,3979954349,212,15.9,3979954343,56,Back,3981056779,178,,3979954351,213,1.5,3979954345,140,23.9,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756425,30,1,1,2,14,cobffe32r7g4skka9m19qib63,0,23.4,89.9,2023-01-15T15:17:25.676Z,2023-01-16T07:17:26Z,3979954893,141,93.9,3979954895,212,61.2,3979954897,213,0.0,3979954891,140,81.6,3981056881,178,,3979954887,155,,3979954899,1,,3979954889,56,Left,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497756411,22,49,1,2,19,4ku8o6uf87yd8iecdalipo6wd,1,23.2,4.9,2023-01-15T15:17:30.464Z,2023-01-16T07:17:33Z,,,,,,,,,,,,,,,,,,,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
