id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2493896873,3,1,1,0,14,ah8dala7suqqkj04n2l8xz4zd,1,22.1,85.1,2022-12-29T18:17:15.946Z,2022-12-30T06:40:17Z,3959593467,213,0.2,3959593461,140,28.5,3959593457,3,,3960354195,388,,3959593465,212,6.9,3959593463,141,87.4,3959593459,56,Back,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896875,4,44,1,0,16,ah8dala7suqqkj04n2l8xz4zd,1,28.2,89.9,2022-12-29T18:17:17.502Z,2022-12-30T11:58:21Z,3959593475,233,9,3959593473,285,,3959593471,56,Back,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896869,9,44,1,0,16,3czravw89omgc9o4s0w3l1bg5,0,71.8,10.1,2022-12-29T18:17:17.503Z,2022-12-30T06:39:06Z,3959593497,233,4,3959593441,56,Right,3959593443,286,,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896883,5,1,1,0,16,ah8dala7suqqkj04n2l8xz4zd,0,29.7,87.2,2022-12-29T18:17:17.580Z,2022-12-30T11:58:22Z,3959593509,56,Back,3960353989,388,,3959593517,213,4.1,3959593511,140,25.0,3959593507,3,,3959593515,212,8.2,3959593513,141,77.5,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493906679,405,61,1,0,16,3czravw89omgc9o4s0w3l1bg5,1,64.8,9.5,2022-12-29T18:17:17.611Z,2022-12-30T06:39:56Z,3960354155,388,,3960354153,21,,3959651815,56,Right,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493898357,60,49,1,0,17,ah8dala7suqqkj04n2l8xz4zd,1,26.2,75.2,2022-12-29T18:17:18.591Z,2022-12-30T06:40:39Z,,,,,,,,,,,,,,,,,,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896959,7,1,1,0,17,ah8dala7suqqkj04n2l8xz4zd,0,28.9,84.5,2022-12-29T18:17:18.677Z,2022-12-30T06:40:48Z,3960354329,178,,3959595373,140,38.6,3959595375,141,86.1,3959595379,213,0.1,3959595377,212,10.2,3959595371,56,Back,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494021369,840,49,1,0,17,3czravw89omgc9o4s0w3l1bg5,1,63.1,19.3,2022-12-29T18:17:19.267Z,2022-12-30T06:41:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896907,10,1,1,0,19,3czravw89omgc9o4s0w3l1bg5,0,65.2,20.9,2022-12-29T18:17:20.655Z,2022-12-30T06:41:14Z,3959593661,213,0.8,3959593647,155,,3960354437,178,,3959593657,141,75.3,3959593655,140,100.0,3959593653,56,Center,3959593663,1,,3959593659,212,53.0,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896913,6,5,1,0,24,ah8dala7suqqkj04n2l8xz4zd,1,-1.2,19.7,2022-12-29T18:17:26.107Z,2022-12-30T06:41:23Z,3959593671,56,Back,3959593675,233,11,3959593673,346,,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896911,11,5,1,0,24,3czravw89omgc9o4s0w3l1bg5,0,101.2,80.3,2022-12-29T18:17:26.107Z,2022-12-30T06:41:23Z,3959593685,233,6,3959593667,56,Left,3959593669,346,,,,,,,,,,,,,,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896977,8,1,1,0,35,ah8dala7suqqkj04n2l8xz4zd,1,4.8,49.7,2022-12-29T18:17:36.459Z,2022-12-30T06:41:56Z,3959594051,56,Back,3959594057,212,12.0,3959594063,237,,3960276473,189,,3959594049,124,,3959594059,213,4.7,3959594053,140,5.0,3959594055,141,32.0,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896979,9,1,1,0,37,ah8dala7suqqkj04n2l8xz4zd,1,5.8,28.7,2022-12-29T18:17:38.868Z,2022-12-30T06:42:01Z,3959594071,212,17.9,3959594067,140,12.7,3959594069,141,4.6,3960354637,178,,3959594065,56,Back,3959594073,213,5.1,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896985,10,1,1,0,41,ah8dala7suqqkj04n2l8xz4zd,0,13.8,16.5,2022-12-29T18:17:42.757Z,2022-12-30T06:42:09Z,3959594149,212,33.7,3959594143,56,Back,3959594145,140,45.0,3959594153,1,,3959594151,213,0.2,3959594147,141,28.0,3960354667,178,,3959594141,155,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494049287,1120,67,1,0,43,3czravw89omgc9o4s0w3l1bg5,1,56.1,70.5,2022-12-29T18:17:44.722Z,2022-12-30T11:58:22Z,3960421335,233,1264,,,,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494049285,1264,67,1,0,43,ah8dala7suqqkj04n2l8xz4zd,0,43.9,29.5,2022-12-29T18:17:44.723Z,2022-12-30T08:40:24Z,3960421343,233,1120,,,,,,,,,,,,,,,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493896989,12,8,1,0,43,3czravw89omgc9o4s0w3l1bg5,1,55.3,70.4,2022-12-29T18:17:44.731Z,2022-12-30T11:58:23Z,3959594157,56,Center,3960276525,384,,3960354765,388,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897015,11,1,1,0,47,ah8dala7suqqkj04n2l8xz4zd,1,39.2,73.8,2022-12-29T18:17:48.873Z,2022-12-30T06:42:57Z,3959594341,141,56.0,3959594339,140,46.9,3959594335,3,,3960354863,178,,3959594337,56,Back,3959594345,213,5.3,3959594343,212,14.6,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897001,13,43,1,0,48,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-12-29T18:17:49.696Z,2022-12-29T18:19:35Z,3959596715,144,45,3959594383,233,12,3959594251,285,0,3959594249,56,Center,,,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897017,12,3,1,0,49,ah8dala7suqqkj04n2l8xz4zd,0,46.7,56.9,2022-12-29T18:17:51.004Z,2022-12-30T06:43:17Z,3959594351,286,,3960276577,465,,3960354939,178,,3959594649,211,,3959594349,56,Back,,,,,,,,,,1he0x583esqw1ka0ybc2nlz9x,N. Fekir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494061055,1442,67,1,0,50,3czravw89omgc9o4s0w3l1bg5,1,53.3,42.5,2022-12-29T18:17:52.241Z,2022-12-30T11:58:23Z,3960476531,233,1575,,,,,,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494061051,1575,67,1,0,50,ah8dala7suqqkj04n2l8xz4zd,0,46.7,57.5,2022-12-29T18:17:52.242Z,2022-12-30T10:22:26Z,3960476535,233,1442,,,,,,,,,,,,,,,,,,,,,,1he0x583esqw1ka0ybc2nlz9x,N. Fekir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494049483,1127,43,1,0,50,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-12-29T18:17:52.249Z,2022-12-30T10:22:11Z,3960476309,144,67,3960422373,233,1268,,,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494049481,1268,43,1,0,50,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2022-12-29T18:17:52.250Z,2022-12-30T10:22:10Z,3960422381,233,1127,3960476303,144,67,,,,,,,,,,,,,,,,,,,1he0x583esqw1ka0ybc2nlz9x,N. Fekir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897027,14,1,1,0,50,3czravw89omgc9o4s0w3l1bg5,1,55.1,43.1,2022-12-29T18:17:52.255Z,2022-12-30T11:58:23Z,3959594417,212,10.7,3959594411,56,Back,3959594419,213,2.6,3960354989,178,,3959594415,141,50.7,3959594413,140,46.2,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897029,15,1,1,0,52,3czravw89omgc9o4s0w3l1bg5,0,47.9,50.7,2022-12-29T18:17:54.064Z,2022-12-30T06:43:40Z,3959594429,56,Center,3959594431,140,52.1,3960354997,178,,3959594437,213,5.8,3959594427,155,,3959594435,212,5.0,3959594433,141,47.2,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897049,16,4,1,0,52,3czravw89omgc9o4s0w3l1bg5,1,52.4,44.7,2022-12-29T18:17:54.193Z,2022-12-30T06:44:18Z,3959595045,56,Center,3959595047,152,,3959595051,233,13,3959595049,286,,3959595041,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897051,13,4,1,0,52,ah8dala7suqqkj04n2l8xz4zd,0,47.6,55.3,2022-12-29T18:17:54.194Z,2022-12-30T06:44:17Z,3960355161,178,,3959594507,152,,3959595055,233,16,3959594505,56,Back,3959594503,10,,3959594509,285,,,,,,,,1he0x583esqw1ka0ybc2nlz9x,N. Fekir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897077,17,1,1,0,57,3czravw89omgc9o4s0w3l1bg5,1,51.2,40,2022-12-29T18:17:59.293Z,2022-12-30T06:44:30Z,3959599689,152,,3959594655,141,5.0,3959594653,140,62.2,3959594659,213,5.2,3959599687,5,,3960355217,178,,3959594651,56,Right,3959594657,212,26.5,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897085,18,1,1,1,2,3czravw89omgc9o4s0w3l1bg5,1,71.2,12.2,2022-12-29T18:18:04.355Z,2022-12-30T06:44:37Z,3959594707,141,19.4,3959594703,56,Right,3959594705,140,61.4,3959594711,213,2.7,3959594709,212,11.4,3960355241,178,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897095,19,1,1,1,6,3czravw89omgc9o4s0w3l1bg5,1,61.5,16.3,2022-12-29T18:18:07.789Z,2022-12-30T06:44:44Z,3959594749,213,5.5,3959594743,140,68.7,3959594745,141,5.6,3959594747,212,10.5,3959594741,56,Right,3960355287,178,,,,,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897109,20,1,1,1,7,3czravw89omgc9o4s0w3l1bg5,0,69.5,7.1,2022-12-29T18:18:09.144Z,2022-12-30T06:45:13Z,3960355411,178,,3959594817,1,,3959594811,141,6.7,3959594807,56,Right,3959594815,213,6.3,3959594809,140,100.0,3959594813,212,32.8,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897119,14,5,1,1,12,ah8dala7suqqkj04n2l8xz4zd,1,-0.7,93,2022-12-29T18:18:13.977Z,2022-12-30T06:45:27Z,3959594841,56,Back,3959594845,233,21,3959594843,346,,,,,,,,,,,,,,,,,1he0x583esqw1ka0ybc2nlz9x,N. Fekir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897111,21,5,1,1,12,3czravw89omgc9o4s0w3l1bg5,0,100.7,7,2022-12-29T18:18:13.977Z,2022-12-30T06:45:27Z,3959594821,346,,3959594819,56,Right,3959594849,233,14,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897189,15,1,1,1,24,ah8dala7suqqkj04n2l8xz4zd,1,4.9,50.3,2022-12-29T18:18:25.552Z,2022-12-30T06:45:46Z,3959595169,56,Back,3959595173,141,75.4,3959595175,212,18.0,3959595181,237,,3959595171,140,10.3,3959595167,124,,3959595177,213,1.3,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897207,16,2,1,1,26,ah8dala7suqqkj04n2l8xz4zd,1,15.1,76.9,2022-12-29T18:18:28.076Z,2022-12-30T06:45:53Z,3959595291,141,64.5,3959595287,56,Center,3960355543,178,,3959595289,140,61.0,3959595285,1,,3959595283,7,d12m2oz1lomkc1qxmpht38lat,,,,,,,89ck0nb8xgzcjqt3puatxy5n8,Félix Garreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897215,22,55,1,1,26,3czravw89omgc9o4s0w3l1bg5,1,36.5,32.8,2022-12-29T18:18:28.077Z,2022-12-30T06:45:54Z,3959597751,189,,,,,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897249,23,1,1,1,38,3czravw89omgc9o4s0w3l1bg5,1,37.7,40.7,2022-12-29T18:18:40.143Z,2022-12-30T06:46:01Z,3960355575,178,,3959595529,241,,3959595531,56,Back,3959595537,212,9.7,3959595527,5,,3959595535,141,26.5,3959595533,140,38.7,3959595539,213,4.8,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897271,24,1,1,1,42,3czravw89omgc9o4s0w3l1bg5,1,45.7,22.6,2022-12-29T18:18:44.012Z,2022-12-30T06:46:09Z,3959595629,56,Left,3960355611,178,,3959595625,155,,3959595631,140,76.5,3959595637,213,0.9,3959595627,196,,3959595633,141,89.0,3959595635,212,55.5,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,3959595639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897277,25,1,1,1,48,3czravw89omgc9o4s0w3l1bg5,1,75.9,93.5,2022-12-29T18:18:50.039Z,2022-12-30T06:46:37Z,3959595669,212,11.2,3959595663,56,Left,3959595665,140,65.3,3960355643,178,,3959595667,141,92.1,3959595671,213,3.2,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897299,26,1,1,1,50,3czravw89omgc9o4s0w3l1bg5,1,65.3,92.1,2022-12-29T18:18:51.663Z,2022-12-30T06:46:51Z,3960355779,178,,3959595763,140,50.9,3959595765,141,83.6,3959595769,213,3.5,3959595767,212,16.2,3959595761,56,Left,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897311,27,1,1,1,54,3czravw89omgc9o4s0w3l1bg5,1,52.2,79.4,2022-12-29T18:18:56.023Z,2022-12-30T06:47:10Z,3959595841,141,96.3,3959595839,140,61.5,3959595845,213,0.9,3959595843,212,15.1,3960355863,178,,3959595837,56,Left,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897349,28,1,1,1,58,3czravw89omgc9o4s0w3l1bg5,1,42.9,92.7,2022-12-29T18:18:59.733Z,2022-12-30T06:47:30Z,3959596041,213,3.7,3959596037,141,67.7,3959596039,212,33.7,3960355959,178,,3959596033,56,Back,3959596035,140,15.2,3959596043,1,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897359,29,1,1,2,3,3czravw89omgc9o4s0w3l1bg5,1,16.1,44.8,2022-12-29T18:19:05.368Z,2022-12-30T06:47:38Z,3959596091,213,5.4,3959596087,141,17.0,3959596083,56,Back,3959596085,140,29.6,3960356001,178,,3959596089,212,23.6,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897371,30,1,1,2,7,3czravw89omgc9o4s0w3l1bg5,1,31.4,13.6,2022-12-29T18:19:08.631Z,2022-12-30T06:47:45Z,3959596127,56,Back,3959596135,141,3.4,3959596133,140,35.0,3959596139,213,5.2,3960356055,178,,3959596137,212,7.9,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897379,31,1,1,2,8,3czravw89omgc9o4s0w3l1bg5,1,35,3.4,2022-12-29T18:19:09.426Z,2022-12-30T06:48:03Z,3959596179,212,9.1,3959596175,140,36.2,3959596181,213,1.4,3959596173,56,Back,3960356147,178,,3959596177,141,16.6,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493897393,32,1,1,2,10,3czravw89omgc9o4s0w3l1bg5,1,38.2,13.6,2022-12-29T18:19:11.926Z,2022-12-30T06:48:21Z,3959596227,141,1.6,3959596225,140,52.7,3959596231,213,5.8,3959596223,56,Right,3960356237,178,,3959596229,212,17.3,,,,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
