id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2506434405,387,49,2,45,21,ah8dala7suqqkj04n2l8xz4zd,1,20,35.1,2023-02-11T16:22:08.376Z,2023-02-12T02:09:41Z,,,,,,,,,,,,,,,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506434451,388,1,2,45,21,ah8dala7suqqkj04n2l8xz4zd,0,20,35.1,2023-02-11T16:22:08.382Z,2023-02-12T02:09:44Z,4027278315,178,,4025438307,212,15.5,4025438299,157,,4025438303,140,34.2,4025438305,141,41.2,4025438301,56,Back,4025438311,1,,4025438309,213,0.3,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506434465,427,49,2,45,22,cobffe32r7g4skka9m19qib63,1,63.1,63.6,2023-02-11T16:22:09.571Z,2023-02-12T02:09:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506434497,428,1,2,45,22,cobffe32r7g4skka9m19qib63,0,63.1,63.6,2023-02-11T16:22:10.119Z,2023-02-12T02:10:00Z,4025438543,141,68.4,4025438551,213,0.6,4025438539,140,67.4,4025438547,212,5.6,4025438531,155,,4027278745,178,,4025438535,56,Center,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506434515,389,49,2,45,23,ah8dala7suqqkj04n2l8xz4zd,1,32.5,32.8,2023-02-11T16:22:11.201Z,2023-02-12T02:10:06Z,,,,,,,,,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506434677,390,1,2,45,24,ah8dala7suqqkj04n2l8xz4zd,1,32.5,32.8,2023-02-11T16:22:11.247Z,2023-02-12T02:10:13Z,4025439471,155,,4025439473,56,Center,4025439475,140,61.1,4025439479,141,62.9,4025439487,1,,4027279093,178,,4025439483,212,36.3,4025439485,213,0.6,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506434789,391,1,2,45,27,ah8dala7suqqkj04n2l8xz4zd,1,61.1,62.9,2023-02-11T16:22:14.592Z,2023-02-12T02:10:20Z,4025440087,168,,4025440097,213,1.2,4027279267,178,,4025440095,212,19.7,4025440093,141,89.8,4025440091,140,68.1,4025440089,56,Left,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506434983,392,1,2,45,34,ah8dala7suqqkj04n2l8xz4zd,1,62.7,88.3,2023-02-11T16:22:21.910Z,2023-02-12T02:10:26Z,4027279387,178,,4025441183,56,Left,4025441217,140,57.0,4025441219,141,91.9,4025441223,213,2.8,4025441221,212,6.5,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435111,393,1,2,45,36,ah8dala7suqqkj04n2l8xz4zd,1,55.7,90.8,2023-02-11T16:22:24.045Z,2023-02-12T02:10:30Z,4025441823,212,24.3,4025441821,141,69.9,4027279529,178,,4025441813,56,Back,4025441827,213,3.8,4025441817,140,36.9,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435295,394,1,2,45,40,ah8dala7suqqkj04n2l8xz4zd,1,33.6,64.7,2023-02-11T16:22:27.358Z,2023-02-12T02:10:33Z,4025442643,56,Back,4025442649,141,50.4,4025442653,212,21.8,4025442655,213,3.6,4025442647,140,15.0,4027279577,178,,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435355,395,1,2,45,44,ah8dala7suqqkj04n2l8xz4zd,0,19.2,39.9,2023-02-11T16:22:31.882Z,2023-02-12T02:10:39Z,4025442981,56,Center,4025442983,140,56.4,4025442985,141,32.6,4025442989,213,6.2,4025442991,1,,4025442979,155,,4025442987,212,39.4,4027279785,178,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435399,429,1,2,45,47,cobffe32r7g4skka9m19qib63,1,43.2,66.9,2023-02-11T16:22:34.952Z,2023-02-12T02:10:43Z,4027279889,388,,4025443273,213,0.4,4025443259,141,76.7,4025443251,3,,4025443265,212,18.7,4025443255,140,59.8,4025443253,56,Center,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435409,430,49,2,45,48,cobffe32r7g4skka9m19qib63,1,59.8,76.7,2023-02-11T16:22:36.158Z,2023-02-12T02:10:59Z,,,,,,,,,,,,,,,,,,,,,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435459,431,1,2,45,48,cobffe32r7g4skka9m19qib63,1,60.2,77.9,2023-02-11T16:22:36.170Z,2023-02-12T02:10:53Z,4027280205,178,,4025443567,212,6.9,4025443569,213,4.1,4025443561,56,Center,4025443563,140,56.5,4025443565,141,69.6,,,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435473,432,61,2,45,49,cobffe32r7g4skka9m19qib63,1,57.7,71.4,2023-02-11T16:22:37.007Z,2023-02-12T02:11:11Z,4027280981,178,,4025443623,56,Center,,,,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435501,433,1,2,45,51,cobffe32r7g4skka9m19qib63,0,59.9,71.7,2023-02-11T16:22:38.853Z,2023-02-12T02:11:16Z,4025443757,212,8.5,4025443755,141,72.3,4025443753,140,68.0,4025443751,56,Center,4027281131,178,,4025443759,213,0.0,,,,,,,8zlr9xkh9dkt1pbw3w91uazmd,Portillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435587,396,1,2,45,52,ah8dala7suqqkj04n2l8xz4zd,0,35.2,28.2,2023-02-11T16:22:39.580Z,2023-02-12T02:11:22Z,4025444115,56,Center,4027281241,178,,4025444121,141,27.9,4025444217,1,,4025444125,212,23.8,4025444131,213,6.3,4025444119,140,57.9,4025444107,157,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435699,434,1,2,45,55,cobffe32r7g4skka9m19qib63,1,44.6,72.9,2023-02-11T16:22:42.797Z,2023-02-12T02:11:29Z,4025444809,141,88.3,4025444813,212,10.9,4025444801,56,Back,4025444805,140,41.6,4027281415,178,,4025444817,213,1.9,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435751,435,1,2,45,57,cobffe32r7g4skka9m19qib63,0,42.5,89.6,2023-02-11T16:22:44.550Z,2023-02-12T02:11:57Z,4025445009,213,0.1,4025445005,141,90.8,4025445001,140,54.7,4025444999,56,Left,4027282367,178,,4025445007,212,12.8,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506812897,856,67,2,45,58,ah8dala7suqqkj04n2l8xz4zd,1,39.2,12,2023-02-11T16:22:45.641Z,2023-02-12T05:45:33Z,4027474589,233,867,,,,,,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506812895,867,67,2,45,58,cobffe32r7g4skka9m19qib63,0,60.8,88,2023-02-11T16:22:45.642Z,2023-02-12T05:12:49Z,4027474597,233,856,,,,,,,,,,,,,,,,,,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435817,397,8,2,45,58,ah8dala7suqqkj04n2l8xz4zd,1,44.9,5.8,2023-02-11T16:22:45.653Z,2023-02-12T05:45:34Z,4025445353,56,Back,4027283113,178,,4026285959,383,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506435867,398,5,2,45,58,ah8dala7suqqkj04n2l8xz4zd,0,45.2,-1.1,2023-02-11T16:22:46.071Z,2023-02-12T02:12:19Z,4025445585,56,Back,4025448575,233,436,4025445587,347,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506436407,436,5,2,45,58,cobffe32r7g4skka9m19qib63,1,54.8,101.1,2023-02-11T16:22:46.071Z,2023-02-12T02:12:19Z,4025448353,347,,4025448351,56,Left,4025448411,233,398,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506436479,437,1,2,46,14,cobffe32r7g4skka9m19qib63,1,58.8,100,2023-02-11T16:23:01.886Z,2023-02-12T02:12:23Z,4025448737,56,Left,4025448745,213,4.9,4025448743,212,9.2,4025448741,141,88.6,4025448735,107,,4025448739,140,60.2,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506436611,438,1,2,46,15,cobffe32r7g4skka9m19qib63,1,59.1,90.2,2023-02-11T16:23:02.783Z,2023-02-12T02:12:27Z,4025449451,213,2.6,4025449447,141,95.6,4025449449,212,6.8,4027283487,178,,4025449445,140,53.6,4025449443,56,Left,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506436795,439,1,2,46,19,cobffe32r7g4skka9m19qib63,0,53.7,95.3,2023-02-11T16:23:06.548Z,2023-02-12T02:12:34Z,4025450513,213,6.1,4025450515,1,,4025450509,141,86.9,4025450511,212,38.4,4025450505,56,Left,4027283693,178,,4025450507,140,89.9,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506436835,399,12,2,46,24,ah8dala7suqqkj04n2l8xz4zd,1,5.8,13.6,2023-02-11T16:23:11.282Z,2023-02-12T02:12:40Z,4025450727,141,0.0,4027283855,389,,4025450871,167,,4025450723,140,9.7,4025450731,212,11.4,4025450719,56,Back,4025450733,213,5.1,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506436849,400,5,2,46,26,ah8dala7suqqkj04n2l8xz4zd,0,10.1,-2,2023-02-11T16:23:13.659Z,2023-02-12T02:12:42Z,4025453599,233,440,4025450803,56,Back,4025450807,347,,,,,,,,,,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437361,440,5,2,46,26,cobffe32r7g4skka9m19qib63,1,89.9,102,2023-02-11T16:23:13.659Z,2023-02-12T02:12:42Z,4025453487,233,400,4025453437,347,,4025453431,56,Left,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437445,441,1,2,46,41,cobffe32r7g4skka9m19qib63,0,91,100,2023-02-11T16:23:28.372Z,2023-02-12T02:13:03Z,4025453839,141,82.3,4025453829,56,Left,4025453823,107,,4025453835,140,94.4,4025453841,212,13.6,4025453843,213,5.0,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437497,401,1,2,46,42,ah8dala7suqqkj04n2l8xz4zd,1,8,16.9,2023-02-11T16:23:29.715Z,2023-02-12T02:13:08Z,4025454159,56,Back,4025454165,212,4.2,4027284831,178,,4025454163,141,11.7,4025454161,140,10.1,4025454167,213,5.3,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437507,402,49,2,46,43,ah8dala7suqqkj04n2l8xz4zd,1,10.1,11.7,2023-02-11T16:23:30.475Z,2023-02-12T02:13:15Z,,,,,,,,,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437583,403,1,2,46,43,ah8dala7suqqkj04n2l8xz4zd,0,10.1,11.7,2023-02-11T16:23:30.508Z,2023-02-12T02:13:20Z,4025454637,212,30.2,4027285243,178,,4025454641,1,,4025454633,140,35.1,4025454635,141,33.7,4025454631,56,Back,4025454629,157,,4025454639,213,0.5,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437607,442,1,2,46,46,cobffe32r7g4skka9m19qib63,0,63,72.7,2023-02-11T16:23:33.347Z,2023-02-12T02:13:26Z,4025454741,141,78.7,4025454743,212,4.4,4025454737,140,64.6,4025454747,213,1.2,4025454731,3,,4027285433,388,,4025454733,56,Center,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437667,404,61,2,46,47,ah8dala7suqqkj04n2l8xz4zd,1,35.1,27.8,2023-02-11T16:23:34.799Z,2023-02-12T02:13:33Z,4027285571,178,,4025455019,56,Back,,,,,,,,,,,,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506813193,879,67,2,46,48,cobffe32r7g4skka9m19qib63,1,70.7,62,2023-02-11T16:23:36.062Z,2023-02-12T05:45:34Z,4027475991,233,861,,,,,,,,,,,,,,,,,,,,,,36lk52zhgyn11s1pax3y7wout,Íñigo Eguaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506813189,861,67,2,46,48,ah8dala7suqqkj04n2l8xz4zd,0,29.3,38,2023-02-11T16:23:36.063Z,2023-02-12T05:13:53Z,4027475999,233,879,,,,,,,,,,,,,,,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506594181,849,1,2,46,48,cobffe32r7g4skka9m19qib63,0,67.7,57.1,2023-02-11T16:23:36.096Z,2023-02-12T05:45:34Z,4026293097,236,,4026292857,141,57.6,4026292861,213,0.3,4026584501,233,436,4026292859,212,1.3,4026293099,286,,4027292817,178,,4026292855,140,68.9,36lk52zhgyn11s1pax3y7wout,Íñigo Eguaras,4026292853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506441957,436,74,2,46,48,ah8dala7suqqkj04n2l8xz4zd,1,30.9,45.9,2023-02-11T16:23:36.122Z,2023-02-12T02:17:59Z,4026584505,233,849,4025477117,56,Back,4027292857,178,,4026292615,285,,,,,,,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437831,444,1,2,46,50,cobffe32r7g4skka9m19qib63,1,71.6,63.6,2023-02-11T16:23:37.219Z,2023-02-12T02:18:11Z,4027293157,178,,4025455867,213,1.2,4025455859,56,Center,4025455861,140,72.8,4025455865,212,3.7,4025455863,141,68.7,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437799,443,43,2,46,50,cobffe32r7g4skka9m19qib63,1,0,0,2023-02-11T16:23:37.590Z,2023-02-11T16:25:38Z,4025455629,141,62.4,4025477437,144,1,4025455633,213,5.4,4025455625,140,71.1,4025455631,212,8.1,4025455619,56,Center,,,,,,,36lk52zhgyn11s1pax3y7wout,Íñigo Eguaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437857,445,50,2,46,51,cobffe32r7g4skka9m19qib63,1,72.9,66.6,2023-02-11T16:23:38.327Z,2023-02-12T02:20:41Z,4025456287,233,405,4025455987,286,,4025455983,56,Center,,,,,,,,,,,,,,,,36lk52zhgyn11s1pax3y7wout,Íñigo Eguaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437841,405,7,2,46,52,ah8dala7suqqkj04n2l8xz4zd,0,27.1,33.4,2023-02-11T16:23:39.273Z,2023-02-12T02:20:53Z,4025455927,56,Back,4027297381,178,,4026294131,385,,4025456173,233,445,4025455929,285,,,,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437879,446,61,2,46,52,cobffe32r7g4skka9m19qib63,1,72.8,68.7,2023-02-11T16:23:39.464Z,2023-02-12T02:21:00Z,4025456121,56,Center,4027297501,178,,,,,,,,,,,,,,,,,,,,36lk52zhgyn11s1pax3y7wout,Íñigo Eguaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437885,406,61,2,46,52,ah8dala7suqqkj04n2l8xz4zd,1,30.1,31.1,2023-02-11T16:23:40.096Z,2023-02-12T02:21:08Z,4025456141,56,Back,4027297671,178,,,,,,,,,,,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506437911,407,49,2,46,54,ah8dala7suqqkj04n2l8xz4zd,1,30.3,45.1,2023-02-11T16:23:41.479Z,2023-02-12T02:21:15Z,,,,,,,,,,,,,,,,,,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438097,408,1,2,46,56,ah8dala7suqqkj04n2l8xz4zd,1,31.7,62.4,2023-02-11T16:23:43.933Z,2023-02-12T02:21:22Z,4025457169,212,15.6,4025457163,56,Back,4025457165,140,37.8,4025457171,213,1.1,4025457167,141,83.3,4027298069,178,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438149,409,1,2,47,0,ah8dala7suqqkj04n2l8xz4zd,1,36.1,84.5,2023-02-11T16:23:47.676Z,2023-02-12T02:21:24Z,4025457493,213,3.8,4025457489,141,80.3,4025457491,212,4.7,4027298105,178,,4025457485,56,Back,4025457487,140,32.6,,,,,,,yhfujfdzpt7tymqdmt7i0mzu,Abner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438401,410,1,2,47,2,ah8dala7suqqkj04n2l8xz4zd,1,32.1,78.9,2023-02-11T16:23:49.722Z,2023-02-12T02:21:28Z,4025458727,56,Back,4025458731,141,68.3,4025458733,212,11.4,4025458735,213,3.8,4025458729,140,23.7,4027298199,178,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438487,411,1,2,47,8,ah8dala7suqqkj04n2l8xz4zd,1,31.5,51.9,2023-02-11T16:23:55.445Z,2023-02-12T02:21:32Z,4025459151,140,27.2,4025459155,212,18.2,4025459153,141,25.9,4027298295,178,,4025459143,56,Back,4025459157,213,4.5,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438555,412,1,2,47,10,ah8dala7suqqkj04n2l8xz4zd,1,27,25.9,2023-02-11T16:23:57.899Z,2023-02-12T02:21:35Z,4025459517,56,Back,4027298367,178,,4025459521,141,9.2,4025459523,212,12.6,4025459525,213,5.2,4025459519,140,32.2,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438709,413,1,2,47,12,ah8dala7suqqkj04n2l8xz4zd,1,33.4,8.1,2023-02-11T16:24:00.019Z,2023-02-12T02:21:38Z,4025460185,141,5.0,4025460181,140,41.5,4025460177,56,Back,4025460191,213,6.0,4025460189,212,8.8,4027298477,178,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438813,414,1,2,47,15,ah8dala7suqqkj04n2l8xz4zd,0,32.6,11.8,2023-02-11T16:24:03.161Z,2023-02-12T02:21:42Z,4025460779,213,0.5,4027298589,178,,4025460771,56,Center,4025460773,140,71.4,4025460775,141,46.0,4025460781,1,,4025460769,155,,4025460777,212,46.9,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438927,447,1,2,47,18,cobffe32r7g4skka9m19qib63,1,24.8,57.3,2023-02-11T16:24:05.729Z,2023-02-12T02:21:48Z,4025461335,56,Back,4025461339,140,29.1,4027298747,178,,4025464271,3,,4025461345,213,1.3,4025461343,212,14.8,4025461341,141,78.1,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438939,448,49,2,47,20,cobffe32r7g4skka9m19qib63,1,31.5,78.2,2023-02-11T16:24:08.137Z,2023-02-12T02:21:55Z,,,,,,,,,,,,,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506438983,449,1,2,47,20,cobffe32r7g4skka9m19qib63,0,31.5,78.2,2023-02-11T16:24:08.179Z,2023-02-12T02:22:00Z,4027299097,178,,4025461621,140,71.1,4025484271,157,,4025461619,56,Left,4025461623,141,80.2,4025461625,212,41.6,4025461629,1,,4025461627,213,0.0,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506439117,415,1,2,47,24,ah8dala7suqqkj04n2l8xz4zd,0,31.2,30,2023-02-11T16:24:11.809Z,2023-02-12T02:22:10Z,4025462349,141,24.7,4025462343,3,,4025462345,56,Back,4027299331,388,,4025462351,212,14.8,4025462347,140,44.9,4025462353,213,6.0,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506439169,450,44,2,47,26,cobffe32r7g4skka9m19qib63,1,54.7,75.8,2023-02-11T16:24:13.902Z,2023-02-12T05:45:35Z,4025462597,56,Center,4025462669,233,416,4025462599,286,,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506439135,416,44,2,47,26,ah8dala7suqqkj04n2l8xz4zd,0,45.3,24.2,2023-02-11T16:24:13.903Z,2023-02-12T02:22:27Z,4025462433,56,Back,4025462435,285,,4025462883,233,450,,,,,,,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506439197,451,1,2,47,26,cobffe32r7g4skka9m19qib63,0,54.2,76.4,2023-02-11T16:24:13.930Z,2023-02-12T05:45:35Z,4025462747,3,,4025462755,212,9.5,4025462753,141,66.3,4025462751,140,48.0,4025462757,213,4.0,4027299851,178,,4025462749,56,Back,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506595469,833,3,2,47,28,ah8dala7suqqkj04n2l8xz4zd,1,52.4,30.3,2023-02-11T16:24:15.609Z,2023-02-12T02:22:41Z,4026584853,233,850,4026299159,56,Center,4027299977,178,,4026299313,464,,4026299161,286,,,,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506595473,850,45,2,47,28,cobffe32r7g4skka9m19qib63,0,47.6,69.7,2023-02-11T16:24:15.609Z,2023-02-12T02:22:41Z,4026299177,285,,4026299175,56,Back,4026584891,233,833,,,,,,,,,,,,,,,,36lk52zhgyn11s1pax3y7wout,Íñigo Eguaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506439273,417,49,2,47,29,ah8dala7suqqkj04n2l8xz4zd,1,52.1,41.3,2023-02-11T16:24:17.077Z,2023-02-12T02:22:47Z,,,,,,,,,,,,,,,,,,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506595809,834,3,2,47,31,ah8dala7suqqkj04n2l8xz4zd,0,55.8,50.1,2023-02-11T16:24:19.107Z,2023-02-12T02:22:52Z,4026300899,286,,4026300897,56,Center,4026300903,467,63yktdky9m0aus8ebkaqzdhhx,4027300185,178,,4026300901,465,,,,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
