id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2446312567,6,49,1,0,7,7h7eg7q7dbwvzww78h9d5eh0h,1,38.9,83,2022-08-14T17:30:51.630Z,2022-08-15T05:14:13Z,,,,,,,,,,,,,,,,,,,,,,,,,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312571,7,1,1,0,8,7h7eg7q7dbwvzww78h9d5eh0h,0,38.9,83,2022-08-14T17:30:53.503Z,2022-08-15T05:14:20Z,3708975155,178,,3707430493,286,,3707430417,141,80.9,3707430413,56,Back,3707430419,212,2.2,3707430421,213,5.6,3707430487,236,,3707430415,140,40.5,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,3707430489,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312589,6,74,1,0,9,ba5e91hjacvma2sjvixn00pjo,1,71.7,15.8,2022-08-14T17:30:53.656Z,2022-08-15T05:14:25Z,3707430477,285,,3707430475,56,Right,3707430537,233,7,3708975233,178,,,,,,,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312639,7,1,1,0,13,ba5e91hjacvma2sjvixn00pjo,0,89.5,13.2,2022-08-14T17:30:58.420Z,2022-08-15T05:14:44Z,3707430763,141,18.6,3708687347,386,,3707430759,56,Right,3707430761,140,90.6,3708687345,225,,3707430767,213,1.3,3708975441,178,,3707430755,2,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,3708687349,20,,3707430765,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446339427,344,61,1,0,13,7h7eg7q7dbwvzww78h9d5eh0h,1,6,80.6,2022-08-14T17:30:58.477Z,2022-08-15T05:14:50Z,3708975505,178,,3707578815,56,Back,,,,,,,,,,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312663,8,52,1,0,16,7h7eg7q7dbwvzww78h9d5eh0h,1,4.2,55.5,2022-08-14T17:31:01.006Z,2022-08-15T05:14:58Z,3708975611,179,,3708687685,376,,,,,,,,,,,,,,,,,,,,4wbwcfbeokv5j4nuudbxgaw2d,Juan Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312765,9,1,1,0,26,7h7eg7q7dbwvzww78h9d5eh0h,1,2.9,47.6,2022-08-14T17:31:11.079Z,2022-08-15T05:15:05Z,3707431419,140,8.0,3707431423,212,11.4,3707431417,56,Back,3707431415,123,,3707431425,213,1.1,3707431421,141,62.4,3708975669,178,,,,,4wbwcfbeokv5j4nuudbxgaw2d,Juan Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312775,10,1,1,0,28,7h7eg7q7dbwvzww78h9d5eh0h,1,8,62.4,2022-08-14T17:31:13.433Z,2022-08-15T05:15:10Z,3708975729,178,,3707431475,56,Back,3707431477,140,3.2,3707431483,212,12.0,3707431479,141,46.4,3707431487,213,4.3,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312799,11,1,1,0,31,7h7eg7q7dbwvzww78h9d5eh0h,1,3.2,46.4,2022-08-14T17:31:16.295Z,2022-08-15T05:15:16Z,3707431593,212,20.5,3707431595,213,5.0,3707431591,141,17.2,3707431589,140,7.9,3707431587,56,Back,3708975803,178,,,,,,,,4wbwcfbeokv5j4nuudbxgaw2d,Juan Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312829,12,1,1,0,33,7h7eg7q7dbwvzww78h9d5eh0h,1,7.9,17.2,2022-08-14T17:31:18.375Z,2022-08-15T05:15:25Z,3707431747,141,2.7,3707431743,56,Back,3707431745,140,13.3,3707431751,212,11.4,3708975925,178,,3707431755,213,5.2,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312837,13,1,1,0,35,7h7eg7q7dbwvzww78h9d5eh0h,0,13.3,2.7,2022-08-14T17:31:20.239Z,2022-08-15T05:15:31Z,3707431959,286,,3707431953,236,,3707431797,56,Back,3707431805,213,6.3,3707431803,212,3.3,3708975981,178,,3707431799,140,16.4,3707431955,233,8,ay89se5rytzay8md0yeadykq2,Yan Couto,3707431801,141,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312865,8,74,1,0,35,ba5e91hjacvma2sjvixn00pjo,1,73.7,98.4,2022-08-14T17:31:20.407Z,2022-08-15T05:15:36Z,3707431929,285,,3707431927,56,Left,3707431965,233,13,3708976031,178,,,,,,,,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446312889,9,5,1,0,36,ba5e91hjacvma2sjvixn00pjo,0,77.3,101.7,2022-08-14T17:31:21.269Z,2022-08-15T05:15:41Z,3707432097,347,,3707432095,56,Left,3707432805,233,14,,,,,,,,,,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313025,14,5,1,0,36,7h7eg7q7dbwvzww78h9d5eh0h,1,22.7,-1.7,2022-08-14T17:31:21.269Z,2022-08-15T05:15:41Z,3707432743,56,Back,3707432781,233,9,3707432747,347,,,,,,,,,,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313055,15,1,1,0,52,7h7eg7q7dbwvzww78h9d5eh0h,1,28.9,0,2022-08-14T17:31:37.182Z,2022-08-15T05:15:50Z,3707432935,56,Back,3707432937,140,30.9,3707432933,107,,3707432939,141,19.2,3707432941,212,14.4,3707432943,213,1.4,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313077,16,1,1,0,54,7h7eg7q7dbwvzww78h9d5eh0h,1,30.9,19.2,2022-08-14T17:31:39.220Z,2022-08-15T05:15:56Z,3707433035,212,36.5,3707433031,140,20.0,3707433039,1,,3707433037,213,1.9,3707433033,141,70.1,3707433029,56,Back,3708976289,178,,3707433027,157,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313113,17,1,1,0,58,7h7eg7q7dbwvzww78h9d5eh0h,1,20.7,71.7,2022-08-14T17:31:42.680Z,2022-08-15T05:16:02Z,3707433229,141,96.6,3707433227,140,42.9,3707433223,3,,3708976361,178,,3707433225,56,Back,3707433233,213,0.6,3707433231,212,28.8,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313183,19,1,1,1,1,7h7eg7q7dbwvzww78h9d5eh0h,1,51.5,96.1,2022-08-14T17:31:46.302Z,2022-08-15T05:16:25Z,3708976669,178,,3707433619,140,57.8,3707433623,212,12.7,3707433625,213,5.3,3707433615,56,Left,3707433621,141,80.1,,,,,,,8tnz3pqkqdhbr08p96i9w8i96,Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313133,18,43,1,1,2,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-14T17:31:47.401Z,2022-08-14T18:25:50Z,3707433339,56,Left,3707433341,140,51.5,3707433345,212,12.3,3707433347,213,0.9,3707433343,141,96.1,3707580593,144,1,,,,,,,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313213,20,1,1,1,9,7h7eg7q7dbwvzww78h9d5eh0h,0,53.1,56.5,2022-08-14T17:31:54.077Z,2022-08-15T05:16:30Z,3707433765,56,Right,3707433767,140,60.5,3707433769,141,15.4,3707433773,213,5.0,3708976733,178,,3707433771,212,29.0,,,,,,,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313227,10,49,1,1,11,ba5e91hjacvma2sjvixn00pjo,1,48,97.4,2022-08-14T17:31:55.928Z,2022-08-15T05:16:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446598563,811,83,1,1,15,7h7eg7q7dbwvzww78h9d5eh0h,1,41.2,16.8,2022-08-14T17:32:00.006Z,2022-08-15T07:28:09Z,3709076753,399,249823,,,,,,,,,,,,,,,,,,,,,,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313291,11,1,1,1,19,ba5e91hjacvma2sjvixn00pjo,0,84.3,92.3,2022-08-14T17:32:04.305Z,2022-08-15T05:16:41Z,3707434115,56,Center,3707434121,212,18.9,3708976837,178,,3707434119,141,65.5,3707434123,213,4.4,3707434117,140,79.6,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446598731,812,67,1,1,20,7h7eg7q7dbwvzww78h9d5eh0h,1,21,35.9,2022-08-14T17:32:05.385Z,2022-08-15T08:20:02Z,3709077443,233,752,,,,,,,,,,,,,,,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446598727,752,67,1,1,20,ba5e91hjacvma2sjvixn00pjo,0,79,64.1,2022-08-14T17:32:05.386Z,2022-08-15T07:28:44Z,3709077451,233,812,,,,,,,,,,,,,,,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313303,21,8,1,1,20,7h7eg7q7dbwvzww78h9d5eh0h,1,20.7,33.6,2022-08-14T17:32:05.425Z,2022-08-15T08:20:03Z,3707434183,56,Back,3708976947,388,,3708694317,383,,,,,,,,,,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313313,22,49,1,1,22,7h7eg7q7dbwvzww78h9d5eh0h,1,21.8,13.7,2022-08-14T17:32:07.245Z,2022-08-15T05:16:59Z,,,,,,,,,,,,,,,,,,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313333,23,1,1,1,24,7h7eg7q7dbwvzww78h9d5eh0h,1,22.2,10.6,2022-08-14T17:32:08.743Z,2022-08-15T05:17:02Z,3707434325,56,Back,3707434327,140,24.4,3708977083,178,,3707434329,141,5.4,3707434331,212,4.2,3707434333,213,5.3,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313351,24,1,1,1,24,7h7eg7q7dbwvzww78h9d5eh0h,1,24.4,5.4,2022-08-14T17:32:09.121Z,2022-08-15T05:17:04Z,3708977133,178,,3707434417,140,28.7,3707434419,141,30.7,3707434423,213,1.3,3707434415,56,Back,3707434421,212,17.8,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313391,25,1,1,1,26,7h7eg7q7dbwvzww78h9d5eh0h,1,28.7,30.7,2022-08-14T17:32:11.384Z,2022-08-15T05:17:12Z,3708977219,178,,3707434631,213,0.2,3707434625,140,43.8,3707434627,141,36.1,3707434623,56,Back,3707434629,212,16.3,,,,,,,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313441,26,4,1,1,28,7h7eg7q7dbwvzww78h9d5eh0h,1,46.9,41.6,2022-08-14T17:32:12.695Z,2022-08-15T07:36:02Z,3707434909,56,Back,3707434913,286,,3707434917,233,12,3707434905,295,,3707434901,13,,3707434911,152,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313433,12,4,1,1,28,ba5e91hjacvma2sjvixn00pjo,0,53.1,58.4,2022-08-14T17:32:12.696Z,2022-08-15T07:36:02Z,3707434865,295,,3709087669,389,,3707434869,152,,3707434867,56,Center,3707434863,13,,3707434871,285,,3707434953,233,26,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313603,27,1,1,1,46,7h7eg7q7dbwvzww78h9d5eh0h,1,45.1,36.4,2022-08-14T17:32:31.440Z,2022-08-15T05:17:40Z,3707436205,189,,3707435805,56,Back,3707435811,212,15.9,3707435801,5,,3708977527,178,,3707435803,152,,3707435813,213,3.7,3707435807,140,32.6,2udtmz4lvh4vil16mxvo0j4l,Aleix García,3707435809,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313621,28,1,1,1,48,7h7eg7q7dbwvzww78h9d5eh0h,1,32.6,23.1,2022-08-14T17:32:33.061Z,2022-08-15T05:17:45Z,3707435891,213,5.5,3707435885,140,44.6,3708977575,178,,3707435889,212,17.2,3707435887,141,5.9,3707435879,56,Back,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313623,29,3,1,1,50,7h7eg7q7dbwvzww78h9d5eh0h,0,45.4,5.4,2022-08-14T17:32:35.298Z,2022-08-15T05:17:57Z,3708695857,464,,3707435897,56,Back,3707435899,286,,3708977709,178,,3708860445,233,13,,,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313631,13,7,1,1,51,ba5e91hjacvma2sjvixn00pjo,1,54.6,94.6,2022-08-14T17:32:35.985Z,2022-08-15T05:18:00Z,3708860441,233,29,3708695435,385,,3707435945,167,,3708977757,178,,3707435947,56,Left,3707435949,285,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313633,14,5,1,1,51,ba5e91hjacvma2sjvixn00pjo,0,57.2,101.4,2022-08-14T17:32:36.305Z,2022-08-15T05:18:05Z,3707436237,233,30,3707435951,56,Left,3707435953,347,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313677,30,5,1,1,51,7h7eg7q7dbwvzww78h9d5eh0h,1,42.8,-1.4,2022-08-14T17:32:36.305Z,2022-08-15T05:18:05Z,3707436177,56,Back,3707436221,233,14,3707436179,347,,,,,,,,,,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313731,31,1,1,2,0,7h7eg7q7dbwvzww78h9d5eh0h,1,41.3,0,2022-08-14T17:32:45.471Z,2022-08-15T05:18:15Z,3707436449,107,,3707436459,213,0.9,3707436457,212,24.2,3707436453,140,54.8,3707436461,1,,3707436451,56,Center,3707436455,141,26.8,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446640631,1350,67,1,2,2,7h7eg7q7dbwvzww78h9d5eh0h,1,57.2,26.3,2022-08-14T17:32:47.290Z,2022-08-15T10:22:00Z,3709266515,233,1292,,,,,,,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446640627,1292,67,1,2,2,ba5e91hjacvma2sjvixn00pjo,0,42.8,73.7,2022-08-14T17:32:47.291Z,2022-08-15T09:44:39Z,3709266523,233,1350,,,,,,,,,,,,,,,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313753,32,1,1,2,2,7h7eg7q7dbwvzww78h9d5eh0h,0,54.8,26.8,2022-08-14T17:32:47.373Z,2022-08-15T10:22:01Z,3708978061,388,,3707436549,155,,3707436551,56,Back,3707436555,141,31.9,3707436559,213,2.5,3707436557,212,6.2,3707436553,140,49.9,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313767,15,44,1,2,4,ba5e91hjacvma2sjvixn00pjo,1,41.5,65.7,2022-08-14T17:32:48.970Z,2022-08-15T08:20:03Z,3707436663,233,33,3707436611,285,,3707436609,56,Back,,,,,,,,,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446313761,33,44,1,2,4,7h7eg7q7dbwvzww78h9d5eh0h,0,58.5,34.3,2022-08-14T17:32:48.971Z,2022-08-15T05:18:50Z,3707436585,56,Center,3707436693,286,,3707436695,233,15,,,,,,,,,,,,,,,,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
