id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2478598967,4,49,1,0,13,6f27yvbqcngegwsg2ozxxdj4,1,49.4,17.9,2022-10-29T12:01:03.404Z,2022-10-30T06:37:32Z,,,,,,,,,,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478598989,5,1,1,0,13,6f27yvbqcngegwsg2ozxxdj4,0,49.4,17.9,2022-10-29T12:01:03.429Z,2022-10-30T06:37:36Z,3882571295,178,,3879021439,56,Right,3879021437,157,,3879021443,141,14.3,3879021441,140,73.4,3879021451,1,,3879021449,213,6.2,3879021447,212,25.3,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599019,8,1,1,0,15,cobffe32r7g4skka9m19qib63,1,27.5,90.7,2022-10-29T12:01:05.630Z,2022-10-30T06:37:43Z,3879021589,212,10.6,3879021587,141,87.2,3879021591,213,6.1,3882571417,178,,3879021585,140,37.3,3879021583,56,Back,3879021581,3,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599025,9,49,1,0,16,cobffe32r7g4skka9m19qib63,1,42,90.2,2022-10-29T12:01:06.362Z,2022-10-30T06:37:49Z,,,,,,,,,,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599057,10,1,1,0,16,cobffe32r7g4skka9m19qib63,1,38.3,85.7,2022-10-29T12:01:06.389Z,2022-10-30T06:37:55Z,3879021755,141,92.7,3879021751,56,Back,3879021753,140,37.7,3882571673,178,,3879021761,213,1.7,3879021757,212,4.8,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599073,11,1,1,0,18,cobffe32r7g4skka9m19qib63,0,36.5,97.9,2022-10-29T12:01:08.216Z,2022-10-30T06:38:02Z,3879021825,213,0,3879021823,212,0.8,3879021821,141,97.9,3882571827,178,,3879021815,155,,3879021819,140,37.3,3879021817,56,Back,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599061,6,61,1,0,18,6f27yvbqcngegwsg2ozxxdj4,1,63.6,4.5,2022-10-29T12:01:08.274Z,2022-10-30T06:38:07Z,3882571909,178,,3879021779,56,Right,,,,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599089,7,1,1,0,20,6f27yvbqcngegwsg2ozxxdj4,0,31.1,3.1,2022-10-29T12:01:10.632Z,2022-10-30T06:38:10Z,3879021877,3,,3879021881,56,Back,3879021897,213,0.4,3879021885,140,43.6,3882572015,388,,3879021889,141,10.4,3879021893,212,14.0,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479257779,705,83,1,0,21,6f27yvbqcngegwsg2ozxxdj4,1,39.2,9.4,2022-10-29T12:01:11.790Z,2022-10-30T07:09:24Z,3882613081,399,132161,,,,,,,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479257855,918,43,1,0,23,cobffe32r7g4skka9m19qib63,1,0,0,2022-10-29T12:01:13.597Z,2022-10-30T07:09:44Z,3882613361,178,0,3882613561,144,82,,,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599117,12,3,1,0,24,cobffe32r7g4skka9m19qib63,0,60.6,90.4,2022-10-29T12:01:14.488Z,2022-10-30T06:38:18Z,3879022013,56,Left,3881995153,465,,3879022015,286,,3879022149,233,8,3882572139,178,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599131,8,7,1,0,24,6f27yvbqcngegwsg2ozxxdj4,0,39.4,9.6,2022-10-29T12:01:14.588Z,2022-10-30T06:38:23Z,3882572285,178,,3881995111,383,,3879022113,233,12,3879022075,56,Back,3879022077,285,,,,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478602251,47,61,1,0,24,cobffe32r7g4skka9m19qib63,1,60,85.8,2022-10-29T12:01:14.715Z,2022-10-30T06:38:28Z,3882572399,178,,3879037977,56,Left,,,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599135,9,49,1,0,25,6f27yvbqcngegwsg2ozxxdj4,1,41.9,16,2022-10-29T12:01:15.671Z,2022-10-30T06:38:35Z,,,,,,,,,,,,,,,,,,,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599153,10,1,1,0,25,6f27yvbqcngegwsg2ozxxdj4,1,41.9,16,2022-10-29T12:01:15.744Z,2022-10-30T06:38:39Z,3879022185,140,39.2,3879022183,56,Back,3879022189,212,7.2,3879022187,141,6.2,3879022191,213,4.3,3882572615,178,,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478620825,205,1,1,0,26,6f27yvbqcngegwsg2ozxxdj4,1,35.9,8.4,2022-10-29T12:01:16.406Z,2022-10-30T06:39:07Z,3879132435,56,Back,3879132439,141,9.6,3879132437,140,39.7,3879132441,212,4.1,3879132443,213,0.2,3882572689,178,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599169,11,1,1,0,27,6f27yvbqcngegwsg2ozxxdj4,1,43.4,7.9,2022-10-29T12:01:17.092Z,2022-10-30T06:39:16Z,3879022247,212,6.6,3879022249,213,3.5,3879022241,56,Back,3879022243,140,37.5,3879022245,141,4.5,3882572805,178,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599195,12,1,1,0,29,6f27yvbqcngegwsg2ozxxdj4,1,38.4,4.8,2022-10-29T12:01:19.351Z,2022-10-30T06:39:23Z,3879022373,141,10.1,3879022371,140,46.8,3879022375,212,9.5,3882573395,178,,3879022379,213,0.4,3879022369,56,Back,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599233,13,1,1,0,30,6f27yvbqcngegwsg2ozxxdj4,1,46.8,11.5,2022-10-29T12:01:20.998Z,2022-10-30T06:39:27Z,3879022505,56,Back,3882573445,178,,3879022507,140,38.4,3879022513,213,2.5,3879022511,212,10.9,3879022509,141,21.0,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599249,14,1,1,0,32,6f27yvbqcngegwsg2ozxxdj4,1,37.7,19.1,2022-10-29T12:01:22.940Z,2022-10-30T06:39:30Z,3879022581,212,8.4,3879022583,213,3.9,3879022579,141,10.7,3879022575,56,Back,3879022577,140,31.8,3882573551,178,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599275,15,1,1,0,33,6f27yvbqcngegwsg2ozxxdj4,1,31.8,10.5,2022-10-29T12:01:23.574Z,2022-10-30T06:39:34Z,3882573611,178,,3879022681,141,29.7,3879022683,212,13.7,3879022679,140,27.9,3879022685,213,1.9,3879022677,56,Back,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599317,16,1,1,0,36,6f27yvbqcngegwsg2ozxxdj4,1,28.2,33.3,2022-10-29T12:01:26.206Z,2022-10-30T06:39:37Z,3879022915,213,1.5,3879022909,140,29.1,3882573689,178,,3879022913,212,20.4,3879022911,141,63.3,3879022907,56,Back,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599369,17,1,1,0,39,6f27yvbqcngegwsg2ozxxdj4,1,40.7,70.7,2022-10-29T12:01:29.259Z,2022-10-30T06:39:40Z,3879023177,56,Left,3879023185,213,0.7,3879023179,140,57.0,3882573801,178,,3879023181,141,92.7,3879023183,212,22.7,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599385,18,1,1,0,43,6f27yvbqcngegwsg2ozxxdj4,1,45.3,87.2,2022-10-29T12:01:33.752Z,2022-10-30T06:39:44Z,3879023279,213,3.9,3879023271,140,39.2,3879023273,141,78.7,3879023275,212,8.6,3882573885,178,,3879023265,56,Back,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599401,19,1,1,0,44,6f27yvbqcngegwsg2ozxxdj4,1,39.2,78.7,2022-10-29T12:01:34.747Z,2022-10-30T06:39:48Z,3879023361,56,Back,3879023363,140,28.1,3879023365,141,77.9,3879023371,213,3.2,3879023367,212,11.7,3882574007,178,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599429,20,1,1,0,47,6f27yvbqcngegwsg2ozxxdj4,1,30.3,76,2022-10-29T12:01:37.577Z,2022-10-30T06:39:51Z,3879023479,56,Back,3879023483,140,36.7,3879023485,141,87.0,3879023489,212,10.1,3882574103,178,,3879023493,213,0.8,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599479,21,1,1,0,50,6f27yvbqcngegwsg2ozxxdj4,1,33.4,77.1,2022-10-29T12:01:40.385Z,2022-10-30T06:39:54Z,3879023769,141,64.8,3882574163,178,,3879023767,140,27.4,3879023765,56,Back,3879023773,213,4.1,3879023771,212,10.5,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599537,22,1,1,0,56,6f27yvbqcngegwsg2ozxxdj4,1,28.7,51.9,2022-10-29T12:01:46.351Z,2022-10-30T06:39:57Z,3879024039,213,5.1,3879024037,212,21.2,3879024031,56,Back,3879024033,140,36.8,3879024035,141,23.4,3882574259,178,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599579,23,1,1,1,0,6f27yvbqcngegwsg2ozxxdj4,1,45.4,19.8,2022-10-29T12:01:50.979Z,2022-10-30T06:39:59Z,3879024261,213,4.7,3879024253,56,Back,3879024255,140,45.3,3882574319,178,,3879024259,212,9.4,3879024257,141,6.0,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599605,24,1,1,1,2,6f27yvbqcngegwsg2ozxxdj4,1,45.3,6,2022-10-29T12:01:52.795Z,2022-10-30T06:40:06Z,3879024417,140,38.0,3879024419,141,17.2,3882574495,178,,3879024415,56,Back,3879024421,212,10.8,3879024423,213,2.4,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599661,25,1,1,1,5,6f27yvbqcngegwsg2ozxxdj4,1,36.7,25.3,2022-10-29T12:01:55.105Z,2022-10-30T06:40:10Z,3879024711,140,31.5,3879024713,141,72.4,3879024709,56,Back,3879024715,212,32.5,3879024717,213,1.7,3882574601,178,,3879024719,1,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599697,26,1,1,1,11,6f27yvbqcngegwsg2ozxxdj4,1,37.1,71.3,2022-10-29T12:02:01.711Z,2022-10-30T06:40:13Z,3879024917,212,29.9,3879024919,213,4.7,3879024915,141,27.4,3879024911,56,Back,3879024913,140,36.6,3882574641,178,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599707,27,1,1,1,15,6f27yvbqcngegwsg2ozxxdj4,0,46.2,22.7,2022-10-29T12:02:05.613Z,2022-10-30T06:40:17Z,3879024975,56,Center,3882574747,178,,3879024977,140,52.8,3879024983,213,6.3,3879024981,212,6.9,3879024979,141,22.5,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599741,13,8,1,1,15,cobffe32r7g4skka9m19qib63,1,44.8,78.8,2022-10-29T12:02:05.846Z,2022-10-30T06:40:21Z,3881996585,383,,3882574835,178,,3879025115,56,Back,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599751,14,49,1,1,17,cobffe32r7g4skka9m19qib63,1,41.8,95.3,2022-10-29T12:02:07.052Z,2022-10-30T06:40:25Z,,,,,,,,,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599765,15,1,1,1,18,cobffe32r7g4skka9m19qib63,1,39.3,86.1,2022-10-29T12:02:08.123Z,2022-10-30T06:40:29Z,3879025223,141,74.8,3879025215,56,Back,3879025227,212,8.5,3882575013,178,,3879025231,213,5.1,3879025219,140,42.7,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599801,16,1,1,1,18,cobffe32r7g4skka9m19qib63,1,44.6,76.5,2022-10-29T12:02:08.549Z,2022-10-30T06:40:35Z,3879025407,212,24.8,3879025409,213,3.3,3882575165,178,,3879025405,141,69.7,3879025403,140,21.4,3879025401,56,Back,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599803,17,1,1,1,21,cobffe32r7g4skka9m19qib63,0,20.7,73.1,2022-10-29T12:02:11.774Z,2022-10-30T06:40:46Z,3879025495,236,,3879025501,286,,3879025423,213,3.8,3879025415,56,Back,3882575407,178,,3879025417,140,19.7,3879025419,141,72.0,3879025421,212,1.3,1trnf7miqmcgr67c4808t4yj9,S. Babić,3879025497,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599815,28,74,1,1,21,6f27yvbqcngegwsg2ozxxdj4,1,75.2,29.5,2022-10-29T12:02:11.915Z,2022-10-30T06:40:50Z,3882575455,178,,3879025531,233,17,3879025489,285,,3879025487,56,Center,,,,,,,,,,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599823,29,49,1,1,23,6f27yvbqcngegwsg2ozxxdj4,1,76,27.6,2022-10-29T12:02:13.117Z,2022-10-30T06:40:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599833,30,13,1,1,23,6f27yvbqcngegwsg2ozxxdj4,1,81.2,25.8,2022-10-29T12:02:13.143Z,2022-10-30T06:40:58Z,3882575591,178,,3879026151,29,,3879173545,215,,3879026161,328,,3879025653,22,,3879026165,231,47.1,3879025839,72,,3879025657,56,Center,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,3879173543,121,,,3879026153,55,28,3879026163,230,98.0,3879025655,18,3879026149,77,3879026159,103,75,3879026157,102,59.5,,,,,,,,,,,,,,,,,,,,,
2478599813,18,5,1,1,24,cobffe32r7g4skka9m19qib63,1,-1.5,47.4,2022-10-29T12:02:14.606Z,2022-10-30T06:41:03Z,3879025719,233,31,3879025475,56,Back,3879025479,346,,,,,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478599841,31,5,1,1,24,6f27yvbqcngegwsg2ozxxdj4,0,101.5,52.6,2022-10-29T12:02:14.606Z,2022-10-30T06:41:02Z,3879025761,233,18,3879025687,56,Center,3879025689,346,,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478600131,19,1,1,1,43,cobffe32r7g4skka9m19qib63,1,3.4,49.7,2022-10-29T12:02:33.476Z,2022-10-30T06:41:08Z,3879027085,124,,3879027095,141,22.6,3879027091,140,44.0,3879027103,1,,3879027099,212,46.4,3879027087,155,,3879027089,56,Back,3879027101,213,5.9,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,3879027105,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
