id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value
2502085169,6,5,1,0,11,4ku8o6uf87yd8iecdalipo6wd,1,45.2,-1.5,2023-01-29T15:14:46.977Z,2023-01-30T08:57:06Z,4002596369,233,5,4002596335,56,Back,4002596337,347,,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085193,7,1,1,0,19,4ku8o6uf87yd8iecdalipo6wd,1,47.6,0,2023-01-29T15:14:54.373Z,2023-01-30T05:40:08Z,4002596481,56,Back,4002596485,140,48.5,4002596487,141,11.2,4002596489,212,8.4,4002596475,107,,4002596491,213,1.5,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085233,8,1,1,0,19,4ku8o6uf87yd8iecdalipo6wd,1,48.5,11.2,2023-01-29T15:14:55.266Z,2023-01-30T08:57:23Z,4004066737,178,,4002596751,212,10.5,4002596747,140,40.0,4002596749,141,3.2,4002596745,56,Back,4002596753,213,3.7,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085223,6,45,1,0,21,2l0ldgiwsgb8d6y3z0sfgjzyj,0,60.7,92.9,2023-01-29T15:14:56.902Z,2023-01-30T05:40:59Z,4002596833,233,9,4002596703,56,Left,4002596711,285,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085243,9,3,1,0,21,4ku8o6uf87yd8iecdalipo6wd,1,39.3,7.1,2023-01-29T15:14:56.902Z,2023-01-30T05:40:58Z,4002596815,233,6,4002596799,286,,4002596797,56,Back,4004066917,178,,4003425163,465,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085325,10,1,1,0,22,4ku8o6uf87yd8iecdalipo6wd,1,43.4,5.2,2023-01-29T15:14:58.181Z,2023-01-30T08:57:33Z,4002597259,140,46.9,4002597257,56,Back,4002597261,141,17.8,4002597263,212,9.3,4004067077,178,,4002597265,213,1.2,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502375381,1104,83,1,0,25,2l0ldgiwsgb8d6y3z0sfgjzyj,1,54.8,80.4,2023-01-29T15:15:00.894Z,2023-01-30T09:10:16Z,4004143991,399,76650,,,,,,,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085331,11,61,1,0,25,4ku8o6uf87yd8iecdalipo6wd,1,44.4,22.1,2023-01-29T15:15:01.211Z,2023-01-30T08:57:48Z,4004067573,178,,4002597279,56,Back,,,,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085409,12,1,1,0,30,4ku8o6uf87yd8iecdalipo6wd,1,36.6,32.6,2023-01-29T15:15:05.317Z,2023-01-30T05:42:13Z,4002597769,141,59.9,4002597767,140,33.0,4002597765,56,Back,4002597773,213,1.8,4002597771,212,18.9,4004067741,178,,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085445,13,1,1,0,32,4ku8o6uf87yd8iecdalipo6wd,1,33,58.8,2023-01-29T15:15:07.830Z,2023-01-30T05:42:17Z,4004067781,178,,4002597975,140,28.8,4002597979,212,20.4,4002597973,56,Back,4002597977,141,29.5,4002597981,213,4.5,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085487,14,1,1,0,35,4ku8o6uf87yd8iecdalipo6wd,1,30.6,25.9,2023-01-29T15:15:11.144Z,2023-01-30T08:58:01Z,4002598193,213,5.2,4004067839,178,,4002598191,212,17.1,4002598181,56,Back,4002598185,140,38.9,4002598189,141,4.3,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085523,15,1,1,0,37,4ku8o6uf87yd8iecdalipo6wd,1,39.9,4.4,2023-01-29T15:15:12.708Z,2023-01-30T05:42:30Z,4002598405,56,Back,4004067897,178,,4002598409,141,17.6,4002598413,213,2.4,4002598407,140,30.1,4002598411,212,13.7,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085551,16,1,1,0,39,4ku8o6uf87yd8iecdalipo6wd,1,29.9,15.2,2023-01-29T15:15:15.088Z,2023-01-30T05:42:37Z,4002598535,140,30.5,4004067963,178,,4002598537,141,2.8,4002598539,212,8.5,4002598541,213,4.8,4002598529,56,Back,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085655,17,1,1,0,40,4ku8o6uf87yd8iecdalipo6wd,1,30.5,2.8,2023-01-29T15:15:16.048Z,2023-01-30T08:58:07Z,4002599093,213,0.5,4002599091,212,8.3,4004068031,178,,4002599087,140,37.6,4002599089,141,8.3,4002599085,56,Back,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085659,18,4,1,0,42,4ku8o6uf87yd8iecdalipo6wd,1,42.8,6.6,2023-01-29T15:15:17.494Z,2023-01-30T08:58:13Z,4002599117,152,,4002599119,286,,4002599109,13,,4002599113,294,,4002599115,56,Back,4002599133,233,7,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085641,7,4,1,0,42,2l0ldgiwsgb8d6y3z0sfgjzyj,0,57.2,93.4,2023-01-29T15:15:17.495Z,2023-01-30T08:58:13Z,4002599149,233,18,4004068131,178,,4002598995,56,Left,4002598999,285,,4002598993,294,,4002598997,152,,4002598991,13,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085825,19,1,1,0,53,4ku8o6uf87yd8iecdalipo6wd,1,41.3,8,2023-01-29T15:15:28.867Z,2023-01-30T05:43:24Z,4004068497,178,,4002600011,141,14.9,4002600043,189,,4002600013,212,10.9,4002600007,56,Back,4002600003,5,,4002600009,140,31.9,4002600005,152,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,4002600015,213,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085847,20,1,1,0,56,4ku8o6uf87yd8iecdalipo6wd,1,31.9,14.9,2023-01-29T15:15:31.579Z,2023-01-30T05:43:32Z,4002600133,141,30.4,4002600139,213,0.8,4002600135,212,15.0,4004068567,178,,4002600131,140,42.1,4002600129,56,Back,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085881,21,1,1,0,57,4ku8o6uf87yd8iecdalipo6wd,1,42.1,30.4,2023-01-29T15:15:32.804Z,2023-01-30T05:43:44Z,4004068739,178,,4002600279,56,Back,4002600285,212,19.1,4002600283,141,51.3,4002600287,213,2.3,4002600281,140,30.0,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085927,22,1,1,1,0,4ku8o6uf87yd8iecdalipo6wd,1,30.5,57.2,2023-01-29T15:15:36.268Z,2023-01-30T05:43:54Z,4002600611,213,1.4,4004068855,178,,4002600603,56,Back,4002600607,141,86.3,4002600609,212,19.9,4002600605,140,32.8,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086035,23,1,1,1,4,4ku8o6uf87yd8iecdalipo6wd,1,31.2,89,2023-01-29T15:15:39.593Z,2023-01-30T05:44:01Z,4002601115,213,4.7,4002601107,56,Back,4002601113,212,11.4,4002601109,140,31.6,4002601111,141,72.2,4004068933,178,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086069,24,1,1,1,10,4ku8o6uf87yd8iecdalipo6wd,1,40.1,69.5,2023-01-29T15:15:45.637Z,2023-01-30T05:44:23Z,4002601265,140,64.8,4002601269,212,28.8,4002601263,56,Center,4002601267,141,51.2,4002601261,155,,4002601271,213,5.8,4004069199,178,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086075,25,44,1,1,11,4ku8o6uf87yd8iecdalipo6wd,1,70.4,48.4,2023-01-29T15:15:47.086Z,2023-01-30T10:45:26Z,4002601285,286,,4002601283,56,Center,4002601573,233,8,,,,,,,,,,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086109,8,44,1,1,11,2l0ldgiwsgb8d6y3z0sfgjzyj,0,29.6,51.6,2023-01-29T15:15:47.087Z,2023-01-30T05:44:31Z,4002601609,233,25,4002601479,285,,4002601477,56,Back,,,,,,,,,,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086097,26,1,1,1,11,4ku8o6uf87yd8iecdalipo6wd,0,64.8,50.7,2023-01-29T15:15:47.157Z,2023-01-30T10:45:26Z,4002601417,213,5.6,4002601413,141,41.5,4002601409,56,Center,4002601407,168,,4002601405,3,,4002601415,212,10.5,4002601411,140,72.8,4004069351,388,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502098007,157,61,1,1,11,2l0ldgiwsgb8d6y3z0sfgjzyj,1,36.7,58.4,2023-01-29T15:15:47.237Z,2023-01-30T05:44:47Z,4004069493,388,,4002665117,56,Back,4004069491,15,,,,,,,,,,,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086153,9,49,1,1,14,2l0ldgiwsgb8d6y3z0sfgjzyj,1,23.6,72,2023-01-29T15:15:49.603Z,2023-01-30T05:45:11Z,,,,,,,,,,,,,,,,,,,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086185,10,1,1,1,14,2l0ldgiwsgb8d6y3z0sfgjzyj,1,23.6,72,2023-01-29T15:15:49.647Z,2023-01-30T05:45:19Z,4002601861,213,3.8,4004069867,178,,4002601857,141,49.3,4002601859,212,26.0,4002601853,56,Back,4002601855,140,3.7,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086255,11,1,1,1,19,2l0ldgiwsgb8d6y3z0sfgjzyj,1,8.1,49.9,2023-01-29T15:15:54.983Z,2023-01-30T08:58:44Z,4004069921,178,,4002602211,213,0.4,4002602203,56,Back,4002602209,212,20.0,4002602207,141,62.6,4002602205,140,25.3,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086291,12,1,1,1,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,21.7,62.6,2023-01-29T15:15:58.865Z,2023-01-30T05:45:44Z,4004070129,178,,4002602371,213,4.4,4002602367,141,34.3,4002602369,212,20.0,4002602363,56,Back,4002602365,140,16.6,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086329,13,1,1,1,25,2l0ldgiwsgb8d6y3z0sfgjzyj,1,16.6,34.3,2023-01-29T15:16:00.309Z,2023-01-30T08:58:51Z,4004070187,178,,4002602521,141,49.9,4002602517,56,Back,4002602525,213,2.4,4002602519,140,6.3,4002602523,212,15.1,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086349,14,1,1,1,28,2l0ldgiwsgb8d6y3z0sfgjzyj,1,6.1,49.9,2023-01-29T15:16:03.823Z,2023-01-30T05:45:58Z,4002602653,140,29.2,4002602659,213,0.6,4002602657,212,29.8,4002602655,141,75.4,4002602651,56,Back,4004070259,178,,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086389,15,1,1,1,29,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.7,75.6,2023-01-29T15:16:05.174Z,2023-01-30T08:58:58Z,4002602861,212,9.3,4004070543,178,,4002602863,213,5.2,4002602855,56,Back,4002602859,141,63.9,4002602857,140,34.2,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086415,16,1,1,1,30,2l0ldgiwsgb8d6y3z0sfgjzyj,0,34.2,63.7,2023-01-29T15:16:05.900Z,2023-01-30T05:46:40Z,4002603013,212,28.7,4002603009,141,74.4,4002603007,140,60.6,4002603003,155,,4002603015,213,0.3,4002603005,56,Center,4004070639,178,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086421,27,49,1,1,33,4ku8o6uf87yd8iecdalipo6wd,1,30.6,26,2023-01-29T15:16:09.057Z,2023-01-30T05:46:59Z,,,,,,,,,,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086499,28,1,1,1,34,4ku8o6uf87yd8iecdalipo6wd,1,30.1,26.5,2023-01-29T15:16:10.124Z,2023-01-30T05:47:09Z,4002603475,140,12.1,4002603481,213,2.6,4002603473,56,Back,4002603479,212,21.5,4002603477,141,41.5,4004070865,178,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086527,29,1,1,1,37,4ku8o6uf87yd8iecdalipo6wd,1,12,41.5,2023-01-29T15:16:12.449Z,2023-01-30T05:47:33Z,4002603621,56,Back,4002677223,155,,4002603625,141,65.6,4002603629,213,0.4,4002603623,140,47.9,4002603627,212,41.1,4002603631,1,,4004071105,178,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086545,30,1,1,1,38,4ku8o6uf87yd8iecdalipo6wd,1,47,65.1,2023-01-29T15:16:14.248Z,2023-01-30T08:59:23Z,4002603725,140,38.6,4002603727,141,63.7,4002603729,212,8.9,4002603723,56,Back,4004071251,178,,4002603731,213,3.2,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502107015,251,1,1,1,40,4ku8o6uf87yd8iecdalipo6wd,1,36.9,61.1,2023-01-29T15:16:15.354Z,2023-01-30T08:59:26Z,4002713343,213,3.0,4002713341,212,10.4,4004071301,178,,4002713335,56,Back,4002713337,140,27.1,4002713339,141,62.9,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502111051,284,1,1,1,41,4ku8o6uf87yd8iecdalipo6wd,1,28.8,65.6,2023-01-29T15:16:16.816Z,2023-01-30T05:48:00Z,4004071361,178,,4002735351,212,14.4,4002735349,141,48.7,4002735347,140,37.1,4002735343,56,Back,4002735355,213,5.4,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086593,31,1,1,1,42,4ku8o6uf87yd8iecdalipo6wd,1,32.9,45.1,2023-01-29T15:16:18.160Z,2023-01-30T08:59:55Z,4002603971,212,5.3,4002603973,213,1.3,4002603965,56,Back,4002603969,141,52.5,4002603967,140,34.4,4004137623,388,,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086615,32,1,1,1,43,4ku8o6uf87yd8iecdalipo6wd,1,34.4,52.5,2023-01-29T15:16:18.980Z,2023-01-30T05:48:15Z,4004071519,178,,4002604063,140,39.3,4002604067,212,13.0,4002604065,141,35.0,4002604061,56,Back,4002604071,213,5.1,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086623,33,1,1,1,44,4ku8o6uf87yd8iecdalipo6wd,1,39.3,35,2023-01-29T15:16:19.784Z,2023-01-30T09:00:14Z,4002604113,141,37.3,4002604117,213,0.1,4002604109,56,Center,4004071619,178,,4002604115,212,15.6,4002604111,140,54.1,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502112393,293,1,1,1,45,4ku8o6uf87yd8iecdalipo6wd,1,48.7,35.9,2023-01-29T15:16:20.874Z,2023-01-30T05:50:41Z,4004072813,178,,4002742103,155,,4002742107,140,70.3,4002742109,141,33.7,4002742113,213,6.2,4002742105,56,Center,4002742111,212,22.7,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502086675,34,50,1,1,49,4ku8o6uf87yd8iecdalipo6wd,1,73.3,22,2023-01-29T15:16:24.630Z,2023-01-30T05:51:45Z,4002604489,233,17,4002604395,286,,4002604393,56,Center,,,,,,,,,,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
