id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/16/value,qualifier/14/value
2512741195,5,1,1,0,14,3czravw89omgc9o4s0w3l1bg5,1,30.4,13.8,2023-02-26T13:01:34.466Z,2023-02-26T21:27:47Z,4058738793,140,19.7,4058738795,141,9.4,4060708947,178,,4058738791,56,Back,4058738799,213,3.4,4058738797,212,11.6,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741229,6,1,1,0,15,3czravw89omgc9o4s0w3l1bg5,1,20.1,11.3,2023-02-26T13:01:35.715Z,2023-02-26T21:27:51Z,4058738985,1,,4058738977,140,63.6,4058738983,213,0.5,4060709083,178,,4058738979,141,47.6,4058738975,56,Center,4058738969,155,,4058738981,212,51.9,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741287,7,1,1,0,18,3czravw89omgc9o4s0w3l1bg5,1,62.8,48.7,2023-02-26T13:01:38.692Z,2023-02-26T21:28:07Z,4058739297,213,1.4,4058739291,140,64.3,4058739287,3,,4058739289,56,Center,4060709671,388,,4058739295,212,9.2,4058739293,141,62.0,,,,3tzvbdszdrj1tayik9igbve8l,Gorka Guruzeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741317,8,1,1,0,24,3czravw89omgc9o4s0w3l1bg5,1,71.4,50.3,2023-02-26T13:01:44.371Z,2023-02-26T21:29:07Z,4058739393,56,Center,4060711691,178,,4058739395,140,85.1,4058739407,213,0.8,4058739399,141,72.4,4058739403,212,20.8,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741337,9,1,1,0,26,3czravw89omgc9o4s0w3l1bg5,1,85,72.6,2023-02-26T13:01:46.742Z,2023-02-26T21:29:12Z,4058739501,141,83.3,4060711833,178,,4058739497,56,Left,4058739499,140,88.3,4058739503,212,8.1,4058739505,213,1.1,,,,,,,3tzvbdszdrj1tayik9igbve8l,Gorka Guruzeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741355,10,1,1,0,27,3czravw89omgc9o4s0w3l1bg5,0,88.4,82.6,2023-02-26T13:01:48.101Z,2023-02-26T21:29:19Z,4058739611,56,Center,4060712125,178,,4058739617,212,14.2,4059674343,223,,4058739619,213,4.8,4059674345,72,,4058739613,140,89.1,4058739615,141,61.8,8hm6d6395johhjsoe8jz6dcyd,Yuri,4058739607,2,4058739609,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741371,6,12,1,0,29,7h7eg7q7dbwvzww78h9d5eh0h,1,9.7,46.6,2023-02-26T13:01:49.571Z,2023-02-26T21:29:25Z,4058739711,141,26.2,4058739725,15,,4058739709,140,23.0,4058739707,56,Back,4058739713,212,19.7,4058739715,213,5.5,4060712327,178,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741385,7,1,1,0,30,7h7eg7q7dbwvzww78h9d5eh0h,1,19.7,21.5,2023-02-26T13:01:50.755Z,2023-02-26T21:29:44Z,4060713219,21,,4058769157,213,5.2,4060713217,178,,4058769151,140,22.5,4058739781,56,Back,4058769155,212,6.9,4058769153,141,12.4,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741429,8,61,1,0,31,7h7eg7q7dbwvzww78h9d5eh0h,1,24.7,18.8,2023-02-26T13:01:51.251Z,2023-02-26T21:29:51Z,4060713437,178,,4058740005,56,Back,,,,,,,,,,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741433,9,49,1,0,33,7h7eg7q7dbwvzww78h9d5eh0h,1,12.3,16.1,2023-02-26T13:01:53.867Z,2023-02-26T21:30:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741491,10,1,1,0,33,7h7eg7q7dbwvzww78h9d5eh0h,0,12.7,15,2023-02-26T13:01:53.932Z,2023-02-26T21:30:04Z,4058740303,141,29.5,4058740305,212,42.5,4058740307,213,0.2,4058740297,157,,4058740299,56,Center,4058740309,1,,4060714053,178,,4058740301,140,52.1,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741483,11,49,1,0,39,3czravw89omgc9o4s0w3l1bg5,1,46,80.6,2023-02-26T13:01:59.353Z,2023-02-26T21:30:46Z,,,,,,,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741525,12,1,1,0,39,3czravw89omgc9o4s0w3l1bg5,1,46.6,75.6,2023-02-26T13:01:59.449Z,2023-02-26T21:30:39Z,4058740489,140,45.0,4058740493,141,43.5,4058740497,212,21.9,4060715665,178,,4058740485,56,Back,4058740501,213,4.6,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741655,13,1,1,0,41,3czravw89omgc9o4s0w3l1bg5,1,44.7,42.5,2023-02-26T13:02:01.370Z,2023-02-26T21:30:16Z,4058741279,213,3.0,4060714657,178,,4058741271,141,47.8,4058741267,56,Back,4058741269,140,17.7,4058741275,212,28.6,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741667,14,1,1,0,52,3czravw89omgc9o4s0w3l1bg5,1,21.5,47.6,2023-02-26T13:02:12.176Z,2023-02-26T21:30:23Z,4060714923,178,,4058741369,212,18.1,4058741367,141,21.5,4058741365,140,24.7,4058741371,213,4.9,4058741363,56,Back,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741769,15,1,1,0,55,3czravw89omgc9o4s0w3l1bg5,0,28.1,12.6,2023-02-26T13:02:15.978Z,2023-02-26T21:30:26Z,4058741989,140,86.9,4058741987,56,Center,4060715053,178,,4058741997,212,64.4,4058742007,213,0.3,4058742009,1,,4058741991,141,39.5,4058741985,155,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741777,11,49,1,1,0,7h7eg7q7dbwvzww78h9d5eh0h,1,12.9,57.6,2023-02-26T13:02:21.022Z,2023-02-26T21:30:32Z,,,,,,,,,,,,,,,,,,,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741841,12,1,1,1,2,7h7eg7q7dbwvzww78h9d5eh0h,1,12.7,57,2023-02-26T13:02:22.835Z,2023-02-26T21:30:55Z,4058742359,212,10.6,4058742357,141,46.3,4060716281,178,,4058742353,56,Back,4058742355,140,20.1,4058742361,213,5.5,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741875,13,1,1,1,5,7h7eg7q7dbwvzww78h9d5eh0h,1,23.3,44.8,2023-02-26T13:02:25.568Z,2023-02-26T21:31:15Z,4058742531,212,13.3,4058742527,140,18.5,4058742529,141,62.9,4060717081,178,,4058742535,213,2.0,4058742525,56,Back,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741911,14,1,1,1,7,7h7eg7q7dbwvzww78h9d5eh0h,1,20.6,62.4,2023-02-26T13:02:27.915Z,2023-02-26T21:31:22Z,4058742731,140,21.3,4058742729,56,Back,4060717297,178,,4058742737,213,4.8,4058742733,141,36.6,4058742735,212,17.6,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741971,15,1,1,1,9,7h7eg7q7dbwvzww78h9d5eh0h,1,22.2,37.4,2023-02-26T13:02:29.937Z,2023-02-26T21:31:27Z,4058743039,56,Back,4060717419,178,,4058743043,141,48.2,4058743045,212,16.3,4058743041,140,8.3,4058743047,213,2.7,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742005,16,1,1,1,12,7h7eg7q7dbwvzww78h9d5eh0h,1,4.9,42.2,2023-02-26T13:02:32.867Z,2023-02-26T21:31:34Z,4060717611,178,,4058743231,212,45.0,4058743227,140,47.7,4058743229,141,44.5,4058743225,56,Back,4058743223,155,,4058743233,213,0.0,4058743235,1,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742011,17,1,1,1,14,7h7eg7q7dbwvzww78h9d5eh0h,1,47.5,44.5,2023-02-26T13:02:34.987Z,2023-02-26T21:31:42Z,4058743271,56,Back,4058743285,213,2.1,4060717851,178,,4058743279,141,59.0,4058743283,212,11.6,4058743273,140,41.7,4058743305,156,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742105,18,1,1,1,18,7h7eg7q7dbwvzww78h9d5eh0h,1,48.2,66.3,2023-02-26T13:02:38.217Z,2023-02-26T21:31:46Z,4058743741,56,Left,4058743749,213,1.2,4058743747,212,14.7,4060717995,178,,4058743743,140,53.6,4058743745,141,86.2,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742131,19,1,1,1,21,7h7eg7q7dbwvzww78h9d5eh0h,1,59.4,91.2,2023-02-26T13:02:41.859Z,2023-02-26T21:31:56Z,4058743929,141,96.9,4058743927,140,62.2,4060718455,178,,4058743931,212,4.9,4058743925,56,Left,4058743933,213,0.9,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742135,20,3,1,1,23,7h7eg7q7dbwvzww78h9d5eh0h,0,64.6,96.5,2023-02-26T13:02:43.258Z,2023-02-26T21:32:09Z,4058743961,286,,4059684185,465,,4058743959,56,Left,4058744167,233,16,4060718925,178,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742143,16,7,1,1,23,3czravw89omgc9o4s0w3l1bg5,1,35.4,3.5,2023-02-26T13:02:43.359Z,2023-02-26T21:32:19Z,4058743989,167,,4058743993,285,,4060719235,389,,4058744105,233,20,4059684385,385,,4058743991,56,Back,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742159,17,5,1,1,23,3czravw89omgc9o4s0w3l1bg5,0,36.8,-1.8,2023-02-26T13:02:43.613Z,2023-02-26T21:32:26Z,4058744063,56,Back,4058744065,347,,4058744289,233,21,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742187,21,5,1,1,23,7h7eg7q7dbwvzww78h9d5eh0h,1,63.2,101.8,2023-02-26T13:02:43.613Z,2023-02-26T21:32:25Z,4058744277,233,17,4058744243,347,,4058744241,56,Left,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742223,22,1,1,1,27,7h7eg7q7dbwvzww78h9d5eh0h,1,60.5,100,2023-02-26T13:02:47.887Z,2023-02-26T21:32:32Z,4058744425,140,64.2,4058744423,56,Left,4058744431,212,8.9,4058744427,141,90.2,4058744437,213,5.2,4058744421,107,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742231,23,3,1,1,29,7h7eg7q7dbwvzww78h9d5eh0h,0,68.2,81.3,2023-02-26T13:02:49.904Z,2023-02-26T21:32:38Z,4058744615,233,18,4059684893,464,,4060719949,178,,4058744473,56,Left,4058744475,286,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742241,18,7,1,1,29,3czravw89omgc9o4s0w3l1bg5,0,31.8,18.7,2023-02-26T13:02:50.058Z,2023-02-26T21:32:44Z,4058744495,56,Back,4059685371,383,,4058744537,233,23,4060720167,178,,4058744497,285,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512927653,791,61,1,1,29,7h7eg7q7dbwvzww78h9d5eh0h,1,67.5,83.9,2023-02-26T13:02:50.136Z,2023-02-26T21:32:54Z,4060720525,178,,4059686225,56,Left,,,,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513253005,1747,67,1,1,30,3czravw89omgc9o4s0w3l1bg5,1,30.6,17.3,2023-02-26T13:02:50.939Z,2023-02-27T09:15:41Z,4061436313,233,1243,,,,,,,,,,,,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513253003,1243,67,1,1,30,7h7eg7q7dbwvzww78h9d5eh0h,0,69.4,82.7,2023-02-26T13:02:50.940Z,2023-02-27T09:06:57Z,4061436321,233,1747,,,,,,,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512789043,412,1,1,1,30,3czravw89omgc9o4s0w3l1bg5,1,34.1,16.7,2023-02-26T13:02:50.978Z,2023-02-27T09:15:42Z,4058977431,56,Back,4058977439,213,2.8,4058977437,212,12.6,4058977433,140,22.8,4060722409,178,,4058977435,141,23.0,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742283,20,49,1,1,31,3czravw89omgc9o4s0w3l1bg5,1,21.5,23.3,2023-02-26T13:02:51.626Z,2023-02-26T21:33:41Z,,,,,,,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742277,19,43,1,1,31,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-02-26T13:02:51.644Z,2023-02-26T13:03:23Z,4058744669,213,2.9,4058744667,212,6.2,4058744661,56,Back,4058746897,144,1,4058744663,140,21.6,4058744665,141,23.3,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742301,21,1,1,1,31,3czravw89omgc9o4s0w3l1bg5,1,21.5,23.3,2023-02-26T13:02:51.746Z,2023-02-26T21:33:48Z,4058744757,140,14.8,4058744759,141,16.2,4058744763,213,3.7,4060723037,178,,4058744761,212,8.5,4058744755,56,Back,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742273,24,43,1,1,31,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-02-26T13:02:51.757Z,2023-02-26T13:57:59Z,4058744641,56,Left,4058977667,144,61,,,,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742337,22,1,1,1,33,3czravw89omgc9o4s0w3l1bg5,1,14.4,16.1,2023-02-26T13:02:53.259Z,2023-02-26T21:33:52Z,4058744863,140,8.0,4058744871,213,2.1,4058744865,141,33.6,4060723237,178,,4058744861,56,Back,4058744867,212,13.7,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742367,23,1,1,1,34,3czravw89omgc9o4s0w3l1bg5,0,7.9,33.6,2023-02-26T13:02:54.750Z,2023-02-26T21:33:58Z,4058745017,56,Back,4058745019,140,19.3,4058745025,212,27.0,4058745023,141,0.0,4060723483,178,,4058745027,213,5.2,4058745029,1,,4058745015,157,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742375,24,5,1,1,35,3czravw89omgc9o4s0w3l1bg5,0,21.1,-2,2023-02-26T13:02:55.962Z,2023-02-26T21:34:06Z,4058745067,56,Back,4058745069,347,,4058745489,233,25,,,,,,,,,,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742449,25,5,1,1,35,7h7eg7q7dbwvzww78h9d5eh0h,1,78.9,102,2023-02-26T13:02:55.962Z,2023-02-26T21:34:06Z,4058745467,233,24,4058745443,56,Left,4058745445,347,,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512742589,26,1,1,1,51,7h7eg7q7dbwvzww78h9d5eh0h,1,74.5,100,2023-02-26T13:03:12.098Z,2023-02-26T21:34:10Z,4058746205,212,5.7,4058746203,141,93.5,4058746199,56,Left,4058746197,107,,4058746207,213,4.4,4058746201,140,72.6,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
