id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2504988815,9,1,1,0,14,cobffe32r7g4skka9m19qib63,1,46.1,80.2,2023-02-06T20:00:25.431Z,2023-02-07T01:58:15Z,4017816245,213,6.3,4017816237,140,59.0,4017816243,212,13.5,4017816239,141,80.0,4017816233,56,Left,4018208571,178,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988825,10,1,1,0,15,cobffe32r7g4skka9m19qib63,1,59,80,2023-02-06T20:00:26.331Z,2023-02-07T01:58:19Z,4017816289,213,1.8,4017816283,140,57.2,4017816285,141,92.2,4017816287,212,8.5,4018208629,178,,4018072409,156,,4017816281,56,Left,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988829,11,1,1,0,16,cobffe32r7g4skka9m19qib63,0,57.2,92.2,2023-02-06T20:00:27.559Z,2023-02-07T01:58:22Z,4017816309,141,81.9,4017816315,213,5.5,4017816305,56,Left,4017816307,140,64.3,4017816311,212,10.2,4018208663,178,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988835,3,61,1,0,17,3budh3j9xivsid3ptm8ptpy4k,1,36.9,19.3,2023-02-06T20:00:28.002Z,2023-02-07T01:58:33Z,4018208757,178,,4017816333,56,Back,,,,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988851,12,3,1,0,19,cobffe32r7g4skka9m19qib63,0,62.2,80.4,2023-02-06T20:00:30.604Z,2023-02-07T01:58:36Z,4018208793,178,,4018072771,465,,4017816419,286,,4017816417,56,Left,4018180419,233,4,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988849,4,7,1,0,20,3budh3j9xivsid3ptm8ptpy4k,1,37.8,19.6,2023-02-06T20:00:30.931Z,2023-02-07T01:59:00Z,4018072793,385,,4017816413,56,Back,4017816415,285,,4017816421,233,12,4018208817,178,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988853,5,49,1,0,21,3budh3j9xivsid3ptm8ptpy4k,1,48.2,31.7,2023-02-06T20:00:32.417Z,2023-02-07T01:58:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988861,6,1,1,0,21,3budh3j9xivsid3ptm8ptpy4k,1,48.2,31.7,2023-02-06T20:00:32.441Z,2023-02-07T01:58:53Z,4017816491,56,Back,4017816495,141,29.8,4017816499,213,3.4,4017816493,140,42.4,4018208933,178,,4017816497,212,6.2,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988867,7,1,1,0,22,3budh3j9xivsid3ptm8ptpy4k,1,42.4,29.8,2023-02-06T20:00:33.130Z,2023-02-07T01:59:07Z,4017816537,212,6.2,4018209077,178,,4017816535,141,38.9,4017816533,140,43.2,4017816539,213,1.4,4017816531,56,Back,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988877,8,1,1,0,24,3budh3j9xivsid3ptm8ptpy4k,1,43.2,38.9,2023-02-06T20:00:35.192Z,2023-02-07T01:59:11Z,4017816591,212,23.0,4018209161,178,,4017816593,213,2.3,4017816585,56,Back,4017816589,141,64.8,4017816587,140,29.1,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988905,9,1,1,0,26,3budh3j9xivsid3ptm8ptpy4k,1,29.1,64.8,2023-02-06T20:00:36.947Z,2023-02-07T01:59:16Z,4017816745,140,37.1,4017816743,56,Back,4017816749,212,21.5,4017816747,141,93.9,4017816751,213,1.2,4018209197,178,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988925,10,1,1,0,32,3budh3j9xivsid3ptm8ptpy4k,1,48.7,95.3,2023-02-06T20:00:42.756Z,2023-02-07T01:59:19Z,4017816861,140,30.7,4017816859,56,Back,4017816867,213,3.5,4018209219,178,,4017816865,212,20.6,4017816863,141,83.3,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988939,11,1,1,0,35,3budh3j9xivsid3ptm8ptpy4k,1,29.3,81,2023-02-06T20:00:45.702Z,2023-02-07T01:59:23Z,4017816911,212,23.3,4018209273,178,,4017816909,141,46.9,4017816905,56,Back,4017816913,213,4.6,4017816907,140,27.5,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988967,12,1,1,0,37,3budh3j9xivsid3ptm8ptpy4k,1,27.3,46.3,2023-02-06T20:00:48.293Z,2023-02-07T01:59:26Z,4017817059,212,25.1,4017817055,140,28.3,4017817049,56,Back,4017817057,141,9.4,4018209315,178,,4017817061,213,4.8,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988977,13,1,1,0,40,3budh3j9xivsid3ptm8ptpy4k,0,26.6,6.7,2023-02-06T20:00:51.198Z,2023-02-07T01:59:31Z,4018209393,178,,4017817099,155,,4017817101,56,Right,4017817107,212,25.2,4017817105,141,9.8,4017817103,140,50.5,4017817109,213,0.1,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988983,13,1,1,0,41,cobffe32r7g4skka9m19qib63,0,48.9,91.2,2023-02-06T20:00:52.182Z,2023-02-07T01:59:43Z,4017817141,141,66.1,4017817139,140,60.5,4017817135,3,,4018209561,388,,4017817145,213,5.3,4017817137,56,Center,4017817143,212,21.0,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988991,14,1,1,0,44,3budh3j9xivsid3ptm8ptpy4k,0,36,34.6,2023-02-06T20:00:54.671Z,2023-02-07T01:59:49Z,4017817191,141,40.9,4018209653,178,,4017817193,212,6.5,4017817189,140,40.6,4017817195,213,0.7,4017817187,56,Back,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504988997,14,8,1,0,44,cobffe32r7g4skka9m19qib63,1,55.8,63.4,2023-02-06T20:00:55.252Z,2023-02-07T01:59:57Z,4018209729,388,,4017817213,56,Center,4018073379,384,,,,,,,,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989025,15,1,1,0,46,3budh3j9xivsid3ptm8ptpy4k,1,32,51.2,2023-02-06T20:00:56.750Z,2023-02-07T02:00:00Z,4017817367,56,Back,4017817369,140,42.9,4017817371,141,78.6,4017817373,212,21.9,4018209791,178,,4017817375,213,1.0,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989041,16,1,1,0,51,3budh3j9xivsid3ptm8ptpy4k,1,68.6,79.7,2023-02-06T20:01:01.642Z,2023-02-07T02:00:05Z,4018209865,178,,4017817461,140,80.6,4017817459,56,Left,4017817467,213,0.7,4017817465,212,16.6,4017817463,141,95.6,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989043,17,3,1,0,54,3budh3j9xivsid3ptm8ptpy4k,0,84.3,87,2023-02-06T20:01:04.714Z,2023-02-07T02:00:10Z,4017817475,211,,4018209937,178,,4017817473,286,,4018073595,464,,4017817471,56,Left,,,,,,,,,,4yzk41dkluqfxb8o3dbq06zqi,Andrés Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989045,15,49,1,0,56,cobffe32r7g4skka9m19qib63,1,17.9,20.8,2023-02-06T20:01:06.708Z,2023-02-07T02:00:24Z,,,,,,,,,,,,,,,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989063,16,1,1,0,56,cobffe32r7g4skka9m19qib63,1,16,22.9,2023-02-06T20:01:06.719Z,2023-02-07T02:00:28Z,4017817609,140,26.8,4017817615,213,5.9,4017817613,212,12.1,4017817607,56,Back,4018210083,178,,4017817611,141,16.7,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505035995,893,3,1,0,59,cobffe32r7g4skka9m19qib63,0,41.4,14.4,2023-02-06T20:01:10.198Z,2023-02-07T02:00:35Z,4018210131,178,,4018073985,286,,4018073983,56,Back,4018073989,467,8onruhr4es313aq52xsl7nxlh,4018073987,465,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989067,17,4,1,1,0,cobffe32r7g4skka9m19qib63,1,37.8,18.5,2023-02-06T20:01:10.798Z,2023-02-07T02:00:39Z,4017817635,152,,4017817633,56,Back,4017817639,286,,4017817637,265,,4017817681,233,18,4017817631,13,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989069,18,4,1,1,0,3budh3j9xivsid3ptm8ptpy4k,0,62.2,81.5,2023-02-06T20:01:10.799Z,2023-02-07T02:00:39Z,4017817693,233,17,4017817647,13,,4017817653,265,,4018210187,178,,4017817655,285,,4017817649,56,Left,4017817651,152,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989225,18,1,1,1,31,cobffe32r7g4skka9m19qib63,1,43.6,19.8,2023-02-06T20:01:42.405Z,2023-02-07T02:00:45Z,4017818557,213,2.6,4017818547,152,,4018210267,178,,4017818553,141,28.1,4017818545,5,,4017818549,56,Back,4017818555,212,11.0,4017818551,140,34.6,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989231,19,1,1,1,33,cobffe32r7g4skka9m19qib63,1,34.6,28.1,2023-02-06T20:01:44.058Z,2023-02-07T02:00:48Z,4017818591,212,22.2,4018210305,178,,4017818577,56,Back,4017818583,140,30.7,4017818597,213,1.8,4017818587,141,60.2,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989279,20,1,1,1,37,cobffe32r7g4skka9m19qib63,1,29.8,61.9,2023-02-06T20:01:47.984Z,2023-02-07T02:00:52Z,4017818871,212,24.7,4017818869,141,51.3,4017818865,56,Back,4017818867,140,7.3,4018210339,178,,4017818873,213,3.4,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989299,21,1,1,1,42,cobffe32r7g4skka9m19qib63,1,11.1,52.6,2023-02-06T20:01:53.317Z,2023-02-07T02:00:58Z,4017818987,212,25.6,4017818985,141,86.6,4017818983,140,21.6,4017818989,213,1.1,4018210395,178,,4017818981,56,Back,,,,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989319,22,1,1,1,47,cobffe32r7g4skka9m19qib63,0,29.6,89.7,2023-02-06T20:01:57.897Z,2023-02-07T02:01:01Z,4018210419,178,,4017819141,141,78.5,4017819143,212,46.9,4017819137,56,Center,4017819145,213,6.1,4017819147,1,,4017819135,155,,4017819139,140,73.7,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989335,19,1,1,1,49,3budh3j9xivsid3ptm8ptpy4k,0,26.4,19.4,2023-02-06T20:02:00.252Z,2023-02-07T02:01:09Z,4017819247,141,22.0,4017819249,212,1.8,4017819243,56,Back,4017819245,140,26.0,4017819241,3,,4018210491,388,,4017819251,213,1.8,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989343,23,3,1,1,52,cobffe32r7g4skka9m19qib63,0,79.8,71,2023-02-06T20:02:02.791Z,2023-02-07T02:01:23Z,4018075313,465,,4017819339,233,20,4018210665,178,,4017819297,286,,4017819295,56,Center,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989353,20,7,1,1,52,3budh3j9xivsid3ptm8ptpy4k,0,20.2,29,2023-02-06T20:02:03.317Z,2023-02-07T02:01:26Z,4018210739,178,,4018075345,385,,4017819309,56,Back,4017819347,233,23,4017819311,285,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989357,24,61,1,1,52,cobffe32r7g4skka9m19qib63,1,81.1,70.1,2023-02-06T20:02:03.344Z,2023-02-07T02:01:31Z,4018210799,178,,4017819343,56,Center,,,,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989369,21,12,1,1,53,3budh3j9xivsid3ptm8ptpy4k,1,11.2,29.5,2023-02-06T20:02:04.448Z,2023-02-07T02:01:34Z,4017819379,56,Back,4017819381,140,11.6,4018210857,178,,4017819385,212,20.9,4017819383,141,0.0,4017819413,167,,4017819387,213,4.7,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989375,22,5,1,1,54,3budh3j9xivsid3ptm8ptpy4k,0,12.8,-1.6,2023-02-06T20:02:05.558Z,2023-02-07T02:01:39Z,4017819405,347,,4017819707,233,25,4017819401,56,Back,,,,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989429,25,5,1,1,54,cobffe32r7g4skka9m19qib63,1,87.2,101.6,2023-02-06T20:02:05.558Z,2023-02-07T02:01:39Z,4017819681,347,,4017819679,56,Left,4017819699,233,22,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989441,26,1,1,2,8,cobffe32r7g4skka9m19qib63,1,86.1,100,2023-02-06T20:02:18.708Z,2023-02-07T02:01:42Z,4017819741,140,93.9,4017819747,213,5.7,4017819739,56,Left,4017819743,141,94.1,4017819745,212,9.8,4017819737,107,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505062607,937,67,1,2,9,cobffe32r7g4skka9m19qib63,1,84.4,84.6,2023-02-06T20:02:20.212Z,2023-02-07T03:15:28Z,4018233311,233,929,,,,,,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505062605,929,67,1,2,9,3budh3j9xivsid3ptm8ptpy4k,0,15.6,15.4,2023-02-06T20:02:20.213Z,2023-02-07T02:28:29Z,4018233323,233,937,,,,,,,,,,,,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989443,27,1,1,2,10,cobffe32r7g4skka9m19qib63,0,93.9,94.1,2023-02-06T20:02:21.548Z,2023-02-07T02:01:49Z,4018211027,178,,4017819851,233,23,4017819751,56,Left,4017819757,212,1.8,4017819755,141,95.2,4017819849,236,,4017819855,286,,4017819759,213,2.7,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,4017819753,140,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989459,23,74,1,2,11,3budh3j9xivsid3ptm8ptpy4k,1,5.1,6.8,2023-02-06T20:02:21.662Z,2023-02-07T02:01:54Z,4017819821,56,Back,4018211055,178,,4017819823,285,,4017819871,233,27,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504989487,24,1,1,2,13,3budh3j9xivsid3ptm8ptpy4k,1,1.3,2.9,2023-02-06T20:02:24.203Z,2023-02-07T02:02:49Z,4017819989,212,2.7,4017819983,56,Back,4017819991,213,5.9,4017819985,140,3.7,4017819987,141,1.6,4018211293,178,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
