id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/17/value,assist
2509813567,4,61,1,0,13,4yg9ttzw0m51048doksv8uq5r,1,29.3,4.6,2023-02-19T13:00:59.034Z,2023-02-19T22:22:26Z,4045295265,178,,4043311583,56,Back,4045295263,15,,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813569,5,61,1,0,13,4yg9ttzw0m51048doksv8uq5r,1,25.4,10.2,2023-02-19T13:00:59.221Z,2023-02-19T22:22:33Z,4043314349,56,Back,4045295527,178,,4045295525,15,,,,,,,,,,,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813573,6,49,1,0,15,4yg9ttzw0m51048doksv8uq5r,1,25.1,1.9,2023-02-19T13:01:01.038Z,2023-02-19T22:22:40Z,,,,,,,,,,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813575,7,1,1,0,15,4yg9ttzw0m51048doksv8uq5r,0,26.2,3.6,2023-02-19T13:01:01.121Z,2023-02-19T22:22:48Z,4043318283,213,0.0,4043318285,1,,4045295957,178,,4043318277,140,37.3,4043318279,141,4.2,4043318281,212,11.7,4043318275,56,Back,4043318273,157,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813589,8,49,1,0,16,c8llrezkm3b3op4afrou6b487,1,55,88.1,2023-02-19T13:01:02.149Z,2023-02-19T22:22:59Z,,,,,,,,,,,,,,,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813615,9,1,1,0,17,c8llrezkm3b3op4afrou6b487,1,56.4,88.6,2023-02-19T13:01:02.853Z,2023-02-19T22:23:03Z,4045296505,178,,4043303843,140,63.8,4043303849,213,0.7,4043303841,56,Left,4043303847,212,10.3,4043303845,141,98.5,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813631,10,1,1,0,20,c8llrezkm3b3op4afrou6b487,1,66.1,97.3,2023-02-19T13:01:06.006Z,2023-02-19T22:23:13Z,4043303945,141,80.4,4043303943,140,74.5,4043303941,56,Left,4043303947,212,14.5,4043303949,213,5.4,4045296833,178,,,,,,,,28psc296gj3umo59qqha8jil1,Denis Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813667,11,1,1,0,21,c8llrezkm3b3op4afrou6b487,1,72.5,81.2,2023-02-19T13:01:07.516Z,2023-02-19T22:23:17Z,4043304091,213,3.0,4043304087,141,82.8,4043304089,212,7.8,4043304085,140,65.1,4045297013,178,,4043304083,56,Left,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510107219,873,3,1,0,23,c8llrezkm3b3op4afrou6b487,0,64,71.7,2023-02-19T13:01:09.195Z,2023-02-19T22:23:28Z,4045297171,178,,4044814233,286,,4044814237,467,bkvvapojagxvj17nzk3oy8ct1,4044814235,464,,4044814231,56,Center,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813671,12,4,1,0,24,c8llrezkm3b3op4afrou6b487,1,69.2,84.2,2023-02-19T13:01:10.215Z,2023-02-19T22:23:31Z,4043304101,56,Left,4043304107,286,,4043335297,295,,4043304099,13,,4043334795,233,8,4043304103,152,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813705,8,4,1,0,24,4yg9ttzw0m51048doksv8uq5r,0,30.8,15.8,2023-02-19T13:01:10.216Z,2023-02-19T22:23:31Z,4043304221,13,,4043304227,152,,4045297249,178,,4043304223,295,,4043334835,233,12,4043304225,56,Back,4043304231,285,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814105,13,1,1,0,57,c8llrezkm3b3op4afrou6b487,1,67.7,80.8,2023-02-19T13:01:42.754Z,2023-02-19T22:23:38Z,4045297381,178,,4043305923,213,3.8,4043305913,152,,4043305915,56,Center,4043305921,212,3.0,4043305919,141,78.1,4043305917,140,65.4,4043305911,5,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814147,14,1,1,0,59,c8llrezkm3b3op4afrou6b487,1,65,77.2,2023-02-19T13:01:44.997Z,2023-02-19T22:23:44Z,4043306107,212,28.2,4043306101,56,Left,4043306109,213,0.2,4043306105,141,85.4,4043306103,140,91.3,4045297501,178,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814171,15,1,1,1,1,c8llrezkm3b3op4afrou6b487,0,90.9,83.1,2023-02-19T13:01:47.029Z,2023-02-19T22:23:51Z,4043306197,213,4.8,4043306191,140,91.2,4044183461,72,,4043306189,56,Center,4044183459,224,,4043306195,212,3.7,4045297707,178,,4043306193,141,77.7,3nchjse4ej0qhilo395td7u1h,Brian Oliván,4043306185,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814167,9,61,1,1,1,4yg9ttzw0m51048doksv8uq5r,1,9.4,22.3,2023-02-19T13:01:47.196Z,2023-02-19T22:23:54Z,4045297887,178,,4043306179,56,Back,,,,,,,,,,,,,,,,,,,e18oezz5jq7pf3h4azgv3ofrp,Fidel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814217,10,12,1,1,2,4yg9ttzw0m51048doksv8uq5r,1,5.3,39,2023-02-19T13:01:47.831Z,2023-02-19T22:23:58Z,4043306381,140,45.9,4043306387,213,6.0,4043306385,212,44.7,4043306383,141,19.4,4045298025,178,,4043306379,56,Back,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814281,16,1,1,1,8,c8llrezkm3b3op4afrou6b487,1,54.3,83.3,2023-02-19T13:01:54.116Z,2023-02-19T22:24:03Z,4043306639,212,11.2,4043306637,141,93.9,4043306635,140,62.5,4043306631,56,Left,4045298103,178,,4043306641,213,0.7,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814303,17,1,1,1,12,c8llrezkm3b3op4afrou6b487,1,61.4,95.1,2023-02-19T13:01:58.316Z,2023-02-19T22:24:09Z,4043306749,56,Back,4043306757,213,3.3,4043306751,140,44.8,4043306753,141,91.1,4043306755,212,17.6,4045298305,178,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814329,11,45,1,1,14,4yg9ttzw0m51048doksv8uq5r,0,52.1,4,2023-02-19T13:02:00.237Z,2023-02-19T22:24:22Z,4043306867,56,Right,4043306993,233,18,4043306869,285,,,,,,,,,,,,,,,,,a971j313ztjvcgojpg6u390b9,E. Ponce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814351,18,3,1,1,14,c8llrezkm3b3op4afrou6b487,1,47.9,96,2023-02-19T13:02:00.237Z,2023-02-19T22:24:22Z,4043306973,233,11,4045298735,178,,4043306947,56,Back,4043306949,286,,4044184935,465,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814353,19,61,1,1,15,c8llrezkm3b3op4afrou6b487,0,57.1,88.7,2023-02-19T13:02:01.026Z,2023-02-19T22:24:28Z,4043306959,56,Left,4045298847,178,,,,,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814379,12,49,1,1,16,4yg9ttzw0m51048doksv8uq5r,1,38.7,18.1,2023-02-19T13:02:02.453Z,2023-02-19T22:24:36Z,,,,,,,,,,,,,,,,,,,,,,,,,e18oezz5jq7pf3h4azgv3ofrp,Fidel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814419,13,1,1,1,18,4yg9ttzw0m51048doksv8uq5r,1,43.7,15.1,2023-02-19T13:02:04.137Z,2023-02-19T22:24:40Z,4043307253,212,15.7,4043307255,213,0.9,4045299229,178,,4043307249,140,53.0,4043307251,141,33.2,4043307247,56,Center,,,,,,,e18oezz5jq7pf3h4azgv3ofrp,Fidel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814489,14,1,1,1,20,4yg9ttzw0m51048doksv8uq5r,1,54.6,30.3,2023-02-19T13:02:05.835Z,2023-02-19T22:24:55Z,4043307545,213,6.0,4043311881,210,15,4043307543,212,19.8,4043307539,140,72.9,4045299375,178,,4043307537,56,Center,4043307541,141,23.3,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814497,15,15,1,1,26,4yg9ttzw0m51048doksv8uq5r,1,87.3,31,2023-02-19T13:02:11.673Z,2023-02-19T22:24:56Z,4043311921,55,14,4043311927,103,19,4043311917,78,,4043311935,230,97.6,4043311925,102,51.7,4043311931,146,89.5,4043311937,231,44.8,4043307577,22,,a971j313ztjvcgojpg6u390b9,E. Ponce,4043311929,215,,4043311919,29,4043311933,147,34.7,4043307579,63,4043311431,20,4043312403,233,20,4045299797,178,4043311435,82,4043307581,56,Center,,,,,,,,,,,,,,,,,,,
2509814475,20,10,1,1,26,c8llrezkm3b3op4afrou6b487,1,10.5,68,2023-02-19T13:02:11.845Z,2023-02-19T22:24:59Z,4043307487,56,Back,4045299891,178,,4043307485,94,,4043311477,233,15,,,,,,,,,,,,,32fnehcyqzc55h6auev06odwq,José Gragera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814513,16,1,1,1,28,4yg9ttzw0m51048doksv8uq5r,0,83.2,39.4,2023-02-19T13:02:13.807Z,2023-02-19T22:25:09Z,4045300247,178,,4043307653,213,1.8,4043307645,56,Center,4043307649,141,53.6,4043307651,212,9.9,4043307647,140,81.2,,,,,,,a971j313ztjvcgojpg6u390b9,E. Ponce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814521,21,49,1,1,29,c8llrezkm3b3op4afrou6b487,1,20.2,47.2,2023-02-19T13:02:14.684Z,2023-02-19T22:25:13Z,,,,,,,,,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814621,22,1,1,1,31,c8llrezkm3b3op4afrou6b487,1,19.9,48,2023-02-19T13:02:17.196Z,2023-02-19T22:25:23Z,4043308095,140,6.1,4043308101,213,2.2,4043308093,56,Back,4045300433,178,,4043308097,141,75.6,4043308099,212,23.7,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814655,23,1,1,1,35,c8llrezkm3b3op4afrou6b487,1,6.8,78.1,2023-02-19T13:02:21.331Z,2023-02-19T22:25:28Z,4043308261,141,95.8,4043308259,140,22.6,4045300655,178,,4043308257,56,Back,4043308263,212,20.5,4043308265,213,0.6,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814665,17,45,1,1,37,4yg9ttzw0m51048doksv8uq5r,0,71,4.9,2023-02-19T13:02:22.819Z,2023-02-19T22:25:45Z,4043308459,233,24,4043308305,56,Right,4044800765,286,,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814685,24,3,1,1,37,c8llrezkm3b3op4afrou6b487,1,29,95.1,2023-02-19T13:02:22.819Z,2023-02-19T22:25:44Z,4044191191,285,,4043308375,56,Back,4043308399,233,17,4044191193,465,,4045301097,178,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814741,25,1,1,1,39,c8llrezkm3b3op4afrou6b487,1,28.3,97.5,2023-02-19T13:02:25.079Z,2023-02-19T22:25:48Z,4043308625,56,Back,4043308631,212,14.6,4045301137,178,,4043308629,141,96.2,4043308627,140,42.2,4043308633,213,6.2,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814767,26,1,1,1,41,c8llrezkm3b3op4afrou6b487,1,44.7,96.2,2023-02-19T13:02:27.559Z,2023-02-19T22:26:10Z,4043308723,56,Left,4043308725,140,52.5,4043308731,213,0.2,4043308729,212,8.3,4045301821,178,,4043308727,141,98.1,,,,,,,28psc296gj3umo59qqha8jil1,Denis Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814771,27,50,1,1,43,c8llrezkm3b3op4afrou6b487,1,57.1,95.9,2023-02-19T13:02:29.210Z,2023-02-19T22:26:22Z,4043308747,56,Left,4043308749,286,,4043308843,233,18,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814783,18,7,1,1,43,4yg9ttzw0m51048doksv8uq5r,1,42.9,4.1,2023-02-19T13:02:29.217Z,2023-02-19T22:26:27Z,4043308793,56,Back,4045302425,178,,4043308795,285,,4044192251,384,,4043308831,233,27,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814789,19,49,1,1,46,4yg9ttzw0m51048doksv8uq5r,1,24.5,5.8,2023-02-19T13:02:32.336Z,2023-02-19T22:26:37Z,,,,,,,,,,,,,,,,,,,,,,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814845,20,1,1,1,48,4yg9ttzw0m51048doksv8uq5r,0,25.4,1.3,2023-02-19T13:02:33.985Z,2023-02-19T22:26:41Z,4043309035,140,66.7,4043309033,56,Right,4045302807,178,,4043309041,213,0.2,4043309037,141,17.2,4043309031,157,,4043309039,212,44.7,4043309043,1,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814899,28,1,1,1,51,c8llrezkm3b3op4afrou6b487,1,29.8,78.9,2023-02-19T13:02:37.033Z,2023-02-19T22:26:49Z,4045302989,388,,4043309251,212,17.1,4043309247,140,45.4,4043309249,141,71.5,4043309245,56,Back,4043309253,213,6.0,4043309243,3,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814919,29,1,1,1,53,c8llrezkm3b3op4afrou6b487,0,44.3,71.5,2023-02-19T13:02:39.166Z,2023-02-19T22:26:55Z,4043309321,3,,4043309327,141,62.9,4045303203,178,,4043309329,212,6.0,4043309325,140,45.4,4043309323,56,Back,4043309331,213,4.9,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509829521,104,61,1,1,54,4yg9ttzw0m51048doksv8uq5r,0,53.7,36.5,2023-02-19T13:02:39.996Z,2023-02-19T22:27:08Z,4043376033,56,Center,4045303615,178,,,,,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509849911,368,3,1,1,55,c8llrezkm3b3op4afrou6b487,0,47.3,56.9,2023-02-19T13:02:41.166Z,2023-02-20T07:13:32Z,4043472501,286,,4043473021,233,21,4043472499,56,Back,4044200027,464,,4045303901,178,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814931,21,7,1,1,55,4yg9ttzw0m51048doksv8uq5r,0,52.7,43.1,2023-02-19T13:02:41.352Z,2023-02-20T07:13:41Z,4043309385,233,368,4045304085,178,,4044200173,384,,4043309367,285,,4043309365,56,Center,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814921,30,49,1,1,56,c8llrezkm3b3op4afrou6b487,1,45.5,53.4,2023-02-19T13:02:41.676Z,2023-02-19T22:29:39Z,,,,,,,,,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509814929,31,3,1,1,56,c8llrezkm3b3op4afrou6b487,0,48.3,56.5,2023-02-19T13:02:41.865Z,2023-02-19T22:29:55Z,4044201017,464,,4043309399,233,385,4043309359,286,,4043309357,56,Back,4045308525,178,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
