id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,assist
2458948843,18,1,1,0,55,74mcjsm72vr3l9pw2i4qfjchj,1,53.1,55.5,2022-09-11T19:02:38.929Z,2022-09-12T06:13:40Z,3774653973,213,1.3,3774653965,56,Left,3774653969,141,83.7,3774653967,140,58.2,3775707033,178,,3774653971,212,19.9,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948885,19,1,1,0,57,74mcjsm72vr3l9pw2i4qfjchj,0,58.2,83.7,2022-09-11T19:02:41.151Z,2022-09-12T06:13:48Z,3774654207,141,78.1,3774654203,56,Center,3774654209,212,42.3,3774654213,1,,3775707147,178,,3774654205,140,98.3,3774654211,213,6.2,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948881,14,49,1,1,2,ah8dala7suqqkj04n2l8xz4zd,1,1.9,23.7,2022-09-11T19:02:45.850Z,2022-09-12T06:13:56Z,,,,,,,,,,,,,,,,,,,,,,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949005,15,1,1,1,9,ah8dala7suqqkj04n2l8xz4zd,1,3.3,42.9,2022-09-11T19:02:52.960Z,2022-09-12T06:14:01Z,3774654891,56,Back,3774654897,212,20.6,3774654893,140,9.3,3774654899,213,1.3,3774654895,141,71.8,3775707331,178,,,,,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949025,16,1,1,1,11,ah8dala7suqqkj04n2l8xz4zd,1,10.2,73,2022-09-11T19:02:55.582Z,2022-09-12T06:14:05Z,3775707381,178,,3774654979,56,Back,3774654987,213,1.0,3774654983,141,95.0,3774654985,212,17.5,3774654981,140,18.8,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949069,17,1,1,1,14,ah8dala7suqqkj04n2l8xz4zd,1,18.8,95,2022-09-11T19:02:58.563Z,2022-09-12T06:14:09Z,3774655215,212,38.1,3774655217,213,6.1,3774655219,1,,3774655207,155,,3774655213,141,84.3,3774655209,56,Left,3775707425,178,,3774655211,140,54.4,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949113,19,4,1,1,16,ah8dala7suqqkj04n2l8xz4zd,1,54.2,81.9,2022-09-11T19:03:00.567Z,2022-09-12T06:14:20Z,3774655475,56,Left,3774655473,13,,3774655479,265,,3774655477,152,,3774655581,233,20,3774655481,286,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949131,20,4,1,1,16,74mcjsm72vr3l9pw2i4qfjchj,0,45.8,18.1,2022-09-11T19:03:00.568Z,2022-09-12T06:14:20Z,3775707573,178,,3774655599,233,19,3774655541,13,,3774655549,285,,3774655543,56,Back,3774655547,265,,3774655545,152,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949071,18,43,1,1,17,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2022-09-11T19:03:00.964Z,2022-09-11T19:03:07Z,3774655695,144,61,3774655235,56,Left,,,,,,,,,,,,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949389,20,1,1,1,42,ah8dala7suqqkj04n2l8xz4zd,1,54.3,82.2,2022-09-11T19:03:26.543Z,2022-09-12T06:14:32Z,3774657063,56,Left,3774657067,141,82.2,3774657065,140,58.9,3774657073,213,0,3774657071,212,4.8,3774657061,152,,3775707741,178,,3774657059,5,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949419,21,1,1,1,44,ah8dala7suqqkj04n2l8xz4zd,1,58.9,82.5,2022-09-11T19:03:28.155Z,2022-09-12T06:14:38Z,3775707811,178,,3774657247,141,84.3,3774657249,212,5.3,3774657243,56,Left,3774657245,140,54.0,3774657251,213,2.9,,,,,,,9jxofpmrfh2lil77f9xj22kiy,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949465,22,1,1,1,46,ah8dala7suqqkj04n2l8xz4zd,1,45.9,80,2022-09-11T19:03:30.649Z,2022-09-12T06:14:42Z,3774657489,56,Back,3775707861,178,,3774657491,140,36.5,3774657497,213,4.4,3774657493,141,36.0,3774657495,212,31.5,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949487,23,1,1,1,51,ah8dala7suqqkj04n2l8xz4zd,1,38.3,29.9,2022-09-11T19:03:35.565Z,2022-09-12T06:14:47Z,3774657625,141,45.3,3774657623,140,37.1,3774657629,213,1.7,3774657627,212,10.5,3774657621,56,Back,3775707937,178,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949497,24,1,1,1,54,ah8dala7suqqkj04n2l8xz4zd,1,43.2,48.8,2022-09-11T19:03:38.723Z,2022-09-12T06:14:52Z,3774657671,56,Back,3774657677,212,6.3,3774657673,140,48.9,3774657679,213,0.3,3774657675,141,51.7,3775708035,178,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949541,25,1,1,1,55,ah8dala7suqqkj04n2l8xz4zd,1,47.9,49.2,2022-09-11T19:03:39.533Z,2022-09-12T06:14:56Z,3774657923,212,18.2,3774657925,213,4.3,3774657917,56,Back,3774657919,140,41.3,3774657921,141,24.5,3775708095,178,,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949555,26,1,1,1,58,ah8dala7suqqkj04n2l8xz4zd,1,41.1,24.3,2022-09-11T19:03:42.027Z,2022-09-12T06:15:02Z,3774657993,56,Right,3774657999,212,19.4,3774657997,141,5.6,3774657995,140,55.1,3774658001,213,5.6,3775708171,178,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949593,27,1,1,2,1,ah8dala7suqqkj04n2l8xz4zd,0,55.1,5.6,2022-09-11T19:03:45.178Z,2022-09-12T06:15:05Z,3775708225,178,,3774658215,141,10.9,3774658219,213,0.1,3774658217,212,24.6,3774658213,140,78.3,3774658209,155,,3774658211,56,Right,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949595,28,44,1,2,3,ah8dala7suqqkj04n2l8xz4zd,1,75.8,12.6,2022-09-11T19:03:47.032Z,2022-09-12T10:09:05Z,3774658231,56,Right,3774658233,286,,3774659371,233,22,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949725,22,44,1,2,3,74mcjsm72vr3l9pw2i4qfjchj,0,24.2,87.4,2022-09-11T19:03:47.033Z,2022-09-12T06:15:13Z,3774659367,233,28,3774658955,56,Back,3774658957,285,,,,,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458949947,32,1,1,2,3,ah8dala7suqqkj04n2l8xz4zd,1,81.1,7.3,2022-09-11T19:03:47.159Z,2022-09-12T10:09:05Z,3774660459,156,,3774660211,141,8.9,3774660213,212,11.3,3775708427,178,,3774660203,3,,3774660209,140,70.4,3774660215,213,3.0,3774660205,56,Right,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459142447,848,67,1,2,5,ah8dala7suqqkj04n2l8xz4zd,1,69.2,9.4,2022-09-11T19:03:48.840Z,2022-09-12T10:09:05Z,3775738463,233,845,,,,,,,,,,,,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459142443,845,67,1,2,5,74mcjsm72vr3l9pw2i4qfjchj,0,30.8,90.6,2022-09-11T19:03:48.841Z,2022-09-12T06:44:08Z,3775738471,233,848,,,,,,,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
