id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/13/value,qualifier/15/value
2474264357,4,1,1,0,16,82q9159y2u7mkfn3z6hy75r4o,1,68.3,73.2,2022-10-19T17:00:52.323Z,2022-10-20T05:12:52Z,3857376185,178,,3856050619,140,59.5,3856050621,141,87.2,3856050623,212,13.3,3856050615,3,,3856050625,213,2.3,3856050617,56,Left,,,,7s0xu9z5egw0sjf8qibdwa6s5,Álex Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264365,5,1,1,0,17,82q9159y2u7mkfn3z6hy75r4o,0,58.6,87.8,2022-10-19T17:00:53.391Z,2022-10-20T05:12:52Z,3856050661,140,63.4,3856050663,141,95.4,3857376197,178,,3856050657,3,,3856050667,213,0.8,3856050659,56,Left,3856050665,212,7.2,,,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264379,8,61,1,0,19,ah8dala7suqqkj04n2l8xz4zd,1,33.6,8.9,2022-10-19T17:00:55.380Z,2022-10-20T05:12:53Z,3856050743,56,Back,3857376207,178,,,,,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264393,6,45,1,0,21,82q9159y2u7mkfn3z6hy75r4o,0,66.2,93.8,2022-10-19T17:00:56.944Z,2023-03-15T09:41:01Z,4098936115,233,9,4098936019,285,,3856050813,56,Left,,,,,,,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264401,9,3,1,0,21,ah8dala7suqqkj04n2l8xz4zd,1,33.8,6.2,2022-10-19T17:00:56.944Z,2023-03-15T09:41:00Z,4098936067,465,,3856050837,56,Back,4098936111,286,,4098936107,233,6,,,,,,,,,,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264423,10,1,1,0,22,ah8dala7suqqkj04n2l8xz4zd,1,34.1,8.1,2022-10-19T17:00:58.428Z,2022-10-20T05:12:57Z,3856050905,56,Back,3857376281,178,,3856050911,212,8.5,3856050913,213,5.9,3856050907,140,41.6,3856050909,141,3.3,,,,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264429,11,1,1,0,24,ah8dala7suqqkj04n2l8xz4zd,1,41.6,3.3,2022-10-19T17:00:59.736Z,2022-10-20T05:13:02Z,3856050947,212,3.6,3856050945,141,8.6,3856050941,56,Back,3856050943,140,42.0,3857376345,178,,3856050949,213,1.5,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264441,12,1,1,0,24,ah8dala7suqqkj04n2l8xz4zd,1,42,8.6,2022-10-19T17:01:00.391Z,2022-10-20T05:13:15Z,3856050989,141,13.4,3857376503,178,,3856050991,212,6.5,3856050993,213,2.6,3856050987,140,36.6,3856050985,56,Back,,,,,,,9anxnfthjotjwmr3o9j9lzsnp,Joaquín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264455,13,4,1,0,25,ah8dala7suqqkj04n2l8xz4zd,1,40.6,13.9,2022-10-19T17:01:01.232Z,2022-10-20T05:13:21Z,3856051075,152,,3856051079,286,,3856051073,56,Back,3856051169,233,7,3856051071,13,,3856051077,265,,,,,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264471,7,4,1,0,25,82q9159y2u7mkfn3z6hy75r4o,0,59.4,86.1,2022-10-19T17:01:01.233Z,2022-10-20T05:13:20Z,3857376547,178,,3856051163,265,,3856051185,233,13,3856051161,152,,3856051157,13,,3856051159,56,Left,3856051165,285,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264669,14,1,1,0,49,ah8dala7suqqkj04n2l8xz4zd,1,43.4,20.6,2022-10-19T17:01:25.037Z,2022-10-20T05:13:28Z,3856052245,1,,3856052227,5,,3856052241,212,50.3,3856052239,141,90.4,3856052243,213,1.2,3856052237,140,59.3,3856052229,155,,3856052235,56,Left,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,3856052231,196,3856052233,152,3857376639,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264687,15,1,1,0,54,ah8dala7suqqkj04n2l8xz4zd,1,56.1,91,2022-10-19T17:01:29.963Z,2022-10-20T05:13:33Z,3856052359,140,54.6,3856052365,213,4.6,3856052361,141,75.7,3856052363,212,10.5,3857376689,178,,3856052357,56,Center,,,,,,,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264711,16,1,1,0,56,ah8dala7suqqkj04n2l8xz4zd,0,54.9,73.6,2022-10-19T17:01:32.121Z,2022-10-20T05:13:37Z,3856052511,141,69.1,3856052513,212,43.4,3856052507,56,Center,3856052505,155,,3857376745,178,,3856052517,1,,3856052509,140,96.1,3856052515,213,6.2,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264713,8,52,1,1,0,82q9159y2u7mkfn3z6hy75r4o,1,5,33,2022-10-19T17:01:35.822Z,2022-10-20T05:13:41Z,3857093113,377,,3857376805,178,,,,,,,,,,,,,,,,,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264883,9,1,1,1,13,82q9159y2u7mkfn3z6hy75r4o,1,13.8,32.7,2022-10-19T17:01:48.990Z,2022-10-20T05:13:45Z,3856053417,199,,3856053427,213,0.1,3856053425,212,56.6,3856053423,141,45.1,3856053421,140,67.1,3856053429,1,,3856053419,56,Center,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264885,10,1,1,1,19,82q9159y2u7mkfn3z6hy75r4o,1,68.3,30.6,2022-10-19T17:01:54.780Z,2022-10-20T05:13:52Z,3857376973,178,,3856053449,141,17.9,3856053447,140,86.7,3856053451,212,21.2,3856053453,213,5.9,3856053445,56,Right,,,,,,,3ia1z3fooszynz9a81dn17oid,A. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264905,11,1,1,1,22,82q9159y2u7mkfn3z6hy75r4o,1,89.5,20,2022-10-19T17:01:58.480Z,2022-10-20T05:13:56Z,3856053575,140,85.9,3857377061,178,,3856053577,141,42.7,3856053579,212,15.9,3856053573,56,Center,3856053581,213,1.8,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264915,13,3,1,1,24,82q9159y2u7mkfn3z6hy75r4o,0,86.2,46.4,2022-10-19T17:02:00.318Z,2022-10-20T05:14:02Z,3856053625,56,Center,3856053757,233,17,3856053627,286,,3857377171,178,,3857094335,465,,,,,,,,,,,a8ws0c0qiekoeqib6xxet0ixh,Lucas Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264935,17,7,1,1,25,ah8dala7suqqkj04n2l8xz4zd,1,13.8,53.6,2022-10-19T17:02:00.595Z,2022-10-20T05:14:08Z,3857094409,384,,3856053695,56,Back,3857377271,178,,3856053729,233,13,3856053697,285,,,,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264907,12,43,1,1,25,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-10-19T17:02:01.216Z,2022-10-19T17:02:41Z,3856053589,141,44.5,3856053587,140,85.3,3856055613,144,1,3856053593,213,1.9,3856053591,212,4.5,3856053585,56,Center,,,,,,,3ia1z3fooszynz9a81dn17oid,A. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264945,18,49,1,1,27,ah8dala7suqqkj04n2l8xz4zd,1,28.5,44.6,2022-10-19T17:02:03.493Z,2022-10-20T05:14:16Z,,,,,,,,,,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264975,19,1,1,1,27,ah8dala7suqqkj04n2l8xz4zd,1,28.5,44.6,2022-10-19T17:02:03.513Z,2022-10-20T05:14:20Z,3856053885,212,24.2,3856053887,213,5.5,3856053879,56,Back,3856053883,141,20.8,3857377477,178,,3856053881,140,45.6,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474537657,1209,83,1,1,31,82q9159y2u7mkfn3z6hy75r4o,1,55.9,82.5,2022-10-19T17:02:06.793Z,2022-10-20T07:29:35Z,3857516405,399,10316,,,,,,,,,,,,,,,,,,,,,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264995,14,45,1,1,31,82q9159y2u7mkfn3z6hy75r4o,0,54.2,80.6,2022-10-19T17:02:06.843Z,2022-10-20T05:14:25Z,3856054049,233,20,3856053997,56,Left,3856053999,285,,,,,,,,,,,,,,,,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265001,20,3,1,1,31,ah8dala7suqqkj04n2l8xz4zd,1,45.8,19.4,2022-10-19T17:02:06.843Z,2022-10-20T05:14:25Z,3856054019,286,,3856054045,233,14,3857094735,464,,3857377573,178,,3856054017,56,Back,,,,,,,,,,9anxnfthjotjwmr3o9j9lzsnp,Joaquín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265069,21,1,1,1,34,ah8dala7suqqkj04n2l8xz4zd,1,53.1,36.9,2022-10-19T17:02:10.004Z,2022-10-20T05:14:30Z,3856054379,140,65.6,3857377667,178,,3856054383,212,41.2,3856054381,141,94.3,3856054385,213,1.2,3856054375,155,,3856054377,56,Left,3856054387,1,,9anxnfthjotjwmr3o9j9lzsnp,Joaquín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265087,22,1,1,1,41,ah8dala7suqqkj04n2l8xz4zd,0,82,82.7,2022-10-19T17:02:17.464Z,2022-10-20T05:14:35Z,3856054437,141,62.2,3857377745,178,,3856054435,140,87.4,3856054433,56,Center,3856054441,213,5.1,3856054439,212,15.0,,,,,,,8hn7wb9jf6unade238t4vl3o5,Willian José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474537745,1210,67,1,1,42,82q9159y2u7mkfn3z6hy75r4o,1,12.8,37.6,2022-10-19T17:02:18.201Z,2022-10-20T08:20:20Z,3857516759,233,1608,,,,,,,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474537739,1608,67,1,1,42,ah8dala7suqqkj04n2l8xz4zd,0,87.2,62.4,2022-10-19T17:02:18.202Z,2022-10-20T07:29:51Z,3857516773,233,1210,,,,,,,,,,,,,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265107,15,8,1,1,42,82q9159y2u7mkfn3z6hy75r4o,1,10.5,36,2022-10-19T17:02:18.206Z,2022-10-20T08:20:21Z,3857377841,178,,3856054537,56,Back,3857094827,384,,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265127,16,49,1,1,44,82q9159y2u7mkfn3z6hy75r4o,1,16.8,28.2,2022-10-19T17:02:20.531Z,2022-10-20T05:14:45Z,,,,,,,,,,,,,,,,,,,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265195,17,1,1,1,50,82q9159y2u7mkfn3z6hy75r4o,0,21.5,17.3,2022-10-19T17:02:25.947Z,2022-10-20T05:14:50Z,3856054997,56,Back,3856055001,141,10.6,3857377981,178,,3856055003,212,22.4,3856054999,140,42.4,3856055005,213,6.1,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265185,23,8,1,1,51,ah8dala7suqqkj04n2l8xz4zd,1,55,89.6,2022-10-19T17:02:27.481Z,2022-10-20T05:14:59Z,3857378131,178,,3857095215,384,,3856054943,56,Left,,,,,,,,,,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265217,24,49,1,1,54,ah8dala7suqqkj04n2l8xz4zd,1,53.2,94.6,2022-10-19T17:02:30.231Z,2022-10-20T05:15:10Z,,,,,,,,,,,,,,,,,,,,,,,,,8hn7wb9jf6unade238t4vl3o5,Willian José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265239,25,1,1,1,57,ah8dala7suqqkj04n2l8xz4zd,1,50.5,87.4,2022-10-19T17:02:33.261Z,2022-10-20T05:15:14Z,3856055219,212,9.8,3857378395,178,,3856055213,56,Back,3856055221,213,4.6,3856055215,140,49.0,3856055217,141,73.2,,,,,,,8hn7wb9jf6unade238t4vl3o5,Willian José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265251,26,1,1,1,58,ah8dala7suqqkj04n2l8xz4zd,1,49,73.2,2022-10-19T17:02:33.966Z,2022-10-20T05:15:18Z,3856055253,56,Center,3856055257,141,76.5,3856055259,212,4.5,3856055261,213,0.5,3856055255,140,52.7,3857378455,178,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265263,27,1,1,1,59,ah8dala7suqqkj04n2l8xz4zd,1,53.7,74.5,2022-10-19T17:02:35.360Z,2022-10-20T05:15:23Z,3856055337,141,60.2,3857378531,178,,3856055335,140,54.6,3856055333,56,Center,3856055341,213,4.8,3856055339,212,9.8,,,,,,,8hn7wb9jf6unade238t4vl3o5,Willian José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265277,28,1,1,2,1,ah8dala7suqqkj04n2l8xz4zd,1,54.6,60.2,2022-10-19T17:02:37.338Z,2022-10-20T05:15:27Z,3856055407,141,45.7,3856055411,213,4.6,3856055405,140,53.8,3856055403,56,Center,3857378587,178,,3856055409,212,9.9,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265317,29,1,1,2,3,ah8dala7suqqkj04n2l8xz4zd,1,53.8,45.7,2022-10-19T17:02:38.576Z,2022-10-20T05:15:31Z,3856055651,213,2.5,3856055647,141,54.8,3857378643,178,,3856055645,140,46.4,3856055643,56,Back,3856055649,212,9.9,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265329,30,1,1,2,6,ah8dala7suqqkj04n2l8xz4zd,1,44.7,54.9,2022-10-19T17:02:41.984Z,2022-10-20T05:15:35Z,3856055717,212,4.7,3857378699,178,,3856055715,141,58.7,3856055713,140,48.4,3856055711,56,Back,3856055719,213,0.6,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265341,31,1,1,2,8,ah8dala7suqqkj04n2l8xz4zd,1,47.4,59.3,2022-10-19T17:02:43.565Z,2022-10-20T05:15:40Z,3857378773,178,,3856055775,56,Back,3856055777,140,36.5,3856055779,141,69.1,3856055783,213,2.6,3856055781,212,13.2,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265359,32,1,1,2,10,ah8dala7suqqkj04n2l8xz4zd,1,34.4,68.5,2022-10-19T17:02:46.087Z,2022-10-20T05:15:48Z,3856055889,141,31.1,3857378869,178,,3856055885,56,Back,3856055887,140,38.4,3856055893,213,4.9,3856055891,212,25.8,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265393,33,1,1,2,13,ah8dala7suqqkj04n2l8xz4zd,1,39.5,30.2,2022-10-19T17:02:49.121Z,2022-10-20T05:15:53Z,3856056111,140,38.4,3856056113,141,38.6,3856056109,56,Back,3856056115,212,5.8,3856056117,213,1.8,3857378927,178,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265425,34,1,1,2,17,ah8dala7suqqkj04n2l8xz4zd,1,37.1,36.8,2022-10-19T17:02:53.327Z,2022-10-20T05:15:58Z,3856056295,141,3.6,3856056297,212,24.2,3857378983,178,,3856056299,213,5.1,3856056291,56,Back,3856056293,140,45.3,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265549,37,61,1,2,20,ah8dala7suqqkj04n2l8xz4zd,0,42.3,3.1,2022-10-19T17:02:55.776Z,2022-10-20T05:16:07Z,3856057697,56,Back,3857379103,178,,,,,,,,,,,,,,,,,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
