id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,qualifier/19/value
2462224057,7,1,1,0,8,3kq9cckrnlogidldtdie2fkbl,1,46,19.5,2022-09-18T19:01:57.057Z,2022-09-19T04:41:37Z,3792050881,56,Back,3792050889,213,4.1,3793203749,178,,3792050879,3,,3792050883,140,40.6,3792050887,212,10.4,3792050885,141,6.7,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224101,8,1,1,0,12,3kq9cckrnlogidldtdie2fkbl,1,38.5,6.1,2022-09-18T19:02:01.438Z,2022-09-19T04:42:01Z,3792051065,140,20.5,3792051067,141,29.4,3792051071,213,2.4,3793203903,178,,3792051069,212,24.7,3792051061,56,Back,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224141,9,1,1,0,15,3kq9cckrnlogidldtdie2fkbl,1,20.3,29.5,2022-09-18T19:02:04.428Z,2022-09-19T04:42:05Z,3792051279,140,7.4,3793204195,178,,3792051281,141,52.1,3792051285,213,2.3,3792051283,212,20.5,3792051277,56,Back,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224171,10,1,1,0,18,3kq9cckrnlogidldtdie2fkbl,1,7.4,52.1,2022-09-18T19:02:07.627Z,2022-09-19T04:42:09Z,3793204247,178,,3792051429,213,5.3,3792051421,56,Back,3792051425,141,4.3,3792051427,212,38.3,3792051431,1,,3792051423,140,26.7,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224209,11,1,1,0,21,3kq9cckrnlogidldtdie2fkbl,1,26.7,4.3,2022-09-18T19:02:10.048Z,2022-09-19T04:42:16Z,3793204289,178,,3792051645,141,24.1,3792051643,140,12.2,3792051647,212,20.3,3792051649,213,2.4,3792051641,56,Back,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462462875,881,43,1,0,21,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-09-18T19:02:10.048Z,2022-09-19T07:30:31Z,3793357517,144,82,3793357475,178,0,,,,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224241,12,1,1,0,25,3kq9cckrnlogidldtdie2fkbl,1,20.3,16.5,2022-09-18T19:02:13.937Z,2022-09-19T04:42:21Z,3793204389,178,,3792051787,141,4.0,3792051783,56,Back,3792051785,140,15.0,3792051789,212,10.2,3792051791,213,4.1,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224301,13,1,1,0,27,3kq9cckrnlogidldtdie2fkbl,1,15,4,2022-09-18T19:02:16.158Z,2022-09-19T04:42:24Z,3792052081,155,,3792052089,212,45.3,3792052091,213,1.0,3792052093,1,,3792052087,141,59.4,3792052083,56,Back,3792052085,140,38.9,3793204433,178,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224319,14,1,1,0,29,3kq9cckrnlogidldtdie2fkbl,0,38.9,59.4,2022-09-18T19:02:18.687Z,2022-09-19T04:42:28Z,3792052179,141,65.5,3792052171,3,,3792052181,212,12.0,3793204475,388,,3792052183,213,0.4,3792052175,56,Back,3792052177,140,49.6,3792052173,168,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224309,5,49,1,0,31,4ku8o6uf87yd8iecdalipo6wd,1,52.2,32.2,2022-09-18T19:02:20.718Z,2022-09-19T04:42:34Z,,,,,,,,,,,,,,,,,,,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462463077,958,43,1,0,32,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-09-18T19:02:21.278Z,2022-09-19T07:31:21Z,3793358333,178,0,3793358381,144,82,,,,,,,,,,,,,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224385,6,3,1,0,36,4ku8o6uf87yd8iecdalipo6wd,0,58.9,2.8,2022-09-18T19:02:25.556Z,2022-09-19T04:43:29Z,3792052511,286,,3792052509,56,Right,3792538629,464,,3793205147,178,,3792052723,233,15,,,,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224417,15,7,1,0,37,3kq9cckrnlogidldtdie2fkbl,1,41.1,97.2,2022-09-18T19:02:25.808Z,2022-09-19T04:43:29Z,3792052687,233,6,3792052669,285,,3792052665,167,,3792538743,385,,3792052667,56,Back,3793205155,178,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224559,7,5,1,0,37,4ku8o6uf87yd8iecdalipo6wd,1,59.4,-1.4,2022-09-18T19:02:26.307Z,2022-09-19T04:43:29Z,3792053373,56,Right,3792053375,347,,3792053411,233,16,,,,,,,,,,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224433,16,5,1,0,37,3kq9cckrnlogidldtdie2fkbl,0,40.6,101.4,2022-09-18T19:02:26.307Z,2022-09-19T04:43:30Z,3792053429,233,7,3792052749,56,Back,3792052751,347,,,,,,,,,,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224601,8,1,1,0,49,4ku8o6uf87yd8iecdalipo6wd,1,58.1,0,2022-09-18T19:02:37.897Z,2022-09-19T04:43:30Z,3792053589,141,6.2,3792053591,212,19.1,3792053593,213,2.8,3792053585,56,Back,3792053583,107,,3792053587,140,40.7,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224637,9,1,1,0,52,4ku8o6uf87yd8iecdalipo6wd,1,38.7,7.6,2022-09-18T19:02:40.958Z,2022-09-19T04:43:32Z,3792053749,140,33.5,3793205201,178,,3792053751,141,39.2,3792053755,213,1.8,3792053747,56,Back,3792053753,212,22.2,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224703,10,1,1,0,54,4ku8o6uf87yd8iecdalipo6wd,1,33.5,49.6,2022-09-18T19:02:43.709Z,2022-09-19T04:43:36Z,3792054019,213,1.1,3792054011,56,Back,3792054015,141,73.3,3793205241,178,,3792054013,140,40.4,3792054017,212,17.7,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224721,11,1,1,0,58,4ku8o6uf87yd8iecdalipo6wd,1,43.8,87.4,2022-09-18T19:02:47.332Z,2022-09-19T04:43:39Z,3792054107,56,Left,3792054113,212,23.6,3792054115,213,0.3,3793205281,178,,3792054111,141,97.4,3792054109,140,65.3,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462463273,971,43,1,0,59,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-09-18T19:02:48.289Z,2022-09-19T07:32:21Z,3793359761,178,0,3793359817,144,82,,,,,,,,,,,,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224723,12,61,1,0,59,4ku8o6uf87yd8iecdalipo6wd,0,65.3,97.4,2022-09-18T19:02:48.298Z,2022-09-19T04:43:47Z,3793205415,178,,3792054125,56,Left,,,,,,,,,,,,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224735,13,5,1,1,0,4ku8o6uf87yd8iecdalipo6wd,0,63.1,101.4,2022-09-18T19:02:49.027Z,2022-09-19T04:43:49Z,3792054235,233,17,3792054161,347,,3792054159,56,Left,,,,,,,,,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224749,17,5,1,1,0,3kq9cckrnlogidldtdie2fkbl,1,36.9,-1.4,2022-09-18T19:02:49.027Z,2022-09-19T04:43:49Z,3792054227,233,13,3792054211,56,Back,3792054213,347,,,,,,,,,,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224851,18,1,1,1,9,3kq9cckrnlogidldtdie2fkbl,1,40,0,2022-09-18T19:02:58.287Z,2022-09-19T04:44:00Z,3792054805,141,3.8,3792054799,107,,3792054803,140,46.0,3792054807,212,7.1,3792055125,189,,3792054809,213,0.5,3792054801,56,Back,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224859,19,1,1,1,13,3kq9cckrnlogidldtdie2fkbl,1,46,3.8,2022-09-18T19:03:02.074Z,2022-09-19T04:43:57Z,3792054851,212,5.3,3793205653,178,,3792540497,189,,3792054849,141,2.8,3792054853,213,3.3,3792054847,140,41.0,3792054845,56,Back,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224869,20,1,1,1,15,3kq9cckrnlogidldtdie2fkbl,1,40.9,3.1,2022-09-18T19:03:04.148Z,2022-09-19T04:44:10Z,3792054911,56,Back,3792054919,213,1.4,3792054913,140,42.2,3792054917,212,9.6,3792054915,141,17.1,3793205819,178,,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224905,21,1,1,1,16,3kq9cckrnlogidldtdie2fkbl,1,41.9,18.8,2022-09-18T19:03:05.518Z,2022-09-19T04:44:31Z,3792055093,56,Back,3792055097,141,86.5,3792055095,140,40.9,3792055101,213,1.6,3792055103,1,,3793206103,178,,3792055091,196,,3792055099,212,46.0,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224945,22,1,1,1,21,3kq9cckrnlogidldtdie2fkbl,1,41.6,86.6,2022-09-18T19:03:10.299Z,2022-09-19T04:44:40Z,3792055301,56,Left,3792055309,213,0.4,3792055307,212,16.6,3792055303,140,55.9,3792055305,141,96.9,3793206209,178,,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224969,23,1,1,1,23,3kq9cckrnlogidldtdie2fkbl,1,55.9,97.2,2022-09-18T19:03:12.757Z,2022-09-19T04:44:47Z,3792055457,212,12.5,3792055453,140,44.2,3793206317,178,,3792055455,141,94.1,3792055451,56,Back,3792055459,213,3.3,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224979,24,1,1,1,27,3kq9cckrnlogidldtdie2fkbl,1,44.4,86,2022-09-18T19:03:16.185Z,2022-09-19T04:44:52Z,3792055521,140,36.3,3793206395,178,,3792055517,56,Back,3792055525,212,12.2,3792055523,141,73.2,3792055527,213,3.9,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225027,25,1,1,1,28,3kq9cckrnlogidldtdie2fkbl,1,36.8,69,2022-09-18T19:03:17.668Z,2022-09-19T04:44:57Z,3792055741,213,4.5,3792055737,141,57.3,3792055733,56,Back,3792055735,140,35.4,3792055739,212,8.1,3793206467,178,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225053,26,1,1,1,31,3kq9cckrnlogidldtdie2fkbl,1,35.6,57,2022-09-18T19:03:19.979Z,2022-09-19T04:45:04Z,3792055867,213,4.7,3792055863,141,18.3,3792055865,212,26.4,3792055859,56,Back,3793206553,178,,3792055861,140,34.3,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225111,27,1,1,1,35,3kq9cckrnlogidldtdie2fkbl,1,35.4,16.7,2022-09-18T19:03:24.115Z,2022-09-19T04:45:09Z,3792056089,140,40.2,3792056091,141,8.6,3793206633,178,,3792056095,213,5.5,3792056093,212,7.5,3792056087,56,Back,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225153,28,1,1,1,38,3kq9cckrnlogidldtdie2fkbl,1,33.7,19.1,2022-09-18T19:03:27.617Z,2022-09-19T04:45:14Z,3792056305,212,35.7,3792056307,213,1.5,3792056309,1,,3793206707,178,,3792056301,141,71.5,3792056297,140,36.3,3792056293,56,Back,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462463677,899,43,1,1,41,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-09-18T19:03:30.160Z,2022-09-19T07:34:16Z,3793361673,144,82,3793361621,178,0,,,,,,,,,,,,,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225165,29,1,1,1,41,3kq9cckrnlogidldtdie2fkbl,1,36.4,72,2022-09-18T19:03:30.178Z,2022-09-19T04:45:21Z,3792056375,56,Back,3793206817,178,,3792056377,140,33.3,3792056387,213,1.8,3792056383,212,13.3,3792056379,141,90.9,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225201,30,1,1,1,43,3kq9cckrnlogidldtdie2fkbl,1,33.3,90.9,2022-09-18T19:03:32.371Z,2022-09-19T04:45:24Z,3793206865,178,,3792056595,140,39.8,3792056601,212,8.0,3792056603,213,0.6,3792056591,56,Back,3792056599,141,97.1,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225231,31,1,1,1,46,3kq9cckrnlogidldtdie2fkbl,1,38.5,95,2022-09-18T19:03:34.890Z,2022-09-19T04:45:27Z,3792056751,140,28.9,3792056749,56,Back,3792056757,213,3.4,3793206909,178,,3792056753,141,91.8,3792056755,212,10.3,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225307,32,1,1,1,48,3kq9cckrnlogidldtdie2fkbl,1,28.5,90.3,2022-09-18T19:03:36.965Z,2022-09-19T04:45:31Z,3792057185,213,4.0,3792057183,212,30.9,3793206963,178,,3792057177,56,Back,3792057179,140,10.1,3792057181,141,54.8,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225401,33,1,1,1,54,3kq9cckrnlogidldtdie2fkbl,1,13.2,48.7,2022-09-18T19:03:43.581Z,2022-09-19T04:45:33Z,3792057669,213,5.1,3792057655,140,22.6,3793206991,178,,3792057659,141,13.5,3792057663,212,25.9,3792057651,56,Back,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225419,34,1,1,1,59,3kq9cckrnlogidldtdie2fkbl,1,28.4,10.6,2022-09-18T19:03:48.276Z,2022-09-19T04:45:37Z,3793207051,178,,3792057735,56,Back,3792057737,140,32.8,3792057741,212,29.0,3792057743,213,1.4,3792057739,141,52.7,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225427,35,1,1,2,0,3kq9cckrnlogidldtdie2fkbl,1,33.2,53.7,2022-09-18T19:03:49.508Z,2022-09-19T04:45:46Z,3793207177,178,,3792057791,213,4.3,3792057789,212,4.5,3792057783,56,Back,3792057787,141,47.6,3792057785,140,31.6,3793207179,21,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225461,36,1,1,2,2,3kq9cckrnlogidldtdie2fkbl,1,31.6,47.3,2022-09-18T19:03:51.146Z,2022-09-19T04:45:55Z,3792057939,56,Back,3792057947,212,11.4,3792057945,141,63.1,3792057941,140,35.3,3793207295,178,,3792057949,213,1.2,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225515,37,1,1,2,4,3kq9cckrnlogidldtdie2fkbl,1,35.7,65.7,2022-09-18T19:03:53.198Z,2022-09-19T04:45:59Z,3793207353,178,,3792058197,56,Back,3792058201,141,95.7,3792058207,213,1.2,3792058203,212,22.3,3792058199,140,44.3,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
