id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2519905365,5,44,1,0,13,4ku8o6uf87yd8iecdalipo6wd,1,43.6,12.8,2023-03-13T20:00:45.059Z,2023-03-14T10:11:02Z,4096671835,285,,4096671833,56,Back,4096671837,233,7,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905351,7,44,1,0,13,7h7eg7q7dbwvzww78h9d5eh0h,0,56.4,87.2,2023-03-13T20:00:45.060Z,2023-03-14T06:58:59Z,4096671773,56,Left,4096671853,233,5,4096671775,286,,,,,,,,,,,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905375,6,1,1,0,13,4ku8o6uf87yd8iecdalipo6wd,0,43,13.5,2023-03-13T20:00:45.175Z,2023-03-14T10:11:03Z,4097316705,388,,4096671891,3,,4096671895,140,58.2,4096671901,213,5.7,4096671897,141,0.0,4096671893,56,Right,4096671899,212,19.1,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905377,7,5,1,0,16,4ku8o6uf87yd8iecdalipo6wd,0,57.2,-1.5,2023-03-13T20:00:47.797Z,2023-03-14T06:59:16Z,4096671905,347,,4096672041,233,8,4096671903,56,Right,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905399,8,5,1,0,16,7h7eg7q7dbwvzww78h9d5eh0h,1,42.8,101.5,2023-03-13T20:00:47.797Z,2023-03-14T06:59:16Z,4096672031,56,Back,4096672033,347,,4096672037,233,7,,,,,,,,,,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905417,9,1,1,0,24,7h7eg7q7dbwvzww78h9d5eh0h,1,44.1,100,2023-03-13T20:00:56.443Z,2023-03-14T06:59:30Z,4096672127,140,26.8,4096672123,107,,4096672129,141,84.2,4096672131,212,21.6,4096672135,1,,4096672125,56,Back,4096672133,213,3.7,4096800713,189,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905435,10,1,1,0,25,7h7eg7q7dbwvzww78h9d5eh0h,1,27,81.9,2023-03-13T20:00:57.112Z,2023-03-14T06:59:38Z,4096672215,140,22.1,4096672221,213,4.3,4096672217,141,62.1,4097316939,178,,4096672213,56,Back,4096672219,212,14.4,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905447,11,1,1,0,27,7h7eg7q7dbwvzww78h9d5eh0h,1,21.1,64.3,2023-03-13T20:00:59.247Z,2023-03-14T06:59:42Z,4096672279,56,Back,4096672285,212,16.7,4096672281,140,7.0,4097316969,178,,4096672287,213,3.6,4096672283,141,52.8,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905463,12,1,1,0,31,7h7eg7q7dbwvzww78h9d5eh0h,0,3.9,44.2,2023-03-13T20:01:02.875Z,2023-03-14T06:59:46Z,4096672401,213,6.0,4096672395,140,57.3,4096672391,155,,4096672403,1,,4097316987,178,,4096672399,212,58.5,4096672393,56,Right,4096672397,141,19.9,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905475,8,1,1,0,34,4ku8o6uf87yd8iecdalipo6wd,0,43.4,83.4,2023-03-13T20:01:06.428Z,2023-03-14T06:59:49Z,4096672505,213,5.5,4096672501,141,46.1,4097317027,178,,4096672497,56,Center,4096672499,140,67.5,4096672495,157,,4096672507,1,,4096672503,212,35.8,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905487,13,1,1,0,38,7h7eg7q7dbwvzww78h9d5eh0h,1,37.2,63.3,2023-03-13T20:01:09.731Z,2023-03-14T06:59:55Z,4097317127,178,,4096672585,140,45.3,4096672583,56,Back,4096672589,212,20.0,4096672587,141,90.0,4096672591,213,1.1,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905513,14,1,1,0,41,7h7eg7q7dbwvzww78h9d5eh0h,1,44.8,89,2023-03-13T20:01:13.292Z,2023-03-14T07:00:01Z,4096672729,213,3.9,4096672723,140,30.7,4096672727,212,19.7,4096672725,141,69.9,4096672721,56,Back,4097317185,178,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905521,15,1,1,0,46,7h7eg7q7dbwvzww78h9d5eh0h,1,30.9,71.9,2023-03-13T20:01:17.901Z,2023-03-14T07:00:07Z,4096672761,141,80.4,4096672765,213,0.8,4096672759,140,36.4,4096672757,56,Back,4097317225,178,,4096672763,212,8.2,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905527,16,1,1,0,49,7h7eg7q7dbwvzww78h9d5eh0h,1,36.8,79.4,2023-03-13T20:01:21.413Z,2023-03-14T07:00:11Z,4096672805,141,66.2,4096672801,56,Back,4097317263,178,,4096672807,212,11.9,4096672809,213,4.0,4096672803,140,29.4,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905545,17,1,1,0,51,7h7eg7q7dbwvzww78h9d5eh0h,1,29.3,64.1,2023-03-13T20:01:23.455Z,2023-03-14T07:00:15Z,4096672899,56,Back,4096672905,212,27.7,4096672901,140,35.4,4097317309,178,,4096672903,141,24.5,4096672907,213,4.9,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905595,18,1,1,0,55,7h7eg7q7dbwvzww78h9d5eh0h,1,38.1,26.9,2023-03-13T20:01:27.060Z,2023-03-14T07:00:19Z,4097317373,178,,4096673173,212,14.0,4096673169,140,32.4,4096673167,56,Back,4096673175,213,2.0,4096673171,141,45.5,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905621,19,1,1,1,0,7h7eg7q7dbwvzww78h9d5eh0h,1,35.6,45.1,2023-03-13T20:01:32.421Z,2023-03-14T07:00:22Z,4096673319,56,Back,4096673323,141,20.8,4096673329,213,4.8,4097317409,178,,4096673325,212,16.6,4096673321,140,36.7,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905635,20,1,1,1,3,7h7eg7q7dbwvzww78h9d5eh0h,1,41,13.4,2023-03-13T20:01:35.298Z,2023-03-14T07:00:27Z,4096673395,213,5.4,4096673391,141,5.0,4096673389,140,45.3,4096673387,56,Back,4097317465,178,,4096673393,212,7.3,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905653,21,1,1,1,5,7h7eg7q7dbwvzww78h9d5eh0h,1,40.2,5.9,2023-03-13T20:01:36.806Z,2023-03-14T07:00:31Z,4096673461,141,20.5,4096673465,213,2.2,4096673459,140,32.8,4097317503,178,,4096673457,56,Back,4096673463,212,12.6,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905669,22,1,1,1,7,7h7eg7q7dbwvzww78h9d5eh0h,1,31.4,22.1,2023-03-13T20:01:38.641Z,2023-03-14T07:00:34Z,4096673521,56,Back,4096673525,141,45.5,4097317531,178,,4096673527,212,17.6,4096673523,140,24.2,4096673529,213,2.0,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905679,23,1,1,1,9,7h7eg7q7dbwvzww78h9d5eh0h,1,24.4,45.4,2023-03-13T20:01:40.817Z,2023-03-14T07:00:38Z,4096673581,213,3.4,4096673579,212,17.6,4096673573,56,Back,4096673577,141,38.6,4097317571,178,,4096673575,140,8.2,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905699,24,1,1,1,12,7h7eg7q7dbwvzww78h9d5eh0h,1,10.3,34.9,2023-03-13T20:01:43.855Z,2023-03-14T07:00:48Z,4096673681,141,25.1,4096673685,213,6.2,4096673679,140,60.3,4096673677,56,Center,4097317673,178,,4096673675,155,,4096673683,212,52.9,4096673687,1,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905703,25,61,1,1,15,7h7eg7q7dbwvzww78h9d5eh0h,0,60.5,24.1,2023-03-13T20:01:47.153Z,2023-03-14T07:01:00Z,4096673695,56,Center,4097317749,178,,,,,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905705,9,49,1,1,17,4ku8o6uf87yd8iecdalipo6wd,1,32,83,2023-03-13T20:01:48.606Z,2023-03-14T07:01:09Z,,,,,,,,,,,,,,,,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905727,10,1,1,1,17,4ku8o6uf87yd8iecdalipo6wd,1,31.2,83.3,2023-03-13T20:01:48.661Z,2023-03-14T07:01:12Z,4096673809,141,93.4,4096673813,213,0.4,4096673807,140,47.6,4097317897,178,,4096673805,56,Back,4096673811,212,18.5,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905735,11,3,1,1,19,4ku8o6uf87yd8iecdalipo6wd,1,52.5,95.4,2023-03-13T20:01:51.243Z,2023-03-14T07:01:18Z,4097152167,465,,4096673845,56,Left,4097317955,178,,4096673847,286,,4096673849,233,26,,,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905731,26,45,1,1,19,7h7eg7q7dbwvzww78h9d5eh0h,0,47.5,4.6,2023-03-13T20:01:51.243Z,2023-03-14T07:01:19Z,4096673823,285,,4096673821,56,Back,4096673853,233,11,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905747,12,1,1,1,22,4ku8o6uf87yd8iecdalipo6wd,1,60.3,96.1,2023-03-13T20:01:54.006Z,2023-03-14T07:01:27Z,4096673915,140,57.6,4096673921,213,4.4,4097318045,178,,4096673917,141,85.0,4096673919,212,8.1,4096673913,56,Left,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905757,13,1,1,1,24,4ku8o6uf87yd8iecdalipo6wd,1,57.9,85,2023-03-13T20:01:55.762Z,2023-03-14T07:01:34Z,4096673993,212,8.3,4097318113,178,,4096673987,56,Left,4096673989,140,52.5,4096673995,213,2.3,4096673991,141,94.0,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905761,14,1,1,1,25,4ku8o6uf87yd8iecdalipo6wd,1,52.5,94,2023-03-13T20:01:57.334Z,2023-03-14T07:01:38Z,4096674007,212,12.4,4096674009,213,3.1,4096674003,140,40.7,4096674005,141,95.0,4097318145,178,,4096674001,56,Back,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905769,15,1,1,1,27,4ku8o6uf87yd8iecdalipo6wd,1,40.7,95,2023-03-13T20:01:58.975Z,2023-03-14T07:01:42Z,4096674055,212,7.5,4096674051,140,45.9,4097318193,178,,4096674057,213,5.5,4096674049,56,Back,4096674053,141,87.4,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905775,16,1,1,1,28,4ku8o6uf87yd8iecdalipo6wd,1,45.9,87.4,2023-03-13T20:01:59.815Z,2023-03-14T07:01:47Z,4096674083,56,Back,4096674089,212,5.9,4096674087,141,95.2,4097318255,178,,4096674091,213,1.1,4096674085,140,48.3,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905793,17,1,1,1,29,4ku8o6uf87yd8iecdalipo6wd,1,48.3,95.2,2023-03-13T20:02:00.693Z,2023-03-14T07:01:50Z,4096674179,141,87.7,4096674177,140,44.8,4097318279,178,,4096674181,212,6.3,4096674183,213,4.1,4096674175,56,Back,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905821,18,1,1,1,32,4ku8o6uf87yd8iecdalipo6wd,1,38.9,87,2023-03-13T20:02:03.710Z,2023-03-14T07:01:55Z,4096674311,213,4.3,4096674305,140,29.2,4097318387,178,,4096674307,141,49.2,4096674303,56,Back,4096674309,212,27.6,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905841,19,1,1,1,35,4ku8o6uf87yd8iecdalipo6wd,1,28.9,45.1,2023-03-13T20:02:06.725Z,2023-03-14T07:02:05Z,4096674475,212,20.5,4096674471,140,35.3,4097318501,178,,4096674469,56,Back,4096674473,141,16.6,4096674477,213,5.0,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905865,20,1,1,1,37,4ku8o6uf87yd8iecdalipo6wd,1,35.3,16.6,2023-03-13T20:02:09.436Z,2023-03-14T07:02:09Z,4096674567,212,13.1,4096674563,140,45.2,4096674569,213,5.6,4097318579,178,,4096674565,141,4.8,4096674561,56,Back,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905873,21,1,1,1,39,4ku8o6uf87yd8iecdalipo6wd,1,45.2,4.8,2023-03-13T20:02:10.705Z,2023-03-14T07:02:12Z,4096674599,140,35.6,4096674597,56,Back,4096674603,212,13.2,4097318627,178,,4096674605,213,2.4,4096674601,141,17.3,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905901,22,1,1,1,41,4ku8o6uf87yd8iecdalipo6wd,1,32.8,22.3,2023-03-13T20:02:12.833Z,2023-03-14T07:02:16Z,4096674755,212,21.2,4096674751,140,26.2,4096674753,141,51.7,4096674749,56,Back,4096674757,213,1.9,4097318687,178,,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905925,23,1,1,1,45,4ku8o6uf87yd8iecdalipo6wd,1,25.6,52.1,2023-03-13T20:02:16.670Z,2023-03-14T07:02:19Z,4096674861,140,27.9,4096674865,212,21.7,4096674859,56,Back,4097318739,178,,4096674863,141,20.4,4096674867,213,4.8,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905939,24,1,1,1,48,4ku8o6uf87yd8iecdalipo6wd,1,29.6,16.2,2023-03-13T20:02:20.102Z,2023-03-14T07:02:23Z,4096674919,140,33.8,4096674917,56,Back,4096674923,212,9.0,4097318775,178,,4096674925,213,5.2,4096674921,141,4.7,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905949,25,1,1,1,50,4ku8o6uf87yd8iecdalipo6wd,0,34.4,4.1,2023-03-13T20:02:22.044Z,2023-03-14T07:02:29Z,4096674985,212,2.5,4096674981,140,36.7,4097318827,178,,4096675035,236,,4096675037,233,27,4096674987,213,0.2,4096675041,286,,4096674979,56,Back,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,4096674983,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905955,27,74,1,1,50,7h7eg7q7dbwvzww78h9d5eh0h,1,65.8,97.8,2023-03-13T20:02:22.174Z,2023-03-14T07:02:37Z,4096675011,285,,4096675049,233,25,4097318947,178,,4096675009,56,Left,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905987,26,5,1,1,51,4ku8o6uf87yd8iecdalipo6wd,1,33.8,-1.6,2023-03-13T20:02:22.855Z,2023-03-14T07:05:57Z,4096675207,233,28,4096675161,347,,4096675159,56,Back,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519905961,28,5,1,1,51,7h7eg7q7dbwvzww78h9d5eh0h,0,66.2,101.6,2023-03-13T20:02:22.855Z,2023-03-14T07:05:58Z,4096675215,233,26,4096675043,56,Left,4096675045,347,,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
