id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2503815983,9,1,1,0,29,74mcjsm72vr3l9pw2i4qfjchj,1,41.9,9.5,2023-02-04T15:17:31.306Z,2023-02-05T05:55:00Z,4011694187,212,3.3,4011694183,140,42.4,4011694181,56,Back,4014053603,178,,4011694191,213,4.9,4011694185,141,4.7,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503815993,10,3,1,0,33,74mcjsm72vr3l9pw2i4qfjchj,0,64.4,5.9,2023-02-04T15:17:35.915Z,2023-02-05T05:55:14Z,4011694259,56,Right,4011694785,233,3,4014053891,178,,4011694261,286,,4012904203,465,,,,,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816051,3,7,1,0,33,4yg9ttzw0m51048doksv8uq5r,1,35.6,94.1,2023-02-04T15:17:36.254Z,2023-02-05T05:55:25Z,4014054121,178,,4011694569,167,,4012904321,385,,4011694751,233,10,4011694573,285,,4011694571,56,Back,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816067,4,5,1,0,35,4yg9ttzw0m51048doksv8uq5r,0,39.4,100.6,2023-02-04T15:17:37.341Z,2023-02-05T05:55:39Z,4011698461,233,11,4011694645,347,,4011694643,56,Back,,,,,,,,,,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816745,11,5,1,0,35,74mcjsm72vr3l9pw2i4qfjchj,1,60.6,-0.6,2023-02-04T15:17:37.341Z,2023-02-05T05:55:39Z,4011698273,56,Right,4011698275,347,,4011698377,233,4,,,,,,,,,,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816869,12,1,1,0,50,74mcjsm72vr3l9pw2i4qfjchj,1,60.2,0,2023-02-04T15:17:52.310Z,2023-02-05T05:55:52Z,4011698923,213,2.8,4011698915,141,10.7,4011698905,107,,4011698909,56,Back,4012163059,189,,4011698913,140,41.2,4011698925,1,,4011698917,212,21.4,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816987,13,1,1,0,55,74mcjsm72vr3l9pw2i4qfjchj,1,46.5,46.6,2023-02-04T15:17:57.782Z,2023-02-05T05:56:06Z,4011699471,1,,4011699463,141,94.5,4011699467,213,1.4,4011699457,56,Left,4011699465,212,33.0,4011699459,140,51.6,4014054805,178,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817115,14,1,1,0,58,74mcjsm72vr3l9pw2i4qfjchj,1,46.4,89.6,2023-02-04T15:18:00.636Z,2023-02-05T05:56:17Z,4011700153,141,86.5,4011700157,213,3.2,4011700151,140,25.9,4011700155,212,21.6,4014055031,178,,4011700149,56,Back,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817371,15,1,1,1,1,74mcjsm72vr3l9pw2i4qfjchj,1,22.2,82.6,2023-02-04T15:18:03.474Z,2023-02-05T05:56:26Z,4011701431,213,4.2,4011701429,212,22.1,4011701425,140,12.5,4014055203,178,,4011701427,141,53.7,4011701423,56,Back,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817491,16,1,1,1,8,74mcjsm72vr3l9pw2i4qfjchj,1,18.4,45.7,2023-02-04T15:18:10.441Z,2023-02-05T05:56:35Z,4011702075,56,Back,4011702079,141,32.5,4014055343,178,,4011702077,140,19.0,4011702083,213,4.8,4011702081,212,9.0,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817585,17,1,1,1,11,74mcjsm72vr3l9pw2i4qfjchj,1,24.9,34.3,2023-02-04T15:18:13.639Z,2023-02-05T05:56:45Z,4011702557,141,37.6,4011702561,213,0.3,4011702551,56,Back,4014055563,178,,4011702559,212,6.6,4011702555,140,30.8,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818019,18,1,1,1,12,74mcjsm72vr3l9pw2i4qfjchj,1,30.8,37.6,2023-02-04T15:18:14.516Z,2023-02-05T05:57:11Z,4011704903,56,Back,4011704907,141,51.2,4011704913,213,2.4,4011704909,212,13.0,4011704905,140,22.1,4014055933,178,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818133,19,1,1,1,23,74mcjsm72vr3l9pw2i4qfjchj,1,25,26.1,2023-02-04T15:18:25.344Z,2023-02-05T05:57:19Z,4014056027,178,,4011705451,56,Back,4011705457,212,11.9,4011705453,140,26.4,4011705459,213,4.8,4011705455,141,8.8,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818355,20,1,1,1,25,74mcjsm72vr3l9pw2i4qfjchj,1,26.4,8.8,2023-02-04T15:18:28.195Z,2023-02-05T05:57:35Z,4011706713,56,Back,4014056425,178,,4011706717,141,23.7,4011706719,212,19.4,4011706715,140,10.6,4011706721,213,2.6,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818689,21,1,1,1,32,74mcjsm72vr3l9pw2i4qfjchj,1,24.5,32.5,2023-02-04T15:18:34.689Z,2023-02-05T05:57:44Z,4011708569,212,14.0,4011708559,56,Back,4011708575,213,0.0,4014056553,178,,4011708567,141,33.3,4011708563,140,37.8,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504044815,991,3,1,1,34,74mcjsm72vr3l9pw2i4qfjchj,0,43.2,35.7,2023-02-04T15:18:36.832Z,2023-02-05T05:57:52Z,4012907205,56,Back,4012907209,464,,4012907207,286,,4014056723,178,,4012907211,467,eo74fl3ctgkwbpsa099rkv6xh,,,,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818697,22,4,1,1,35,74mcjsm72vr3l9pw2i4qfjchj,1,37.8,34,2023-02-04T15:18:37.455Z,2023-02-05T05:58:05Z,4011708641,286,,4011709183,233,5,4011708631,13,,4011708637,152,,4011708639,265,,4011708635,56,Back,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818777,5,4,1,1,35,4yg9ttzw0m51048doksv8uq5r,0,62.2,66,2023-02-04T15:18:37.456Z,2023-02-05T05:58:05Z,4011709087,56,Center,4011709375,233,22,4011709091,265,,4014056957,389,,4011709089,152,,4011709085,13,,4011709093,285,,,,,eo74fl3ctgkwbpsa099rkv6xh,L. Magallán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819153,23,1,1,1,44,74mcjsm72vr3l9pw2i4qfjchj,1,39.7,42.7,2023-02-04T15:18:46.429Z,2023-02-05T06:03:19Z,4011710997,5,,4014057689,178,,4011711023,213,5.8,4011711019,212,15.2,4011710999,152,,4012174045,189,,4011711013,141,33.0,4011711007,140,52.7,c29mprqv2ulztd22b6uckczx1,Dani Parejo,4011711003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503908315,468,61,1,1,48,74mcjsm72vr3l9pw2i4qfjchj,1,57,34.9,2023-02-04T15:18:51.229Z,2023-02-05T06:05:31Z,4012174821,56,Center,4012175133,189,,4014058221,178,,,,,,,,,,,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819167,6,49,1,1,49,4yg9ttzw0m51048doksv8uq5r,1,41.2,63.4,2023-02-04T15:18:51.733Z,2023-02-05T06:05:24Z,,,,,,,,,,,,,,,,,,,,,,,,,eo74fl3ctgkwbpsa099rkv6xh,L. Magallán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819245,7,1,1,1,51,4yg9ttzw0m51048doksv8uq5r,1,41.2,63.4,2023-02-04T15:18:53.487Z,2023-02-05T05:59:58Z,4011711477,213,0.2,4011711473,141,66.9,4014059003,178,,4011711471,140,52.5,4011711475,212,12.1,4011711469,56,Center,,,,,,,eo74fl3ctgkwbpsa099rkv6xh,L. Magallán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819289,8,1,1,1,52,4yg9ttzw0m51048doksv8uq5r,1,52.8,67,2023-02-04T15:18:55.076Z,2023-02-05T06:00:15Z,4011711721,213,2.3,4014059277,178,,4011711719,212,10.3,4011711715,140,46.4,4011711713,56,Back,4011711717,141,78.5,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819365,9,1,1,1,53,4yg9ttzw0m51048doksv8uq5r,1,46.3,78.8,2023-02-04T15:18:56.108Z,2023-02-05T06:00:22Z,4011712107,140,65.9,4011712103,155,,4011712119,213,5.9,4011712115,212,22.0,4011712105,56,Center,4011712109,141,67.5,4014059363,178,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819379,10,61,1,1,55,4yg9ttzw0m51048doksv8uq5r,0,66,67.2,2023-02-04T15:18:57.942Z,2023-02-05T06:00:35Z,4011712171,56,Center,4014059539,178,,,,,,,,,,,,,,,,,,,,a971j313ztjvcgojpg6u390b9,E. Ponce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819389,24,61,1,1,55,74mcjsm72vr3l9pw2i4qfjchj,1,30.2,32.2,2023-02-04T15:18:57.973Z,2023-02-05T06:00:45Z,4014059669,178,,4011712217,56,Back,,,,,,,,,,,,,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819523,25,43,1,1,56,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-02-04T15:18:59Z,2023-02-04T16:13:53Z,4011712895,213,5.1,4011712887,56,Back,4011712893,212,14.7,4012186179,144,1,4011712891,141,15.0,4011712889,140,41.2,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503910575,469,1,1,1,57,74mcjsm72vr3l9pw2i4qfjchj,1,31.1,30.5,2023-02-04T15:18:59.839Z,2023-02-05T06:06:48Z,4012186405,213,4.9,4014059803,178,,4012186397,56,Back,4012186403,212,10.1,4012186399,140,33.3,4012186401,141,16.1,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819533,26,49,1,1,58,74mcjsm72vr3l9pw2i4qfjchj,1,33.2,16.1,2023-02-04T15:19:00.516Z,2023-02-05T06:07:46Z,,,,,,,,,,,,,,,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819629,27,1,1,1,59,74mcjsm72vr3l9pw2i4qfjchj,1,41.2,15,2023-02-04T15:19:02.276Z,2023-02-05T06:08:12Z,4011713419,213,0.5,4011713415,141,32.4,4014061617,178,,4011713411,56,Center,4011713417,212,24.2,4011713413,140,61.3,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819657,11,45,1,2,3,4yg9ttzw0m51048doksv8uq5r,0,43.6,71.6,2023-02-04T15:19:05.492Z,2023-02-05T06:08:37Z,4012978047,233,28,4011713571,56,Back,4011713573,285,,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819635,28,3,1,2,3,74mcjsm72vr3l9pw2i4qfjchj,1,56.4,28.4,2023-02-04T15:19:05.492Z,2023-02-05T06:08:37Z,4011713451,56,Center,4014066699,178,,4011713453,286,,4012911663,464,,4012978021,233,11,,,,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503915703,249,45,1,2,5,4yg9ttzw0m51048doksv8uq5r,0,45.2,72.6,2023-02-04T15:19:07.285Z,2023-02-05T06:08:53Z,4012213679,285,,4012213677,56,Back,4012214095,233,471,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503915767,471,3,1,2,5,74mcjsm72vr3l9pw2i4qfjchj,1,54.8,27.4,2023-02-04T15:19:07.285Z,2023-02-05T06:08:53Z,4014069879,178,,4012213999,56,Center,4012912701,464,,4012214025,233,249,4012214001,286,,,,,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819805,29,1,1,2,6,74mcjsm72vr3l9pw2i4qfjchj,1,48.4,34.5,2023-02-04T15:19:09.079Z,2023-02-05T06:09:31Z,4011714485,212,43.1,4011714489,1,,4011714475,196,,4011714481,140,55.5,4014070717,178,,4011714477,56,Left,4011714483,141,96.9,4011714487,213,1.4,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819877,30,1,1,2,11,74mcjsm72vr3l9pw2i4qfjchj,1,56.2,97.1,2023-02-04T15:19:13.553Z,2023-02-05T06:09:45Z,4011714909,140,68.8,4011714915,213,6.1,4011714911,141,94.2,4014071027,178,,4011714907,56,Left,4011714913,212,13.4,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820027,31,1,1,2,12,74mcjsm72vr3l9pw2i4qfjchj,1,68.8,94.2,2023-02-04T15:19:14.659Z,2023-02-05T06:10:00Z,4011715709,56,Left,4014071315,178,,4011715715,212,8.0,4011715717,213,4.2,4011715713,141,84.2,4011715711,140,64.8,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820247,32,1,1,2,18,74mcjsm72vr3l9pw2i4qfjchj,1,54.4,67.6,2023-02-04T15:19:20.609Z,2023-02-05T06:10:17Z,4011717067,56,Back,4011717071,140,44.1,4011717089,213,4.0,4011717079,212,17.2,4014071633,178,,4011717075,141,47.9,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820323,33,1,1,2,24,74mcjsm72vr3l9pw2i4qfjchj,1,46.3,52.7,2023-02-04T15:19:26.646Z,2023-02-05T06:10:25Z,4011717531,212,12.3,4011717517,56,Back,4011717535,213,1.6,4011717521,140,45.8,4011717527,141,70.8,4014071755,178,,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820415,34,1,1,2,27,74mcjsm72vr3l9pw2i4qfjchj,1,53.5,73.9,2023-02-04T15:19:29.984Z,2023-02-05T06:10:41Z,4011717983,56,Center,4011717987,141,71.5,4011717989,212,9.8,4011717985,140,62.7,4011717991,213,6.1,4014072099,178,,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820427,35,1,1,2,29,74mcjsm72vr3l9pw2i4qfjchj,0,62.5,72.7,2023-02-04T15:19:31.815Z,2023-02-05T06:10:51Z,4011718075,141,77.3,4011718079,213,0.5,4011718071,56,Center,4014072331,178,,4011718073,140,67.5,4011718077,212,6.1,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820441,12,8,1,2,29,4yg9ttzw0m51048doksv8uq5r,1,27.9,14.1,2023-02-04T15:19:32.227Z,2023-02-05T06:11:29Z,4014073191,178,,4012913725,383,,4011718145,56,Back,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820513,13,49,1,2,31,4yg9ttzw0m51048doksv8uq5r,1,26.8,8.3,2023-02-04T15:19:33.860Z,2023-02-05T06:11:35Z,,,,,,,,,,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
